SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.7251790592944842, 'item_asymmetric_alpha': 0.9837374394120124, 'user_topK': 1450, 'user_shrink': 1553, 'item_topK': 98, 'item_shrink': 1568} - results: ROC_AUC: 0.0823720, PRECISION: 0.0125224, PRECISION_RECALL_MIN_DEN: 0.0417413, RECALL: 0.0417413, MAP: 0.0220532, MRR: 0.0606002, NDCG: 0.0365843, F1: 0.0192652, HIT_RATE: 0.1252239, ARHR: 0.0633320, RMSE: 0.9624811, NOVELTY: 0.0069004, AVERAGE_POPULARITY: 0.0828593, DIVERSITY_MEAN_INTER_LIST: 0.9928662, DIVERSITY_HERFINDAHL: 0.9992805, COVERAGE_ITEM: 0.8700189, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4058187, SHANNON_ENTROPY: 12.6522632, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.5037571388297871, 'item_asymmetric_alpha': 0.0589344522730544, 'user_topK': 1691, 'user_shrink': 1183, 'item_topK': 1, 'item_shrink': 1918} - results: ROC_AUC: 0.1047998, PRECISION: 0.0158090, PRECISION_RECALL_MIN_DEN: 0.0526966, RECALL: 0.0526966, MAP: 0.0278523, MRR: 0.0772924, NDCG: 0.0463365, F1: 0.0243215, HIT_RATE: 0.1580898, ARHR: 0.0803891, RMSE: 0.9755675, NOVELTY: 0.0054874, AVERAGE_POPULARITY: 0.5299023, DIVERSITY_MEAN_INTER_LIST: 0.6351040, DIVERSITY_HERFINDAHL: 0.9635065, COVERAGE_ITEM: 0.2340092, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0822770, SHANNON_ENTROPY: 7.0021270, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.052748879807210894, 'item_asymmetric_alpha': 0.11506092102778667, 'user_topK': 1991, 'user_shrink': 1393, 'item_topK': 8, 'item_shrink': 1026} - results: ROC_AUC: 0.0987471, PRECISION: 0.0155495, PRECISION_RECALL_MIN_DEN: 0.0518317, RECALL: 0.0518317, MAP: 0.0263406, MRR: 0.0721779, NDCG: 0.0442670, F1: 0.0239223, HIT_RATE: 0.1554952, ARHR: 0.0755421, RMSE: 0.9416175, NOVELTY: 0.0053683, AVERAGE_POPULARITY: 0.5793350, DIVERSITY_MEAN_INTER_LIST: 0.5967846, DIVERSITY_HERFINDAHL: 0.9596748, COVERAGE_ITEM: 0.2442282, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0573817, SHANNON_ENTROPY: 6.4693808, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.758289084825231, 'item_asymmetric_alpha': 1.4181932702314752, 'user_topK': 1942, 'user_shrink': 1931, 'item_topK': 1, 'item_shrink': 1910} - results: ROC_AUC: 0.0969438, PRECISION: 0.0146784, PRECISION_RECALL_MIN_DEN: 0.0489282, RECALL: 0.0489282, MAP: 0.0247870, MRR: 0.0689992, NDCG: 0.0419536, F1: 0.0225822, HIT_RATE: 0.1467845, ARHR: 0.0716421, RMSE: 0.9958077, NOVELTY: 0.0067627, AVERAGE_POPULARITY: 0.1623603, DIVERSITY_MEAN_INTER_LIST: 0.9665022, DIVERSITY_HERFINDAHL: 0.9966443, COVERAGE_ITEM: 0.5703163, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2243779, SHANNON_ENTROPY: 10.8432294, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.5015770965816788, 'item_asymmetric_alpha': 2.3889253268905015e-05, 'user_topK': 784, 'user_shrink': 1901, 'item_topK': 5, 'item_shrink': 1022} - results: ROC_AUC: 0.1225430, PRECISION: 0.0192068, PRECISION_RECALL_MIN_DEN: 0.0640226, RECALL: 0.0640226, MAP: 0.0329078, MRR: 0.0891247, NDCG: 0.0549084, F1: 0.0295489, HIT_RATE: 0.1920677, ARHR: 0.0938177, RMSE: 0.9715355, NOVELTY: 0.0059381, AVERAGE_POPULARITY: 0.3618553, DIVERSITY_MEAN_INTER_LIST: 0.9182675, DIVERSITY_HERFINDAHL: 0.9918211, COVERAGE_ITEM: 0.5135983, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1577697, SHANNON_ENTROPY: 9.6748074, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.4382445188625965, 'item_asymmetric_alpha': 3.9587272312394233, 'user_topK': 887, 'user_shrink': 1954, 'item_topK': 97, 'item_shrink': 1520} - results: ROC_AUC: 0.0772898, PRECISION: 0.0117811, PRECISION_RECALL_MIN_DEN: 0.0392702, RECALL: 0.0392702, MAP: 0.0206949, MRR: 0.0572870, NDCG: 0.0344192, F1: 0.0181247, HIT_RATE: 0.1178106, ARHR: 0.0596436, RMSE: 0.9501685, NOVELTY: 0.0054104, AVERAGE_POPULARITY: 0.5340573, DIVERSITY_MEAN_INTER_LIST: 0.8170779, DIVERSITY_HERFINDAHL: 0.9817027, COVERAGE_ITEM: 0.3307921, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0744652, SHANNON_ENTROPY: 7.5362722, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1107052, PRECISION: 0.0162414, PRECISION_RECALL_MIN_DEN: 0.0541381, RECALL: 0.0541381, MAP: 0.0293385, MRR: 0.0816663, NDCG: 0.0484423, F1: 0.0249868, HIT_RATE: 0.1624143, ARHR: 0.0848200, RMSE: 0.9919732, NOVELTY: 0.0062372, AVERAGE_POPULARITY: 0.2767873, DIVERSITY_MEAN_INTER_LIST: 0.9687511, DIVERSITY_HERFINDAHL: 0.9968691, COVERAGE_ITEM: 0.4801838, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2055426, SHANNON_ENTROPY: 10.5005560, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 2000} - results: ROC_AUC: 0.1101248, PRECISION: 0.0160252, PRECISION_RECALL_MIN_DEN: 0.0534174, RECALL: 0.0534174, MAP: 0.0291097, MRR: 0.0811549, NDCG: 0.0479985, F1: 0.0246542, HIT_RATE: 0.1602521, ARHR: 0.0842220, RMSE: 0.9913173, NOVELTY: 0.0062309, AVERAGE_POPULARITY: 0.2794468, DIVERSITY_MEAN_INTER_LIST: 0.9666315, DIVERSITY_HERFINDAHL: 0.9966572, COVERAGE_ITEM: 0.4794809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2034049, SHANNON_ENTROPY: 10.4509688, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.4686384353823607, 'item_asymmetric_alpha': 0.38727507842762166, 'user_topK': 1976, 'user_shrink': 1068, 'item_topK': 2, 'item_shrink': 1000} - results: ROC_AUC: 0.1155716, PRECISION: 0.0177550, PRECISION_RECALL_MIN_DEN: 0.0591833, RECALL: 0.0591833, MAP: 0.0304703, MRR: 0.0824472, NDCG: 0.0508484, F1: 0.0273154, HIT_RATE: 0.1775499, ARHR: 0.0868422, RMSE: 0.9872086, NOVELTY: 0.0062436, AVERAGE_POPULARITY: 0.2453206, DIVERSITY_MEAN_INTER_LIST: 0.9101329, DIVERSITY_HERFINDAHL: 0.9910077, COVERAGE_ITEM: 0.4834280, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1718277, SHANNON_ENTROPY: 9.7048520, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 1000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1071674, PRECISION: 0.0153209, PRECISION_RECALL_MIN_DEN: 0.0510698, RECALL: 0.0510698, MAP: 0.0286522, MRR: 0.0798135, NDCG: 0.0467502, F1: 0.0235707, HIT_RATE: 0.1532094, ARHR: 0.0828612, RMSE: 0.9906797, NOVELTY: 0.0061607, AVERAGE_POPULARITY: 0.2948781, DIVERSITY_MEAN_INTER_LIST: 0.9516501, DIVERSITY_HERFINDAHL: 0.9951591, COVERAGE_ITEM: 0.4593133, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1757121, SHANNON_ENTROPY: 9.9508620, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 700, 'user_shrink': 2000, 'item_topK': 1, 'item_shrink': 1000} - results: ROC_AUC: 0.1075909, PRECISION: 0.0154074, PRECISION_RECALL_MIN_DEN: 0.0513581, RECALL: 0.0513581, MAP: 0.0287525, MRR: 0.0800293, NDCG: 0.0469360, F1: 0.0237037, HIT_RATE: 0.1540743, ARHR: 0.0831225, RMSE: 0.9913202, NOVELTY: 0.0061622, AVERAGE_POPULARITY: 0.2944576, DIVERSITY_MEAN_INTER_LIST: 0.9530523, DIVERSITY_HERFINDAHL: 0.9952993, COVERAGE_ITEM: 0.4606650, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1775509, SHANNON_ENTROPY: 9.9867481, 
SearchBayesianSkopt: Search complete. Best config is 34: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.8362526552121787, 'item_asymmetric_alpha': 0.05454627003458824, 'user_topK': 841, 'user_shrink': 1955, 'item_topK': 11, 'item_shrink': 1400}
