SearchBayesianSkopt: New best config found. Config 0: {'topK': 1405, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.7774926731437998e-05, 'lambda_j': 9.201412058447423e-07, 'learning_rate': 2.7775637774492805e-05} - results: ROC_AUC: 0.0925107, PRECISION: 0.0149503, PRECISION_RECALL_MIN_DEN: 0.0498342, RECALL: 0.0498342, MAP: 0.0243160, MRR: 0.0672546, NDCG: 0.0415791, F1: 0.0230004, HIT_RATE: 0.1495027, ARHR: 0.0700548, RMSE: 0.9841994, NOVELTY: 0.0053389, AVERAGE_POPULARITY: 0.6437369, DIVERSITY_MEAN_INTER_LIST: 0.8319539, DIVERSITY_HERFINDAHL: 0.9831903, COVERAGE_ITEM: 0.3350095, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0856013, SHANNON_ENTROPY: 7.6152547, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1029198, PRECISION: 0.0154260, PRECISION_RECALL_MIN_DEN: 0.0514199, RECALL: 0.0514199, MAP: 0.0271237, MRR: 0.0747287, NDCG: 0.0450866, F1: 0.0237322, HIT_RATE: 0.1542596, ARHR: 0.0779905, RMSE: 0.9999975, NOVELTY: 0.0064763, AVERAGE_POPULARITY: 0.2508235, DIVERSITY_MEAN_INTER_LIST: 0.9776732, DIVERSITY_HERFINDAHL: 0.9977613, COVERAGE_ITEM: 0.3848067, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1958587, SHANNON_ENTROPY: 10.4053148, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-07, 'lambda_j': 1e-07, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1025042, PRECISION: 0.0154445, PRECISION_RECALL_MIN_DEN: 0.0514816, RECALL: 0.0514816, MAP: 0.0269032, MRR: 0.0740366, NDCG: 0.0448586, F1: 0.0237608, HIT_RATE: 0.1544449, ARHR: 0.0773097, RMSE: 0.9999975, NOVELTY: 0.0064960, AVERAGE_POPULARITY: 0.2483703, DIVERSITY_MEAN_INTER_LIST: 0.9775669, DIVERSITY_HERFINDAHL: 0.9977506, COVERAGE_ITEM: 0.3846445, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1984806, SHANNON_ENTROPY: 10.4182304, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1029153, PRECISION: 0.0158460, PRECISION_RECALL_MIN_DEN: 0.0528202, RECALL: 0.0528202, MAP: 0.0269197, MRR: 0.0741507, NDCG: 0.0453058, F1: 0.0243785, HIT_RATE: 0.1584605, ARHR: 0.0774066, RMSE: 0.9998938, NOVELTY: 0.0061837, AVERAGE_POPULARITY: 0.3226340, DIVERSITY_MEAN_INTER_LIST: 0.9666208, DIVERSITY_HERFINDAHL: 0.9966561, COVERAGE_ITEM: 0.3689646, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1601563, SHANNON_ENTROPY: 9.8421459, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 39, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 7.893077139199345, 'lambda_j': 3.6264584390276305e-07, 'learning_rate': 0.00027487917869862356} - results: ROC_AUC: 0.0687067, PRECISION: 0.0115401, PRECISION_RECALL_MIN_DEN: 0.0384671, RECALL: 0.0384671, MAP: 0.0164107, MRR: 0.0460595, NDCG: 0.0297655, F1: 0.0177540, HIT_RATE: 0.1154012, ARHR: 0.0476192, RMSE: 0.9994901, NOVELTY: 0.0066356, AVERAGE_POPULARITY: 0.2036634, DIVERSITY_MEAN_INTER_LIST: 0.9921733, DIVERSITY_HERFINDAHL: 0.9992112, COVERAGE_ITEM: 0.4375237, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2949021, SHANNON_ENTROPY: 11.4513535, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 1963, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 2.9443510236938244e-07, 'lambda_j': 9.642871181268772, 'learning_rate': 3.8041088587999988e-06} - results: ROC_AUC: 0.0897992, PRECISION: 0.0143634, PRECISION_RECALL_MIN_DEN: 0.0478779, RECALL: 0.0478779, MAP: 0.0234483, MRR: 0.0651790, NDCG: 0.0400987, F1: 0.0220975, HIT_RATE: 0.1436338, ARHR: 0.0677124, RMSE: 0.9988493, NOVELTY: 0.0052205, AVERAGE_POPULARITY: 0.6806054, DIVERSITY_MEAN_INTER_LIST: 0.8077647, DIVERSITY_HERFINDAHL: 0.9807715, COVERAGE_ITEM: 0.2556907, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0652889, SHANNON_ENTROPY: 7.1501943, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1998, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 7.344525625174629, 'lambda_j': 7.86252755707264e-07, 'learning_rate': 1.510158903748461e-06} - results: ROC_AUC: 0.0920302, PRECISION: 0.0147711, PRECISION_RECALL_MIN_DEN: 0.0492370, RECALL: 0.0492370, MAP: 0.0242250, MRR: 0.0672023, NDCG: 0.0413253, F1: 0.0227248, HIT_RATE: 0.1477111, ARHR: 0.0698921, RMSE: 0.9990841, NOVELTY: 0.0053204, AVERAGE_POPULARITY: 0.6537039, DIVERSITY_MEAN_INTER_LIST: 0.8215156, DIVERSITY_HERFINDAHL: 0.9821465, COVERAGE_ITEM: 0.3325223, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0827258, SHANNON_ENTROPY: 7.5117277, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1021947, PRECISION: 0.0158893, PRECISION_RECALL_MIN_DEN: 0.0529643, RECALL: 0.0529643, MAP: 0.0268294, MRR: 0.0738997, NDCG: 0.0452414, F1: 0.0244451, HIT_RATE: 0.1588929, ARHR: 0.0771514, RMSE: 0.9998943, NOVELTY: 0.0061773, AVERAGE_POPULARITY: 0.3254441, DIVERSITY_MEAN_INTER_LIST: 0.9664495, DIVERSITY_HERFINDAHL: 0.9966390, COVERAGE_ITEM: 0.3688564, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1597168, SHANNON_ENTROPY: 9.8316573, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1020314, PRECISION: 0.0157040, PRECISION_RECALL_MIN_DEN: 0.0523465, RECALL: 0.0523465, MAP: 0.0268361, MRR: 0.0738920, NDCG: 0.0450509, F1: 0.0241599, HIT_RATE: 0.1570396, ARHR: 0.0771525, RMSE: 0.9998936, NOVELTY: 0.0061808, AVERAGE_POPULARITY: 0.3236454, DIVERSITY_MEAN_INTER_LIST: 0.9663231, DIVERSITY_HERFINDAHL: 0.9966263, COVERAGE_ITEM: 0.3671263, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1596079, SHANNON_ENTROPY: 9.8303314, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1987, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 6.676811051187224e-07, 'lambda_j': 5.870638338530804, 'learning_rate': 1.338929350823945e-06} - results: ROC_AUC: 0.0892299, PRECISION: 0.0147896, PRECISION_RECALL_MIN_DEN: 0.0492988, RECALL: 0.0492988, MAP: 0.0234415, MRR: 0.0647648, NDCG: 0.0404613, F1: 0.0227533, HIT_RATE: 0.1478965, ARHR: 0.0674968, RMSE: 0.9999898, NOVELTY: 0.0052388, AVERAGE_POPULARITY: 0.6709425, DIVERSITY_MEAN_INTER_LIST: 0.8213781, DIVERSITY_HERFINDAHL: 0.9821327, COVERAGE_ITEM: 0.2609354, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0683018, SHANNON_ENTROPY: 7.2770609, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 98, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.0280908722803336e-07, 'lambda_j': 2.6295533565440046, 'learning_rate': 0.000936257378338798} - results: ROC_AUC: 0.1005892, PRECISION: 0.0165071, PRECISION_RECALL_MIN_DEN: 0.0550236, RECALL: 0.0550236, MAP: 0.0262087, MRR: 0.0722175, NDCG: 0.0451858, F1: 0.0253955, HIT_RATE: 0.1650707, ARHR: 0.0753480, RMSE: 0.9974433, NOVELTY: 0.0055690, AVERAGE_POPULARITY: 0.5018854, DIVERSITY_MEAN_INTER_LIST: 0.9401547, DIVERSITY_HERFINDAHL: 0.9940097, COVERAGE_ITEM: 0.3217086, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1154377, SHANNON_ENTROPY: 8.9447445, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 42, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 9.984141770838285, 'lambda_j': 0.023887591371971016, 'learning_rate': 1.15729466262995e-06} - results: ROC_AUC: 0.1001664, PRECISION: 0.0160499, PRECISION_RECALL_MIN_DEN: 0.0534997, RECALL: 0.0534997, MAP: 0.0262687, MRR: 0.0725301, NDCG: 0.0448055, F1: 0.0246922, HIT_RATE: 0.1604992, ARHR: 0.0756150, RMSE: 0.9998931, NOVELTY: 0.0055848, AVERAGE_POPULARITY: 0.4981668, DIVERSITY_MEAN_INTER_LIST: 0.9411037, DIVERSITY_HERFINDAHL: 0.9941046, COVERAGE_ITEM: 0.3396053, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1164531, SHANNON_ENTROPY: 8.9856256, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1032912, PRECISION: 0.0158831, PRECISION_RECALL_MIN_DEN: 0.0529437, RECALL: 0.0529437, MAP: 0.0269262, MRR: 0.0742163, NDCG: 0.0453632, F1: 0.0244356, HIT_RATE: 0.1588312, ARHR: 0.0774534, RMSE: 0.9998938, NOVELTY: 0.0061912, AVERAGE_POPULARITY: 0.3230364, DIVERSITY_MEAN_INTER_LIST: 0.9663207, DIVERSITY_HERFINDAHL: 0.9966261, COVERAGE_ITEM: 0.3711814, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1603591, SHANNON_ENTROPY: 9.8437665, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1976, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.5689419090537052e-07, 'lambda_j': 1.238919773318476, 'learning_rate': 0.0007120385689747478} - results: ROC_AUC: 0.0925147, PRECISION: 0.0148700, PRECISION_RECALL_MIN_DEN: 0.0495665, RECALL: 0.0495665, MAP: 0.0242256, MRR: 0.0670353, NDCG: 0.0414117, F1: 0.0228769, HIT_RATE: 0.1486996, ARHR: 0.0698055, RMSE: 0.8828694, NOVELTY: 0.0053440, AVERAGE_POPULARITY: 0.6407732, DIVERSITY_MEAN_INTER_LIST: 0.8348500, DIVERSITY_HERFINDAHL: 0.9834798, COVERAGE_ITEM: 0.3327926, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0867859, SHANNON_ENTROPY: 7.6566387, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 102, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.0858846012717934e-07, 'lambda_j': 3.6769587224839344, 'learning_rate': 0.000937126786942452} - results: ROC_AUC: 0.0971370, PRECISION: 0.0155619, PRECISION_RECALL_MIN_DEN: 0.0518729, RECALL: 0.0518729, MAP: 0.0253950, MRR: 0.0700754, NDCG: 0.0433622, F1: 0.0239413, HIT_RATE: 0.1556187, ARHR: 0.0730671, RMSE: 0.9371824, NOVELTY: 0.0054687, AVERAGE_POPULARITY: 0.5475878, DIVERSITY_MEAN_INTER_LIST: 0.9199341, DIVERSITY_HERFINDAHL: 0.9919877, COVERAGE_ITEM: 0.3072182, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1000222, SHANNON_ENTROPY: 8.5195659, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1026048, PRECISION: 0.0157348, PRECISION_RECALL_MIN_DEN: 0.0524495, RECALL: 0.0524495, MAP: 0.0268944, MRR: 0.0740844, NDCG: 0.0451578, F1: 0.0242075, HIT_RATE: 0.1573485, ARHR: 0.0773439, RMSE: 0.9998943, NOVELTY: 0.0061900, AVERAGE_POPULARITY: 0.3229820, DIVERSITY_MEAN_INTER_LIST: 0.9664819, DIVERSITY_HERFINDAHL: 0.9966422, COVERAGE_ITEM: 0.3676669, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1618766, SHANNON_ENTROPY: 9.8486025, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 1903, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 6.9535687820997785, 'lambda_j': 5.309379550712597, 'learning_rate': 1.3611656338689308e-06} - results: ROC_AUC: 0.0964684, PRECISION: 0.0155866, PRECISION_RECALL_MIN_DEN: 0.0519553, RECALL: 0.0519553, MAP: 0.0253358, MRR: 0.0699008, NDCG: 0.0433073, F1: 0.0239794, HIT_RATE: 0.1558658, ARHR: 0.0728892, RMSE: 0.9999795, NOVELTY: 0.0054891, AVERAGE_POPULARITY: 0.5850148, DIVERSITY_MEAN_INTER_LIST: 0.8791059, DIVERSITY_HERFINDAHL: 0.9879052, COVERAGE_ITEM: 0.3750743, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1106109, SHANNON_ENTROPY: 8.2964322, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1019113, PRECISION: 0.0156607, PRECISION_RECALL_MIN_DEN: 0.0522024, RECALL: 0.0522024, MAP: 0.0268025, MRR: 0.0737587, NDCG: 0.0449637, F1: 0.0240934, HIT_RATE: 0.1566072, ARHR: 0.0770366, RMSE: 0.9998943, NOVELTY: 0.0061824, AVERAGE_POPULARITY: 0.3233920, DIVERSITY_MEAN_INTER_LIST: 0.9665158, DIVERSITY_HERFINDAHL: 0.9966456, COVERAGE_ITEM: 0.3697215, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1593661, SHANNON_ENTROPY: 9.8374819, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1966, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.2464157518504576e-07, 'lambda_j': 1.0734473089616984e-07, 'learning_rate': 1.3951592558161092e-06} - results: ROC_AUC: 0.0904776, PRECISION: 0.0146846, PRECISION_RECALL_MIN_DEN: 0.0489487, RECALL: 0.0489487, MAP: 0.0236533, MRR: 0.0656783, NDCG: 0.0406349, F1: 0.0225917, HIT_RATE: 0.1468462, ARHR: 0.0682635, RMSE: 0.9999894, NOVELTY: 0.0052398, AVERAGE_POPULARITY: 0.6706400, DIVERSITY_MEAN_INTER_LIST: 0.8212034, DIVERSITY_HERFINDAHL: 0.9821153, COVERAGE_ITEM: 0.2638010, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0682949, SHANNON_ENTROPY: 7.2818537, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1027158, PRECISION: 0.0157410, PRECISION_RECALL_MIN_DEN: 0.0524701, RECALL: 0.0524701, MAP: 0.0269605, MRR: 0.0741896, NDCG: 0.0452246, F1: 0.0242170, HIT_RATE: 0.1574103, ARHR: 0.0774896, RMSE: 0.9998947, NOVELTY: 0.0061823, AVERAGE_POPULARITY: 0.3234969, DIVERSITY_MEAN_INTER_LIST: 0.9666938, DIVERSITY_HERFINDAHL: 0.9966634, COVERAGE_ITEM: 0.3676129, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1609510, SHANNON_ENTROPY: 9.8490233, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1023646, PRECISION: 0.0152653, PRECISION_RECALL_MIN_DEN: 0.0508845, RECALL: 0.0508845, MAP: 0.0269505, MRR: 0.0744713, NDCG: 0.0447703, F1: 0.0234851, HIT_RATE: 0.1526534, ARHR: 0.0776088, RMSE: 0.9999975, NOVELTY: 0.0064858, AVERAGE_POPULARITY: 0.2508917, DIVERSITY_MEAN_INTER_LIST: 0.9772420, DIVERSITY_HERFINDAHL: 0.9977182, COVERAGE_ITEM: 0.3844823, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1974341, SHANNON_ENTROPY: 10.4006525, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1026656, PRECISION: 0.0157410, PRECISION_RECALL_MIN_DEN: 0.0524701, RECALL: 0.0524701, MAP: 0.0268764, MRR: 0.0737594, NDCG: 0.0451065, F1: 0.0242170, HIT_RATE: 0.1574103, ARHR: 0.0771440, RMSE: 0.9998938, NOVELTY: 0.0061828, AVERAGE_POPULARITY: 0.3245703, DIVERSITY_MEAN_INTER_LIST: 0.9662951, DIVERSITY_HERFINDAHL: 0.9966235, COVERAGE_ITEM: 0.3675047, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1607020, SHANNON_ENTROPY: 9.8353519, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1028488, PRECISION: 0.0153951, PRECISION_RECALL_MIN_DEN: 0.0513169, RECALL: 0.0513169, MAP: 0.0269126, MRR: 0.0742538, NDCG: 0.0448562, F1: 0.0236847, HIT_RATE: 0.1539507, ARHR: 0.0774300, RMSE: 0.9999975, NOVELTY: 0.0064927, AVERAGE_POPULARITY: 0.2504350, DIVERSITY_MEAN_INTER_LIST: 0.9771963, DIVERSITY_HERFINDAHL: 0.9977136, COVERAGE_ITEM: 0.3854015, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1976749, SHANNON_ENTROPY: 10.4065637, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1021127, PRECISION: 0.0157534, PRECISION_RECALL_MIN_DEN: 0.0525113, RECALL: 0.0525113, MAP: 0.0267494, MRR: 0.0734530, NDCG: 0.0449880, F1: 0.0242360, HIT_RATE: 0.1575338, ARHR: 0.0768043, RMSE: 0.9998948, NOVELTY: 0.0061866, AVERAGE_POPULARITY: 0.3223640, DIVERSITY_MEAN_INTER_LIST: 0.9665024, DIVERSITY_HERFINDAHL: 0.9966443, COVERAGE_ITEM: 0.3695053, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1600979, SHANNON_ENTROPY: 9.8407387, 
SearchBayesianSkopt: New best config found. Config 84: {'topK': 28, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 8.906479086936374, 'lambda_j': 0.4343994016112505, 'learning_rate': 1.8329541205073987e-06} - results: ROC_AUC: 0.1075936, PRECISION: 0.0171001, PRECISION_RECALL_MIN_DEN: 0.0570005, RECALL: 0.0570005, MAP: 0.0278055, MRR: 0.0767008, NDCG: 0.0475651, F1: 0.0263079, HIT_RATE: 0.1710014, ARHR: 0.0799977, RMSE: 0.9999968, NOVELTY: 0.0058374, AVERAGE_POPULARITY: 0.4014624, DIVERSITY_MEAN_INTER_LIST: 0.9675418, DIVERSITY_HERFINDAHL: 0.9967482, COVERAGE_ITEM: 0.3707489, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1532938, SHANNON_ENTROPY: 9.8030858, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1035198, PRECISION: 0.0155557, PRECISION_RECALL_MIN_DEN: 0.0518523, RECALL: 0.0518523, MAP: 0.0270059, MRR: 0.0746537, NDCG: 0.0451440, F1: 0.0239318, HIT_RATE: 0.1555569, ARHR: 0.0777685, RMSE: 0.9999975, NOVELTY: 0.0064847, AVERAGE_POPULARITY: 0.2514241, DIVERSITY_MEAN_INTER_LIST: 0.9772008, DIVERSITY_HERFINDAHL: 0.9977140, COVERAGE_ITEM: 0.3829143, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1981656, SHANNON_ENTROPY: 10.4038891, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 63, 'epochs': 199, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 5.221034736264585, 'lambda_j': 1.3268700829071143e-07, 'learning_rate': 0.0006596668283827882} - results: ROC_AUC: 0.0519031, PRECISION: 0.0090690, PRECISION_RECALL_MIN_DEN: 0.0302300, RECALL: 0.0302300, MAP: 0.0120252, MRR: 0.0340038, NDCG: 0.0224963, F1: 0.0139523, HIT_RATE: 0.0906901, ARHR: 0.0350180, RMSE: 0.9988538, NOVELTY: 0.0067337, AVERAGE_POPULARITY: 0.1694547, DIVERSITY_MEAN_INTER_LIST: 0.9941859, DIVERSITY_HERFINDAHL: 0.9994124, COVERAGE_ITEM: 0.4524466, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3352319, SHANNON_ENTROPY: 11.7416814, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1944, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.9088599678140795e-07, 'lambda_j': 4.850281811651564e-07, 'learning_rate': 1.656084575466243e-06} - results: ROC_AUC: 0.0899231, PRECISION: 0.0145116, PRECISION_RECALL_MIN_DEN: 0.0483722, RECALL: 0.0483722, MAP: 0.0236367, MRR: 0.0656032, NDCG: 0.0404302, F1: 0.0223256, HIT_RATE: 0.1451165, ARHR: 0.0682102, RMSE: 0.9994984, NOVELTY: 0.0052200, AVERAGE_POPULARITY: 0.6808523, DIVERSITY_MEAN_INTER_LIST: 0.8076354, DIVERSITY_HERFINDAHL: 0.9807585, COVERAGE_ITEM: 0.2578535, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0648722, SHANNON_ENTROPY: 7.1470556, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 1797, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.6133248683838762e-07, 'lambda_j': 8.704449082177534, 'learning_rate': 1.41855640762164e-06} - results: ROC_AUC: 0.0894994, PRECISION: 0.0146228, PRECISION_RECALL_MIN_DEN: 0.0487428, RECALL: 0.0487428, MAP: 0.0234755, MRR: 0.0648640, NDCG: 0.0403217, F1: 0.0224967, HIT_RATE: 0.1462285, ARHR: 0.0675818, RMSE: 0.9999894, NOVELTY: 0.0052438, AVERAGE_POPULARITY: 0.6680526, DIVERSITY_MEAN_INTER_LIST: 0.8246865, DIVERSITY_HERFINDAHL: 0.9824636, COVERAGE_ITEM: 0.2647202, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0687925, SHANNON_ENTROPY: 7.3090005, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 102, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 9.429820029939009, 'lambda_j': 1.3479603857682345, 'learning_rate': 1.2822932346187834e-06} - results: ROC_AUC: 0.0976238, PRECISION: 0.0156175, PRECISION_RECALL_MIN_DEN: 0.0520582, RECALL: 0.0520582, MAP: 0.0255860, MRR: 0.0707363, NDCG: 0.0436377, F1: 0.0240269, HIT_RATE: 0.1561747, ARHR: 0.0736936, RMSE: 0.9998328, NOVELTY: 0.0054660, AVERAGE_POPULARITY: 0.5492429, DIVERSITY_MEAN_INTER_LIST: 0.9179491, DIVERSITY_HERFINDAHL: 0.9917892, COVERAGE_ITEM: 0.3106245, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0991042, SHANNON_ENTROPY: 8.5017614, 
SearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 5, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1e-07, 'lambda_j': 10.0, 'learning_rate': 1e-06} - results: ROC_AUC: 0.1026763, PRECISION: 0.0159820, PRECISION_RECALL_MIN_DEN: 0.0532732, RECALL: 0.0532732, MAP: 0.0271462, MRR: 0.0747339, NDCG: 0.0456471, F1: 0.0245876, HIT_RATE: 0.1598196, ARHR: 0.0780304, RMSE: 0.9999480, NOVELTY: 0.0060676, AVERAGE_POPULARITY: 0.3264979, DIVERSITY_MEAN_INTER_LIST: 0.9541534, DIVERSITY_HERFINDAHL: 0.9954094, COVERAGE_ITEM: 0.3105164, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1479990, SHANNON_ENTROPY: 9.4433683, 
SearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 1991, 'epochs': 199, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.7150849799142846e-07, 'lambda_j': 9.754630352916884, 'learning_rate': 0.0007373317260738891} - results: ROC_AUC: 0.0889330, PRECISION: 0.0145549, PRECISION_RECALL_MIN_DEN: 0.0485163, RECALL: 0.0485163, MAP: 0.0231449, MRR: 0.0642330, NDCG: 0.0399590, F1: 0.0223921, HIT_RATE: 0.1455489, ARHR: 0.0667879, RMSE: 0.9943733, NOVELTY: 0.0052283, AVERAGE_POPULARITY: 0.6770459, DIVERSITY_MEAN_INTER_LIST: 0.8142548, DIVERSITY_HERFINDAHL: 0.9814205, COVERAGE_ITEM: 0.2597999, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0666044, SHANNON_ENTROPY: 7.2090133, 
