CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 98, 'alpha': 0.6338441960891578, 'beta': 1.9801657464591942, 'normalize_similarity': False} - results: ROC_AUC: 0.0003020, PRECISION: 0.0000524, PRECISION_RECALL_MIN_DEN: 0.0005240, RECALL: 0.0005240, MAP: 0.0001849, MRR: 0.0001849, NDCG: 0.0002635, F1: 0.0000953, HIT_RATE: 0.0005240, ARHR: 0.0001849, RMSE: 0.9999469, NOVELTY: 0.0099128, AVERAGE_POPULARITY: 0.0014380, DIVERSITY_MEAN_INTER_LIST: 0.9952042, DIVERSITY_HERFINDAHL: 0.9995160, COVERAGE_ITEM: 0.2981779, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3447061, SHANNON_ENTROPY: 11.2641492, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 985, 'alpha': 0.796839701080118, 'beta': 1.9710120989736188, 'normalize_similarity': True} - results: ROC_AUC: 0.0004362, PRECISION: 0.0000853, PRECISION_RECALL_MIN_DEN: 0.0008526, RECALL: 0.0008526, MAP: 0.0002713, MRR: 0.0002713, NDCG: 0.0004040, F1: 0.0001550, HIT_RATE: 0.0008526, ARHR: 0.0002713, RMSE: 0.9995187, NOVELTY: 0.0098317, AVERAGE_POPULARITY: 0.0017261, DIVERSITY_MEAN_INTER_LIST: 0.9960775, DIVERSITY_HERFINDAHL: 0.9996033, COVERAGE_ITEM: 0.4178318, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3194643, SHANNON_ENTROPY: 11.6963176, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.2611745293049606, 'normalize_similarity': False} - results: ROC_AUC: 0.0471325, PRECISION: 0.0066291, PRECISION_RECALL_MIN_DEN: 0.0662907, RECALL: 0.0662907, MAP: 0.0340553, MRR: 0.0340553, NDCG: 0.0416337, F1: 0.0120529, HIT_RATE: 0.0662907, ARHR: 0.0340553, RMSE: 8.0024565, NOVELTY: 0.0053001, AVERAGE_POPULARITY: 0.6605742, DIVERSITY_MEAN_INTER_LIST: 0.8009207, DIVERSITY_HERFINDAHL: 0.9800885, COVERAGE_ITEM: 0.4116356, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0623051, SHANNON_ENTROPY: 7.2893874, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 271, 'alpha': 0.0006030423651159912, 'beta': 0.0009545693168864224, 'normalize_similarity': True} - results: ROC_AUC: 0.0594056, PRECISION: 0.0082979, PRECISION_RECALL_MIN_DEN: 0.0829788, RECALL: 0.0829788, MAP: 0.0418285, MRR: 0.0418285, NDCG: 0.0515546, F1: 0.0150871, HIT_RATE: 0.0829788, ARHR: 0.0418285, RMSE: 0.9963654, NOVELTY: 0.0061718, AVERAGE_POPULARITY: 0.2865938, DIVERSITY_MEAN_INTER_LIST: 0.9842038, DIVERSITY_HERFINDAHL: 0.9984160, COVERAGE_ITEM: 0.5840714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1646011, SHANNON_ENTROPY: 10.7296574, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 911, 'alpha': 0.013662107731698962, 'beta': 0.21024572400517677, 'normalize_similarity': True} - results: ROC_AUC: 0.0499016, PRECISION: 0.0070705, PRECISION_RECALL_MIN_DEN: 0.0707047, RECALL: 0.0707047, MAP: 0.0352826, MRR: 0.0352826, NDCG: 0.0436214, F1: 0.0128554, HIT_RATE: 0.0707047, ARHR: 0.0352826, RMSE: 0.9964016, NOVELTY: 0.0065533, AVERAGE_POPULARITY: 0.2882800, DIVERSITY_MEAN_INTER_LIST: 0.9800127, DIVERSITY_HERFINDAHL: 0.9979969, COVERAGE_ITEM: 0.7667694, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2741672, SHANNON_ENTROPY: 11.3602636, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 526, 'alpha': 1.0352227332465203, 'beta': 0.0005492358174334911, 'normalize_similarity': True} - results: ROC_AUC: 0.0482486, PRECISION: 0.0069444, PRECISION_RECALL_MIN_DEN: 0.0694436, RECALL: 0.0694436, MAP: 0.0337008, MRR: 0.0337008, NDCG: 0.0421046, F1: 0.0126261, HIT_RATE: 0.0694436, ARHR: 0.0337008, RMSE: 0.9948843, NOVELTY: 0.0062092, AVERAGE_POPULARITY: 0.2888383, DIVERSITY_MEAN_INTER_LIST: 0.9856847, DIVERSITY_HERFINDAHL: 0.9985641, COVERAGE_ITEM: 0.5336361, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2138690, SHANNON_ENTROPY: 10.9973401, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 15, 'alpha': 1.9205900404240992, 'beta': 1.9744587834361527, 'normalize_similarity': False} - results: ROC_AUC: 0.0008852, PRECISION: 0.0001608, PRECISION_RECALL_MIN_DEN: 0.0016075, RECALL: 0.0016075, MAP: 0.0005592, MRR: 0.0005592, NDCG: 0.0007995, F1: 0.0002923, HIT_RATE: 0.0016075, ARHR: 0.0005592, RMSE: 0.9999998, NOVELTY: 0.0094602, AVERAGE_POPULARITY: 0.0035231, DIVERSITY_MEAN_INTER_LIST: 0.9971818, DIVERSITY_HERFINDAHL: 0.9997138, COVERAGE_ITEM: 0.6104136, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3818825, SHANNON_ENTROPY: 12.4664173, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0509288, PRECISION: 0.0072374, PRECISION_RECALL_MIN_DEN: 0.0723744, RECALL: 0.0723744, MAP: 0.0358469, MRR: 0.0358469, NDCG: 0.0444480, F1: 0.0131590, HIT_RATE: 0.0723744, ARHR: 0.0358469, RMSE: 0.9965193, NOVELTY: 0.0057845, AVERAGE_POPULARITY: 0.3721983, DIVERSITY_MEAN_INTER_LIST: 0.9731092, DIVERSITY_HERFINDAHL: 0.9973066, COVERAGE_ITEM: 0.3442228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1398465, SHANNON_ENTROPY: 9.8588180, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 987, 'alpha': 0.7853686145428105, 'beta': 0.24171405362308335, 'normalize_similarity': True} - results: ROC_AUC: 0.0447277, PRECISION: 0.0065616, PRECISION_RECALL_MIN_DEN: 0.0656157, RECALL: 0.0656157, MAP: 0.0310415, MRR: 0.0310415, NDCG: 0.0391490, F1: 0.0119301, HIT_RATE: 0.0656157, ARHR: 0.0310415, RMSE: 0.9954364, NOVELTY: 0.0069547, AVERAGE_POPULARITY: 0.2078795, DIVERSITY_MEAN_INTER_LIST: 0.9905722, DIVERSITY_HERFINDAHL: 0.9990528, COVERAGE_ITEM: 0.7541498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3721736, SHANNON_ENTROPY: 12.1906710, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0509288, PRECISION: 0.0072374, PRECISION_RECALL_MIN_DEN: 0.0723744, RECALL: 0.0723744, MAP: 0.0358469, MRR: 0.0358469, NDCG: 0.0444480, F1: 0.0131590, HIT_RATE: 0.0723744, ARHR: 0.0358469, RMSE: 0.9965193, NOVELTY: 0.0057845, AVERAGE_POPULARITY: 0.3721983, DIVERSITY_MEAN_INTER_LIST: 0.9731092, DIVERSITY_HERFINDAHL: 0.9973066, COVERAGE_ITEM: 0.3442228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1398465, SHANNON_ENTROPY: 9.8588180, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 1000, 'alpha': 0.0, 'beta': 0.0, 'normalize_similarity': True} - results: ROC_AUC: 0.0509288, PRECISION: 0.0072374, PRECISION_RECALL_MIN_DEN: 0.0723744, RECALL: 0.0723744, MAP: 0.0358469, MRR: 0.0358469, NDCG: 0.0444480, F1: 0.0131590, HIT_RATE: 0.0723744, ARHR: 0.0358469, RMSE: 0.9965193, NOVELTY: 0.0057845, AVERAGE_POPULARITY: 0.3721983, DIVERSITY_MEAN_INTER_LIST: 0.9731092, DIVERSITY_HERFINDAHL: 0.9973066, COVERAGE_ITEM: 0.3442228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1398465, SHANNON_ENTROPY: 9.8588180, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 965, 'alpha': 0.6591209552029896, 'beta': 0.1724655888800626, 'normalize_similarity': False} - results: ROC_AUC: 0.0551485, PRECISION: 0.0078689, PRECISION_RECALL_MIN_DEN: 0.0786891, RECALL: 0.0786891, MAP: 0.0390838, MRR: 0.0390838, NDCG: 0.0483965, F1: 0.0143071, HIT_RATE: 0.0786891, ARHR: 0.0390838, RMSE: 0.9725942, NOVELTY: 0.0058333, AVERAGE_POPULARITY: 0.4686373, DIVERSITY_MEAN_INTER_LIST: 0.9376468, DIVERSITY_HERFINDAHL: 0.9937605, COVERAGE_ITEM: 0.6110624, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1465354, SHANNON_ENTROPY: 9.5465555, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 8, 'alpha': 1.9921407007661687, 'beta': 1.0167626526268736, 'normalize_similarity': True} - results: ROC_AUC: 0.0009671, PRECISION: 0.0001874, PRECISION_RECALL_MIN_DEN: 0.0018740, RECALL: 0.0018740, MAP: 0.0005977, MRR: 0.0005977, NDCG: 0.0008886, F1: 0.0003407, HIT_RATE: 0.0018740, ARHR: 0.0005977, RMSE: 0.9984533, NOVELTY: 0.0090778, AVERAGE_POPULARITY: 0.0073687, DIVERSITY_MEAN_INTER_LIST: 0.9930333, DIVERSITY_HERFINDAHL: 0.9992989, COVERAGE_ITEM: 0.5931873, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2513888, SHANNON_ENTROPY: 11.6685223, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1000, 'alpha': 0.28664733516660873, 'beta': 0.2364373449665308, 'normalize_similarity': False} - results: ROC_AUC: 0.0517065, PRECISION: 0.0072872, PRECISION_RECALL_MIN_DEN: 0.0728718, RECALL: 0.0728718, MAP: 0.0370143, MRR: 0.0370143, NDCG: 0.0454540, F1: 0.0132494, HIT_RATE: 0.0728718, ARHR: 0.0370143, RMSE: 0.9133197, NOVELTY: 0.0053387, AVERAGE_POPULARITY: 0.6428520, DIVERSITY_MEAN_INTER_LIST: 0.8356317, DIVERSITY_HERFINDAHL: 0.9835595, COVERAGE_ITEM: 0.4652717, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0672593, SHANNON_ENTROPY: 7.5890555, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 955, 'alpha': 0.8379708205064895, 'beta': 0.01178500853154674, 'normalize_similarity': False} - results: ROC_AUC: 0.0516167, PRECISION: 0.0074737, PRECISION_RECALL_MIN_DEN: 0.0747369, RECALL: 0.0747369, MAP: 0.0361709, MRR: 0.0361709, NDCG: 0.0452227, F1: 0.0135885, HIT_RATE: 0.0747369, ARHR: 0.0361709, RMSE: 0.9877869, NOVELTY: 0.0059321, AVERAGE_POPULARITY: 0.3703531, DIVERSITY_MEAN_INTER_LIST: 0.9720346, DIVERSITY_HERFINDAHL: 0.9971991, COVERAGE_ITEM: 0.4934955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1622185, SHANNON_ENTROPY: 10.2290631, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 968, 'alpha': 0.8939037348707888, 'beta': 0.004707043267807577, 'normalize_similarity': False} - results: ROC_AUC: 0.0482901, PRECISION: 0.0070163, PRECISION_RECALL_MIN_DEN: 0.0701630, RECALL: 0.0701630, MAP: 0.0337233, MRR: 0.0337233, NDCG: 0.0422738, F1: 0.0127569, HIT_RATE: 0.0701630, ARHR: 0.0337233, RMSE: 0.9919418, NOVELTY: 0.0060633, AVERAGE_POPULARITY: 0.3274941, DIVERSITY_MEAN_INTER_LIST: 0.9805374, DIVERSITY_HERFINDAHL: 0.9980494, COVERAGE_ITEM: 0.5113274, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1868805, SHANNON_ENTROPY: 10.6413680, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 873, 'alpha': 0.0005454612930446691, 'beta': 0.7426725360860561, 'normalize_similarity': False} - results: ROC_AUC: 0.0063650, PRECISION: 0.0009423, PRECISION_RECALL_MIN_DEN: 0.0094232, RECALL: 0.0094232, MAP: 0.0045524, MRR: 0.0045524, NDCG: 0.0056880, F1: 0.0017133, HIT_RATE: 0.0094232, ARHR: 0.0045524, RMSE: 0.8298205, NOVELTY: 0.0097560, AVERAGE_POPULARITY: 0.0064448, DIVERSITY_MEAN_INTER_LIST: 0.9107317, DIVERSITY_HERFINDAHL: 0.9910691, COVERAGE_ITEM: 0.3369776, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1883261, SHANNON_ENTROPY: 9.4247532, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 614, 'alpha': 0.32353221575287516, 'beta': 0.1116238378183066, 'normalize_similarity': False} - results: ROC_AUC: 0.0494802, PRECISION: 0.0070536, PRECISION_RECALL_MIN_DEN: 0.0705360, RECALL: 0.0705360, MAP: 0.0354321, MRR: 0.0354321, NDCG: 0.0436746, F1: 0.0128247, HIT_RATE: 0.0705360, ARHR: 0.0354321, RMSE: 1.0680356, NOVELTY: 0.0052218, AVERAGE_POPULARITY: 0.6689548, DIVERSITY_MEAN_INTER_LIST: 0.8246809, DIVERSITY_HERFINDAHL: 0.9824644, COVERAGE_ITEM: 0.3062341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0556641, SHANNON_ENTROPY: 7.2495059, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3804600285114006, 'beta': 0.22221562041681986, 'normalize_similarity': False} - results: ROC_AUC: 0.0527150, PRECISION: 0.0074479, PRECISION_RECALL_MIN_DEN: 0.0744793, RECALL: 0.0744793, MAP: 0.0377550, MRR: 0.0377550, NDCG: 0.0463947, F1: 0.0135417, HIT_RATE: 0.0744793, ARHR: 0.0377550, RMSE: 0.8240115, NOVELTY: 0.0053782, AVERAGE_POPULARITY: 0.6288318, DIVERSITY_MEAN_INTER_LIST: 0.8492969, DIVERSITY_HERFINDAHL: 0.9849259, COVERAGE_ITEM: 0.4904353, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0732694, SHANNON_ENTROPY: 7.7776651, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 42, 'alpha': 0.5490344908708783, 'beta': 0.2635252816091494, 'normalize_similarity': False} - results: ROC_AUC: 0.0590188, PRECISION: 0.0082366, PRECISION_RECALL_MIN_DEN: 0.0823660, RECALL: 0.0823660, MAP: 0.0415360, MRR: 0.0415360, NDCG: 0.0511861, F1: 0.0149756, HIT_RATE: 0.0823660, ARHR: 0.0415360, RMSE: 0.9840509, NOVELTY: 0.0069442, AVERAGE_POPULARITY: 0.2400578, DIVERSITY_MEAN_INTER_LIST: 0.9855340, DIVERSITY_HERFINDAHL: 0.9985490, COVERAGE_ITEM: 0.7521060, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3020546, SHANNON_ENTROPY: 11.6516261, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 6, 'alpha': 0.8746382375975661, 'beta': 0.15378341465532655, 'normalize_similarity': False} - results: ROC_AUC: 0.0239442, PRECISION: 0.0031298, PRECISION_RECALL_MIN_DEN: 0.0312980, RECALL: 0.0312980, MAP: 0.0179332, MRR: 0.0179332, NDCG: 0.0211098, F1: 0.0056905, HIT_RATE: 0.0312980, ARHR: 0.0179332, RMSE: 0.9990996, NOVELTY: 0.0078620, AVERAGE_POPULARITY: 0.0487487, DIVERSITY_MEAN_INTER_LIST: 0.9337673, DIVERSITY_HERFINDAHL: 0.9933726, COVERAGE_ITEM: 0.6777183, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3784754, SHANNON_ENTROPY: 11.3398413, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 61, 'alpha': 1.8731830583639961, 'beta': 0.02489614948295627, 'normalize_similarity': True} - results: ROC_AUC: 0.0281550, PRECISION: 0.0042506, PRECISION_RECALL_MIN_DEN: 0.0425063, RECALL: 0.0425063, MAP: 0.0191156, MRR: 0.0191156, NDCG: 0.0245866, F1: 0.0077284, HIT_RATE: 0.0425063, ARHR: 0.0191156, RMSE: 0.9909878, NOVELTY: 0.0066709, AVERAGE_POPULARITY: 0.1902431, DIVERSITY_MEAN_INTER_LIST: 0.9940914, DIVERSITY_HERFINDAHL: 0.9994047, COVERAGE_ITEM: 0.4723763, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3092574, SHANNON_ENTROPY: 11.7097831, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 496, 'alpha': 0.28578552942031743, 'beta': 0.2456677643878754, 'normalize_similarity': False} - results: ROC_AUC: 0.0529686, PRECISION: 0.0074923, PRECISION_RECALL_MIN_DEN: 0.0749234, RECALL: 0.0749234, MAP: 0.0379461, MRR: 0.0379461, NDCG: 0.0466438, F1: 0.0136224, HIT_RATE: 0.0749234, ARHR: 0.0379461, RMSE: 0.8999027, NOVELTY: 0.0054290, AVERAGE_POPULARITY: 0.6032469, DIVERSITY_MEAN_INTER_LIST: 0.8738080, DIVERSITY_HERFINDAHL: 0.9873769, COVERAGE_ITEM: 0.5104839, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0770900, SHANNON_ENTROPY: 8.0419086, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 521, 'alpha': 0.28827503896826756, 'beta': 0.23916080413525287, 'normalize_similarity': False} - results: ROC_AUC: 0.0527989, PRECISION: 0.0074719, PRECISION_RECALL_MIN_DEN: 0.0747191, RECALL: 0.0747191, MAP: 0.0377873, MRR: 0.0377873, NDCG: 0.0464746, F1: 0.0135853, HIT_RATE: 0.0747191, ARHR: 0.0377873, RMSE: 0.9035945, NOVELTY: 0.0054109, AVERAGE_POPULARITY: 0.6090131, DIVERSITY_MEAN_INTER_LIST: 0.8696545, DIVERSITY_HERFINDAHL: 0.9869616, COVERAGE_ITEM: 0.4980049, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0751000, SHANNON_ENTROPY: 7.9753347, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 732, 'alpha': 0.349115247228944, 'beta': 0.14160188784886926, 'normalize_similarity': False} - results: ROC_AUC: 0.0504660, PRECISION: 0.0071726, PRECISION_RECALL_MIN_DEN: 0.0717261, RECALL: 0.0717261, MAP: 0.0361474, MRR: 0.0361474, NDCG: 0.0445068, F1: 0.0130411, HIT_RATE: 0.0717261, ARHR: 0.0361474, RMSE: 0.9114947, NOVELTY: 0.0052500, AVERAGE_POPULARITY: 0.6620335, DIVERSITY_MEAN_INTER_LIST: 0.8280212, DIVERSITY_HERFINDAHL: 0.9827984, COVERAGE_ITEM: 0.3491755, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0580867, SHANNON_ENTROPY: 7.3441944, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 85, 'alpha': 0.29716612813884585, 'beta': 0.4264304407862828, 'normalize_similarity': False} - results: ROC_AUC: 0.0552758, PRECISION: 0.0077064, PRECISION_RECALL_MIN_DEN: 0.0770638, RECALL: 0.0770638, MAP: 0.0395809, MRR: 0.0395809, NDCG: 0.0484211, F1: 0.0140116, HIT_RATE: 0.0770638, ARHR: 0.0395809, RMSE: 0.9232455, NOVELTY: 0.0065878, AVERAGE_POPULARITY: 0.3662959, DIVERSITY_MEAN_INTER_LIST: 0.9671458, DIVERSITY_HERFINDAHL: 0.9967103, COVERAGE_ITEM: 0.6199838, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2038050, SHANNON_ENTROPY: 10.4418500, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 1000, 'alpha': 0.3649594697085746, 'beta': 0.2856645257046368, 'normalize_similarity': False} - results: ROC_AUC: 0.0541143, PRECISION: 0.0076353, PRECISION_RECALL_MIN_DEN: 0.0763533, RECALL: 0.0763533, MAP: 0.0388154, MRR: 0.0388154, NDCG: 0.0476471, F1: 0.0138824, HIT_RATE: 0.0763533, ARHR: 0.0388154, RMSE: 0.8284024, NOVELTY: 0.0055264, AVERAGE_POPULARITY: 0.5942295, DIVERSITY_MEAN_INTER_LIST: 0.8698158, DIVERSITY_HERFINDAHL: 0.9869777, COVERAGE_ITEM: 0.5865153, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0925440, SHANNON_ENTROPY: 8.2067367, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 955, 'alpha': 1.4361792642142472, 'beta': 0.002479176197395017, 'normalize_similarity': True} - results: ROC_AUC: 0.0359903, PRECISION: 0.0055420, PRECISION_RECALL_MIN_DEN: 0.0554199, RECALL: 0.0554199, MAP: 0.0244293, MRR: 0.0244293, NDCG: 0.0316495, F1: 0.0100763, HIT_RATE: 0.0554199, ARHR: 0.0244293, RMSE: 0.9933619, NOVELTY: 0.0062287, AVERAGE_POPULARITY: 0.3004537, DIVERSITY_MEAN_INTER_LIST: 0.9842271, DIVERSITY_HERFINDAHL: 0.9984183, COVERAGE_ITEM: 0.4989024, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2330949, SHANNON_ENTROPY: 11.0088186, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 351, 'alpha': 0.2876841475990915, 'beta': 0.30896887599558065, 'normalize_similarity': False} - results: ROC_AUC: 0.0547922, PRECISION: 0.0076682, PRECISION_RECALL_MIN_DEN: 0.0766819, RECALL: 0.0766819, MAP: 0.0392313, MRR: 0.0392313, NDCG: 0.0480590, F1: 0.0139422, HIT_RATE: 0.0766819, ARHR: 0.0392313, RMSE: 0.8555397, NOVELTY: 0.0056429, AVERAGE_POPULARITY: 0.5449804, DIVERSITY_MEAN_INTER_LIST: 0.9086787, DIVERSITY_HERFINDAHL: 0.9908638, COVERAGE_ITEM: 0.6059151, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1027749, SHANNON_ENTROPY: 8.7069444, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 4, 'alpha': 1.95594534714709, 'beta': 0.782078123072337, 'normalize_similarity': False} - results: ROC_AUC: 0.0027098, PRECISION: 0.0004725, PRECISION_RECALL_MIN_DEN: 0.0047249, RECALL: 0.0047249, MAP: 0.0016685, MRR: 0.0016685, NDCG: 0.0023744, F1: 0.0008591, HIT_RATE: 0.0047249, ARHR: 0.0016685, RMSE: 0.9999995, NOVELTY: 0.0084805, AVERAGE_POPULARITY: 0.0185665, DIVERSITY_MEAN_INTER_LIST: 0.9584265, DIVERSITY_HERFINDAHL: 0.9958384, COVERAGE_ITEM: 0.6959611, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3818552, SHANNON_ENTROPY: 11.7712946, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 14, 'alpha': 0.6274588428048019, 'beta': 0.31244958623033875, 'normalize_similarity': True} - results: ROC_AUC: 0.0586389, PRECISION: 0.0080616, PRECISION_RECALL_MIN_DEN: 0.0806164, RECALL: 0.0806164, MAP: 0.0415095, MRR: 0.0415095, NDCG: 0.0507742, F1: 0.0146575, HIT_RATE: 0.0806164, ARHR: 0.0415095, RMSE: 0.9754109, NOVELTY: 0.0071220, AVERAGE_POPULARITY: 0.1991010, DIVERSITY_MEAN_INTER_LIST: 0.9917432, DIVERSITY_HERFINDAHL: 0.9991699, COVERAGE_ITEM: 0.6711436, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2766475, SHANNON_ENTROPY: 11.7785049, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 990, 'alpha': 0.45665506231204966, 'beta': 0.3990394877481066, 'normalize_similarity': True} - results: ROC_AUC: 0.0396811, PRECISION: 0.0057578, PRECISION_RECALL_MIN_DEN: 0.0575780, RECALL: 0.0575780, MAP: 0.0277580, MRR: 0.0277580, NDCG: 0.0347586, F1: 0.0104687, HIT_RATE: 0.0575780, ARHR: 0.0277580, RMSE: 0.9961554, NOVELTY: 0.0077667, AVERAGE_POPULARITY: 0.1479748, DIVERSITY_MEAN_INTER_LIST: 0.9938641, DIVERSITY_HERFINDAHL: 0.9993820, COVERAGE_ITEM: 0.8030819, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4965531, SHANNON_ENTROPY: 12.7960455, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 982, 'alpha': 1.9992289262146818, 'beta': 0.7067298195302679, 'normalize_similarity': True} - results: ROC_AUC: 0.0033404, PRECISION: 0.0007087, PRECISION_RECALL_MIN_DEN: 0.0070873, RECALL: 0.0070873, MAP: 0.0019741, MRR: 0.0019741, NDCG: 0.0031341, F1: 0.0012886, HIT_RATE: 0.0070873, ARHR: 0.0019741, RMSE: 0.9962065, NOVELTY: 0.0085779, AVERAGE_POPULARITY: 0.0193504, DIVERSITY_MEAN_INTER_LIST: 0.9975692, DIVERSITY_HERFINDAHL: 0.9997525, COVERAGE_ITEM: 0.6808975, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3987665, SHANNON_ENTROPY: 12.6671927, 
CrossSearchBayesianSkopt: Search complete. Best config is 49: {'topK': 19, 'alpha': 0.3935059116182237, 'beta': 0.00029972190511995406, 'normalize_similarity': True}
