CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 570, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8843630186261162, 'feature_weighting': 'none'} - results: ROC_AUC: 0.038454±0.0019, PRECISION: 0.005960±0.0002, PRECISION_RECALL_MIN_DEN: 0.059599±0.0016, RECALL: 0.059599±0.0016, MAP: 0.025244±0.0011, MRR: 0.025244±0.0011, NDCG: 0.033270±0.0011, F1: 0.010836±0.0003, HIT_RATE: 0.059599±0.0016, ARHR: 0.025244±0.0011, RMSE: 0.967433±0.0001, NOVELTY: 0.005433±0.0000, AVERAGE_POPULARITY: 0.496096±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.943376±0.0002, DIVERSITY_HERFINDAHL: 0.994314±0.0000, COVERAGE_ITEM: 0.055366±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217335±0.0017, SHANNON_ENTROPY: 8.170850±0.0064, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 60, 'shrink': 1986, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.029925965922343208, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.044478±0.0016, PRECISION: 0.007005±0.0003, PRECISION_RECALL_MIN_DEN: 0.070048±0.0028, RECALL: 0.070048±0.0028, MAP: 0.029214±0.0014, MRR: 0.029214±0.0014, NDCG: 0.038727±0.0016, F1: 0.012736±0.0005, HIT_RATE: 0.070048±0.0028, ARHR: 0.029214±0.0014, RMSE: 0.836183±0.0026, NOVELTY: 0.005643±0.0000, AVERAGE_POPULARITY: 0.447063±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.954535±0.0003, DIVERSITY_HERFINDAHL: 0.995429±0.0000, COVERAGE_ITEM: 0.108127±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191677±0.0006, SHANNON_ENTROPY: 8.788887±0.0074, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 400, 'shrink': 1428, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004267554312266776, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039519±0.0017, PRECISION: 0.006092±0.0001, PRECISION_RECALL_MIN_DEN: 0.060918±0.0012, RECALL: 0.060918±0.0012, MAP: 0.026674±0.0019, MRR: 0.026674±0.0019, NDCG: 0.034656±0.0016, F1: 0.011076±0.0002, HIT_RATE: 0.060918±0.0012, ARHR: 0.026674±0.0019, RMSE: 0.784126±0.0015, NOVELTY: 0.005458±0.0000, AVERAGE_POPULARITY: 0.544732±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.911199±0.0010, DIVERSITY_HERFINDAHL: 0.991097±0.0001, COVERAGE_ITEM: 0.107489±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.149205±0.0008, SHANNON_ENTROPY: 8.135580±0.0101, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 752, 'shrink': 1998, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.00013676677475626955, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035264±0.0018, PRECISION: 0.005585±0.0002, PRECISION_RECALL_MIN_DEN: 0.055846±0.0022, RECALL: 0.055846±0.0022, MAP: 0.023878±0.0016, MRR: 0.023878±0.0016, NDCG: 0.031296±0.0017, F1: 0.010154±0.0004, HIT_RATE: 0.055846±0.0022, ARHR: 0.023878±0.0016, RMSE: 0.732146±0.0024, NOVELTY: 0.005208±0.0000, AVERAGE_POPULARITY: 0.655032±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.848434±0.0010, DIVERSITY_HERFINDAHL: 0.984822±0.0001, COVERAGE_ITEM: 0.057021±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127215±0.0008, SHANNON_ENTROPY: 7.116086±0.0068, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 16, 'shrink': 907, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9469784749876962, 'feature_weighting': 'none'} - results: ROC_AUC: 0.036577±0.0019, PRECISION: 0.005574±0.0001, PRECISION_RECALL_MIN_DEN: 0.055744±0.0011, RECALL: 0.055744±0.0011, MAP: 0.024220±0.0020, MRR: 0.024220±0.0020, NDCG: 0.031595±0.0017, F1: 0.010135±0.0002, HIT_RATE: 0.055744±0.0011, ARHR: 0.024220±0.0020, RMSE: 0.978547±0.0001, NOVELTY: 0.005487±0.0000, AVERAGE_POPULARITY: 0.459453±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.950674±0.0004, DIVERSITY_HERFINDAHL: 0.995043±0.0000, COVERAGE_ITEM: 0.056048±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234176±0.0018, SHANNON_ENTROPY: 8.317292±0.0080, 
CrossSearchBayesianSkopt: New best config found. Config 58: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9886579651751557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045983±0.0018, PRECISION: 0.006954±0.0002, PRECISION_RECALL_MIN_DEN: 0.069541±0.0016, RECALL: 0.069541±0.0016, MAP: 0.030098±0.0008, MRR: 0.030098±0.0008, NDCG: 0.039352±0.0009, F1: 0.012644±0.0003, HIT_RATE: 0.069541±0.0016, ARHR: 0.030098±0.0008, RMSE: 0.936878±0.0018, NOVELTY: 0.006591±0.0000, AVERAGE_POPULARITY: 0.200190±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.981905±0.0002, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257843±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251188±0.0009, SHANNON_ENTROPY: 10.306378±0.0072, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9906778486716562, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045983±0.0018, PRECISION: 0.006949±0.0002, PRECISION_RECALL_MIN_DEN: 0.069490±0.0016, RECALL: 0.069490±0.0016, MAP: 0.030092±0.0008, MRR: 0.030092±0.0008, NDCG: 0.039337±0.0009, F1: 0.012635±0.0003, HIT_RATE: 0.069490±0.0016, ARHR: 0.030092±0.0008, RMSE: 0.936850±0.0018, NOVELTY: 0.006592±0.0000, AVERAGE_POPULARITY: 0.200121±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.981907±0.0002, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257886±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251197±0.0009, SHANNON_ENTROPY: 10.306639±0.0075, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9926453255612313, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045983±0.0018, PRECISION: 0.006944±0.0002, PRECISION_RECALL_MIN_DEN: 0.069440±0.0016, RECALL: 0.069440±0.0016, MAP: 0.030087±0.0008, MRR: 0.030087±0.0008, NDCG: 0.039323±0.0009, F1: 0.012625±0.0003, HIT_RATE: 0.069440±0.0016, ARHR: 0.030087±0.0008, RMSE: 0.936813±0.0018, NOVELTY: 0.006592±0.0000, AVERAGE_POPULARITY: 0.200058±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.981909±0.0002, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.258081±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251187±0.0010, SHANNON_ENTROPY: 10.307265±0.0073, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 127, 'shrink': 690, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004996773421674262, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.042416±0.0025, PRECISION: 0.006513±0.0003, PRECISION_RECALL_MIN_DEN: 0.065128±0.0028, RECALL: 0.065128±0.0028, MAP: 0.028428±0.0015, MRR: 0.028428±0.0015, NDCG: 0.036989±0.0018, F1: 0.011841±0.0005, HIT_RATE: 0.065128±0.0028, ARHR: 0.028428±0.0015, RMSE: 0.874407±0.0016, NOVELTY: 0.006514±0.0000, AVERAGE_POPULARITY: 0.246463±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.982450±0.0003, DIVERSITY_HERFINDAHL: 0.998220±0.0000, COVERAGE_ITEM: 0.353577±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.296984±0.0011, SHANNON_ENTROPY: 10.797309±0.0134, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 54, 'shrink': 7, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06134309067197698, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.019010±0.0016, PRECISION: 0.002587±0.0002, PRECISION_RECALL_MIN_DEN: 0.025869±0.0017, RECALL: 0.025869±0.0017, MAP: 0.013560±0.0015, MRR: 0.013560±0.0015, NDCG: 0.016476±0.0015, F1: 0.004703±0.0003, HIT_RATE: 0.025869±0.0017, ARHR: 0.013560±0.0015, RMSE: 1.002325±0.0093, NOVELTY: 0.008326±0.0000, AVERAGE_POPULARITY: 0.042193±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.998203±0.0000, DIVERSITY_HERFINDAHL: 0.999795±0.0000, COVERAGE_ITEM: 0.651625±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.585713±0.0009, SHANNON_ENTROPY: 13.054588±0.0046, 
CrossSearchBayesianSkopt: New best config found. Config 63: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0154420576333645, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045938±0.0018, PRECISION: 0.006959±0.0001, PRECISION_RECALL_MIN_DEN: 0.069592±0.0015, RECALL: 0.069592±0.0015, MAP: 0.030119±0.0009, MRR: 0.030119±0.0009, NDCG: 0.039377±0.0009, F1: 0.012653±0.0003, HIT_RATE: 0.069592±0.0015, ARHR: 0.030119±0.0009, RMSE: 0.936526±0.0018, NOVELTY: 0.006594±0.0000, AVERAGE_POPULARITY: 0.199474±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.981905±0.0002, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257908±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251245±0.0009, SHANNON_ENTROPY: 10.306842±0.0075, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 147, 'shrink': 1631, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9902964048708656, 'feature_weighting': 'none'} - results: ROC_AUC: 0.032660±0.0013, PRECISION: 0.004976±0.0002, PRECISION_RECALL_MIN_DEN: 0.049759±0.0020, RECALL: 0.049759±0.0020, MAP: 0.022272±0.0013, MRR: 0.022272±0.0013, NDCG: 0.028683±0.0015, F1: 0.009047±0.0004, HIT_RATE: 0.049759±0.0020, ARHR: 0.022272±0.0013, RMSE: 0.965861±0.0003, NOVELTY: 0.005186±0.0000, AVERAGE_POPULARITY: 0.627399±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.854290±0.0011, DIVERSITY_HERFINDAHL: 0.985407±0.0001, COVERAGE_ITEM: 0.034636±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152554±0.0016, SHANNON_ENTROPY: 6.923219±0.0055, 
CrossSearchBayesianSkopt: New best config found. Config 65: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0220563030172996, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045915±0.0018, PRECISION: 0.006974±0.0002, PRECISION_RECALL_MIN_DEN: 0.069744±0.0016, RECALL: 0.069744±0.0016, MAP: 0.030153±0.0008, MRR: 0.030153±0.0008, NDCG: 0.039433±0.0010, F1: 0.012681±0.0003, HIT_RATE: 0.069744±0.0016, ARHR: 0.030153±0.0008, RMSE: 0.936429±0.0018, NOVELTY: 0.006594±0.0000, AVERAGE_POPULARITY: 0.199289±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.981906±0.0001, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257864±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251163±0.0009, SHANNON_ENTROPY: 10.306349±0.0071, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 12, 'shrink': 15, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9857640003543504, 'feature_weighting': 'none'} - results: ROC_AUC: 0.034762±0.0013, PRECISION: 0.005458±0.0002, PRECISION_RECALL_MIN_DEN: 0.054578±0.0018, RECALL: 0.054578±0.0018, MAP: 0.023064±0.0012, MRR: 0.023064±0.0012, NDCG: 0.030404±0.0010, F1: 0.009923±0.0003, HIT_RATE: 0.054578±0.0018, ARHR: 0.023064±0.0012, RMSE: 1.582020±0.0141, NOVELTY: 0.005290±0.0000, AVERAGE_POPULARITY: 0.575958±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.917605±0.0005, DIVERSITY_HERFINDAHL: 0.991737±0.0001, COVERAGE_ITEM: 0.046932±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.180740±0.0020, SHANNON_ENTROPY: 7.643446±0.0080, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 5, 'shrink': 941, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.043627±0.0023, PRECISION: 0.006493±0.0001, PRECISION_RECALL_MIN_DEN: 0.064925±0.0015, RECALL: 0.064925±0.0015, MAP: 0.029008±0.0012, MRR: 0.029008±0.0012, NDCG: 0.037445±0.0012, F1: 0.011805±0.0003, HIT_RATE: 0.064925±0.0015, ARHR: 0.029008±0.0012, RMSE: 0.943853±0.0017, NOVELTY: 0.006873±0.0000, AVERAGE_POPULARITY: 0.176103±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987188±0.0001, DIVERSITY_HERFINDAHL: 0.998694±0.0000, COVERAGE_ITEM: 0.372425±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.326429±0.0010, SHANNON_ENTROPY: 11.098116±0.0055, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 388, 'shrink': 1, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9587012238732207, 'feature_weighting': 'none'} - results: ROC_AUC: 0.000118±0.0001, PRECISION: 0.000030±0.0000, PRECISION_RECALL_MIN_DEN: 0.000304±0.0002, RECALL: 0.000304±0.0002, MAP: 0.000051±0.0000, MRR: 0.000051±0.0000, NDCG: 0.000108±0.0001, F1: 0.000055±0.0000, HIT_RATE: 0.000304±0.0002, ARHR: 0.000051±0.0000, RMSE: 1.810332±0.0210, NOVELTY: 0.008443±0.0000, AVERAGE_POPULARITY: 0.010166±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.890880±0.0035, DIVERSITY_HERFINDAHL: 0.989065±0.0004, COVERAGE_ITEM: 0.097540±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156945±0.0017, SHANNON_ENTROPY: 8.066674±0.0427, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 86, 'shrink': 1977, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03627355927490417, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.038183±0.0011, PRECISION: 0.005924±0.0001, PRECISION_RECALL_MIN_DEN: 0.059244±0.0011, RECALL: 0.059244±0.0011, MAP: 0.025630±0.0010, MRR: 0.025630±0.0010, NDCG: 0.033465±0.0010, F1: 0.010772±0.0002, HIT_RATE: 0.059244±0.0011, ARHR: 0.025630±0.0010, RMSE: 1.599838±0.0164, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.587543±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.900818±0.0003, DIVERSITY_HERFINDAHL: 0.990059±0.0000, COVERAGE_ITEM: 0.054112±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.164228±0.0019, SHANNON_ENTROPY: 7.592427±0.0041, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 5, 'shrink': 1048, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.608084985296848, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.043824±0.0014, PRECISION: 0.006594±0.0001, PRECISION_RECALL_MIN_DEN: 0.065940±0.0012, RECALL: 0.065940±0.0012, MAP: 0.028756±0.0006, MRR: 0.028756±0.0006, NDCG: 0.037493±0.0006, F1: 0.011989±0.0002, HIT_RATE: 0.065940±0.0012, ARHR: 0.028756±0.0006, RMSE: 0.933287±0.0020, NOVELTY: 0.007004±0.0000, AVERAGE_POPULARITY: 0.166375±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.986416±0.0001, DIVERSITY_HERFINDAHL: 0.998617±0.0000, COVERAGE_ITEM: 0.322541±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.310030±0.0008, SHANNON_ENTROPY: 10.887070±0.0063, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 244, 'shrink': 9, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9348382451260748, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036295±0.0010, PRECISION: 0.005666±0.0001, PRECISION_RECALL_MIN_DEN: 0.056657±0.0011, RECALL: 0.056657±0.0011, MAP: 0.024292±0.0008, MRR: 0.024292±0.0008, NDCG: 0.031833±0.0008, F1: 0.010301±0.0002, HIT_RATE: 0.056657±0.0011, ARHR: 0.024292±0.0008, RMSE: 150.716678±1.2562, NOVELTY: 0.005196±0.0000, AVERAGE_POPULARITY: 0.648911±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.858215±0.0004, DIVERSITY_HERFINDAHL: 0.985800±0.0000, COVERAGE_ITEM: 0.046499±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136484±0.0006, SHANNON_ENTROPY: 7.070746±0.0043, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 98, 'shrink': 1957, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.990547456869518, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039784±0.0005, PRECISION: 0.006178±0.0001, PRECISION_RECALL_MIN_DEN: 0.061780±0.0010, RECALL: 0.061780±0.0010, MAP: 0.026485±0.0013, MRR: 0.026485±0.0013, NDCG: 0.034721±0.0010, F1: 0.011233±0.0002, HIT_RATE: 0.061780±0.0010, ARHR: 0.026485±0.0013, RMSE: 0.783299±0.0031, NOVELTY: 0.005356±0.0000, AVERAGE_POPULARITY: 0.560059±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.913947±0.0005, DIVERSITY_HERFINDAHL: 0.991372±0.0001, COVERAGE_ITEM: 0.061065±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167568±0.0003, SHANNON_ENTROPY: 7.802716±0.0084, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0289893147208649, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045921±0.0018, PRECISION: 0.006979±0.0002, PRECISION_RECALL_MIN_DEN: 0.069795±0.0016, RECALL: 0.069795±0.0016, MAP: 0.030102±0.0009, MRR: 0.030102±0.0009, NDCG: 0.039407±0.0010, F1: 0.012690±0.0003, HIT_RATE: 0.069795±0.0016, ARHR: 0.030102±0.0009, RMSE: 0.936335±0.0018, NOVELTY: 0.006595±0.0000, AVERAGE_POPULARITY: 0.199131±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.981907±0.0001, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257886±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251228±0.0010, SHANNON_ENTROPY: 10.306602±0.0069, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 186, 'shrink': 1996, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07734759650046376, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037518±0.0011, PRECISION: 0.005828±0.0001, PRECISION_RECALL_MIN_DEN: 0.058280±0.0010, RECALL: 0.058280±0.0010, MAP: 0.025247±0.0010, MRR: 0.025247±0.0010, NDCG: 0.032949±0.0009, F1: 0.010596±0.0002, HIT_RATE: 0.058280±0.0010, ARHR: 0.025247±0.0010, RMSE: 0.758221±0.0032, NOVELTY: 0.005241±0.0000, AVERAGE_POPULARITY: 0.623140±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.877729±0.0006, DIVERSITY_HERFINDAHL: 0.987751±0.0001, COVERAGE_ITEM: 0.050943±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144994±0.0004, SHANNON_ENTROPY: 7.296753±0.0032, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0546474138440753, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045876±0.0019, PRECISION: 0.006995±0.0002, PRECISION_RECALL_MIN_DEN: 0.069947±0.0017, RECALL: 0.069947±0.0017, MAP: 0.030095±0.0009, MRR: 0.030095±0.0009, NDCG: 0.039434±0.0010, F1: 0.012718±0.0003, HIT_RATE: 0.069947±0.0017, ARHR: 0.030095±0.0009, RMSE: 0.936012±0.0018, NOVELTY: 0.006597±0.0000, AVERAGE_POPULARITY: 0.198399±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.981912±0.0001, DIVERSITY_HERFINDAHL: 0.998166±0.0000, COVERAGE_ITEM: 0.257670±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251226±0.0010, SHANNON_ENTROPY: 10.305986±0.0075, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 29, 'shrink': 1155, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.904897323281142, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.043165±0.0012, PRECISION: 0.006817±0.0003, PRECISION_RECALL_MIN_DEN: 0.068171±0.0034, RECALL: 0.068171±0.0034, MAP: 0.028468±0.0007, MRR: 0.028468±0.0007, NDCG: 0.037717±0.0011, F1: 0.012395±0.0006, HIT_RATE: 0.068171±0.0034, ARHR: 0.028468±0.0007, RMSE: 0.904125±0.0041, NOVELTY: 0.005576±0.0000, AVERAGE_POPULARITY: 0.451937±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.952279±0.0004, DIVERSITY_HERFINDAHL: 0.995204±0.0000, COVERAGE_ITEM: 0.079384±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.203929±0.0018, SHANNON_ENTROPY: 8.543606±0.0061, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 17, 'shrink': 813, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007529555339770734, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044394±0.0009, PRECISION: 0.007111±0.0002, PRECISION_RECALL_MIN_DEN: 0.071113±0.0022, RECALL: 0.071113±0.0022, MAP: 0.029121±0.0004, MRR: 0.029121±0.0004, NDCG: 0.038884±0.0007, F1: 0.012930±0.0004, HIT_RATE: 0.071113±0.0022, ARHR: 0.029121±0.0004, RMSE: 1.017838±0.0050, NOVELTY: 0.005664±0.0000, AVERAGE_POPULARITY: 0.412527±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.960507±0.0003, DIVERSITY_HERFINDAHL: 0.996026±0.0000, COVERAGE_ITEM: 0.085234±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.218212±0.0013, SHANNON_ENTROPY: 8.768911±0.0053, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 5, 'shrink': 1281, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7794930646602272, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044411±0.0019, PRECISION: 0.006711±0.0002, PRECISION_RECALL_MIN_DEN: 0.067106±0.0018, RECALL: 0.067106±0.0018, MAP: 0.029124±0.0008, MRR: 0.029124±0.0008, NDCG: 0.038045±0.0009, F1: 0.012201±0.0003, HIT_RATE: 0.067106±0.0018, ARHR: 0.029124±0.0008, RMSE: 0.931963±0.0020, NOVELTY: 0.006882±0.0000, AVERAGE_POPULARITY: 0.174933±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.984962±0.0001, DIVERSITY_HERFINDAHL: 0.998471±0.0000, COVERAGE_ITEM: 0.298567±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288693±0.0010, SHANNON_ENTROPY: 10.684674±0.0075, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 5, 'shrink': 1276, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7742116523600778, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.044366±0.0019, PRECISION: 0.006700±0.0002, PRECISION_RECALL_MIN_DEN: 0.067005±0.0019, RECALL: 0.067005±0.0019, MAP: 0.029097±0.0007, MRR: 0.029097±0.0007, NDCG: 0.038002±0.0009, F1: 0.012183±0.0003, HIT_RATE: 0.067005±0.0019, ARHR: 0.029097±0.0007, RMSE: 0.932017±0.0019, NOVELTY: 0.006884±0.0000, AVERAGE_POPULARITY: 0.174824±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.984983±0.0001, DIVERSITY_HERFINDAHL: 0.998473±0.0000, COVERAGE_ITEM: 0.299065±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.289040±0.0010, SHANNON_ENTROPY: 10.688373±0.0084, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1161735563640587, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045713±0.0017, PRECISION: 0.006939±0.0002, PRECISION_RECALL_MIN_DEN: 0.069389±0.0019, RECALL: 0.069389±0.0019, MAP: 0.029859±0.0008, MRR: 0.029859±0.0008, NDCG: 0.039134±0.0010, F1: 0.012616±0.0003, HIT_RATE: 0.069389±0.0019, ARHR: 0.029859±0.0008, RMSE: 0.935483±0.0018, NOVELTY: 0.006601±0.0000, AVERAGE_POPULARITY: 0.196861±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981874±0.0002, DIVERSITY_HERFINDAHL: 0.998162±0.0000, COVERAGE_ITEM: 0.257280±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251266±0.0009, SHANNON_ENTROPY: 10.303870±0.0093, 
