CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 570, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.8843630186261162, 'tversky_beta': 0.31487249295509706} - results: ROC_AUC: 0.039028±0.0016, PRECISION: 0.006061±0.0002, PRECISION_RECALL_MIN_DEN: 0.060614±0.0023, RECALL: 0.060614±0.0023, MAP: 0.025664±0.0010, MRR: 0.025664±0.0010, NDCG: 0.033829±0.0010, F1: 0.011021±0.0004, HIT_RATE: 0.060614±0.0023, ARHR: 0.025664±0.0010, RMSE: 0.971204±0.0001, NOVELTY: 0.005421±0.0000, AVERAGE_POPULARITY: 0.503474±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.941704±0.0003, DIVERSITY_HERFINDAHL: 0.994146±0.0000, COVERAGE_ITEM: 0.053712±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217987±0.0007, SHANNON_ENTROPY: 8.130869±0.0044, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 19, 'shrink': 1948, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.714162551936258, 'tversky_beta': 0.030168386309121116} - results: ROC_AUC: 0.037405±0.0013, PRECISION: 0.005742±0.0002, PRECISION_RECALL_MIN_DEN: 0.057418±0.0023, RECALL: 0.057418±0.0023, MAP: 0.024622±0.0013, MRR: 0.024622±0.0013, NDCG: 0.032297±0.0013, F1: 0.010440±0.0004, HIT_RATE: 0.057418±0.0023, ARHR: 0.024622±0.0013, RMSE: 0.989327±0.0001, NOVELTY: 0.005368±0.0000, AVERAGE_POPULARITY: 0.530609±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.933324±0.0002, DIVERSITY_HERFINDAHL: 0.993309±0.0000, COVERAGE_ITEM: 0.050424±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204091±0.0004, SHANNON_ENTROPY: 7.939175±0.0040, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 28, 'shrink': 15, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9815061028335168, 'tversky_beta': 0.25333538538792283} - results: ROC_AUC: 0.042928±0.0022, PRECISION: 0.006543±0.0003, PRECISION_RECALL_MIN_DEN: 0.065432±0.0026, RECALL: 0.065432±0.0026, MAP: 0.028362±0.0017, MRR: 0.028362±0.0017, NDCG: 0.037044±0.0019, F1: 0.011897±0.0005, HIT_RATE: 0.065432±0.0026, ARHR: 0.028362±0.0017, RMSE: 0.942429±0.0010, NOVELTY: 0.006339±0.0000, AVERAGE_POPULARITY: 0.219185±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980762±0.0001, DIVERSITY_HERFINDAHL: 0.998051±0.0000, COVERAGE_ITEM: 0.212793±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.239613±0.0007, SHANNON_ENTROPY: 10.066842±0.0074, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 18, 'shrink': 29, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.007365980647367378, 'tversky_beta': 0.5147767432821112} - results: ROC_AUC: 0.045425±0.0019, PRECISION: 0.007380±0.0002, PRECISION_RECALL_MIN_DEN: 0.073802±0.0023, RECALL: 0.073802±0.0023, MAP: 0.029677±0.0015, MRR: 0.029677±0.0015, NDCG: 0.039919±0.0016, F1: 0.013418±0.0004, HIT_RATE: 0.073802±0.0023, ARHR: 0.029677±0.0015, RMSE: 0.932734±0.0012, NOVELTY: 0.005670±0.0000, AVERAGE_POPULARITY: 0.402722±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.963262±0.0002, DIVERSITY_HERFINDAHL: 0.996302±0.0000, COVERAGE_ITEM: 0.077210±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249882±0.0010, SHANNON_ENTROPY: 8.841619±0.0052, 
CrossSearchBayesianSkopt: New best config found. Config 57: {'topK': 5, 'shrink': 18, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.15808721094326209, 'tversky_beta': 1.7842717729396074} - results: ROC_AUC: 0.051315±0.0015, PRECISION: 0.008319±0.0002, PRECISION_RECALL_MIN_DEN: 0.083185±0.0020, RECALL: 0.083185±0.0020, MAP: 0.033608±0.0015, MRR: 0.033608±0.0015, NDCG: 0.045119±0.0015, F1: 0.015125±0.0004, HIT_RATE: 0.083185±0.0020, ARHR: 0.033608±0.0015, RMSE: 0.977467±0.0010, NOVELTY: 0.006085±0.0000, AVERAGE_POPULARITY: 0.284466±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.976748±0.0002, DIVERSITY_HERFINDAHL: 0.997650±0.0000, COVERAGE_ITEM: 0.152182±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245910±0.0015, SHANNON_ENTROPY: 9.708529±0.0080, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.038831±0.0020, PRECISION: 0.006122±0.0003, PRECISION_RECALL_MIN_DEN: 0.061222±0.0031, RECALL: 0.061222±0.0031, MAP: 0.025684±0.0017, MRR: 0.025684±0.0017, NDCG: 0.033959±0.0019, F1: 0.011131±0.0006, HIT_RATE: 0.061222±0.0031, ARHR: 0.025684±0.0017, RMSE: 0.984796±0.0008, NOVELTY: 0.007454±0.0000, AVERAGE_POPULARITY: 0.159210±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.988892±0.0001, DIVERSITY_HERFINDAHL: 0.998864±0.0000, COVERAGE_ITEM: 0.415345±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.380318±0.0010, SHANNON_ENTROPY: 11.457727±0.0072, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.038831±0.0020, PRECISION: 0.006122±0.0003, PRECISION_RECALL_MIN_DEN: 0.061222±0.0031, RECALL: 0.061222±0.0031, MAP: 0.025684±0.0017, MRR: 0.025684±0.0017, NDCG: 0.033959±0.0019, F1: 0.011131±0.0006, HIT_RATE: 0.061222±0.0031, ARHR: 0.025684±0.0017, RMSE: 0.984796±0.0008, NOVELTY: 0.007454±0.0000, AVERAGE_POPULARITY: 0.159210±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.988892±0.0001, DIVERSITY_HERFINDAHL: 0.998864±0.0000, COVERAGE_ITEM: 0.415345±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.380318±0.0010, SHANNON_ENTROPY: 11.457727±0.0072, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.000203±0.0001, PRECISION: 0.000056±0.0000, PRECISION_RECALL_MIN_DEN: 0.000558±0.0002, RECALL: 0.000558±0.0002, MAP: 0.000129±0.0001, MRR: 0.000129±0.0001, NDCG: 0.000224±0.0001, F1: 0.000101±0.0000, HIT_RATE: 0.000558±0.0002, ARHR: 0.000129±0.0001, RMSE: 0.950481±0.0007, NOVELTY: 0.009632±0.0000, AVERAGE_POPULARITY: 0.002159±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.986055±0.0004, DIVERSITY_HERFINDAHL: 0.998581±0.0000, COVERAGE_ITEM: 0.148289±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.361152±0.0047, SHANNON_ENTROPY: 10.293984±0.0291, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 18, 'shrink': 37, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.544948138042712, 'tversky_beta': 0.6646862033970272} - results: ROC_AUC: 0.047059±0.0019, PRECISION: 0.007264±0.0003, PRECISION_RECALL_MIN_DEN: 0.072635±0.0026, RECALL: 0.072635±0.0026, MAP: 0.031048±0.0011, MRR: 0.031048±0.0011, NDCG: 0.040766±0.0013, F1: 0.013206±0.0005, HIT_RATE: 0.072635±0.0026, ARHR: 0.031048±0.0011, RMSE: 0.950256±0.0006, NOVELTY: 0.005757±0.0000, AVERAGE_POPULARITY: 0.375108±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.968018±0.0002, DIVERSITY_HERFINDAHL: 0.996777±0.0000, COVERAGE_ITEM: 0.089376±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249484±0.0004, SHANNON_ENTROPY: 9.048746±0.0068, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 253, 'shrink': 1997, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.4540353917910336, 'tversky_beta': 1.994401471244105} - results: ROC_AUC: 0.029171±0.0010, PRECISION: 0.004489±0.0002, PRECISION_RECALL_MIN_DEN: 0.044890±0.0017, RECALL: 0.044890±0.0017, MAP: 0.020118±0.0008, MRR: 0.020118±0.0008, NDCG: 0.025882±0.0008, F1: 0.008162±0.0003, HIT_RATE: 0.044890±0.0017, ARHR: 0.020118±0.0008, RMSE: 0.976756±0.0003, NOVELTY: 0.005028±0.0000, AVERAGE_POPULARITY: 0.745859±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.743690±0.0008, DIVERSITY_HERFINDAHL: 0.974350±0.0001, COVERAGE_ITEM: 0.023682±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120334±0.0010, SHANNON_ENTROPY: 6.014623±0.0062, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 12, 'shrink': 21, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.0429551734243543, 'tversky_beta': 0.7334912780662118} - results: ROC_AUC: 0.048311±0.0021, PRECISION: 0.007532±0.0004, PRECISION_RECALL_MIN_DEN: 0.075323±0.0038, RECALL: 0.075323±0.0038, MAP: 0.031636±0.0012, MRR: 0.031636±0.0012, NDCG: 0.041838±0.0018, F1: 0.013695±0.0007, HIT_RATE: 0.075323±0.0038, ARHR: 0.031636±0.0012, RMSE: 0.963517±0.0007, NOVELTY: 0.006023±0.0000, AVERAGE_POPULARITY: 0.295592±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.976158±0.0001, DIVERSITY_HERFINDAHL: 0.997591±0.0000, COVERAGE_ITEM: 0.127797±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250337±0.0008, SHANNON_ENTROPY: 9.540917±0.0077, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.001223±0.0010, PRECISION: 0.000147±0.0001, PRECISION_RECALL_MIN_DEN: 0.001471±0.0010, RECALL: 0.001471±0.0010, MAP: 0.000936±0.0009, MRR: 0.000936±0.0009, NDCG: 0.001067±0.0009, F1: 0.000267±0.0002, HIT_RATE: 0.001471±0.0010, ARHR: 0.000936±0.0009, RMSE: 0.999531±0.0003, NOVELTY: 0.009399±0.0000, AVERAGE_POPULARITY: 0.004029±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.998031±0.0000, DIVERSITY_HERFINDAHL: 0.999778±0.0000, COVERAGE_ITEM: 0.486218±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.533371±0.0018, SHANNON_ENTROPY: 12.592996±0.0062, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 8, 'shrink': 1978, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.13623079775954475, 'tversky_beta': 0.4912112912663419} - results: ROC_AUC: 0.037101±0.0011, PRECISION: 0.005965±0.0001, PRECISION_RECALL_MIN_DEN: 0.059650±0.0011, RECALL: 0.059650±0.0011, MAP: 0.024557±0.0011, MRR: 0.024557±0.0011, NDCG: 0.032702±0.0009, F1: 0.010845±0.0002, HIT_RATE: 0.059650±0.0011, ARHR: 0.024557±0.0011, RMSE: 0.992295±0.0001, NOVELTY: 0.005362±0.0000, AVERAGE_POPULARITY: 0.533980±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.934611±0.0003, DIVERSITY_HERFINDAHL: 0.993437±0.0000, COVERAGE_ITEM: 0.049797±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204365±0.0018, SHANNON_ENTROPY: 7.934074±0.0059, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.026725±0.0008, PRECISION: 0.004098±0.0002, PRECISION_RECALL_MIN_DEN: 0.040984±0.0018, RECALL: 0.040984±0.0018, MAP: 0.018784±0.0009, MRR: 0.018784±0.0009, NDCG: 0.023943±0.0007, F1: 0.007452±0.0003, HIT_RATE: 0.040984±0.0018, ARHR: 0.018784±0.0009, RMSE: 0.960732±0.0004, NOVELTY: 0.004983±0.0000, AVERAGE_POPULARITY: 0.776215±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.642213±0.0015, DIVERSITY_HERFINDAHL: 0.964205±0.0001, COVERAGE_ITEM: 0.014317±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131204±0.0003, SHANNON_ENTROPY: 5.461170±0.0074, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 11, 'shrink': 1974, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8804125112501602, 'tversky_beta': 0.1284233501733754} - results: ROC_AUC: 0.038425±0.0018, PRECISION: 0.005904±0.0002, PRECISION_RECALL_MIN_DEN: 0.059041±0.0019, RECALL: 0.059041±0.0019, MAP: 0.025202±0.0017, MRR: 0.025202±0.0017, NDCG: 0.033118±0.0016, F1: 0.010735±0.0003, HIT_RATE: 0.059041±0.0019, ARHR: 0.025202±0.0017, RMSE: 0.992088±0.0000, NOVELTY: 0.005438±0.0000, AVERAGE_POPULARITY: 0.492424±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.945451±0.0002, DIVERSITY_HERFINDAHL: 0.994521±0.0000, COVERAGE_ITEM: 0.054144±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.222463±0.0015, SHANNON_ENTROPY: 8.186610±0.0062, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 939, 'shrink': 4, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8640633009490235, 'tversky_beta': 1.3041863895408008} - results: ROC_AUC: 0.043171±0.0015, PRECISION: 0.006538±0.0001, PRECISION_RECALL_MIN_DEN: 0.065382±0.0013, RECALL: 0.065382±0.0013, MAP: 0.029335±0.0011, MRR: 0.029335±0.0011, NDCG: 0.037758±0.0011, F1: 0.011888±0.0002, HIT_RATE: 0.065382±0.0013, ARHR: 0.029335±0.0011, RMSE: 0.877725±0.0012, NOVELTY: 0.005697±0.0000, AVERAGE_POPULARITY: 0.460638±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.912190±0.0009, DIVERSITY_HERFINDAHL: 0.991196±0.0001, COVERAGE_ITEM: 0.146234±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143707±0.0006, SHANNON_ENTROPY: 8.357560±0.0116, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 46, 'shrink': 15, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9934948943447803, 'tversky_beta': 0.7580367962790537} - results: ROC_AUC: 0.045955±0.0016, PRECISION: 0.006969±0.0001, PRECISION_RECALL_MIN_DEN: 0.069693±0.0014, RECALL: 0.069693±0.0014, MAP: 0.030351±0.0016, MRR: 0.030351±0.0016, NDCG: 0.039574±0.0015, F1: 0.012671±0.0003, HIT_RATE: 0.069693±0.0014, ARHR: 0.030351±0.0016, RMSE: 0.952866±0.0009, NOVELTY: 0.006095±0.0000, AVERAGE_POPULARITY: 0.300634±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.975327±0.0001, DIVERSITY_HERFINDAHL: 0.997508±0.0000, COVERAGE_ITEM: 0.185272±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.211938±0.0005, SHANNON_ENTROPY: 9.679584±0.0025, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 558, 'shrink': 1992, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.9849082068398303, 'tversky_beta': 1.9905822476255708} - results: ROC_AUC: 0.025474±0.0010, PRECISION: 0.003941±0.0002, PRECISION_RECALL_MIN_DEN: 0.039412±0.0023, RECALL: 0.039412±0.0023, MAP: 0.017743±0.0012, MRR: 0.017743±0.0012, NDCG: 0.022774±0.0013, F1: 0.007166±0.0004, HIT_RATE: 0.039412±0.0023, ARHR: 0.017743±0.0012, RMSE: 0.969711±0.0004, NOVELTY: 0.004958±0.0000, AVERAGE_POPULARITY: 0.798659±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.627019±0.0014, DIVERSITY_HERFINDAHL: 0.962686±0.0001, COVERAGE_ITEM: 0.014750±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116846±0.0013, SHANNON_ENTROPY: 5.330050±0.0054, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.9059469886104018} - results: ROC_AUC: 0.034542±0.0020, PRECISION: 0.005569±0.0002, PRECISION_RECALL_MIN_DEN: 0.055694±0.0022, RECALL: 0.055694±0.0022, MAP: 0.023052±0.0015, MRR: 0.023052±0.0015, NDCG: 0.030617±0.0017, F1: 0.010126±0.0004, HIT_RATE: 0.055694±0.0022, ARHR: 0.023052±0.0015, RMSE: 0.978155±0.0009, NOVELTY: 0.007751±0.0000, AVERAGE_POPULARITY: 0.134600±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.990257±0.0000, DIVERSITY_HERFINDAHL: 0.999001±0.0000, COVERAGE_ITEM: 0.384504±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404460±0.0012, SHANNON_ENTROPY: 11.535002±0.0086, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.4782971976266062} - results: ROC_AUC: 0.037405±0.0020, PRECISION: 0.005935±0.0003, PRECISION_RECALL_MIN_DEN: 0.059346±0.0025, RECALL: 0.059346±0.0025, MAP: 0.024944±0.0016, MRR: 0.024944±0.0016, NDCG: 0.032934±0.0018, F1: 0.010790±0.0005, HIT_RATE: 0.059346±0.0025, ARHR: 0.024944±0.0016, RMSE: 0.982310±0.0009, NOVELTY: 0.007554±0.0000, AVERAGE_POPULARITY: 0.150519±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.989352±0.0000, DIVERSITY_HERFINDAHL: 0.998910±0.0000, COVERAGE_ITEM: 0.401936±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.388746±0.0012, SHANNON_ENTROPY: 11.479421±0.0112, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 924, 'shrink': 14, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.7433207733442047, 'tversky_beta': 0.43513239568127837} - results: ROC_AUC: 0.043295±0.0016, PRECISION: 0.006584±0.0001, PRECISION_RECALL_MIN_DEN: 0.065838±0.0009, RECALL: 0.065838±0.0009, MAP: 0.028898±0.0014, MRR: 0.028898±0.0014, NDCG: 0.037540±0.0013, F1: 0.011971±0.0002, HIT_RATE: 0.065838±0.0009, ARHR: 0.028898±0.0014, RMSE: 0.808550±0.0015, NOVELTY: 0.005930±0.0000, AVERAGE_POPULARITY: 0.319255±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.959550±0.0007, DIVERSITY_HERFINDAHL: 0.995931±0.0001, COVERAGE_ITEM: 0.126023±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198404±0.0010, SHANNON_ENTROPY: 9.043990±0.0099, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 979, 'shrink': 1955, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.3012152927320637, 'tversky_beta': 0.01600348609138025} - results: ROC_AUC: 0.025249±0.0010, PRECISION: 0.003840±0.0001, PRECISION_RECALL_MIN_DEN: 0.038397±0.0013, RECALL: 0.038397±0.0013, MAP: 0.017688±0.0011, MRR: 0.017688±0.0011, NDCG: 0.022506±0.0010, F1: 0.006981±0.0002, HIT_RATE: 0.038397±0.0013, ARHR: 0.017688±0.0011, RMSE: 0.957828±0.0005, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.798223±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.604004±0.0009, DIVERSITY_HERFINDAHL: 0.960385±0.0001, COVERAGE_ITEM: 0.012274±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130271±0.0009, SHANNON_ENTROPY: 5.239128±0.0059, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.5847974030540605} - results: ROC_AUC: 0.030885±0.0018, PRECISION: 0.005077±0.0002, PRECISION_RECALL_MIN_DEN: 0.050774±0.0024, RECALL: 0.050774±0.0024, MAP: 0.020060±0.0012, MRR: 0.020060±0.0012, NDCG: 0.027177±0.0014, F1: 0.009232±0.0004, HIT_RATE: 0.050774±0.0024, ARHR: 0.020060±0.0012, RMSE: 0.974566±0.0009, NOVELTY: 0.007960±0.0000, AVERAGE_POPULARITY: 0.118682±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.991150±0.0001, DIVERSITY_HERFINDAHL: 0.999090±0.0000, COVERAGE_ITEM: 0.370187±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.419226±0.0005, SHANNON_ENTROPY: 11.589511±0.0053, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.2002189059493927} - results: ROC_AUC: 0.037467±0.0011, PRECISION: 0.006006±0.0001, PRECISION_RECALL_MIN_DEN: 0.060056±0.0014, RECALL: 0.060056±0.0014, MAP: 0.024611±0.0009, MRR: 0.024611±0.0009, NDCG: 0.032843±0.0007, F1: 0.010919±0.0003, HIT_RATE: 0.060056±0.0014, ARHR: 0.024611±0.0009, RMSE: 0.993216±0.0001, NOVELTY: 0.005393±0.0000, AVERAGE_POPULARITY: 0.518264±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.939148±0.0003, DIVERSITY_HERFINDAHL: 0.993891±0.0000, COVERAGE_ITEM: 0.054371±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204482±0.0007, SHANNON_ENTROPY: 8.054527±0.0051, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.7760126679597628} - results: ROC_AUC: 0.038301±0.0020, PRECISION: 0.006016±0.0003, PRECISION_RECALL_MIN_DEN: 0.060157±0.0032, RECALL: 0.060157±0.0032, MAP: 0.025381±0.0016, MRR: 0.025381±0.0016, NDCG: 0.033479±0.0019, F1: 0.010938±0.0006, HIT_RATE: 0.060157±0.0032, ARHR: 0.025381±0.0016, RMSE: 0.983859±0.0008, NOVELTY: 0.007494±0.0000, AVERAGE_POPULARITY: 0.155991±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.989052±0.0001, DIVERSITY_HERFINDAHL: 0.998880±0.0000, COVERAGE_ITEM: 0.408381±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.382765±0.0012, SHANNON_ENTROPY: 11.460338±0.0078, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 87, 'shrink': 24, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.10035319740493043, 'tversky_beta': 0.7976997333956841} - results: ROC_AUC: 0.038820±0.0009, PRECISION: 0.006183±0.0002, PRECISION_RECALL_MIN_DEN: 0.061831±0.0024, RECALL: 0.061831±0.0024, MAP: 0.025818±0.0005, MRR: 0.025818±0.0005, NDCG: 0.034186±0.0006, F1: 0.011242±0.0004, HIT_RATE: 0.061831±0.0024, ARHR: 0.025818±0.0005, RMSE: 0.912047±0.0015, NOVELTY: 0.005338±0.0000, AVERAGE_POPULARITY: 0.574780±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.909623±0.0009, DIVERSITY_HERFINDAHL: 0.990939±0.0001, COVERAGE_ITEM: 0.061487±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166852±0.0011, SHANNON_ENTROPY: 7.767902±0.0082, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 606, 'shrink': 27, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0039755146692055385, 'tversky_beta': 0.3465241641769961} - results: ROC_AUC: 0.020971±0.0014, PRECISION: 0.003530±0.0003, PRECISION_RECALL_MIN_DEN: 0.035303±0.0025, RECALL: 0.035303±0.0025, MAP: 0.013603±0.0010, MRR: 0.013603±0.0010, NDCG: 0.018617±0.0012, F1: 0.006419±0.0005, HIT_RATE: 0.035303±0.0025, ARHR: 0.013603±0.0010, RMSE: 0.755025±0.0038, NOVELTY: 0.004962±0.0000, AVERAGE_POPULARITY: 0.792884±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.693542±0.0020, DIVERSITY_HERFINDAHL: 0.969337±0.0002, COVERAGE_ITEM: 0.016329±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123756±0.0022, SHANNON_ENTROPY: 5.575879±0.0086, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1000, 'shrink': 486, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.032310±0.0007, PRECISION: 0.004951±0.0001, PRECISION_RECALL_MIN_DEN: 0.049505±0.0005, RECALL: 0.049505±0.0005, MAP: 0.022343±0.0011, MRR: 0.022343±0.0011, NDCG: 0.028669±0.0009, F1: 0.009001±0.0001, HIT_RATE: 0.049505±0.0005, ARHR: 0.022343±0.0011, RMSE: 0.938979±0.0007, NOVELTY: 0.005089±0.0000, AVERAGE_POPULARITY: 0.701487±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.746711±0.0016, DIVERSITY_HERFINDAHL: 0.974652±0.0002, COVERAGE_ITEM: 0.025877±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.129521±0.0018, SHANNON_ENTROPY: 6.202184±0.0081, 
