CrossSearchBayesianSkoptObject: New best config found. Config 0: {'ItemAvgLT23': 0, 'ItemAvgOld': 9} - results: ROC_AUC: 0.055435±0.0024, PRECISION: 0.008722±0.0004, PRECISION_RECALL_MIN_DEN: 0.087218±0.0038, RECALL: 0.087218±0.0038, MAP: 0.036811±0.0022, MRR: 0.036811±0.0022, NDCG: 0.048546±0.0025, F1: 0.015858±0.0007, HIT_RATE: 0.087218±0.0038, ARHR: 0.036811±0.0022, RMSE: 0.929899±0.0053, NOVELTY: 0.006038±0.0000, AVERAGE_POPULARITY: 0.301215±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.975381±0.0001, DIVERSITY_HERFINDAHL: 0.997516±0.0000, COVERAGE_ITEM: 0.157859±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229344±0.0012, SHANNON_ENTROPY: 9.642087±0.0016, 
CrossSearchBayesianSkoptObject: Config 58 is suboptimal. Config: {'ItemAvgLT23': 5, 'ItemAvgOld': 11} - results: ROC_AUC: 0.056108±0.0025, PRECISION: 0.008839±0.0004, PRECISION_RECALL_MIN_DEN: 0.088392±0.0039, RECALL: 0.088392±0.0039, MAP: 0.037341±0.0021, MRR: 0.037341±0.0021, NDCG: 0.049221±0.0025, F1: 0.016071±0.0007, HIT_RATE: 0.088392±0.0039, ARHR: 0.037341±0.0021, RMSE: 1.073848±0.0116, NOVELTY: 0.006074±0.0000, AVERAGE_POPULARITY: 0.288946±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.976995±0.0001, DIVERSITY_HERFINDAHL: 0.997677±0.0000, COVERAGE_ITEM: 0.154874±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.241146±0.0008, SHANNON_ENTROPY: 9.710314±0.0012, 
CrossSearchBayesianSkoptObject: Config 59 is suboptimal. Config: {'ItemAvgLT23': 1, 'ItemAvgOld': 6} - results: ROC_AUC: 0.055796±0.0025, PRECISION: 0.008808±0.0004, PRECISION_RECALL_MIN_DEN: 0.088076±0.0039, RECALL: 0.088076±0.0039, MAP: 0.037156±0.0022, MRR: 0.037156±0.0022, NDCG: 0.049002±0.0025, F1: 0.016014±0.0007, HIT_RATE: 0.088076±0.0039, ARHR: 0.037156±0.0022, RMSE: 0.901968±0.0033, NOVELTY: 0.006054±0.0000, AVERAGE_POPULARITY: 0.295640±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976117±0.0001, DIVERSITY_HERFINDAHL: 0.997590±0.0000, COVERAGE_ITEM: 0.155880±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235035±0.0014, SHANNON_ENTROPY: 9.671422±0.0029, 
CrossSearchBayesianSkoptObject: New best config found. Config 60: {'ItemAvgLT23': 20, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.147198±0.0145, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 61 is suboptimal. Config: {'ItemAvgLT23': 6, 'ItemAvgOld': 5} - results: ROC_AUC: 0.056494±0.0023, PRECISION: 0.008794±0.0004, PRECISION_RECALL_MIN_DEN: 0.087940±0.0044, RECALL: 0.087940±0.0044, MAP: 0.037782±0.0018, MRR: 0.037782±0.0018, NDCG: 0.049470±0.0023, F1: 0.015989±0.0008, HIT_RATE: 0.087940±0.0044, ARHR: 0.037782±0.0018, RMSE: 0.962271±0.0071, NOVELTY: 0.006109±0.0000, AVERAGE_POPULARITY: 0.278938±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978282±0.0001, DIVERSITY_HERFINDAHL: 0.997806±0.0000, COVERAGE_ITEM: 0.156799±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.247743±0.0017, SHANNON_ENTROPY: 9.777370±0.0028, 
CrossSearchBayesianSkoptObject: Config 62 is suboptimal. Config: {'ItemAvgLT23': 12, 'ItemAvgOld': 7} - results: ROC_AUC: 0.056594±0.0024, PRECISION: 0.008803±0.0004, PRECISION_RECALL_MIN_DEN: 0.088031±0.0040, RECALL: 0.088031±0.0040, MAP: 0.037825±0.0019, MRR: 0.037825±0.0019, NDCG: 0.049527±0.0023, F1: 0.016006±0.0007, HIT_RATE: 0.088031±0.0040, ARHR: 0.037825±0.0019, RMSE: 1.134348±0.0139, NOVELTY: 0.006123±0.0000, AVERAGE_POPULARITY: 0.275255±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.978736±0.0001, DIVERSITY_HERFINDAHL: 0.997852±0.0000, COVERAGE_ITEM: 0.158140±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249556±0.0015, SHANNON_ENTROPY: 9.803032±0.0043, 
CrossSearchBayesianSkoptObject: Config 63 is suboptimal. Config: {'ItemAvgLT23': 10, 'ItemAvgOld': 13} - results: ROC_AUC: 0.056424±0.0025, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037638±0.0019, MRR: 0.037638±0.0019, NDCG: 0.049377±0.0025, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037638±0.0019, RMSE: 1.247583±0.0173, NOVELTY: 0.006092±0.0000, AVERAGE_POPULARITY: 0.283709±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.977694±0.0001, DIVERSITY_HERFINDAHL: 0.997747±0.0000, COVERAGE_ITEM: 0.155653±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244750±0.0015, SHANNON_ENTROPY: 9.745130±0.0025, 
CrossSearchBayesianSkoptObject: Config 64 is suboptimal. Config: {'ItemAvgLT23': 18, 'ItemAvgOld': 5} - results: ROC_AUC: 0.056449±0.0025, PRECISION: 0.008785±0.0004, PRECISION_RECALL_MIN_DEN: 0.087850±0.0042, RECALL: 0.087850±0.0042, MAP: 0.037655±0.0020, MRR: 0.037655±0.0020, NDCG: 0.049359±0.0024, F1: 0.015973±0.0008, HIT_RATE: 0.087850±0.0042, ARHR: 0.037655±0.0020, RMSE: 1.225972±0.0172, NOVELTY: 0.006148±0.0000, AVERAGE_POPULARITY: 0.268845±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.979554±0.0001, DIVERSITY_HERFINDAHL: 0.997933±0.0000, COVERAGE_ITEM: 0.162065±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251393±0.0016, SHANNON_ENTROPY: 9.852136±0.0038, 
CrossSearchBayesianSkoptObject: Config 65 is suboptimal. Config: {'ItemAvgLT23': 9, 'ItemAvgOld': 6} - results: ROC_AUC: 0.056604±0.0024, PRECISION: 0.008821±0.0004, PRECISION_RECALL_MIN_DEN: 0.088211±0.0041, RECALL: 0.088211±0.0041, MAP: 0.037826±0.0019, MRR: 0.037826±0.0019, NDCG: 0.049567±0.0023, F1: 0.016038±0.0008, HIT_RATE: 0.088211±0.0041, ARHR: 0.037826±0.0019, RMSE: 1.042519±0.0107, NOVELTY: 0.006118±0.0000, AVERAGE_POPULARITY: 0.276535±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978569±0.0001, DIVERSITY_HERFINDAHL: 0.997835±0.0000, COVERAGE_ITEM: 0.157707±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248822±0.0016, SHANNON_ENTROPY: 9.793720±0.0032, 
CrossSearchBayesianSkoptObject: Config 66 is suboptimal. Config: {'ItemAvgLT23': 14, 'ItemAvgOld': 19} - results: ROC_AUC: 0.056374±0.0025, PRECISION: 0.008799±0.0005, PRECISION_RECALL_MIN_DEN: 0.087986±0.0046, RECALL: 0.087986±0.0046, MAP: 0.037590±0.0021, MRR: 0.037590±0.0021, NDCG: 0.049330±0.0026, F1: 0.015997±0.0008, HIT_RATE: 0.087986±0.0046, ARHR: 0.037590±0.0021, RMSE: 1.531878±0.0256, NOVELTY: 0.006090±0.0000, AVERAGE_POPULARITY: 0.284178±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977632±0.0001, DIVERSITY_HERFINDAHL: 0.997741±0.0000, COVERAGE_ITEM: 0.155501±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244519±0.0015, SHANNON_ENTROPY: 9.741887±0.0025, 
CrossSearchBayesianSkoptObject: Config 67 is suboptimal. Config: {'ItemAvgLT23': 12, 'ItemAvgOld': 6} - results: ROC_AUC: 0.056574±0.0025, PRECISION: 0.008803±0.0004, PRECISION_RECALL_MIN_DEN: 0.088031±0.0039, RECALL: 0.088031±0.0039, MAP: 0.037764±0.0020, MRR: 0.037764±0.0020, NDCG: 0.049483±0.0024, F1: 0.016006±0.0007, HIT_RATE: 0.088031±0.0039, ARHR: 0.037764±0.0020, RMSE: 1.109281±0.0130, NOVELTY: 0.006129±0.0000, AVERAGE_POPULARITY: 0.273823±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.978933±0.0001, DIVERSITY_HERFINDAHL: 0.997871±0.0000, COVERAGE_ITEM: 0.159048±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249953±0.0017, SHANNON_ENTROPY: 9.814469±0.0039, 
CrossSearchBayesianSkoptObject: Config 68 is suboptimal. Config: {'ItemAvgLT23': 6, 'ItemAvgOld': 18} - results: ROC_AUC: 0.056067±0.0025, PRECISION: 0.008844±0.0004, PRECISION_RECALL_MIN_DEN: 0.088437±0.0039, RECALL: 0.088437±0.0039, MAP: 0.037314±0.0022, MRR: 0.037314±0.0022, NDCG: 0.049208±0.0025, F1: 0.016079±0.0007, HIT_RATE: 0.088437±0.0039, ARHR: 0.037314±0.0022, RMSE: 1.290914±0.0180, NOVELTY: 0.006066±0.0000, AVERAGE_POPULARITY: 0.291487±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.976670±0.0001, DIVERSITY_HERFINDAHL: 0.997645±0.0000, COVERAGE_ITEM: 0.155166±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.238937±0.0009, SHANNON_ENTROPY: 9.695784±0.0015, 
CrossSearchBayesianSkoptObject: Config 69 is suboptimal. Config: {'ItemAvgLT23': 16, 'ItemAvgOld': 7} - results: ROC_AUC: 0.056579±0.0024, PRECISION: 0.008821±0.0004, PRECISION_RECALL_MIN_DEN: 0.088211±0.0039, RECALL: 0.088211±0.0039, MAP: 0.037773±0.0019, MRR: 0.037773±0.0019, NDCG: 0.049529±0.0023, F1: 0.016038±0.0007, HIT_RATE: 0.088211±0.0039, ARHR: 0.037773±0.0019, RMSE: 1.230439±0.0172, NOVELTY: 0.006134±0.0000, AVERAGE_POPULARITY: 0.272559±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.979087±0.0001, DIVERSITY_HERFINDAHL: 0.997887±0.0000, COVERAGE_ITEM: 0.159557±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250553±0.0017, SHANNON_ENTROPY: 9.823336±0.0037, 
CrossSearchBayesianSkoptObject: Config 70 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 71 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 72 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 73 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 74 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
CrossSearchBayesianSkoptObject: Config 75 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 76 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 77 is suboptimal. Config: {'ItemAvgLT23': 0, 'ItemAvgOld': 0} - results: ROC_AUC: 0.000115±0.0001, PRECISION: 0.000032±0.0000, PRECISION_RECALL_MIN_DEN: 0.000316±0.0001, RECALL: 0.000316±0.0001, MAP: 0.000058±0.0000, MRR: 0.000058±0.0000, NDCG: 0.000116±0.0000, F1: 0.000057±0.0000, HIT_RATE: 0.000316±0.0001, ARHR: 0.000058±0.0000, RMSE: 1.000000±0.0000, NOVELTY: 0.007419±0.0003, AVERAGE_POPULARITY: 0.006311±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.403955±0.0004, DIVERSITY_HERFINDAHL: 0.940386±0.0000, COVERAGE_ITEM: 0.003850±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225165±0.0013, SHANNON_ENTROPY: 4.314756±0.0009, 
CrossSearchBayesianSkoptObject: Config 78 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 79 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 80 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 81 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 82 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 83 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 84 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 85 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 21} - results: ROC_AUC: 0.056489±0.0024, PRECISION: 0.008803±0.0005, PRECISION_RECALL_MIN_DEN: 0.088031±0.0046, RECALL: 0.088031±0.0046, MAP: 0.037800±0.0019, MRR: 0.037800±0.0019, NDCG: 0.049501±0.0024, F1: 0.016006±0.0008, HIT_RATE: 0.088031±0.0046, ARHR: 0.037800±0.0019, RMSE: 1.786596±0.0329, NOVELTY: 0.006102±0.0000, AVERAGE_POPULARITY: 0.280903±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.978038±0.0001, DIVERSITY_HERFINDAHL: 0.997782±0.0000, COVERAGE_ITEM: 0.156085±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246768±0.0015, SHANNON_ENTROPY: 9.763637±0.0026, 
CrossSearchBayesianSkoptObject: Config 86 is suboptimal. Config: {'ItemAvgLT23': 21, 'ItemAvgOld': 0} - results: ROC_AUC: 0.056534±0.0026, PRECISION: 0.008776±0.0005, PRECISION_RECALL_MIN_DEN: 0.087760±0.0046, RECALL: 0.087760±0.0046, MAP: 0.037929±0.0021, MRR: 0.037929±0.0021, NDCG: 0.049547±0.0027, F1: 0.015956±0.0008, HIT_RATE: 0.087760±0.0046, ARHR: 0.037929±0.0021, RMSE: 1.170304±0.0153, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.259965±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980705±0.0001, DIVERSITY_HERFINDAHL: 0.998048±0.0000, COVERAGE_ITEM: 0.171527±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251533±0.0010, SHANNON_ENTROPY: 9.933419±0.0045, 
