SearchBayesianSkopt: New best config found. Config 0: {'topK': 603, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 3.342331819625258e-12, 'lambda_j': 1.360018789913614e-09, 'learning_rate': 2.097996130063154e-06} - results: ROC_AUC: 0.0854758, PRECISION: 0.0138776, PRECISION_RECALL_MIN_DEN: 0.0462588, RECALL: 0.0462588, MAP: 0.0207897, MRR: 0.0592251, NDCG: 0.0370572, F1: 0.0213502, HIT_RATE: 0.1387763, ARHR: 0.0607971, RMSE: 0.9998942, NOVELTY: 0.0147860, AVERAGE_POPULARITY: 0.7433067, DIVERSITY_MEAN_INTER_LIST: 0.7228117, DIVERSITY_HERFINDAHL: 0.9722678, COVERAGE_ITEM: 0.0802955, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1018578, SHANNON_ENTROPY: 5.9212897, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 996, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.1799973961144668e-12, 'lambda_j': 9.459685317311468e-07, 'learning_rate': 1.1205418963258254e-09} - results: ROC_AUC: 0.0745792, PRECISION: 0.0121268, PRECISION_RECALL_MIN_DEN: 0.0404227, RECALL: 0.0404227, MAP: 0.0182902, MRR: 0.0522337, NDCG: 0.0325255, F1: 0.0186566, HIT_RATE: 0.1212680, ARHR: 0.0535522, RMSE: 0.9999970, NOVELTY: 0.0145887, AVERAGE_POPULARITY: 0.7941395, DIVERSITY_MEAN_INTER_LIST: 0.6073185, DIVERSITY_HERFINDAHL: 0.9607207, COVERAGE_ITEM: 0.0460896, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1063317, SHANNON_ENTROPY: 5.2472634, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.399905638411272e-12, 'lambda_j': 1.3052717579586607e-11, 'learning_rate': 1.6672823073011683e-06} - results: ROC_AUC: 0.1262334, PRECISION: 0.0204755, PRECISION_RECALL_MIN_DEN: 0.0682516, RECALL: 0.0682516, MAP: 0.0303913, MRR: 0.0851762, NDCG: 0.0542094, F1: 0.0315008, HIT_RATE: 0.2047549, ARHR: 0.0881635, RMSE: 0.9999960, NOVELTY: 0.0171157, AVERAGE_POPULARITY: 0.3602007, DIVERSITY_MEAN_INTER_LIST: 0.9728177, DIVERSITY_HERFINDAHL: 0.9972638, COVERAGE_ITEM: 0.3908784, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2290366, SHANNON_ENTROPY: 9.4130340, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 7, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 2.9889270060018736e-12, 'lambda_j': 1.624454052733367e-12, 'learning_rate': 5.826935134967908e-06} - results: ROC_AUC: 0.1070028, PRECISION: 0.0181902, PRECISION_RECALL_MIN_DEN: 0.0606340, RECALL: 0.0606340, MAP: 0.0254628, MRR: 0.0715040, NDCG: 0.0464965, F1: 0.0279849, HIT_RATE: 0.1819020, ARHR: 0.0739463, RMSE: 0.9979615, NOVELTY: 0.0157227, AVERAGE_POPULARITY: 0.5448259, DIVERSITY_MEAN_INTER_LIST: 0.9198015, DIVERSITY_HERFINDAHL: 0.9919632, COVERAGE_ITEM: 0.1585033, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1695164, SHANNON_ENTROPY: 7.7250857, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1254745, PRECISION: 0.0206782, PRECISION_RECALL_MIN_DEN: 0.0689274, RECALL: 0.0689274, MAP: 0.0299153, MRR: 0.0835527, NDCG: 0.0538785, F1: 0.0318126, HIT_RATE: 0.2067822, ARHR: 0.0866401, RMSE: 0.9999498, NOVELTY: 0.0170723, AVERAGE_POPULARITY: 0.3545457, DIVERSITY_MEAN_INTER_LIST: 0.9725241, DIVERSITY_HERFINDAHL: 0.9972345, COVERAGE_ITEM: 0.3622932, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2305442, SHANNON_ENTROPY: 9.3433761, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1245195, PRECISION: 0.0207519, PRECISION_RECALL_MIN_DEN: 0.0691731, RECALL: 0.0691731, MAP: 0.0300544, MRR: 0.0836094, NDCG: 0.0540195, F1: 0.0319261, HIT_RATE: 0.2075194, ARHR: 0.0868617, RMSE: 0.9999500, NOVELTY: 0.0170646, AVERAGE_POPULARITY: 0.3574007, DIVERSITY_MEAN_INTER_LIST: 0.9726616, DIVERSITY_HERFINDAHL: 0.9972482, COVERAGE_ITEM: 0.3611691, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2318997, SHANNON_ENTROPY: 9.3468294, 
SearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 8.771041217289949e-07, 'lambda_j': 6.334446516500187e-09, 'learning_rate': 1.2341343306402887e-09} - results: ROC_AUC: 0.1190568, PRECISION: 0.0200885, PRECISION_RECALL_MIN_DEN: 0.0669615, RECALL: 0.0669615, MAP: 0.0284683, MRR: 0.0799989, NDCG: 0.0517337, F1: 0.0309053, HIT_RATE: 0.2008846, ARHR: 0.0826904, RMSE: 0.9999999, NOVELTY: 0.0169619, AVERAGE_POPULARITY: 0.3779111, DIVERSITY_MEAN_INTER_LIST: 0.9696733, DIVERSITY_HERFINDAHL: 0.9969495, COVERAGE_ITEM: 0.3725711, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2199157, SHANNON_ENTROPY: 9.2723134, 
SearchBayesianSkopt: New best config found. Config 91: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 7.835816276478518e-07, 'lambda_j': 8.669923978568045e-08, 'learning_rate': 1.3613403800880846e-09} - results: ROC_AUC: 0.1285077, PRECISION: 0.0210837, PRECISION_RECALL_MIN_DEN: 0.0702789, RECALL: 0.0702789, MAP: 0.0307111, MRR: 0.0860565, NDCG: 0.0551869, F1: 0.0324364, HIT_RATE: 0.2108367, ARHR: 0.0890693, RMSE: 1.0000000, NOVELTY: 0.0171553, AVERAGE_POPULARITY: 0.3539993, DIVERSITY_MEAN_INTER_LIST: 0.9735364, DIVERSITY_HERFINDAHL: 0.9973357, COVERAGE_ITEM: 0.3939297, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2299414, SHANNON_ENTROPY: 9.4387015, 
SearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1248089, PRECISION: 0.0205861, PRECISION_RECALL_MIN_DEN: 0.0686202, RECALL: 0.0686202, MAP: 0.0296768, MRR: 0.0829862, NDCG: 0.0535309, F1: 0.0316709, HIT_RATE: 0.2058607, ARHR: 0.0859849, RMSE: 0.9999498, NOVELTY: 0.0170501, AVERAGE_POPULARITY: 0.3568466, DIVERSITY_MEAN_INTER_LIST: 0.9724504, DIVERSITY_HERFINDAHL: 0.9972271, COVERAGE_ITEM: 0.3598844, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2292937, SHANNON_ENTROPY: 9.3303603, 
SearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 1000, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 4.3564433855181615e-07, 'lambda_j': 1.696253258692307e-12, 'learning_rate': 3.6731694230747257e-06} - results: ROC_AUC: 0.0824131, PRECISION: 0.0135275, PRECISION_RECALL_MIN_DEN: 0.0450915, RECALL: 0.0450915, MAP: 0.0203103, MRR: 0.0576499, NDCG: 0.0361217, F1: 0.0208115, HIT_RATE: 0.1352746, ARHR: 0.0592904, RMSE: 0.9997880, NOVELTY: 0.0147221, AVERAGE_POPULARITY: 0.7595301, DIVERSITY_MEAN_INTER_LIST: 0.6893776, DIVERSITY_HERFINDAHL: 0.9689251, COVERAGE_ITEM: 0.0664847, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1046752, SHANNON_ENTROPY: 5.7108977, 
SearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 4.833682482106366e-12, 'lambda_j': 1.0694359927030216e-07, 'learning_rate': 1.091813471259171e-09} - results: ROC_AUC: 0.1215278, PRECISION: 0.0211021, PRECISION_RECALL_MIN_DEN: 0.0703403, RECALL: 0.0703403, MAP: 0.0290322, MRR: 0.0811219, NDCG: 0.0533251, F1: 0.0324648, HIT_RATE: 0.2110210, ARHR: 0.0841093, RMSE: 1.0000000, NOVELTY: 0.0162736, AVERAGE_POPULARITY: 0.4532028, DIVERSITY_MEAN_INTER_LIST: 0.9529271, DIVERSITY_HERFINDAHL: 0.9952751, COVERAGE_ITEM: 0.2286815, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2005580, SHANNON_ENTROPY: 8.4977295, 
SearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-09} - results: ROC_AUC: 0.1248195, PRECISION: 0.0204571, PRECISION_RECALL_MIN_DEN: 0.0681902, RECALL: 0.0681902, MAP: 0.0299812, MRR: 0.0838310, NDCG: 0.0537117, F1: 0.0314724, HIT_RATE: 0.2045706, ARHR: 0.0868665, RMSE: 1.0000000, NOVELTY: 0.0170197, AVERAGE_POPULARITY: 0.3613871, DIVERSITY_MEAN_INTER_LIST: 0.9721777, DIVERSITY_HERFINDAHL: 0.9971999, COVERAGE_ITEM: 0.3598844, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2285629, SHANNON_ENTROPY: 9.3213788, 
SearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 7.523845584137955e-11, 'lambda_j': 1.2911109142404073e-12, 'learning_rate': 9.559632226854072e-06} - results: ROC_AUC: 0.1235282, PRECISION: 0.0214707, PRECISION_RECALL_MIN_DEN: 0.0715690, RECALL: 0.0715690, MAP: 0.0298854, MRR: 0.0832263, NDCG: 0.0545627, F1: 0.0330318, HIT_RATE: 0.2147070, ARHR: 0.0864413, RMSE: 0.9999728, NOVELTY: 0.0165428, AVERAGE_POPULARITY: 0.4197935, DIVERSITY_MEAN_INTER_LIST: 0.9616506, DIVERSITY_HERFINDAHL: 0.9961473, COVERAGE_ITEM: 0.2924362, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2057089, SHANNON_ENTROPY: 8.8595487, 
SearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1260199, PRECISION: 0.0207335, PRECISION_RECALL_MIN_DEN: 0.0691117, RECALL: 0.0691117, MAP: 0.0301846, MRR: 0.0847194, NDCG: 0.0542708, F1: 0.0318977, HIT_RATE: 0.2073351, ARHR: 0.0876172, RMSE: 0.9999757, NOVELTY: 0.0171237, AVERAGE_POPULARITY: 0.3581479, DIVERSITY_MEAN_INTER_LIST: 0.9731506, DIVERSITY_HERFINDAHL: 0.9972971, COVERAGE_ITEM: 0.3870242, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2321098, SHANNON_ENTROPY: 9.4258194, 
SearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1279621, PRECISION: 0.0207151, PRECISION_RECALL_MIN_DEN: 0.0690503, RECALL: 0.0690503, MAP: 0.0306157, MRR: 0.0862678, NDCG: 0.0547846, F1: 0.0318693, HIT_RATE: 0.2071508, ARHR: 0.0890444, RMSE: 0.9999755, NOVELTY: 0.0170993, AVERAGE_POPULARITY: 0.3613573, DIVERSITY_MEAN_INTER_LIST: 0.9729486, DIVERSITY_HERFINDAHL: 0.9972769, COVERAGE_ITEM: 0.3892725, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2290585, SHANNON_ENTROPY: 9.4115347, 
SearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1273397, PRECISION: 0.0209915, PRECISION_RECALL_MIN_DEN: 0.0699717, RECALL: 0.0699717, MAP: 0.0304376, MRR: 0.0849192, NDCG: 0.0547440, F1: 0.0322946, HIT_RATE: 0.2099152, ARHR: 0.0881028, RMSE: 0.9999754, NOVELTY: 0.0171217, AVERAGE_POPULARITY: 0.3579057, DIVERSITY_MEAN_INTER_LIST: 0.9731667, DIVERSITY_HERFINDAHL: 0.9972987, COVERAGE_ITEM: 0.3846154, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2326276, SHANNON_ENTROPY: 9.4213417, 
SearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 4, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 7.161325945304762e-07, 'lambda_j': 1.2465127140092849e-07, 'learning_rate': 2.24524599506343e-06} - results: ROC_AUC: 0.1113442, PRECISION: 0.0195909, PRECISION_RECALL_MIN_DEN: 0.0653029, RECALL: 0.0653029, MAP: 0.0269979, MRR: 0.0754804, NDCG: 0.0495206, F1: 0.0301398, HIT_RATE: 0.1959086, ARHR: 0.0782279, RMSE: 0.9993193, NOVELTY: 0.0160719, AVERAGE_POPULARITY: 0.4864180, DIVERSITY_MEAN_INTER_LIST: 0.9429669, DIVERSITY_HERFINDAHL: 0.9942793, COVERAGE_ITEM: 0.2132648, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1806800, SHANNON_ENTROPY: 8.2331122, 
SearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1253302, PRECISION: 0.0201806, PRECISION_RECALL_MIN_DEN: 0.0672687, RECALL: 0.0672687, MAP: 0.0302745, MRR: 0.0848504, NDCG: 0.0537693, F1: 0.0310471, HIT_RATE: 0.2018061, ARHR: 0.0878237, RMSE: 0.9999758, NOVELTY: 0.0170995, AVERAGE_POPULARITY: 0.3597234, DIVERSITY_MEAN_INTER_LIST: 0.9733390, DIVERSITY_HERFINDAHL: 0.9973160, COVERAGE_ITEM: 0.3881484, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2283257, SHANNON_ENTROPY: 9.4137061, 
SearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1254567, PRECISION: 0.0205861, PRECISION_RECALL_MIN_DEN: 0.0686202, RECALL: 0.0686202, MAP: 0.0301355, MRR: 0.0840618, NDCG: 0.0539855, F1: 0.0316709, HIT_RATE: 0.2058607, ARHR: 0.0872094, RMSE: 0.9999755, NOVELTY: 0.0170871, AVERAGE_POPULARITY: 0.3632352, DIVERSITY_MEAN_INTER_LIST: 0.9729111, DIVERSITY_HERFINDAHL: 0.9972732, COVERAGE_ITEM: 0.3895937, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2284386, SHANNON_ENTROPY: 9.4111272, 
SearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1275047, PRECISION: 0.0212311, PRECISION_RECALL_MIN_DEN: 0.0707704, RECALL: 0.0707704, MAP: 0.0306981, MRR: 0.0859631, NDCG: 0.0553028, F1: 0.0326632, HIT_RATE: 0.2123111, ARHR: 0.0890286, RMSE: 0.9999755, NOVELTY: 0.0171448, AVERAGE_POPULARITY: 0.3559406, DIVERSITY_MEAN_INTER_LIST: 0.9736455, DIVERSITY_HERFINDAHL: 0.9973466, COVERAGE_ITEM: 0.3973021, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2280973, SHANNON_ENTROPY: 9.4384096, 
SearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-12, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1266804, PRECISION: 0.0206966, PRECISION_RECALL_MIN_DEN: 0.0689888, RECALL: 0.0689888, MAP: 0.0303508, MRR: 0.0850549, NDCG: 0.0544040, F1: 0.0318410, HIT_RATE: 0.2069665, ARHR: 0.0880536, RMSE: 0.9999756, NOVELTY: 0.0171244, AVERAGE_POPULARITY: 0.3582433, DIVERSITY_MEAN_INTER_LIST: 0.9731696, DIVERSITY_HERFINDAHL: 0.9972990, COVERAGE_ITEM: 0.3982656, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2278022, SHANNON_ENTROPY: 9.4323479, 
SearchBayesianSkopt: Config 105 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1e-06, 'lambda_j': 1e-06, 'learning_rate': 1e-05} - results: ROC_AUC: 0.1263157, PRECISION: 0.0208257, PRECISION_RECALL_MIN_DEN: 0.0694188, RECALL: 0.0694188, MAP: 0.0305902, MRR: 0.0857154, NDCG: 0.0547667, F1: 0.0320395, HIT_RATE: 0.2082565, ARHR: 0.0887299, RMSE: 0.9999755, NOVELTY: 0.0171138, AVERAGE_POPULARITY: 0.3595869, DIVERSITY_MEAN_INTER_LIST: 0.9732934, DIVERSITY_HERFINDAHL: 0.9973114, COVERAGE_ITEM: 0.3929661, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2264065, SHANNON_ENTROPY: 9.4137267, 
SearchBayesianSkopt: Config 106 is suboptimal. Config: {'topK': 11, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 2.648426680698893e-12, 'lambda_j': 4.5540965046251564e-07, 'learning_rate': 1.301788340753171e-09} - results: ROC_AUC: 0.1136101, PRECISION: 0.0201069, PRECISION_RECALL_MIN_DEN: 0.0670230, RECALL: 0.0670230, MAP: 0.0279910, MRR: 0.0778783, NDCG: 0.0510186, F1: 0.0309337, HIT_RATE: 0.2010689, ARHR: 0.0808879, RMSE: 1.0000000, NOVELTY: 0.0158055, AVERAGE_POPULARITY: 0.5298741, DIVERSITY_MEAN_INTER_LIST: 0.9281876, DIVERSITY_HERFINDAHL: 0.9928017, COVERAGE_ITEM: 0.1565762, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1899689, SHANNON_ENTROPY: 7.8830704, 
SearchBayesianSkopt: Config 107 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 7.821304784601542e-07, 'lambda_j': 1.882231039937358e-09, 'learning_rate': 1.2508100285086271e-09} - results: ROC_AUC: 0.1152333, PRECISION: 0.0203281, PRECISION_RECALL_MIN_DEN: 0.0677602, RECALL: 0.0677602, MAP: 0.0278139, MRR: 0.0779899, NDCG: 0.0511982, F1: 0.0312739, HIT_RATE: 0.2032805, ARHR: 0.0807055, RMSE: 0.9999998, NOVELTY: 0.0163036, AVERAGE_POPULARITY: 0.4531718, DIVERSITY_MEAN_INTER_LIST: 0.9538770, DIVERSITY_HERFINDAHL: 0.9953701, COVERAGE_ITEM: 0.2739682, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1861571, SHANNON_ENTROPY: 8.6022045, 
SearchBayesianSkopt: Config 108 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.7029174315287808e-12, 'lambda_j': 1.8146228409906e-08, 'learning_rate': 1.4716767277244139e-09} - results: ROC_AUC: 0.1188823, PRECISION: 0.0200700, PRECISION_RECALL_MIN_DEN: 0.0669001, RECALL: 0.0669001, MAP: 0.0283841, MRR: 0.0797750, NDCG: 0.0516284, F1: 0.0308770, HIT_RATE: 0.2007003, ARHR: 0.0824637, RMSE: 0.9999998, NOVELTY: 0.0169295, AVERAGE_POPULARITY: 0.3814429, DIVERSITY_MEAN_INTER_LIST: 0.9695515, DIVERSITY_HERFINDAHL: 0.9969373, COVERAGE_ITEM: 0.3675927, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2211271, SHANNON_ENTROPY: 9.2648893, 
SearchBayesianSkopt: Config 109 is suboptimal. Config: {'topK': 15, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.3206510662234368e-12, 'lambda_j': 1.3047480481999879e-12, 'learning_rate': 2.2557507469360982e-09} - results: ROC_AUC: 0.1097490, PRECISION: 0.0189090, PRECISION_RECALL_MIN_DEN: 0.0630299, RECALL: 0.0630299, MAP: 0.0268746, MRR: 0.0754340, NDCG: 0.0486979, F1: 0.0290907, HIT_RATE: 0.1890896, ARHR: 0.0779910, RMSE: 1.0000000, NOVELTY: 0.0158367, AVERAGE_POPULARITY: 0.5254406, DIVERSITY_MEAN_INTER_LIST: 0.9295132, DIVERSITY_HERFINDAHL: 0.9929342, COVERAGE_ITEM: 0.1676570, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1846550, SHANNON_ENTROPY: 7.9289774, 
SearchBayesianSkopt: Config 110 is suboptimal. Config: {'topK': 1000, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.030460386815836e-12, 'lambda_j': 2.9782675436283833e-08, 'learning_rate': 9.180698703381372e-06} - results: ROC_AUC: 0.0749017, PRECISION: 0.0121821, PRECISION_RECALL_MIN_DEN: 0.0406070, RECALL: 0.0406070, MAP: 0.0182367, MRR: 0.0521300, NDCG: 0.0325359, F1: 0.0187417, HIT_RATE: 0.1218209, ARHR: 0.0534200, RMSE: 0.9761252, NOVELTY: 0.0145930, AVERAGE_POPULARITY: 0.7926556, DIVERSITY_MEAN_INTER_LIST: 0.6124991, DIVERSITY_HERFINDAHL: 0.9612386, COVERAGE_ITEM: 0.0456078, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1084051, SHANNON_ENTROPY: 5.2591847, 
SearchBayesianSkopt: Config 111 is suboptimal. Config: {'topK': 6, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 2.426926909708605e-12, 'lambda_j': 8.762634374848322e-07, 'learning_rate': 4.413933692654019e-06} - results: ROC_AUC: 0.1087447, PRECISION: 0.0187615, PRECISION_RECALL_MIN_DEN: 0.0625384, RECALL: 0.0625384, MAP: 0.0261382, MRR: 0.0735650, NDCG: 0.0478228, F1: 0.0288639, HIT_RATE: 0.1876152, ARHR: 0.0759898, RMSE: 0.9985146, NOVELTY: 0.0157971, AVERAGE_POPULARITY: 0.5328112, DIVERSITY_MEAN_INTER_LIST: 0.9254563, DIVERSITY_HERFINDAHL: 0.9925286, COVERAGE_ITEM: 0.1652481, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1755178, SHANNON_ENTROPY: 7.8332414, 
SearchBayesianSkopt: Config 112 is suboptimal. Config: {'topK': 1000, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 6.902403713159123e-07, 'lambda_j': 1.1302893632706407e-07, 'learning_rate': 8.113067744987498e-06} - results: ROC_AUC: 0.0761508, PRECISION: 0.0124954, PRECISION_RECALL_MIN_DEN: 0.0416513, RECALL: 0.0416513, MAP: 0.0189962, MRR: 0.0541841, NDCG: 0.0336461, F1: 0.0192237, HIT_RATE: 0.1249539, ARHR: 0.0555864, RMSE: 0.9997655, NOVELTY: 0.0146278, AVERAGE_POPULARITY: 0.7830491, DIVERSITY_MEAN_INTER_LIST: 0.6422737, DIVERSITY_HERFINDAHL: 0.9642155, COVERAGE_ITEM: 0.0528344, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1045892, SHANNON_ENTROPY: 5.4078336, 
SearchBayesianSkopt: Config 113 is suboptimal. Config: {'topK': 2, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.5824550291509754e-08, 'lambda_j': 2.3659328255619267e-07, 'learning_rate': 9.359328197649585e-06} - results: ROC_AUC: 0.1189591, PRECISION: 0.0203096, PRECISION_RECALL_MIN_DEN: 0.0676987, RECALL: 0.0676987, MAP: 0.0285788, MRR: 0.0801981, NDCG: 0.0520547, F1: 0.0312456, HIT_RATE: 0.2030962, ARHR: 0.0829673, RMSE: 0.9978573, NOVELTY: 0.0169743, AVERAGE_POPULARITY: 0.3763714, DIVERSITY_MEAN_INTER_LIST: 0.9698790, DIVERSITY_HERFINDAHL: 0.9969700, COVERAGE_ITEM: 0.3781917, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2180456, SHANNON_ENTROPY: 9.2836179, 
SearchBayesianSkopt: Config 114 is suboptimal. Config: {'topK': 3, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 7.949040900629437e-12, 'lambda_j': 4.281223900377113e-12, 'learning_rate': 5.048656385265438e-06} - results: ROC_AUC: 0.1157992, PRECISION: 0.0206045, PRECISION_RECALL_MIN_DEN: 0.0686817, RECALL: 0.0686817, MAP: 0.0279281, MRR: 0.0784306, NDCG: 0.0516283, F1: 0.0316992, HIT_RATE: 0.2060450, ARHR: 0.0811075, RMSE: 0.9993188, NOVELTY: 0.0163265, AVERAGE_POPULARITY: 0.4511465, DIVERSITY_MEAN_INTER_LIST: 0.9544375, DIVERSITY_HERFINDAHL: 0.9954262, COVERAGE_ITEM: 0.2792677, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1858572, SHANNON_ENTROPY: 8.6256073, 
