CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 414, 'n_oversamples': 14, 'n_iter': 27, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066891±0.0011, PRECISION: 0.009143±0.0001, PRECISION_RECALL_MIN_DEN: 0.091434±0.0013, RECALL: 0.091434±0.0013, MAP: 0.048182±0.0009, MRR: 0.048182±0.0009, NDCG: 0.058418±0.0009, F1: 0.016624±0.0002, HIT_RATE: 0.091434±0.0013, ARHR: 0.048182±0.0009, RMSE: 0.902859±0.0019, NOVELTY: 0.006104±0.0000, AVERAGE_POPULARITY: 0.342888±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.981682±0.0001, DIVERSITY_HERFINDAHL: 0.998163±0.0000, COVERAGE_ITEM: 0.489224±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135801±0.0003, SHANNON_ENTROPY: 10.171918±0.0077, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'num_factors': 387, 'n_oversamples': 2, 'n_iter': 11, 'feature_weighting': 'none'} - results: ROC_AUC: 0.061235±0.0009, PRECISION: 0.008256±0.0000, PRECISION_RECALL_MIN_DEN: 0.082561±0.0005, RECALL: 0.082561±0.0005, MAP: 0.044590±0.0008, MRR: 0.044590±0.0008, NDCG: 0.053592±0.0007, F1: 0.015011±0.0001, HIT_RATE: 0.082561±0.0005, ARHR: 0.044590±0.0008, RMSE: 0.932774±0.0006, NOVELTY: 0.005957±0.0000, AVERAGE_POPULARITY: 0.345983±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978921±0.0001, DIVERSITY_HERFINDAHL: 0.997887±0.0000, COVERAGE_ITEM: 0.382006±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111795±0.0004, SHANNON_ENTROPY: 9.676831±0.0069, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'num_factors': 67, 'n_oversamples': 19, 'n_iter': 5, 'feature_weighting': 'none'} - results: ROC_AUC: 0.027347±0.0006, PRECISION: 0.004338±0.0001, PRECISION_RECALL_MIN_DEN: 0.043376±0.0014, RECALL: 0.043376±0.0014, MAP: 0.018551±0.0004, MRR: 0.018551±0.0004, NDCG: 0.024309±0.0006, F1: 0.007887±0.0003, HIT_RATE: 0.043376±0.0014, ARHR: 0.018551±0.0004, RMSE: 0.972767±0.0007, NOVELTY: 0.005886±0.0000, AVERAGE_POPULARITY: 0.548929±0.0063, DIVERSITY_MEAN_INTER_LIST: 0.880878±0.0018, DIVERSITY_HERFINDAHL: 0.988083±0.0002, COVERAGE_ITEM: 0.305034±0.0050, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116605±0.0033, SHANNON_ENTROPY: 8.078211±0.0363, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'num_factors': 224, 'n_oversamples': 1, 'n_iter': 13, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.050995±0.0015, PRECISION: 0.007266±0.0002, PRECISION_RECALL_MIN_DEN: 0.072662±0.0016, RECALL: 0.072662±0.0016, MAP: 0.036166±0.0012, MRR: 0.036166±0.0012, NDCG: 0.044745±0.0013, F1: 0.013211±0.0003, HIT_RATE: 0.072662±0.0016, ARHR: 0.036166±0.0012, RMSE: 0.909120±0.0010, NOVELTY: 0.006354±0.0000, AVERAGE_POPULARITY: 0.347093±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.973451±0.0002, DIVERSITY_HERFINDAHL: 0.997340±0.0000, COVERAGE_ITEM: 0.558994±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167938±0.0015, SHANNON_ENTROPY: 10.156721±0.0094, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'num_factors': 479, 'n_oversamples': 23, 'n_iter': 11, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.062171±0.0006, PRECISION: 0.008066±0.0001, PRECISION_RECALL_MIN_DEN: 0.080658±0.0009, RECALL: 0.080658±0.0009, MAP: 0.046319±0.0006, MRR: 0.046319±0.0006, NDCG: 0.054509±0.0006, F1: 0.014665±0.0002, HIT_RATE: 0.080658±0.0009, ARHR: 0.046319±0.0006, RMSE: 0.943559±0.0026, NOVELTY: 0.006199±0.0000, AVERAGE_POPULARITY: 0.213501±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.989351±0.0000, DIVERSITY_HERFINDAHL: 0.998929±0.0000, COVERAGE_ITEM: 0.118886±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.395613±0.0028, SHANNON_ENTROPY: 10.182563±0.0048, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'num_factors': 521, 'n_oversamples': 23, 'n_iter': 14, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062829±0.0009, PRECISION: 0.008258±0.0001, PRECISION_RECALL_MIN_DEN: 0.082583±0.0011, RECALL: 0.082583±0.0011, MAP: 0.046381±0.0010, MRR: 0.046381±0.0010, NDCG: 0.054999±0.0009, F1: 0.015015±0.0002, HIT_RATE: 0.082583±0.0011, ARHR: 0.046381±0.0010, RMSE: 0.930763±0.0009, NOVELTY: 0.006119±0.0000, AVERAGE_POPULARITY: 0.273041±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.986217±0.0000, DIVERSITY_HERFINDAHL: 0.998616±0.0000, COVERAGE_ITEM: 0.384417±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137402±0.0006, SHANNON_ENTROPY: 10.161288±0.0045, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'num_factors': 618, 'n_oversamples': 9, 'n_iter': 14, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070540±0.0010, PRECISION: 0.009366±0.0001, PRECISION_RECALL_MIN_DEN: 0.093655±0.0013, RECALL: 0.093655±0.0013, MAP: 0.051554±0.0008, MRR: 0.051554±0.0008, NDCG: 0.061568±0.0008, F1: 0.017028±0.0002, HIT_RATE: 0.093655±0.0013, ARHR: 0.051554±0.0008, RMSE: 0.913150±0.0030, NOVELTY: 0.006203±0.0000, AVERAGE_POPULARITY: 0.280103±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988786±0.0000, DIVERSITY_HERFINDAHL: 0.998873±0.0000, COVERAGE_ITEM: 0.455756±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.158776±0.0006, SHANNON_ENTROPY: 10.597416±0.0013, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'num_factors': 453, 'n_oversamples': 19, 'n_iter': 7, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068013±0.0010, PRECISION: 0.009199±0.0001, PRECISION_RECALL_MIN_DEN: 0.091992±0.0012, RECALL: 0.091992±0.0012, MAP: 0.049111±0.0007, MRR: 0.049111±0.0007, NDCG: 0.059284±0.0008, F1: 0.016726±0.0002, HIT_RATE: 0.091992±0.0012, ARHR: 0.049111±0.0007, RMSE: 0.903053±0.0023, NOVELTY: 0.006101±0.0000, AVERAGE_POPULARITY: 0.334796±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.983112±0.0001, DIVERSITY_HERFINDAHL: 0.998306±0.0000, COVERAGE_ITEM: 0.478886±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137009±0.0005, SHANNON_ENTROPY: 10.227101±0.0018, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'num_factors': 136, 'n_oversamples': 29, 'n_iter': 26, 'feature_weighting': 'none'} - results: ROC_AUC: 0.043704±0.0014, PRECISION: 0.006460±0.0002, PRECISION_RECALL_MIN_DEN: 0.064597±0.0020, RECALL: 0.064597±0.0020, MAP: 0.030054±0.0009, MRR: 0.030054±0.0009, NDCG: 0.038152±0.0012, F1: 0.011745±0.0004, HIT_RATE: 0.064597±0.0020, ARHR: 0.030054±0.0009, RMSE: 0.952832±0.0009, NOVELTY: 0.005892±0.0000, AVERAGE_POPULARITY: 0.480508±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.940296±0.0004, DIVERSITY_HERFINDAHL: 0.994024±0.0000, COVERAGE_ITEM: 0.395988±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107616±0.0008, SHANNON_ENTROPY: 8.735403±0.0128, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'num_factors': 588, 'n_oversamples': 14, 'n_iter': 6, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063770±0.0009, PRECISION: 0.008326±0.0001, PRECISION_RECALL_MIN_DEN: 0.083255±0.0010, RECALL: 0.083255±0.0010, MAP: 0.047441±0.0010, MRR: 0.047441±0.0010, NDCG: 0.055973±0.0008, F1: 0.015137±0.0002, HIT_RATE: 0.083255±0.0010, ARHR: 0.047441±0.0010, RMSE: 0.929898±0.0008, NOVELTY: 0.006167±0.0000, AVERAGE_POPULARITY: 0.254401±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.987923±0.0001, DIVERSITY_HERFINDAHL: 0.998787±0.0000, COVERAGE_ITEM: 0.386018±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147690±0.0006, SHANNON_ENTROPY: 10.313745±0.0070, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'num_factors': 487, 'n_oversamples': 19, 'n_iter': 14, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061813±0.0005, PRECISION: 0.007978±0.0000, PRECISION_RECALL_MIN_DEN: 0.079781±0.0004, RECALL: 0.079781±0.0004, MAP: 0.045957±0.0006, MRR: 0.045957±0.0006, NDCG: 0.054036±0.0005, F1: 0.014506±0.0001, HIT_RATE: 0.079781±0.0004, ARHR: 0.045957±0.0006, RMSE: 0.944125±0.0028, NOVELTY: 0.006209±0.0000, AVERAGE_POPULARITY: 0.210683±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.989551±0.0000, DIVERSITY_HERFINDAHL: 0.998949±0.0000, COVERAGE_ITEM: 0.120627±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.397177±0.0014, SHANNON_ENTROPY: 10.208735±0.0049, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'num_factors': 576, 'n_oversamples': 6, 'n_iter': 26, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063123±0.0007, PRECISION: 0.008263±0.0001, PRECISION_RECALL_MIN_DEN: 0.082629±0.0011, RECALL: 0.082629±0.0011, MAP: 0.046819±0.0008, MRR: 0.046819±0.0008, NDCG: 0.055348±0.0008, F1: 0.015023±0.0002, HIT_RATE: 0.082629±0.0011, ARHR: 0.046819±0.0008, RMSE: 0.930691±0.0009, NOVELTY: 0.006181±0.0000, AVERAGE_POPULARITY: 0.250404±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987915±0.0000, DIVERSITY_HERFINDAHL: 0.998786±0.0000, COVERAGE_ITEM: 0.386677±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148122±0.0009, SHANNON_ENTROPY: 10.319300±0.0057, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'num_factors': 659, 'n_oversamples': 7, 'n_iter': 18, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060676±0.0006, PRECISION: 0.007758±0.0001, PRECISION_RECALL_MIN_DEN: 0.077583±0.0008, RECALL: 0.077583±0.0008, MAP: 0.045374±0.0002, MRR: 0.045374±0.0002, NDCG: 0.053082±0.0004, F1: 0.014106±0.0001, HIT_RATE: 0.077583±0.0008, ARHR: 0.045374±0.0002, RMSE: 0.944784±0.0027, NOVELTY: 0.006366±0.0000, AVERAGE_POPULARITY: 0.173705±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.992005±0.0000, DIVERSITY_HERFINDAHL: 0.999195±0.0000, COVERAGE_ITEM: 0.154918±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402898±0.0034, SHANNON_ENTROPY: 10.588464±0.0027, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'num_factors': 300, 'n_oversamples': 22, 'n_iter': 7, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.061747±0.0006, PRECISION: 0.008106±0.0000, PRECISION_RECALL_MIN_DEN: 0.081057±0.0003, RECALL: 0.081057±0.0003, MAP: 0.045536±0.0007, MRR: 0.045536±0.0007, NDCG: 0.053996±0.0006, F1: 0.014738±0.0001, HIT_RATE: 0.081057±0.0003, ARHR: 0.045536±0.0007, RMSE: 0.940479±0.0021, NOVELTY: 0.005979±0.0000, AVERAGE_POPULARITY: 0.281351±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.984154±0.0001, DIVERSITY_HERFINDAHL: 0.998410±0.0000, COVERAGE_ITEM: 0.082249±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.386633±0.0029, SHANNON_ENTROPY: 9.619902±0.0052, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'num_factors': 685, 'n_oversamples': 13, 'n_iter': 26, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070710±0.0006, PRECISION: 0.009319±0.0001, PRECISION_RECALL_MIN_DEN: 0.093188±0.0009, RECALL: 0.093188±0.0009, MAP: 0.051921±0.0007, MRR: 0.051921±0.0007, NDCG: 0.061749±0.0006, F1: 0.016943±0.0002, HIT_RATE: 0.093188±0.0009, ARHR: 0.051921±0.0007, RMSE: 0.916443±0.0025, NOVELTY: 0.006257±0.0000, AVERAGE_POPULARITY: 0.258617±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.990359±0.0000, DIVERSITY_HERFINDAHL: 0.999030±0.0000, COVERAGE_ITEM: 0.454966±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.170545±0.0006, SHANNON_ENTROPY: 10.751071±0.0032, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 26, 'n_iter': 3, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070848±0.0009, PRECISION: 0.009339±0.0001, PRECISION_RECALL_MIN_DEN: 0.093393±0.0011, RECALL: 0.093393±0.0011, MAP: 0.051928±0.0009, MRR: 0.051928±0.0009, NDCG: 0.061803±0.0009, F1: 0.016981±0.0002, HIT_RATE: 0.093393±0.0011, ARHR: 0.051928±0.0009, RMSE: 0.908805±0.0027, NOVELTY: 0.006203±0.0000, AVERAGE_POPULARITY: 0.275684±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.989481±0.0000, DIVERSITY_HERFINDAHL: 0.998942±0.0000, COVERAGE_ITEM: 0.454717±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.163180±0.0007, SHANNON_ENTROPY: 10.662386±0.0073, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'num_factors': 698, 'n_oversamples': 5, 'n_iter': 29, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070674±0.0009, PRECISION: 0.009329±0.0001, PRECISION_RECALL_MIN_DEN: 0.093291±0.0008, RECALL: 0.093291±0.0008, MAP: 0.051911±0.0008, MRR: 0.051911±0.0008, NDCG: 0.061758±0.0007, F1: 0.016962±0.0001, HIT_RATE: 0.093291±0.0008, ARHR: 0.051911±0.0008, RMSE: 0.917732±0.0029, NOVELTY: 0.006268±0.0000, AVERAGE_POPULARITY: 0.254686±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.990619±0.0000, DIVERSITY_HERFINDAHL: 0.999056±0.0000, COVERAGE_ITEM: 0.454361±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173099±0.0004, SHANNON_ENTROPY: 10.779650±0.0024, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'num_factors': 700, 'n_oversamples': 1, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062190±0.0007, PRECISION: 0.008159±0.0001, PRECISION_RECALL_MIN_DEN: 0.081592±0.0012, RECALL: 0.081592±0.0012, MAP: 0.046187±0.0006, MRR: 0.046187±0.0006, NDCG: 0.054611±0.0006, F1: 0.014835±0.0002, HIT_RATE: 0.081592±0.0012, ARHR: 0.046187±0.0006, RMSE: 0.895410±0.0015, NOVELTY: 0.006010±0.0000, AVERAGE_POPULARITY: 0.327349±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.985442±0.0000, DIVERSITY_HERFINDAHL: 0.998539±0.0000, COVERAGE_ITEM: 0.374609±0.0038, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143040±0.0007, SHANNON_ENTROPY: 10.200489±0.0062, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'num_factors': 591, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070317±0.0013, PRECISION: 0.009388±0.0002, PRECISION_RECALL_MIN_DEN: 0.093883±0.0015, RECALL: 0.093883±0.0015, MAP: 0.051300±0.0010, MRR: 0.051300±0.0010, NDCG: 0.061417±0.0010, F1: 0.017070±0.0003, HIT_RATE: 0.093883±0.0015, ARHR: 0.051300±0.0010, RMSE: 0.912331±0.0024, NOVELTY: 0.006186±0.0000, AVERAGE_POPULARITY: 0.287739±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.988126±0.0000, DIVERSITY_HERFINDAHL: 0.998807±0.0000, COVERAGE_ITEM: 0.455702±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155001±0.0005, SHANNON_ENTROPY: 10.539496±0.0021, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'num_factors': 594, 'n_oversamples': 1, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070226±0.0010, PRECISION: 0.009360±0.0001, PRECISION_RECALL_MIN_DEN: 0.093598±0.0013, RECALL: 0.093598±0.0013, MAP: 0.051218±0.0009, MRR: 0.051218±0.0009, NDCG: 0.061291±0.0009, F1: 0.017018±0.0002, HIT_RATE: 0.093598±0.0013, ARHR: 0.051218±0.0009, RMSE: 0.912037±0.0023, NOVELTY: 0.006188±0.0000, AVERAGE_POPULARITY: 0.286619±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.988222±0.0001, DIVERSITY_HERFINDAHL: 0.998817±0.0000, COVERAGE_ITEM: 0.455918±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155381±0.0005, SHANNON_ENTROPY: 10.547177±0.0041, 
CrossSearchBayesianSkopt: New best config found. Config 75: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070789±0.0006, PRECISION: 0.009311±0.0000, PRECISION_RECALL_MIN_DEN: 0.093109±0.0005, RECALL: 0.093109±0.0005, MAP: 0.052049±0.0008, MRR: 0.052049±0.0008, NDCG: 0.061827±0.0006, F1: 0.016929±0.0001, HIT_RATE: 0.093109±0.0005, ARHR: 0.052049±0.0008, RMSE: 0.917107±0.0030, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254011±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.990662±0.0000, DIVERSITY_HERFINDAHL: 0.999061±0.0000, COVERAGE_ITEM: 0.454198±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173591±0.0005, SHANNON_ENTROPY: 10.784669±0.0034, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 26, 'n_iter': 24, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060082±0.0006, PRECISION: 0.007706±0.0001, PRECISION_RECALL_MIN_DEN: 0.077059±0.0007, RECALL: 0.077059±0.0007, MAP: 0.045078±0.0003, MRR: 0.045078±0.0003, NDCG: 0.052721±0.0003, F1: 0.014011±0.0001, HIT_RATE: 0.077059±0.0007, ARHR: 0.045078±0.0003, RMSE: 0.944988±0.0027, NOVELTY: 0.006401±0.0000, AVERAGE_POPULARITY: 0.166274±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.992428±0.0000, DIVERSITY_HERFINDAHL: 0.999237±0.0000, COVERAGE_ITEM: 0.162595±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.405075±0.0021, SHANNON_ENTROPY: 10.665507±0.0028, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 28, 'n_iter': 2, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068903±0.0015, PRECISION: 0.009032±0.0002, PRECISION_RECALL_MIN_DEN: 0.090318±0.0020, RECALL: 0.090318±0.0020, MAP: 0.051062±0.0012, MRR: 0.051062±0.0012, NDCG: 0.060408±0.0013, F1: 0.016421±0.0004, HIT_RATE: 0.090318±0.0020, ARHR: 0.051062±0.0012, RMSE: 0.902941±0.0031, NOVELTY: 0.006148±0.0000, AVERAGE_POPULARITY: 0.291863±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.988352±0.0001, DIVERSITY_HERFINDAHL: 0.998830±0.0000, COVERAGE_ITEM: 0.444780±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155495±0.0004, SHANNON_ENTROPY: 10.541537±0.0072, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'num_factors': 608, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070432±0.0012, PRECISION: 0.009372±0.0002, PRECISION_RECALL_MIN_DEN: 0.093724±0.0022, RECALL: 0.093724±0.0022, MAP: 0.051378±0.0009, MRR: 0.051378±0.0009, NDCG: 0.061447±0.0011, F1: 0.017041±0.0004, HIT_RATE: 0.093724±0.0022, ARHR: 0.051378±0.0009, RMSE: 0.913335±0.0026, NOVELTY: 0.006198±0.0000, AVERAGE_POPULARITY: 0.282117±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988592±0.0000, DIVERSITY_HERFINDAHL: 0.998854±0.0000, COVERAGE_ITEM: 0.454804±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157628±0.0006, SHANNON_ENTROPY: 10.577860±0.0030, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'num_factors': 610, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070243±0.0012, PRECISION: 0.009338±0.0001, PRECISION_RECALL_MIN_DEN: 0.093382±0.0013, RECALL: 0.093382±0.0013, MAP: 0.051348±0.0009, MRR: 0.051348±0.0009, NDCG: 0.061343±0.0009, F1: 0.016979±0.0002, HIT_RATE: 0.093382±0.0013, ARHR: 0.051348±0.0009, RMSE: 0.913160±0.0026, NOVELTY: 0.006199±0.0000, AVERAGE_POPULARITY: 0.281733±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.988634±0.0000, DIVERSITY_HERFINDAHL: 0.998858±0.0000, COVERAGE_ITEM: 0.455150±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157712±0.0006, SHANNON_ENTROPY: 10.581011±0.0022, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'num_factors': 699, 'n_oversamples': 4, 'n_iter': 27, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060271±0.0006, PRECISION: 0.007715±0.0001, PRECISION_RECALL_MIN_DEN: 0.077150±0.0009, RECALL: 0.077150±0.0009, MAP: 0.045098±0.0002, MRR: 0.045098±0.0002, NDCG: 0.052765±0.0004, F1: 0.014027±0.0002, HIT_RATE: 0.077150±0.0009, ARHR: 0.045098±0.0002, RMSE: 0.945127±0.0026, NOVELTY: 0.006400±0.0000, AVERAGE_POPULARITY: 0.166418±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992431±0.0000, DIVERSITY_HERFINDAHL: 0.999237±0.0000, COVERAGE_ITEM: 0.162768±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.404622±0.0019, SHANNON_ENTROPY: 10.665327±0.0034, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'num_factors': 539, 'n_oversamples': 3, 'n_iter': 1, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059226±0.0008, PRECISION: 0.007811±0.0001, PRECISION_RECALL_MIN_DEN: 0.078107±0.0011, RECALL: 0.078107±0.0011, MAP: 0.044206±0.0007, MRR: 0.044206±0.0007, NDCG: 0.052255±0.0006, F1: 0.014201±0.0002, HIT_RATE: 0.078107±0.0011, ARHR: 0.044206±0.0007, RMSE: 0.895008±0.0017, NOVELTY: 0.005932±0.0000, AVERAGE_POPULARITY: 0.358613±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.981832±0.0001, DIVERSITY_HERFINDAHL: 0.998178±0.0000, COVERAGE_ITEM: 0.367051±0.0050, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126767±0.0014, SHANNON_ENTROPY: 9.929031±0.0100, 
CrossSearchBayesianSkopt: New best config found. Config 82: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070875±0.0007, PRECISION: 0.009327±0.0001, PRECISION_RECALL_MIN_DEN: 0.093268±0.0006, RECALL: 0.093268±0.0006, MAP: 0.052085±0.0006, MRR: 0.052085±0.0006, NDCG: 0.061892±0.0006, F1: 0.016958±0.0001, HIT_RATE: 0.093268±0.0006, ARHR: 0.052085±0.0006, RMSE: 0.917337±0.0025, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254224±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990651±0.0000, DIVERSITY_HERFINDAHL: 0.999059±0.0000, COVERAGE_ITEM: 0.454285±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173489±0.0005, SHANNON_ENTROPY: 10.784030±0.0049, 
CrossSearchBayesianSkopt: New best config found. Config 83: {'num_factors': 700, 'n_oversamples': 30, 'n_iter': 30, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070574±0.0006, PRECISION: 0.009342±0.0001, PRECISION_RECALL_MIN_DEN: 0.093416±0.0009, RECALL: 0.093416±0.0009, MAP: 0.052186±0.0006, MRR: 0.052186±0.0006, NDCG: 0.061982±0.0005, F1: 0.016985±0.0002, HIT_RATE: 0.093416±0.0009, ARHR: 0.052186±0.0006, RMSE: 0.917235±0.0027, NOVELTY: 0.006270±0.0000, AVERAGE_POPULARITY: 0.254140±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.990655±0.0000, DIVERSITY_HERFINDAHL: 0.999060±0.0000, COVERAGE_ITEM: 0.455009±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.173215±0.0005, SHANNON_ENTROPY: 10.783627±0.0022, 
