CrossSearchBayesianSkopt: New best config found. Config 0: {'num_factors': 393, 'regularization': 10.941195511447303, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.109454314053172} - results: ROC_AUC: 0.039110±0.0027, PRECISION: 0.005822±0.0003, PRECISION_RECALL_MIN_DEN: 0.058220±0.0033, RECALL: 0.058220±0.0033, MAP: 0.025845±0.0020, MRR: 0.025845±0.0020, NDCG: 0.033454±0.0023, F1: 0.010586±0.0006, HIT_RATE: 0.058220±0.0033, ARHR: 0.025845±0.0020, RMSE: 0.978296±0.0002, NOVELTY: 0.005954±0.0000, AVERAGE_POPULARITY: 0.279889±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.977922±0.0001, DIVERSITY_HERFINDAHL: 0.997770±0.0000, COVERAGE_ITEM: 0.050511±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.445151±0.0028, SHANNON_ENTROPY: 9.101458±0.0053, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'num_factors': 301, 'regularization': 0.4371574205150111, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 1.5052194340233755} - results: ROC_AUC: 0.033900±0.0017, PRECISION: 0.005154±0.0002, PRECISION_RECALL_MIN_DEN: 0.051536±0.0020, RECALL: 0.051536±0.0020, MAP: 0.022732±0.0015, MRR: 0.022732±0.0015, NDCG: 0.029469±0.0015, F1: 0.009370±0.0004, HIT_RATE: 0.051536±0.0020, ARHR: 0.022732±0.0015, RMSE: 0.963862±0.0007, NOVELTY: 0.005956±0.0000, AVERAGE_POPULARITY: 0.274716±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980502±0.0000, DIVERSITY_HERFINDAHL: 0.998028±0.0000, COVERAGE_ITEM: 0.054945±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.453440±0.0025, SHANNON_ENTROPY: 9.238158±0.0035, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'num_factors': 533, 'regularization': 0.04145961089739828, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 38.8239970187983} - results: ROC_AUC: 0.031135±0.0012, PRECISION: 0.004901±0.0002, PRECISION_RECALL_MIN_DEN: 0.049006±0.0017, RECALL: 0.049006±0.0017, MAP: 0.020381±0.0008, MRR: 0.020381±0.0008, NDCG: 0.027056±0.0010, F1: 0.008910±0.0003, HIT_RATE: 0.049006±0.0017, ARHR: 0.020381±0.0008, RMSE: 0.902880±0.0024, NOVELTY: 0.006212±0.0000, AVERAGE_POPULARITY: 0.249802±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.991665±0.0001, DIVERSITY_HERFINDAHL: 0.999144±0.0000, COVERAGE_ITEM: 0.201363±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346059±0.0008, SHANNON_ENTROPY: 10.746249±0.0068, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'num_factors': 376, 'regularization': 0.04623427015834703, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 7.3590022235119665} - results: ROC_AUC: 0.035150±0.0012, PRECISION: 0.005510±0.0002, PRECISION_RECALL_MIN_DEN: 0.055104±0.0017, RECALL: 0.055104±0.0017, MAP: 0.023664±0.0010, MRR: 0.023664±0.0010, NDCG: 0.030981±0.0011, F1: 0.010019±0.0003, HIT_RATE: 0.055104±0.0017, ARHR: 0.023664±0.0010, RMSE: 0.914787±0.0013, NOVELTY: 0.005991±0.0000, AVERAGE_POPULARITY: 0.298620±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.987372±0.0000, DIVERSITY_HERFINDAHL: 0.998715±0.0000, COVERAGE_ITEM: 0.110960±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.377330±0.0017, SHANNON_ENTROPY: 10.027821±0.0034, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'num_factors': 476, 'regularization': 37.287151353161704, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.045183159806320365} - results: ROC_AUC: 0.002203±0.0007, PRECISION: 0.000447±0.0001, PRECISION_RECALL_MIN_DEN: 0.004472±0.0012, RECALL: 0.004472±0.0012, MAP: 0.001226±0.0004, MRR: 0.001226±0.0004, NDCG: 0.001969±0.0006, F1: 0.000813±0.0002, HIT_RATE: 0.004472±0.0012, ARHR: 0.001226±0.0004, RMSE: 1.000000±0.0000, NOVELTY: 0.006171±0.0000, AVERAGE_POPULARITY: 0.194951±0.0065, DIVERSITY_MEAN_INTER_LIST: 0.033939±0.0009, DIVERSITY_HERFINDAHL: 0.903393±0.0001, COVERAGE_ITEM: 0.000811±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.707620±0.0726, SHANNON_ENTROPY: 3.404737±0.0013, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'num_factors': 449, 'regularization': 117.3636008539699, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 74.40028925970734} - results: ROC_AUC: 0.034628±0.0021, PRECISION: 0.005506±0.0004, PRECISION_RECALL_MIN_DEN: 0.055059±0.0038, RECALL: 0.055059±0.0038, MAP: 0.022364±0.0014, MRR: 0.022364±0.0014, NDCG: 0.029983±0.0019, F1: 0.010011±0.0007, HIT_RATE: 0.055059±0.0038, ARHR: 0.022364±0.0014, RMSE: 0.840241±0.0020, NOVELTY: 0.005881±0.0000, AVERAGE_POPULARITY: 0.359780±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.981924±0.0001, DIVERSITY_HERFINDAHL: 0.998170±0.0000, COVERAGE_ITEM: 0.133420±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.283073±0.0016, SHANNON_ENTROPY: 9.821087±0.0043, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'num_factors': 420, 'regularization': 1.379895655433933, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 3.2276605366827997} - results: ROC_AUC: 0.036620±0.0013, PRECISION: 0.005456±0.0002, PRECISION_RECALL_MIN_DEN: 0.054562±0.0018, RECALL: 0.054562±0.0018, MAP: 0.024635±0.0010, MRR: 0.024635±0.0010, NDCG: 0.031658±0.0010, F1: 0.009920±0.0003, HIT_RATE: 0.054562±0.0018, ARHR: 0.024635±0.0010, RMSE: 0.945341±0.0011, NOVELTY: 0.006078±0.0000, AVERAGE_POPULARITY: 0.252522±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.988231±0.0000, DIVERSITY_HERFINDAHL: 0.998801±0.0000, COVERAGE_ITEM: 0.096404±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.436286±0.0018, SHANNON_ENTROPY: 10.016434±0.0044, 
CrossSearchBayesianSkopt: New best config found. Config 60: {'num_factors': 493, 'regularization': 86.41492429001921, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 7.9224088801585735} - results: ROC_AUC: 0.041212±0.0020, PRECISION: 0.006558±0.0003, PRECISION_RECALL_MIN_DEN: 0.065583±0.0030, RECALL: 0.065583±0.0030, MAP: 0.027496±0.0014, MRR: 0.027496±0.0014, NDCG: 0.036340±0.0016, F1: 0.011924±0.0005, HIT_RATE: 0.065583±0.0030, ARHR: 0.027496±0.0014, RMSE: 0.912106±0.0004, NOVELTY: 0.005530±0.0000, AVERAGE_POPULARITY: 0.495634±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.953108±0.0002, DIVERSITY_HERFINDAHL: 0.995289±0.0000, COVERAGE_ITEM: 0.039676±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.306896±0.0017, SHANNON_ENTROPY: 8.242208±0.0057, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'num_factors': 306, 'regularization': 0.17342693671227113, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.8909785006843489} - results: ROC_AUC: 0.028531±0.0008, PRECISION: 0.004219±0.0001, PRECISION_RECALL_MIN_DEN: 0.042186±0.0007, RECALL: 0.042186±0.0007, MAP: 0.019918±0.0010, MRR: 0.019918±0.0010, NDCG: 0.025127±0.0008, F1: 0.007670±0.0001, HIT_RATE: 0.042186±0.0007, ARHR: 0.019918±0.0010, RMSE: 0.979331±0.0003, NOVELTY: 0.005995±0.0000, AVERAGE_POPULARITY: 0.253046±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.970436±0.0001, DIVERSITY_HERFINDAHL: 0.997022±0.0000, COVERAGE_ITEM: 0.044942±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.379691±0.0064, SHANNON_ENTROPY: 8.722760±0.0037, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'num_factors': 457, 'regularization': 0.03303172642900767, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.03309387960311473} - results: ROC_AUC: 0.014198±0.0009, PRECISION: 0.002254±0.0001, PRECISION_RECALL_MIN_DEN: 0.022538±0.0007, RECALL: 0.022538±0.0007, MAP: 0.009724±0.0006, MRR: 0.009724±0.0006, NDCG: 0.012694±0.0006, F1: 0.004098±0.0001, HIT_RATE: 0.022538±0.0007, ARHR: 0.009724±0.0006, RMSE: 0.999466±0.0000, NOVELTY: 0.006069±0.0000, AVERAGE_POPULARITY: 0.239203±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.927695±0.0030, DIVERSITY_HERFINDAHL: 0.992749±0.0003, COVERAGE_ITEM: 0.055420±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184809±0.0062, SHANNON_ENTROPY: 7.895327±0.0616, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'num_factors': 545, 'regularization': 0.6491501211036779, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 38.33066106146236} - results: ROC_AUC: 0.031722±0.0016, PRECISION: 0.004878±0.0003, PRECISION_RECALL_MIN_DEN: 0.048780±0.0031, RECALL: 0.048780±0.0031, MAP: 0.021504±0.0013, MRR: 0.021504±0.0013, NDCG: 0.027863±0.0014, F1: 0.008869±0.0006, HIT_RATE: 0.048780±0.0031, ARHR: 0.021504±0.0013, RMSE: 0.907404±0.0015, NOVELTY: 0.006256±0.0000, AVERAGE_POPULARITY: 0.238134±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.992241±0.0000, DIVERSITY_HERFINDAHL: 0.999202±0.0000, COVERAGE_ITEM: 0.213398±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348922±0.0014, SHANNON_ENTROPY: 10.841696±0.0051, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'num_factors': 381, 'regularization': 0.053845811998419785, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 4.785764316294976} - results: ROC_AUC: 0.035757±0.0013, PRECISION: 0.005542±0.0002, PRECISION_RECALL_MIN_DEN: 0.055420±0.0017, RECALL: 0.055420±0.0017, MAP: 0.024174±0.0014, MRR: 0.024174±0.0014, NDCG: 0.031453±0.0013, F1: 0.010076±0.0003, HIT_RATE: 0.055420±0.0017, ARHR: 0.024174±0.0014, RMSE: 0.928578±0.0010, NOVELTY: 0.005993±0.0000, AVERAGE_POPULARITY: 0.290246±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987183±0.0000, DIVERSITY_HERFINDAHL: 0.998696±0.0000, COVERAGE_ITEM: 0.098546±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.403464±0.0025, SHANNON_ENTROPY: 9.947548±0.0035, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'num_factors': 548, 'regularization': 0.1051193829571036, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 4.362162631535485} - results: ROC_AUC: 0.035230±0.0011, PRECISION: 0.005208±0.0002, PRECISION_RECALL_MIN_DEN: 0.052078±0.0021, RECALL: 0.052078±0.0021, MAP: 0.023646±0.0008, MRR: 0.023646±0.0008, NDCG: 0.030323±0.0009, F1: 0.009469±0.0004, HIT_RATE: 0.052078±0.0021, ARHR: 0.023646±0.0008, RMSE: 0.944088±0.0013, NOVELTY: 0.006215±0.0000, AVERAGE_POPULARITY: 0.218364±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991146±0.0000, DIVERSITY_HERFINDAHL: 0.999092±0.0000, COVERAGE_ITEM: 0.130424±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.432955±0.0040, SHANNON_ENTROPY: 10.446277±0.0025, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'num_factors': 445, 'regularization': 0.06060333118848645, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.17758003793058055} - results: ROC_AUC: 0.016908±0.0020, PRECISION: 0.002453±0.0003, PRECISION_RECALL_MIN_DEN: 0.024526±0.0028, RECALL: 0.024526±0.0028, MAP: 0.011707±0.0013, MRR: 0.011707±0.0013, NDCG: 0.014720±0.0016, F1: 0.004459±0.0005, HIT_RATE: 0.024526±0.0028, ARHR: 0.011707±0.0013, RMSE: 0.997582±0.0001, NOVELTY: 0.006292±0.0000, AVERAGE_POPULARITY: 0.176550±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.975069±0.0005, DIVERSITY_HERFINDAHL: 0.997485±0.0000, COVERAGE_ITEM: 0.089667±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269436±0.0032, SHANNON_ENTROPY: 9.219218±0.0223, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'num_factors': 410, 'regularization': 11.800814957632262, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 45.93902585483225} - results: ROC_AUC: 0.031311±0.0016, PRECISION: 0.005032±0.0002, PRECISION_RECALL_MIN_DEN: 0.050316±0.0023, RECALL: 0.050316±0.0023, MAP: 0.020266±0.0015, MRR: 0.020266±0.0015, NDCG: 0.027256±0.0016, F1: 0.009148±0.0004, HIT_RATE: 0.050316±0.0023, ARHR: 0.020266±0.0015, RMSE: 0.876018±0.0014, NOVELTY: 0.006020±0.0000, AVERAGE_POPULARITY: 0.307372±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.987651±0.0000, DIVERSITY_HERFINDAHL: 0.998743±0.0000, COVERAGE_ITEM: 0.156799±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.320029±0.0019, SHANNON_ENTROPY: 10.260411±0.0065, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'num_factors': 310, 'regularization': 6.210154207832055, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.20369897732082995} - results: ROC_AUC: 0.019858±0.0009, PRECISION: 0.003117±0.0002, PRECISION_RECALL_MIN_DEN: 0.031165±0.0019, RECALL: 0.031165±0.0019, MAP: 0.014036±0.0006, MRR: 0.014036±0.0006, NDCG: 0.018000±0.0005, F1: 0.005666±0.0003, HIT_RATE: 0.031165±0.0019, ARHR: 0.014036±0.0006, RMSE: 0.997459±0.0000, NOVELTY: 0.005037±0.0000, AVERAGE_POPULARITY: 0.837045±0.0059, DIVERSITY_MEAN_INTER_LIST: 0.544444±0.0036, DIVERSITY_HERFINDAHL: 0.954432±0.0004, COVERAGE_ITEM: 0.004088±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275333±0.0058, SHANNON_ENTROPY: 4.723877±0.0090, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'num_factors': 493, 'regularization': 0.4968569268045589, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.048294736192213666} - results: ROC_AUC: 0.028787±0.0014, PRECISION: 0.004210±0.0003, PRECISION_RECALL_MIN_DEN: 0.042096±0.0025, RECALL: 0.042096±0.0025, MAP: 0.019391±0.0008, MRR: 0.019391±0.0008, NDCG: 0.024740±0.0011, F1: 0.007654±0.0005, HIT_RATE: 0.042096±0.0025, ARHR: 0.019391±0.0008, RMSE: 0.998898±0.0000, NOVELTY: 0.006147±0.0000, AVERAGE_POPULARITY: 0.218416±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.966623±0.0007, DIVERSITY_HERFINDAHL: 0.996640±0.0001, COVERAGE_ITEM: 0.071490±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258790±0.0029, SHANNON_ENTROPY: 8.828385±0.0222, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'num_factors': 450, 'regularization': 1.0367531365577582, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.04964958107237151} - results: ROC_AUC: 0.029549±0.0026, PRECISION: 0.004444±0.0002, PRECISION_RECALL_MIN_DEN: 0.044444±0.0021, RECALL: 0.044444±0.0021, MAP: 0.020788±0.0020, MRR: 0.020788±0.0020, NDCG: 0.026297±0.0019, F1: 0.008081±0.0004, HIT_RATE: 0.044444±0.0021, ARHR: 0.020788±0.0020, RMSE: 0.998970±0.0000, NOVELTY: 0.005494±0.0000, AVERAGE_POPULARITY: 0.483596±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.911414±0.0010, DIVERSITY_HERFINDAHL: 0.991121±0.0001, COVERAGE_ITEM: 0.025001±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251107±0.0041, SHANNON_ENTROPY: 7.284734±0.0120, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'num_factors': 507, 'regularization': 0.2771974624534537, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.033566593145831505} - results: ROC_AUC: 0.024059±0.0018, PRECISION: 0.003595±0.0003, PRECISION_RECALL_MIN_DEN: 0.035953±0.0032, RECALL: 0.035953±0.0032, MAP: 0.016085±0.0013, MRR: 0.016085±0.0013, NDCG: 0.020748±0.0017, F1: 0.006537±0.0006, HIT_RATE: 0.035953±0.0032, ARHR: 0.016085±0.0013, RMSE: 0.999258±0.0000, NOVELTY: 0.006131±0.0000, AVERAGE_POPULARITY: 0.218472±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.959546±0.0011, DIVERSITY_HERFINDAHL: 0.995933±0.0001, COVERAGE_ITEM: 0.063736±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246526±0.0034, SHANNON_ENTROPY: 8.584816±0.0399, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'num_factors': 320, 'regularization': 0.09631009373215242, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.03579257476232269} - results: ROC_AUC: 0.016466±0.0012, PRECISION: 0.002529±0.0001, PRECISION_RECALL_MIN_DEN: 0.025294±0.0012, RECALL: 0.025294±0.0012, MAP: 0.011517±0.0007, MRR: 0.011517±0.0007, NDCG: 0.014719±0.0008, F1: 0.004599±0.0002, HIT_RATE: 0.025294±0.0012, ARHR: 0.011517±0.0007, RMSE: 0.999403±0.0000, NOVELTY: 0.005994±0.0000, AVERAGE_POPULARITY: 0.257958±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.915509±0.0155, DIVERSITY_HERFINDAHL: 0.991530±0.0015, COVERAGE_ITEM: 0.061130±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178339±0.0090, SHANNON_ENTROPY: 7.910645±0.1686, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'num_factors': 535, 'regularization': 7.019460213851743, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 68.07736506790428} - results: ROC_AUC: 0.032184±0.0013, PRECISION: 0.004977±0.0002, PRECISION_RECALL_MIN_DEN: 0.049774±0.0023, RECALL: 0.049774±0.0023, MAP: 0.021439±0.0010, MRR: 0.021439±0.0010, NDCG: 0.028052±0.0011, F1: 0.009050±0.0004, HIT_RATE: 0.049774±0.0023, ARHR: 0.021439±0.0010, RMSE: 0.895334±0.0021, NOVELTY: 0.006223±0.0000, AVERAGE_POPULARITY: 0.252315±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.991560±0.0000, DIVERSITY_HERFINDAHL: 0.999134±0.0000, COVERAGE_ITEM: 0.219162±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328543±0.0011, SHANNON_ENTROPY: 10.779770±0.0041, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'num_factors': 470, 'regularization': 0.03654354549882296, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 15.573042783765542} - results: ROC_AUC: 0.033680±0.0020, PRECISION: 0.005203±0.0003, PRECISION_RECALL_MIN_DEN: 0.052033±0.0032, RECALL: 0.052033±0.0032, MAP: 0.022156±0.0012, MRR: 0.022156±0.0012, NDCG: 0.029140±0.0015, F1: 0.009460±0.0006, HIT_RATE: 0.052033±0.0032, ARHR: 0.022156±0.0012, RMSE: 0.907106±0.0016, NOVELTY: 0.006106±0.0000, AVERAGE_POPULARITY: 0.271288±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.989983±0.0000, DIVERSITY_HERFINDAHL: 0.998976±0.0000, COVERAGE_ITEM: 0.153079±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.362059±0.0012, SHANNON_ENTROPY: 10.427571±0.0038, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'num_factors': 311, 'regularization': 94.16519290591795, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 5.202781930901513} - results: ROC_AUC: 0.031311±0.0012, PRECISION: 0.005000±0.0001, PRECISION_RECALL_MIN_DEN: 0.050000±0.0010, RECALL: 0.050000±0.0010, MAP: 0.020765±0.0013, MRR: 0.020765±0.0013, NDCG: 0.027557±0.0011, F1: 0.009091±0.0002, HIT_RATE: 0.050000±0.0010, ARHR: 0.020765±0.0013, RMSE: 0.936614±0.0007, NOVELTY: 0.005218±0.0000, AVERAGE_POPULARITY: 0.681824±0.0059, DIVERSITY_MEAN_INTER_LIST: 0.861009±0.0006, DIVERSITY_HERFINDAHL: 0.986081±0.0001, COVERAGE_ITEM: 0.011398±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.336402±0.0042, SHANNON_ENTROPY: 6.557989±0.0024, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'num_factors': 366, 'regularization': 1.0630355586301259, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.017318969370487027} - results: ROC_AUC: 0.010895±0.0012, PRECISION: 0.002028±0.0001, PRECISION_RECALL_MIN_DEN: 0.020280±0.0013, RECALL: 0.020280±0.0013, MAP: 0.006533±0.0012, MRR: 0.006533±0.0012, NDCG: 0.009691±0.0012, F1: 0.003687±0.0002, HIT_RATE: 0.020280±0.0013, ARHR: 0.006533±0.0012, RMSE: 0.999927±0.0000, NOVELTY: 0.005009±0.0000, AVERAGE_POPULARITY: 0.862586±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.128363±0.0002, DIVERSITY_HERFINDAHL: 0.912833±0.0000, COVERAGE_ITEM: 0.002606±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243924±0.0088, SHANNON_ENTROPY: 3.606031±0.0009, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'num_factors': 410, 'regularization': 0.28354612905163784, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 11.537633870617789} - results: ROC_AUC: 0.034754±0.0018, PRECISION: 0.005456±0.0003, PRECISION_RECALL_MIN_DEN: 0.054562±0.0031, RECALL: 0.054562±0.0031, MAP: 0.023129±0.0014, MRR: 0.023129±0.0014, NDCG: 0.030443±0.0016, F1: 0.009920±0.0006, HIT_RATE: 0.054562±0.0031, ARHR: 0.023129±0.0014, RMSE: 0.906528±0.0014, NOVELTY: 0.006033±0.0000, AVERAGE_POPULARITY: 0.290671±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.988415±0.0001, DIVERSITY_HERFINDAHL: 0.998819±0.0000, COVERAGE_ITEM: 0.131527±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.360398±0.0023, SHANNON_ENTROPY: 10.204933±0.0062, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'num_factors': 466, 'regularization': 166.1182820435338, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 6.085866118947444} - results: ROC_AUC: 0.014474±0.0011, PRECISION: 0.002462±0.0001, PRECISION_RECALL_MIN_DEN: 0.024616±0.0012, RECALL: 0.024616±0.0012, MAP: 0.008932±0.0010, MRR: 0.008932±0.0010, NDCG: 0.012565±0.0009, F1: 0.004476±0.0002, HIT_RATE: 0.024616±0.0012, ARHR: 0.008932±0.0010, RMSE: 0.944781±0.0008, NOVELTY: 0.005005±0.0000, AVERAGE_POPULARITY: 0.866071±0.0062, DIVERSITY_MEAN_INTER_LIST: 0.405064±0.0025, DIVERSITY_HERFINDAHL: 0.940497±0.0002, COVERAGE_ITEM: 0.002574±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.330988±0.0087, SHANNON_ENTROPY: 4.265327±0.0051, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'num_factors': 313, 'regularization': 2.180769760068182, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 23.611549670485616} - results: ROC_AUC: 0.031446±0.0014, PRECISION: 0.005086±0.0002, PRECISION_RECALL_MIN_DEN: 0.050858±0.0016, RECALL: 0.050858±0.0016, MAP: 0.020011±0.0009, MRR: 0.020011±0.0009, NDCG: 0.027191±0.0010, F1: 0.009247±0.0003, HIT_RATE: 0.050858±0.0016, ARHR: 0.020011±0.0009, RMSE: 0.873712±0.0022, NOVELTY: 0.005939±0.0000, AVERAGE_POPULARITY: 0.328232±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.985731±0.0001, DIVERSITY_HERFINDAHL: 0.998551±0.0000, COVERAGE_ITEM: 0.127721±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.326661±0.0025, SHANNON_ENTROPY: 10.007175±0.0083, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'num_factors': 474, 'regularization': 7.543908181625153, 'epochs': 50, 'confidence_scaling': 'linear', 'alpha': 0.022722869383649466} - results: ROC_AUC: 0.001089±0.0004, PRECISION: 0.000244±0.0001, PRECISION_RECALL_MIN_DEN: 0.002439±0.0007, RECALL: 0.002439±0.0007, MAP: 0.000607±0.0002, MRR: 0.000607±0.0002, NDCG: 0.001021±0.0003, F1: 0.000443±0.0001, HIT_RATE: 0.002439±0.0007, ARHR: 0.000607±0.0002, RMSE: 1.000000±0.0000, NOVELTY: 0.006538±0.0000, AVERAGE_POPULARITY: 0.121776±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.020341±0.0005, DIVERSITY_HERFINDAHL: 0.902034±0.0000, COVERAGE_ITEM: 0.000681±0.0000, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.818143±0.0298, SHANNON_ENTROPY: 3.376077±0.0010, 
