CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 619, 'shrink': 41, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.2721348494079827, 'tversky_beta': 0.9384403818559839} - results: ROC_AUC: 0.009134±0.0006, PRECISION: 0.001468±0.0001, PRECISION_RECALL_MIN_DEN: 0.014679±0.0009, RECALL: 0.014679±0.0009, MAP: 0.005853±0.0007, MRR: 0.005853±0.0007, NDCG: 0.007908±0.0007, F1: 0.002669±0.0002, HIT_RATE: 0.014679±0.0009, ARHR: 0.005853±0.0007, RMSE: 0.946563±0.0005, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.084197±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992650±0.0000, DIVERSITY_HERFINDAHL: 0.999243±0.0000, COVERAGE_ITEM: 0.395631±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344057±0.0004, SHANNON_ENTROPY: 11.513472±0.0029, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 27, 'shrink': 1880, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.1268808623585105, 'tversky_beta': 0.002442008343825908} - results: ROC_AUC: 0.009621±0.0008, PRECISION: 0.001540±0.0001, PRECISION_RECALL_MIN_DEN: 0.015402±0.0009, RECALL: 0.015402±0.0009, MAP: 0.005985±0.0006, MRR: 0.005985±0.0006, NDCG: 0.008181±0.0006, F1: 0.002800±0.0002, HIT_RATE: 0.015402±0.0009, ARHR: 0.005985±0.0006, RMSE: 0.999757±0.0000, NOVELTY: 0.004900±0.0000, AVERAGE_POPULARITY: 0.060605±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.993807±0.0000, DIVERSITY_HERFINDAHL: 0.999358±0.0000, COVERAGE_ITEM: 0.502309±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.393555±0.0009, SHANNON_ENTROPY: 11.985664±0.0042, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 980, 'shrink': 1958, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9677763669541228, 'tversky_beta': 1.7218317907305474} - results: ROC_AUC: 0.007794±0.0005, PRECISION: 0.001251±0.0001, PRECISION_RECALL_MIN_DEN: 0.012511±0.0010, RECALL: 0.012511±0.0010, MAP: 0.005111±0.0003, MRR: 0.005111±0.0003, NDCG: 0.006831±0.0004, F1: 0.002275±0.0002, HIT_RATE: 0.012511±0.0010, ARHR: 0.005111±0.0003, RMSE: 0.998509±0.0000, NOVELTY: 0.006663±0.0000, AVERAGE_POPULARITY: 0.072003±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992721±0.0000, DIVERSITY_HERFINDAHL: 0.999250±0.0000, COVERAGE_ITEM: 0.354788±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.342073±0.0009, SHANNON_ENTROPY: 11.397543±0.0023, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 18, 'shrink': 14, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9404962101207155, 'tversky_beta': 0.04655002388860719} - results: ROC_AUC: 0.011849±0.0015, PRECISION: 0.001816±0.0002, PRECISION_RECALL_MIN_DEN: 0.018157±0.0022, RECALL: 0.018157±0.0022, MAP: 0.007476±0.0008, MRR: 0.007476±0.0008, NDCG: 0.009985±0.0011, F1: 0.003301±0.0004, HIT_RATE: 0.018157±0.0022, ARHR: 0.007476±0.0008, RMSE: 0.979702±0.0011, NOVELTY: 0.005151±0.0000, AVERAGE_POPULARITY: 0.058700±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.994057±0.0000, DIVERSITY_HERFINDAHL: 0.999383±0.0000, COVERAGE_ITEM: 0.500752±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.390984±0.0005, SHANNON_ENTROPY: 11.978316±0.0013, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 984, 'shrink': 23, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0162403487987155, 'tversky_beta': 1.893933587879023} - results: ROC_AUC: 0.007779±0.0007, PRECISION: 0.001247±0.0001, PRECISION_RECALL_MIN_DEN: 0.012466±0.0013, RECALL: 0.012466±0.0013, MAP: 0.005057±0.0004, MRR: 0.005057±0.0004, NDCG: 0.006783±0.0005, F1: 0.002267±0.0002, HIT_RATE: 0.012466±0.0013, ARHR: 0.005057±0.0004, RMSE: 0.899946±0.0008, NOVELTY: 0.006750±0.0000, AVERAGE_POPULARITY: 0.072529±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992666±0.0000, DIVERSITY_HERFINDAHL: 0.999244±0.0000, COVERAGE_ITEM: 0.350224±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341642±0.0009, SHANNON_ENTROPY: 11.379913±0.0020, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 68, 'shrink': 73, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9231481887128867, 'tversky_beta': 0.037744095949013186} - results: ROC_AUC: 0.009706±0.0009, PRECISION: 0.001608±0.0001, PRECISION_RECALL_MIN_DEN: 0.016079±0.0013, RECALL: 0.016079±0.0013, MAP: 0.006114±0.0004, MRR: 0.006114±0.0004, NDCG: 0.008426±0.0006, F1: 0.002924±0.0002, HIT_RATE: 0.016079±0.0013, ARHR: 0.006114±0.0004, RMSE: 0.992143±0.0003, NOVELTY: 0.005655±0.0000, AVERAGE_POPULARITY: 0.057899±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993520±0.0000, DIVERSITY_HERFINDAHL: 0.999330±0.0000, COVERAGE_ITEM: 0.508483±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402075±0.0005, SHANNON_ENTROPY: 12.023098±0.0025, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 924, 'shrink': 102, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.970319146057468, 'tversky_beta': 1.8744824679321457} - results: ROC_AUC: 0.008005±0.0006, PRECISION: 0.001323±0.0001, PRECISION_RECALL_MIN_DEN: 0.013234±0.0010, RECALL: 0.013234±0.0010, MAP: 0.005264±0.0003, MRR: 0.005264±0.0003, NDCG: 0.007110±0.0004, F1: 0.002406±0.0002, HIT_RATE: 0.013234±0.0010, ARHR: 0.005264±0.0003, RMSE: 0.974472±0.0002, NOVELTY: 0.006608±0.0000, AVERAGE_POPULARITY: 0.074077±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992732±0.0000, DIVERSITY_HERFINDAHL: 0.999251±0.0000, COVERAGE_ITEM: 0.360292±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340725±0.0007, SHANNON_ENTROPY: 11.409710±0.0019, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 10, 'shrink': 1986, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8885275113862812, 'tversky_beta': 0.004639448754623078} - results: ROC_AUC: 0.009751±0.0015, PRECISION: 0.001658±0.0002, PRECISION_RECALL_MIN_DEN: 0.016576±0.0018, RECALL: 0.016576±0.0018, MAP: 0.006011±0.0011, MRR: 0.006011±0.0011, NDCG: 0.008460±0.0012, F1: 0.003014±0.0003, HIT_RATE: 0.016576±0.0018, ARHR: 0.006011±0.0011, RMSE: 0.999848±0.0000, NOVELTY: 0.004841±0.0000, AVERAGE_POPULARITY: 0.050911±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992250±0.0001, DIVERSITY_HERFINDAHL: 0.999203±0.0000, COVERAGE_ITEM: 0.477480±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.369738±0.0007, SHANNON_ENTROPY: 11.772643±0.0066, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1000, 'shrink': 1932, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.1742648207572011, 'tversky_beta': 0.0509050415041621} - results: ROC_AUC: 0.005972±0.0007, PRECISION: 0.001003±0.0001, PRECISION_RECALL_MIN_DEN: 0.010027±0.0010, RECALL: 0.010027±0.0010, MAP: 0.003954±0.0004, MRR: 0.003954±0.0004, NDCG: 0.005356±0.0005, F1: 0.001823±0.0002, HIT_RATE: 0.010027±0.0010, ARHR: 0.003954±0.0004, RMSE: 0.998475±0.0000, NOVELTY: 0.006743±0.0000, AVERAGE_POPULARITY: 0.074061±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992444±0.0000, DIVERSITY_HERFINDAHL: 0.999222±0.0000, COVERAGE_ITEM: 0.312603±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338759±0.0006, SHANNON_ENTROPY: 11.240821±0.0055, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 31, 'shrink': 123, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.15964452505053453, 'tversky_beta': 0.050552836055786546} - results: ROC_AUC: 0.009545±0.0006, PRECISION: 0.001572±0.0001, PRECISION_RECALL_MIN_DEN: 0.015718±0.0009, RECALL: 0.015718±0.0009, MAP: 0.005990±0.0003, MRR: 0.005990±0.0003, NDCG: 0.008247±0.0004, F1: 0.002858±0.0002, HIT_RATE: 0.015718±0.0009, ARHR: 0.005990±0.0003, RMSE: 0.996140±0.0002, NOVELTY: 0.004968±0.0000, AVERAGE_POPULARITY: 0.061521±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.993703±0.0000, DIVERSITY_HERFINDAHL: 0.999348±0.0000, COVERAGE_ITEM: 0.502471±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.393594±0.0008, SHANNON_ENTROPY: 11.979208±0.0041, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 1907, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.012857100017620086, 'tversky_beta': 0.024983349853874744} - results: ROC_AUC: 0.008928±0.0018, PRECISION: 0.001427±0.0002, PRECISION_RECALL_MIN_DEN: 0.014273±0.0025, RECALL: 0.014273±0.0025, MAP: 0.006091±0.0012, MRR: 0.006091±0.0012, NDCG: 0.007986±0.0014, F1: 0.002595±0.0005, HIT_RATE: 0.014273±0.0025, ARHR: 0.006091±0.0012, RMSE: 0.999907±0.0000, NOVELTY: 0.004606±0.0000, AVERAGE_POPULARITY: 0.037788±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.990870±0.0000, DIVERSITY_HERFINDAHL: 0.999065±0.0000, COVERAGE_ITEM: 0.408283±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.352713±0.0010, SHANNON_ENTROPY: 11.487901±0.0026, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 96, 'shrink': 1992, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9432376855841729, 'tversky_beta': 1.9003785967050162} - results: ROC_AUC: 0.010158±0.0011, PRECISION: 0.001667±0.0002, PRECISION_RECALL_MIN_DEN: 0.016667±0.0020, RECALL: 0.016667±0.0020, MAP: 0.006397±0.0007, MRR: 0.006397±0.0007, NDCG: 0.008784±0.0010, F1: 0.003030±0.0004, HIT_RATE: 0.016667±0.0020, ARHR: 0.006397±0.0007, RMSE: 0.999642±0.0000, NOVELTY: 0.006023±0.0000, AVERAGE_POPULARITY: 0.061608±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.993665±0.0000, DIVERSITY_HERFINDAHL: 0.999344±0.0000, COVERAGE_ITEM: 0.511987±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401650±0.0009, SHANNON_ENTROPY: 12.035975±0.0046, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 10, 'shrink': 6, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9877165167615656, 'tversky_beta': 1.9936996554853745} - results: ROC_AUC: 0.010112±0.0017, PRECISION: 0.001594±0.0002, PRECISION_RECALL_MIN_DEN: 0.015944±0.0023, RECALL: 0.015944±0.0023, MAP: 0.006309±0.0013, MRR: 0.006309±0.0013, NDCG: 0.008563±0.0015, F1: 0.002899±0.0004, HIT_RATE: 0.015944±0.0023, ARHR: 0.006309±0.0013, RMSE: 0.977008±0.0013, NOVELTY: 0.004678±0.0000, AVERAGE_POPULARITY: 0.042627±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.990870±0.0001, DIVERSITY_HERFINDAHL: 0.999065±0.0000, COVERAGE_ITEM: 0.453571±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.353376±0.0005, SHANNON_ENTROPY: 11.607372±0.0040, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.011066±0.0014, PRECISION: 0.001811±0.0002, PRECISION_RECALL_MIN_DEN: 0.018112±0.0021, RECALL: 0.018112±0.0021, MAP: 0.007496±0.0010, MRR: 0.007496±0.0010, NDCG: 0.009950±0.0012, F1: 0.003293±0.0004, HIT_RATE: 0.018112±0.0021, ARHR: 0.007496±0.0010, RMSE: 0.980706±0.0018, NOVELTY: 0.006370±0.0000, AVERAGE_POPULARITY: 0.062479±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995315±0.0000, DIVERSITY_HERFINDAHL: 0.999509±0.0000, COVERAGE_ITEM: 0.446304±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.406623±0.0008, SHANNON_ENTROPY: 11.982798±0.0045, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 995, 'shrink': 26, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9234980725371584, 'tversky_beta': 1.8639062907452693} - results: ROC_AUC: 0.008080±0.0009, PRECISION: 0.001292±0.0001, PRECISION_RECALL_MIN_DEN: 0.012918±0.0010, RECALL: 0.012918±0.0010, MAP: 0.005298±0.0005, MRR: 0.005298±0.0005, NDCG: 0.007071±0.0006, F1: 0.002349±0.0002, HIT_RATE: 0.012918±0.0010, ARHR: 0.005298±0.0005, RMSE: 0.920882±0.0007, NOVELTY: 0.006644±0.0000, AVERAGE_POPULARITY: 0.070514±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992762±0.0000, DIVERSITY_HERFINDAHL: 0.999254±0.0000, COVERAGE_ITEM: 0.358940±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343456±0.0006, SHANNON_ENTROPY: 11.414946±0.0025, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 968, 'shrink': 1856, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9405812514715222, 'tversky_beta': 1.8338382157683588} - results: ROC_AUC: 0.007819±0.0006, PRECISION: 0.001251±0.0001, PRECISION_RECALL_MIN_DEN: 0.012511±0.0012, RECALL: 0.012511±0.0012, MAP: 0.005048±0.0003, MRR: 0.005048±0.0003, NDCG: 0.006786±0.0004, F1: 0.002275±0.0002, HIT_RATE: 0.012511±0.0012, ARHR: 0.005048±0.0003, RMSE: 0.998432±0.0000, NOVELTY: 0.006653±0.0000, AVERAGE_POPULARITY: 0.072449±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992751±0.0000, DIVERSITY_HERFINDAHL: 0.999253±0.0000, COVERAGE_ITEM: 0.357729±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341452±0.0006, SHANNON_ENTROPY: 11.405315±0.0012, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 993, 'shrink': 1838, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.09055005671639572, 'tversky_beta': 0.06205503248251533} - results: ROC_AUC: 0.005982±0.0008, PRECISION: 0.001012±0.0001, PRECISION_RECALL_MIN_DEN: 0.010117±0.0011, RECALL: 0.010117±0.0011, MAP: 0.004011±0.0006, MRR: 0.004011±0.0006, NDCG: 0.005416±0.0007, F1: 0.001840±0.0002, HIT_RATE: 0.010117±0.0011, ARHR: 0.004011±0.0006, RMSE: 0.998399±0.0000, NOVELTY: 0.006747±0.0000, AVERAGE_POPULARITY: 0.074543±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992421±0.0000, DIVERSITY_HERFINDAHL: 0.999220±0.0000, COVERAGE_ITEM: 0.312117±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.338436±0.0005, SHANNON_ENTROPY: 11.237251±0.0039, 
CrossSearchBayesianSkopt: Search complete. Best config is 30: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0}
