CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 739, 'shrink': 1451, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.007628±0.0005, PRECISION: 0.001256±0.0001, PRECISION_RECALL_MIN_DEN: 0.012556±0.0011, RECALL: 0.012556±0.0011, MAP: 0.005063±0.0003, MRR: 0.005063±0.0003, NDCG: 0.006796±0.0004, F1: 0.002283±0.0002, HIT_RATE: 0.012556±0.0011, ARHR: 0.005063±0.0003, RMSE: 0.998140±0.0000, NOVELTY: 0.006298±0.0000, AVERAGE_POPULARITY: 0.080080±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992840±0.0000, DIVERSITY_HERFINDAHL: 0.999262±0.0000, COVERAGE_ITEM: 0.376621±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.340619±0.0009, SHANNON_ENTROPY: 11.460739±0.0031, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009033±0.0013, PRECISION: 0.001518±0.0002, PRECISION_RECALL_MIN_DEN: 0.015176±0.0018, RECALL: 0.015176±0.0018, MAP: 0.006303±0.0011, MRR: 0.006303±0.0011, NDCG: 0.008339±0.0012, F1: 0.002759±0.0003, HIT_RATE: 0.015176±0.0018, ARHR: 0.006303±0.0011, RMSE: 0.988715±0.0010, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.050793±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992572±0.0000, DIVERSITY_HERFINDAHL: 0.999235±0.0000, COVERAGE_ITEM: 0.424612±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374040±0.0008, SHANNON_ENTROPY: 11.687793±0.0053, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 992, 'shrink': 49, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006650±0.0008, PRECISION: 0.001057±0.0001, PRECISION_RECALL_MIN_DEN: 0.010569±0.0009, RECALL: 0.010569±0.0009, MAP: 0.004294±0.0007, MRR: 0.004294±0.0007, NDCG: 0.005754±0.0007, F1: 0.001922±0.0002, HIT_RATE: 0.010569±0.0009, ARHR: 0.004294±0.0007, RMSE: 0.948203±0.0005, NOVELTY: 0.006631±0.0000, AVERAGE_POPULARITY: 0.070286±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992953±0.0000, DIVERSITY_HERFINDAHL: 0.999273±0.0000, COVERAGE_ITEM: 0.353620±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.342873±0.0006, SHANNON_ENTROPY: 11.406457±0.0021, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 6, 'shrink': 4, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010328±0.0013, PRECISION: 0.001658±0.0002, PRECISION_RECALL_MIN_DEN: 0.016576±0.0021, RECALL: 0.016576±0.0021, MAP: 0.006633±0.0010, MRR: 0.006633±0.0010, NDCG: 0.008946±0.0012, F1: 0.003014±0.0004, HIT_RATE: 0.016576±0.0021, ARHR: 0.006633±0.0010, RMSE: 0.978916±0.0012, NOVELTY: 0.004698±0.0000, AVERAGE_POPULARITY: 0.044777±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.990079±0.0000, DIVERSITY_HERFINDAHL: 0.998986±0.0000, COVERAGE_ITEM: 0.450154±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351417±0.0009, SHANNON_ENTROPY: 11.565800±0.0038, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 15, 'shrink': 11, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010614±0.0009, PRECISION: 0.001667±0.0002, PRECISION_RECALL_MIN_DEN: 0.016667±0.0016, RECALL: 0.016667±0.0016, MAP: 0.006930±0.0007, MRR: 0.006930±0.0007, NDCG: 0.009200±0.0008, F1: 0.003030±0.0003, HIT_RATE: 0.016667±0.0016, ARHR: 0.006930±0.0007, RMSE: 0.980825±0.0010, NOVELTY: 0.004861±0.0000, AVERAGE_POPULARITY: 0.057590±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.993733±0.0000, DIVERSITY_HERFINDAHL: 0.999351±0.0000, COVERAGE_ITEM: 0.500524±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.386642±0.0006, SHANNON_ENTROPY: 11.946524±0.0022, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 996, 'shrink': 15, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006815±0.0007, PRECISION: 0.001079±0.0001, PRECISION_RECALL_MIN_DEN: 0.010795±0.0010, RECALL: 0.010795±0.0010, MAP: 0.004519±0.0005, MRR: 0.004519±0.0005, NDCG: 0.005980±0.0005, F1: 0.001963±0.0002, HIT_RATE: 0.010795±0.0010, ARHR: 0.004519±0.0005, RMSE: 0.871961±0.0011, NOVELTY: 0.006640±0.0000, AVERAGE_POPULARITY: 0.070175±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992968±0.0000, DIVERSITY_HERFINDAHL: 0.999274±0.0000, COVERAGE_ITEM: 0.354485±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344168±0.0005, SHANNON_ENTROPY: 11.414364±0.0024, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 999, 'shrink': 1994, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.006830±0.0006, PRECISION: 0.001089±0.0001, PRECISION_RECALL_MIN_DEN: 0.010885±0.0008, RECALL: 0.010885±0.0008, MAP: 0.004664±0.0004, MRR: 0.004664±0.0004, NDCG: 0.006105±0.0005, F1: 0.001979±0.0002, HIT_RATE: 0.010885±0.0008, ARHR: 0.004664±0.0004, RMSE: 0.998527±0.0000, NOVELTY: 0.006641±0.0000, AVERAGE_POPULARITY: 0.070134±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.992966±0.0000, DIVERSITY_HERFINDAHL: 0.999274±0.0000, COVERAGE_ITEM: 0.353382±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344024±0.0007, SHANNON_ENTROPY: 11.410085±0.0017, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 2, 'shrink': 10, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.009134±0.0019, PRECISION: 0.001468±0.0002, PRECISION_RECALL_MIN_DEN: 0.014679±0.0022, RECALL: 0.014679±0.0022, MAP: 0.006270±0.0016, MRR: 0.006270±0.0016, NDCG: 0.008214±0.0017, F1: 0.002669±0.0004, HIT_RATE: 0.014679±0.0022, ARHR: 0.006270±0.0016, RMSE: 0.991980±0.0007, NOVELTY: 0.004706±0.0000, AVERAGE_POPULARITY: 0.039750±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.991082±0.0000, DIVERSITY_HERFINDAHL: 0.999086±0.0000, COVERAGE_ITEM: 0.402076±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.356483±0.0009, SHANNON_ENTROPY: 11.492977±0.0025, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 14, 'shrink': 1995, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010072±0.0010, PRECISION: 0.001608±0.0002, PRECISION_RECALL_MIN_DEN: 0.016079±0.0018, RECALL: 0.016079±0.0018, MAP: 0.006672±0.0007, MRR: 0.006672±0.0007, NDCG: 0.008859±0.0009, F1: 0.002924±0.0003, HIT_RATE: 0.016079±0.0018, ARHR: 0.006672±0.0007, RMSE: 0.999825±0.0000, NOVELTY: 0.004837±0.0000, AVERAGE_POPULARITY: 0.056783±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993544±0.0000, DIVERSITY_HERFINDAHL: 0.999332±0.0000, COVERAGE_ITEM: 0.496556±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.383612±0.0005, SHANNON_ENTROPY: 11.919988±0.0067, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 995, 'shrink': 14, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006805±0.0007, PRECISION: 0.001061±0.0001, PRECISION_RECALL_MIN_DEN: 0.010614±0.0009, RECALL: 0.010614±0.0009, MAP: 0.004379±0.0006, MRR: 0.004379±0.0006, NDCG: 0.005837±0.0007, F1: 0.001930±0.0002, HIT_RATE: 0.010614±0.0009, ARHR: 0.004379±0.0006, RMSE: 0.866258±0.0012, NOVELTY: 0.006638±0.0000, AVERAGE_POPULARITY: 0.070232±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993012±0.0000, DIVERSITY_HERFINDAHL: 0.999279±0.0000, COVERAGE_ITEM: 0.355069±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343528±0.0010, SHANNON_ENTROPY: 11.415806±0.0027, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1000, 'shrink': 1986, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.006459±0.0005, PRECISION: 0.001039±0.0000, PRECISION_RECALL_MIN_DEN: 0.010388±0.0004, RECALL: 0.010388±0.0004, MAP: 0.004183±0.0005, MRR: 0.004183±0.0005, NDCG: 0.005624±0.0004, F1: 0.001889±0.0001, HIT_RATE: 0.010388±0.0004, ARHR: 0.004183±0.0005, RMSE: 0.998521±0.0000, NOVELTY: 0.006633±0.0000, AVERAGE_POPULARITY: 0.069873±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.992873±0.0001, DIVERSITY_HERFINDAHL: 0.999265±0.0000, COVERAGE_ITEM: 0.349932±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.341766±0.0005, SHANNON_ENTROPY: 11.387109±0.0054, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 2, 'shrink': 18, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.009134±0.0019, PRECISION: 0.001468±0.0002, PRECISION_RECALL_MIN_DEN: 0.014679±0.0022, RECALL: 0.014679±0.0022, MAP: 0.006270±0.0016, MRR: 0.006270±0.0016, NDCG: 0.008214±0.0017, F1: 0.002669±0.0004, HIT_RATE: 0.014679±0.0022, ARHR: 0.006270±0.0016, RMSE: 0.994458±0.0005, NOVELTY: 0.004706±0.0000, AVERAGE_POPULARITY: 0.039750±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.991082±0.0000, DIVERSITY_HERFINDAHL: 0.999086±0.0000, COVERAGE_ITEM: 0.402076±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.356483±0.0009, SHANNON_ENTROPY: 11.492977±0.0025, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 988, 'shrink': 6, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.006670±0.0007, PRECISION: 0.001079±0.0001, PRECISION_RECALL_MIN_DEN: 0.010795±0.0009, RECALL: 0.010795±0.0009, MAP: 0.004244±0.0005, MRR: 0.004244±0.0005, NDCG: 0.005767±0.0005, F1: 0.001963±0.0002, HIT_RATE: 0.010795±0.0009, ARHR: 0.004244±0.0005, RMSE: 0.793435±0.0017, NOVELTY: 0.006620±0.0000, AVERAGE_POPULARITY: 0.070248±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.993033±0.0000, DIVERSITY_HERFINDAHL: 0.999281±0.0000, COVERAGE_ITEM: 0.355566±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344286±0.0012, SHANNON_ENTROPY: 11.420771±0.0038, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.009330±0.0012, PRECISION: 0.001585±0.0002, PRECISION_RECALL_MIN_DEN: 0.015854±0.0017, RECALL: 0.015854±0.0017, MAP: 0.006468±0.0009, MRR: 0.006468±0.0009, NDCG: 0.008619±0.0011, F1: 0.002882±0.0003, HIT_RATE: 0.015854±0.0017, ARHR: 0.006468±0.0009, RMSE: 0.999956±0.0000, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.052873±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.992382±0.0000, DIVERSITY_HERFINDAHL: 0.999216±0.0000, COVERAGE_ITEM: 0.410803±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.372759±0.0008, SHANNON_ENTROPY: 11.642809±0.0044, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 8, 'shrink': 46, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.010022±0.0011, PRECISION: 0.001612±0.0002, PRECISION_RECALL_MIN_DEN: 0.016125±0.0016, RECALL: 0.016125±0.0016, MAP: 0.006418±0.0010, MRR: 0.006418±0.0010, NDCG: 0.008678±0.0011, F1: 0.002932±0.0003, HIT_RATE: 0.016125±0.0016, ARHR: 0.006418±0.0010, RMSE: 0.994856±0.0003, NOVELTY: 0.004774±0.0000, AVERAGE_POPULARITY: 0.048801±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.991273±0.0001, DIVERSITY_HERFINDAHL: 0.999105±0.0000, COVERAGE_ITEM: 0.468462±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.360782±0.0005, SHANNON_ENTROPY: 11.682582±0.0053, 
CrossSearchBayesianSkopt: Search complete. Best config is 34: {'topK': 17, 'shrink': 1994, 'normalize': True, 'similarity': 'dice'}
