CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4283654890234154, 'feature_weighting': 'none'} - results: ROC_AUC: 0.053363±0.0012, PRECISION: 0.007358±0.0002, PRECISION_RECALL_MIN_DEN: 0.073585±0.0015, RECALL: 0.073585±0.0015, MAP: 0.039614±0.0010, MRR: 0.039614±0.0010, NDCG: 0.047604±0.0011, F1: 0.013379±0.0003, HIT_RATE: 0.073585±0.0015, ARHR: 0.039614±0.0010, RMSE: 0.957146±0.0003, NOVELTY: 0.005198±0.0000, AVERAGE_POPULARITY: 0.686627±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.800476±0.0005, DIVERSITY_HERFINDAHL: 0.980043±0.0000, COVERAGE_ITEM: 0.269889±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062608±0.0005, SHANNON_ENTROPY: 7.121471±0.0073, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 266, 'shrink': 1588, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.826550524851118, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059650±0.0008, PRECISION: 0.007729±0.0002, PRECISION_RECALL_MIN_DEN: 0.077287±0.0018, RECALL: 0.077287±0.0018, MAP: 0.043900±0.0005, MRR: 0.043900±0.0005, NDCG: 0.051882±0.0007, F1: 0.014052±0.0003, HIT_RATE: 0.077287±0.0018, ARHR: 0.043900±0.0005, RMSE: 0.754474±0.0026, NOVELTY: 0.007158±0.0000, AVERAGE_POPULARITY: 0.098707±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.995168±0.0000, DIVERSITY_HERFINDAHL: 0.999511±0.0000, COVERAGE_ITEM: 0.697951±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.306671±0.0010, SHANNON_ENTROPY: 12.153659±0.0061, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 869, 'shrink': 900, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6396863025024903, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.071643±0.0010, PRECISION: 0.009470±0.0001, PRECISION_RECALL_MIN_DEN: 0.094703±0.0014, RECALL: 0.094703±0.0014, MAP: 0.052943±0.0010, MRR: 0.052943±0.0010, NDCG: 0.062867±0.0011, F1: 0.017219±0.0003, HIT_RATE: 0.094703±0.0014, ARHR: 0.052943±0.0010, RMSE: 0.744095±0.0024, NOVELTY: 0.006750±0.0000, AVERAGE_POPULARITY: 0.284443±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.979858±0.0001, DIVERSITY_HERFINDAHL: 0.997980±0.0000, COVERAGE_ITEM: 0.714647±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258265±0.0008, SHANNON_ENTROPY: 11.298492±0.0069, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 958, 'shrink': 1328, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9927598316350075, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064858±0.0012, PRECISION: 0.008850±0.0002, PRECISION_RECALL_MIN_DEN: 0.088495±0.0018, RECALL: 0.088495±0.0018, MAP: 0.047775±0.0012, MRR: 0.047775±0.0012, NDCG: 0.057382±0.0013, F1: 0.016090±0.0003, HIT_RATE: 0.088495±0.0018, ARHR: 0.047775±0.0012, RMSE: 1.583903±0.0096, NOVELTY: 0.005346±0.0000, AVERAGE_POPULARITY: 0.610546±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.870522±0.0004, DIVERSITY_HERFINDAHL: 0.987047±0.0000, COVERAGE_ITEM: 0.318259±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076333±0.0004, SHANNON_ENTROPY: 7.892395±0.0063, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 350, 'shrink': 318, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.49521197773189785, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067925±0.0013, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.050035±0.0011, MRR: 0.050035±0.0011, NDCG: 0.059914±0.0011, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.050035±0.0011, RMSE: 5.795159±0.0322, NOVELTY: 0.005503±0.0000, AVERAGE_POPULARITY: 0.540335±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.919144±0.0002, DIVERSITY_HERFINDAHL: 0.991909±0.0000, COVERAGE_ITEM: 0.385099±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.094770±0.0006, SHANNON_ENTROPY: 8.644231±0.0076, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 7, 'shrink': 1023, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8874963417722972, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063198±0.0005, PRECISION: 0.008150±0.0001, PRECISION_RECALL_MIN_DEN: 0.081501±0.0005, RECALL: 0.081501±0.0005, MAP: 0.046824±0.0003, MRR: 0.046824±0.0003, NDCG: 0.055115±0.0003, F1: 0.014818±0.0001, HIT_RATE: 0.081501±0.0005, ARHR: 0.046824±0.0003, RMSE: 0.939464±0.0022, NOVELTY: 0.007864±0.0000, AVERAGE_POPULARITY: 0.086224±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.996866±0.0000, DIVERSITY_HERFINDAHL: 0.999681±0.0000, COVERAGE_ITEM: 0.704439±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.430302±0.0010, SHANNON_ENTROPY: 12.715331±0.0047, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 329, 'shrink': 1111, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.029739369403735123, 'feature_weighting': 'none'} - results: ROC_AUC: 0.055151±0.0014, PRECISION: 0.007594±0.0002, PRECISION_RECALL_MIN_DEN: 0.075943±0.0017, RECALL: 0.075943±0.0017, MAP: 0.040662±0.0012, MRR: 0.040662±0.0012, NDCG: 0.048970±0.0013, F1: 0.013808±0.0003, HIT_RATE: 0.075943±0.0017, ARHR: 0.040662±0.0012, RMSE: 0.978360±0.0002, NOVELTY: 0.005283±0.0000, AVERAGE_POPULARITY: 0.649335±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.837881±0.0004, DIVERSITY_HERFINDAHL: 0.983783±0.0000, COVERAGE_ITEM: 0.325353±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.074363±0.0006, SHANNON_ENTROPY: 7.582978±0.0080, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 149, 'shrink': 966, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9689608004976911, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.063405±0.0005, PRECISION: 0.008270±0.0001, PRECISION_RECALL_MIN_DEN: 0.082697±0.0009, RECALL: 0.082697±0.0009, MAP: 0.046904±0.0005, MRR: 0.046904±0.0005, NDCG: 0.055441±0.0004, F1: 0.015036±0.0002, HIT_RATE: 0.082697±0.0009, ARHR: 0.046904±0.0005, RMSE: 0.862048±0.0024, NOVELTY: 0.007675±0.0000, AVERAGE_POPULARITY: 0.101829±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.996816±0.0000, DIVERSITY_HERFINDAHL: 0.999676±0.0000, COVERAGE_ITEM: 0.701563±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.474042±0.0003, SHANNON_ENTROPY: 12.785310±0.0016, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 128, 'shrink': 438, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9251044296242046, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.026551±0.0008, PRECISION: 0.003598±0.0001, PRECISION_RECALL_MIN_DEN: 0.035984±0.0005, RECALL: 0.035984±0.0005, MAP: 0.019511±0.0007, MRR: 0.019511±0.0007, NDCG: 0.023407±0.0007, F1: 0.006542±0.0001, HIT_RATE: 0.035984±0.0005, ARHR: 0.019511±0.0007, RMSE: 0.762319±0.0031, NOVELTY: 0.008198±0.0000, AVERAGE_POPULARITY: 0.029045±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.997210±0.0000, DIVERSITY_HERFINDAHL: 0.999715±0.0000, COVERAGE_ITEM: 0.707261±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.418802±0.0011, SHANNON_ENTROPY: 12.716065±0.0022, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 373, 'shrink': 161, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8336725703270782, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067588±0.0013, PRECISION: 0.009135±0.0001, PRECISION_RECALL_MIN_DEN: 0.091354±0.0012, RECALL: 0.091354±0.0012, MAP: 0.049830±0.0011, MRR: 0.049830±0.0011, NDCG: 0.059649±0.0011, F1: 0.016610±0.0002, HIT_RATE: 0.091354±0.0012, ARHR: 0.049830±0.0011, RMSE: 11.914423±0.0583, NOVELTY: 0.005492±0.0000, AVERAGE_POPULARITY: 0.545389±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.916338±0.0003, DIVERSITY_HERFINDAHL: 0.991629±0.0000, COVERAGE_ITEM: 0.380773±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.093456±0.0006, SHANNON_ENTROPY: 8.593330±0.0075, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 293, 'shrink': 295, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7531607327501153, 'feature_weighting': 'none'} - results: ROC_AUC: 0.067013±0.0013, PRECISION: 0.009053±0.0001, PRECISION_RECALL_MIN_DEN: 0.090534±0.0015, RECALL: 0.090534±0.0015, MAP: 0.049254±0.0012, MRR: 0.049254±0.0012, NDCG: 0.059021±0.0012, F1: 0.016461±0.0003, HIT_RATE: 0.090534±0.0015, ARHR: 0.049254±0.0012, RMSE: 0.961784±0.0002, NOVELTY: 0.005586±0.0000, AVERAGE_POPULARITY: 0.483125±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.945633±0.0003, DIVERSITY_HERFINDAHL: 0.994558±0.0000, COVERAGE_ITEM: 0.370132±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101251±0.0004, SHANNON_ENTROPY: 9.027941±0.0083, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 483, 'shrink': 895, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9739389660920981, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067101±0.0013, PRECISION: 0.009084±0.0002, PRECISION_RECALL_MIN_DEN: 0.090842±0.0019, RECALL: 0.090842±0.0019, MAP: 0.049429±0.0011, MRR: 0.049429±0.0011, NDCG: 0.059220±0.0012, F1: 0.016517±0.0003, HIT_RATE: 0.090842±0.0019, ARHR: 0.049429±0.0011, RMSE: 2.117580±0.0127, NOVELTY: 0.005446±0.0000, AVERAGE_POPULARITY: 0.564982±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.904786±0.0002, DIVERSITY_HERFINDAHL: 0.990473±0.0000, COVERAGE_ITEM: 0.362649±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.088183±0.0005, SHANNON_ENTROPY: 8.389348±0.0064, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 757, 'shrink': 1679, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5602923850291072, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075216±0.0009, PRECISION: 0.010074±0.0001, PRECISION_RECALL_MIN_DEN: 0.100740±0.0009, RECALL: 0.100740±0.0009, MAP: 0.054640±0.0007, MRR: 0.054640±0.0007, NDCG: 0.065589±0.0007, F1: 0.018316±0.0002, HIT_RATE: 0.100740±0.0009, ARHR: 0.054640±0.0007, RMSE: 0.830677±0.0014, NOVELTY: 0.006563±0.0000, AVERAGE_POPULARITY: 0.278453±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.984891±0.0001, DIVERSITY_HERFINDAHL: 0.998483±0.0000, COVERAGE_ITEM: 0.651473±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.294929±0.0006, SHANNON_ENTROPY: 11.449456±0.0072, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 759, 'shrink': 1918, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8360439177663221, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072610±0.0016, PRECISION: 0.009876±0.0002, PRECISION_RECALL_MIN_DEN: 0.098758±0.0021, RECALL: 0.098758±0.0021, MAP: 0.052838±0.0012, MRR: 0.052838±0.0012, NDCG: 0.063707±0.0013, F1: 0.017956±0.0004, HIT_RATE: 0.098758±0.0021, ARHR: 0.052838±0.0012, RMSE: 0.895321±0.0034, NOVELTY: 0.005583±0.0000, AVERAGE_POPULARITY: 0.525311±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.923775±0.0004, DIVERSITY_HERFINDAHL: 0.992372±0.0000, COVERAGE_ITEM: 0.442876±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108754±0.0003, SHANNON_ENTROPY: 8.873651±0.0064, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 979, 'shrink': 119, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2201456412831566, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064759±0.0012, PRECISION: 0.008842±0.0002, PRECISION_RECALL_MIN_DEN: 0.088416±0.0016, RECALL: 0.088416±0.0016, MAP: 0.047724±0.0012, MRR: 0.047724±0.0012, NDCG: 0.057322±0.0012, F1: 0.016076±0.0003, HIT_RATE: 0.088416±0.0016, ARHR: 0.047724±0.0012, RMSE: 19.414202±0.0922, NOVELTY: 0.005343±0.0000, AVERAGE_POPULARITY: 0.611815±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.869362±0.0003, DIVERSITY_HERFINDAHL: 0.986931±0.0000, COVERAGE_ITEM: 0.316713±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.076040±0.0004, SHANNON_ENTROPY: 7.877943±0.0066, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 823, 'shrink': 816, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8325793838811468, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.072442±0.0016, PRECISION: 0.009849±0.0002, PRECISION_RECALL_MIN_DEN: 0.098485±0.0020, RECALL: 0.098485±0.0020, MAP: 0.052735±0.0012, MRR: 0.052735±0.0012, NDCG: 0.063563±0.0013, F1: 0.017906±0.0004, HIT_RATE: 0.098485±0.0020, ARHR: 0.052735±0.0012, RMSE: 1.460574±0.0078, NOVELTY: 0.005573±0.0000, AVERAGE_POPULARITY: 0.529287±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.921807±0.0003, DIVERSITY_HERFINDAHL: 0.992175±0.0000, COVERAGE_ITEM: 0.440606±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107432±0.0003, SHANNON_ENTROPY: 8.834456±0.0060, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 227, 'shrink': 218, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6699895636807515, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.048546±0.0010, PRECISION: 0.006391±0.0001, PRECISION_RECALL_MIN_DEN: 0.063914±0.0009, RECALL: 0.063914±0.0009, MAP: 0.036460±0.0009, MRR: 0.036460±0.0009, NDCG: 0.042970±0.0009, F1: 0.011621±0.0002, HIT_RATE: 0.063914±0.0009, ARHR: 0.036460±0.0009, RMSE: 0.826937±0.0037, NOVELTY: 0.008734±0.0000, AVERAGE_POPULARITY: 0.076319±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.995685±0.0000, DIVERSITY_HERFINDAHL: 0.999563±0.0000, COVERAGE_ITEM: 0.630570±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343655±0.0011, SHANNON_ENTROPY: 12.234558±0.0051, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 1, 'shrink': 1748, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.054392±0.0007, PRECISION: 0.006209±0.0001, PRECISION_RECALL_MIN_DEN: 0.062091±0.0010, RECALL: 0.062091±0.0010, MAP: 0.043665±0.0008, MRR: 0.043665±0.0008, NDCG: 0.048199±0.0008, F1: 0.011289±0.0002, HIT_RATE: 0.062091±0.0010, ARHR: 0.043665±0.0008, RMSE: 0.963277±0.0004, NOVELTY: 0.007739±0.0000, AVERAGE_POPULARITY: 0.079413±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.710647±0.0026, DIVERSITY_HERFINDAHL: 0.971061±0.0003, COVERAGE_ITEM: 0.529181±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135534±0.0003, SHANNON_ENTROPY: 8.124333±0.0178, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1000, 'shrink': 1481, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5447212519357774, 'feature_weighting': 'none'} - results: ROC_AUC: 0.055081±0.0014, PRECISION: 0.007552±0.0002, PRECISION_RECALL_MIN_DEN: 0.075521±0.0021, RECALL: 0.075521±0.0021, MAP: 0.040712±0.0012, MRR: 0.040712±0.0012, NDCG: 0.048912±0.0014, F1: 0.013731±0.0004, HIT_RATE: 0.075521±0.0021, ARHR: 0.040712±0.0012, RMSE: 0.984927±0.0001, NOVELTY: 0.005180±0.0000, AVERAGE_POPULARITY: 0.692742±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.796707±0.0004, DIVERSITY_HERFINDAHL: 0.979666±0.0000, COVERAGE_ITEM: 0.256621±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.054591±0.0003, SHANNON_ENTROPY: 6.986443±0.0096, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 1000, 'shrink': 1479, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5393185675180667, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075087±0.0010, PRECISION: 0.010056±0.0001, PRECISION_RECALL_MIN_DEN: 0.100558±0.0011, RECALL: 0.100558±0.0011, MAP: 0.054640±0.0008, MRR: 0.054640±0.0008, NDCG: 0.065542±0.0008, F1: 0.018283±0.0002, HIT_RATE: 0.100558±0.0011, ARHR: 0.054640±0.0008, RMSE: 0.817913±0.0016, NOVELTY: 0.006569±0.0000, AVERAGE_POPULARITY: 0.281842±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.984349±0.0001, DIVERSITY_HERFINDAHL: 0.998429±0.0000, COVERAGE_ITEM: 0.656999±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.296267±0.0005, SHANNON_ENTROPY: 11.441648±0.0060, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060428±0.0007, PRECISION: 0.007991±0.0000, PRECISION_RECALL_MIN_DEN: 0.079907±0.0005, RECALL: 0.079907±0.0005, MAP: 0.044599±0.0005, MRR: 0.044599±0.0005, NDCG: 0.052989±0.0005, F1: 0.014528±0.0001, HIT_RATE: 0.079907±0.0005, ARHR: 0.044599±0.0005, RMSE: 0.941637±0.0005, NOVELTY: 0.006220±0.0000, AVERAGE_POPULARITY: 0.233851±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.992052±0.0000, DIVERSITY_HERFINDAHL: 0.999200±0.0000, COVERAGE_ITEM: 0.378502±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250809±0.0008, SHANNON_ENTROPY: 11.126100±0.0076, 
CrossSearchBayesianSkopt: New best config found. Config 74: {'topK': 75, 'shrink': 24, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9028405752259807, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075397±0.0008, PRECISION: 0.010238±0.0001, PRECISION_RECALL_MIN_DEN: 0.102381±0.0010, RECALL: 0.102381±0.0010, MAP: 0.054970±0.0008, MRR: 0.054970±0.0008, NDCG: 0.066188±0.0008, F1: 0.018615±0.0002, HIT_RATE: 0.102381±0.0010, ARHR: 0.054970±0.0008, RMSE: 35.422658±0.2075, NOVELTY: 0.005940±0.0000, AVERAGE_POPULARITY: 0.390415±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.968977±0.0003, DIVERSITY_HERFINDAHL: 0.996892±0.0000, COVERAGE_ITEM: 0.520552±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.160344±0.0005, SHANNON_ENTROPY: 10.109436±0.0102, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 229, 'shrink': 1975, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9561969695988228, 'feature_weighting': 'none'} - results: ROC_AUC: 0.062741±0.0012, PRECISION: 0.008410±0.0001, PRECISION_RECALL_MIN_DEN: 0.084098±0.0015, RECALL: 0.084098±0.0015, MAP: 0.046330±0.0010, MRR: 0.046330±0.0010, NDCG: 0.055275±0.0010, F1: 0.015291±0.0003, HIT_RATE: 0.084098±0.0015, ARHR: 0.046330±0.0010, RMSE: 0.990324±0.0001, NOVELTY: 0.005616±0.0000, AVERAGE_POPULARITY: 0.483927±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.942364±0.0003, DIVERSITY_HERFINDAHL: 0.994231±0.0000, COVERAGE_ITEM: 0.427716±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102985±0.0005, SHANNON_ENTROPY: 9.048634±0.0084, 
CrossSearchBayesianSkopt: New best config found. Config 76: {'topK': 14, 'shrink': 1924, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9944777378131688, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075972±0.0010, PRECISION: 0.010247±0.0001, PRECISION_RECALL_MIN_DEN: 0.102472±0.0009, RECALL: 0.102472±0.0009, MAP: 0.055202±0.0008, MRR: 0.055202±0.0008, NDCG: 0.066409±0.0008, F1: 0.018631±0.0002, HIT_RATE: 0.102472±0.0009, ARHR: 0.055202±0.0008, RMSE: 1.018712±0.0034, NOVELTY: 0.006233±0.0000, AVERAGE_POPULARITY: 0.307498±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.983116±0.0002, DIVERSITY_HERFINDAHL: 0.998306±0.0000, COVERAGE_ITEM: 0.592755±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.200558±0.0007, SHANNON_ENTROPY: 10.842592±0.0104, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 903, 'shrink': 1941, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0038411993130094144, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067169±0.0010, PRECISION: 0.009202±0.0001, PRECISION_RECALL_MIN_DEN: 0.092015±0.0012, RECALL: 0.092015±0.0012, MAP: 0.049447±0.0011, MRR: 0.049447±0.0011, NDCG: 0.059486±0.0010, F1: 0.016730±0.0002, HIT_RATE: 0.092015±0.0012, ARHR: 0.049447±0.0011, RMSE: 0.799827±0.0018, NOVELTY: 0.005509±0.0000, AVERAGE_POPULARITY: 0.541197±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.919163±0.0004, DIVERSITY_HERFINDAHL: 0.991911±0.0000, COVERAGE_ITEM: 0.389294±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.098012±0.0004, SHANNON_ENTROPY: 8.666711±0.0034, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.058563±0.0008, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070566±0.0013, RECALL: 0.070566±0.0013, MAP: 0.045059±0.0005, MRR: 0.045059±0.0005, NDCG: 0.051247±0.0007, F1: 0.012830±0.0002, HIT_RATE: 0.070566±0.0013, ARHR: 0.045059±0.0005, RMSE: 313.897319±5.0893, NOVELTY: 0.007065±0.0000, AVERAGE_POPULARITY: 0.143783±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.952050±0.0005, DIVERSITY_HERFINDAHL: 0.995200±0.0001, COVERAGE_ITEM: 0.557253±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.229512±0.0009, SHANNON_ENTROPY: 10.769269±0.0107, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 127, 'shrink': 45, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.879821928673328, 'feature_weighting': 'none'} - results: ROC_AUC: 0.043848±0.0004, PRECISION: 0.005864±0.0001, PRECISION_RECALL_MIN_DEN: 0.058640±0.0009, RECALL: 0.058640±0.0009, MAP: 0.031564±0.0006, MRR: 0.031564±0.0006, NDCG: 0.038007±0.0005, F1: 0.010662±0.0002, HIT_RATE: 0.058640±0.0009, ARHR: 0.031564±0.0006, RMSE: 0.898054±0.0003, NOVELTY: 0.006779±0.0000, AVERAGE_POPULARITY: 0.108900±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991537±0.0001, DIVERSITY_HERFINDAHL: 0.999148±0.0000, COVERAGE_ITEM: 0.551338±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.217056±0.0006, SHANNON_ENTROPY: 11.306311±0.0044, 
CrossSearchBayesianSkopt: New best config found. Config 80: {'topK': 52, 'shrink': 1936, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.00048714502979896334, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.075834±0.0010, PRECISION: 0.010280±0.0001, PRECISION_RECALL_MIN_DEN: 0.102802±0.0011, RECALL: 0.102802±0.0011, MAP: 0.055216±0.0008, MRR: 0.055216±0.0008, NDCG: 0.066482±0.0009, F1: 0.018691±0.0002, HIT_RATE: 0.102802±0.0011, ARHR: 0.055216±0.0008, RMSE: 0.977743±0.0033, NOVELTY: 0.006001±0.0000, AVERAGE_POPULARITY: 0.370984±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.972914±0.0002, DIVERSITY_HERFINDAHL: 0.997286±0.0000, COVERAGE_ITEM: 0.533690±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169066±0.0005, SHANNON_ENTROPY: 10.276977±0.0095, 
