CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 603, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4283654890234154, 'tversky_beta': 0.41701133104262167} - results: ROC_AUC: 0.066121±0.0015, PRECISION: 0.008963±0.0002, PRECISION_RECALL_MIN_DEN: 0.089634±0.0017, RECALL: 0.089634±0.0017, MAP: 0.048763±0.0013, MRR: 0.048763±0.0013, NDCG: 0.058424±0.0014, F1: 0.016297±0.0003, HIT_RATE: 0.089634±0.0017, ARHR: 0.048763±0.0013, RMSE: 0.978286±0.0001, NOVELTY: 0.005504±0.0000, AVERAGE_POPULARITY: 0.512449±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.932363±0.0003, DIVERSITY_HERFINDAHL: 0.993231±0.0000, COVERAGE_ITEM: 0.324736±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092321±0.0004, SHANNON_ENTROPY: 8.699944±0.0064, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 266, 'shrink': 1588, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.826550524851118, 'tversky_beta': 1.6440124526205693} - results: ROC_AUC: 0.064399±0.0014, PRECISION: 0.008736±0.0002, PRECISION_RECALL_MIN_DEN: 0.087356±0.0018, RECALL: 0.087356±0.0018, MAP: 0.047475±0.0013, MRR: 0.047475±0.0013, NDCG: 0.056897±0.0014, F1: 0.015883±0.0003, HIT_RATE: 0.087356±0.0018, ARHR: 0.047475±0.0013, RMSE: 0.991694±0.0001, NOVELTY: 0.005471±0.0000, AVERAGE_POPULARITY: 0.546301±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.918415±0.0003, DIVERSITY_HERFINDAHL: 0.991836±0.0000, COVERAGE_ITEM: 0.369430±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.089032±0.0005, SHANNON_ENTROPY: 8.540048±0.0072, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 869, 'shrink': 900, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.6396863025024903, 'tversky_beta': 1.9258122548168979} - results: ROC_AUC: 0.059720±0.0011, PRECISION: 0.008146±0.0001, PRECISION_RECALL_MIN_DEN: 0.081456±0.0014, RECALL: 0.081456±0.0014, MAP: 0.044252±0.0013, MRR: 0.044252±0.0013, NDCG: 0.053020±0.0013, F1: 0.014810±0.0003, HIT_RATE: 0.081456±0.0014, ARHR: 0.044252±0.0013, RMSE: 0.984336±0.0001, NOVELTY: 0.005243±0.0000, AVERAGE_POPULARITY: 0.655825±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.836928±0.0003, DIVERSITY_HERFINDAHL: 0.983688±0.0000, COVERAGE_ITEM: 0.271317±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.062184±0.0003, SHANNON_ENTROPY: 7.389011±0.0070, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 958, 'shrink': 1328, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9927598316350075, 'tversky_beta': 1.995505031870757} - results: ROC_AUC: 0.063149±0.0014, PRECISION: 0.008523±0.0002, PRECISION_RECALL_MIN_DEN: 0.085226±0.0018, RECALL: 0.085226±0.0018, MAP: 0.046861±0.0012, MRR: 0.046861±0.0012, NDCG: 0.055926±0.0013, F1: 0.015496±0.0003, HIT_RATE: 0.085226±0.0018, ARHR: 0.046861±0.0012, RMSE: 0.989386±0.0001, NOVELTY: 0.005327±0.0000, AVERAGE_POPULARITY: 0.604032±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.878813±0.0005, DIVERSITY_HERFINDAHL: 0.987876±0.0000, COVERAGE_ITEM: 0.275296±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072393±0.0003, SHANNON_ENTROPY: 7.866539±0.0061, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 350, 'shrink': 318, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.49521197773189785, 'tversky_beta': 1.8871942183246362} - results: ROC_AUC: 0.065568±0.0015, PRECISION: 0.008875±0.0002, PRECISION_RECALL_MIN_DEN: 0.088746±0.0015, RECALL: 0.088746±0.0015, MAP: 0.048557±0.0013, MRR: 0.048557±0.0013, NDCG: 0.058049±0.0013, F1: 0.016136±0.0003, HIT_RATE: 0.088746±0.0015, ARHR: 0.048557±0.0013, RMSE: 0.978955±0.0001, NOVELTY: 0.005412±0.0000, AVERAGE_POPULARITY: 0.568112±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.909102±0.0003, DIVERSITY_HERFINDAHL: 0.990905±0.0000, COVERAGE_ITEM: 0.318410±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083163±0.0004, SHANNON_ENTROPY: 8.317207±0.0068, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 7, 'shrink': 1023, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.8874963417722972, 'tversky_beta': 0.7442812837916236} - results: ROC_AUC: 0.066551±0.0015, PRECISION: 0.008897±0.0001, PRECISION_RECALL_MIN_DEN: 0.088974±0.0013, RECALL: 0.088974±0.0013, MAP: 0.048883±0.0013, MRR: 0.048883±0.0013, NDCG: 0.058389±0.0013, F1: 0.016177±0.0002, HIT_RATE: 0.088974±0.0013, ARHR: 0.048883±0.0013, RMSE: 0.994164±0.0001, NOVELTY: 0.006179±0.0000, AVERAGE_POPULARITY: 0.312960±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.982487±0.0002, DIVERSITY_HERFINDAHL: 0.998243±0.0000, COVERAGE_ITEM: 0.531030±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.177730±0.0012, SHANNON_ENTROPY: 10.624964±0.0092, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 329, 'shrink': 1111, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.029739369403735123, 'tversky_beta': 0.1972394821455868} - results: ROC_AUC: 0.055748±0.0015, PRECISION: 0.007701±0.0002, PRECISION_RECALL_MIN_DEN: 0.077013±0.0016, RECALL: 0.077013±0.0016, MAP: 0.041042±0.0013, MRR: 0.041042±0.0013, NDCG: 0.049509±0.0014, F1: 0.014002±0.0003, HIT_RATE: 0.077013±0.0016, ARHR: 0.041042±0.0013, RMSE: 0.980835±0.0001, NOVELTY: 0.005302±0.0000, AVERAGE_POPULARITY: 0.643722±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.845446±0.0004, DIVERSITY_HERFINDAHL: 0.984540±0.0000, COVERAGE_ITEM: 0.348062±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072862±0.0006, SHANNON_ENTROPY: 7.643772±0.0077, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 149, 'shrink': 966, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.9689608004976911, 'tversky_beta': 0.8174688612458731} - results: ROC_AUC: 0.064810±0.0011, PRECISION: 0.008787±0.0001, PRECISION_RECALL_MIN_DEN: 0.087869±0.0013, RECALL: 0.087869±0.0013, MAP: 0.047836±0.0012, MRR: 0.047836±0.0012, NDCG: 0.057294±0.0012, F1: 0.015976±0.0002, HIT_RATE: 0.087869±0.0013, ARHR: 0.047836±0.0012, RMSE: 0.987342±0.0001, NOVELTY: 0.005565±0.0000, AVERAGE_POPULARITY: 0.511155±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.934718±0.0004, DIVERSITY_HERFINDAHL: 0.993466±0.0000, COVERAGE_ITEM: 0.413095±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.101298±0.0005, SHANNON_ENTROPY: 8.923787±0.0076, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 128, 'shrink': 438, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9251044296242046, 'tversky_beta': 1.7186677683440594} - results: ROC_AUC: 0.071142±0.0010, PRECISION: 0.009573±0.0001, PRECISION_RECALL_MIN_DEN: 0.095728±0.0006, RECALL: 0.095728±0.0006, MAP: 0.052170±0.0010, MRR: 0.052170±0.0010, NDCG: 0.062493±0.0009, F1: 0.017405±0.0001, HIT_RATE: 0.095728±0.0006, ARHR: 0.052170±0.0010, RMSE: 0.987957±0.0001, NOVELTY: 0.005757±0.0000, AVERAGE_POPULARITY: 0.414841±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.965946±0.0002, DIVERSITY_HERFINDAHL: 0.996589±0.0000, COVERAGE_ITEM: 0.403796±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125790±0.0006, SHANNON_ENTROPY: 9.670381±0.0054, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 373, 'shrink': 161, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.8336725703270782, 'tversky_beta': 1.4254156345695967} - results: ROC_AUC: 0.070304±0.0015, PRECISION: 0.009422±0.0001, PRECISION_RECALL_MIN_DEN: 0.094225±0.0014, RECALL: 0.094225±0.0014, MAP: 0.051902±0.0011, MRR: 0.051902±0.0011, NDCG: 0.061931±0.0012, F1: 0.017132±0.0003, HIT_RATE: 0.094225±0.0014, ARHR: 0.051902±0.0011, RMSE: 0.973020±0.0002, NOVELTY: 0.005591±0.0000, AVERAGE_POPULARITY: 0.486323±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.942740±0.0003, DIVERSITY_HERFINDAHL: 0.994269±0.0000, COVERAGE_ITEM: 0.358854±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108119±0.0006, SHANNON_ENTROPY: 9.066454±0.0065, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 293, 'shrink': 295, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.7531607327501153, 'tversky_beta': 0.3344254689481339} - results: ROC_AUC: 0.067100±0.0013, PRECISION: 0.009059±0.0001, PRECISION_RECALL_MIN_DEN: 0.090591±0.0013, RECALL: 0.090591±0.0013, MAP: 0.049445±0.0012, MRR: 0.049445±0.0012, NDCG: 0.059179±0.0012, F1: 0.016471±0.0002, HIT_RATE: 0.090591±0.0013, ARHR: 0.049445±0.0012, RMSE: 0.964847±0.0002, NOVELTY: 0.005593±0.0000, AVERAGE_POPULARITY: 0.479441±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.946461±0.0003, DIVERSITY_HERFINDAHL: 0.994641±0.0000, COVERAGE_ITEM: 0.371214±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102724±0.0004, SHANNON_ENTROPY: 9.060291±0.0067, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 483, 'shrink': 895, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.9739389660920981, 'tversky_beta': 1.5710001686590314} - results: ROC_AUC: 0.062709±0.0013, PRECISION: 0.008492±0.0002, PRECISION_RECALL_MIN_DEN: 0.084919±0.0021, RECALL: 0.084919±0.0021, MAP: 0.046679±0.0012, MRR: 0.046679±0.0012, NDCG: 0.055704±0.0014, F1: 0.015440±0.0004, HIT_RATE: 0.084919±0.0021, ARHR: 0.046679±0.0012, RMSE: 0.985566±0.0001, NOVELTY: 0.005360±0.0000, AVERAGE_POPULARITY: 0.596159±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.887834±0.0002, DIVERSITY_HERFINDAHL: 0.988778±0.0000, COVERAGE_ITEM: 0.318497±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.075803±0.0004, SHANNON_ENTROPY: 8.023123±0.0070, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 757, 'shrink': 1679, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.5602923850291072, 'tversky_beta': 0.9755849930695222} - results: ROC_AUC: 0.056450±0.0012, PRECISION: 0.007710±0.0002, PRECISION_RECALL_MIN_DEN: 0.077104±0.0019, RECALL: 0.077104±0.0019, MAP: 0.041976±0.0011, MRR: 0.041976±0.0011, NDCG: 0.050251±0.0013, F1: 0.014019±0.0003, HIT_RATE: 0.077104±0.0019, ARHR: 0.041976±0.0011, RMSE: 0.988013±0.0001, NOVELTY: 0.005219±0.0000, AVERAGE_POPULARITY: 0.673083±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.819369±0.0002, DIVERSITY_HERFINDAHL: 0.981932±0.0000, COVERAGE_ITEM: 0.280789±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.059587±0.0004, SHANNON_ENTROPY: 7.225275±0.0086, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 759, 'shrink': 1918, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.8360439177663221, 'tversky_beta': 0.7406989917662127} - results: ROC_AUC: 0.057097±0.0012, PRECISION: 0.007782±0.0002, PRECISION_RECALL_MIN_DEN: 0.077822±0.0018, RECALL: 0.077822±0.0018, MAP: 0.042353±0.0012, MRR: 0.042353±0.0012, NDCG: 0.050715±0.0013, F1: 0.014149±0.0003, HIT_RATE: 0.077822±0.0018, ARHR: 0.042353±0.0012, RMSE: 0.989215±0.0001, NOVELTY: 0.005233±0.0000, AVERAGE_POPULARITY: 0.663667±0.0055, DIVERSITY_MEAN_INTER_LIST: 0.829767±0.0003, DIVERSITY_HERFINDAHL: 0.982972±0.0000, COVERAGE_ITEM: 0.281525±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060870±0.0004, SHANNON_ENTROPY: 7.317053±0.0080, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 979, 'shrink': 119, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.2201456412831566, 'tversky_beta': 1.829208455141154} - results: ROC_AUC: 0.072491±0.0014, PRECISION: 0.009677±0.0002, PRECISION_RECALL_MIN_DEN: 0.096765±0.0018, RECALL: 0.096765±0.0018, MAP: 0.053540±0.0012, MRR: 0.053540±0.0012, NDCG: 0.063792±0.0013, F1: 0.017594±0.0003, HIT_RATE: 0.096765±0.0018, ARHR: 0.053540±0.0012, RMSE: 0.971958±0.0001, NOVELTY: 0.005641±0.0000, AVERAGE_POPULARITY: 0.474062±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.939815±0.0002, DIVERSITY_HERFINDAHL: 0.993976±0.0000, COVERAGE_ITEM: 0.385564±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116875±0.0008, SHANNON_ENTROPY: 9.175175±0.0047, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 823, 'shrink': 816, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8325793838811468, 'tversky_beta': 1.2392090961332909} - results: ROC_AUC: 0.065736±0.0012, PRECISION: 0.008848±0.0002, PRECISION_RECALL_MIN_DEN: 0.088484±0.0015, RECALL: 0.088484±0.0015, MAP: 0.048638±0.0012, MRR: 0.048638±0.0012, NDCG: 0.058068±0.0013, F1: 0.016088±0.0003, HIT_RATE: 0.088484±0.0015, ARHR: 0.048638±0.0012, RMSE: 0.984744±0.0001, NOVELTY: 0.005422±0.0000, AVERAGE_POPULARITY: 0.553705±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.910497±0.0003, DIVERSITY_HERFINDAHL: 0.991045±0.0000, COVERAGE_ITEM: 0.298156±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083911±0.0004, SHANNON_ENTROPY: 8.332726±0.0075, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 227, 'shrink': 218, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.6699895636807515, 'tversky_beta': 1.543305624035902} - results: ROC_AUC: 0.069238±0.0013, PRECISION: 0.009362±0.0001, PRECISION_RECALL_MIN_DEN: 0.093621±0.0015, RECALL: 0.093621±0.0015, MAP: 0.051187±0.0010, MRR: 0.051187±0.0010, NDCG: 0.061217±0.0011, F1: 0.017022±0.0003, HIT_RATE: 0.093621±0.0015, ARHR: 0.051187±0.0010, RMSE: 0.977769±0.0002, NOVELTY: 0.005558±0.0000, AVERAGE_POPULARITY: 0.498959±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.941269±0.0002, DIVERSITY_HERFINDAHL: 0.994122±0.0000, COVERAGE_ITEM: 0.350679±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.102026±0.0004, SHANNON_ENTROPY: 8.960411±0.0055, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 31, 'shrink': 8, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9939331617949614, 'tversky_beta': 0.7926348688711515} - results: ROC_AUC: 0.069151±0.0010, PRECISION: 0.009112±0.0002, PRECISION_RECALL_MIN_DEN: 0.091115±0.0015, RECALL: 0.091115±0.0015, MAP: 0.050929±0.0006, MRR: 0.050929±0.0006, NDCG: 0.060495±0.0008, F1: 0.016566±0.0003, HIT_RATE: 0.091115±0.0015, ARHR: 0.050929±0.0006, RMSE: 0.980478±0.0002, NOVELTY: 0.007345±0.0000, AVERAGE_POPULARITY: 0.161473±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.994433±0.0000, DIVERSITY_HERFINDAHL: 0.999438±0.0000, COVERAGE_ITEM: 0.738848±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351831±0.0011, SHANNON_ENTROPY: 12.290927±0.0072, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.059012±0.0007, PRECISION: 0.007068±0.0001, PRECISION_RECALL_MIN_DEN: 0.070680±0.0012, RECALL: 0.070680±0.0012, MAP: 0.045331±0.0004, MRR: 0.045331±0.0004, NDCG: 0.051496±0.0005, F1: 0.012851±0.0002, HIT_RATE: 0.070680±0.0012, ARHR: 0.045331±0.0004, RMSE: 0.993673±0.0001, NOVELTY: 0.007355±0.0000, AVERAGE_POPULARITY: 0.117456±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.795106±0.0006, DIVERSITY_HERFINDAHL: 0.979506±0.0001, COVERAGE_ITEM: 0.414512±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153786±0.0004, SHANNON_ENTROPY: 8.701680±0.0037, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.059012±0.0007, PRECISION: 0.007068±0.0001, PRECISION_RECALL_MIN_DEN: 0.070680±0.0012, RECALL: 0.070680±0.0012, MAP: 0.045331±0.0004, MRR: 0.045331±0.0004, NDCG: 0.051496±0.0005, F1: 0.012851±0.0002, HIT_RATE: 0.070680±0.0012, ARHR: 0.045331±0.0004, RMSE: 0.993673±0.0001, NOVELTY: 0.007355±0.0000, AVERAGE_POPULARITY: 0.117456±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.795106±0.0006, DIVERSITY_HERFINDAHL: 0.979506±0.0001, COVERAGE_ITEM: 0.414512±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153786±0.0004, SHANNON_ENTROPY: 8.701680±0.0037, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 997, 'shrink': 7, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9941076617297848, 'tversky_beta': 0.08874008139130375} - results: ROC_AUC: 0.046800±0.0008, PRECISION: 0.005945±0.0001, PRECISION_RECALL_MIN_DEN: 0.059449±0.0011, RECALL: 0.059449±0.0011, MAP: 0.035130±0.0008, MRR: 0.035130±0.0008, NDCG: 0.040960±0.0007, F1: 0.010809±0.0002, HIT_RATE: 0.059449±0.0011, ARHR: 0.035130±0.0008, RMSE: 0.933488±0.0002, NOVELTY: 0.008232±0.0000, AVERAGE_POPULARITY: 0.056771±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.993114±0.0002, DIVERSITY_HERFINDAHL: 0.999306±0.0000, COVERAGE_ITEM: 0.659324±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.319727±0.0006, SHANNON_ENTROPY: 12.046833±0.0075, 
CrossSearchBayesianSkopt: New best config found. Config 74: {'topK': 82, 'shrink': 54, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9964469113747991, 'tversky_beta': 1.7374274136475703} - results: ROC_AUC: 0.076260±0.0008, PRECISION: 0.010157±0.0001, PRECISION_RECALL_MIN_DEN: 0.101572±0.0011, RECALL: 0.101572±0.0011, MAP: 0.055877±0.0008, MRR: 0.055877±0.0008, NDCG: 0.066732±0.0008, F1: 0.018468±0.0002, HIT_RATE: 0.101572±0.0011, ARHR: 0.055877±0.0008, RMSE: 0.984723±0.0001, NOVELTY: 0.006226±0.0000, AVERAGE_POPULARITY: 0.302018±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.983768±0.0001, DIVERSITY_HERFINDAHL: 0.998371±0.0000, COVERAGE_ITEM: 0.615529±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.189970±0.0005, SHANNON_ENTROPY: 10.880813±0.0053, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 48, 'shrink': 50, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8399478846737394, 'tversky_beta': 0.2317428203623378} - results: ROC_AUC: 0.068811±0.0009, PRECISION: 0.009064±0.0001, PRECISION_RECALL_MIN_DEN: 0.090637±0.0011, RECALL: 0.090637±0.0011, MAP: 0.050546±0.0005, MRR: 0.050546±0.0005, NDCG: 0.060096±0.0006, F1: 0.016479±0.0002, HIT_RATE: 0.090637±0.0011, ARHR: 0.050546±0.0005, RMSE: 0.972514±0.0003, NOVELTY: 0.006618±0.0000, AVERAGE_POPULARITY: 0.177619±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.992763±0.0000, DIVERSITY_HERFINDAHL: 0.999271±0.0000, COVERAGE_ITEM: 0.608954±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243392±0.0008, SHANNON_ENTROPY: 11.593025±0.0033, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 886, 'shrink': 21, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9659727351519605, 'tversky_beta': 1.8446875961021703} - results: ROC_AUC: 0.074712±0.0013, PRECISION: 0.009908±0.0001, PRECISION_RECALL_MIN_DEN: 0.099077±0.0011, RECALL: 0.099077±0.0011, MAP: 0.054966±0.0011, MRR: 0.054966±0.0011, NDCG: 0.065454±0.0011, F1: 0.018014±0.0002, HIT_RATE: 0.099077±0.0011, ARHR: 0.054966±0.0011, RMSE: 0.972912±0.0002, NOVELTY: 0.006318±0.0000, AVERAGE_POPULARITY: 0.323525±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.975358±0.0001, DIVERSITY_HERFINDAHL: 0.997530±0.0000, COVERAGE_ITEM: 0.681752±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.211429±0.0006, SHANNON_ENTROPY: 10.835609±0.0059, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 998, 'shrink': 8, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.883308245359382, 'tversky_beta': 1.9921505628565312} - results: ROC_AUC: 0.073362±0.0012, PRECISION: 0.009713±0.0001, PRECISION_RECALL_MIN_DEN: 0.097130±0.0011, RECALL: 0.097130±0.0011, MAP: 0.053964±0.0011, MRR: 0.053964±0.0011, NDCG: 0.064226±0.0010, F1: 0.017660±0.0002, HIT_RATE: 0.097130±0.0011, ARHR: 0.053964±0.0011, RMSE: 0.972112±0.0002, NOVELTY: 0.006565±0.0000, AVERAGE_POPULARITY: 0.305006±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.976858±0.0001, DIVERSITY_HERFINDAHL: 0.997680±0.0000, COVERAGE_ITEM: 0.726759±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252747±0.0004, SHANNON_ENTROPY: 11.141596±0.0042, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.2572843704461938, 'tversky_beta': 2.0} - results: ROC_AUC: 0.057397±0.0006, PRECISION: 0.006714±0.0001, PRECISION_RECALL_MIN_DEN: 0.067137±0.0009, RECALL: 0.067137±0.0009, MAP: 0.044695±0.0003, MRR: 0.044695±0.0003, NDCG: 0.050189±0.0004, F1: 0.012207±0.0002, HIT_RATE: 0.067137±0.0009, ARHR: 0.044695±0.0003, RMSE: 0.992725±0.0002, NOVELTY: 0.007466±0.0000, AVERAGE_POPULARITY: 0.108202±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.728760±0.0024, DIVERSITY_HERFINDAHL: 0.972872±0.0002, COVERAGE_ITEM: 0.369657±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127269±0.0008, SHANNON_ENTROPY: 8.018835±0.0194, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 70, 'shrink': 43, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.954802171115086, 'tversky_beta': 0.04098470673636557} - results: ROC_AUC: 0.061114±0.0008, PRECISION: 0.007833±0.0001, PRECISION_RECALL_MIN_DEN: 0.078335±0.0012, RECALL: 0.078335±0.0012, MAP: 0.045281±0.0004, MRR: 0.045281±0.0004, NDCG: 0.053202±0.0006, F1: 0.014243±0.0002, HIT_RATE: 0.078335±0.0012, ARHR: 0.045281±0.0004, RMSE: 0.963938±0.0002, NOVELTY: 0.007032±0.0000, AVERAGE_POPULARITY: 0.113318±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.994825±0.0000, DIVERSITY_HERFINDAHL: 0.999477±0.0000, COVERAGE_ITEM: 0.653658±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.285127±0.0012, SHANNON_ENTROPY: 11.995205±0.0043, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 915, 'shrink': 40, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9949653927078599, 'tversky_beta': 1.7177294049703464} - results: ROC_AUC: 0.075306±0.0012, PRECISION: 0.009984±0.0001, PRECISION_RECALL_MIN_DEN: 0.099841±0.0008, RECALL: 0.099841±0.0008, MAP: 0.055262±0.0008, MRR: 0.055262±0.0008, NDCG: 0.065862±0.0008, F1: 0.018153±0.0001, HIT_RATE: 0.099841±0.0008, ARHR: 0.055262±0.0008, RMSE: 0.972918±0.0001, NOVELTY: 0.006134±0.0000, AVERAGE_POPULARITY: 0.340543±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.973373±0.0002, DIVERSITY_HERFINDAHL: 0.997332±0.0000, COVERAGE_ITEM: 0.603633±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.181067±0.0005, SHANNON_ENTROPY: 10.534403±0.0057, 
