SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0738573, PRECISION: 0.0104859, PRECISION_RECALL_MIN_DEN: 0.1048594, RECALL: 0.1048594, MAP: 0.0520695, MRR: 0.0520695, NDCG: 0.0644914, F1: 0.0190654, HIT_RATE: 0.1048594, ARHR: 0.0520695, RMSE: 0.0000000, NOVELTY: 0.0062700, AVERAGE_POPULARITY: 0.2421413, DIVERSITY_MEAN_INTER_LIST: 0.9877337, DIVERSITY_HERFINDAHL: 0.9987690, COVERAGE_ITEM: 0.7043525, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1710073, SHANNON_ENTROPY: 11.0066744, 
SearchBayesianSkoptObject: Config 50 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 19, 'USER_CBF_CF': 0.4834083208801232, 'ITEM_CBF_CF': 0.3779462498155268, 'RP3BETA_SIDE': 0.043413403009695546, 'ITEM_CBF_FW': 0.23381534271814725, 'PURE_SVD_SIDE': 0.8057808241162595, 'IALS_SIDE': 0.9097420773162092} - results: ROC_AUC: 0.0726602, PRECISION: 0.0105125, PRECISION_RECALL_MIN_DEN: 0.1051255, RECALL: 0.1051255, MAP: 0.0504299, MRR: 0.0504299, NDCG: 0.0632838, F1: 0.0191137, HIT_RATE: 0.1051255, ARHR: 0.0504299, RMSE: 0.0000000, NOVELTY: 0.0061437, AVERAGE_POPULARITY: 0.2611416, DIVERSITY_MEAN_INTER_LIST: 0.9877026, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.7013247, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1639082, SHANNON_ENTROPY: 10.9484643, 
SearchBayesianSkoptObject: Config 51 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 4, 'USER_CBF_CF': 0.4232883901315192, 'ITEM_CBF_CF': 0.7873709279271937, 'RP3BETA_SIDE': 0.38022817601641934, 'ITEM_CBF_FW': 0.820586250264519, 'PURE_SVD_SIDE': 0.5888544022139759, 'IALS_SIDE': 0.6161604778250332} - results: ROC_AUC: 0.0760447, PRECISION: 0.0107475, PRECISION_RECALL_MIN_DEN: 0.1074754, RECALL: 0.1074754, MAP: 0.0525612, MRR: 0.0525612, NDCG: 0.0655473, F1: 0.0195410, HIT_RATE: 0.1074754, ARHR: 0.0525612, RMSE: 0.0000000, NOVELTY: 0.0061916, AVERAGE_POPULARITY: 0.2588370, DIVERSITY_MEAN_INTER_LIST: 0.9876954, DIVERSITY_HERFINDAHL: 0.9987652, COVERAGE_ITEM: 0.7526899, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1859890, SHANNON_ENTROPY: 11.1660317, 
SearchBayesianSkoptObject: Config 52 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 48, 'USER_CBF_CF': 0.12189479323334076, 'ITEM_CBF_CF': 0.6294562305763122, 'RP3BETA_SIDE': 0.851723266968948, 'ITEM_CBF_FW': 0.3833748904005265, 'PURE_SVD_SIDE': 0.44890554745207967, 'IALS_SIDE': 0.07718738698318252} - results: ROC_AUC: 0.0713153, PRECISION: 0.0103485, PRECISION_RECALL_MIN_DEN: 0.1034850, RECALL: 0.1034850, MAP: 0.0497998, MRR: 0.0497998, NDCG: 0.0624025, F1: 0.0188154, HIT_RATE: 0.1034850, ARHR: 0.0497998, RMSE: 0.0000000, NOVELTY: 0.0062825, AVERAGE_POPULARITY: 0.2358438, DIVERSITY_MEAN_INTER_LIST: 0.9879888, DIVERSITY_HERFINDAHL: 0.9987945, COVERAGE_ITEM: 0.7316572, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1773694, SHANNON_ENTROPY: 11.0782676, 
SearchBayesianSkoptObject: Config 53 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 13, 'USER_CBF_CF': 0.8016217608181735, 'ITEM_CBF_CF': 0.5806190804086545, 'RP3BETA_SIDE': 0.14064363879493594, 'ITEM_CBF_FW': 0.8958464003437585, 'PURE_SVD_SIDE': 0.6854165164218122, 'IALS_SIDE': 0.7216800526087511} - results: ROC_AUC: 0.0730789, PRECISION: 0.0106190, PRECISION_RECALL_MIN_DEN: 0.1061896, RECALL: 0.1061896, MAP: 0.0500974, MRR: 0.0500974, NDCG: 0.0632929, F1: 0.0193072, HIT_RATE: 0.1061896, ARHR: 0.0500974, RMSE: 0.0000000, NOVELTY: 0.0061795, AVERAGE_POPULARITY: 0.2619547, DIVERSITY_MEAN_INTER_LIST: 0.9867379, DIVERSITY_HERFINDAHL: 0.9986694, COVERAGE_ITEM: 0.7255474, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1730279, SHANNON_ENTROPY: 11.0006587, 
SearchBayesianSkoptObject: Config 54 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 7, 'USER_CBF_CF': 0.8982997697418411, 'ITEM_CBF_CF': 0.4151239314185319, 'RP3BETA_SIDE': 0.03677218838855457, 'ITEM_CBF_FW': 0.9398930818002345, 'PURE_SVD_SIDE': 0.9287238410362525, 'IALS_SIDE': 0.7403907615393216} - results: ROC_AUC: 0.0740002, PRECISION: 0.0106278, PRECISION_RECALL_MIN_DEN: 0.1062783, RECALL: 0.1062783, MAP: 0.0507516, MRR: 0.0507516, NDCG: 0.0638416, F1: 0.0193233, HIT_RATE: 0.1062783, ARHR: 0.0507516, RMSE: 0.0000000, NOVELTY: 0.0061776, AVERAGE_POPULARITY: 0.2643371, DIVERSITY_MEAN_INTER_LIST: 0.9868283, DIVERSITY_HERFINDAHL: 0.9986785, COVERAGE_ITEM: 0.7403623, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1765631, SHANNON_ENTROPY: 11.0430643, 
SearchBayesianSkoptObject: New best config found. Config 55: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 2, 'USER_CBF_CF': 0.4763322091863986, 'ITEM_CBF_CF': 0.9335602858194243, 'RP3BETA_SIDE': 0.1433908626286238, 'ITEM_CBF_FW': 0.7832214726307649, 'PURE_SVD_SIDE': 0.7139489551393946, 'IALS_SIDE': 0.5682003358745639} - results: ROC_AUC: 0.0765373, PRECISION: 0.0108229, PRECISION_RECALL_MIN_DEN: 0.1082291, RECALL: 0.1082291, MAP: 0.0534555, MRR: 0.0534555, NDCG: 0.0663783, F1: 0.0196780, HIT_RATE: 0.1082291, ARHR: 0.0534555, RMSE: 0.0000000, NOVELTY: 0.0062003, AVERAGE_POPULARITY: 0.2521366, DIVERSITY_MEAN_INTER_LIST: 0.9884666, DIVERSITY_HERFINDAHL: 0.9988423, COVERAGE_ITEM: 0.7615031, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1928744, SHANNON_ENTROPY: 11.2597964, 
SearchBayesianSkoptObject: Config 56 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 20, 'USER_CBF_CF': 0.29845980067923755, 'ITEM_CBF_CF': 0.6986499676410717, 'RP3BETA_SIDE': 0.7011392539680464, 'ITEM_CBF_FW': 0.6608133605326617, 'PURE_SVD_SIDE': 0.5460997210739715, 'IALS_SIDE': 0.8615929991038295} - results: ROC_AUC: 0.0730100, PRECISION: 0.0105613, PRECISION_RECALL_MIN_DEN: 0.1056132, RECALL: 0.1056132, MAP: 0.0501445, MRR: 0.0501445, NDCG: 0.0631984, F1: 0.0192024, HIT_RATE: 0.1056132, ARHR: 0.0501445, RMSE: 0.0000000, NOVELTY: 0.0062400, AVERAGE_POPULARITY: 0.2469047, DIVERSITY_MEAN_INTER_LIST: 0.9875867, DIVERSITY_HERFINDAHL: 0.9987543, COVERAGE_ITEM: 0.7059205, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1687558, SHANNON_ENTROPY: 10.9844693, 
SearchBayesianSkoptObject: Config 57 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.24150736147518453, 'ITEM_CBF_CF': 0.2556579181670166, 'RP3BETA_SIDE': 0.7993176860978538, 'ITEM_CBF_FW': 0.3161784389360362, 'PURE_SVD_SIDE': 0.8334831280868775, 'IALS_SIDE': 0.7268725224176835} - results: ROC_AUC: 0.0732858, PRECISION: 0.0105436, PRECISION_RECALL_MIN_DEN: 0.1054358, RECALL: 0.1054358, MAP: 0.0506890, MRR: 0.0506890, NDCG: 0.0635669, F1: 0.0191702, HIT_RATE: 0.1054358, ARHR: 0.0506890, RMSE: 0.0000000, NOVELTY: 0.0061897, AVERAGE_POPULARITY: 0.2513106, DIVERSITY_MEAN_INTER_LIST: 0.9879743, DIVERSITY_HERFINDAHL: 0.9987931, COVERAGE_ITEM: 0.6883482, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1617799, SHANNON_ENTROPY: 10.9310861, 
SearchBayesianSkoptObject: Config 58 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 16, 'USER_CBF_CF': 0.9026968818801073, 'ITEM_CBF_CF': 0.506114578150969, 'RP3BETA_SIDE': 0.2757244081429047, 'ITEM_CBF_FW': 0.28029203406573927, 'PURE_SVD_SIDE': 0.6759375736398793, 'IALS_SIDE': 0.2907506935560769} - results: ROC_AUC: 0.0731775, PRECISION: 0.0106899, PRECISION_RECALL_MIN_DEN: 0.1068990, RECALL: 0.1068990, MAP: 0.0510569, MRR: 0.0510569, NDCG: 0.0641507, F1: 0.0194362, HIT_RATE: 0.1068990, ARHR: 0.0510569, RMSE: 0.0000000, NOVELTY: 0.0061458, AVERAGE_POPULARITY: 0.2748634, DIVERSITY_MEAN_INTER_LIST: 0.9857973, DIVERSITY_HERFINDAHL: 0.9985754, COVERAGE_ITEM: 0.7120843, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1643847, SHANNON_ENTROPY: 10.8750713, 
SearchBayesianSkoptObject: Config 59 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 28, 'USER_CBF_CF': 0.9842719276234668, 'ITEM_CBF_CF': 0.8489766588912595, 'RP3BETA_SIDE': 0.9085599690688047, 'ITEM_CBF_FW': 0.2851521614866405, 'PURE_SVD_SIDE': 0.4195701682530336, 'IALS_SIDE': 0.05695109728728866} - results: ROC_AUC: 0.0711921, PRECISION: 0.0103928, PRECISION_RECALL_MIN_DEN: 0.1039283, RECALL: 0.1039283, MAP: 0.0494932, MRR: 0.0494932, NDCG: 0.0622633, F1: 0.0188961, HIT_RATE: 0.1039283, ARHR: 0.0494932, RMSE: 0.0000000, NOVELTY: 0.0061952, AVERAGE_POPULARITY: 0.2724000, DIVERSITY_MEAN_INTER_LIST: 0.9853125, DIVERSITY_HERFINDAHL: 0.9985269, COVERAGE_ITEM: 0.6974317, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1633187, SHANNON_ENTROPY: 10.8323754, 
SearchBayesianSkoptObject: Config 60 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 11, 'USER_CBF_CF': 0.33314577172367615, 'ITEM_CBF_CF': 0.4741521384097931, 'RP3BETA_SIDE': 0.19873235803452155, 'ITEM_CBF_FW': 0.12128219493227269, 'PURE_SVD_SIDE': 0.8524361884591907, 'IALS_SIDE': 0.27284758078889254} - results: ROC_AUC: 0.0724533, PRECISION: 0.0106988, PRECISION_RECALL_MIN_DEN: 0.1069877, RECALL: 0.1069877, MAP: 0.0499638, MRR: 0.0499638, NDCG: 0.0633223, F1: 0.0194523, HIT_RATE: 0.1069877, ARHR: 0.0499638, RMSE: 0.0000000, NOVELTY: 0.0061882, AVERAGE_POPULARITY: 0.2640144, DIVERSITY_MEAN_INTER_LIST: 0.9864319, DIVERSITY_HERFINDAHL: 0.9986388, COVERAGE_ITEM: 0.7313328, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1690704, SHANNON_ENTROPY: 10.9496166, 
SearchBayesianSkoptObject: Config 61 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.7345553538824432, 'ITEM_CBF_CF': 0.14091589979090405, 'RP3BETA_SIDE': 0.30878760596492555, 'ITEM_CBF_FW': 0.9654467868525444, 'PURE_SVD_SIDE': 0.9606353732580027, 'IALS_SIDE': 0.9357829210430519} - results: ROC_AUC: 0.0727686, PRECISION: 0.0105436, PRECISION_RECALL_MIN_DEN: 0.1054358, RECALL: 0.1054358, MAP: 0.0498420, MRR: 0.0498420, NDCG: 0.0629206, F1: 0.0191702, HIT_RATE: 0.1054358, ARHR: 0.0498420, RMSE: 0.0000000, NOVELTY: 0.0061654, AVERAGE_POPULARITY: 0.2547527, DIVERSITY_MEAN_INTER_LIST: 0.9880410, DIVERSITY_HERFINDAHL: 0.9987997, COVERAGE_ITEM: 0.6938632, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1666197, SHANNON_ENTROPY: 10.9795712, 
SearchBayesianSkoptObject: Config 62 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 10, 'USER_CBF_CF': 0.8600922955249827, 'ITEM_CBF_CF': 0.08312246970699423, 'RP3BETA_SIDE': 0.7955190669612202, 'ITEM_CBF_FW': 0.5327663398999233, 'PURE_SVD_SIDE': 0.0016423499484693464, 'IALS_SIDE': 0.04758336875805426} - results: ROC_AUC: 0.0735519, PRECISION: 0.0106810, PRECISION_RECALL_MIN_DEN: 0.1068103, RECALL: 0.1068103, MAP: 0.0501780, MRR: 0.0501780, NDCG: 0.0635047, F1: 0.0194201, HIT_RATE: 0.1068103, ARHR: 0.0501780, RMSE: 0.0000000, NOVELTY: 0.0062139, AVERAGE_POPULARITY: 0.2714409, DIVERSITY_MEAN_INTER_LIST: 0.9851537, DIVERSITY_HERFINDAHL: 0.9985110, COVERAGE_ITEM: 0.7455529, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1759531, SHANNON_ENTROPY: 10.9664274, 
SearchBayesianSkoptObject: New best config found. Config 63: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 3, 'USER_CBF_CF': 0.3383084847265229, 'ITEM_CBF_CF': 0.6725810865243476, 'RP3BETA_SIDE': 0.7329566150436533, 'ITEM_CBF_FW': 0.6514525597761409, 'PURE_SVD_SIDE': 0.16473568875928105, 'IALS_SIDE': 0.5877535237546322} - results: ROC_AUC: 0.0764141, PRECISION: 0.0107963, PRECISION_RECALL_MIN_DEN: 0.1079631, RECALL: 0.1079631, MAP: 0.0535632, MRR: 0.0535632, NDCG: 0.0663982, F1: 0.0196297, HIT_RATE: 0.1079631, ARHR: 0.0535632, RMSE: 0.0000000, NOVELTY: 0.0061957, AVERAGE_POPULARITY: 0.2554274, DIVERSITY_MEAN_INTER_LIST: 0.9881358, DIVERSITY_HERFINDAHL: 0.9988092, COVERAGE_ITEM: 0.7575020, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1894457, SHANNON_ENTROPY: 11.2171334, 
SearchBayesianSkoptObject: Config 64 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 46, 'USER_CBF_CF': 0.35036514468894125, 'ITEM_CBF_CF': 0.3674233980030482, 'RP3BETA_SIDE': 0.31046321362537305, 'ITEM_CBF_FW': 0.2392248773254016, 'PURE_SVD_SIDE': 0.5573503562671939, 'IALS_SIDE': 0.3113762434832506} - results: ROC_AUC: 0.0711773, PRECISION: 0.0104239, PRECISION_RECALL_MIN_DEN: 0.1042387, RECALL: 0.1042387, MAP: 0.0492252, MRR: 0.0492252, NDCG: 0.0621310, F1: 0.0189525, HIT_RATE: 0.1042387, ARHR: 0.0492252, RMSE: 0.0000000, NOVELTY: 0.0061550, AVERAGE_POPULARITY: 0.2641590, DIVERSITY_MEAN_INTER_LIST: 0.9869927, DIVERSITY_HERFINDAHL: 0.9986949, COVERAGE_ITEM: 0.6669370, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1558396, SHANNON_ENTROPY: 10.8196498, 
SearchBayesianSkoptObject: Config 65 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 35, 'USER_CBF_CF': 0.5229013124665619, 'ITEM_CBF_CF': 0.3382582609182169, 'RP3BETA_SIDE': 0.5042923121070391, 'ITEM_CBF_FW': 0.5501699227306326, 'PURE_SVD_SIDE': 0.15873853090588544, 'IALS_SIDE': 0.2259611505476084} - results: ROC_AUC: 0.0702659, PRECISION: 0.0103618, PRECISION_RECALL_MIN_DEN: 0.1036180, RECALL: 0.1036180, MAP: 0.0480893, MRR: 0.0480893, NDCG: 0.0611078, F1: 0.0188396, HIT_RATE: 0.1036180, ARHR: 0.0480893, RMSE: 0.0000000, NOVELTY: 0.0062466, AVERAGE_POPULARITY: 0.2535416, DIVERSITY_MEAN_INTER_LIST: 0.9870527, DIVERSITY_HERFINDAHL: 0.9987009, COVERAGE_ITEM: 0.7107326, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1726505, SHANNON_ENTROPY: 11.0006688, 
SearchBayesianSkoptObject: Config 66 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 4, 'USER_CBF_CF': 0.37214557598413583, 'ITEM_CBF_CF': 0.985561114248874, 'RP3BETA_SIDE': 0.6851069032401845, 'ITEM_CBF_FW': 0.4714634754783602, 'PURE_SVD_SIDE': 0.5239894387188448, 'IALS_SIDE': 0.27616985827380186} - results: ROC_AUC: 0.0748032, PRECISION: 0.0101135, PRECISION_RECALL_MIN_DEN: 0.1011351, RECALL: 0.1011351, MAP: 0.0516343, MRR: 0.0516343, NDCG: 0.0634503, F1: 0.0183882, HIT_RATE: 0.1011351, ARHR: 0.0516343, RMSE: 0.0000000, NOVELTY: 0.0062337, AVERAGE_POPULARITY: 0.2482755, DIVERSITY_MEAN_INTER_LIST: 0.9885780, DIVERSITY_HERFINDAHL: 0.9988534, COVERAGE_ITEM: 0.8144904, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2014539, SHANNON_ENTROPY: 11.3462443, 
SearchBayesianSkoptObject: Config 67 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 23, 'USER_CBF_CF': 0.9889303764166473, 'ITEM_CBF_CF': 0.9350314811697251, 'RP3BETA_SIDE': 0.33267399141880577, 'ITEM_CBF_FW': 0.9829593588531002, 'PURE_SVD_SIDE': 0.9753741446181509, 'IALS_SIDE': 0.6889463802688136} - results: ROC_AUC: 0.0720197, PRECISION: 0.0104283, PRECISION_RECALL_MIN_DEN: 0.1042831, RECALL: 0.1042831, MAP: 0.0490925, MRR: 0.0490925, NDCG: 0.0620896, F1: 0.0189606, HIT_RATE: 0.1042831, ARHR: 0.0490925, RMSE: 0.0000000, NOVELTY: 0.0061839, AVERAGE_POPULARITY: 0.2631751, DIVERSITY_MEAN_INTER_LIST: 0.9866022, DIVERSITY_HERFINDAHL: 0.9986558, COVERAGE_ITEM: 0.7162476, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1658624, SHANNON_ENTROPY: 10.9251319, 
SearchBayesianSkoptObject: Config 68 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.49982317711303825, 'ITEM_CBF_CF': 0.6002858666403479, 'RP3BETA_SIDE': 0.3812308960490137, 'ITEM_CBF_FW': 0.8166090851098966, 'PURE_SVD_SIDE': 0.6337576651370166, 'IALS_SIDE': 0.04619039563108918} - results: ROC_AUC: 0.0706403, PRECISION: 0.0102155, PRECISION_RECALL_MIN_DEN: 0.1021548, RECALL: 0.1021548, MAP: 0.0485766, MRR: 0.0485766, NDCG: 0.0611808, F1: 0.0185736, HIT_RATE: 0.1021548, ARHR: 0.0485766, RMSE: 0.0000000, NOVELTY: 0.0062380, AVERAGE_POPULARITY: 0.2442748, DIVERSITY_MEAN_INTER_LIST: 0.9875311, DIVERSITY_HERFINDAHL: 0.9987487, COVERAGE_ITEM: 0.7377670, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1777723, SHANNON_ENTROPY: 11.0651833, 
SearchBayesianSkoptObject: Config 69 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 16, 'USER_CBF_CF': 0.19972198086558907, 'ITEM_CBF_CF': 0.6274788484657197, 'RP3BETA_SIDE': 0.7520222148868138, 'ITEM_CBF_FW': 0.4821517851430601, 'PURE_SVD_SIDE': 0.7411174706094472, 'IALS_SIDE': 0.8116405825091537} - results: ROC_AUC: 0.0724483, PRECISION: 0.0105525, PRECISION_RECALL_MIN_DEN: 0.1055245, RECALL: 0.1055245, MAP: 0.0497041, MRR: 0.0497041, NDCG: 0.0628223, F1: 0.0191863, HIT_RATE: 0.1055245, ARHR: 0.0497041, RMSE: 0.0000000, NOVELTY: 0.0062239, AVERAGE_POPULARITY: 0.2515809, DIVERSITY_MEAN_INTER_LIST: 0.9873612, DIVERSITY_HERFINDAHL: 0.9987317, COVERAGE_ITEM: 0.7198702, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1690275, SHANNON_ENTROPY: 10.9833539, 
SearchBayesianSkoptObject: Config 70 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 3, 'USER_CBF_CF': 0.9230648881262503, 'ITEM_CBF_CF': 0.17772497390925404, 'RP3BETA_SIDE': 0.8189330778785922, 'ITEM_CBF_FW': 0.07251271176657616, 'PURE_SVD_SIDE': 0.8747886932796612, 'IALS_SIDE': 0.0070056097358670594} - results: ROC_AUC: 0.0760447, PRECISION: 0.0107919, PRECISION_RECALL_MIN_DEN: 0.1079188, RECALL: 0.1079188, MAP: 0.0532384, MRR: 0.0532384, NDCG: 0.0661233, F1: 0.0196216, HIT_RATE: 0.1079188, ARHR: 0.0532384, RMSE: 0.0000000, NOVELTY: 0.0061985, AVERAGE_POPULARITY: 0.2553536, DIVERSITY_MEAN_INTER_LIST: 0.9880951, DIVERSITY_HERFINDAHL: 0.9988051, COVERAGE_ITEM: 0.7597729, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1903373, SHANNON_ENTROPY: 11.2225896, 
SearchBayesianSkoptObject: New best config found. Config 71: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 1.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 1.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0770496, PRECISION: 0.0108140, PRECISION_RECALL_MIN_DEN: 0.1081405, RECALL: 0.1081405, MAP: 0.0548500, MRR: 0.0548500, NDCG: 0.0674009, F1: 0.0196619, HIT_RATE: 0.1081405, ARHR: 0.0548500, RMSE: 0.0000000, NOVELTY: 0.0062182, AVERAGE_POPULARITY: 0.2496748, DIVERSITY_MEAN_INTER_LIST: 0.9886000, DIVERSITY_HERFINDAHL: 0.9988556, COVERAGE_ITEM: 0.7624223, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1943319, SHANNON_ENTROPY: 11.2759292, 
SearchBayesianSkoptObject: Config 72 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 0.9510155240761973, 'ITEM_CBF_CF': 0.7440664894443544, 'RP3BETA_SIDE': 0.0374784968385199, 'ITEM_CBF_FW': 0.04049803411258635, 'PURE_SVD_SIDE': 0.9778244250938599, 'IALS_SIDE': 0.6913998475100421} - results: ROC_AUC: 0.0766112, PRECISION: 0.0107830, PRECISION_RECALL_MIN_DEN: 0.1078301, RECALL: 0.1078301, MAP: 0.0539232, MRR: 0.0539232, NDCG: 0.0666306, F1: 0.0196055, HIT_RATE: 0.1078301, ARHR: 0.0539232, RMSE: 0.0000000, NOVELTY: 0.0062158, AVERAGE_POPULARITY: 0.2492472, DIVERSITY_MEAN_INTER_LIST: 0.9886373, DIVERSITY_HERFINDAHL: 0.9988593, COVERAGE_ITEM: 0.7638281, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1947884, SHANNON_ENTROPY: 11.2825310, 
SearchBayesianSkoptObject: Config 73 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 2, 'USER_CBF_CF': 0.22119999033697985, 'ITEM_CBF_CF': 0.13585114816987212, 'RP3BETA_SIDE': 0.02394990450911117, 'ITEM_CBF_FW': 0.028071159852452683, 'PURE_SVD_SIDE': 0.28956987284316477, 'IALS_SIDE': 0.9738828754450765} - results: ROC_AUC: 0.0672411, PRECISION: 0.0086592, PRECISION_RECALL_MIN_DEN: 0.0865922, RECALL: 0.0865922, MAP: 0.0489872, MRR: 0.0489872, NDCG: 0.0580152, F1: 0.0157440, HIT_RATE: 0.0865922, ARHR: 0.0489872, RMSE: 0.0000000, NOVELTY: 0.0063217, AVERAGE_POPULARITY: 0.2224158, DIVERSITY_MEAN_INTER_LIST: 0.9909758, DIVERSITY_HERFINDAHL: 0.9990932, COVERAGE_ITEM: 0.8575831, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2308243, SHANNON_ENTROPY: 11.6783052, 
SearchBayesianSkoptObject: Config 74 is suboptimal. Config: {'strategy': 'voting', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 2, 'USER_CBF_CF': 0.33038824477698475, 'ITEM_CBF_CF': 0.018035846711116913, 'RP3BETA_SIDE': 0.47909272434320505, 'ITEM_CBF_FW': 0.042102668210287415, 'PURE_SVD_SIDE': 0.9526690327590525, 'IALS_SIDE': 0.14391589253931472} - results: ROC_AUC: 0.0759658, PRECISION: 0.0108273, PRECISION_RECALL_MIN_DEN: 0.1082735, RECALL: 0.1082735, MAP: 0.0521828, MRR: 0.0521828, NDCG: 0.0654147, F1: 0.0196861, HIT_RATE: 0.1082735, ARHR: 0.0521828, RMSE: 0.0000000, NOVELTY: 0.0062002, AVERAGE_POPULARITY: 0.2522786, DIVERSITY_MEAN_INTER_LIST: 0.9884509, DIVERSITY_HERFINDAHL: 0.9988407, COVERAGE_ITEM: 0.7614490, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1926495, SHANNON_ENTROPY: 11.2575578, 
