SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0772221, PRECISION: 0.0108584, PRECISION_RECALL_MIN_DEN: 0.1085838, RECALL: 0.1085838, MAP: 0.0548695, MRR: 0.0548695, NDCG: 0.0675236, F1: 0.0197425, HIT_RATE: 0.1085838, ARHR: 0.0548695, RMSE: 0.0000000, NOVELTY: 0.0061610, AVERAGE_POPULARITY: 0.2634015, DIVERSITY_MEAN_INTER_LIST: 0.9876359, DIVERSITY_HERFINDAHL: 0.9987592, COVERAGE_ITEM: 0.7093809, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1720063, SHANNON_ENTROPY: 11.0265824, 
SearchBayesianSkoptObject: Config 50 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 19, 'USER_CBF_CF': 0.4834083208801232, 'ITEM_CBF_CF': 0.3779462498155268, 'RP3BETA_SIDE': 0.043413403009695546, 'ITEM_CBF_FW': 0.23381534271814725, 'PURE_SVD_SIDE': 0.8057808241162595, 'IALS_SIDE': 0.9097420773162092} - results: ROC_AUC: 0.0742810, PRECISION: 0.0106101, PRECISION_RECALL_MIN_DEN: 0.1061009, RECALL: 0.1061009, MAP: 0.0526589, MRR: 0.0526589, NDCG: 0.0652131, F1: 0.0192911, HIT_RATE: 0.1061009, ARHR: 0.0526589, RMSE: 0.0000000, NOVELTY: 0.0061121, AVERAGE_POPULARITY: 0.2653995, DIVERSITY_MEAN_INTER_LIST: 0.9877785, DIVERSITY_HERFINDAHL: 0.9987735, COVERAGE_ITEM: 0.7102460, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1675260, SHANNON_ENTROPY: 10.9937954, 
SearchBayesianSkoptObject: Config 51 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 4, 'USER_CBF_CF': 0.4232883901315192, 'ITEM_CBF_CF': 0.7873709279271937, 'RP3BETA_SIDE': 0.38022817601641934, 'ITEM_CBF_FW': 0.820586250264519, 'PURE_SVD_SIDE': 0.5888544022139759, 'IALS_SIDE': 0.6161604778250332} - results: ROC_AUC: 0.0762811, PRECISION: 0.0107653, PRECISION_RECALL_MIN_DEN: 0.1076527, RECALL: 0.1076527, MAP: 0.0536221, MRR: 0.0536221, NDCG: 0.0663684, F1: 0.0195732, HIT_RATE: 0.1076527, ARHR: 0.0536221, RMSE: 0.0000000, NOVELTY: 0.0061682, AVERAGE_POPULARITY: 0.2594987, DIVERSITY_MEAN_INTER_LIST: 0.9879285, DIVERSITY_HERFINDAHL: 0.9987885, COVERAGE_ITEM: 0.7567991, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1880822, SHANNON_ENTROPY: 11.1981629, 
SearchBayesianSkoptObject: Config 52 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 48, 'USER_CBF_CF': 0.12189479323334076, 'ITEM_CBF_CF': 0.6294562305763122, 'RP3BETA_SIDE': 0.851723266968948, 'ITEM_CBF_FW': 0.3833748904005265, 'PURE_SVD_SIDE': 0.44890554745207967, 'IALS_SIDE': 0.07718738698318252} - results: ROC_AUC: 0.0761826, PRECISION: 0.0107209, PRECISION_RECALL_MIN_DEN: 0.1072094, RECALL: 0.1072094, MAP: 0.0542707, MRR: 0.0542707, NDCG: 0.0667399, F1: 0.0194926, HIT_RATE: 0.1072094, ARHR: 0.0542707, RMSE: 0.0000000, NOVELTY: 0.0061561, AVERAGE_POPULARITY: 0.2597499, DIVERSITY_MEAN_INTER_LIST: 0.9877133, DIVERSITY_HERFINDAHL: 0.9987669, COVERAGE_ITEM: 0.7418762, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1778469, SHANNON_ENTROPY: 11.0859342, 
SearchBayesianSkoptObject: Config 53 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 13, 'USER_CBF_CF': 0.8016217608181735, 'ITEM_CBF_CF': 0.5806190804086545, 'RP3BETA_SIDE': 0.14064363879493594, 'ITEM_CBF_FW': 0.8958464003437585, 'PURE_SVD_SIDE': 0.6854165164218122, 'IALS_SIDE': 0.7216800526087511} - results: ROC_AUC: 0.0747145, PRECISION: 0.0106810, PRECISION_RECALL_MIN_DEN: 0.1068103, RECALL: 0.1068103, MAP: 0.0525033, MRR: 0.0525033, NDCG: 0.0652757, F1: 0.0194201, HIT_RATE: 0.1068103, ARHR: 0.0525033, RMSE: 0.0000000, NOVELTY: 0.0061201, AVERAGE_POPULARITY: 0.2673009, DIVERSITY_MEAN_INTER_LIST: 0.9874334, DIVERSITY_HERFINDAHL: 0.9987390, COVERAGE_ITEM: 0.7301974, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1759201, SHANNON_ENTROPY: 11.0634145, 
SearchBayesianSkoptObject: Config 54 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 7, 'USER_CBF_CF': 0.8982997697418411, 'ITEM_CBF_CF': 0.4151239314185319, 'RP3BETA_SIDE': 0.03677218838855457, 'ITEM_CBF_FW': 0.9398930818002345, 'PURE_SVD_SIDE': 0.9287238410362525, 'IALS_SIDE': 0.7403907615393216} - results: ROC_AUC: 0.0746652, PRECISION: 0.0106766, PRECISION_RECALL_MIN_DEN: 0.1067660, RECALL: 0.1067660, MAP: 0.0523907, MRR: 0.0523907, NDCG: 0.0651824, F1: 0.0194120, HIT_RATE: 0.1067660, ARHR: 0.0523907, RMSE: 0.0000000, NOVELTY: 0.0061333, AVERAGE_POPULARITY: 0.2658665, DIVERSITY_MEAN_INTER_LIST: 0.9875148, DIVERSITY_HERFINDAHL: 0.9987471, COVERAGE_ITEM: 0.7469586, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1812005, SHANNON_ENTROPY: 11.1205960, 
SearchBayesianSkoptObject: Config 55 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 2, 'USER_CBF_CF': 0.4763322091863986, 'ITEM_CBF_CF': 0.9335602858194243, 'RP3BETA_SIDE': 0.1433908626286238, 'ITEM_CBF_FW': 0.7832214726307649, 'PURE_SVD_SIDE': 0.7139489551393946, 'IALS_SIDE': 0.5682003358745639} - results: ROC_AUC: 0.0766013, PRECISION: 0.0108229, PRECISION_RECALL_MIN_DEN: 0.1082291, RECALL: 0.1082291, MAP: 0.0540578, MRR: 0.0540578, NDCG: 0.0668162, F1: 0.0196780, HIT_RATE: 0.1082291, ARHR: 0.0540578, RMSE: 0.0000000, NOVELTY: 0.0062004, AVERAGE_POPULARITY: 0.2521372, DIVERSITY_MEAN_INTER_LIST: 0.9884666, DIVERSITY_HERFINDAHL: 0.9988423, COVERAGE_ITEM: 0.7615031, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1928717, SHANNON_ENTROPY: 11.2597894, 
SearchBayesianSkoptObject: Config 56 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 20, 'USER_CBF_CF': 0.29845980067923755, 'ITEM_CBF_CF': 0.6986499676410717, 'RP3BETA_SIDE': 0.7011392539680464, 'ITEM_CBF_FW': 0.6608133605326617, 'PURE_SVD_SIDE': 0.5460997210739715, 'IALS_SIDE': 0.8615929991038295} - results: ROC_AUC: 0.0758427, PRECISION: 0.0107298, PRECISION_RECALL_MIN_DEN: 0.1072980, RECALL: 0.1072980, MAP: 0.0537736, MRR: 0.0537736, NDCG: 0.0663764, F1: 0.0195087, HIT_RATE: 0.1072980, ARHR: 0.0537736, RMSE: 0.0000000, NOVELTY: 0.0061508, AVERAGE_POPULARITY: 0.2588569, DIVERSITY_MEAN_INTER_LIST: 0.9881222, DIVERSITY_HERFINDAHL: 0.9988078, COVERAGE_ITEM: 0.7216545, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1741883, SHANNON_ENTROPY: 11.0724629, 
SearchBayesianSkoptObject: Config 57 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.24150736147518453, 'ITEM_CBF_CF': 0.2556579181670166, 'RP3BETA_SIDE': 0.7993176860978538, 'ITEM_CBF_FW': 0.3161784389360362, 'PURE_SVD_SIDE': 0.8334831280868775, 'IALS_SIDE': 0.7268725224176835} - results: ROC_AUC: 0.0755816, PRECISION: 0.0106677, PRECISION_RECALL_MIN_DEN: 0.1066773, RECALL: 0.1066773, MAP: 0.0536159, MRR: 0.0536159, NDCG: 0.0661054, F1: 0.0193959, HIT_RATE: 0.1066773, ARHR: 0.0536159, RMSE: 0.0000000, NOVELTY: 0.0061296, AVERAGE_POPULARITY: 0.2617020, DIVERSITY_MEAN_INTER_LIST: 0.9878966, DIVERSITY_HERFINDAHL: 0.9987853, COVERAGE_ITEM: 0.7057042, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1646351, SHANNON_ENTROPY: 10.9743733, 
SearchBayesianSkoptObject: Config 58 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 16, 'USER_CBF_CF': 0.9026968818801073, 'ITEM_CBF_CF': 0.506114578150969, 'RP3BETA_SIDE': 0.2757244081429047, 'ITEM_CBF_FW': 0.28029203406573927, 'PURE_SVD_SIDE': 0.6759375736398793, 'IALS_SIDE': 0.2907506935560769} - results: ROC_AUC: 0.0749411, PRECISION: 0.0106855, PRECISION_RECALL_MIN_DEN: 0.1068547, RECALL: 0.1068547, MAP: 0.0533171, MRR: 0.0533171, NDCG: 0.0658929, F1: 0.0194281, HIT_RATE: 0.1068547, ARHR: 0.0533171, RMSE: 0.0000000, NOVELTY: 0.0060979, AVERAGE_POPULARITY: 0.2798153, DIVERSITY_MEAN_INTER_LIST: 0.9861939, DIVERSITY_HERFINDAHL: 0.9986150, COVERAGE_ITEM: 0.7259800, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1690007, SHANNON_ENTROPY: 10.9507500, 
SearchBayesianSkoptObject: Config 59 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 28, 'USER_CBF_CF': 0.9842719276234668, 'ITEM_CBF_CF': 0.8489766588912595, 'RP3BETA_SIDE': 0.9085599690688047, 'ITEM_CBF_FW': 0.2851521614866405, 'PURE_SVD_SIDE': 0.4195701682530336, 'IALS_SIDE': 0.05695109728728866} - results: ROC_AUC: 0.0756752, PRECISION: 0.0107254, PRECISION_RECALL_MIN_DEN: 0.1072537, RECALL: 0.1072537, MAP: 0.0540035, MRR: 0.0540035, NDCG: 0.0665249, F1: 0.0195007, HIT_RATE: 0.1072537, ARHR: 0.0540035, RMSE: 0.0000000, NOVELTY: 0.0061017, AVERAGE_POPULARITY: 0.2869755, DIVERSITY_MEAN_INTER_LIST: 0.9852367, DIVERSITY_HERFINDAHL: 0.9985193, COVERAGE_ITEM: 0.7088402, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1665781, SHANNON_ENTROPY: 10.8749296, 
SearchBayesianSkoptObject: Config 60 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 11, 'USER_CBF_CF': 0.33314577172367615, 'ITEM_CBF_CF': 0.4741521384097931, 'RP3BETA_SIDE': 0.19873235803452155, 'ITEM_CBF_FW': 0.12128219493227269, 'PURE_SVD_SIDE': 0.8524361884591907, 'IALS_SIDE': 0.27284758078889254} - results: ROC_AUC: 0.0743598, PRECISION: 0.0107121, PRECISION_RECALL_MIN_DEN: 0.1071207, RECALL: 0.1071207, MAP: 0.0527597, MRR: 0.0527597, NDCG: 0.0655049, F1: 0.0194765, HIT_RATE: 0.1071207, ARHR: 0.0527597, RMSE: 0.0000000, NOVELTY: 0.0061208, AVERAGE_POPULARITY: 0.2712068, DIVERSITY_MEAN_INTER_LIST: 0.9867602, DIVERSITY_HERFINDAHL: 0.9986716, COVERAGE_ITEM: 0.7270073, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1688697, SHANNON_ENTROPY: 10.9651269, 
SearchBayesianSkoptObject: Config 61 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.7345553538824432, 'ITEM_CBF_CF': 0.14091589979090405, 'RP3BETA_SIDE': 0.30878760596492555, 'ITEM_CBF_FW': 0.9654467868525444, 'PURE_SVD_SIDE': 0.9606353732580027, 'IALS_SIDE': 0.9357829210430519} - results: ROC_AUC: 0.0742958, PRECISION: 0.0106145, PRECISION_RECALL_MIN_DEN: 0.1061453, RECALL: 0.1061453, MAP: 0.0521271, MRR: 0.0521271, NDCG: 0.0648382, F1: 0.0192991, HIT_RATE: 0.1061453, ARHR: 0.0521271, RMSE: 0.0000000, NOVELTY: 0.0061119, AVERAGE_POPULARITY: 0.2637681, DIVERSITY_MEAN_INTER_LIST: 0.9878290, DIVERSITY_HERFINDAHL: 0.9987785, COVERAGE_ITEM: 0.7059746, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1674429, SHANNON_ENTROPY: 10.9960550, 
SearchBayesianSkoptObject: Config 62 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 10, 'USER_CBF_CF': 0.8600922955249827, 'ITEM_CBF_CF': 0.08312246970699423, 'RP3BETA_SIDE': 0.7955190669612202, 'ITEM_CBF_FW': 0.5327663398999233, 'PURE_SVD_SIDE': 0.0016423499484693464, 'IALS_SIDE': 0.04758336875805426} - results: ROC_AUC: 0.0749658, PRECISION: 0.0106899, PRECISION_RECALL_MIN_DEN: 0.1068990, RECALL: 0.1068990, MAP: 0.0526039, MRR: 0.0526039, NDCG: 0.0653830, F1: 0.0194362, HIT_RATE: 0.1068990, ARHR: 0.0526039, RMSE: 0.0000000, NOVELTY: 0.0061524, AVERAGE_POPULARITY: 0.2745316, DIVERSITY_MEAN_INTER_LIST: 0.9860414, DIVERSITY_HERFINDAHL: 0.9985998, COVERAGE_ITEM: 0.7487429, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1814109, SHANNON_ENTROPY: 11.0582198, 
SearchBayesianSkoptObject: Config 63 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 3, 'USER_CBF_CF': 0.3383084847265229, 'ITEM_CBF_CF': 0.6725810865243476, 'RP3BETA_SIDE': 0.7329566150436533, 'ITEM_CBF_FW': 0.6514525597761409, 'PURE_SVD_SIDE': 0.16473568875928105, 'IALS_SIDE': 0.5877535237546322} - results: ROC_AUC: 0.0765225, PRECISION: 0.0108007, PRECISION_RECALL_MIN_DEN: 0.1080074, RECALL: 0.1080074, MAP: 0.0543145, MRR: 0.0543145, NDCG: 0.0669583, F1: 0.0196377, HIT_RATE: 0.1080074, ARHR: 0.0543145, RMSE: 0.0000000, NOVELTY: 0.0061854, AVERAGE_POPULARITY: 0.2556775, DIVERSITY_MEAN_INTER_LIST: 0.9882221, DIVERSITY_HERFINDAHL: 0.9988178, COVERAGE_ITEM: 0.7595566, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1906221, SHANNON_ENTROPY: 11.2319215, 
SearchBayesianSkoptObject: Config 64 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 46, 'USER_CBF_CF': 0.35036514468894125, 'ITEM_CBF_CF': 0.3674233980030482, 'RP3BETA_SIDE': 0.31046321362537305, 'ITEM_CBF_FW': 0.2392248773254016, 'PURE_SVD_SIDE': 0.5573503562671939, 'IALS_SIDE': 0.3113762434832506} - results: ROC_AUC: 0.0749608, PRECISION: 0.0105569, PRECISION_RECALL_MIN_DEN: 0.1055689, RECALL: 0.1055689, MAP: 0.0531892, MRR: 0.0531892, NDCG: 0.0655276, F1: 0.0191943, HIT_RATE: 0.1055689, ARHR: 0.0531892, RMSE: 0.0000000, NOVELTY: 0.0060967, AVERAGE_POPULARITY: 0.2708338, DIVERSITY_MEAN_INTER_LIST: 0.9870428, DIVERSITY_HERFINDAHL: 0.9986999, COVERAGE_ITEM: 0.6931062, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1599483, SHANNON_ENTROPY: 10.8852037, 
SearchBayesianSkoptObject: Config 65 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 35, 'USER_CBF_CF': 0.5229013124665619, 'ITEM_CBF_CF': 0.3382582609182169, 'RP3BETA_SIDE': 0.5042923121070391, 'ITEM_CBF_FW': 0.5501699227306326, 'PURE_SVD_SIDE': 0.15873853090588544, 'IALS_SIDE': 0.2259611505476084} - results: ROC_AUC: 0.0755914, PRECISION: 0.0106589, PRECISION_RECALL_MIN_DEN: 0.1065886, RECALL: 0.1065886, MAP: 0.0530953, MRR: 0.0530953, NDCG: 0.0657127, F1: 0.0193798, HIT_RATE: 0.1065886, ARHR: 0.0530953, RMSE: 0.0000000, NOVELTY: 0.0061244, AVERAGE_POPULARITY: 0.2751067, DIVERSITY_MEAN_INTER_LIST: 0.9865236, DIVERSITY_HERFINDAHL: 0.9986480, COVERAGE_ITEM: 0.7086240, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1709487, SHANNON_ENTROPY: 10.9727746, 
SearchBayesianSkoptObject: Config 66 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 4, 'USER_CBF_CF': 0.37214557598413583, 'ITEM_CBF_CF': 0.985561114248874, 'RP3BETA_SIDE': 0.6851069032401845, 'ITEM_CBF_FW': 0.4714634754783602, 'PURE_SVD_SIDE': 0.5239894387188448, 'IALS_SIDE': 0.27616985827380186} - results: ROC_AUC: 0.0750594, PRECISION: 0.0101224, PRECISION_RECALL_MIN_DEN: 0.1012237, RECALL: 0.1012237, MAP: 0.0532382, MRR: 0.0532382, NDCG: 0.0646511, F1: 0.0184043, HIT_RATE: 0.1012237, ARHR: 0.0532382, RMSE: 0.0000000, NOVELTY: 0.0062209, AVERAGE_POPULARITY: 0.2481858, DIVERSITY_MEAN_INTER_LIST: 0.9887235, DIVERSITY_HERFINDAHL: 0.9988680, COVERAGE_ITEM: 0.8137334, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2012701, SHANNON_ENTROPY: 11.3492872, 
SearchBayesianSkoptObject: Config 67 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 23, 'USER_CBF_CF': 0.9889303764166473, 'ITEM_CBF_CF': 0.9350314811697251, 'RP3BETA_SIDE': 0.33267399141880577, 'ITEM_CBF_FW': 0.9829593588531002, 'PURE_SVD_SIDE': 0.9753741446181509, 'IALS_SIDE': 0.6889463802688136} - results: ROC_AUC: 0.0751283, PRECISION: 0.0105924, PRECISION_RECALL_MIN_DEN: 0.1059236, RECALL: 0.1059236, MAP: 0.0528094, MRR: 0.0528094, NDCG: 0.0653356, F1: 0.0192588, HIT_RATE: 0.1059236, ARHR: 0.0528094, RMSE: 0.0000000, NOVELTY: 0.0061043, AVERAGE_POPULARITY: 0.2709687, DIVERSITY_MEAN_INTER_LIST: 0.9869992, DIVERSITY_HERFINDAHL: 0.9986955, COVERAGE_ITEM: 0.7126250, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1683313, SHANNON_ENTROPY: 10.9666648, 
SearchBayesianSkoptObject: Config 68 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.49982317711303825, 'ITEM_CBF_CF': 0.6002858666403479, 'RP3BETA_SIDE': 0.3812308960490137, 'ITEM_CBF_FW': 0.8166090851098966, 'PURE_SVD_SIDE': 0.6337576651370166, 'IALS_SIDE': 0.04619039563108918} - results: ROC_AUC: 0.0745914, PRECISION: 0.0105835, PRECISION_RECALL_MIN_DEN: 0.1058349, RECALL: 0.1058349, MAP: 0.0525779, MRR: 0.0525779, NDCG: 0.0651204, F1: 0.0192427, HIT_RATE: 0.1058349, ARHR: 0.0525779, RMSE: 0.0000000, NOVELTY: 0.0061172, AVERAGE_POPULARITY: 0.2678369, DIVERSITY_MEAN_INTER_LIST: 0.9871534, DIVERSITY_HERFINDAHL: 0.9987110, COVERAGE_ITEM: 0.7421465, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1766558, SHANNON_ENTROPY: 11.0544531, 
SearchBayesianSkoptObject: Config 69 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 16, 'USER_CBF_CF': 0.19972198086558907, 'ITEM_CBF_CF': 0.6274788484657197, 'RP3BETA_SIDE': 0.7520222148868138, 'ITEM_CBF_FW': 0.4821517851430601, 'PURE_SVD_SIDE': 0.7411174706094472, 'IALS_SIDE': 0.8116405825091537} - results: ROC_AUC: 0.0752761, PRECISION: 0.0107431, PRECISION_RECALL_MIN_DEN: 0.1074311, RECALL: 0.1074311, MAP: 0.0535516, MRR: 0.0535516, NDCG: 0.0662083, F1: 0.0195329, HIT_RATE: 0.1074311, ARHR: 0.0535516, RMSE: 0.0000000, NOVELTY: 0.0061514, AVERAGE_POPULARITY: 0.2586991, DIVERSITY_MEAN_INTER_LIST: 0.9879275, DIVERSITY_HERFINDAHL: 0.9987884, COVERAGE_ITEM: 0.7240335, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1717171, SHANNON_ENTROPY: 11.0391109, 
SearchBayesianSkoptObject: Config 70 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 4, 'USER_CBF_CF': 0.018597340098181484, 'ITEM_CBF_CF': 0.6522145902983634, 'RP3BETA_SIDE': 0.969379419209905, 'ITEM_CBF_FW': 0.015189214138047195, 'PURE_SVD_SIDE': 0.8605813643086135, 'IALS_SIDE': 0.9083400518751722} - results: ROC_AUC: 0.0748919, PRECISION: 0.0101091, PRECISION_RECALL_MIN_DEN: 0.1010907, RECALL: 0.1010907, MAP: 0.0532461, MRR: 0.0532461, NDCG: 0.0646179, F1: 0.0183801, HIT_RATE: 0.1010907, ARHR: 0.0532461, RMSE: 0.0000000, NOVELTY: 0.0062213, AVERAGE_POPULARITY: 0.2482375, DIVERSITY_MEAN_INTER_LIST: 0.9887257, DIVERSITY_HERFINDAHL: 0.9988682, COVERAGE_ITEM: 0.8131387, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2010052, SHANNON_ENTROPY: 11.3470226, 
SearchBayesianSkoptObject: New best config found. Config 71: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0771038, PRECISION: 0.0108052, PRECISION_RECALL_MIN_DEN: 0.1080518, RECALL: 0.1080518, MAP: 0.0548919, MRR: 0.0548919, NDCG: 0.0674195, F1: 0.0196458, HIT_RATE: 0.1080518, ARHR: 0.0548919, RMSE: 0.0000000, NOVELTY: 0.0062255, AVERAGE_POPULARITY: 0.2479381, DIVERSITY_MEAN_INTER_LIST: 0.9886968, DIVERSITY_HERFINDAHL: 0.9988653, COVERAGE_ITEM: 0.7643687, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1951476, SHANNON_ENTROPY: 11.2884681, 
SearchBayesianSkoptObject: Config 72 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 41, 'USER_CBF_CF': 0.13953483339807085, 'ITEM_CBF_CF': 0.9189845686969607, 'RP3BETA_SIDE': 0.07265028095832383, 'ITEM_CBF_FW': 0.08614779211978797, 'PURE_SVD_SIDE': 0.15742940966010102, 'IALS_SIDE': 0.9723997613013888} - results: ROC_AUC: 0.0764634, PRECISION: 0.0107919, PRECISION_RECALL_MIN_DEN: 0.1079188, RECALL: 0.1079188, MAP: 0.0544469, MRR: 0.0544469, NDCG: 0.0670272, F1: 0.0196216, HIT_RATE: 0.1079188, ARHR: 0.0544469, RMSE: 0.0000000, NOVELTY: 0.0061482, AVERAGE_POPULARITY: 0.2592485, DIVERSITY_MEAN_INTER_LIST: 0.9882622, DIVERSITY_HERFINDAHL: 0.9988218, COVERAGE_ITEM: 0.6766694, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1631763, SHANNON_ENTROPY: 10.9661809, 
SearchBayesianSkoptObject: Config 73 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 11, 'USER_CBF_CF': 0.9861932005736288, 'ITEM_CBF_CF': 0.8249608765543255, 'RP3BETA_SIDE': 0.08758298110198139, 'ITEM_CBF_FW': 0.02197017385479583, 'PURE_SVD_SIDE': 0.9899840725285376, 'IALS_SIDE': 0.992797847703265} - results: ROC_AUC: 0.0752072, PRECISION: 0.0107608, PRECISION_RECALL_MIN_DEN: 0.1076084, RECALL: 0.1076084, MAP: 0.0532170, MRR: 0.0532170, NDCG: 0.0659913, F1: 0.0195652, HIT_RATE: 0.1076084, ARHR: 0.0532170, RMSE: 0.0000000, NOVELTY: 0.0061106, AVERAGE_POPULARITY: 0.2745090, DIVERSITY_MEAN_INTER_LIST: 0.9868504, DIVERSITY_HERFINDAHL: 0.9986807, COVERAGE_ITEM: 0.7173831, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1683292, SHANNON_ENTROPY: 10.9696067, 
SearchBayesianSkoptObject: Config 74 is suboptimal. Config: {'strategy': 'norm_weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 50, 'USER_CBF_CF': 0.9838412592495442, 'ITEM_CBF_CF': 0.5789756125876302, 'RP3BETA_SIDE': 0.7657576336804012, 'ITEM_CBF_FW': 0.08315700449501408, 'PURE_SVD_SIDE': 0.028102350948213235, 'IALS_SIDE': 0.9846434197896403} - results: ROC_AUC: 0.0762713, PRECISION: 0.0107564, PRECISION_RECALL_MIN_DEN: 0.1075641, RECALL: 0.1075641, MAP: 0.0542861, MRR: 0.0542861, NDCG: 0.0668292, F1: 0.0195571, HIT_RATE: 0.1075641, ARHR: 0.0542861, RMSE: 0.0000000, NOVELTY: 0.0061256, AVERAGE_POPULARITY: 0.2784164, DIVERSITY_MEAN_INTER_LIST: 0.9865781, DIVERSITY_HERFINDAHL: 0.9986534, COVERAGE_ITEM: 0.6469857, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1599729, SHANNON_ENTROPY: 10.8453455, 
