SearchBayesianSkoptObject: New best config found. Config 0: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 31, 'USER_CBF_CF': 0.16846477975408072, 'ITEM_CBF_CF': 0.8914940503512917, 'RP3BETA_SIDE': 0.7270686266661155, 'ITEM_CBF_FW': 0.14068526745594015, 'PURE_SVD_SIDE': 0.21433366376899637, 'IALS_SIDE': 0.4045180459390272} - results: ROC_AUC: 0.0757097, PRECISION: 0.0107032, PRECISION_RECALL_MIN_DEN: 0.1070320, RECALL: 0.1070320, MAP: 0.0540359, MRR: 0.0540359, NDCG: 0.0665021, F1: 0.0194604, HIT_RATE: 0.1070320, ARHR: 0.0540359, RMSE: 0.0000000, NOVELTY: 0.0061533, AVERAGE_POPULARITY: 0.2778263, DIVERSITY_MEAN_INTER_LIST: 0.9860544, DIVERSITY_HERFINDAHL: 0.9986011, COVERAGE_ITEM: 0.7164098, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1761020, SHANNON_ENTROPY: 10.9898272, 
SearchBayesianSkoptObject: Config 50 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 19, 'USER_CBF_CF': 0.4834083208801232, 'ITEM_CBF_CF': 0.3779462498155268, 'RP3BETA_SIDE': 0.043413403009695546, 'ITEM_CBF_FW': 0.23381534271814725, 'PURE_SVD_SIDE': 0.8057808241162595, 'IALS_SIDE': 0.9097420773162092} - results: ROC_AUC: 0.0740002, PRECISION: 0.0105303, PRECISION_RECALL_MIN_DEN: 0.1053028, RECALL: 0.1053028, MAP: 0.0527068, MRR: 0.0527068, NDCG: 0.0650625, F1: 0.0191460, HIT_RATE: 0.1053028, ARHR: 0.0527068, RMSE: 0.0000000, NOVELTY: 0.0060794, AVERAGE_POPULARITY: 0.2906009, DIVERSITY_MEAN_INTER_LIST: 0.9852423, DIVERSITY_HERFINDAHL: 0.9985199, COVERAGE_ITEM: 0.6997567, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1629502, SHANNON_ENTROPY: 10.8493981, 
SearchBayesianSkoptObject: Config 51 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 4, 'USER_CBF_CF': 0.4232883901315192, 'ITEM_CBF_CF': 0.7873709279271937, 'RP3BETA_SIDE': 0.38022817601641934, 'ITEM_CBF_FW': 0.820586250264519, 'PURE_SVD_SIDE': 0.5888544022139759, 'IALS_SIDE': 0.6161604778250332} - results: ROC_AUC: 0.0760200, PRECISION: 0.0108584, PRECISION_RECALL_MIN_DEN: 0.1085838, RECALL: 0.1085838, MAP: 0.0537009, MRR: 0.0537009, NDCG: 0.0665934, F1: 0.0197425, HIT_RATE: 0.1085838, ARHR: 0.0537009, RMSE: 0.0000000, NOVELTY: 0.0061713, AVERAGE_POPULARITY: 0.2622638, DIVERSITY_MEAN_INTER_LIST: 0.9877031, DIVERSITY_HERFINDAHL: 0.9987659, COVERAGE_ITEM: 0.7503650, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1851133, SHANNON_ENTROPY: 11.1610298, 
SearchBayesianSkoptObject: Config 52 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 48, 'USER_CBF_CF': 0.12189479323334076, 'ITEM_CBF_CF': 0.6294562305763122, 'RP3BETA_SIDE': 0.851723266968948, 'ITEM_CBF_FW': 0.3833748904005265, 'PURE_SVD_SIDE': 0.44890554745207967, 'IALS_SIDE': 0.07718738698318252} - results: ROC_AUC: 0.0757638, PRECISION: 0.0106323, PRECISION_RECALL_MIN_DEN: 0.1063226, RECALL: 0.1063226, MAP: 0.0539169, MRR: 0.0539169, NDCG: 0.0662640, F1: 0.0193314, HIT_RATE: 0.1063226, ARHR: 0.0539169, RMSE: 0.0000000, NOVELTY: 0.0061622, AVERAGE_POPULARITY: 0.2732488, DIVERSITY_MEAN_INTER_LIST: 0.9864496, DIVERSITY_HERFINDAHL: 0.9986406, COVERAGE_ITEM: 0.7150581, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1769428, SHANNON_ENTROPY: 11.0085661, 
SearchBayesianSkoptObject: Config 53 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 13, 'USER_CBF_CF': 0.8016217608181735, 'ITEM_CBF_CF': 0.5806190804086545, 'RP3BETA_SIDE': 0.14064363879493594, 'ITEM_CBF_FW': 0.8958464003437585, 'PURE_SVD_SIDE': 0.6854165164218122, 'IALS_SIDE': 0.7216800526087511} - results: ROC_AUC: 0.0742859, PRECISION: 0.0106810, PRECISION_RECALL_MIN_DEN: 0.1068103, RECALL: 0.1068103, MAP: 0.0528640, MRR: 0.0528640, NDCG: 0.0655131, F1: 0.0194201, HIT_RATE: 0.1068103, ARHR: 0.0528640, RMSE: 0.0000000, NOVELTY: 0.0061134, AVERAGE_POPULARITY: 0.2851369, DIVERSITY_MEAN_INTER_LIST: 0.9855433, DIVERSITY_HERFINDAHL: 0.9985500, COVERAGE_ITEM: 0.7214923, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1709974, SHANNON_ENTROPY: 10.9351761, 
SearchBayesianSkoptObject: Config 54 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 7, 'USER_CBF_CF': 0.8982997697418411, 'ITEM_CBF_CF': 0.4151239314185319, 'RP3BETA_SIDE': 0.03677218838855457, 'ITEM_CBF_FW': 0.9398930818002345, 'PURE_SVD_SIDE': 0.9287238410362525, 'IALS_SIDE': 0.7403907615393216} - results: ROC_AUC: 0.0747047, PRECISION: 0.0107564, PRECISION_RECALL_MIN_DEN: 0.1075641, RECALL: 0.1075641, MAP: 0.0526093, MRR: 0.0526093, NDCG: 0.0655034, F1: 0.0195571, HIT_RATE: 0.1075641, ARHR: 0.0526093, RMSE: 0.0000000, NOVELTY: 0.0061283, AVERAGE_POPULARITY: 0.2751270, DIVERSITY_MEAN_INTER_LIST: 0.9865981, DIVERSITY_HERFINDAHL: 0.9986554, COVERAGE_ITEM: 0.7364152, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1758230, SHANNON_ENTROPY: 11.0281551, 
SearchBayesianSkoptObject: Config 55 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 2, 'USER_CBF_CF': 0.4763322091863986, 'ITEM_CBF_CF': 0.9335602858194243, 'RP3BETA_SIDE': 0.1433908626286238, 'ITEM_CBF_FW': 0.7832214726307649, 'PURE_SVD_SIDE': 0.7139489551393946, 'IALS_SIDE': 0.5682003358745639} - results: ROC_AUC: 0.0767393, PRECISION: 0.0108584, PRECISION_RECALL_MIN_DEN: 0.1085838, RECALL: 0.1085838, MAP: 0.0537846, MRR: 0.0537846, NDCG: 0.0666970, F1: 0.0197425, HIT_RATE: 0.1085838, ARHR: 0.0537846, RMSE: 0.0000000, NOVELTY: 0.0062040, AVERAGE_POPULARITY: 0.2531826, DIVERSITY_MEAN_INTER_LIST: 0.9883810, DIVERSITY_HERFINDAHL: 0.9988337, COVERAGE_ITEM: 0.7585834, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1916242, SHANNON_ENTROPY: 11.2442990, 
SearchBayesianSkoptObject: Config 56 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 20, 'USER_CBF_CF': 0.29845980067923755, 'ITEM_CBF_CF': 0.6986499676410717, 'RP3BETA_SIDE': 0.7011392539680464, 'ITEM_CBF_FW': 0.6608133605326617, 'PURE_SVD_SIDE': 0.5460997210739715, 'IALS_SIDE': 0.8615929991038295} - results: ROC_AUC: 0.0757638, PRECISION: 0.0107076, PRECISION_RECALL_MIN_DEN: 0.1070764, RECALL: 0.1070764, MAP: 0.0539812, MRR: 0.0539812, NDCG: 0.0664693, F1: 0.0194684, HIT_RATE: 0.1070764, ARHR: 0.0539812, RMSE: 0.0000000, NOVELTY: 0.0061219, AVERAGE_POPULARITY: 0.2859601, DIVERSITY_MEAN_INTER_LIST: 0.9853043, DIVERSITY_HERFINDAHL: 0.9985261, COVERAGE_ITEM: 0.7147337, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1713507, SHANNON_ENTROPY: 10.9234646, 
SearchBayesianSkoptObject: Config 57 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 40, 'USER_CBF_CF': 0.24150736147518453, 'ITEM_CBF_CF': 0.2556579181670166, 'RP3BETA_SIDE': 0.7993176860978538, 'ITEM_CBF_FW': 0.3161784389360362, 'PURE_SVD_SIDE': 0.8334831280868775, 'IALS_SIDE': 0.7268725224176835} - results: ROC_AUC: 0.0756210, PRECISION: 0.0106190, PRECISION_RECALL_MIN_DEN: 0.1061896, RECALL: 0.1061896, MAP: 0.0538323, MRR: 0.0538323, NDCG: 0.0661665, F1: 0.0193072, HIT_RATE: 0.1061896, ARHR: 0.0538323, RMSE: 0.0000000, NOVELTY: 0.0061231, AVERAGE_POPULARITY: 0.2840678, DIVERSITY_MEAN_INTER_LIST: 0.9855770, DIVERSITY_HERFINDAHL: 0.9985533, COVERAGE_ITEM: 0.7012706, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1691860, SHANNON_ENTROPY: 10.9037020, 
SearchBayesianSkoptObject: Config 58 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 16, 'USER_CBF_CF': 0.9026968818801073, 'ITEM_CBF_CF': 0.506114578150969, 'RP3BETA_SIDE': 0.2757244081429047, 'ITEM_CBF_FW': 0.28029203406573927, 'PURE_SVD_SIDE': 0.6759375736398793, 'IALS_SIDE': 0.2907506935560769} - results: ROC_AUC: 0.0745716, PRECISION: 0.0106810, PRECISION_RECALL_MIN_DEN: 0.1068103, RECALL: 0.1068103, MAP: 0.0529921, MRR: 0.0529921, NDCG: 0.0656248, F1: 0.0194201, HIT_RATE: 0.1068103, ARHR: 0.0529921, RMSE: 0.0000000, NOVELTY: 0.0061093, AVERAGE_POPULARITY: 0.2885433, DIVERSITY_MEAN_INTER_LIST: 0.9851020, DIVERSITY_HERFINDAHL: 0.9985058, COVERAGE_ITEM: 0.7234388, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1711202, SHANNON_ENTROPY: 10.9202963, 
SearchBayesianSkoptObject: Config 59 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 28, 'USER_CBF_CF': 0.9842719276234668, 'ITEM_CBF_CF': 0.8489766588912595, 'RP3BETA_SIDE': 0.9085599690688047, 'ITEM_CBF_FW': 0.2851521614866405, 'PURE_SVD_SIDE': 0.4195701682530336, 'IALS_SIDE': 0.05695109728728866} - results: ROC_AUC: 0.0744780, PRECISION: 0.0105480, PRECISION_RECALL_MIN_DEN: 0.1054802, RECALL: 0.1054802, MAP: 0.0534368, MRR: 0.0534368, NDCG: 0.0656621, F1: 0.0191782, HIT_RATE: 0.1054802, ARHR: 0.0534368, RMSE: 0.0000000, NOVELTY: 0.0060942, AVERAGE_POPULARITY: 0.2955910, DIVERSITY_MEAN_INTER_LIST: 0.9843007, DIVERSITY_HERFINDAHL: 0.9984257, COVERAGE_ITEM: 0.6969992, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1655927, SHANNON_ENTROPY: 10.8251678, 
SearchBayesianSkoptObject: Config 60 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 11, 'USER_CBF_CF': 0.33314577172367615, 'ITEM_CBF_CF': 0.4741521384097931, 'RP3BETA_SIDE': 0.19873235803452155, 'ITEM_CBF_FW': 0.12128219493227269, 'PURE_SVD_SIDE': 0.8524361884591907, 'IALS_SIDE': 0.27284758078889254} - results: ROC_AUC: 0.0745421, PRECISION: 0.0106456, PRECISION_RECALL_MIN_DEN: 0.1064556, RECALL: 0.1064556, MAP: 0.0529235, MRR: 0.0529235, NDCG: 0.0654921, F1: 0.0193556, HIT_RATE: 0.1064556, ARHR: 0.0529235, RMSE: 0.0000000, NOVELTY: 0.0061178, AVERAGE_POPULARITY: 0.2844492, DIVERSITY_MEAN_INTER_LIST: 0.9853221, DIVERSITY_HERFINDAHL: 0.9985278, COVERAGE_ITEM: 0.7224655, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1693893, SHANNON_ENTROPY: 10.9089764, 
SearchBayesianSkoptObject: Config 61 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 35, 'USER_CBF_CF': 0.7345553538824432, 'ITEM_CBF_CF': 0.14091589979090405, 'RP3BETA_SIDE': 0.30878760596492555, 'ITEM_CBF_FW': 0.9654467868525444, 'PURE_SVD_SIDE': 0.9606353732580027, 'IALS_SIDE': 0.9357829210430519} - results: ROC_AUC: 0.0743155, PRECISION: 0.0105214, PRECISION_RECALL_MIN_DEN: 0.1052142, RECALL: 0.1052142, MAP: 0.0532082, MRR: 0.0532082, NDCG: 0.0654300, F1: 0.0191298, HIT_RATE: 0.1052142, ARHR: 0.0532082, RMSE: 0.0000000, NOVELTY: 0.0060731, AVERAGE_POPULARITY: 0.2982797, DIVERSITY_MEAN_INTER_LIST: 0.9843426, DIVERSITY_HERFINDAHL: 0.9984299, COVERAGE_ITEM: 0.6816978, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1610493, SHANNON_ENTROPY: 10.7826060, 
SearchBayesianSkoptObject: Config 62 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 10, 'USER_CBF_CF': 0.8600922955249827, 'ITEM_CBF_CF': 0.08312246970699423, 'RP3BETA_SIDE': 0.7955190669612202, 'ITEM_CBF_FW': 0.5327663398999233, 'PURE_SVD_SIDE': 0.0016423499484693464, 'IALS_SIDE': 0.04758336875805426} - results: ROC_AUC: 0.0749263, PRECISION: 0.0107741, PRECISION_RECALL_MIN_DEN: 0.1077414, RECALL: 0.1077414, MAP: 0.0534521, MRR: 0.0534521, NDCG: 0.0661714, F1: 0.0195893, HIT_RATE: 0.1077414, ARHR: 0.0534521, RMSE: 0.0000000, NOVELTY: 0.0061451, AVERAGE_POPULARITY: 0.2821942, DIVERSITY_MEAN_INTER_LIST: 0.9853521, DIVERSITY_HERFINDAHL: 0.9985308, COVERAGE_ITEM: 0.7260341, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1737870, SHANNON_ENTROPY: 10.9527282, 
SearchBayesianSkoptObject: New best config found. Config 63: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 3, 'USER_CBF_CF': 0.3383084847265229, 'ITEM_CBF_CF': 0.6725810865243476, 'RP3BETA_SIDE': 0.7329566150436533, 'ITEM_CBF_FW': 0.6514525597761409, 'PURE_SVD_SIDE': 0.16473568875928105, 'IALS_SIDE': 0.5877535237546322} - results: ROC_AUC: 0.0769216, PRECISION: 0.0108628, PRECISION_RECALL_MIN_DEN: 0.1086282, RECALL: 0.1086282, MAP: 0.0546035, MRR: 0.0546035, NDCG: 0.0673169, F1: 0.0197506, HIT_RATE: 0.1086282, ARHR: 0.0546035, RMSE: 0.0000000, NOVELTY: 0.0061908, AVERAGE_POPULARITY: 0.2573792, DIVERSITY_MEAN_INTER_LIST: 0.9880809, DIVERSITY_HERFINDAHL: 0.9988037, COVERAGE_ITEM: 0.7541498, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1886442, SHANNON_ENTROPY: 11.2061376, 
SearchBayesianSkoptObject: Config 64 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 46, 'USER_CBF_CF': 0.35036514468894125, 'ITEM_CBF_CF': 0.3674233980030482, 'RP3BETA_SIDE': 0.31046321362537305, 'ITEM_CBF_FW': 0.2392248773254016, 'PURE_SVD_SIDE': 0.5573503562671939, 'IALS_SIDE': 0.3113762434832506} - results: ROC_AUC: 0.0746357, PRECISION: 0.0104992, PRECISION_RECALL_MIN_DEN: 0.1049925, RECALL: 0.1049925, MAP: 0.0534860, MRR: 0.0534860, NDCG: 0.0656052, F1: 0.0190895, HIT_RATE: 0.1049925, ARHR: 0.0534860, RMSE: 0.0000000, NOVELTY: 0.0060729, AVERAGE_POPULARITY: 0.2988384, DIVERSITY_MEAN_INTER_LIST: 0.9841763, DIVERSITY_HERFINDAHL: 0.9984133, COVERAGE_ITEM: 0.6703433, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1590980, SHANNON_ENTROPY: 10.7477599, 
SearchBayesianSkoptObject: Config 65 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 35, 'USER_CBF_CF': 0.5229013124665619, 'ITEM_CBF_CF': 0.3382582609182169, 'RP3BETA_SIDE': 0.5042923121070391, 'ITEM_CBF_FW': 0.5501699227306326, 'PURE_SVD_SIDE': 0.15873853090588544, 'IALS_SIDE': 0.2259611505476084} - results: ROC_AUC: 0.0744780, PRECISION: 0.0105480, PRECISION_RECALL_MIN_DEN: 0.1054802, RECALL: 0.1054802, MAP: 0.0534420, MRR: 0.0534420, NDCG: 0.0656676, F1: 0.0191782, HIT_RATE: 0.1054802, ARHR: 0.0534420, RMSE: 0.0000000, NOVELTY: 0.0060897, AVERAGE_POPULARITY: 0.2973712, DIVERSITY_MEAN_INTER_LIST: 0.9841835, DIVERSITY_HERFINDAHL: 0.9984140, COVERAGE_ITEM: 0.6820222, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1638156, SHANNON_ENTROPY: 10.7960965, 
SearchBayesianSkoptObject: Config 66 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 4, 'USER_CBF_CF': 0.37214557598413583, 'ITEM_CBF_CF': 0.985561114248874, 'RP3BETA_SIDE': 0.6851069032401845, 'ITEM_CBF_FW': 0.4714634754783602, 'PURE_SVD_SIDE': 0.5239894387188448, 'IALS_SIDE': 0.27616985827380186} - results: ROC_AUC: 0.0747687, PRECISION: 0.0101002, PRECISION_RECALL_MIN_DEN: 0.1010020, RECALL: 0.1010020, MAP: 0.0530772, MRR: 0.0530772, NDCG: 0.0644624, F1: 0.0183640, HIT_RATE: 0.1010020, ARHR: 0.0530772, RMSE: 0.0000000, NOVELTY: 0.0062213, AVERAGE_POPULARITY: 0.2483210, DIVERSITY_MEAN_INTER_LIST: 0.9887163, DIVERSITY_HERFINDAHL: 0.9988672, COVERAGE_ITEM: 0.8143282, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2009390, SHANNON_ENTROPY: 11.3473301, 
SearchBayesianSkoptObject: Config 67 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 23, 'USER_CBF_CF': 0.9889303764166473, 'ITEM_CBF_CF': 0.9350314811697251, 'RP3BETA_SIDE': 0.33267399141880577, 'ITEM_CBF_FW': 0.9829593588531002, 'PURE_SVD_SIDE': 0.9753741446181509, 'IALS_SIDE': 0.6889463802688136} - results: ROC_AUC: 0.0741874, PRECISION: 0.0105347, PRECISION_RECALL_MIN_DEN: 0.1053472, RECALL: 0.1053472, MAP: 0.0530241, MRR: 0.0530241, NDCG: 0.0653170, F1: 0.0191540, HIT_RATE: 0.1053472, ARHR: 0.0530241, RMSE: 0.0000000, NOVELTY: 0.0060872, AVERAGE_POPULARITY: 0.2944650, DIVERSITY_MEAN_INTER_LIST: 0.9845318, DIVERSITY_HERFINDAHL: 0.9984488, COVERAGE_ITEM: 0.6924034, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1629671, SHANNON_ENTROPY: 10.8094673, 
SearchBayesianSkoptObject: Config 68 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 32, 'USER_CBF_CF': 0.49982317711303825, 'ITEM_CBF_CF': 0.6002858666403479, 'RP3BETA_SIDE': 0.3812308960490137, 'ITEM_CBF_FW': 0.8166090851098966, 'PURE_SVD_SIDE': 0.6337576651370166, 'IALS_SIDE': 0.04619039563108918} - results: ROC_AUC: 0.0748327, PRECISION: 0.0105835, PRECISION_RECALL_MIN_DEN: 0.1058349, RECALL: 0.1058349, MAP: 0.0536085, MRR: 0.0536085, NDCG: 0.0658833, F1: 0.0192427, HIT_RATE: 0.1058349, ARHR: 0.0536085, RMSE: 0.0000000, NOVELTY: 0.0060843, AVERAGE_POPULARITY: 0.2968146, DIVERSITY_MEAN_INTER_LIST: 0.9843432, DIVERSITY_HERFINDAHL: 0.9984300, COVERAGE_ITEM: 0.7000270, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1648184, SHANNON_ENTROPY: 10.8239516, 
SearchBayesianSkoptObject: Config 69 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 16, 'USER_CBF_CF': 0.19972198086558907, 'ITEM_CBF_CF': 0.6274788484657197, 'RP3BETA_SIDE': 0.7520222148868138, 'ITEM_CBF_FW': 0.4821517851430601, 'PURE_SVD_SIDE': 0.7411174706094472, 'IALS_SIDE': 0.8116405825091537} - results: ROC_AUC: 0.0758870, PRECISION: 0.0107342, PRECISION_RECALL_MIN_DEN: 0.1073424, RECALL: 0.1073424, MAP: 0.0537120, MRR: 0.0537120, NDCG: 0.0663353, F1: 0.0195168, HIT_RATE: 0.1073424, ARHR: 0.0537120, RMSE: 0.0000000, NOVELTY: 0.0061467, AVERAGE_POPULARITY: 0.2765220, DIVERSITY_MEAN_INTER_LIST: 0.9860095, DIVERSITY_HERFINDAHL: 0.9985966, COVERAGE_ITEM: 0.7161936, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1733636, SHANNON_ENTROPY: 10.9610330, 
SearchBayesianSkoptObject: Config 70 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 3, 'USER_CBF_CF': 0.07493639207602833, 'ITEM_CBF_CF': 0.1124536910450307, 'RP3BETA_SIDE': 0.9912113479173988, 'ITEM_CBF_FW': 0.9486687685864488, 'PURE_SVD_SIDE': 0.9865178769053586, 'IALS_SIDE': 0.7909849933792273} - results: ROC_AUC: 0.0726405, PRECISION: 0.0095105, PRECISION_RECALL_MIN_DEN: 0.0951051, RECALL: 0.0951051, MAP: 0.0521598, MRR: 0.0521598, NDCG: 0.0624330, F1: 0.0172918, HIT_RATE: 0.0951051, ARHR: 0.0521598, RMSE: 0.0000000, NOVELTY: 0.0062674, AVERAGE_POPULARITY: 0.2369367, DIVERSITY_MEAN_INTER_LIST: 0.9897498, DIVERSITY_HERFINDAHL: 0.9989706, COVERAGE_ITEM: 0.8349824, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2142010, SHANNON_ENTROPY: 11.4954101, 
SearchBayesianSkoptObject: New best config found. Config 71: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': True, 'sub_cutoff': 1, 'USER_CBF_CF': 0.0, 'ITEM_CBF_CF': 1.0, 'RP3BETA_SIDE': 1.0, 'ITEM_CBF_FW': 0.0, 'PURE_SVD_SIDE': 0.0, 'IALS_SIDE': 1.0} - results: ROC_AUC: 0.0770595, PRECISION: 0.0108052, PRECISION_RECALL_MIN_DEN: 0.1080518, RECALL: 0.1080518, MAP: 0.0547071, MRR: 0.0547071, NDCG: 0.0672828, F1: 0.0196458, HIT_RATE: 0.1080518, ARHR: 0.0547071, RMSE: 0.0000000, NOVELTY: 0.0062255, AVERAGE_POPULARITY: 0.2479372, DIVERSITY_MEAN_INTER_LIST: 0.9886969, DIVERSITY_HERFINDAHL: 0.9988653, COVERAGE_ITEM: 0.7643687, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1951492, SHANNON_ENTROPY: 11.2884878, 
SearchBayesianSkoptObject: Config 72 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 41, 'USER_CBF_CF': 0.13953483339807085, 'ITEM_CBF_CF': 0.9189845686969607, 'RP3BETA_SIDE': 0.07265028095832383, 'ITEM_CBF_FW': 0.08614779211978797, 'PURE_SVD_SIDE': 0.15742940966010102, 'IALS_SIDE': 0.9723997613013888} - results: ROC_AUC: 0.0752811, PRECISION: 0.0106633, PRECISION_RECALL_MIN_DEN: 0.1066330, RECALL: 0.1066330, MAP: 0.0535845, MRR: 0.0535845, NDCG: 0.0660630, F1: 0.0193878, HIT_RATE: 0.1066330, ARHR: 0.0535845, RMSE: 0.0000000, NOVELTY: 0.0060780, AVERAGE_POPULARITY: 0.2957121, DIVERSITY_MEAN_INTER_LIST: 0.9846797, DIVERSITY_HERFINDAHL: 0.9984636, COVERAGE_ITEM: 0.6536902, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1575626, SHANNON_ENTROPY: 10.7508523, 
SearchBayesianSkoptObject: Config 73 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 49, 'USER_CBF_CF': 0.8674533391900814, 'ITEM_CBF_CF': 0.16108111142466844, 'RP3BETA_SIDE': 0.932119079446252, 'ITEM_CBF_FW': 0.9927119080305373, 'PURE_SVD_SIDE': 0.14345722994417123, 'IALS_SIDE': 0.9450287597246166} - results: ROC_AUC: 0.0745569, PRECISION: 0.0104992, PRECISION_RECALL_MIN_DEN: 0.1049925, RECALL: 0.1049925, MAP: 0.0534293, MRR: 0.0534293, NDCG: 0.0655600, F1: 0.0190895, HIT_RATE: 0.1049925, ARHR: 0.0534293, RMSE: 0.0000000, NOVELTY: 0.0060868, AVERAGE_POPULARITY: 0.2988270, DIVERSITY_MEAN_INTER_LIST: 0.9841305, DIVERSITY_HERFINDAHL: 0.9984087, COVERAGE_ITEM: 0.6650987, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1608516, SHANNON_ENTROPY: 10.7603270, 
SearchBayesianSkoptObject: Config 74 is suboptimal. Config: {'strategy': 'weighted_avg', 'main_cutoff': 20, 'bias': False, 'sub_cutoff': 3, 'USER_CBF_CF': 0.9550202121356269, 'ITEM_CBF_CF': 0.7251098789711281, 'RP3BETA_SIDE': 0.9787015956386249, 'ITEM_CBF_FW': 0.12199091076443616, 'PURE_SVD_SIDE': 0.8926922352048431, 'IALS_SIDE': 0.9355745278844428} - results: ROC_AUC: 0.0723547, PRECISION: 0.0095371, PRECISION_RECALL_MIN_DEN: 0.0953711, RECALL: 0.0953711, MAP: 0.0519596, MRR: 0.0519596, NDCG: 0.0623197, F1: 0.0173402, HIT_RATE: 0.0953711, ARHR: 0.0519596, RMSE: 0.0000000, NOVELTY: 0.0062674, AVERAGE_POPULARITY: 0.2367861, DIVERSITY_MEAN_INTER_LIST: 0.9897667, DIVERSITY_HERFINDAHL: 0.9989723, COVERAGE_ITEM: 0.8349824, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2146877, SHANNON_ENTROPY: 11.4983201, 
