CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3541614777281572, 'tversky_beta': 1.8367479743127013} - results: ROC_AUC: 0.068751±0.0012, PRECISION: 0.009347±0.0001, PRECISION_RECALL_MIN_DEN: 0.093473±0.0010, RECALL: 0.093473±0.0010, MAP: 0.050576±0.0012, MRR: 0.050576±0.0012, NDCG: 0.060707±0.0012, F1: 0.016995±0.0002, HIT_RATE: 0.093473±0.0010, ARHR: 0.050576±0.0012, RMSE: 0.967066±0.0004, NOVELTY: 0.005821±0.0000, AVERAGE_POPULARITY: 0.395123±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.970369±0.0001, DIVERSITY_HERFINDAHL: 0.997031±0.0000, COVERAGE_ITEM: 0.503769±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140686±0.0003, SHANNON_ENTROPY: 10.016048±0.0023, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 135, 'shrink': 265, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.7742677781795175, 'tversky_beta': 1.8526214822011413} - results: ROC_AUC: 0.075106±0.0012, PRECISION: 0.010052±0.0001, PRECISION_RECALL_MIN_DEN: 0.100524±0.0014, RECALL: 0.100524±0.0014, MAP: 0.054810±0.0011, MRR: 0.054810±0.0011, NDCG: 0.065663±0.0011, F1: 0.018277±0.0003, HIT_RATE: 0.100524±0.0014, ARHR: 0.054810±0.0011, RMSE: 0.985964±0.0001, NOVELTY: 0.005893±0.0000, AVERAGE_POPULARITY: 0.382185±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.971342±0.0002, DIVERSITY_HERFINDAHL: 0.997129±0.0000, COVERAGE_ITEM: 0.542990±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145701±0.0005, SHANNON_ENTROPY: 10.125879±0.0067, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 165, 'shrink': 1091, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9439768295210813, 'tversky_beta': 0.28309725339203223} - results: ROC_AUC: 0.077960±0.0010, PRECISION: 0.010385±0.0001, PRECISION_RECALL_MIN_DEN: 0.103850±0.0009, RECALL: 0.103850±0.0009, MAP: 0.057279±0.0010, MRR: 0.057279±0.0010, NDCG: 0.068336±0.0010, F1: 0.018882±0.0002, HIT_RATE: 0.103850±0.0009, ARHR: 0.057279±0.0010, RMSE: 0.985693±0.0001, NOVELTY: 0.006494±0.0000, AVERAGE_POPULARITY: 0.258594±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.987943±0.0000, DIVERSITY_HERFINDAHL: 0.998789±0.0000, COVERAGE_ITEM: 0.736772±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260720±0.0007, SHANNON_ENTROPY: 11.564470±0.0035, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 106, 'shrink': 1660, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.4091728636749916, 'tversky_beta': 0.6454095937890686} - results: ROC_AUC: 0.078988±0.0010, PRECISION: 0.010572±0.0001, PRECISION_RECALL_MIN_DEN: 0.105718±0.0009, RECALL: 0.105718±0.0009, MAP: 0.057848±0.0008, MRR: 0.057848±0.0008, NDCG: 0.069207±0.0008, F1: 0.019221±0.0002, HIT_RATE: 0.105718±0.0009, ARHR: 0.057848±0.0008, RMSE: 0.990661±0.0001, NOVELTY: 0.006397±0.0000, AVERAGE_POPULARITY: 0.287913±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.984268±0.0001, DIVERSITY_HERFINDAHL: 0.998421±0.0000, COVERAGE_ITEM: 0.729992±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243372±0.0006, SHANNON_ENTROPY: 11.337821±0.0031, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 95, 'shrink': 106, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.1727936041693936, 'tversky_beta': 1.6686602361256153} - results: ROC_AUC: 0.077439±0.0012, PRECISION: 0.010380±0.0001, PRECISION_RECALL_MIN_DEN: 0.103805±0.0014, RECALL: 0.103805±0.0014, MAP: 0.056397±0.0011, MRR: 0.056397±0.0011, NDCG: 0.067651±0.0011, F1: 0.018874±0.0002, HIT_RATE: 0.103805±0.0014, ARHR: 0.056397±0.0011, RMSE: 0.981926±0.0001, NOVELTY: 0.006062±0.0000, AVERAGE_POPULARITY: 0.349831±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.976814±0.0001, DIVERSITY_HERFINDAHL: 0.997676±0.0000, COVERAGE_ITEM: 0.635166±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.174923±0.0005, SHANNON_ENTROPY: 10.565872±0.0036, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 76, 'shrink': 282, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.6122077560663992, 'tversky_beta': 0.8553738470387353} - results: ROC_AUC: 0.069612±0.0008, PRECISION: 0.009175±0.0001, PRECISION_RECALL_MIN_DEN: 0.091753±0.0007, RECALL: 0.091753±0.0007, MAP: 0.051518±0.0010, MRR: 0.051518±0.0010, NDCG: 0.061086±0.0009, F1: 0.016682±0.0001, HIT_RATE: 0.091753±0.0007, ARHR: 0.051518±0.0010, RMSE: 0.974852±0.0002, NOVELTY: 0.007151±0.0000, AVERAGE_POPULARITY: 0.120613±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.996994±0.0000, DIVERSITY_HERFINDAHL: 0.999694±0.0000, COVERAGE_ITEM: 0.833231±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.397352±0.0009, SHANNON_ENTROPY: 12.812524±0.0018, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 96, 'shrink': 453, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.3424944616229986, 'tversky_beta': 1.9262204144305761} - results: ROC_AUC: 0.070029±0.0011, PRECISION: 0.009552±0.0001, PRECISION_RECALL_MIN_DEN: 0.095523±0.0010, RECALL: 0.095523±0.0010, MAP: 0.051166±0.0009, MRR: 0.051166±0.0009, NDCG: 0.061645±0.0009, F1: 0.017368±0.0002, HIT_RATE: 0.095523±0.0010, ARHR: 0.051166±0.0009, RMSE: 0.986170±0.0001, NOVELTY: 0.005592±0.0000, AVERAGE_POPULARITY: 0.491735±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.945079±0.0002, DIVERSITY_HERFINDAHL: 0.994503±0.0000, COVERAGE_ITEM: 0.450392±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105834±0.0005, SHANNON_ENTROPY: 9.141524±0.0085, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 195, 'shrink': 22, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.3596869066695683, 'tversky_beta': 0.20945520205680662} - results: ROC_AUC: 0.049397±0.0009, PRECISION: 0.006569±0.0001, PRECISION_RECALL_MIN_DEN: 0.065691±0.0012, RECALL: 0.065691±0.0012, MAP: 0.036706±0.0010, MRR: 0.036706±0.0010, NDCG: 0.043576±0.0010, F1: 0.011944±0.0002, HIT_RATE: 0.065691±0.0012, ARHR: 0.036706±0.0010, RMSE: 0.866973±0.0020, NOVELTY: 0.007435±0.0000, AVERAGE_POPULARITY: 0.081368±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998394±0.0000, DIVERSITY_HERFINDAHL: 0.999834±0.0000, COVERAGE_ITEM: 0.885288±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.481362±0.0013, SHANNON_ENTROPY: 13.278086±0.0011, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 169, 'shrink': 1595, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.2651900820538358, 'tversky_beta': 1.6289576518077953} - results: ROC_AUC: 0.062503±0.0010, PRECISION: 0.008575±0.0001, PRECISION_RECALL_MIN_DEN: 0.085750±0.0012, RECALL: 0.085750±0.0012, MAP: 0.045842±0.0010, MRR: 0.045842±0.0010, NDCG: 0.055252±0.0010, F1: 0.015591±0.0002, HIT_RATE: 0.085750±0.0012, ARHR: 0.045842±0.0010, RMSE: 0.990976±0.0001, NOVELTY: 0.005459±0.0000, AVERAGE_POPULARITY: 0.566967±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.903573±0.0006, DIVERSITY_HERFINDAHL: 0.990352±0.0001, COVERAGE_ITEM: 0.448662±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.094527±0.0005, SHANNON_ENTROPY: 8.494180±0.0076, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 134, 'shrink': 612, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.11965143074570087, 'tversky_beta': 1.9558555624222913} - results: ROC_AUC: 0.066301±0.0012, PRECISION: 0.009099±0.0002, PRECISION_RECALL_MIN_DEN: 0.090990±0.0016, RECALL: 0.090990±0.0016, MAP: 0.048465±0.0012, MRR: 0.048465±0.0012, NDCG: 0.058496±0.0012, F1: 0.016544±0.0003, HIT_RATE: 0.090990±0.0016, ARHR: 0.048465±0.0012, RMSE: 0.986096±0.0001, NOVELTY: 0.005496±0.0000, AVERAGE_POPULARITY: 0.540212±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.924073±0.0003, DIVERSITY_HERFINDAHL: 0.992402±0.0000, COVERAGE_ITEM: 0.439849±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.095219±0.0004, SHANNON_ENTROPY: 8.713035±0.0061, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 21, 'shrink': 330, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.3212918035757932, 'tversky_beta': 1.5431781812580772} - results: ROC_AUC: 0.070205±0.0008, PRECISION: 0.009190±0.0001, PRECISION_RECALL_MIN_DEN: 0.091901±0.0010, RECALL: 0.091901±0.0010, MAP: 0.052119±0.0009, MRR: 0.052119±0.0009, NDCG: 0.061591±0.0008, F1: 0.016709±0.0002, HIT_RATE: 0.091901±0.0010, ARHR: 0.052119±0.0009, RMSE: 0.982466±0.0002, NOVELTY: 0.007175±0.0000, AVERAGE_POPULARITY: 0.112648±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997349±0.0000, DIVERSITY_HERFINDAHL: 0.999729±0.0000, COVERAGE_ITEM: 0.827716±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.410589±0.0008, SHANNON_ENTROPY: 12.881453±0.0010, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2, 'shrink': 660, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.3136825295144745, 'tversky_beta': 0.4639267623017268} - results: ROC_AUC: 0.072033±0.0009, PRECISION: 0.009037±0.0002, PRECISION_RECALL_MIN_DEN: 0.090375±0.0017, RECALL: 0.090375±0.0017, MAP: 0.054206±0.0007, MRR: 0.054206±0.0007, NDCG: 0.062900±0.0009, F1: 0.016432±0.0003, HIT_RATE: 0.090375±0.0017, ARHR: 0.054206±0.0007, RMSE: 0.991518±0.0001, NOVELTY: 0.006822±0.0000, AVERAGE_POPULARITY: 0.140149±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.977083±0.0002, DIVERSITY_HERFINDAHL: 0.997703±0.0000, COVERAGE_ITEM: 0.675177±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267951±0.0007, SHANNON_ENTROPY: 11.530303±0.0093, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 21, 'shrink': 236, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.09170447094138502, 'tversky_beta': 1.0239142201264588} - results: ROC_AUC: 0.075246±0.0007, PRECISION: 0.009964±0.0001, PRECISION_RECALL_MIN_DEN: 0.099635±0.0005, RECALL: 0.099635±0.0005, MAP: 0.055440±0.0007, MRR: 0.055440±0.0007, NDCG: 0.065941±0.0005, F1: 0.018116±0.0001, HIT_RATE: 0.099635±0.0005, ARHR: 0.055440±0.0007, RMSE: 0.969454±0.0002, NOVELTY: 0.006917±0.0000, AVERAGE_POPULARITY: 0.167017±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.995303±0.0000, DIVERSITY_HERFINDAHL: 0.999525±0.0000, COVERAGE_ITEM: 0.791782±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348637±0.0013, SHANNON_ENTROPY: 12.438689±0.0056, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 29, 'shrink': 498, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.3769344765446088, 'tversky_beta': 0.4881003024195466} - results: ROC_AUC: 0.076103±0.0007, PRECISION: 0.009926±0.0001, PRECISION_RECALL_MIN_DEN: 0.099260±0.0009, RECALL: 0.099260±0.0009, MAP: 0.056253±0.0008, MRR: 0.056253±0.0008, NDCG: 0.066505±0.0007, F1: 0.018047±0.0002, HIT_RATE: 0.099260±0.0009, ARHR: 0.056253±0.0008, RMSE: 0.983161±0.0002, NOVELTY: 0.006986±0.0000, AVERAGE_POPULARITY: 0.141740±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.995942±0.0000, DIVERSITY_HERFINDAHL: 0.999589±0.0000, COVERAGE_ITEM: 0.809300±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.358399±0.0007, SHANNON_ENTROPY: 12.550737±0.0039, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 194, 'shrink': 1993, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.1925599500304183, 'tversky_beta': 1.4878431971314343} - results: ROC_AUC: 0.076184±0.0008, PRECISION: 0.010214±0.0001, PRECISION_RECALL_MIN_DEN: 0.102141±0.0008, RECALL: 0.102141±0.0008, MAP: 0.055720±0.0005, MRR: 0.055720±0.0005, NDCG: 0.066731±0.0006, F1: 0.018571±0.0001, HIT_RATE: 0.102141±0.0008, ARHR: 0.055720±0.0005, RMSE: 0.990905±0.0000, NOVELTY: 0.006180±0.0000, AVERAGE_POPULARITY: 0.357620±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.972576±0.0001, DIVERSITY_HERFINDAHL: 0.997252±0.0000, COVERAGE_ITEM: 0.698632±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.209038±0.0007, SHANNON_ENTROPY: 10.742441±0.0042, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 79, 'shrink': 1039, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.9403956304391756, 'tversky_beta': 1.3604729210446467} - results: ROC_AUC: 0.070304±0.0012, PRECISION: 0.009540±0.0001, PRECISION_RECALL_MIN_DEN: 0.095398±0.0007, RECALL: 0.095398±0.0007, MAP: 0.051406±0.0012, MRR: 0.051406±0.0012, NDCG: 0.061817±0.0011, F1: 0.017345±0.0001, HIT_RATE: 0.095398±0.0007, ARHR: 0.051406±0.0012, RMSE: 0.991793±0.0001, NOVELTY: 0.005742±0.0000, AVERAGE_POPULARITY: 0.423111±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.963793±0.0003, DIVERSITY_HERFINDAHL: 0.996374±0.0000, COVERAGE_ITEM: 0.474280±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125523±0.0004, SHANNON_ENTROPY: 9.707026±0.0093, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 199, 'shrink': 1429, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.043964009012097634, 'tversky_beta': 0.48443742153331526} - results: ROC_AUC: 0.072911±0.0007, PRECISION: 0.009960±0.0001, PRECISION_RECALL_MIN_DEN: 0.099601±0.0006, RECALL: 0.099601±0.0006, MAP: 0.052760±0.0008, MRR: 0.052760±0.0008, NDCG: 0.063838±0.0007, F1: 0.018109±0.0001, HIT_RATE: 0.099601±0.0006, ARHR: 0.052760±0.0008, RMSE: 0.984779±0.0001, NOVELTY: 0.005928±0.0000, AVERAGE_POPULARITY: 0.440296±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.949847±0.0002, DIVERSITY_HERFINDAHL: 0.994979±0.0000, COVERAGE_ITEM: 0.656599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.168792±0.0008, SHANNON_ENTROPY: 9.967406±0.0044, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 197, 'shrink': 76, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.876334695894754, 'tversky_beta': 1.088067288376637} - results: ROC_AUC: 0.075512±0.0014, PRECISION: 0.010199±0.0001, PRECISION_RECALL_MIN_DEN: 0.101993±0.0010, RECALL: 0.101993±0.0010, MAP: 0.055223±0.0010, MRR: 0.055223±0.0010, NDCG: 0.066302±0.0010, F1: 0.018544±0.0002, HIT_RATE: 0.101993±0.0010, ARHR: 0.055223±0.0010, RMSE: 0.969457±0.0002, NOVELTY: 0.006010±0.0000, AVERAGE_POPULARITY: 0.369202±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.972012±0.0002, DIVERSITY_HERFINDAHL: 0.997196±0.0000, COVERAGE_ITEM: 0.626775±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169016±0.0006, SHANNON_ENTROPY: 10.392960±0.0055, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 182, 'shrink': 1292, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.9491091369934348, 'tversky_beta': 1.1872552241169627} - results: ROC_AUC: 0.076640±0.0007, PRECISION: 0.010259±0.0001, PRECISION_RECALL_MIN_DEN: 0.102586±0.0007, RECALL: 0.102586±0.0007, MAP: 0.056132±0.0006, MRR: 0.056132±0.0006, NDCG: 0.067152±0.0006, F1: 0.018652±0.0001, HIT_RATE: 0.102586±0.0007, ARHR: 0.056132±0.0006, RMSE: 0.986958±0.0001, NOVELTY: 0.006262±0.0000, AVERAGE_POPULARITY: 0.333800±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.977178±0.0001, DIVERSITY_HERFINDAHL: 0.997712±0.0000, COVERAGE_ITEM: 0.711025±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.223179±0.0005, SHANNON_ENTROPY: 10.965499±0.0055, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 56, 'shrink': 1731, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.5080158049770571, 'tversky_beta': 1.061631175794097} - results: ROC_AUC: 0.067492±0.0013, PRECISION: 0.009156±0.0001, PRECISION_RECALL_MIN_DEN: 0.091559±0.0009, RECALL: 0.091559±0.0009, MAP: 0.049682±0.0013, MRR: 0.049682±0.0013, NDCG: 0.059582±0.0012, F1: 0.016647±0.0002, HIT_RATE: 0.091559±0.0009, ARHR: 0.049682±0.0013, RMSE: 0.993867±0.0001, NOVELTY: 0.005726±0.0000, AVERAGE_POPULARITY: 0.435562±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.959871±0.0002, DIVERSITY_HERFINDAHL: 0.995982±0.0000, COVERAGE_ITEM: 0.487591±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127631±0.0005, SHANNON_ENTROPY: 9.670844±0.0052, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 140, 'shrink': 271, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.6049856390334344, 'tversky_beta': 1.2651989350720683} - results: ROC_AUC: 0.071867±0.0009, PRECISION: 0.009527±0.0001, PRECISION_RECALL_MIN_DEN: 0.095273±0.0011, RECALL: 0.095273±0.0011, MAP: 0.052965±0.0008, MRR: 0.052965±0.0008, NDCG: 0.063013±0.0008, F1: 0.017322±0.0002, HIT_RATE: 0.095273±0.0011, ARHR: 0.052965±0.0008, RMSE: 0.966297±0.0002, NOVELTY: 0.006836±0.0000, AVERAGE_POPULARITY: 0.198099±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.993288±0.0000, DIVERSITY_HERFINDAHL: 0.999323±0.0000, COVERAGE_ITEM: 0.792084±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.335329±0.0010, SHANNON_ENTROPY: 12.249036±0.0038, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 9, 'shrink': 1789, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.0335957213904876, 'tversky_beta': 1.1322277412688806} - results: ROC_AUC: 0.079233±0.0010, PRECISION: 0.010280±0.0001, PRECISION_RECALL_MIN_DEN: 0.102802±0.0011, RECALL: 0.102802±0.0011, MAP: 0.058455±0.0008, MRR: 0.058455±0.0008, NDCG: 0.069044±0.0009, F1: 0.018691±0.0002, HIT_RATE: 0.102802±0.0011, ARHR: 0.058455±0.0008, RMSE: 0.994743±0.0000, NOVELTY: 0.006781±0.0000, AVERAGE_POPULARITY: 0.178175±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.992747±0.0001, DIVERSITY_HERFINDAHL: 0.999269±0.0000, COVERAGE_ITEM: 0.771895±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313121±0.0009, SHANNON_ENTROPY: 12.095328±0.0055, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 78, 'shrink': 1526, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.5849141020523665, 'tversky_beta': 0.22035064613590888} - results: ROC_AUC: 0.066854±0.0012, PRECISION: 0.009091±0.0001, PRECISION_RECALL_MIN_DEN: 0.090910±0.0008, RECALL: 0.090910±0.0008, MAP: 0.049111±0.0010, MRR: 0.049111±0.0010, NDCG: 0.058990±0.0010, F1: 0.016529±0.0001, HIT_RATE: 0.090910±0.0008, ARHR: 0.049111±0.0010, RMSE: 0.991669±0.0001, NOVELTY: 0.005702±0.0000, AVERAGE_POPULARITY: 0.443428±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.957401±0.0003, DIVERSITY_HERFINDAHL: 0.995735±0.0000, COVERAGE_ITEM: 0.479849±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123224±0.0004, SHANNON_ENTROPY: 9.571784±0.0088, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 28, 'shrink': 1777, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.28144128568868926, 'tversky_beta': 1.7138716717632625} - results: ROC_AUC: 0.079999±0.0008, PRECISION: 0.010557±0.0001, PRECISION_RECALL_MIN_DEN: 0.105570±0.0006, RECALL: 0.105570±0.0006, MAP: 0.058646±0.0008, MRR: 0.058646±0.0008, NDCG: 0.069813±0.0007, F1: 0.019195±0.0001, HIT_RATE: 0.105570±0.0006, ARHR: 0.058646±0.0008, RMSE: 0.993453±0.0000, NOVELTY: 0.006598±0.0000, AVERAGE_POPULARITY: 0.235433±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.990152±0.0000, DIVERSITY_HERFINDAHL: 0.999010±0.0000, COVERAGE_ITEM: 0.756972±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.279931±0.0003, SHANNON_ENTROPY: 11.798504±0.0023, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 179, 'shrink': 1499, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.58678850885818, 'tversky_beta': 1.6554144595412383} - results: ROC_AUC: 0.075700±0.0006, PRECISION: 0.010222±0.0001, PRECISION_RECALL_MIN_DEN: 0.102221±0.0005, RECALL: 0.102221±0.0005, MAP: 0.055267±0.0006, MRR: 0.055267±0.0006, NDCG: 0.066388±0.0005, F1: 0.018586±0.0001, HIT_RATE: 0.102221±0.0005, ARHR: 0.055267±0.0006, RMSE: 0.988481±0.0001, NOVELTY: 0.006173±0.0000, AVERAGE_POPULARITY: 0.362410±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.971524±0.0001, DIVERSITY_HERFINDAHL: 0.997147±0.0000, COVERAGE_ITEM: 0.699713±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.208575±0.0007, SHANNON_ENTROPY: 10.716552±0.0042, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 70, 'shrink': 646, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.2609766608674975, 'tversky_beta': 0.24773520710600666} - results: ROC_AUC: 0.069032±0.0013, PRECISION: 0.009415±0.0001, PRECISION_RECALL_MIN_DEN: 0.094145±0.0007, RECALL: 0.094145±0.0007, MAP: 0.050555±0.0011, MRR: 0.050555±0.0011, NDCG: 0.060858±0.0010, F1: 0.017117±0.0001, HIT_RATE: 0.094145±0.0007, ARHR: 0.050555±0.0011, RMSE: 0.984946±0.0001, NOVELTY: 0.005799±0.0000, AVERAGE_POPULARITY: 0.396596±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.969488±0.0002, DIVERSITY_HERFINDAHL: 0.996943±0.0000, COVERAGE_ITEM: 0.487375±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133137±0.0006, SHANNON_ENTROPY: 9.907066±0.0091, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 92, 'shrink': 1090, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.3794863623576734, 'tversky_beta': 0.33613975958011505} - results: ROC_AUC: 0.067521±0.0013, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0009, RECALL: 0.091810±0.0009, MAP: 0.049557±0.0011, MRR: 0.049557±0.0011, NDCG: 0.059544±0.0011, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0009, ARHR: 0.049557±0.0011, RMSE: 0.988943±0.0001, NOVELTY: 0.005694±0.0000, AVERAGE_POPULARITY: 0.445399±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.956952±0.0002, DIVERSITY_HERFINDAHL: 0.995690±0.0000, COVERAGE_ITEM: 0.474139±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120901±0.0005, SHANNON_ENTROPY: 9.532416±0.0076, 
