CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 26, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3541614777281572, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066402±0.0014, PRECISION: 0.009077±0.0002, PRECISION_RECALL_MIN_DEN: 0.090773±0.0017, RECALL: 0.090773±0.0017, MAP: 0.048690±0.0013, MRR: 0.048690±0.0013, NDCG: 0.058625±0.0014, F1: 0.016504±0.0003, HIT_RATE: 0.090773±0.0017, ARHR: 0.048690±0.0013, RMSE: 2.542900±0.0245, NOVELTY: 0.005779±0.0000, AVERAGE_POPULARITY: 0.414377±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.963089±0.0003, DIVERSITY_HERFINDAHL: 0.996303±0.0000, COVERAGE_ITEM: 0.596659±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146136±0.0007, SHANNON_ENTROPY: 10.021466±0.0054, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 19, 'shrink': 1779, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4445640129769854, 'feature_weighting': 'none'} - results: ROC_AUC: 0.072471±0.0010, PRECISION: 0.009339±0.0001, PRECISION_RECALL_MIN_DEN: 0.093393±0.0009, RECALL: 0.093393±0.0009, MAP: 0.054076±0.0010, MRR: 0.054076±0.0010, NDCG: 0.063468±0.0009, F1: 0.016981±0.0002, HIT_RATE: 0.093393±0.0009, ARHR: 0.054076±0.0010, RMSE: 0.991892±0.0001, NOVELTY: 0.006723±0.0000, AVERAGE_POPULARITY: 0.175578±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.994056±0.0000, DIVERSITY_HERFINDAHL: 0.999400±0.0000, COVERAGE_ITEM: 0.907315±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.396604±0.0006, SHANNON_ENTROPY: 12.631909±0.0033, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 72, 'shrink': 547, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6753860606136403, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064950±0.0011, PRECISION: 0.008894±0.0002, PRECISION_RECALL_MIN_DEN: 0.088940±0.0019, RECALL: 0.088940±0.0019, MAP: 0.047521±0.0009, MRR: 0.047521±0.0009, NDCG: 0.057299±0.0011, F1: 0.016171±0.0003, HIT_RATE: 0.088940±0.0019, ARHR: 0.047521±0.0009, RMSE: 1.502725±0.0128, NOVELTY: 0.005592±0.0000, AVERAGE_POPULARITY: 0.500538±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.933919±0.0003, DIVERSITY_HERFINDAHL: 0.993387±0.0000, COVERAGE_ITEM: 0.504082±0.0047, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116628±0.0004, SHANNON_ENTROPY: 9.198051±0.0086, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 135, 'shrink': 265, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7742677781795175, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063600±0.0008, PRECISION: 0.008770±0.0001, PRECISION_RECALL_MIN_DEN: 0.087698±0.0013, RECALL: 0.087698±0.0013, MAP: 0.046647±0.0008, MRR: 0.046647±0.0008, NDCG: 0.056321±0.0008, F1: 0.015945±0.0002, HIT_RATE: 0.087698±0.0013, ARHR: 0.046647±0.0008, RMSE: 2.931466±0.0267, NOVELTY: 0.005466±0.0000, AVERAGE_POPULARITY: 0.558084±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.906591±0.0004, DIVERSITY_HERFINDAHL: 0.990654±0.0000, COVERAGE_ITEM: 0.459097±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099023±0.0005, SHANNON_ENTROPY: 8.619161±0.0083, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 165, 'shrink': 1091, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9439768295210813, 'feature_weighting': 'none'} - results: ROC_AUC: 0.071251±0.0014, PRECISION: 0.009585±0.0001, PRECISION_RECALL_MIN_DEN: 0.095854±0.0015, RECALL: 0.095854±0.0015, MAP: 0.052020±0.0009, MRR: 0.052020±0.0009, NDCG: 0.062408±0.0010, F1: 0.017428±0.0003, HIT_RATE: 0.095854±0.0015, ARHR: 0.052020±0.0009, RMSE: 0.977332±0.0001, NOVELTY: 0.006234±0.0000, AVERAGE_POPULARITY: 0.351514±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.967750±0.0002, DIVERSITY_HERFINDAHL: 0.996770±0.0000, COVERAGE_ITEM: 0.821098±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.258363±0.0004, SHANNON_ENTROPY: 11.055580±0.0048, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 106, 'shrink': 1660, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4091728636749916, 'feature_weighting': 'none'} - results: ROC_AUC: 0.072667±0.0013, PRECISION: 0.009538±0.0001, PRECISION_RECALL_MIN_DEN: 0.095375±0.0010, RECALL: 0.095375±0.0010, MAP: 0.053638±0.0011, MRR: 0.053638±0.0011, NDCG: 0.063575±0.0011, F1: 0.017341±0.0002, HIT_RATE: 0.095375±0.0010, ARHR: 0.053638±0.0011, RMSE: 0.988728±0.0001, NOVELTY: 0.006583±0.0000, AVERAGE_POPULARITY: 0.205860±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.991647±0.0000, DIVERSITY_HERFINDAHL: 0.999159±0.0000, COVERAGE_ITEM: 0.870938±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347747±0.0005, SHANNON_ENTROPY: 12.298202±0.0037, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 95, 'shrink': 106, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1727936041693936, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.006327±0.0004, PRECISION: 0.001144±0.0001, PRECISION_RECALL_MIN_DEN: 0.011436±0.0006, RECALL: 0.011436±0.0006, MAP: 0.003822±0.0003, MRR: 0.003822±0.0003, NDCG: 0.005575±0.0004, F1: 0.002079±0.0001, HIT_RATE: 0.011436±0.0006, ARHR: 0.003822±0.0003, RMSE: 0.897922±0.0005, NOVELTY: 0.003276±0.0000, AVERAGE_POPULARITY: 0.004709±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.995470±0.0000, DIVERSITY_HERFINDAHL: 0.999541±0.0000, COVERAGE_ITEM: 0.608456±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313979±0.0006, SHANNON_ENTROPY: 12.088304±0.0012, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 76, 'shrink': 282, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6122077560663992, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.019287±0.0006, PRECISION: 0.002728±0.0001, PRECISION_RECALL_MIN_DEN: 0.027281±0.0009, RECALL: 0.027281±0.0009, MAP: 0.013685±0.0004, MRR: 0.013685±0.0004, NDCG: 0.016884±0.0005, F1: 0.004960±0.0002, HIT_RATE: 0.027281±0.0009, ARHR: 0.013685±0.0004, RMSE: 0.942554±0.0020, NOVELTY: 0.003475±0.0000, AVERAGE_POPULARITY: 0.026329±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.998116±0.0000, DIVERSITY_HERFINDAHL: 0.999806±0.0000, COVERAGE_ITEM: 0.693247±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.423196±0.0015, SHANNON_ENTROPY: 12.819326±0.0043, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 96, 'shrink': 453, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3424944616229986, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.079157±0.0009, PRECISION: 0.010756±0.0001, PRECISION_RECALL_MIN_DEN: 0.107564±0.0006, RECALL: 0.107564±0.0006, MAP: 0.057273±0.0007, MRR: 0.057273±0.0007, NDCG: 0.069184±0.0007, F1: 0.019557±0.0001, HIT_RATE: 0.107564±0.0006, ARHR: 0.057273±0.0007, RMSE: 0.959239±0.0002, NOVELTY: 0.005836±0.0000, AVERAGE_POPULARITY: 0.247297±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.987329±0.0001, DIVERSITY_HERFINDAHL: 0.998727±0.0000, COVERAGE_ITEM: 0.872387±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.302445±0.0004, SHANNON_ENTROPY: 11.875758±0.0028, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 195, 'shrink': 22, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3596869066695683, 'feature_weighting': 'none'} - results: ROC_AUC: 0.036006±0.0006, PRECISION: 0.004690±0.0000, PRECISION_RECALL_MIN_DEN: 0.046896±0.0003, RECALL: 0.046896±0.0003, MAP: 0.026908±0.0005, MRR: 0.026908±0.0005, NDCG: 0.031668±0.0005, F1: 0.008527±0.0001, HIT_RATE: 0.046896±0.0003, ARHR: 0.026908±0.0005, RMSE: 0.919489±0.0021, NOVELTY: 0.006346±0.0000, AVERAGE_POPULARITY: 0.069337±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998482±0.0000, DIVERSITY_HERFINDAHL: 0.999842±0.0000, COVERAGE_ITEM: 0.917383±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.537481±0.0011, SHANNON_ENTROPY: 13.457451±0.0038, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 169, 'shrink': 1595, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2651900820538358, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062980±0.0010, PRECISION: 0.008689±0.0001, PRECISION_RECALL_MIN_DEN: 0.086889±0.0015, RECALL: 0.086889±0.0015, MAP: 0.046077±0.0008, MRR: 0.046077±0.0008, NDCG: 0.055697±0.0009, F1: 0.015798±0.0003, HIT_RATE: 0.086889±0.0015, ARHR: 0.046077±0.0008, RMSE: 0.939697±0.0043, NOVELTY: 0.005424±0.0000, AVERAGE_POPULARITY: 0.578287±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.894824±0.0003, DIVERSITY_HERFINDAHL: 0.989477±0.0000, COVERAGE_ITEM: 0.443915±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.093037±0.0006, SHANNON_ENTROPY: 8.407069±0.0072, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 134, 'shrink': 612, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.11965143074570087, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063624±0.0008, PRECISION: 0.008768±0.0001, PRECISION_RECALL_MIN_DEN: 0.087675±0.0013, RECALL: 0.087675±0.0013, MAP: 0.046699±0.0008, MRR: 0.046699±0.0008, NDCG: 0.056356±0.0008, F1: 0.015941±0.0002, HIT_RATE: 0.087675±0.0013, ARHR: 0.046699±0.0008, RMSE: 1.454847±0.0126, NOVELTY: 0.005468±0.0000, AVERAGE_POPULARITY: 0.557408±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.906940±0.0003, DIVERSITY_HERFINDAHL: 0.990689±0.0000, COVERAGE_ITEM: 0.459443±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099235±0.0005, SHANNON_ENTROPY: 8.626169±0.0083, 
CrossSearchBayesianSkopt: New best config found. Config 61: {'topK': 21, 'shrink': 330, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3212918035757932, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.082683±0.0009, PRECISION: 0.011068±0.0001, PRECISION_RECALL_MIN_DEN: 0.110685±0.0010, RECALL: 0.110685±0.0010, MAP: 0.060109±0.0010, MRR: 0.060109±0.0010, NDCG: 0.072120±0.0009, F1: 0.020124±0.0002, HIT_RATE: 0.110685±0.0010, ARHR: 0.060109±0.0010, RMSE: 2.139372±0.0129, NOVELTY: 0.006281±0.0000, AVERAGE_POPULARITY: 0.267754±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.986620±0.0002, DIVERSITY_HERFINDAHL: 0.998656±0.0000, COVERAGE_ITEM: 0.838540±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.248866±0.0003, SHANNON_ENTROPY: 11.568047±0.0081, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2, 'shrink': 660, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3136825295144745, 'feature_weighting': 'none'} - results: ROC_AUC: 0.067639±0.0010, PRECISION: 0.008520±0.0001, PRECISION_RECALL_MIN_DEN: 0.085203±0.0013, RECALL: 0.085203±0.0013, MAP: 0.051345±0.0009, MRR: 0.051345±0.0009, NDCG: 0.059462±0.0010, F1: 0.015492±0.0002, HIT_RATE: 0.085203±0.0013, ARHR: 0.051345±0.0009, RMSE: 0.986277±0.0002, NOVELTY: 0.006597±0.0000, AVERAGE_POPULARITY: 0.136182±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.983095±0.0001, DIVERSITY_HERFINDAHL: 0.998304±0.0000, COVERAGE_ITEM: 0.834734±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.328757±0.0007, SHANNON_ENTROPY: 12.069112±0.0078, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 21, 'shrink': 236, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.09170447094138502, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039000±0.0006, PRECISION: 0.005431±0.0001, PRECISION_RECALL_MIN_DEN: 0.054311±0.0012, RECALL: 0.054311±0.0012, MAP: 0.028262±0.0005, MRR: 0.028262±0.0005, NDCG: 0.034397±0.0006, F1: 0.009875±0.0002, HIT_RATE: 0.054311±0.0012, ARHR: 0.028262±0.0005, RMSE: 1.205874±0.0081, NOVELTY: 0.006604±0.0000, AVERAGE_POPULARITY: 0.044851±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.996889±0.0000, DIVERSITY_HERFINDAHL: 0.999683±0.0000, COVERAGE_ITEM: 0.957361±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.562755±0.0009, SHANNON_ENTROPY: 13.483759±0.0027, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 29, 'shrink': 498, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3769344765446088, 'feature_weighting': 'none'} - results: ROC_AUC: 0.072851±0.0011, PRECISION: 0.009413±0.0001, PRECISION_RECALL_MIN_DEN: 0.094134±0.0007, RECALL: 0.094134±0.0007, MAP: 0.054133±0.0010, MRR: 0.054133±0.0010, NDCG: 0.063687±0.0009, F1: 0.017115±0.0001, HIT_RATE: 0.094134±0.0007, ARHR: 0.054133±0.0010, RMSE: 0.968557±0.0003, NOVELTY: 0.006683±0.0000, AVERAGE_POPULARITY: 0.198462±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992199±0.0001, DIVERSITY_HERFINDAHL: 0.999214±0.0000, COVERAGE_ITEM: 0.891776±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374337±0.0010, SHANNON_ENTROPY: 12.434595±0.0036, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 194, 'shrink': 1993, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1925599500304183, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053305±0.0006, PRECISION: 0.007196±0.0001, PRECISION_RECALL_MIN_DEN: 0.071956±0.0008, RECALL: 0.071956±0.0008, MAP: 0.038556±0.0008, MRR: 0.038556±0.0008, NDCG: 0.046480±0.0007, F1: 0.013083±0.0001, HIT_RATE: 0.071956±0.0008, ARHR: 0.038556±0.0008, RMSE: 0.901624±0.0007, NOVELTY: 0.006529±0.0000, AVERAGE_POPULARITY: 0.047624±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998568±0.0000, DIVERSITY_HERFINDAHL: 0.999851±0.0000, COVERAGE_ITEM: 0.954680±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.516096±0.0007, SHANNON_ENTROPY: 13.455985±0.0012, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 79, 'shrink': 1039, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9403956304391756, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.064702±0.0010, PRECISION: 0.008879±0.0001, PRECISION_RECALL_MIN_DEN: 0.088791±0.0015, RECALL: 0.088791±0.0015, MAP: 0.047369±0.0009, MRR: 0.047369±0.0009, NDCG: 0.057142±0.0010, F1: 0.016144±0.0003, HIT_RATE: 0.088791±0.0015, ARHR: 0.047369±0.0009, RMSE: 1.070089±0.0067, NOVELTY: 0.005574±0.0000, AVERAGE_POPULARITY: 0.508834±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.930472±0.0003, DIVERSITY_HERFINDAHL: 0.993042±0.0000, COVERAGE_ITEM: 0.497032±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113794±0.0003, SHANNON_ENTROPY: 9.115181±0.0085, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 199, 'shrink': 1429, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.043964009012097634, 'feature_weighting': 'none'} - results: ROC_AUC: 0.070210±0.0012, PRECISION: 0.009493±0.0002, PRECISION_RECALL_MIN_DEN: 0.094931±0.0015, RECALL: 0.094931±0.0015, MAP: 0.051215±0.0010, MRR: 0.051215±0.0010, NDCG: 0.061564±0.0011, F1: 0.017260±0.0003, HIT_RATE: 0.094931±0.0015, ARHR: 0.051215±0.0010, RMSE: 0.981750±0.0001, NOVELTY: 0.006169±0.0000, AVERAGE_POPULARITY: 0.373384±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.962157±0.0002, DIVERSITY_HERFINDAHL: 0.996210±0.0000, COVERAGE_ITEM: 0.811560±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244655±0.0005, SHANNON_ENTROPY: 10.842581±0.0041, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 197, 'shrink': 76, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.876334695894754, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.041966±0.0007, PRECISION: 0.005892±0.0001, PRECISION_RECALL_MIN_DEN: 0.058925±0.0009, RECALL: 0.058925±0.0009, MAP: 0.030072±0.0006, MRR: 0.030072±0.0006, NDCG: 0.036863±0.0006, F1: 0.010714±0.0002, HIT_RATE: 0.058925±0.0009, ARHR: 0.030072±0.0006, RMSE: 0.951915±0.0003, NOVELTY: 0.002941±0.0000, AVERAGE_POPULARITY: 0.076373±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.996635±0.0000, DIVERSITY_HERFINDAHL: 0.999658±0.0000, COVERAGE_ITEM: 0.659995±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.352678±0.0011, SHANNON_ENTROPY: 12.413736±0.0047, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 182, 'shrink': 1292, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9491091369934348, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031982±0.0006, PRECISION: 0.004307±0.0001, PRECISION_RECALL_MIN_DEN: 0.043069±0.0006, RECALL: 0.043069±0.0006, MAP: 0.023479±0.0005, MRR: 0.023479±0.0005, NDCG: 0.028118±0.0005, F1: 0.007831±0.0001, HIT_RATE: 0.043069±0.0006, ARHR: 0.023479±0.0005, RMSE: 0.945995±0.0008, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.029663±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998938±0.0000, DIVERSITY_HERFINDAHL: 0.999888±0.0000, COVERAGE_ITEM: 0.927180±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.533336±0.0007, SHANNON_ENTROPY: 13.535681±0.0022, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 56, 'shrink': 1731, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5080158049770571, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.060373±0.0008, PRECISION: 0.008229±0.0001, PRECISION_RECALL_MIN_DEN: 0.082287±0.0007, RECALL: 0.082287±0.0007, MAP: 0.043429±0.0009, MRR: 0.043429±0.0009, NDCG: 0.052632±0.0008, F1: 0.014961±0.0001, HIT_RATE: 0.082287±0.0007, ARHR: 0.043429±0.0009, RMSE: 0.983326±0.0001, NOVELTY: 0.006391±0.0000, AVERAGE_POPULARITY: 0.064322±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998277±0.0000, DIVERSITY_HERFINDAHL: 0.999822±0.0000, COVERAGE_ITEM: 0.930111±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.473394±0.0010, SHANNON_ENTROPY: 13.291541±0.0033, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 140, 'shrink': 271, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6049856390334344, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036824±0.0007, PRECISION: 0.004919±0.0001, PRECISION_RECALL_MIN_DEN: 0.049186±0.0008, RECALL: 0.049186±0.0008, MAP: 0.026883±0.0005, MRR: 0.026883±0.0005, NDCG: 0.032179±0.0006, F1: 0.008943±0.0001, HIT_RATE: 0.049186±0.0008, ARHR: 0.026883±0.0005, RMSE: 1.143411±0.0059, NOVELTY: 0.006266±0.0000, AVERAGE_POPULARITY: 0.034148±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.999158±0.0000, DIVERSITY_HERFINDAHL: 0.999910±0.0000, COVERAGE_ITEM: 0.969711±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.608185±0.0009, SHANNON_ENTROPY: 13.758375±0.0019, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 9, 'shrink': 1789, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0335957213904876, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.041230±0.0006, PRECISION: 0.006287±0.0001, PRECISION_RECALL_MIN_DEN: 0.062866±0.0007, RECALL: 0.062866±0.0007, MAP: 0.028813±0.0005, MRR: 0.028813±0.0005, NDCG: 0.036732±0.0006, F1: 0.011430±0.0001, HIT_RATE: 0.062866±0.0007, ARHR: 0.028813±0.0005, RMSE: 0.969495±0.0005, NOVELTY: 0.006832±0.0000, AVERAGE_POPULARITY: 0.054483±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.986853±0.0002, DIVERSITY_HERFINDAHL: 0.998680±0.0000, COVERAGE_ITEM: 0.931992±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.492532±0.0007, SHANNON_ENTROPY: 12.940056±0.0059, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 78, 'shrink': 1526, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5849141020523665, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065965±0.0012, PRECISION: 0.008937±0.0002, PRECISION_RECALL_MIN_DEN: 0.089372±0.0016, RECALL: 0.089372±0.0016, MAP: 0.048183±0.0011, MRR: 0.048183±0.0011, NDCG: 0.057933±0.0012, F1: 0.016250±0.0003, HIT_RATE: 0.089372±0.0016, ARHR: 0.048183±0.0011, RMSE: 0.990242±0.0001, NOVELTY: 0.005717±0.0000, AVERAGE_POPULARITY: 0.416190±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.962649±0.0001, DIVERSITY_HERFINDAHL: 0.996259±0.0000, COVERAGE_ITEM: 0.586202±0.0054, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137304±0.0008, SHANNON_ENTROPY: 9.880056±0.0075, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 28, 'shrink': 1777, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.28144128568868926, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.082795±0.0010, PRECISION: 0.011113±0.0001, PRECISION_RECALL_MIN_DEN: 0.111129±0.0009, RECALL: 0.111129±0.0009, MAP: 0.060086±0.0008, MRR: 0.060086±0.0008, NDCG: 0.072202±0.0008, F1: 0.020205±0.0002, HIT_RATE: 0.111129±0.0009, ARHR: 0.060086±0.0008, RMSE: 0.964606±0.0024, NOVELTY: 0.006245±0.0000, AVERAGE_POPULARITY: 0.284826±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.984421±0.0002, DIVERSITY_HERFINDAHL: 0.998436±0.0000, COVERAGE_ITEM: 0.817972±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.236621±0.0005, SHANNON_ENTROPY: 11.406160±0.0084, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 179, 'shrink': 1499, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.58678850885818, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.057541±0.0008, PRECISION: 0.007815±0.0001, PRECISION_RECALL_MIN_DEN: 0.078152±0.0011, RECALL: 0.078152±0.0011, MAP: 0.041948±0.0008, MRR: 0.041948±0.0008, NDCG: 0.050512±0.0008, F1: 0.014210±0.0002, HIT_RATE: 0.078152±0.0011, ARHR: 0.041948±0.0008, RMSE: 0.906868±0.0011, NOVELTY: 0.006246±0.0000, AVERAGE_POPULARITY: 0.082455±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.998410±0.0000, DIVERSITY_HERFINDAHL: 0.999835±0.0000, COVERAGE_ITEM: 0.956669±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.516116±0.0004, SHANNON_ENTROPY: 13.431616±0.0023, 
