SearchBayesianSkopt: New best config found. Config 0: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'TF-IDF', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.1146048766330747, 'item_asymmetric_alpha': 0.5414812195003017, 'user_topK': 1420, 'user_shrink': 1184, 'item_topK': 1461, 'item_shrink': 1626} - results: ROC_AUC: 0.0418850, PRECISION: 0.0076481, PRECISION_RECALL_MIN_DEN: 0.0254937, RECALL: 0.0254937, MAP: 0.0102022, MRR: 0.0292908, NDCG: 0.0190477, F1: 0.0117663, HIT_RATE: 0.0764811, ARHR: 0.0299341, RMSE: 0.9377548, NOVELTY: 0.0049027, AVERAGE_POPULARITY: 0.8628356, DIVERSITY_MEAN_INTER_LIST: 0.1608496, DIVERSITY_HERFINDAHL: 0.9160840, COVERAGE_ITEM: 0.0069749, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0953283, SHANNON_ENTROPY: 3.7627147, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 3.610991248824335, 'item_asymmetric_alpha': 3.9839605000986245, 'user_topK': 841, 'user_shrink': 84, 'item_topK': 1782, 'item_shrink': 1877} - results: ROC_AUC: 0.0797001, PRECISION: 0.0127757, PRECISION_RECALL_MIN_DEN: 0.0425856, RECALL: 0.0425856, MAP: 0.0210578, MRR: 0.0577987, NDCG: 0.0357612, F1: 0.0196549, HIT_RATE: 0.1277568, ARHR: 0.0604572, RMSE: 1.0015378, NOVELTY: 0.0053638, AVERAGE_POPULARITY: 0.4969242, DIVERSITY_MEAN_INTER_LIST: 0.8114291, DIVERSITY_HERFINDAHL: 0.9811379, COVERAGE_ITEM: 0.7784807, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1983878, SHANNON_ENTROPY: 8.9457176, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.010418777270542192, 'item_asymmetric_alpha': 3.902959038010661, 'user_topK': 1960, 'user_shrink': 1789, 'item_topK': 158, 'item_shrink': 1982} - results: ROC_AUC: 0.1062691, PRECISION: 0.0170816, PRECISION_RECALL_MIN_DEN: 0.0569387, RECALL: 0.0569387, MAP: 0.0280050, MRR: 0.0767544, NDCG: 0.0476534, F1: 0.0262794, HIT_RATE: 0.1708161, ARHR: 0.0803370, RMSE: 0.9369020, NOVELTY: 0.0060223, AVERAGE_POPULARITY: 0.3072374, DIVERSITY_MEAN_INTER_LIST: 0.9324640, DIVERSITY_HERFINDAHL: 0.9932406, COVERAGE_ITEM: 0.7301433, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2154523, SHANNON_ENTROPY: 10.4123893, 
SearchBayesianSkopt: New best config found. Config 53: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 652} - results: ROC_AUC: 0.1125112, PRECISION: 0.0180392, PRECISION_RECALL_MIN_DEN: 0.0601306, RECALL: 0.0601306, MAP: 0.0295785, MRR: 0.0806071, NDCG: 0.0502689, F1: 0.0277526, HIT_RATE: 0.1803917, ARHR: 0.0846021, RMSE: 0.9945844, NOVELTY: 0.0058339, AVERAGE_POPULARITY: 0.3562814, DIVERSITY_MEAN_INTER_LIST: 0.9762663, DIVERSITY_HERFINDAHL: 0.9976206, COVERAGE_ITEM: 0.4324953, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1404303, SHANNON_ENTROPY: 10.0172325, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 0.8676975419351665, 'item_asymmetric_alpha': 0.026822049845527392, 'user_topK': 62, 'user_shrink': 1680, 'item_topK': 1559, 'item_shrink': 302} - results: ROC_AUC: 0.1015060, PRECISION: 0.0172052, PRECISION_RECALL_MIN_DEN: 0.0573505, RECALL: 0.0573505, MAP: 0.0259691, MRR: 0.0718305, NDCG: 0.0457209, F1: 0.0264695, HIT_RATE: 0.1720516, ARHR: 0.0748258, RMSE: 0.9112171, NOVELTY: 0.0054107, AVERAGE_POPULARITY: 0.5765069, DIVERSITY_MEAN_INTER_LIST: 0.8982286, DIVERSITY_HERFINDAHL: 0.9898173, COVERAGE_ITEM: 0.4162206, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0846340, SHANNON_ENTROPY: 8.2633262, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 742} - results: ROC_AUC: 0.1119595, PRECISION: 0.0179465, PRECISION_RECALL_MIN_DEN: 0.0598217, RECALL: 0.0598217, MAP: 0.0294667, MRR: 0.0802726, NDCG: 0.0500441, F1: 0.0276100, HIT_RATE: 0.1794650, ARHR: 0.0842678, RMSE: 0.9950367, NOVELTY: 0.0058337, AVERAGE_POPULARITY: 0.3568280, DIVERSITY_MEAN_INTER_LIST: 0.9760390, DIVERSITY_HERFINDAHL: 0.9975979, COVERAGE_ITEM: 0.4331441, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1408652, SHANNON_ENTROPY: 10.0142265, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 775} - results: ROC_AUC: 0.1116854, PRECISION: 0.0179218, PRECISION_RECALL_MIN_DEN: 0.0597393, RECALL: 0.0597393, MAP: 0.0294704, MRR: 0.0801944, NDCG: 0.0500060, F1: 0.0275720, HIT_RATE: 0.1792179, ARHR: 0.0842336, RMSE: 0.9951861, NOVELTY: 0.0058353, AVERAGE_POPULARITY: 0.3567683, DIVERSITY_MEAN_INTER_LIST: 0.9759691, DIVERSITY_HERFINDAHL: 0.9975909, COVERAGE_ITEM: 0.4337388, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1412413, SHANNON_ENTROPY: 10.0158479, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'BM25', 'item_feature_weighting': 'TF-IDF', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.0551969267344286, 'item_asymmetric_alpha': 0.005957264747029624, 'user_topK': 75, 'user_shrink': 1263, 'item_topK': 1721, 'item_shrink': 149} - results: ROC_AUC: 0.0887838, PRECISION: 0.0150862, PRECISION_RECALL_MIN_DEN: 0.0502873, RECALL: 0.0502873, MAP: 0.0224314, MRR: 0.0623708, NDCG: 0.0397878, F1: 0.0232095, HIT_RATE: 0.1508618, ARHR: 0.0647945, RMSE: 0.8015020, NOVELTY: 0.0052244, AVERAGE_POPULARITY: 0.6538819, DIVERSITY_MEAN_INTER_LIST: 0.8348811, DIVERSITY_HERFINDAHL: 0.9834829, COVERAGE_ITEM: 0.1857799, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0573750, SHANNON_ENTROPY: 7.1300509, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.2316839333492908, 'item_asymmetric_alpha': 0.06539503800056014, 'user_topK': 1966, 'user_shrink': 1002, 'item_topK': 10, 'item_shrink': 683} - results: ROC_AUC: 0.1101376, PRECISION: 0.0178847, PRECISION_RECALL_MIN_DEN: 0.0596157, RECALL: 0.0596157, MAP: 0.0281863, MRR: 0.0768465, NDCG: 0.0486535, F1: 0.0275150, HIT_RATE: 0.1788472, ARHR: 0.0806079, RMSE: 0.9851691, NOVELTY: 0.0063033, AVERAGE_POPULARITY: 0.1684335, DIVERSITY_MEAN_INTER_LIST: 0.9845501, DIVERSITY_HERFINDAHL: 0.9984489, COVERAGE_ITEM: 0.7973506, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2936184, SHANNON_ENTROPY: 11.6941480, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'BM25', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 1.8663180921092501, 'item_asymmetric_alpha': 0.0034163164563509882, 'user_topK': 1928, 'user_shrink': 1906, 'item_topK': 1042, 'item_shrink': 5} - results: ROC_AUC: 0.1032536, PRECISION: 0.0162723, PRECISION_RECALL_MIN_DEN: 0.0542411, RECALL: 0.0542411, MAP: 0.0270425, MRR: 0.0742229, NDCG: 0.0458106, F1: 0.0250343, HIT_RATE: 0.1627232, ARHR: 0.0776019, RMSE: 0.7895824, NOVELTY: 0.0059596, AVERAGE_POPULARITY: 0.3084471, DIVERSITY_MEAN_INTER_LIST: 0.9449411, DIVERSITY_HERFINDAHL: 0.9944883, COVERAGE_ITEM: 0.8537443, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2254874, SHANNON_ENTROPY: 10.5998222, 
SearchBayesianSkopt: Search complete. Best config is 53: {'user_similarity_type': 'asymmetric', 'item_similarity_type': 'asymmetric', 'user_feature_weighting': 'none', 'item_feature_weighting': 'none', 'user_normalize': True, 'item_normalize': True, 'user_asymmetric_alpha': 4.0, 'item_asymmetric_alpha': 0.0, 'user_topK': 5, 'user_shrink': 2000, 'item_topK': 5, 'item_shrink': 652}
