CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 685, 'shrink': 1042, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.12158226231975136, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032265±0.0022, PRECISION: 0.005032±0.0003, PRECISION_RECALL_MIN_DEN: 0.050317±0.0034, RECALL: 0.050317±0.0034, MAP: 0.021688±0.0015, MRR: 0.021688±0.0015, NDCG: 0.028355±0.0017, F1: 0.009149±0.0006, HIT_RATE: 0.050317±0.0034, ARHR: 0.021688±0.0015, RMSE: 4.353474±0.0992, NOVELTY: 0.005074±0.0000, AVERAGE_POPULARITY: 0.721472±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.780618±0.0007, DIVERSITY_HERFINDAHL: 0.978042±0.0001, COVERAGE_ITEM: 0.035491±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116648±0.0009, SHANNON_ENTROPY: 6.414548±0.0036, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 1279, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.028478±0.0015, PRECISION: 0.004382±0.0002, PRECISION_RECALL_MIN_DEN: 0.043824±0.0021, RECALL: 0.043824±0.0021, MAP: 0.019751±0.0012, MRR: 0.019751±0.0012, NDCG: 0.025348±0.0014, F1: 0.007968±0.0004, HIT_RATE: 0.043824±0.0021, ARHR: 0.019751±0.0012, RMSE: 0.971797±0.0007, NOVELTY: 0.004994±0.0000, AVERAGE_POPULARITY: 0.767706±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.708994±0.0014, DIVERSITY_HERFINDAHL: 0.970881±0.0001, COVERAGE_ITEM: 0.020341±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121621±0.0017, SHANNON_ENTROPY: 5.815577±0.0047, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 2186, 'shrink': 1884, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9892089994651831, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035613±0.0018, PRECISION: 0.005488±0.0002, PRECISION_RECALL_MIN_DEN: 0.054882±0.0017, RECALL: 0.054882±0.0017, MAP: 0.023842±0.0012, MRR: 0.023842±0.0012, NDCG: 0.031081±0.0013, F1: 0.009979±0.0003, HIT_RATE: 0.054882±0.0017, ARHR: 0.023842±0.0012, RMSE: 0.705336±0.0042, NOVELTY: 0.005047±0.0000, AVERAGE_POPULARITY: 0.739125±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.760085±0.0009, DIVERSITY_HERFINDAHL: 0.975989±0.0001, COVERAGE_ITEM: 0.023033±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138018±0.0016, SHANNON_ENTROPY: 6.160165±0.0055, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 2987, 'shrink': 1910, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03755183302977528, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034334±0.0022, PRECISION: 0.005356±0.0002, PRECISION_RECALL_MIN_DEN: 0.053563±0.0020, RECALL: 0.053563±0.0020, MAP: 0.023201±0.0014, MRR: 0.023201±0.0014, NDCG: 0.030263±0.0015, F1: 0.009739±0.0004, HIT_RATE: 0.053563±0.0020, ARHR: 0.023201±0.0014, RMSE: 0.726967±0.0052, NOVELTY: 0.005021±0.0000, AVERAGE_POPULARITY: 0.756706±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.735094±0.0021, DIVERSITY_HERFINDAHL: 0.973491±0.0002, COVERAGE_ITEM: 0.021811±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128283±0.0015, SHANNON_ENTROPY: 5.980224±0.0101, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1271, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.027373±0.0012, PRECISION: 0.004215±0.0002, PRECISION_RECALL_MIN_DEN: 0.042151±0.0023, RECALL: 0.042151±0.0023, MAP: 0.019202±0.0009, MRR: 0.019202±0.0009, NDCG: 0.024532±0.0012, F1: 0.007664±0.0004, HIT_RATE: 0.042151±0.0023, ARHR: 0.019202±0.0009, RMSE: 0.964350±0.0009, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.798022±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.660698±0.0015, DIVERSITY_HERFINDAHL: 0.966053±0.0001, COVERAGE_ITEM: 0.016296±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122019±0.0009, SHANNON_ENTROPY: 5.521215±0.0051, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1271, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.028613±0.0015, PRECISION: 0.004398±0.0002, PRECISION_RECALL_MIN_DEN: 0.043977±0.0019, RECALL: 0.043977±0.0019, MAP: 0.019923±0.0013, MRR: 0.019923±0.0013, NDCG: 0.025514±0.0014, F1: 0.007996±0.0003, HIT_RATE: 0.043977±0.0019, ARHR: 0.019923±0.0013, RMSE: 0.971875±0.0007, NOVELTY: 0.004995±0.0000, AVERAGE_POPULARITY: 0.767423±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.709481±0.0011, DIVERSITY_HERFINDAHL: 0.970930±0.0001, COVERAGE_ITEM: 0.020384±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121718±0.0022, SHANNON_ENTROPY: 5.819215±0.0043, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 1742, 'shrink': 1924, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06540644239824302, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037146±0.0018, PRECISION: 0.005747±0.0001, PRECISION_RECALL_MIN_DEN: 0.057469±0.0013, RECALL: 0.057469±0.0013, MAP: 0.025052±0.0015, MRR: 0.025052±0.0015, NDCG: 0.032599±0.0014, F1: 0.010449±0.0002, HIT_RATE: 0.057469±0.0013, ARHR: 0.025052±0.0015, RMSE: 0.709638±0.0046, NOVELTY: 0.005088±0.0000, AVERAGE_POPULARITY: 0.715568±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.792488±0.0013, DIVERSITY_HERFINDAHL: 0.979229±0.0001, COVERAGE_ITEM: 0.028505±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140684±0.0014, SHANNON_ENTROPY: 6.450086±0.0086, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 1262, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.028658±0.0017, PRECISION: 0.004382±0.0002, PRECISION_RECALL_MIN_DEN: 0.043824±0.0021, RECALL: 0.043824±0.0021, MAP: 0.019953±0.0013, MRR: 0.019953±0.0013, NDCG: 0.025504±0.0015, F1: 0.007968±0.0004, HIT_RATE: 0.043824±0.0021, ARHR: 0.019953±0.0013, RMSE: 0.971965±0.0007, NOVELTY: 0.004995±0.0000, AVERAGE_POPULARITY: 0.767010±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.710283±0.0013, DIVERSITY_HERFINDAHL: 0.971010±0.0001, COVERAGE_ITEM: 0.020470±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121714±0.0020, SHANNON_ENTROPY: 5.825011±0.0049, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 2998, 'shrink': 186, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3231286694997549, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.026404±0.0013, PRECISION: 0.004088±0.0002, PRECISION_RECALL_MIN_DEN: 0.040883±0.0023, RECALL: 0.040883±0.0023, MAP: 0.018425±0.0006, MRR: 0.018425±0.0006, NDCG: 0.023641±0.0009, F1: 0.007433±0.0004, HIT_RATE: 0.040883±0.0023, ARHR: 0.018425±0.0006, RMSE: 50.740074±0.7659, NOVELTY: 0.004950±0.0000, AVERAGE_POPULARITY: 0.802808±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.593848±0.0009, DIVERSITY_HERFINDAHL: 0.959370±0.0001, COVERAGE_ITEM: 0.013604±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118319±0.0023, SHANNON_ENTROPY: 5.212351±0.0031, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 1263, 'shrink': 59, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.01723172599726275, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038098±0.0025, PRECISION: 0.005955±0.0002, PRECISION_RECALL_MIN_DEN: 0.059549±0.0022, RECALL: 0.059549±0.0022, MAP: 0.025709±0.0018, MRR: 0.025709±0.0018, NDCG: 0.033579±0.0018, F1: 0.010827±0.0004, HIT_RATE: 0.059549±0.0022, ARHR: 0.025709±0.0018, RMSE: 18.433616±0.2521, NOVELTY: 0.005147±0.0000, AVERAGE_POPULARITY: 0.681787±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.828645±0.0017, DIVERSITY_HERFINDAHL: 0.982844±0.0002, COVERAGE_ITEM: 0.036118±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148810±0.0010, SHANNON_ENTROPY: 6.822094±0.0149, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 2967, 'shrink': 48, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9536252341563556, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031121±0.0010, PRECISION: 0.004880±0.0002, PRECISION_RECALL_MIN_DEN: 0.048795±0.0020, RECALL: 0.048795±0.0020, MAP: 0.020748±0.0008, MRR: 0.020748±0.0008, NDCG: 0.027280±0.0010, F1: 0.008872±0.0004, HIT_RATE: 0.048795±0.0020, ARHR: 0.020748±0.0008, RMSE: 4.107266±0.0507, NOVELTY: 0.005034±0.0000, AVERAGE_POPULARITY: 0.739640±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.740935±0.0024, DIVERSITY_HERFINDAHL: 0.974075±0.0002, COVERAGE_ITEM: 0.019065±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141148±0.0014, SHANNON_ENTROPY: 5.969321±0.0063, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 6, 'shrink': 1898, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.842250154254399, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.004295±0.0004, PRECISION: 0.000776±0.0001, PRECISION_RECALL_MIN_DEN: 0.007761±0.0007, RECALL: 0.007761±0.0007, MAP: 0.002863±0.0004, MRR: 0.002863±0.0004, NDCG: 0.003983±0.0004, F1: 0.001411±0.0001, HIT_RATE: 0.007761±0.0007, ARHR: 0.002863±0.0004, RMSE: 1.002081±0.0090, NOVELTY: 0.007750±0.0000, AVERAGE_POPULARITY: 0.068144±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998831±0.0000, DIVERSITY_HERFINDAHL: 0.999858±0.0000, COVERAGE_ITEM: 0.682909±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.635021±0.0017, SHANNON_ENTROPY: 13.271546±0.0109, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 534, 'shrink': 1950, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9640191742907953, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035895±0.0024, PRECISION: 0.005696±0.0003, PRECISION_RECALL_MIN_DEN: 0.056962±0.0027, RECALL: 0.056962±0.0027, MAP: 0.024055±0.0013, MRR: 0.024055±0.0013, NDCG: 0.031701±0.0015, F1: 0.010357±0.0005, HIT_RATE: 0.056962±0.0027, ARHR: 0.024055±0.0013, RMSE: 0.773224±0.0022, NOVELTY: 0.005395±0.0000, AVERAGE_POPULARITY: 0.570861±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.906431±0.0007, DIVERSITY_HERFINDAHL: 0.990620±0.0001, COVERAGE_ITEM: 0.099032±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154319±0.0011, SHANNON_ENTROPY: 8.069224±0.0071, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1493, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.027700±0.0012, PRECISION: 0.004367±0.0001, PRECISION_RECALL_MIN_DEN: 0.043672±0.0015, RECALL: 0.043672±0.0015, MAP: 0.017996±0.0007, MRR: 0.017996±0.0007, NDCG: 0.023988±0.0006, F1: 0.007940±0.0003, HIT_RATE: 0.043672±0.0015, ARHR: 0.017996±0.0007, RMSE: 4.240852±0.0378, NOVELTY: 0.005128±0.0000, AVERAGE_POPULARITY: 0.668224±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.828988±0.0043, DIVERSITY_HERFINDAHL: 0.982878±0.0004, COVERAGE_ITEM: 0.025866±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162964±0.0031, SHANNON_ENTROPY: 6.618781±0.0359, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1062, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038375±0.0023, PRECISION: 0.006011±0.0002, PRECISION_RECALL_MIN_DEN: 0.060107±0.0016, RECALL: 0.060107±0.0016, MAP: 0.025831±0.0015, MRR: 0.025831±0.0015, NDCG: 0.033807±0.0014, F1: 0.010928±0.0003, HIT_RATE: 0.060107±0.0016, ARHR: 0.025831±0.0015, RMSE: 0.714057±0.0035, NOVELTY: 0.005200±0.0000, AVERAGE_POPULARITY: 0.654110±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.852349±0.0016, DIVERSITY_HERFINDAHL: 0.985213±0.0002, COVERAGE_ITEM: 0.044985±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151672±0.0012, SHANNON_ENTROPY: 7.122230±0.0118, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 1286, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037929±0.0025, PRECISION: 0.005889±0.0003, PRECISION_RECALL_MIN_DEN: 0.058889±0.0026, RECALL: 0.058889±0.0026, MAP: 0.025599±0.0017, MRR: 0.025599±0.0017, NDCG: 0.033348±0.0018, F1: 0.010707±0.0005, HIT_RATE: 0.058889±0.0026, ARHR: 0.025599±0.0017, RMSE: 0.688756±0.0053, NOVELTY: 0.005144±0.0000, AVERAGE_POPULARITY: 0.683592±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.826776±0.0020, DIVERSITY_HERFINDAHL: 0.982657±0.0002, COVERAGE_ITEM: 0.035750±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148163±0.0013, SHANNON_ENTROPY: 6.802964±0.0158, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 2649, 'shrink': 1975, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.24582280497608405, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034971±0.0022, PRECISION: 0.005483±0.0002, PRECISION_RECALL_MIN_DEN: 0.054831±0.0018, RECALL: 0.054831±0.0018, MAP: 0.023536±0.0014, MRR: 0.023536±0.0014, NDCG: 0.030813±0.0014, F1: 0.009969±0.0003, HIT_RATE: 0.054831±0.0018, ARHR: 0.023536±0.0014, RMSE: 0.708745±0.0046, NOVELTY: 0.005033±0.0000, AVERAGE_POPULARITY: 0.748806±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.746986±0.0016, DIVERSITY_HERFINDAHL: 0.974680±0.0002, COVERAGE_ITEM: 0.022795±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131230±0.0012, SHANNON_ENTROPY: 6.068992±0.0078, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 1900, 'shrink': 1916, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06610176504541122, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037050±0.0022, PRECISION: 0.005727±0.0002, PRECISION_RECALL_MIN_DEN: 0.057266±0.0017, RECALL: 0.057266±0.0017, MAP: 0.024980±0.0016, MRR: 0.024980±0.0016, NDCG: 0.032498±0.0016, F1: 0.010412±0.0003, HIT_RATE: 0.057266±0.0017, ARHR: 0.024980±0.0016, RMSE: 0.721907±0.0048, NOVELTY: 0.005074±0.0000, AVERAGE_POPULARITY: 0.723638±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.782068±0.0013, DIVERSITY_HERFINDAHL: 0.978187±0.0001, COVERAGE_ITEM: 0.027013±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138397±0.0023, SHANNON_ENTROPY: 6.359151±0.0067, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 502, 'shrink': 1988, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.02204264379086829, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035478±0.0018, PRECISION: 0.005554±0.0002, PRECISION_RECALL_MIN_DEN: 0.055541±0.0020, RECALL: 0.055541±0.0020, MAP: 0.023787±0.0007, MRR: 0.023787±0.0007, NDCG: 0.031180±0.0008, F1: 0.010098±0.0004, HIT_RATE: 0.055541±0.0020, ARHR: 0.023787±0.0007, RMSE: 0.822755±0.0017, NOVELTY: 0.005464±0.0000, AVERAGE_POPULARITY: 0.542342±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.920434±0.0009, DIVERSITY_HERFINDAHL: 0.992020±0.0001, COVERAGE_ITEM: 0.114777±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.165644±0.0012, SHANNON_ENTROPY: 8.366864±0.0064, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 911, 'shrink': 15, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8850378077958307, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032880±0.0011, PRECISION: 0.005153±0.0002, PRECISION_RECALL_MIN_DEN: 0.051534±0.0015, RECALL: 0.051534±0.0015, MAP: 0.021551±0.0008, MRR: 0.021551±0.0008, NDCG: 0.028537±0.0009, F1: 0.009370±0.0003, HIT_RATE: 0.051534±0.0015, ARHR: 0.021551±0.0008, RMSE: 20.008929±0.6021, NOVELTY: 0.005108±0.0000, AVERAGE_POPULARITY: 0.694927±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.779414±0.0022, DIVERSITY_HERFINDAHL: 0.977922±0.0002, COVERAGE_ITEM: 0.033339±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122164±0.0016, SHANNON_ENTROPY: 6.423604±0.0079, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1918, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.037991±0.0022, PRECISION: 0.005884±0.0002, PRECISION_RECALL_MIN_DEN: 0.058838±0.0023, RECALL: 0.058838±0.0023, MAP: 0.025618±0.0015, MRR: 0.025618±0.0015, NDCG: 0.033360±0.0017, F1: 0.010698±0.0004, HIT_RATE: 0.058838±0.0023, ARHR: 0.025618±0.0015, RMSE: 1.732292±0.0194, NOVELTY: 0.005245±0.0000, AVERAGE_POPULARITY: 0.621531±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.868968±0.0014, DIVERSITY_HERFINDAHL: 0.986875±0.0001, COVERAGE_ITEM: 0.052814±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153435±0.0014, SHANNON_ENTROPY: 7.376399±0.0154, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1468, 'shrink': 36, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0687581896253422, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029385±0.0024, PRECISION: 0.004595±0.0003, PRECISION_RECALL_MIN_DEN: 0.045955±0.0033, RECALL: 0.045955±0.0033, MAP: 0.020362±0.0014, MRR: 0.020362±0.0014, NDCG: 0.026295±0.0018, F1: 0.008355±0.0006, HIT_RATE: 0.045955±0.0033, ARHR: 0.020362±0.0014, RMSE: 207.698987±3.5163, NOVELTY: 0.004993±0.0000, AVERAGE_POPULARITY: 0.772891±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.686050±0.0007, DIVERSITY_HERFINDAHL: 0.968588±0.0001, COVERAGE_ITEM: 0.021660±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110500±0.0010, SHANNON_ENTROPY: 5.720689±0.0027, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2839, 'shrink': 1971, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9963761850951267, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.034672±0.0021, PRECISION: 0.005422±0.0002, PRECISION_RECALL_MIN_DEN: 0.054223±0.0021, RECALL: 0.054223±0.0021, MAP: 0.023315±0.0013, MRR: 0.023315±0.0013, NDCG: 0.030504±0.0015, F1: 0.009859±0.0004, HIT_RATE: 0.054223±0.0021, ARHR: 0.023315±0.0013, RMSE: 0.780415±0.0061, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755055±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.737597±0.0016, DIVERSITY_HERFINDAHL: 0.973741±0.0002, COVERAGE_ITEM: 0.021746±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.130174±0.0014, SHANNON_ENTROPY: 5.998106±0.0079, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 1034, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038194±0.0025, PRECISION: 0.006001±0.0002, PRECISION_RECALL_MIN_DEN: 0.060005±0.0024, RECALL: 0.060005±0.0024, MAP: 0.025671±0.0015, MRR: 0.025671±0.0015, NDCG: 0.033657±0.0016, F1: 0.010910±0.0004, HIT_RATE: 0.060005±0.0024, ARHR: 0.025671±0.0015, RMSE: 0.696440±0.0047, NOVELTY: 0.005191±0.0000, AVERAGE_POPULARITY: 0.658954±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.848111±0.0015, DIVERSITY_HERFINDAHL: 0.984790±0.0001, COVERAGE_ITEM: 0.043633±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151150±0.0008, SHANNON_ENTROPY: 7.074034±0.0125, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 881, 'shrink': 11, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2719120590388027, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037772±0.0025, PRECISION: 0.005965±0.0003, PRECISION_RECALL_MIN_DEN: 0.059650±0.0028, RECALL: 0.059650±0.0028, MAP: 0.025524±0.0018, MRR: 0.025524±0.0018, NDCG: 0.033447±0.0019, F1: 0.010845±0.0005, HIT_RATE: 0.059650±0.0028, ARHR: 0.025524±0.0018, RMSE: 76.853262±1.0879, NOVELTY: 0.005231±0.0000, AVERAGE_POPULARITY: 0.639314±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.863404±0.0017, DIVERSITY_HERFINDAHL: 0.986319±0.0002, COVERAGE_ITEM: 0.051809±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151252±0.0011, SHANNON_ENTROPY: 7.287941±0.0137, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 2331, 'shrink': 1918, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9392277506119224, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035872±0.0020, PRECISION: 0.005508±0.0002, PRECISION_RECALL_MIN_DEN: 0.055085±0.0017, RECALL: 0.055085±0.0017, MAP: 0.024005±0.0012, MRR: 0.024005±0.0012, NDCG: 0.031258±0.0014, F1: 0.010015±0.0003, HIT_RATE: 0.055085±0.0017, ARHR: 0.024005±0.0012, RMSE: 0.754970±0.0055, NOVELTY: 0.005046±0.0000, AVERAGE_POPULARITY: 0.740904±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.758396±0.0018, DIVERSITY_HERFINDAHL: 0.975820±0.0002, COVERAGE_ITEM: 0.024288±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132438±0.0012, SHANNON_ENTROPY: 6.163268±0.0083, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2374, 'shrink': 48, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06609268270865411, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.027030±0.0014, PRECISION: 0.004301±0.0002, PRECISION_RECALL_MIN_DEN: 0.043013±0.0024, RECALL: 0.043013±0.0024, MAP: 0.018874±0.0007, MRR: 0.018874±0.0007, NDCG: 0.024462±0.0010, F1: 0.007821±0.0004, HIT_RATE: 0.043013±0.0024, ARHR: 0.018874±0.0007, RMSE: 186.162454±2.8334, NOVELTY: 0.004961±0.0000, AVERAGE_POPULARITY: 0.794966±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.623801±0.0009, DIVERSITY_HERFINDAHL: 0.962364±0.0001, COVERAGE_ITEM: 0.015702±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115192±0.0007, SHANNON_ENTROPY: 5.363265±0.0033, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1048, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038194±0.0025, PRECISION: 0.005955±0.0002, PRECISION_RECALL_MIN_DEN: 0.059549±0.0023, RECALL: 0.059549±0.0023, MAP: 0.025599±0.0016, MRR: 0.025599±0.0016, NDCG: 0.033503±0.0017, F1: 0.010827±0.0004, HIT_RATE: 0.059549±0.0023, ARHR: 0.025599±0.0016, RMSE: 0.695648±0.0047, NOVELTY: 0.005188±0.0000, AVERAGE_POPULARITY: 0.660459±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.846988±0.0019, DIVERSITY_HERFINDAHL: 0.984677±0.0002, COVERAGE_ITEM: 0.042909±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151416±0.0007, SHANNON_ENTROPY: 7.056582±0.0154, 
