CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1007, 'shrink': 1247, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.1891582647451386, 'tversky_beta': 1.2389045039445277} - results: ROC_AUC: 0.029352±0.0018, PRECISION: 0.004519±0.0002, PRECISION_RECALL_MIN_DEN: 0.045194±0.0020, RECALL: 0.045194±0.0020, MAP: 0.020165±0.0013, MRR: 0.020165±0.0013, NDCG: 0.025990±0.0014, F1: 0.008217±0.0004, HIT_RATE: 0.045194±0.0020, ARHR: 0.020165±0.0013, RMSE: 0.963422±0.0009, NOVELTY: 0.005015±0.0000, AVERAGE_POPULARITY: 0.753128±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.739858±0.0015, DIVERSITY_HERFINDAHL: 0.973967±0.0002, COVERAGE_ITEM: 0.023996±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120053±0.0018, SHANNON_ENTROPY: 6.017624±0.0053, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 2997, 'shrink': 236, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.09598114844784814, 'tversky_beta': 1.9828684546829405} - results: ROC_AUC: 0.025694±0.0006, PRECISION: 0.003875±0.0001, PRECISION_RECALL_MIN_DEN: 0.038752±0.0011, RECALL: 0.038752±0.0011, MAP: 0.017792±0.0009, MRR: 0.017792±0.0009, NDCG: 0.022679±0.0009, F1: 0.007046±0.0002, HIT_RATE: 0.038752±0.0011, ARHR: 0.017792±0.0009, RMSE: 0.798561±0.0024, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813721±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.602137±0.0013, DIVERSITY_HERFINDAHL: 0.960198±0.0001, COVERAGE_ITEM: 0.010943±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138419±0.0020, SHANNON_ENTROPY: 5.166929±0.0026, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.025497±0.0006, PRECISION: 0.003875±0.0001, PRECISION_RECALL_MIN_DEN: 0.038752±0.0012, RECALL: 0.038752±0.0012, MAP: 0.017650±0.0009, MRR: 0.017650±0.0009, NDCG: 0.022565±0.0009, F1: 0.007046±0.0002, HIT_RATE: 0.038752±0.0012, ARHR: 0.017650±0.0009, RMSE: 0.960044±0.0008, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813744±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.600891±0.0015, DIVERSITY_HERFINDAHL: 0.960074±0.0002, COVERAGE_ITEM: 0.010889±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138450±0.0026, SHANNON_ENTROPY: 5.160249±0.0026, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 26, 'shrink': 1857, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9967466195946684, 'tversky_beta': 1.915402524758685} - results: ROC_AUC: 0.015916±0.0015, PRECISION: 0.002582±0.0001, PRECISION_RECALL_MIN_DEN: 0.025818±0.0012, RECALL: 0.025818±0.0012, MAP: 0.010781±0.0010, MRR: 0.010781±0.0010, NDCG: 0.014257±0.0010, F1: 0.004694±0.0002, HIT_RATE: 0.025818±0.0012, ARHR: 0.010781±0.0010, RMSE: 0.998141±0.0001, NOVELTY: 0.005910±0.0000, AVERAGE_POPULARITY: 0.354111±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980935±0.0001, DIVERSITY_HERFINDAHL: 0.998069±0.0000, COVERAGE_ITEM: 0.258459±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257411±0.0002, SHANNON_ENTROPY: 10.323929±0.0070, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.023445±0.0010, PRECISION: 0.003520±0.0002, PRECISION_RECALL_MIN_DEN: 0.035202±0.0019, RECALL: 0.035202±0.0019, MAP: 0.016621±0.0011, MRR: 0.016621±0.0011, NDCG: 0.020942±0.0012, F1: 0.006400±0.0004, HIT_RATE: 0.035202±0.0019, ARHR: 0.016621±0.0011, RMSE: 45.365644±0.7018, NOVELTY: 0.004909±0.0000, AVERAGE_POPULARITY: 0.836059±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.556740±0.0014, DIVERSITY_HERFINDAHL: 0.955660±0.0001, COVERAGE_ITEM: 0.008348±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153220±0.0026, SHANNON_ENTROPY: 4.935987±0.0051, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2925, 'shrink': 75, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9986248530821882, 'tversky_beta': 0.19967841469598208} - results: ROC_AUC: 0.027836±0.0012, PRECISION: 0.004215±0.0002, PRECISION_RECALL_MIN_DEN: 0.042151±0.0018, RECALL: 0.042151±0.0018, MAP: 0.019351±0.0010, MRR: 0.019351±0.0010, NDCG: 0.024663±0.0011, F1: 0.007664±0.0003, HIT_RATE: 0.042151±0.0018, ARHR: 0.019351±0.0010, RMSE: 0.775047±0.0062, NOVELTY: 0.004945±0.0000, AVERAGE_POPULARITY: 0.806879±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.642207±0.0015, DIVERSITY_HERFINDAHL: 0.964204±0.0002, COVERAGE_ITEM: 0.012209±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.141948±0.0022, SHANNON_ENTROPY: 5.365516±0.0043, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024279±0.0003, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0006, RECALL: 0.036216±0.0006, MAP: 0.017147±0.0007, MRR: 0.017147±0.0007, NDCG: 0.021590±0.0006, F1: 0.006585±0.0001, HIT_RATE: 0.036216±0.0006, ARHR: 0.017147±0.0007, RMSE: 0.953380±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.827007±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.557883±0.0012, DIVERSITY_HERFINDAHL: 0.955774±0.0001, COVERAGE_ITEM: 0.009138±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142740±0.0024, SHANNON_ENTROPY: 4.955519±0.0029, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024601±0.0004, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0009, RECALL: 0.036216±0.0009, MAP: 0.017359±0.0006, MRR: 0.017359±0.0006, NDCG: 0.021764±0.0006, F1: 0.006585±0.0002, HIT_RATE: 0.036216±0.0009, ARHR: 0.017359±0.0006, RMSE: 0.956612±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.826979±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.561042±0.0016, DIVERSITY_HERFINDAHL: 0.956090±0.0002, COVERAGE_ITEM: 0.009267±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142399±0.0016, SHANNON_ENTROPY: 4.973002±0.0038, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 2927, 'shrink': 55, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.8425820109298754, 'tversky_beta': 0.09583041924701477} - results: ROC_AUC: 0.027937±0.0013, PRECISION: 0.004251±0.0002, PRECISION_RECALL_MIN_DEN: 0.042506±0.0018, RECALL: 0.042506±0.0018, MAP: 0.019394±0.0010, MRR: 0.019394±0.0010, NDCG: 0.024776±0.0011, F1: 0.007728±0.0003, HIT_RATE: 0.042506±0.0018, ARHR: 0.019394±0.0010, RMSE: 0.796866±0.0088, NOVELTY: 0.004946±0.0000, AVERAGE_POPULARITY: 0.805863±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.646359±0.0016, DIVERSITY_HERFINDAHL: 0.964620±0.0002, COVERAGE_ITEM: 0.012187±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143961±0.0023, SHANNON_ENTROPY: 5.384821±0.0047, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2930, 'shrink': 31, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.2994449127056889, 'tversky_beta': 1.9936849144609403} - results: ROC_AUC: 0.027306±0.0010, PRECISION: 0.004164±0.0001, PRECISION_RECALL_MIN_DEN: 0.041643±0.0013, RECALL: 0.041643±0.0013, MAP: 0.019081±0.0011, MRR: 0.019081±0.0011, NDCG: 0.024328±0.0011, F1: 0.007572±0.0002, HIT_RATE: 0.041643±0.0013, ARHR: 0.019081±0.0011, RMSE: 0.753455±0.0037, NOVELTY: 0.004948±0.0000, AVERAGE_POPULARITY: 0.803203±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.644649±0.0006, DIVERSITY_HERFINDAHL: 0.964449±0.0001, COVERAGE_ITEM: 0.011603±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.148210±0.0021, SHANNON_ENTROPY: 5.358003±0.0028, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 34, 'shrink': 1751, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.07351950184783342, 'tversky_beta': 1.9850277805696241} - results: ROC_AUC: 0.018136±0.0027, PRECISION: 0.002917±0.0003, PRECISION_RECALL_MIN_DEN: 0.029166±0.0033, RECALL: 0.029166±0.0033, MAP: 0.012070±0.0017, MRR: 0.012070±0.0017, NDCG: 0.016034±0.0020, F1: 0.005303±0.0006, HIT_RATE: 0.029166±0.0033, ARHR: 0.012070±0.0017, RMSE: 0.997390±0.0001, NOVELTY: 0.005788±0.0000, AVERAGE_POPULARITY: 0.390482±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.975195±0.0003, DIVERSITY_HERFINDAHL: 0.997495±0.0000, COVERAGE_ITEM: 0.222557±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.234862±0.0007, SHANNON_ENTROPY: 9.953479±0.0173, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 2779, 'shrink': 173, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9875792107683468, 'tversky_beta': 0.01270372474626336} - results: ROC_AUC: 0.027548±0.0011, PRECISION: 0.004134±0.0001, PRECISION_RECALL_MIN_DEN: 0.041339±0.0014, RECALL: 0.041339±0.0014, MAP: 0.019253±0.0010, MRR: 0.019253±0.0010, NDCG: 0.024400±0.0011, F1: 0.007516±0.0003, HIT_RATE: 0.041339±0.0014, ARHR: 0.019253±0.0010, RMSE: 0.796630±0.0036, NOVELTY: 0.004945±0.0000, AVERAGE_POPULARITY: 0.806965±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.636438±0.0013, DIVERSITY_HERFINDAHL: 0.963628±0.0001, COVERAGE_ITEM: 0.012209±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140298±0.0024, SHANNON_ENTROPY: 5.343864±0.0045, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 163, 'shrink': 44, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8712519805545011, 'tversky_beta': 0.03455977686227763} - results: ROC_AUC: 0.030050±0.0023, PRECISION: 0.004601±0.0002, PRECISION_RECALL_MIN_DEN: 0.046006±0.0023, RECALL: 0.046006±0.0023, MAP: 0.020503±0.0019, MRR: 0.020503±0.0019, NDCG: 0.026446±0.0020, F1: 0.008365±0.0004, HIT_RATE: 0.046006±0.0023, ARHR: 0.020503±0.0019, RMSE: 0.906939±0.0018, NOVELTY: 0.005269±0.0000, AVERAGE_POPULARITY: 0.597722±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.906715±0.0005, DIVERSITY_HERFINDAHL: 0.990649±0.0000, COVERAGE_ITEM: 0.074604±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.147427±0.0015, SHANNON_ENTROPY: 7.795811±0.0049, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.027819±0.0018, PRECISION: 0.004240±0.0002, PRECISION_RECALL_MIN_DEN: 0.042404±0.0019, RECALL: 0.042404±0.0019, MAP: 0.018983±0.0010, MRR: 0.018983±0.0010, NDCG: 0.024448±0.0011, F1: 0.007710±0.0003, HIT_RATE: 0.042404±0.0019, ARHR: 0.018983±0.0010, RMSE: 1.363353±0.0242, NOVELTY: 0.004957±0.0000, AVERAGE_POPULARITY: 0.796941±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.661756±0.0023, DIVERSITY_HERFINDAHL: 0.966159±0.0002, COVERAGE_ITEM: 0.012641±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145556±0.0024, SHANNON_ENTROPY: 5.454081±0.0070, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 24, 'shrink': 70, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.07865127956961283, 'tversky_beta': 0.08612901125032059} - results: ROC_AUC: 0.015493±0.0017, PRECISION: 0.002551±0.0002, PRECISION_RECALL_MIN_DEN: 0.025514±0.0019, RECALL: 0.025514±0.0019, MAP: 0.010447±0.0014, MRR: 0.010447±0.0014, NDCG: 0.013926±0.0014, F1: 0.004639±0.0003, HIT_RATE: 0.025514±0.0019, ARHR: 0.010447±0.0014, RMSE: 0.973846±0.0017, NOVELTY: 0.005936±0.0000, AVERAGE_POPULARITY: 0.346841±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.981932±0.0001, DIVERSITY_HERFINDAHL: 0.998168±0.0000, COVERAGE_ITEM: 0.265239±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263118±0.0011, SHANNON_ENTROPY: 10.398700±0.0068, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 2993, 'shrink': 53, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.045937701363019785, 'tversky_beta': 1.983710685189143} - results: ROC_AUC: 0.026505±0.0010, PRECISION: 0.004073±0.0001, PRECISION_RECALL_MIN_DEN: 0.040730±0.0014, RECALL: 0.040730±0.0014, MAP: 0.018361±0.0011, MRR: 0.018361±0.0011, NDCG: 0.023561±0.0010, F1: 0.007406±0.0002, HIT_RATE: 0.040730±0.0014, ARHR: 0.018361±0.0011, RMSE: 0.750922±0.0039, NOVELTY: 0.004944±0.0000, AVERAGE_POPULARITY: 0.806199±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.632176±0.0010, DIVERSITY_HERFINDAHL: 0.963202±0.0001, COVERAGE_ITEM: 0.011311±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145643±0.0031, SHANNON_ENTROPY: 5.295007±0.0032, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024601±0.0004, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0009, RECALL: 0.036216±0.0009, MAP: 0.017359±0.0006, MRR: 0.017359±0.0006, NDCG: 0.021764±0.0006, F1: 0.006585±0.0002, HIT_RATE: 0.036216±0.0009, ARHR: 0.017359±0.0006, RMSE: 0.956612±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.826979±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.561042±0.0016, DIVERSITY_HERFINDAHL: 0.956090±0.0002, COVERAGE_ITEM: 0.009267±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142399±0.0016, SHANNON_ENTROPY: 4.973002±0.0038, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024601±0.0004, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0009, RECALL: 0.036216±0.0009, MAP: 0.017359±0.0006, MRR: 0.017359±0.0006, NDCG: 0.021764±0.0006, F1: 0.006585±0.0002, HIT_RATE: 0.036216±0.0009, ARHR: 0.017359±0.0006, RMSE: 0.956612±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.826979±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.561042±0.0016, DIVERSITY_HERFINDAHL: 0.956090±0.0002, COVERAGE_ITEM: 0.009267±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142399±0.0016, SHANNON_ENTROPY: 4.973002±0.0038, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2805, 'shrink': 121, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9895420361895275, 'tversky_beta': 1.9742979395608322} - results: ROC_AUC: 0.027413±0.0010, PRECISION: 0.004119±0.0001, PRECISION_RECALL_MIN_DEN: 0.041187±0.0015, RECALL: 0.041187±0.0015, MAP: 0.019068±0.0009, MRR: 0.019068±0.0009, NDCG: 0.024225±0.0010, F1: 0.007489±0.0003, HIT_RATE: 0.041187±0.0015, ARHR: 0.019068±0.0009, RMSE: 0.798719±0.0025, NOVELTY: 0.004944±0.0000, AVERAGE_POPULARITY: 0.807672±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.633583±0.0014, DIVERSITY_HERFINDAHL: 0.963342±0.0001, COVERAGE_ITEM: 0.012122±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139677±0.0030, SHANNON_ENTROPY: 5.326986±0.0040, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.027745±0.0013, PRECISION: 0.004185±0.0002, PRECISION_RECALL_MIN_DEN: 0.041846±0.0017, RECALL: 0.041846±0.0017, MAP: 0.019299±0.0010, MRR: 0.019299±0.0010, NDCG: 0.024555±0.0011, F1: 0.007608±0.0003, HIT_RATE: 0.041846±0.0017, ARHR: 0.019299±0.0010, RMSE: 0.753445±0.0039, NOVELTY: 0.004945±0.0000, AVERAGE_POPULARITY: 0.806386±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.644994±0.0015, DIVERSITY_HERFINDAHL: 0.964483±0.0002, COVERAGE_ITEM: 0.011949±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144876±0.0022, SHANNON_ENTROPY: 5.367275±0.0033, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 27, 'shrink': 56, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8822273111761576, 'tversky_beta': 1.905859152099701} - results: ROC_AUC: 0.017618±0.0022, PRECISION: 0.002734±0.0003, PRECISION_RECALL_MIN_DEN: 0.027340±0.0030, RECALL: 0.027340±0.0030, MAP: 0.011980±0.0020, MRR: 0.011980±0.0020, NDCG: 0.015558±0.0022, F1: 0.004971±0.0006, HIT_RATE: 0.027340±0.0030, ARHR: 0.011980±0.0020, RMSE: 0.988106±0.0003, NOVELTY: 0.005817±0.0000, AVERAGE_POPULARITY: 0.377129±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.977586±0.0003, DIVERSITY_HERFINDAHL: 0.997734±0.0000, COVERAGE_ITEM: 0.227251±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.239394±0.0009, SHANNON_ENTROPY: 10.041723±0.0095, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 2881, 'shrink': 1821, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.016520106565798057, 'tversky_beta': 0.08160204179500609} - results: ROC_AUC: 0.025773±0.0007, PRECISION: 0.003911±0.0002, PRECISION_RECALL_MIN_DEN: 0.039107±0.0016, RECALL: 0.039107±0.0016, MAP: 0.017883±0.0009, MRR: 0.017883±0.0009, NDCG: 0.022826±0.0010, F1: 0.007110±0.0003, HIT_RATE: 0.039107±0.0016, ARHR: 0.017883±0.0009, RMSE: 0.954703±0.0010, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.812067±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.606507±0.0013, DIVERSITY_HERFINDAHL: 0.960635±0.0001, COVERAGE_ITEM: 0.011257±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137068±0.0034, SHANNON_ENTROPY: 5.191737±0.0030, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024601±0.0004, PRECISION: 0.003622±0.0001, PRECISION_RECALL_MIN_DEN: 0.036216±0.0009, RECALL: 0.036216±0.0009, MAP: 0.017359±0.0006, MRR: 0.017359±0.0006, NDCG: 0.021764±0.0006, F1: 0.006585±0.0002, HIT_RATE: 0.036216±0.0009, ARHR: 0.017359±0.0006, RMSE: 0.956612±0.0009, NOVELTY: 0.004919±0.0000, AVERAGE_POPULARITY: 0.826979±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.561042±0.0016, DIVERSITY_HERFINDAHL: 0.956090±0.0002, COVERAGE_ITEM: 0.009267±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142399±0.0016, SHANNON_ENTROPY: 4.973002±0.0038, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2976, 'shrink': 27, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0283992280686265, 'tversky_beta': 0.20389772220313668} - results: ROC_AUC: 0.025818±0.0007, PRECISION: 0.003896±0.0001, PRECISION_RECALL_MIN_DEN: 0.038955±0.0012, RECALL: 0.038955±0.0012, MAP: 0.017891±0.0009, MRR: 0.017891±0.0009, NDCG: 0.022801±0.0009, F1: 0.007083±0.0002, HIT_RATE: 0.038955±0.0012, ARHR: 0.017891±0.0009, RMSE: 1.640856±0.0274, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.814047±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.603753±0.0011, DIVERSITY_HERFINDAHL: 0.960360±0.0001, COVERAGE_ITEM: 0.010868±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140364±0.0021, SHANNON_ENTROPY: 5.177928±0.0026, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2890, 'shrink': 1810, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.002657934565056364, 'tversky_beta': 1.775572626450659} - results: ROC_AUC: 0.025666±0.0007, PRECISION: 0.003911±0.0002, PRECISION_RECALL_MIN_DEN: 0.039107±0.0016, RECALL: 0.039107±0.0016, MAP: 0.017786±0.0009, MRR: 0.017786±0.0009, NDCG: 0.022749±0.0011, F1: 0.007110±0.0003, HIT_RATE: 0.039107±0.0016, ARHR: 0.017786±0.0009, RMSE: 0.956490±0.0009, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.811928±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.606140±0.0014, DIVERSITY_HERFINDAHL: 0.960599±0.0001, COVERAGE_ITEM: 0.011354±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135692±0.0029, SHANNON_ENTROPY: 5.189370±0.0033, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 2707, 'shrink': 44, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.007323488569198846, 'tversky_beta': 1.9976672296733917} - results: ROC_AUC: 0.027497±0.0010, PRECISION: 0.004271±0.0001, PRECISION_RECALL_MIN_DEN: 0.042709±0.0011, RECALL: 0.042709±0.0011, MAP: 0.019058±0.0012, MRR: 0.019058±0.0012, NDCG: 0.024545±0.0011, F1: 0.007765±0.0002, HIT_RATE: 0.042709±0.0011, ARHR: 0.019058±0.0012, RMSE: 0.755817±0.0037, NOVELTY: 0.004958±0.0000, AVERAGE_POPULARITY: 0.794772±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.664377±0.0012, DIVERSITY_HERFINDAHL: 0.966421±0.0001, COVERAGE_ITEM: 0.012652±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146855±0.0016, SHANNON_ENTROPY: 5.466341±0.0056, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 3000, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.025829±0.0007, PRECISION: 0.003916±0.0001, PRECISION_RECALL_MIN_DEN: 0.039158±0.0011, RECALL: 0.039158±0.0011, MAP: 0.017983±0.0008, MRR: 0.017983±0.0008, NDCG: 0.022913±0.0007, F1: 0.007120±0.0002, HIT_RATE: 0.039158±0.0011, ARHR: 0.017983±0.0008, RMSE: 0.962784±0.0007, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813820±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.603552±0.0012, DIVERSITY_HERFINDAHL: 0.960340±0.0001, COVERAGE_ITEM: 0.010998±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138676±0.0019, SHANNON_ENTROPY: 5.176865±0.0032, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2970, 'shrink': 1956, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.03537843396496188, 'tversky_beta': 0.031607258347754914} - results: ROC_AUC: 0.025660±0.0006, PRECISION: 0.003870±0.0001, PRECISION_RECALL_MIN_DEN: 0.038701±0.0014, RECALL: 0.038701±0.0014, MAP: 0.017759±0.0010, MRR: 0.017759±0.0010, NDCG: 0.022642±0.0010, F1: 0.007037±0.0003, HIT_RATE: 0.038701±0.0014, ARHR: 0.017759±0.0010, RMSE: 0.957255±0.0009, NOVELTY: 0.004935±0.0000, AVERAGE_POPULARITY: 0.813520±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.602232±0.0012, DIVERSITY_HERFINDAHL: 0.960208±0.0001, COVERAGE_ITEM: 0.010868±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139503±0.0022, SHANNON_ENTROPY: 5.168388±0.0016, 
