SearchBayesianSkopt: New best config found. Config 0: {'topK': 2891, 'shrink': 1, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5217546579681989, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0206282, PRECISION: 0.0037975, PRECISION_RECALL_MIN_DEN: 0.0379747, RECALL: 0.0379747, MAP: 0.0123730, MRR: 0.0123730, NDCG: 0.0182662, F1: 0.0069045, HIT_RATE: 0.0379747, ARHR: 0.0123730, RMSE: 26.4486835, NOVELTY: 0.0053212, AVERAGE_POPULARITY: 0.6916731, DIVERSITY_MEAN_INTER_LIST: 0.7661590, DIVERSITY_HERFINDAHL: 0.9765755, COVERAGE_ITEM: 0.0072452, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3214409, SHANNON_ENTROPY: 5.8378799, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 2323, 'shrink': 2245, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4331418643719886, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0199250, PRECISION: 0.0037975, PRECISION_RECALL_MIN_DEN: 0.0379747, RECALL: 0.0379747, MAP: 0.0127717, MRR: 0.0127717, NDCG: 0.0185254, F1: 0.0069045, HIT_RATE: 0.0379747, ARHR: 0.0127717, RMSE: 0.9710856, NOVELTY: 0.0053941, AVERAGE_POPULARITY: 0.6652217, DIVERSITY_MEAN_INTER_LIST: 0.7842912, DIVERSITY_HERFINDAHL: 0.9783878, COVERAGE_ITEM: 0.0094620, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2696796, SHANNON_ENTROPY: 5.9696880, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 3679, 'shrink': 1939, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4438637735184265, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0240858, PRECISION: 0.0043249, PRECISION_RECALL_MIN_DEN: 0.0432489, RECALL: 0.0432489, MAP: 0.0148119, MRR: 0.0148119, NDCG: 0.0213601, F1: 0.0078634, HIT_RATE: 0.0432489, ARHR: 0.0148119, RMSE: 0.8058049, NOVELTY: 0.0052511, AVERAGE_POPULARITY: 0.7234545, DIVERSITY_MEAN_INTER_LIST: 0.7224949, DIVERSITY_HERFINDAHL: 0.9722114, COVERAGE_ITEM: 0.0040552, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4710679, SHANNON_ENTROPY: 5.5235868, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2910, 'shrink': 2381, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.8759782560008618, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0218589, PRECISION: 0.0039030, PRECISION_RECALL_MIN_DEN: 0.0390295, RECALL: 0.0390295, MAP: 0.0135019, MRR: 0.0135019, NDCG: 0.0193725, F1: 0.0070963, HIT_RATE: 0.0390295, ARHR: 0.0135019, RMSE: 0.8230774, NOVELTY: 0.0052628, AVERAGE_POPULARITY: 0.7188329, DIVERSITY_MEAN_INTER_LIST: 0.7456111, DIVERSITY_HERFINDAHL: 0.9745218, COVERAGE_ITEM: 0.0054609, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3775420, SHANNON_ENTROPY: 5.6417821, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 3778, 'shrink': 430, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.005902452569029661, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0270159, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0162805, MRR: 0.0162805, NDCG: 0.0232779, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0162805, RMSE: 0.7912373, NOVELTY: 0.0049636, AVERAGE_POPULARITY: 0.8000050, DIVERSITY_MEAN_INTER_LIST: 0.6721208, DIVERSITY_HERFINDAHL: 0.9671766, COVERAGE_ITEM: 0.0032441, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4885108, SHANNON_ENTROPY: 5.2585536, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3924, 'shrink': 1062, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3087119440885113, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0210384, PRECISION: 0.0039557, PRECISION_RECALL_MIN_DEN: 0.0395570, RECALL: 0.0395570, MAP: 0.0132600, MRR: 0.0132600, NDCG: 0.0192739, F1: 0.0071922, HIT_RATE: 0.0395570, ARHR: 0.0132600, RMSE: 0.9110631, NOVELTY: 0.0052163, AVERAGE_POPULARITY: 0.7340206, DIVERSITY_MEAN_INTER_LIST: 0.7225382, DIVERSITY_HERFINDAHL: 0.9722157, COVERAGE_ITEM: 0.0064342, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3079140, SHANNON_ENTROPY: 5.5987294, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 2733, 'shrink': 1046, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5966588067453763, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0253751, PRECISION: 0.0045359, PRECISION_RECALL_MIN_DEN: 0.0453586, RECALL: 0.0453586, MAP: 0.0155122, MRR: 0.0155122, NDCG: 0.0223829, F1: 0.0082470, HIT_RATE: 0.0453586, ARHR: 0.0155122, RMSE: 0.9141154, NOVELTY: 0.0049142, AVERAGE_POPULARITY: 0.8424287, DIVERSITY_MEAN_INTER_LIST: 0.6025004, DIVERSITY_HERFINDAHL: 0.9602183, COVERAGE_ITEM: 0.0026494, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4883376, SHANNON_ENTROPY: 4.9471461, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 846, 'shrink': 1633, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5765874508989222, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0179911, PRECISION: 0.0033755, PRECISION_RECALL_MIN_DEN: 0.0337553, RECALL: 0.0337553, MAP: 0.0114104, MRR: 0.0114104, NDCG: 0.0165195, F1: 0.0061373, HIT_RATE: 0.0337553, ARHR: 0.0114104, RMSE: 0.9082669, NOVELTY: 0.0056782, AVERAGE_POPULARITY: 0.5694906, DIVERSITY_MEAN_INTER_LIST: 0.8210624, DIVERSITY_HERFINDAHL: 0.9820629, COVERAGE_ITEM: 0.0104353, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2856420, SHANNON_ENTROPY: 6.1960792, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1576, 'shrink': 2278, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.4240964675393907, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0205110, PRECISION: 0.0040084, PRECISION_RECALL_MIN_DEN: 0.0400844, RECALL: 0.0400844, MAP: 0.0127036, MRR: 0.0127036, NDCG: 0.0189586, F1: 0.0072881, HIT_RATE: 0.0400844, ARHR: 0.0127036, RMSE: 0.8790060, NOVELTY: 0.0050039, AVERAGE_POPULARITY: 0.7668842, DIVERSITY_MEAN_INTER_LIST: 0.7571164, DIVERSITY_HERFINDAHL: 0.9756717, COVERAGE_ITEM: 0.0054609, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4081255, SHANNON_ENTROPY: 5.7654856, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 2390, 'shrink': 680, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6621539229403833, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0237342, PRECISION: 0.0042722, PRECISION_RECALL_MIN_DEN: 0.0427215, RECALL: 0.0427215, MAP: 0.0147439, MRR: 0.0147439, NDCG: 0.0211886, F1: 0.0077675, HIT_RATE: 0.0427215, ARHR: 0.0147439, RMSE: 0.8954928, NOVELTY: 0.0049920, AVERAGE_POPULARITY: 0.7770998, DIVERSITY_MEAN_INTER_LIST: 0.7300439, DIVERSITY_HERFINDAHL: 0.9729659, COVERAGE_ITEM: 0.0064882, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3127602, SHANNON_ENTROPY: 5.6396493, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1156, 'shrink': 1072, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.09399321745450331, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0213315, PRECISION: 0.0039030, PRECISION_RECALL_MIN_DEN: 0.0390295, RECALL: 0.0390295, MAP: 0.0125255, MRR: 0.0125255, NDCG: 0.0186308, F1: 0.0070963, HIT_RATE: 0.0390295, ARHR: 0.0125255, RMSE: 0.8408566, NOVELTY: 0.0051089, AVERAGE_POPULARITY: 0.7159494, DIVERSITY_MEAN_INTER_LIST: 0.7985645, DIVERSITY_HERFINDAHL: 0.9798143, COVERAGE_ITEM: 0.0154096, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1988397, SHANNON_ENTROPY: 6.2199915, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 2878, 'shrink': 50, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1985312278655895, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0249648, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0159410, MRR: 0.0159410, NDCG: 0.0229222, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0159410, RMSE: 6.7270771, NOVELTY: 0.0049568, AVERAGE_POPULARITY: 0.8049005, DIVERSITY_MEAN_INTER_LIST: 0.6961556, DIVERSITY_HERFINDAHL: 0.9695788, COVERAGE_ITEM: 0.0038929, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4401263, SHANNON_ENTROPY: 5.3715856, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1997, 'shrink': 2824, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1626803124512812, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0211556, PRECISION: 0.0036392, PRECISION_RECALL_MIN_DEN: 0.0363924, RECALL: 0.0363924, MAP: 0.0136731, MRR: 0.0136731, NDCG: 0.0189140, F1: 0.0066168, HIT_RATE: 0.0363924, ARHR: 0.0136731, RMSE: 0.8789245, NOVELTY: 0.0053743, AVERAGE_POPULARITY: 0.6799914, DIVERSITY_MEAN_INTER_LIST: 0.7762305, DIVERSITY_HERFINDAHL: 0.9775821, COVERAGE_ITEM: 0.0045418, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5009233, SHANNON_ENTROPY: 5.7726343, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 2234, 'shrink': 2918, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7022064997214552, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0196320, PRECISION: 0.0037447, PRECISION_RECALL_MIN_DEN: 0.0374473, RECALL: 0.0374473, MAP: 0.0127934, MRR: 0.0127934, NDCG: 0.0184047, F1: 0.0068086, HIT_RATE: 0.0374473, ARHR: 0.0127934, RMSE: 0.9782854, NOVELTY: 0.0054072, AVERAGE_POPULARITY: 0.6608329, DIVERSITY_MEAN_INTER_LIST: 0.7876541, DIVERSITY_HERFINDAHL: 0.9787239, COVERAGE_ITEM: 0.0076237, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3357417, SHANNON_ENTROPY: 5.9730660, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1460, 'shrink': 80, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2275826862932153, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0209798, PRECISION: 0.0036920, PRECISION_RECALL_MIN_DEN: 0.0369198, RECALL: 0.0369198, MAP: 0.0140990, MRR: 0.0140990, NDCG: 0.0193195, F1: 0.0067127, HIT_RATE: 0.0369198, ARHR: 0.0140990, RMSE: 0.9179975, NOVELTY: 0.0053692, AVERAGE_POPULARITY: 0.7018689, DIVERSITY_MEAN_INTER_LIST: 0.7301914, DIVERSITY_HERFINDAHL: 0.9729806, COVERAGE_ITEM: 0.0039470, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4782829, SHANNON_ENTROPY: 5.4905077, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 3031, 'shrink': 2846, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.12066832030026634, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0244374, PRECISION: 0.0045359, PRECISION_RECALL_MIN_DEN: 0.0453586, RECALL: 0.0453586, MAP: 0.0155965, MRR: 0.0155965, NDCG: 0.0224028, F1: 0.0082470, HIT_RATE: 0.0453586, ARHR: 0.0155965, RMSE: 0.9664944, NOVELTY: 0.0049150, AVERAGE_POPULARITY: 0.8419687, DIVERSITY_MEAN_INTER_LIST: 0.6000977, DIVERSITY_HERFINDAHL: 0.9599781, COVERAGE_ITEM: 0.0025953, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4974963, SHANNON_ENTROPY: 4.9475802, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 1182, 'shrink': 682, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2461745494167509, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0194562, PRECISION: 0.0033755, PRECISION_RECALL_MIN_DEN: 0.0337553, RECALL: 0.0337553, MAP: 0.0115640, MRR: 0.0115640, NDCG: 0.0167029, F1: 0.0061373, HIT_RATE: 0.0337553, ARHR: 0.0115640, RMSE: 0.9264186, NOVELTY: 0.0055293, AVERAGE_POPULARITY: 0.6140073, DIVERSITY_MEAN_INTER_LIST: 0.8273797, DIVERSITY_HERFINDAHL: 0.9826943, COVERAGE_ITEM: 0.0134631, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2409713, SHANNON_ENTROPY: 6.3097184, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3189, 'shrink': 317, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3890646749696285, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0212143, PRECISION: 0.0039557, PRECISION_RECALL_MIN_DEN: 0.0395570, RECALL: 0.0395570, MAP: 0.0134094, MRR: 0.0134094, NDCG: 0.0193862, F1: 0.0071922, HIT_RATE: 0.0395570, ARHR: 0.0134094, RMSE: 1.1743521, NOVELTY: 0.0052468, AVERAGE_POPULARITY: 0.7273742, DIVERSITY_MEAN_INTER_LIST: 0.7314688, DIVERSITY_HERFINDAHL: 0.9731083, COVERAGE_ITEM: 0.0042174, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4648521, SHANNON_ENTROPY: 5.5655893, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2288, 'shrink': 351, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6224042550241735, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0270745, PRECISION: 0.0046941, PRECISION_RECALL_MIN_DEN: 0.0469409, RECALL: 0.0469409, MAP: 0.0160153, MRR: 0.0160153, NDCG: 0.0232145, F1: 0.0085347, HIT_RATE: 0.0469409, ARHR: 0.0160153, RMSE: 0.8272765, NOVELTY: 0.0049857, AVERAGE_POPULARITY: 0.7809550, DIVERSITY_MEAN_INTER_LIST: 0.7231424, DIVERSITY_HERFINDAHL: 0.9722761, COVERAGE_ITEM: 0.0043255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4407629, SHANNON_ENTROPY: 5.5315434, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 923, 'shrink': 2646, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.42978486107596237, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0184013, PRECISION: 0.0032700, PRECISION_RECALL_MIN_DEN: 0.0327004, RECALL: 0.0327004, MAP: 0.0106117, MRR: 0.0106117, NDCG: 0.0157345, F1: 0.0059455, HIT_RATE: 0.0327004, ARHR: 0.0106117, RMSE: 0.9441042, NOVELTY: 0.0052361, AVERAGE_POPULARITY: 0.6738666, DIVERSITY_MEAN_INTER_LIST: 0.8285115, DIVERSITY_HERFINDAHL: 0.9828075, COVERAGE_ITEM: 0.0201135, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1897374, SHANNON_ENTROPY: 6.5181807, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 1193, 'shrink': 1553, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.4897504052574115, 'feature_weighting': 'none', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0212143, PRECISION: 0.0037975, PRECISION_RECALL_MIN_DEN: 0.0379747, RECALL: 0.0379747, MAP: 0.0127888, MRR: 0.0127888, NDCG: 0.0186009, F1: 0.0069045, HIT_RATE: 0.0379747, ARHR: 0.0127888, RMSE: 0.9739908, NOVELTY: 0.0055388, AVERAGE_POPULARITY: 0.6077275, DIVERSITY_MEAN_INTER_LIST: 0.8250106, DIVERSITY_HERFINDAHL: 0.9824575, COVERAGE_ITEM: 0.0133009, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2454535, SHANNON_ENTROPY: 6.3174461, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2872, 'shrink': 1567, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6434178725684143, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0186357, PRECISION: 0.0036920, PRECISION_RECALL_MIN_DEN: 0.0369198, RECALL: 0.0369198, MAP: 0.0108591, MRR: 0.0108591, NDCG: 0.0168188, F1: 0.0067127, HIT_RATE: 0.0369198, ARHR: 0.0108591, RMSE: 0.9405459, NOVELTY: 0.0053107, AVERAGE_POPULARITY: 0.7001419, DIVERSITY_MEAN_INTER_LIST: 0.7633980, DIVERSITY_HERFINDAHL: 0.9762995, COVERAGE_ITEM: 0.0071371, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3202619, SHANNON_ENTROPY: 5.8077999, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 3449, 'shrink': 1893, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2337761417788473, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0259611, PRECISION: 0.0045886, PRECISION_RECALL_MIN_DEN: 0.0458861, RECALL: 0.0458861, MAP: 0.0159812, MRR: 0.0159812, NDCG: 0.0228822, F1: 0.0083429, HIT_RATE: 0.0458861, ARHR: 0.0159812, RMSE: 0.9438803, NOVELTY: 0.0049059, AVERAGE_POPULARITY: 0.8501250, DIVERSITY_MEAN_INTER_LIST: 0.5821728, DIVERSITY_HERFINDAHL: 0.9581866, COVERAGE_ITEM: 0.0025953, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4708215, SHANNON_ENTROPY: 4.8573303, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 2802, 'shrink': 870, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5686010857887733, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0262541, PRECISION: 0.0046414, PRECISION_RECALL_MIN_DEN: 0.0464135, RECALL: 0.0464135, MAP: 0.0163385, MRR: 0.0163385, NDCG: 0.0232806, F1: 0.0084388, HIT_RATE: 0.0464135, ARHR: 0.0163385, RMSE: 0.7218438, NOVELTY: 0.0049732, AVERAGE_POPULARITY: 0.7915432, DIVERSITY_MEAN_INTER_LIST: 0.7000469, DIVERSITY_HERFINDAHL: 0.9699678, COVERAGE_ITEM: 0.0039470, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4455568, SHANNON_ENTROPY: 5.4147792, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 3692, 'shrink': 1188, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.746554740308035, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0247890, PRECISION: 0.0043776, PRECISION_RECALL_MIN_DEN: 0.0437764, RECALL: 0.0437764, MAP: 0.0149502, MRR: 0.0149502, NDCG: 0.0216044, F1: 0.0079593, HIT_RATE: 0.0437764, ARHR: 0.0149502, RMSE: 0.6912918, NOVELTY: 0.0049466, AVERAGE_POPULARITY: 0.8143333, DIVERSITY_MEAN_INTER_LIST: 0.6673333, DIVERSITY_HERFINDAHL: 0.9666981, COVERAGE_ITEM: 0.0036226, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4350397, SHANNON_ENTROPY: 5.2525110, 
SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 1690, 'shrink': 2936, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.7944834557337881, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0244960, PRECISION: 0.0047468, PRECISION_RECALL_MIN_DEN: 0.0474684, RECALL: 0.0474684, MAP: 0.0143018, MRR: 0.0143018, NDCG: 0.0219088, F1: 0.0086306, HIT_RATE: 0.0474684, ARHR: 0.0143018, RMSE: 0.9175839, NOVELTY: 0.0050029, AVERAGE_POPULARITY: 0.7673667, DIVERSITY_MEAN_INTER_LIST: 0.7422692, DIVERSITY_HERFINDAHL: 0.9741878, COVERAGE_ITEM: 0.0049743, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4213205, SHANNON_ENTROPY: 5.6772204, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 967, 'shrink': 1274, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.100427437580955, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0205110, PRECISION: 0.0035338, PRECISION_RECALL_MIN_DEN: 0.0353376, RECALL: 0.0353376, MAP: 0.0127363, MRR: 0.0127363, NDCG: 0.0179431, F1: 0.0064250, HIT_RATE: 0.0353376, ARHR: 0.0127363, RMSE: 0.9641765, NOVELTY: 0.0051657, AVERAGE_POPULARITY: 0.7422251, DIVERSITY_MEAN_INTER_LIST: 0.7495034, DIVERSITY_HERFINDAHL: 0.9749108, COVERAGE_ITEM: 0.0093539, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2366458, SHANNON_ENTROPY: 5.7623233, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 2141, 'shrink': 2485, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.295174973472774, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0217417, PRECISION: 0.0036920, PRECISION_RECALL_MIN_DEN: 0.0369198, RECALL: 0.0369198, MAP: 0.0139362, MRR: 0.0139362, NDCG: 0.0192544, F1: 0.0067127, HIT_RATE: 0.0369198, ARHR: 0.0139362, RMSE: 0.8574685, NOVELTY: 0.0053716, AVERAGE_POPULARITY: 0.6823106, DIVERSITY_MEAN_INTER_LIST: 0.7717936, DIVERSITY_HERFINDAHL: 0.9771387, COVERAGE_ITEM: 0.0042714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5220662, SHANNON_ENTROPY: 5.7389520, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 3751, 'shrink': 2833, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9643707648767441, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0197492, PRECISION: 0.0038502, PRECISION_RECALL_MIN_DEN: 0.0385021, RECALL: 0.0385021, MAP: 0.0118677, MRR: 0.0118677, NDCG: 0.0179491, F1: 0.0070004, HIT_RATE: 0.0385021, ARHR: 0.0118677, RMSE: 0.9910036, NOVELTY: 0.0051995, AVERAGE_POPULARITY: 0.7584339, DIVERSITY_MEAN_INTER_LIST: 0.6754764, DIVERSITY_HERFINDAHL: 0.9675120, COVERAGE_ITEM: 0.0054069, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3111887, SHANNON_ENTROPY: 5.3475604, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 2367, 'shrink': 1530, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.39324138912506246, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0270159, PRECISION: 0.0048523, PRECISION_RECALL_MIN_DEN: 0.0485232, RECALL: 0.0485232, MAP: 0.0155204, MRR: 0.0155204, NDCG: 0.0231610, F1: 0.0088224, HIT_RATE: 0.0485232, ARHR: 0.0155204, RMSE: 0.8100580, NOVELTY: 0.0049806, AVERAGE_POPULARITY: 0.7856346, DIVERSITY_MEAN_INTER_LIST: 0.7101944, DIVERSITY_HERFINDAHL: 0.9709820, COVERAGE_ITEM: 0.0037307, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.4838894, SHANNON_ENTROPY: 5.4453339, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 2846, 'shrink': 2738, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.6959603074741343, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0236756, PRECISION: 0.0042194, PRECISION_RECALL_MIN_DEN: 0.0421941, RECALL: 0.0421941, MAP: 0.0144069, MRR: 0.0144069, NDCG: 0.0208165, F1: 0.0076717, HIT_RATE: 0.0421941, ARHR: 0.0144069, RMSE: 0.8727020, NOVELTY: 0.0052808, AVERAGE_POPULARITY: 0.7063983, DIVERSITY_MEAN_INTER_LIST: 0.7460818, DIVERSITY_HERFINDAHL: 0.9745688, COVERAGE_ITEM: 0.0059476, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3544503, SHANNON_ENTROPY: 5.6729212, 
