SearchBayesianSkopt: New best config found. Config 0: {'topK': 2065, 'shrink': 736, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7095567431542407, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0419337, PRECISION: 0.0077686, PRECISION_RECALL_MIN_DEN: 0.0293388, RECALL: 0.0293388, MAP: 0.0109033, MRR: 0.0271460, NDCG: 0.0200413, F1: 0.0122844, HIT_RATE: 0.0776860, ARHR: 0.0277856, RMSE: 0.8001754, NOVELTY: 0.0050177, AVERAGE_POPULARITY: 0.7643450, DIVERSITY_MEAN_INTER_LIST: 0.7595630, DIVERSITY_HERFINDAHL: 0.9759406, COVERAGE_ITEM: 0.0060557, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3701711, SHANNON_ENTROPY: 5.7802861, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 3373, 'shrink': 2389, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6518676584954041, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0432825, PRECISION: 0.0085950, PRECISION_RECALL_MIN_DEN: 0.0324380, RECALL: 0.0324380, MAP: 0.0111163, MRR: 0.0278125, NDCG: 0.0211976, F1: 0.0135893, HIT_RATE: 0.0859504, ARHR: 0.0285135, RMSE: 0.8955409, NOVELTY: 0.0049729, AVERAGE_POPULARITY: 0.7999474, DIVERSITY_MEAN_INTER_LIST: 0.6702479, DIVERSITY_HERFINDAHL: 0.9670109, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4575063, SHANNON_ENTROPY: 5.2783780, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 921, 'shrink': 1913, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6542107795055229, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0373795, PRECISION: 0.0071281, PRECISION_RECALL_MIN_DEN: 0.0269972, RECALL: 0.0269972, MAP: 0.0094018, MRR: 0.0231076, NDCG: 0.0177457, F1: 0.0112784, HIT_RATE: 0.0712810, ARHR: 0.0238444, RMSE: 0.9389225, NOVELTY: 0.0051250, AVERAGE_POPULARITY: 0.6972543, DIVERSITY_MEAN_INTER_LIST: 0.8345676, DIVERSITY_HERFINDAHL: 0.9834395, COVERAGE_ITEM: 0.0114085, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2975018, SHANNON_ENTROPY: 6.3898458, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2248, 'shrink': 2271, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.749619466470445, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0434819, PRECISION: 0.0082231, PRECISION_RECALL_MIN_DEN: 0.0312328, RECALL: 0.0312328, MAP: 0.0110616, MRR: 0.0276787, NDCG: 0.0207856, F1: 0.0130187, HIT_RATE: 0.0822314, ARHR: 0.0284299, RMSE: 0.9257043, NOVELTY: 0.0050225, AVERAGE_POPULARITY: 0.7593177, DIVERSITY_MEAN_INTER_LIST: 0.7391462, DIVERSITY_HERFINDAHL: 0.9738993, COVERAGE_ITEM: 0.0050825, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4116990, SHANNON_ENTROPY: 5.6702806, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 668, 'shrink': 648, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9706197030616521, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0338728, PRECISION: 0.0063430, PRECISION_RECALL_MIN_DEN: 0.0240358, RECALL: 0.0240358, MAP: 0.0083672, MRR: 0.0216082, NDCG: 0.0159536, F1: 0.0100372, HIT_RATE: 0.0634298, ARHR: 0.0219490, RMSE: 0.9924299, NOVELTY: 0.0054542, AVERAGE_POPULARITY: 0.6375911, DIVERSITY_MEAN_INTER_LIST: 0.8176508, DIVERSITY_HERFINDAHL: 0.9817482, COVERAGE_ITEM: 0.0190862, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1725246, SHANNON_ENTROPY: 6.3133839, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3592, 'shrink': 2720, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.212053006154083, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0438176, PRECISION: 0.0083471, PRECISION_RECALL_MIN_DEN: 0.0318526, RECALL: 0.0318526, MAP: 0.0113272, MRR: 0.0281975, NDCG: 0.0212015, F1: 0.0132278, HIT_RATE: 0.0834711, ARHR: 0.0289286, RMSE: 0.9130247, NOVELTY: 0.0049883, AVERAGE_POPULARITY: 0.7861855, DIVERSITY_MEAN_INTER_LIST: 0.6980621, DIVERSITY_HERFINDAHL: 0.9697918, COVERAGE_ITEM: 0.0038929, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4535537, SHANNON_ENTROPY: 5.4186653, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 3620, 'shrink': 542, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.1755614979462552, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0441331, PRECISION: 0.0084091, PRECISION_RECALL_MIN_DEN: 0.0319559, RECALL: 0.0319559, MAP: 0.0113244, MRR: 0.0281854, NDCG: 0.0212472, F1: 0.0133145, HIT_RATE: 0.0840909, ARHR: 0.0289317, RMSE: 0.7360700, NOVELTY: 0.0049873, AVERAGE_POPULARITY: 0.7869518, DIVERSITY_MEAN_INTER_LIST: 0.6970058, DIVERSITY_HERFINDAHL: 0.9696862, COVERAGE_ITEM: 0.0038389, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4567126, SHANNON_ENTROPY: 5.4071945, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 889, 'shrink': 2820, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2084268614993648, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0372317, PRECISION: 0.0070868, PRECISION_RECALL_MIN_DEN: 0.0267906, RECALL: 0.0267906, MAP: 0.0095461, MRR: 0.0235696, NDCG: 0.0178446, F1: 0.0112086, HIT_RATE: 0.0708678, ARHR: 0.0242855, RMSE: 0.9590770, NOVELTY: 0.0051341, AVERAGE_POPULARITY: 0.6925439, DIVERSITY_MEAN_INTER_LIST: 0.8382310, DIVERSITY_HERFINDAHL: 0.9838058, COVERAGE_ITEM: 0.0123277, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2843540, SHANNON_ENTROPY: 6.4369616, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 3699, 'shrink': 891, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6879457987089387, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0437518, PRECISION: 0.0085744, PRECISION_RECALL_MIN_DEN: 0.0324725, RECALL: 0.0324725, MAP: 0.0114054, MRR: 0.0286655, NDCG: 0.0215050, F1: 0.0135665, HIT_RATE: 0.0857438, ARHR: 0.0293197, RMSE: 0.7528134, NOVELTY: 0.0049736, AVERAGE_POPULARITY: 0.7998154, DIVERSITY_MEAN_INTER_LIST: 0.6636529, DIVERSITY_HERFINDAHL: 0.9663516, COVERAGE_ITEM: 0.0034604, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4617413, SHANNON_ENTROPY: 5.2726864, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3961, 'shrink': 2858, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.3346252684892757, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0435955, PRECISION: 0.0085331, PRECISION_RECALL_MIN_DEN: 0.0323347, RECALL: 0.0323347, MAP: 0.0114266, MRR: 0.0286854, NDCG: 0.0214720, F1: 0.0135028, HIT_RATE: 0.0853306, ARHR: 0.0293944, RMSE: 0.9017405, NOVELTY: 0.0049700, AVERAGE_POPULARITY: 0.8030821, DIVERSITY_MEAN_INTER_LIST: 0.6561060, DIVERSITY_HERFINDAHL: 0.9655970, COVERAGE_ITEM: 0.0035145, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4426246, SHANNON_ENTROPY: 5.2347226, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1087, 'shrink': 1737, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8571617767888915, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0365901, PRECISION: 0.0069008, PRECISION_RECALL_MIN_DEN: 0.0258953, RECALL: 0.0258953, MAP: 0.0091233, MRR: 0.0227517, NDCG: 0.0172202, F1: 0.0108976, HIT_RATE: 0.0690083, ARHR: 0.0233431, RMSE: 0.9216563, NOVELTY: 0.0050888, AVERAGE_POPULARITY: 0.7164282, DIVERSITY_MEAN_INTER_LIST: 0.8173278, DIVERSITY_HERFINDAHL: 0.9817159, COVERAGE_ITEM: 0.0096783, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3150606, SHANNON_ENTROPY: 6.2340464, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 583, 'shrink': 2733, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.14322986194398848, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0400781, PRECISION: 0.0072521, PRECISION_RECALL_MIN_DEN: 0.0276515, RECALL: 0.0276515, MAP: 0.0104096, MRR: 0.0258935, NDCG: 0.0190064, F1: 0.0114905, HIT_RATE: 0.0725207, ARHR: 0.0265707, RMSE: 0.9936551, NOVELTY: 0.0050582, AVERAGE_POPULARITY: 0.7349367, DIVERSITY_MEAN_INTER_LIST: 0.8085420, DIVERSITY_HERFINDAHL: 0.9808375, COVERAGE_ITEM: 0.0108678, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2725765, SHANNON_ENTROPY: 6.1926693, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2153, 'shrink': 1480, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.17452081402621625, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0414357, PRECISION: 0.0079752, PRECISION_RECALL_MIN_DEN: 0.0301653, RECALL: 0.0301653, MAP: 0.0104365, MRR: 0.0262483, NDCG: 0.0198538, F1: 0.0126152, HIT_RATE: 0.0797521, ARHR: 0.0268493, RMSE: 0.9644575, NOVELTY: 0.0049492, AVERAGE_POPULARITY: 0.8211146, DIVERSITY_MEAN_INTER_LIST: 0.6562869, DIVERSITY_HERFINDAHL: 0.9656151, COVERAGE_ITEM: 0.0032982, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4524234, SHANNON_ENTROPY: 5.1635971, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 1685, 'shrink': 798, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.7216203140134227, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0402511, PRECISION: 0.0079545, PRECISION_RECALL_MIN_DEN: 0.0301997, RECALL: 0.0301997, MAP: 0.0100782, MRR: 0.0253658, NDCG: 0.0194672, F1: 0.0125923, HIT_RATE: 0.0795455, ARHR: 0.0260967, RMSE: 0.8606082, NOVELTY: 0.0050842, AVERAGE_POPULARITY: 0.7172258, DIVERSITY_MEAN_INTER_LIST: 0.7918507, DIVERSITY_HERFINDAHL: 0.9791687, COVERAGE_ITEM: 0.0091917, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3026855, SHANNON_ENTROPY: 6.0937970, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 3939, 'shrink': 1158, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.5085586173599849, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0421861, PRECISION: 0.0076033, PRECISION_RECALL_MIN_DEN: 0.0285124, RECALL: 0.0285124, MAP: 0.0103990, MRR: 0.0261073, NDCG: 0.0193646, F1: 0.0120052, HIT_RATE: 0.0760331, ARHR: 0.0267469, RMSE: 0.9323263, NOVELTY: 0.0049313, AVERAGE_POPULARITY: 0.8386337, DIVERSITY_MEAN_INTER_LIST: 0.5885756, DIVERSITY_HERFINDAHL: 0.9588454, COVERAGE_ITEM: 0.0028656, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4469927, SHANNON_ENTROPY: 4.9342438, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1988, 'shrink': 761, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.576129761003194, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0403350, PRECISION: 0.0080165, PRECISION_RECALL_MIN_DEN: 0.0304063, RECALL: 0.0304063, MAP: 0.0102523, MRR: 0.0254158, NDCG: 0.0196452, F1: 0.0126879, HIT_RATE: 0.0801653, ARHR: 0.0261215, RMSE: 0.7614633, NOVELTY: 0.0049966, AVERAGE_POPULARITY: 0.7800022, DIVERSITY_MEAN_INTER_LIST: 0.7385714, DIVERSITY_HERFINDAHL: 0.9738419, COVERAGE_ITEM: 0.0048662, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4068618, SHANNON_ENTROPY: 5.5874494, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2180, 'shrink': 844, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.6158971089412745, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0409923, PRECISION: 0.0080785, PRECISION_RECALL_MIN_DEN: 0.0305096, RECALL: 0.0305096, MAP: 0.0103931, MRR: 0.0260654, NDCG: 0.0198953, F1: 0.0127745, HIT_RATE: 0.0807851, ARHR: 0.0266872, RMSE: 0.9386544, NOVELTY: 0.0049485, AVERAGE_POPULARITY: 0.8217294, DIVERSITY_MEAN_INTER_LIST: 0.6543866, DIVERSITY_HERFINDAHL: 0.9654251, COVERAGE_ITEM: 0.0031901, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4645992, SHANNON_ENTROPY: 5.1520738, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 583, 'shrink': 905, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3910206810340555, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0343879, PRECISION: 0.0062190, PRECISION_RECALL_MIN_DEN: 0.0233815, RECALL: 0.0233815, MAP: 0.0082732, MRR: 0.0211529, NDCG: 0.0156804, F1: 0.0098248, HIT_RATE: 0.0621901, ARHR: 0.0215922, RMSE: 0.9875671, NOVELTY: 0.0055239, AVERAGE_POPULARITY: 0.5912786, DIVERSITY_MEAN_INTER_LIST: 0.8422548, DIVERSITY_HERFINDAHL: 0.9842081, COVERAGE_ITEM: 0.0117870, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2963723, SHANNON_ENTROPY: 6.4274599, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 148, 'shrink': 2847, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.837973672730453, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0147885, PRECISION: 0.0026653, PRECISION_RECALL_MIN_DEN: 0.0102617, RECALL: 0.0102617, MAP: 0.0034752, MRR: 0.0090606, NDCG: 0.0067261, F1: 0.0042315, HIT_RATE: 0.0266529, ARHR: 0.0090901, RMSE: 0.9936182, NOVELTY: 0.0065139, AVERAGE_POPULARITY: 0.2805220, DIVERSITY_MEAN_INTER_LIST: 0.9723070, DIVERSITY_HERFINDAHL: 0.9972106, COVERAGE_ITEM: 0.1785888, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2671754, SHANNON_ENTROPY: 9.8823712, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 2406, 'shrink': 573, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.2642275660437419, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0441720, PRECISION: 0.0082231, PRECISION_RECALL_MIN_DEN: 0.0311983, RECALL: 0.0311983, MAP: 0.0108655, MRR: 0.0274175, NDCG: 0.0206388, F1: 0.0130157, HIT_RATE: 0.0822314, ARHR: 0.0280904, RMSE: 0.7767831, NOVELTY: 0.0050194, AVERAGE_POPULARITY: 0.7616335, DIVERSITY_MEAN_INTER_LIST: 0.7362695, DIVERSITY_HERFINDAHL: 0.9736117, COVERAGE_ITEM: 0.0049202, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4177946, SHANNON_ENTROPY: 5.6450920, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2597, 'shrink': 2381, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.619267086907458, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0424009, PRECISION: 0.0077893, PRECISION_RECALL_MIN_DEN: 0.0295110, RECALL: 0.0295110, MAP: 0.0108671, MRR: 0.0270094, NDCG: 0.0200617, F1: 0.0123253, HIT_RATE: 0.0778926, ARHR: 0.0277161, RMSE: 0.9222001, NOVELTY: 0.0050694, AVERAGE_POPULARITY: 0.7395144, DIVERSITY_MEAN_INTER_LIST: 0.7568053, DIVERSITY_HERFINDAHL: 0.9756649, COVERAGE_ITEM: 0.0056772, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4114245, SHANNON_ENTROPY: 5.8220848, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1653, 'shrink': 1616, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.03460108566186882, 'feature_weighting': 'none', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0413375, PRECISION: 0.0080992, PRECISION_RECALL_MIN_DEN: 0.0308540, RECALL: 0.0308540, MAP: 0.0104444, MRR: 0.0259462, NDCG: 0.0199753, F1: 0.0128304, HIT_RATE: 0.0809917, ARHR: 0.0267370, RMSE: 0.9658393, NOVELTY: 0.0050257, AVERAGE_POPULARITY: 0.7627581, DIVERSITY_MEAN_INTER_LIST: 0.7552455, DIVERSITY_HERFINDAHL: 0.9755089, COVERAGE_ITEM: 0.0140579, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1735572, SHANNON_ENTROPY: 5.8892685, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 2878, 'shrink': 572, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.5336988096857347, 'feature_weighting': 'none', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0429020, PRECISION: 0.0076860, PRECISION_RECALL_MIN_DEN: 0.0293733, RECALL: 0.0293733, MAP: 0.0101327, MRR: 0.0258318, NDCG: 0.0193867, F1: 0.0121838, HIT_RATE: 0.0768595, ARHR: 0.0263216, RMSE: 0.9678921, NOVELTY: 0.0049662, AVERAGE_POPULARITY: 0.8122085, DIVERSITY_MEAN_INTER_LIST: 0.6532919, DIVERSITY_HERFINDAHL: 0.9653157, COVERAGE_ITEM: 0.0059476, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2667422, SHANNON_ENTROPY: 5.2739043, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 383, 'shrink': 2214, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.727053033494058, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0254407, PRECISION: 0.0046901, PRECISION_RECALL_MIN_DEN: 0.0176997, RECALL: 0.0176997, MAP: 0.0061108, MRR: 0.0159138, NDCG: 0.0117397, F1: 0.0074153, HIT_RATE: 0.0469008, ARHR: 0.0160694, RMSE: 0.9851011, NOVELTY: 0.0057652, AVERAGE_POPULARITY: 0.4434497, DIVERSITY_MEAN_INTER_LIST: 0.9458741, DIVERSITY_HERFINDAHL: 0.9945679, COVERAGE_ITEM: 0.0636929, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2174775, SHANNON_ENTROPY: 8.3460307, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 2399, 'shrink': 1342, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.14843322364258318, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0407699, PRECISION: 0.0079132, PRECISION_RECALL_MIN_DEN: 0.0299242, RECALL: 0.0299242, MAP: 0.0101700, MRR: 0.0255617, NDCG: 0.0195049, F1: 0.0125165, HIT_RATE: 0.0791322, ARHR: 0.0261542, RMSE: 0.9579466, NOVELTY: 0.0049439, AVERAGE_POPULARITY: 0.8258776, DIVERSITY_MEAN_INTER_LIST: 0.6444122, DIVERSITY_HERFINDAHL: 0.9644279, COVERAGE_ITEM: 0.0030819, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.4646644, SHANNON_ENTROPY: 5.0911877, 
SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 1693, 'shrink': 2666, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.8739137634081442, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0403438, PRECISION: 0.0079959, PRECISION_RECALL_MIN_DEN: 0.0302342, RECALL: 0.0302342, MAP: 0.0102985, MRR: 0.0257404, NDCG: 0.0196862, F1: 0.0126470, HIT_RATE: 0.0799587, ARHR: 0.0263773, RMSE: 0.9259702, NOVELTY: 0.0050167, AVERAGE_POPULARITY: 0.7641711, DIVERSITY_MEAN_INTER_LIST: 0.7614692, DIVERSITY_HERFINDAHL: 0.9761312, COVERAGE_ITEM: 0.0062179, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3590225, SHANNON_ENTROPY: 5.7758672, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 3354, 'shrink': 2834, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.0318047017923073, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'BM25'} - results: ROC_AUC: 0.0457962, PRECISION: 0.0084298, PRECISION_RECALL_MIN_DEN: 0.0319904, RECALL: 0.0319904, MAP: 0.0116379, MRR: 0.0291599, NDCG: 0.0216307, F1: 0.0133434, HIT_RATE: 0.0842975, ARHR: 0.0299215, RMSE: 0.9223226, NOVELTY: 0.0050072, AVERAGE_POPULARITY: 0.7719528, DIVERSITY_MEAN_INTER_LIST: 0.7099672, DIVERSITY_HERFINDAHL: 0.9709821, COVERAGE_ITEM: 0.0051906, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3669102, SHANNON_ENTROPY: 5.5347275, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 467, 'shrink': 530, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.9193392187414007, 'feature_weighting': 'TF-IDF', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0347466, PRECISION: 0.0062810, PRECISION_RECALL_MIN_DEN: 0.0235193, RECALL: 0.0235193, MAP: 0.0081527, MRR: 0.0209982, NDCG: 0.0156396, F1: 0.0099143, HIT_RATE: 0.0628099, ARHR: 0.0213167, RMSE: 0.9842111, NOVELTY: 0.0055934, AVERAGE_POPULARITY: 0.5621895, DIVERSITY_MEAN_INTER_LIST: 0.8592079, DIVERSITY_HERFINDAHL: 0.9859030, COVERAGE_ITEM: 0.0292511, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1484308, SHANNON_ENTROPY: 6.7167051, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 1495, 'shrink': 145, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.2512089836100498, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0396235, PRECISION: 0.0078099, PRECISION_RECALL_MIN_DEN: 0.0296488, RECALL: 0.0296488, MAP: 0.0099697, MRR: 0.0250887, NDCG: 0.0191972, F1: 0.0123632, HIT_RATE: 0.0780992, ARHR: 0.0256683, RMSE: 1.1381536, NOVELTY: 0.0050337, AVERAGE_POPULARITY: 0.7505537, DIVERSITY_MEAN_INTER_LIST: 0.7803065, DIVERSITY_HERFINDAHL: 0.9780145, COVERAGE_ITEM: 0.0064882, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.3779216, SHANNON_ENTROPY: 5.9112989, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 45, 'shrink': 931, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 1.3370731179101358, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0095142, PRECISION: 0.0017355, PRECISION_RECALL_MIN_DEN: 0.0066460, RECALL: 0.0066460, MAP: 0.0025085, MRR: 0.0063654, NDCG: 0.0045895, F1: 0.0027523, HIT_RATE: 0.0173554, ARHR: 0.0064343, RMSE: 0.9993596, NOVELTY: 0.0068568, AVERAGE_POPULARITY: 0.1849807, DIVERSITY_MEAN_INTER_LIST: 0.7709049, DIVERSITY_HERFINDAHL: 0.9770746, COVERAGE_ITEM: 0.1435523, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.1746785, SHANNON_ENTROPY: 7.8172584, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 521, 'shrink': 1944, 'similarity': 'asymmetric', 'normalize': True, 'asymmetric_alpha': 0.25380601903330474, 'feature_weighting': 'BM25', 'interactions_feature_weighting': 'none'} - results: ROC_AUC: 0.0408316, PRECISION: 0.0075000, PRECISION_RECALL_MIN_DEN: 0.0283402, RECALL: 0.0283402, MAP: 0.0101465, MRR: 0.0258060, NDCG: 0.0190691, F1: 0.0118611, HIT_RATE: 0.0750000, ARHR: 0.0262760, RMSE: 0.9920822, NOVELTY: 0.0050781, AVERAGE_POPULARITY: 0.7239684, DIVERSITY_MEAN_INTER_LIST: 0.8182293, DIVERSITY_HERFINDAHL: 0.9818060, COVERAGE_ITEM: 0.0157340, COVERAGE_USER: 1.2350089, DIVERSITY_GINI: 0.2089668, SHANNON_ENTROPY: 6.3342700, 
