CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3744324151892557, 'tversky_beta': 1.0722360123440144} - results: ROC_AUC: 0.038819±0.0007, PRECISION: 0.005841±0.0001, PRECISION_RECALL_MIN_DEN: 0.058412±0.0012, RECALL: 0.058412±0.0012, MAP: 0.026449±0.0003, MRR: 0.026449±0.0003, NDCG: 0.033925±0.0005, F1: 0.010620±0.0002, HIT_RATE: 0.058412±0.0012, ARHR: 0.026449±0.0003, RMSE: 0.991455±0.0066, NOVELTY: 0.005569±0.0000, AVERAGE_POPULARITY: 0.464651±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.951332±0.0003, DIVERSITY_HERFINDAHL: 0.995128±0.0000, COVERAGE_ITEM: 0.177529±0.0036, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118466±0.0017, SHANNON_ENTROPY: 8.755393±0.0066, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 900, 'shrink': 375, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.4993913804313737, 'tversky_beta': 0.2305869647844357} - results: ROC_AUC: 0.033243±0.0005, PRECISION: 0.004901±0.0001, PRECISION_RECALL_MIN_DEN: 0.049015±0.0008, RECALL: 0.049015±0.0008, MAP: 0.022877±0.0005, MRR: 0.022877±0.0005, NDCG: 0.029005±0.0005, F1: 0.008912±0.0001, HIT_RATE: 0.049015±0.0008, ARHR: 0.022877±0.0005, RMSE: 0.920629±0.0010, NOVELTY: 0.006233±0.0000, AVERAGE_POPULARITY: 0.276332±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.985612±0.0002, DIVERSITY_HERFINDAHL: 0.998556±0.0000, COVERAGE_ITEM: 0.397470±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.191254±0.0016, SHANNON_ENTROPY: 10.612671±0.0131, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 925, 'shrink': 430, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.763103607597865, 'tversky_beta': 0.32437720368653317} - results: ROC_AUC: 0.033661±0.0004, PRECISION: 0.004965±0.0001, PRECISION_RECALL_MIN_DEN: 0.049653±0.0006, RECALL: 0.049653±0.0006, MAP: 0.023200±0.0005, MRR: 0.023200±0.0005, NDCG: 0.029400±0.0005, F1: 0.009028±0.0001, HIT_RATE: 0.049653±0.0006, ARHR: 0.023200±0.0005, RMSE: 0.922077±0.0012, NOVELTY: 0.006204±0.0000, AVERAGE_POPULARITY: 0.282806±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.984956±0.0002, DIVERSITY_HERFINDAHL: 0.998490±0.0000, COVERAGE_ITEM: 0.391154±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.187286±0.0014, SHANNON_ENTROPY: 10.552501±0.0126, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 148, 'shrink': 781, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.2868001970600664, 'tversky_beta': 1.8096558913719782} - results: ROC_AUC: 0.023556±0.0007, PRECISION: 0.003414±0.0001, PRECISION_RECALL_MIN_DEN: 0.034138±0.0007, RECALL: 0.034138±0.0007, MAP: 0.016347±0.0006, MRR: 0.016347±0.0006, NDCG: 0.020527±0.0006, F1: 0.006207±0.0001, HIT_RATE: 0.034138±0.0007, ARHR: 0.016347±0.0006, RMSE: 0.997416±0.0001, NOVELTY: 0.006421±0.0000, AVERAGE_POPULARITY: 0.229171±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.992671±0.0000, DIVERSITY_HERFINDAHL: 0.999261±0.0000, COVERAGE_ITEM: 0.509889±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.265704±0.0010, SHANNON_ENTROPY: 11.520316±0.0064, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 4000, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.035491±0.0009, PRECISION: 0.005519±0.0001, PRECISION_RECALL_MIN_DEN: 0.055189±0.0012, RECALL: 0.055189±0.0012, MAP: 0.023796±0.0007, MRR: 0.023796±0.0007, NDCG: 0.031108±0.0008, F1: 0.010034±0.0002, HIT_RATE: 0.055189±0.0012, ARHR: 0.023796±0.0007, RMSE: 7.198088±0.0361, NOVELTY: 0.005007±0.0000, AVERAGE_POPULARITY: 0.761616±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.740202±0.0016, DIVERSITY_HERFINDAHL: 0.974016±0.0002, COVERAGE_ITEM: 0.034474±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.092000±0.0013, SHANNON_ENTROPY: 6.132379±0.0035, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 4000, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.036747±0.0009, PRECISION: 0.005727±0.0001, PRECISION_RECALL_MIN_DEN: 0.057273±0.0011, RECALL: 0.057273±0.0011, MAP: 0.024408±0.0005, MRR: 0.024408±0.0005, NDCG: 0.032070±0.0006, F1: 0.010413±0.0002, HIT_RATE: 0.057273±0.0011, ARHR: 0.024408±0.0005, RMSE: 5.004354±0.0415, NOVELTY: 0.005211±0.0000, AVERAGE_POPULARITY: 0.624943±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.876148±0.0009, DIVERSITY_HERFINDAHL: 0.987610±0.0001, COVERAGE_ITEM: 0.061552±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112275±0.0016, SHANNON_ENTROPY: 7.262739±0.0165, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1546, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.038072±0.0006, PRECISION: 0.005869±0.0001, PRECISION_RECALL_MIN_DEN: 0.058685±0.0009, RECALL: 0.058685±0.0009, MAP: 0.025507±0.0006, MRR: 0.025507±0.0006, NDCG: 0.033249±0.0005, F1: 0.010670±0.0002, HIT_RATE: 0.058685±0.0009, ARHR: 0.025507±0.0006, RMSE: 0.895462±0.0052, NOVELTY: 0.005189±0.0000, AVERAGE_POPULARITY: 0.636063±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.877951±0.0005, DIVERSITY_HERFINDAHL: 0.987790±0.0001, COVERAGE_ITEM: 0.059811±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115413±0.0019, SHANNON_ENTROPY: 7.263385±0.0116, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3991, 'shrink': 1795, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.4992920111012785, 'tversky_beta': 0.2919144079607286} - results: ROC_AUC: 0.038390±0.0007, PRECISION: 0.005913±0.0001, PRECISION_RECALL_MIN_DEN: 0.059130±0.0009, RECALL: 0.059130±0.0009, MAP: 0.025758±0.0006, MRR: 0.025758±0.0006, NDCG: 0.033544±0.0006, F1: 0.010751±0.0002, HIT_RATE: 0.059130±0.0009, ARHR: 0.025758±0.0006, RMSE: 0.919237±0.0021, NOVELTY: 0.005340±0.0000, AVERAGE_POPULARITY: 0.557847±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.914460±0.0012, DIVERSITY_HERFINDAHL: 0.991441±0.0001, COVERAGE_ITEM: 0.103920±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107309±0.0017, SHANNON_ENTROPY: 7.881030±0.0161, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 3994, 'shrink': 1595, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.1375014057870503, 'tversky_beta': 0.1026144890988914} - results: ROC_AUC: 0.037099±0.0008, PRECISION: 0.005779±0.0001, PRECISION_RECALL_MIN_DEN: 0.057786±0.0009, RECALL: 0.057786±0.0009, MAP: 0.024753±0.0006, MRR: 0.024753±0.0006, NDCG: 0.032452±0.0006, F1: 0.010506±0.0002, HIT_RATE: 0.057786±0.0009, ARHR: 0.024753±0.0006, RMSE: 0.888294±0.0017, NOVELTY: 0.005336±0.0000, AVERAGE_POPULARITY: 0.558516±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.911745±0.0012, DIVERSITY_HERFINDAHL: 0.991169±0.0001, COVERAGE_ITEM: 0.093258±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112937±0.0019, SHANNON_ENTROPY: 7.820702±0.0151, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 3982, 'shrink': 1948, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.8861221013172667, 'tversky_beta': 1.9835066242216297} - results: ROC_AUC: 0.036177±0.0007, PRECISION: 0.005668±0.0001, PRECISION_RECALL_MIN_DEN: 0.056681±0.0011, RECALL: 0.056681±0.0011, MAP: 0.023928±0.0005, MRR: 0.023928±0.0005, NDCG: 0.031560±0.0006, F1: 0.010306±0.0002, HIT_RATE: 0.056681±0.0011, ARHR: 0.023928±0.0005, RMSE: 0.959981±0.0007, NOVELTY: 0.005144±0.0000, AVERAGE_POPULARITY: 0.663099±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.847289±0.0020, DIVERSITY_HERFINDAHL: 0.984724±0.0002, COVERAGE_ITEM: 0.051603±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106219±0.0018, SHANNON_ENTROPY: 6.927739±0.0110, 
CrossSearchBayesianSkopt: New best config found. Config 61: {'topK': 1534, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045967±0.0010, PRECISION: 0.006921±0.0002, PRECISION_RECALL_MIN_DEN: 0.069211±0.0015, RECALL: 0.069211±0.0015, MAP: 0.031452±0.0008, MRR: 0.031452±0.0008, NDCG: 0.040281±0.0009, F1: 0.012584±0.0003, HIT_RATE: 0.069211±0.0015, ARHR: 0.031452±0.0008, RMSE: 18.248196±0.0651, NOVELTY: 0.005356±0.0000, AVERAGE_POPULARITY: 0.563292±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.922999±0.0002, DIVERSITY_HERFINDAHL: 0.992295±0.0000, COVERAGE_ITEM: 0.219043±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080176±0.0002, SHANNON_ENTROPY: 8.245513±0.0058, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3981, 'shrink': 28, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.27728490522207944, 'tversky_beta': 0.1334054883494087} - results: ROC_AUC: 0.037648±0.0008, PRECISION: 0.005847±0.0001, PRECISION_RECALL_MIN_DEN: 0.058469±0.0014, RECALL: 0.058469±0.0014, MAP: 0.025036±0.0005, MRR: 0.025036±0.0005, NDCG: 0.032834±0.0006, F1: 0.010631±0.0002, HIT_RATE: 0.058469±0.0014, ARHR: 0.025036±0.0005, RMSE: 8.143886±0.1098, NOVELTY: 0.005313±0.0000, AVERAGE_POPULARITY: 0.569836±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.907800±0.0014, DIVERSITY_HERFINDAHL: 0.990775±0.0001, COVERAGE_ITEM: 0.087548±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112850±0.0020, SHANNON_ENTROPY: 7.738933±0.0165, 
CrossSearchBayesianSkopt: New best config found. Config 63: {'topK': 1537, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045970±0.0010, PRECISION: 0.006915±0.0002, PRECISION_RECALL_MIN_DEN: 0.069154±0.0015, RECALL: 0.069154±0.0015, MAP: 0.031474±0.0008, MRR: 0.031474±0.0008, NDCG: 0.040285±0.0009, F1: 0.012573±0.0003, HIT_RATE: 0.069154±0.0015, ARHR: 0.031474±0.0008, RMSE: 18.272286±0.0650, NOVELTY: 0.005356±0.0000, AVERAGE_POPULARITY: 0.563529±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.922888±0.0002, DIVERSITY_HERFINDAHL: 0.992284±0.0000, COVERAGE_ITEM: 0.218459±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080178±0.0002, SHANNON_ENTROPY: 8.242836±0.0058, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3993, 'shrink': 24, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.5399291542863655, 'tversky_beta': 1.9687660274515844} - results: ROC_AUC: 0.038028±0.0005, PRECISION: 0.005891±0.0001, PRECISION_RECALL_MIN_DEN: 0.058913±0.0011, RECALL: 0.058913±0.0011, MAP: 0.025550±0.0004, MRR: 0.025550±0.0004, NDCG: 0.033328±0.0004, F1: 0.010712±0.0002, HIT_RATE: 0.058913±0.0011, ARHR: 0.025550±0.0004, RMSE: 7.427411±0.0473, NOVELTY: 0.005187±0.0000, AVERAGE_POPULARITY: 0.637474±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.873091±0.0004, DIVERSITY_HERFINDAHL: 0.987304±0.0000, COVERAGE_ITEM: 0.065239±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103920±0.0016, SHANNON_ENTROPY: 7.229213±0.0114, 
CrossSearchBayesianSkopt: New best config found. Config 65: {'topK': 1538, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045964±0.0010, PRECISION: 0.006918±0.0002, PRECISION_RECALL_MIN_DEN: 0.069176±0.0015, RECALL: 0.069176±0.0015, MAP: 0.031485±0.0008, MRR: 0.031485±0.0008, NDCG: 0.040297±0.0009, F1: 0.012578±0.0003, HIT_RATE: 0.069176±0.0015, ARHR: 0.031485±0.0008, RMSE: 18.280236±0.0647, NOVELTY: 0.005355±0.0000, AVERAGE_POPULARITY: 0.563632±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.922845±0.0002, DIVERSITY_HERFINDAHL: 0.992279±0.0000, COVERAGE_ITEM: 0.218210±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080185±0.0002, SHANNON_ENTROPY: 8.241693±0.0058, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3997, 'shrink': 301, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.11197818383325456, 'tversky_beta': 0.009685657768015556} - results: ROC_AUC: 0.036018±0.0007, PRECISION: 0.005660±0.0001, PRECISION_RECALL_MIN_DEN: 0.056601±0.0011, RECALL: 0.056601±0.0011, MAP: 0.023851±0.0006, MRR: 0.023851±0.0006, NDCG: 0.031479±0.0007, F1: 0.010291±0.0002, HIT_RATE: 0.056601±0.0011, ARHR: 0.023851±0.0006, RMSE: 0.951099±0.0038, NOVELTY: 0.005141±0.0000, AVERAGE_POPULARITY: 0.665179±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.845206±0.0020, DIVERSITY_HERFINDAHL: 0.984516±0.0002, COVERAGE_ITEM: 0.050998±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105719±0.0017, SHANNON_ENTROPY: 6.905235±0.0106, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1585, 'shrink': 1920, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0910483622925571, 'tversky_beta': 0.05797917604356907} - results: ROC_AUC: 0.037128±0.0006, PRECISION: 0.005579±0.0001, PRECISION_RECALL_MIN_DEN: 0.055792±0.0012, RECALL: 0.055792±0.0012, MAP: 0.025126±0.0005, MRR: 0.025126±0.0005, NDCG: 0.032308±0.0006, F1: 0.010144±0.0002, HIT_RATE: 0.055792±0.0012, ARHR: 0.025126±0.0005, RMSE: 0.957303±0.0007, NOVELTY: 0.005823±0.0000, AVERAGE_POPULARITY: 0.382859±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.970039±0.0006, DIVERSITY_HERFINDAHL: 0.996998±0.0001, COVERAGE_ITEM: 0.283850±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136935±0.0006, SHANNON_ENTROPY: 9.570105±0.0111, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3190, 'shrink': 321, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.17733038359734324, 'tversky_beta': 1.9661000746752628} - results: ROC_AUC: 0.039762±0.0007, PRECISION: 0.006084±0.0002, PRECISION_RECALL_MIN_DEN: 0.060838±0.0015, RECALL: 0.060838±0.0015, MAP: 0.026806±0.0006, MRR: 0.026806±0.0006, NDCG: 0.034752±0.0007, F1: 0.011062±0.0003, HIT_RATE: 0.060838±0.0015, ARHR: 0.026806±0.0006, RMSE: 1.349782±0.0141, NOVELTY: 0.005380±0.0000, AVERAGE_POPULARITY: 0.541691±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.925666±0.0009, DIVERSITY_HERFINDAHL: 0.992561±0.0001, COVERAGE_ITEM: 0.120205±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106869±0.0029, SHANNON_ENTROPY: 8.078020±0.0138, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1535, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045964±0.0010, PRECISION: 0.006917±0.0002, PRECISION_RECALL_MIN_DEN: 0.069165±0.0015, RECALL: 0.069165±0.0015, MAP: 0.031458±0.0008, MRR: 0.031458±0.0008, NDCG: 0.040275±0.0009, F1: 0.012575±0.0003, HIT_RATE: 0.069165±0.0015, ARHR: 0.031458±0.0008, RMSE: 18.255984±0.0648, NOVELTY: 0.005356±0.0000, AVERAGE_POPULARITY: 0.563356±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.922965±0.0002, DIVERSITY_HERFINDAHL: 0.992291±0.0000, COVERAGE_ITEM: 0.218924±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080161±0.0002, SHANNON_ENTROPY: 8.244695±0.0057, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3988, 'shrink': 1839, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.714174156691313, 'tversky_beta': 0.20607412354732452} - results: ROC_AUC: 0.038355±0.0007, PRECISION: 0.005908±0.0001, PRECISION_RECALL_MIN_DEN: 0.059084±0.0010, RECALL: 0.059084±0.0010, MAP: 0.025728±0.0006, MRR: 0.025728±0.0006, NDCG: 0.033510±0.0007, F1: 0.010743±0.0002, HIT_RATE: 0.059084±0.0010, ARHR: 0.025728±0.0006, RMSE: 0.915799±0.0018, NOVELTY: 0.005341±0.0000, AVERAGE_POPULARITY: 0.557649±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.914427±0.0012, DIVERSITY_HERFINDAHL: 0.991438±0.0001, COVERAGE_ITEM: 0.103433±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107618±0.0017, SHANNON_ENTROPY: 7.879692±0.0162, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1526, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.045967±0.0010, PRECISION: 0.006926±0.0001, PRECISION_RECALL_MIN_DEN: 0.069256±0.0015, RECALL: 0.069256±0.0015, MAP: 0.031472±0.0008, MRR: 0.031472±0.0008, NDCG: 0.040305±0.0009, F1: 0.012592±0.0003, HIT_RATE: 0.069256±0.0015, ARHR: 0.031472±0.0008, RMSE: 18.183738±0.0646, NOVELTY: 0.005358±0.0000, AVERAGE_POPULARITY: 0.562651±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.923287±0.0002, DIVERSITY_HERFINDAHL: 0.992323±0.0000, COVERAGE_ITEM: 0.220308±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.080272±0.0001, SHANNON_ENTROPY: 8.252805±0.0057, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 3936, 'shrink': 1907, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.2068479472572487, 'tversky_beta': 1.9219285334618046} - results: ROC_AUC: 0.037185±0.0008, PRECISION: 0.005817±0.0001, PRECISION_RECALL_MIN_DEN: 0.058173±0.0011, RECALL: 0.058173±0.0011, MAP: 0.024806±0.0005, MRR: 0.024806±0.0005, NDCG: 0.032579±0.0006, F1: 0.010577±0.0002, HIT_RATE: 0.058173±0.0011, ARHR: 0.024806±0.0005, RMSE: 0.891659±0.0010, NOVELTY: 0.005341±0.0000, AVERAGE_POPULARITY: 0.556175±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.913115±0.0013, DIVERSITY_HERFINDAHL: 0.991306±0.0001, COVERAGE_ITEM: 0.095182±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112741±0.0020, SHANNON_ENTROPY: 7.845635±0.0177, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1031, 'shrink': 102, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.78778008124168, 'tversky_beta': 0.055256018761148176} - results: ROC_AUC: 0.034612±0.0003, PRECISION: 0.005118±0.0001, PRECISION_RECALL_MIN_DEN: 0.051179±0.0008, RECALL: 0.051179±0.0008, MAP: 0.023850±0.0005, MRR: 0.023850±0.0005, NDCG: 0.030252±0.0005, F1: 0.009305±0.0001, HIT_RATE: 0.051179±0.0008, ARHR: 0.023850±0.0005, RMSE: 0.929153±0.0049, NOVELTY: 0.006134±0.0000, AVERAGE_POPULARITY: 0.299014±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.983001±0.0003, DIVERSITY_HERFINDAHL: 0.998295±0.0000, COVERAGE_ITEM: 0.374847±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.176722±0.0013, SHANNON_ENTROPY: 10.388056±0.0150, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 2007, 'shrink': 178, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.04689753714828605, 'tversky_beta': 1.9502377270704292} - results: ROC_AUC: 0.039289±0.0005, PRECISION: 0.006013±0.0001, PRECISION_RECALL_MIN_DEN: 0.060132±0.0013, RECALL: 0.060132±0.0013, MAP: 0.026358±0.0004, MRR: 0.026358±0.0004, NDCG: 0.034247±0.0005, F1: 0.010933±0.0002, HIT_RATE: 0.060132±0.0013, ARHR: 0.026358±0.0004, RMSE: 0.926098±0.0042, NOVELTY: 0.005222±0.0000, AVERAGE_POPULARITY: 0.619585±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.890692±0.0005, DIVERSITY_HERFINDAHL: 0.989064±0.0000, COVERAGE_ITEM: 0.073739±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108488±0.0019, SHANNON_ENTROPY: 7.445996±0.0112, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 3997, 'shrink': 189, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.3584521826845602, 'tversky_beta': 1.992490286770096} - results: ROC_AUC: 0.039381±0.0005, PRECISION: 0.006080±0.0001, PRECISION_RECALL_MIN_DEN: 0.060804±0.0012, RECALL: 0.060804±0.0012, MAP: 0.026732±0.0005, MRR: 0.026732±0.0005, NDCG: 0.034670±0.0006, F1: 0.011055±0.0002, HIT_RATE: 0.060804±0.0012, ARHR: 0.026732±0.0005, RMSE: 2.422764±0.0283, NOVELTY: 0.005272±0.0000, AVERAGE_POPULARITY: 0.592288±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.901697±0.0006, DIVERSITY_HERFINDAHL: 0.990165±0.0001, COVERAGE_ITEM: 0.087180±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105240±0.0015, SHANNON_ENTROPY: 7.629751±0.0134, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3256, 'shrink': 1933, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.09327533589570526, 'tversky_beta': 1.9265508806190539} - results: ROC_AUC: 0.038531±0.0008, PRECISION: 0.005922±0.0001, PRECISION_RECALL_MIN_DEN: 0.059221±0.0011, RECALL: 0.059221±0.0011, MAP: 0.025908±0.0006, MRR: 0.025908±0.0006, NDCG: 0.033683±0.0006, F1: 0.010767±0.0002, HIT_RATE: 0.059221±0.0011, ARHR: 0.025908±0.0006, RMSE: 0.917522±0.0008, NOVELTY: 0.005431±0.0000, AVERAGE_POPULARITY: 0.519066±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.930986±0.0008, DIVERSITY_HERFINDAHL: 0.993093±0.0001, COVERAGE_ITEM: 0.134912±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109217±0.0022, SHANNON_ENTROPY: 8.245382±0.0124, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 941, 'shrink': 1944, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 0.08761415654513406, 'tversky_beta': 1.827707331055532} - results: ROC_AUC: 0.034112±0.0004, PRECISION: 0.005010±0.0001, PRECISION_RECALL_MIN_DEN: 0.050097±0.0008, RECALL: 0.050097±0.0008, MAP: 0.023695±0.0006, MRR: 0.023695±0.0006, NDCG: 0.029882±0.0006, F1: 0.009109±0.0001, HIT_RATE: 0.050097±0.0008, ARHR: 0.023695±0.0006, RMSE: 0.976672±0.0002, NOVELTY: 0.006217±0.0000, AVERAGE_POPULARITY: 0.284732±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985120±0.0002, DIVERSITY_HERFINDAHL: 0.998506±0.0000, COVERAGE_ITEM: 0.440800±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.184850±0.0013, SHANNON_ENTROPY: 10.644219±0.0135, 
