CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3744324151892557, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065190±0.0012, PRECISION: 0.009181±0.0001, PRECISION_RECALL_MIN_DEN: 0.091810±0.0013, RECALL: 0.091810±0.0013, MAP: 0.046564±0.0008, MRR: 0.046564±0.0008, NDCG: 0.057218±0.0009, F1: 0.016693±0.0002, HIT_RATE: 0.091810±0.0013, ARHR: 0.046564±0.0008, RMSE: 7.230871±0.0343, NOVELTY: 0.005299±0.0000, AVERAGE_POPULARITY: 0.609649±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.895579±0.0005, DIVERSITY_HERFINDAHL: 0.989553±0.0001, COVERAGE_ITEM: 0.221584±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.069701±0.0005, SHANNON_ENTROPY: 7.795620±0.0087, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 2010, 'shrink': 1401, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.4182684807241298, 'feature_weighting': 'none'} - results: ROC_AUC: 0.020048±0.0003, PRECISION: 0.003312±0.0001, PRECISION_RECALL_MIN_DEN: 0.033125±0.0008, RECALL: 0.033125±0.0008, MAP: 0.012808±0.0002, MRR: 0.012808±0.0002, NDCG: 0.017523±0.0003, F1: 0.006023±0.0001, HIT_RATE: 0.033125±0.0008, ARHR: 0.012808±0.0002, RMSE: 0.996540±0.0003, NOVELTY: 0.005495±0.0000, AVERAGE_POPULARITY: 0.501815±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.930964±0.0022, DIVERSITY_HERFINDAHL: 0.993091±0.0002, COVERAGE_ITEM: 0.210511±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.097279±0.0013, SHANNON_ENTROPY: 8.453088±0.0335, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3334, 'shrink': 1555, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2198928102851228, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053677±0.0009, PRECISION: 0.007738±0.0001, PRECISION_RECALL_MIN_DEN: 0.077378±0.0014, RECALL: 0.077378±0.0014, MAP: 0.038382±0.0007, MRR: 0.038382±0.0007, NDCG: 0.047516±0.0008, F1: 0.014069±0.0003, HIT_RATE: 0.077378±0.0014, ARHR: 0.038382±0.0007, RMSE: 0.843934±0.0014, NOVELTY: 0.005070±0.0000, AVERAGE_POPULARITY: 0.729416±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.795241±0.0012, DIVERSITY_HERFINDAHL: 0.979520±0.0001, COVERAGE_ITEM: 0.094382±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.055885±0.0003, SHANNON_ENTROPY: 6.544556±0.0044, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 900, 'shrink': 375, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4993913804313737, 'feature_weighting': 'none'} - results: ROC_AUC: 0.015941±0.0008, PRECISION: 0.002470±0.0001, PRECISION_RECALL_MIN_DEN: 0.024695±0.0007, RECALL: 0.024695±0.0007, MAP: 0.010629±0.0005, MRR: 0.010629±0.0005, NDCG: 0.013910±0.0006, F1: 0.004490±0.0001, HIT_RATE: 0.024695±0.0007, ARHR: 0.010629±0.0005, RMSE: 0.991638±0.0006, NOVELTY: 0.006256±0.0000, AVERAGE_POPULARITY: 0.288831±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.970091±0.0005, DIVERSITY_HERFINDAHL: 0.997004±0.0001, COVERAGE_ITEM: 0.192755±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.170005±0.0020, SHANNON_ENTROPY: 9.488144±0.0036, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 925, 'shrink': 430, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.763103607597865, 'feature_weighting': 'none'} - results: ROC_AUC: 0.014865±0.0008, PRECISION: 0.002350±0.0001, PRECISION_RECALL_MIN_DEN: 0.023499±0.0009, RECALL: 0.023499±0.0009, MAP: 0.009877±0.0006, MRR: 0.009877±0.0006, NDCG: 0.013048±0.0007, F1: 0.004273±0.0002, HIT_RATE: 0.023499±0.0009, ARHR: 0.009877±0.0006, RMSE: 0.991036±0.0004, NOVELTY: 0.006192±0.0000, AVERAGE_POPULARITY: 0.299253±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.975056±0.0002, DIVERSITY_HERFINDAHL: 0.997500±0.0000, COVERAGE_ITEM: 0.198692±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.182122±0.0027, SHANNON_ENTROPY: 9.656021±0.0114, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 148, 'shrink': 781, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.2868001970600664, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.021806±0.0004, PRECISION: 0.003136±0.0001, PRECISION_RECALL_MIN_DEN: 0.031359±0.0005, RECALL: 0.031359±0.0005, MAP: 0.015316±0.0004, MRR: 0.015316±0.0004, NDCG: 0.019087±0.0004, F1: 0.005702±0.0001, HIT_RATE: 0.031359±0.0005, ARHR: 0.015316±0.0004, RMSE: 0.991537±0.0002, NOVELTY: 0.006364±0.0000, AVERAGE_POPULARITY: 0.252439±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.990846±0.0001, DIVERSITY_HERFINDAHL: 0.999079±0.0000, COVERAGE_ITEM: 0.510657±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.268100±0.0004, SHANNON_ENTROPY: 11.456319±0.0040, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 1147, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069781±0.0011, PRECISION: 0.009675±0.0002, PRECISION_RECALL_MIN_DEN: 0.096754±0.0022, RECALL: 0.096754±0.0022, MAP: 0.050305±0.0007, MRR: 0.050305±0.0007, NDCG: 0.061267±0.0008, F1: 0.017592±0.0004, HIT_RATE: 0.096754±0.0022, ARHR: 0.050305±0.0007, RMSE: 0.919374±0.0040, NOVELTY: 0.005469±0.0000, AVERAGE_POPULARITY: 0.540886±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.927650±0.0003, DIVERSITY_HERFINDAHL: 0.992760±0.0000, COVERAGE_ITEM: 0.318562±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.090405±0.0003, SHANNON_ENTROPY: 8.572856±0.0049, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1993, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066345±0.0012, PRECISION: 0.009285±0.0001, PRECISION_RECALL_MIN_DEN: 0.092847±0.0013, RECALL: 0.092847±0.0013, MAP: 0.047452±0.0007, MRR: 0.047452±0.0007, NDCG: 0.058150±0.0008, F1: 0.016881±0.0002, HIT_RATE: 0.092847±0.0013, ARHR: 0.047452±0.0007, RMSE: 1.036703±0.0048, NOVELTY: 0.005328±0.0000, AVERAGE_POPULARITY: 0.597240±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.902305±0.0005, DIVERSITY_HERFINDAHL: 0.990225±0.0000, COVERAGE_ITEM: 0.239275±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072795±0.0003, SHANNON_ENTROPY: 7.936933±0.0080, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1238, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.068301±0.0011, PRECISION: 0.009541±0.0002, PRECISION_RECALL_MIN_DEN: 0.095409±0.0019, RECALL: 0.095409±0.0019, MAP: 0.049035±0.0005, MRR: 0.049035±0.0005, NDCG: 0.059967±0.0007, F1: 0.017347±0.0003, HIT_RATE: 0.095409±0.0019, ARHR: 0.049035±0.0005, RMSE: 0.903405±0.0037, NOVELTY: 0.005486±0.0000, AVERAGE_POPULARITY: 0.534147±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.927527±0.0006, DIVERSITY_HERFINDAHL: 0.992747±0.0001, COVERAGE_ITEM: 0.317794±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091149±0.0003, SHANNON_ENTROPY: 8.571844±0.0061, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 1976, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066381±0.0012, PRECISION: 0.009297±0.0001, PRECISION_RECALL_MIN_DEN: 0.092972±0.0013, RECALL: 0.092972±0.0013, MAP: 0.047484±0.0007, MRR: 0.047484±0.0007, NDCG: 0.058204±0.0008, F1: 0.016904±0.0002, HIT_RATE: 0.092972±0.0013, ARHR: 0.047484±0.0007, RMSE: 1.034234±0.0049, NOVELTY: 0.005330±0.0000, AVERAGE_POPULARITY: 0.596228±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.902819±0.0005, DIVERSITY_HERFINDAHL: 0.990277±0.0000, COVERAGE_ITEM: 0.240800±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.073060±0.0003, SHANNON_ENTROPY: 7.948564±0.0073, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 2093, 'shrink': 1966, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.07905661052398429, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067329±0.0008, PRECISION: 0.009273±0.0001, PRECISION_RECALL_MIN_DEN: 0.092733±0.0013, RECALL: 0.092733±0.0013, MAP: 0.048547±0.0009, MRR: 0.048547±0.0009, NDCG: 0.058989±0.0009, F1: 0.016860±0.0002, HIT_RATE: 0.092733±0.0013, ARHR: 0.048547±0.0009, RMSE: 0.986637±0.0058, NOVELTY: 0.005659±0.0000, AVERAGE_POPULARITY: 0.475767±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.949918±0.0003, DIVERSITY_HERFINDAHL: 0.994986±0.0000, COVERAGE_ITEM: 0.443936±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115741±0.0004, SHANNON_ENTROPY: 9.320300±0.0062, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 1233, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.068334±0.0011, PRECISION: 0.009538±0.0002, PRECISION_RECALL_MIN_DEN: 0.095375±0.0021, RECALL: 0.095375±0.0021, MAP: 0.049052±0.0005, MRR: 0.049052±0.0005, NDCG: 0.059974±0.0008, F1: 0.017341±0.0004, HIT_RATE: 0.095375±0.0021, ARHR: 0.049052±0.0005, RMSE: 0.902961±0.0037, NOVELTY: 0.005487±0.0000, AVERAGE_POPULARITY: 0.533702±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.927710±0.0006, DIVERSITY_HERFINDAHL: 0.992766±0.0001, COVERAGE_ITEM: 0.318551±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.091327±0.0003, SHANNON_ENTROPY: 8.577267±0.0061, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 1862, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.066851±0.0012, PRECISION: 0.009350±0.0001, PRECISION_RECALL_MIN_DEN: 0.093496±0.0014, RECALL: 0.093496±0.0014, MAP: 0.047866±0.0007, MRR: 0.047866±0.0007, NDCG: 0.058622±0.0008, F1: 0.016999±0.0003, HIT_RATE: 0.093496±0.0014, ARHR: 0.047866±0.0007, RMSE: 1.017706±0.0047, NOVELTY: 0.005346±0.0000, AVERAGE_POPULARITY: 0.589751±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.906098±0.0004, DIVERSITY_HERFINDAHL: 0.990605±0.0000, COVERAGE_ITEM: 0.250435±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.074799±0.0003, SHANNON_ENTROPY: 8.022647±0.0060, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3984, 'shrink': 1682, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.107796687352885, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063994±0.0010, PRECISION: 0.008960±0.0002, PRECISION_RECALL_MIN_DEN: 0.089600±0.0016, RECALL: 0.089600±0.0016, MAP: 0.045827±0.0008, MRR: 0.045827±0.0008, NDCG: 0.056143±0.0009, F1: 0.016291±0.0003, HIT_RATE: 0.089600±0.0016, ARHR: 0.045827±0.0008, RMSE: 1.565428±0.0104, NOVELTY: 0.005328±0.0000, AVERAGE_POPULARITY: 0.604551±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.897259±0.0003, DIVERSITY_HERFINDAHL: 0.989721±0.0000, COVERAGE_ITEM: 0.270592±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.073278±0.0002, SHANNON_ENTROPY: 7.948059±0.0058, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.008884±0.0003, PRECISION: 0.001334±0.0000, PRECISION_RECALL_MIN_DEN: 0.013339±0.0003, RECALL: 0.013339±0.0003, MAP: 0.006429±0.0003, MRR: 0.006429±0.0003, NDCG: 0.008032±0.0003, F1: 0.002425±0.0001, HIT_RATE: 0.013339±0.0003, ARHR: 0.006429±0.0003, RMSE: 0.984725±0.0004, NOVELTY: 0.007706±0.0000, AVERAGE_POPULARITY: 0.066628±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.987929±0.0001, DIVERSITY_HERFINDAHL: 0.998787±0.0000, COVERAGE_ITEM: 0.791295±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.547071±0.0009, SHANNON_ENTROPY: 12.876483±0.0045, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3997, 'shrink': 1769, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5376757999630202, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062299±0.0012, PRECISION: 0.008920±0.0002, PRECISION_RECALL_MIN_DEN: 0.089202±0.0018, RECALL: 0.089202±0.0018, MAP: 0.044138±0.0008, MRR: 0.044138±0.0008, NDCG: 0.054726±0.0010, F1: 0.016218±0.0003, HIT_RATE: 0.089202±0.0018, ARHR: 0.044138±0.0008, RMSE: 1.198636±0.0077, NOVELTY: 0.005278±0.0000, AVERAGE_POPULARITY: 0.621045±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.883246±0.0008, DIVERSITY_HERFINDAHL: 0.988320±0.0001, COVERAGE_ITEM: 0.216707±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.066086±0.0003, SHANNON_ENTROPY: 7.639597±0.0138, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 1720, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065404±0.0012, PRECISION: 0.009214±0.0002, PRECISION_RECALL_MIN_DEN: 0.092140±0.0023, RECALL: 0.092140±0.0023, MAP: 0.046526±0.0007, MRR: 0.046526±0.0007, NDCG: 0.057275±0.0010, F1: 0.016753±0.0004, HIT_RATE: 0.092140±0.0023, ARHR: 0.046526±0.0007, RMSE: 0.943854±0.0041, NOVELTY: 0.005385±0.0000, AVERAGE_POPULARITY: 0.571243±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911190±0.0007, DIVERSITY_HERFINDAHL: 0.991114±0.0001, COVERAGE_ITEM: 0.260697±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077673±0.0001, SHANNON_ENTROPY: 8.131147±0.0079, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 2686, 'shrink': 1932, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9301194317102595, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066773±0.0012, PRECISION: 0.009263±0.0002, PRECISION_RECALL_MIN_DEN: 0.092630±0.0018, RECALL: 0.092630±0.0018, MAP: 0.048173±0.0010, MRR: 0.048173±0.0010, NDCG: 0.058661±0.0011, F1: 0.016842±0.0003, HIT_RATE: 0.092630±0.0018, ARHR: 0.048173±0.0010, RMSE: 1.101805±0.0077, NOVELTY: 0.005509±0.0000, AVERAGE_POPULARITY: 0.528172±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.932662±0.0002, DIVERSITY_HERFINDAHL: 0.993261±0.0000, COVERAGE_ITEM: 0.363222±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096060±0.0004, SHANNON_ENTROPY: 8.755963±0.0046, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 4000, 'shrink': 1570, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.978044292279568, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.057372±0.0010, PRECISION: 0.008341±0.0002, PRECISION_RECALL_MIN_DEN: 0.083415±0.0020, RECALL: 0.083415±0.0020, MAP: 0.040441±0.0007, MRR: 0.040441±0.0007, NDCG: 0.050513±0.0010, F1: 0.015166±0.0004, HIT_RATE: 0.083415±0.0020, ARHR: 0.040441±0.0007, RMSE: 1.660106±0.0101, NOVELTY: 0.005183±0.0000, AVERAGE_POPULARITY: 0.665308±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.857144±0.0011, DIVERSITY_HERFINDAHL: 0.985710±0.0001, COVERAGE_ITEM: 0.157913±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.057933±0.0005, SHANNON_ENTROPY: 7.183557±0.0095, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 1707, 'shrink': 1865, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9420934295984253, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066626±0.0008, PRECISION: 0.009154±0.0001, PRECISION_RECALL_MIN_DEN: 0.091537±0.0007, RECALL: 0.091537±0.0007, MAP: 0.048067±0.0007, MRR: 0.048067±0.0007, NDCG: 0.058343±0.0007, F1: 0.016643±0.0001, HIT_RATE: 0.091537±0.0007, ARHR: 0.048067±0.0007, RMSE: 0.947928±0.0053, NOVELTY: 0.005799±0.0000, AVERAGE_POPULARITY: 0.433743±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.960811±0.0003, DIVERSITY_HERFINDAHL: 0.996076±0.0000, COVERAGE_ITEM: 0.517069±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135065±0.0005, SHANNON_ENTROPY: 9.784942±0.0090, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1725, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065391±0.0012, PRECISION: 0.009227±0.0002, PRECISION_RECALL_MIN_DEN: 0.092266±0.0022, RECALL: 0.092266±0.0022, MAP: 0.046543±0.0007, MRR: 0.046543±0.0007, NDCG: 0.057313±0.0010, F1: 0.016776±0.0004, HIT_RATE: 0.092266±0.0022, ARHR: 0.046543±0.0007, RMSE: 0.944272±0.0042, NOVELTY: 0.005384±0.0000, AVERAGE_POPULARITY: 0.571580±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911028±0.0007, DIVERSITY_HERFINDAHL: 0.991098±0.0001, COVERAGE_ITEM: 0.260222±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077551±0.0001, SHANNON_ENTROPY: 8.127226±0.0081, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 2335, 'shrink': 29, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.018201767788049276, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067093±0.0010, PRECISION: 0.009285±0.0002, PRECISION_RECALL_MIN_DEN: 0.092847±0.0018, RECALL: 0.092847±0.0018, MAP: 0.048367±0.0009, MRR: 0.048367±0.0009, NDCG: 0.058866±0.0010, F1: 0.016881±0.0003, HIT_RATE: 0.092847±0.0018, ARHR: 0.048367±0.0009, RMSE: 53.264510±0.3709, NOVELTY: 0.005591±0.0000, AVERAGE_POPULARITY: 0.498787±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.942894±0.0002, DIVERSITY_HERFINDAHL: 0.994284±0.0000, COVERAGE_ITEM: 0.407386±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106518±0.0003, SHANNON_ENTROPY: 9.069949±0.0036, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 1732, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065391±0.0012, PRECISION: 0.009209±0.0002, PRECISION_RECALL_MIN_DEN: 0.092095±0.0021, RECALL: 0.092095±0.0021, MAP: 0.046526±0.0007, MRR: 0.046526±0.0007, NDCG: 0.057264±0.0009, F1: 0.016745±0.0004, HIT_RATE: 0.092095±0.0021, ARHR: 0.046526±0.0007, RMSE: 0.944863±0.0041, NOVELTY: 0.005382±0.0000, AVERAGE_POPULARITY: 0.572062±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.910808±0.0006, DIVERSITY_HERFINDAHL: 0.991076±0.0001, COVERAGE_ITEM: 0.259497±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077375±0.0001, SHANNON_ENTROPY: 8.121543±0.0076, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 2585, 'shrink': 1939, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.19564199577254576, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.066317±0.0014, PRECISION: 0.009376±0.0002, PRECISION_RECALL_MIN_DEN: 0.093758±0.0024, RECALL: 0.093758±0.0024, MAP: 0.047186±0.0007, MRR: 0.047186±0.0007, NDCG: 0.058152±0.0010, F1: 0.017047±0.0004, HIT_RATE: 0.093758±0.0024, ARHR: 0.047186±0.0007, RMSE: 0.965117±0.0056, NOVELTY: 0.005469±0.0000, AVERAGE_POPULARITY: 0.538739±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.925707±0.0006, DIVERSITY_HERFINDAHL: 0.992565±0.0001, COVERAGE_ITEM: 0.313728±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.089072±0.0002, SHANNON_ENTROPY: 8.519029±0.0101, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1726, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065387±0.0012, PRECISION: 0.009225±0.0002, PRECISION_RECALL_MIN_DEN: 0.092254±0.0022, RECALL: 0.092254±0.0022, MAP: 0.046547±0.0007, MRR: 0.046547±0.0007, NDCG: 0.057313±0.0010, F1: 0.016773±0.0004, HIT_RATE: 0.092254±0.0022, ARHR: 0.046547±0.0007, RMSE: 0.944361±0.0042, NOVELTY: 0.005384±0.0000, AVERAGE_POPULARITY: 0.571636±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911007±0.0007, DIVERSITY_HERFINDAHL: 0.991096±0.0001, COVERAGE_ITEM: 0.260146±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077516±0.0001, SHANNON_ENTROPY: 8.126435±0.0082, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1318, 'shrink': 1978, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6106759392423499, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.068960±0.0012, PRECISION: 0.009616±0.0002, PRECISION_RECALL_MIN_DEN: 0.096161±0.0018, RECALL: 0.096161±0.0018, MAP: 0.049441±0.0009, MRR: 0.049441±0.0009, NDCG: 0.060461±0.0009, F1: 0.017484±0.0003, HIT_RATE: 0.096161±0.0018, ARHR: 0.049441±0.0009, RMSE: 0.882338±0.0035, NOVELTY: 0.005419±0.0000, AVERAGE_POPULARITY: 0.559747±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.919944±0.0004, DIVERSITY_HERFINDAHL: 0.991989±0.0000, COVERAGE_ITEM: 0.290338±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.084003±0.0003, SHANNON_ENTROPY: 8.359039±0.0046, 
