CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2223, 'shrink': 282, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038716±0.0009, PRECISION: 0.005816±0.0001, PRECISION_RECALL_MIN_DEN: 0.058162±0.0013, RECALL: 0.058162±0.0013, MAP: 0.026453±0.0005, MRR: 0.026453±0.0005, NDCG: 0.033869±0.0006, F1: 0.010575±0.0002, HIT_RATE: 0.058162±0.0013, ARHR: 0.026453±0.0005, RMSE: 0.997723±0.0067, NOVELTY: 0.005571±0.0000, AVERAGE_POPULARITY: 0.464140±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.951442±0.0003, DIVERSITY_HERFINDAHL: 0.995139±0.0000, COVERAGE_ITEM: 0.179216±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118160±0.0015, SHANNON_ENTROPY: 8.762408±0.0060, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 4000, 'shrink': 142, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038355±0.0007, PRECISION: 0.005963±0.0001, PRECISION_RECALL_MIN_DEN: 0.059631±0.0012, RECALL: 0.059631±0.0012, MAP: 0.025868±0.0005, MRR: 0.025868±0.0005, NDCG: 0.033728±0.0006, F1: 0.010842±0.0002, HIT_RATE: 0.059631±0.0012, ARHR: 0.025868±0.0005, RMSE: 2.189187±0.0284, NOVELTY: 0.005297±0.0000, AVERAGE_POPULARITY: 0.578257±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.905231±0.0012, DIVERSITY_HERFINDAHL: 0.990518±0.0001, COVERAGE_ITEM: 0.085742±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110984±0.0023, SHANNON_ENTROPY: 7.688480±0.0146, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1428, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.038166±0.0007, PRECISION: 0.005898±0.0001, PRECISION_RECALL_MIN_DEN: 0.058982±0.0009, RECALL: 0.058982±0.0009, MAP: 0.025546±0.0007, MRR: 0.025546±0.0007, NDCG: 0.033346±0.0006, F1: 0.010724±0.0002, HIT_RATE: 0.058982±0.0009, ARHR: 0.025546±0.0007, RMSE: 1.071366±0.0099, NOVELTY: 0.005193±0.0000, AVERAGE_POPULARITY: 0.633153±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.881121±0.0006, DIVERSITY_HERFINDAHL: 0.988107±0.0001, COVERAGE_ITEM: 0.058989±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118507±0.0010, SHANNON_ENTROPY: 7.290385±0.0114, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3995, 'shrink': 1953, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038335±0.0007, PRECISION: 0.005902±0.0001, PRECISION_RECALL_MIN_DEN: 0.059016±0.0010, RECALL: 0.059016±0.0010, MAP: 0.025709±0.0006, MRR: 0.025709±0.0006, NDCG: 0.033481±0.0006, F1: 0.010730±0.0002, HIT_RATE: 0.059016±0.0010, ARHR: 0.025709±0.0006, RMSE: 0.915462±0.0017, NOVELTY: 0.005340±0.0000, AVERAGE_POPULARITY: 0.558096±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.914278±0.0012, DIVERSITY_HERFINDAHL: 0.991423±0.0001, COVERAGE_ITEM: 0.103379±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107567±0.0017, SHANNON_ENTROPY: 7.877561±0.0157, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 1437, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.038163±0.0007, PRECISION: 0.005886±0.0001, PRECISION_RECALL_MIN_DEN: 0.058856±0.0010, RECALL: 0.058856±0.0010, MAP: 0.025480±0.0007, MRR: 0.025480±0.0007, NDCG: 0.033269±0.0007, F1: 0.010701±0.0002, HIT_RATE: 0.058856±0.0010, ARHR: 0.025480±0.0007, RMSE: 1.073842±0.0099, NOVELTY: 0.005192±0.0000, AVERAGE_POPULARITY: 0.633736±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.880670±0.0006, DIVERSITY_HERFINDAHL: 0.988062±0.0001, COVERAGE_ITEM: 0.058762±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118462±0.0012, SHANNON_ENTROPY: 7.284545±0.0111, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 3998, 'shrink': 1756, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036070±0.0007, PRECISION: 0.005664±0.0001, PRECISION_RECALL_MIN_DEN: 0.056635±0.0011, RECALL: 0.056635±0.0011, MAP: 0.023903±0.0006, MRR: 0.023903±0.0006, NDCG: 0.031527±0.0006, F1: 0.010297±0.0002, HIT_RATE: 0.056635±0.0011, ARHR: 0.023903±0.0006, RMSE: 0.955742±0.0007, NOVELTY: 0.005142±0.0000, AVERAGE_POPULARITY: 0.664397±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.846015±0.0020, DIVERSITY_HERFINDAHL: 0.984597±0.0002, COVERAGE_ITEM: 0.051290±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105816±0.0019, SHANNON_ENTROPY: 6.914202±0.0109, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 1641, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037268±0.0006, PRECISION: 0.005597±0.0001, PRECISION_RECALL_MIN_DEN: 0.055974±0.0012, RECALL: 0.055974±0.0012, MAP: 0.025167±0.0006, MRR: 0.025167±0.0006, NDCG: 0.032384±0.0006, F1: 0.010177±0.0002, HIT_RATE: 0.055974±0.0012, ARHR: 0.025167±0.0006, RMSE: 0.957844±0.0007, NOVELTY: 0.005799±0.0000, AVERAGE_POPULARITY: 0.389876±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.968622±0.0006, DIVERSITY_HERFINDAHL: 0.996857±0.0001, COVERAGE_ITEM: 0.272755±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134957±0.0008, SHANNON_ENTROPY: 9.496304±0.0097, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3202, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037252±0.0008, PRECISION: 0.005785±0.0001, PRECISION_RECALL_MIN_DEN: 0.057854±0.0008, RECALL: 0.057854±0.0008, MAP: 0.024754±0.0006, MRR: 0.024754±0.0006, NDCG: 0.032476±0.0006, F1: 0.010519±0.0002, HIT_RATE: 0.057854±0.0008, ARHR: 0.024754±0.0006, RMSE: 7.295178±0.0602, NOVELTY: 0.005231±0.0000, AVERAGE_POPULARITY: 0.609191±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.888956±0.0011, DIVERSITY_HERFINDAHL: 0.988891±0.0001, COVERAGE_ITEM: 0.061108±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121920±0.0012, SHANNON_ENTROPY: 7.394114±0.0175, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 3997, 'shrink': 57, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.036281±0.0008, PRECISION: 0.005690±0.0001, PRECISION_RECALL_MIN_DEN: 0.056897±0.0013, RECALL: 0.056897±0.0013, MAP: 0.024187±0.0005, MRR: 0.024187±0.0005, NDCG: 0.031803±0.0006, F1: 0.010345±0.0002, HIT_RATE: 0.056897±0.0013, ARHR: 0.024187±0.0005, RMSE: 3.737070±0.0373, NOVELTY: 0.005250±0.0000, AVERAGE_POPULARITY: 0.600694±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.889854±0.0013, DIVERSITY_HERFINDAHL: 0.988980±0.0001, COVERAGE_ITEM: 0.066602±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115851±0.0021, SHANNON_ENTROPY: 7.425297±0.0166, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3991, 'shrink': 1960, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038355±0.0007, PRECISION: 0.005903±0.0001, PRECISION_RECALL_MIN_DEN: 0.059027±0.0010, RECALL: 0.059027±0.0010, MAP: 0.025722±0.0006, MRR: 0.025722±0.0006, NDCG: 0.033494±0.0007, F1: 0.010732±0.0002, HIT_RATE: 0.059027±0.0010, ARHR: 0.025722±0.0006, RMSE: 0.915406±0.0016, NOVELTY: 0.005340±0.0000, AVERAGE_POPULARITY: 0.557905±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.914374±0.0012, DIVERSITY_HERFINDAHL: 0.991432±0.0001, COVERAGE_ITEM: 0.103520±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107558±0.0016, SHANNON_ENTROPY: 7.879391±0.0158, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 3274, 'shrink': 2, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.035949±0.0009, PRECISION: 0.005629±0.0001, PRECISION_RECALL_MIN_DEN: 0.056293±0.0011, RECALL: 0.056293±0.0011, MAP: 0.023857±0.0006, MRR: 0.023857±0.0006, NDCG: 0.031414±0.0006, F1: 0.010235±0.0002, HIT_RATE: 0.056293±0.0011, ARHR: 0.023857±0.0006, RMSE: 7.359595±0.0548, NOVELTY: 0.005230±0.0000, AVERAGE_POPULARITY: 0.609818±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.885204±0.0014, DIVERSITY_HERFINDAHL: 0.988515±0.0001, COVERAGE_ITEM: 0.058448±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122714±0.0012, SHANNON_ENTROPY: 7.342602±0.0193, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1631, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037257±0.0005, PRECISION: 0.005594±0.0001, PRECISION_RECALL_MIN_DEN: 0.055940±0.0013, RECALL: 0.055940±0.0013, MAP: 0.025178±0.0006, MRR: 0.025178±0.0006, NDCG: 0.032384±0.0005, F1: 0.010171±0.0002, HIT_RATE: 0.055940±0.0013, ARHR: 0.025178±0.0006, RMSE: 0.958180±0.0007, NOVELTY: 0.005803±0.0000, AVERAGE_POPULARITY: 0.388706±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.968858±0.0006, DIVERSITY_HERFINDAHL: 0.996880±0.0001, COVERAGE_ITEM: 0.274150±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135399±0.0008, SHANNON_ENTROPY: 9.508173±0.0103, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 1402, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.038216±0.0007, PRECISION: 0.005899±0.0001, PRECISION_RECALL_MIN_DEN: 0.058993±0.0010, RECALL: 0.058993±0.0010, MAP: 0.025594±0.0006, MRR: 0.025594±0.0006, NDCG: 0.033386±0.0006, F1: 0.010726±0.0002, HIT_RATE: 0.058993±0.0010, ARHR: 0.025594±0.0006, RMSE: 1.064059±0.0098, NOVELTY: 0.005196±0.0000, AVERAGE_POPULARITY: 0.631353±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.882558±0.0007, DIVERSITY_HERFINDAHL: 0.988251±0.0001, COVERAGE_ITEM: 0.059519±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118947±0.0013, SHANNON_ENTROPY: 7.308221±0.0116, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3994, 'shrink': 1918, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037090±0.0008, PRECISION: 0.005785±0.0001, PRECISION_RECALL_MIN_DEN: 0.057854±0.0010, RECALL: 0.057854±0.0010, MAP: 0.024767±0.0006, MRR: 0.024767±0.0006, NDCG: 0.032476±0.0006, F1: 0.010519±0.0002, HIT_RATE: 0.057854±0.0010, ARHR: 0.024767±0.0006, RMSE: 0.891077±0.0010, NOVELTY: 0.005336±0.0000, AVERAGE_POPULARITY: 0.558541±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911761±0.0012, DIVERSITY_HERFINDAHL: 0.991171±0.0001, COVERAGE_ITEM: 0.093214±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112977±0.0019, SHANNON_ENTROPY: 7.820866±0.0154, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 3982, 'shrink': 9, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.034308±0.0006, PRECISION: 0.005427±0.0001, PRECISION_RECALL_MIN_DEN: 0.054266±0.0014, RECALL: 0.054266±0.0014, MAP: 0.022734±0.0005, MRR: 0.022734±0.0005, NDCG: 0.030067±0.0006, F1: 0.009867±0.0003, HIT_RATE: 0.054266±0.0014, ARHR: 0.022734±0.0005, RMSE: 1.655810±0.0183, NOVELTY: 0.005060±0.0000, AVERAGE_POPULARITY: 0.720558±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.784058±0.0029, DIVERSITY_HERFINDAHL: 0.978401±0.0003, COVERAGE_ITEM: 0.032820±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111667±0.0021, SHANNON_ENTROPY: 6.380658±0.0134, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 2492, 'shrink': 1990, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037196±0.0006, PRECISION: 0.005660±0.0001, PRECISION_RECALL_MIN_DEN: 0.056601±0.0010, RECALL: 0.056601±0.0010, MAP: 0.025112±0.0004, MRR: 0.025112±0.0004, NDCG: 0.032472±0.0005, F1: 0.010291±0.0002, HIT_RATE: 0.056601±0.0010, ARHR: 0.025112±0.0004, RMSE: 0.925527±0.0010, NOVELTY: 0.005559±0.0000, AVERAGE_POPULARITY: 0.467136±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.948019±0.0003, DIVERSITY_HERFINDAHL: 0.994796±0.0000, COVERAGE_ITEM: 0.159286±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123627±0.0019, SHANNON_ENTROPY: 8.674039±0.0067, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 3993, 'shrink': 64, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037833±0.0006, PRECISION: 0.005894±0.0001, PRECISION_RECALL_MIN_DEN: 0.058936±0.0011, RECALL: 0.058936±0.0011, MAP: 0.025403±0.0005, MRR: 0.025403±0.0005, NDCG: 0.033214±0.0006, F1: 0.010716±0.0002, HIT_RATE: 0.058936±0.0011, ARHR: 0.025403±0.0005, RMSE: 3.672925±0.0419, NOVELTY: 0.005260±0.0000, AVERAGE_POPULARITY: 0.596709±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.895713±0.0010, DIVERSITY_HERFINDAHL: 0.989566±0.0001, COVERAGE_ITEM: 0.074290±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112163±0.0020, SHANNON_ENTROPY: 7.520155±0.0137, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 3337, 'shrink': 1991, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036623±0.0008, PRECISION: 0.005719±0.0001, PRECISION_RECALL_MIN_DEN: 0.057193±0.0008, RECALL: 0.057193±0.0008, MAP: 0.024414±0.0005, MRR: 0.024414±0.0005, NDCG: 0.032053±0.0005, F1: 0.010399±0.0001, HIT_RATE: 0.057193±0.0008, ARHR: 0.024414±0.0005, RMSE: 0.969729±0.0006, NOVELTY: 0.005185±0.0000, AVERAGE_POPULARITY: 0.637811±0.0052, DIVERSITY_MEAN_INTER_LIST: 0.868089±0.0014, DIVERSITY_HERFINDAHL: 0.986804±0.0001, COVERAGE_ITEM: 0.060795±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107629±0.0022, SHANNON_ENTROPY: 7.166855±0.0120, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 2476, 'shrink': 5, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037235±0.0009, PRECISION: 0.005785±0.0001, PRECISION_RECALL_MIN_DEN: 0.057854±0.0014, RECALL: 0.057854±0.0014, MAP: 0.024819±0.0007, MRR: 0.024819±0.0007, NDCG: 0.032523±0.0007, F1: 0.010519±0.0003, HIT_RATE: 0.057854±0.0014, ARHR: 0.024819±0.0007, RMSE: 5.571482±0.0480, NOVELTY: 0.005288±0.0000, AVERAGE_POPULARITY: 0.577047±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.907408±0.0015, DIVERSITY_HERFINDAHL: 0.990736±0.0002, COVERAGE_ITEM: 0.070419±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127606±0.0019, SHANNON_ENTROPY: 7.661711±0.0204, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1662, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037300±0.0006, PRECISION: 0.005597±0.0001, PRECISION_RECALL_MIN_DEN: 0.055974±0.0011, RECALL: 0.055974±0.0011, MAP: 0.025166±0.0006, MRR: 0.025166±0.0006, NDCG: 0.032384±0.0006, F1: 0.010177±0.0002, HIT_RATE: 0.055974±0.0011, ARHR: 0.025166±0.0006, RMSE: 0.957199±0.0007, NOVELTY: 0.005791±0.0000, AVERAGE_POPULARITY: 0.392358±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.968126±0.0006, DIVERSITY_HERFINDAHL: 0.996807±0.0001, COVERAGE_ITEM: 0.269565±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134151±0.0008, SHANNON_ENTROPY: 9.471534±0.0099, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 1399, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.038223±0.0007, PRECISION: 0.005894±0.0001, PRECISION_RECALL_MIN_DEN: 0.058936±0.0010, RECALL: 0.058936±0.0010, MAP: 0.025596±0.0006, MRR: 0.025596±0.0006, NDCG: 0.033376±0.0006, F1: 0.010716±0.0002, HIT_RATE: 0.058936±0.0010, ARHR: 0.025596±0.0006, RMSE: 1.063224±0.0098, NOVELTY: 0.005196±0.0000, AVERAGE_POPULARITY: 0.631179±0.0050, DIVERSITY_MEAN_INTER_LIST: 0.882676±0.0007, DIVERSITY_HERFINDAHL: 0.988263±0.0001, COVERAGE_ITEM: 0.059616±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118914±0.0013, SHANNON_ENTROPY: 7.310007±0.0115, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2686, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038371±0.0008, PRECISION: 0.005849±0.0001, PRECISION_RECALL_MIN_DEN: 0.058492±0.0011, RECALL: 0.058492±0.0011, MAP: 0.025952±0.0006, MRR: 0.025952±0.0006, NDCG: 0.033554±0.0006, F1: 0.010635±0.0002, HIT_RATE: 0.058492±0.0011, ARHR: 0.025952±0.0006, RMSE: 0.928332±0.0009, NOVELTY: 0.005528±0.0000, AVERAGE_POPULARITY: 0.481168±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.944396±0.0004, DIVERSITY_HERFINDAHL: 0.994434±0.0000, COVERAGE_ITEM: 0.169981±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113179±0.0020, SHANNON_ENTROPY: 8.601046±0.0060, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 3518, 'shrink': 1963, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037334±0.0008, PRECISION: 0.005774±0.0001, PRECISION_RECALL_MIN_DEN: 0.057740±0.0010, RECALL: 0.057740±0.0010, MAP: 0.024941±0.0006, MRR: 0.024941±0.0006, NDCG: 0.032593±0.0006, F1: 0.010498±0.0002, HIT_RATE: 0.057740±0.0010, ARHR: 0.024941±0.0006, RMSE: 0.899450±0.0008, NOVELTY: 0.005390±0.0000, AVERAGE_POPULARITY: 0.534240±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.923259±0.0010, DIVERSITY_HERFINDAHL: 0.992321±0.0001, COVERAGE_ITEM: 0.107921±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.115450±0.0026, SHANNON_ENTROPY: 8.047711±0.0149, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 3998, 'shrink': 1923, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.037090±0.0008, PRECISION: 0.005784±0.0001, PRECISION_RECALL_MIN_DEN: 0.057843±0.0010, RECALL: 0.057843±0.0010, MAP: 0.024758±0.0006, MRR: 0.024758±0.0006, NDCG: 0.032467±0.0006, F1: 0.010517±0.0002, HIT_RATE: 0.057843±0.0010, ARHR: 0.024758±0.0006, RMSE: 0.891095±0.0010, NOVELTY: 0.005335±0.0000, AVERAGE_POPULARITY: 0.558706±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.911679±0.0012, DIVERSITY_HERFINDAHL: 0.991163±0.0001, COVERAGE_ITEM: 0.093085±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112983±0.0020, SHANNON_ENTROPY: 7.819177±0.0152, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 1262, 'shrink': 1995, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036970±0.0008, PRECISION: 0.005588±0.0001, PRECISION_RECALL_MIN_DEN: 0.055883±0.0013, RECALL: 0.055883±0.0013, MAP: 0.024880±0.0008, MRR: 0.024880±0.0008, NDCG: 0.032139±0.0008, F1: 0.010161±0.0002, HIT_RATE: 0.055883±0.0013, ARHR: 0.024880±0.0008, RMSE: 0.992996±0.0001, NOVELTY: 0.005518±0.0000, AVERAGE_POPULARITY: 0.476537±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.950121±0.0003, DIVERSITY_HERFINDAHL: 0.995007±0.0000, COVERAGE_ITEM: 0.159470±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127335±0.0014, SHANNON_ENTROPY: 8.716960±0.0096, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 3409, 'shrink': 5, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.035871±0.0009, PRECISION: 0.005628±0.0001, PRECISION_RECALL_MIN_DEN: 0.056282±0.0010, RECALL: 0.056282±0.0010, MAP: 0.023867±0.0006, MRR: 0.023867±0.0006, NDCG: 0.031415±0.0006, F1: 0.010233±0.0002, HIT_RATE: 0.056282±0.0010, ARHR: 0.023867±0.0006, RMSE: 7.092374±0.0549, NOVELTY: 0.005227±0.0000, AVERAGE_POPULARITY: 0.611425±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.883983±0.0012, DIVERSITY_HERFINDAHL: 0.988393±0.0001, COVERAGE_ITEM: 0.058113±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122024±0.0016, SHANNON_ENTROPY: 7.325813±0.0184, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 3999, 'shrink': 1877, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.036076±0.0007, PRECISION: 0.005669±0.0001, PRECISION_RECALL_MIN_DEN: 0.056692±0.0012, RECALL: 0.056692±0.0012, MAP: 0.023908±0.0006, MRR: 0.023908±0.0006, NDCG: 0.031543±0.0006, F1: 0.010308±0.0002, HIT_RATE: 0.056692±0.0012, ARHR: 0.023908±0.0006, RMSE: 0.957775±0.0007, NOVELTY: 0.005142±0.0000, AVERAGE_POPULARITY: 0.664427±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.846002±0.0020, DIVERSITY_HERFINDAHL: 0.984595±0.0002, COVERAGE_ITEM: 0.051268±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.105837±0.0019, SHANNON_ENTROPY: 6.914007±0.0107, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 4000, 'shrink': 1816, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.038339±0.0008, PRECISION: 0.005899±0.0001, PRECISION_RECALL_MIN_DEN: 0.058993±0.0011, RECALL: 0.058993±0.0011, MAP: 0.025671±0.0006, MRR: 0.025671±0.0006, NDCG: 0.033448±0.0007, F1: 0.010726±0.0002, HIT_RATE: 0.058993±0.0011, ARHR: 0.025671±0.0006, RMSE: 0.916599±0.0019, NOVELTY: 0.005339±0.0000, AVERAGE_POPULARITY: 0.558358±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.914159±0.0012, DIVERSITY_HERFINDAHL: 0.991411±0.0001, COVERAGE_ITEM: 0.103087±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107618±0.0017, SHANNON_ENTROPY: 7.874807±0.0158, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 3995, 'shrink': 15, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.037083±0.0008, PRECISION: 0.005791±0.0001, PRECISION_RECALL_MIN_DEN: 0.057911±0.0013, RECALL: 0.057911±0.0013, MAP: 0.024772±0.0006, MRR: 0.024772±0.0006, NDCG: 0.032493±0.0007, F1: 0.010529±0.0002, HIT_RATE: 0.057911±0.0013, ARHR: 0.024772±0.0006, RMSE: 6.642849±0.0591, NOVELTY: 0.005214±0.0000, AVERAGE_POPULARITY: 0.620718±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.880576±0.0010, DIVERSITY_HERFINDAHL: 0.988053±0.0001, COVERAGE_ITEM: 0.062082±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112793±0.0010, SHANNON_ENTROPY: 7.294102±0.0162, 
