SearchBayesianSkopt: New best config found. Config 0: {'topK': 170, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.7083630790715017e-09, 'lambda_j': 1.0521949487957268e-06, 'learning_rate': 1.3965839976164699e-08, 'alpha': 0.256935703633527} - results: ROC_AUC: 0.0624533, PRECISION: 0.0086285, PRECISION_RECALL_MIN_DEN: 0.0862855, RECALL: 0.0862855, MAP: 0.0459691, MRR: 0.0459691, NDCG: 0.0554538, F1: 0.0156883, HIT_RATE: 0.0862855, ARHR: 0.0459691, RMSE: 0.9999794, NOVELTY: 0.0055084, AVERAGE_POPULARITY: 0.5393332, DIVERSITY_MEAN_INTER_LIST: 0.9164710, DIVERSITY_HERFINDAHL: 0.9916419, COVERAGE_ITEM: 0.4189781, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1033716, SHANNON_ENTROPY: 8.7011510, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0640923, PRECISION: 0.0087481, PRECISION_RECALL_MIN_DEN: 0.0874815, RECALL: 0.0874815, MAP: 0.0466326, MRR: 0.0466326, NDCG: 0.0562760, F1: 0.0159057, HIT_RATE: 0.0874815, ARHR: 0.0466326, RMSE: 0.9999921, NOVELTY: 0.0064063, AVERAGE_POPULARITY: 0.2843219, DIVERSITY_MEAN_INTER_LIST: 0.9604538, DIVERSITY_HERFINDAHL: 0.9960399, COVERAGE_ITEM: 0.4603406, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1562384, SHANNON_ENTROPY: 9.9778390, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 40, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.016576144183322424, 'lambda_j': 5.570294299808396e-12, 'learning_rate': 5.931219025466188e-05, 'alpha': 0.8812979186411686} - results: ROC_AUC: 0.0633266, PRECISION: 0.0087083, PRECISION_RECALL_MIN_DEN: 0.0870828, RECALL: 0.0870828, MAP: 0.0465283, MRR: 0.0465283, NDCG: 0.0560822, F1: 0.0158332, HIT_RATE: 0.0870828, ARHR: 0.0465283, RMSE: 0.9554223, NOVELTY: 0.0056832, AVERAGE_POPULARITY: 0.4595180, DIVERSITY_MEAN_INTER_LIST: 0.9518679, DIVERSITY_HERFINDAHL: 0.9951814, COVERAGE_ITEM: 0.4486077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1252212, SHANNON_ENTROPY: 9.4168674, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 13, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.2206278665698603e-12, 'lambda_j': 6.8277221570889515e-12, 'learning_rate': 1.550154393585824e-05, 'alpha': 0.9038170034705802} - results: ROC_AUC: 0.0638455, PRECISION: 0.0088165, PRECISION_RECALL_MIN_DEN: 0.0881649, RECALL: 0.0881649, MAP: 0.0464044, MRR: 0.0464044, NDCG: 0.0562441, F1: 0.0160300, HIT_RATE: 0.0881649, ARHR: 0.0464044, RMSE: 0.9930808, NOVELTY: 0.0058469, AVERAGE_POPULARITY: 0.4068491, DIVERSITY_MEAN_INTER_LIST: 0.9647933, DIVERSITY_HERFINDAHL: 0.9964738, COVERAGE_ITEM: 0.4587726, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1339604, SHANNON_ENTROPY: 9.7273534, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 38, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.5612521023079295e-12, 'lambda_j': 2.309814345419388e-12, 'learning_rate': 6.856664934103531e-05, 'alpha': 0.012138010025018875} - results: ROC_AUC: 0.0626811, PRECISION: 0.0086228, PRECISION_RECALL_MIN_DEN: 0.0862285, RECALL: 0.0862285, MAP: 0.0462587, MRR: 0.0462587, NDCG: 0.0556664, F1: 0.0156779, HIT_RATE: 0.0862285, ARHR: 0.0462587, RMSE: 0.9676597, NOVELTY: 0.0056541, AVERAGE_POPULARITY: 0.4628388, DIVERSITY_MEAN_INTER_LIST: 0.9519168, DIVERSITY_HERFINDAHL: 0.9951863, COVERAGE_ITEM: 0.4264936, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1201261, SHANNON_ENTROPY: 9.3526077, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 942, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.990731346112103e-12, 'lambda_j': 0.00032929385602625344, 'learning_rate': 1.016845968028384e-08, 'alpha': 0.6704427394972378} - results: ROC_AUC: 0.0605675, PRECISION: 0.0083438, PRECISION_RECALL_MIN_DEN: 0.0834377, RECALL: 0.0834377, MAP: 0.0440815, MRR: 0.0440815, NDCG: 0.0533637, F1: 0.0151705, HIT_RATE: 0.0834377, ARHR: 0.0440815, RMSE: 0.9999802, NOVELTY: 0.0053492, AVERAGE_POPULARITY: 0.6166573, DIVERSITY_MEAN_INTER_LIST: 0.8645403, DIVERSITY_HERFINDAHL: 0.9864491, COVERAGE_ITEM: 0.3793458, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0823785, SHANNON_ENTROPY: 7.9188387, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 18, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 1.0613769961223501e-12, 'lambda_j': 2.241995498781244e-12, 'learning_rate': 1.3712842836025338e-08, 'alpha': 0.8401936014343357} - results: ROC_AUC: 0.0628963, PRECISION: 0.0086570, PRECISION_RECALL_MIN_DEN: 0.0865702, RECALL: 0.0865702, MAP: 0.0458935, MRR: 0.0458935, NDCG: 0.0554820, F1: 0.0157400, HIT_RATE: 0.0865702, ARHR: 0.0458935, RMSE: 0.9999936, NOVELTY: 0.0057560, AVERAGE_POPULARITY: 0.4303539, DIVERSITY_MEAN_INTER_LIST: 0.9606483, DIVERSITY_HERFINDAHL: 0.9960594, COVERAGE_ITEM: 0.4504461, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1286952, SHANNON_ENTROPY: 9.6047597, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 926, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 8.874401798995742e-10, 'lambda_j': 0.09616668227459672, 'learning_rate': 9.923059495496962e-05, 'alpha': 0.8841693265981776} - results: ROC_AUC: 0.0611244, PRECISION: 0.0083552, PRECISION_RECALL_MIN_DEN: 0.0835517, RECALL: 0.0835517, MAP: 0.0446779, MRR: 0.0446779, NDCG: 0.0538546, F1: 0.0151912, HIT_RATE: 0.0835517, ARHR: 0.0446779, RMSE: 0.8821393, NOVELTY: 0.0053625, AVERAGE_POPULARITY: 0.6084247, DIVERSITY_MEAN_INTER_LIST: 0.8693826, DIVERSITY_HERFINDAHL: 0.9869333, COVERAGE_ITEM: 0.3784266, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0839224, SHANNON_ENTROPY: 7.9949670, 
SearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 1e-08, 'alpha': 0.01} - results: ROC_AUC: 0.0637126, PRECISION: 0.0086912, PRECISION_RECALL_MIN_DEN: 0.0869119, RECALL: 0.0869119, MAP: 0.0461603, MRR: 0.0461603, NDCG: 0.0557924, F1: 0.0158022, HIT_RATE: 0.0869119, ARHR: 0.0461603, RMSE: 0.9999921, NOVELTY: 0.0064028, AVERAGE_POPULARITY: 0.2839219, DIVERSITY_MEAN_INTER_LIST: 0.9606385, DIVERSITY_HERFINDAHL: 0.9960584, COVERAGE_ITEM: 0.4630441, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1557829, SHANNON_ENTROPY: 9.9801403, 
SearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 998, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.01048473062906696, 'lambda_j': 5.7996027585705364e-11, 'learning_rate': 1.1075502292381325e-08, 'alpha': 0.9154171229294861} - results: ROC_AUC: 0.0604093, PRECISION: 0.0083210, PRECISION_RECALL_MIN_DEN: 0.0832099, RECALL: 0.0832099, MAP: 0.0442112, MRR: 0.0442112, NDCG: 0.0534010, F1: 0.0151291, HIT_RATE: 0.0832099, ARHR: 0.0442112, RMSE: 0.9999782, NOVELTY: 0.0053453, AVERAGE_POPULARITY: 0.6179586, DIVERSITY_MEAN_INTER_LIST: 0.8637747, DIVERSITY_HERFINDAHL: 0.9863726, COVERAGE_ITEM: 0.3762639, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0818609, SHANNON_ENTROPY: 7.9027942, 
SearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 8, 'epochs': 999, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 0.015245430230756439, 'lambda_j': 0.07991617424261886, 'learning_rate': 1.1618720434014115e-08, 'alpha': 0.017451706474835932} - results: ROC_AUC: 0.0635608, PRECISION: 0.0088222, PRECISION_RECALL_MIN_DEN: 0.0882219, RECALL: 0.0882219, MAP: 0.0461188, MRR: 0.0461188, NDCG: 0.0560329, F1: 0.0160403, HIT_RATE: 0.0882219, ARHR: 0.0461188, RMSE: 0.9999951, NOVELTY: 0.0060778, AVERAGE_POPULARITY: 0.3546212, DIVERSITY_MEAN_INTER_LIST: 0.9686552, DIVERSITY_HERFINDAHL: 0.9968600, COVERAGE_ITEM: 0.4779129, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1421580, SHANNON_ENTROPY: 9.9118610, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001, 'alpha': 0.01} - results: ROC_AUC: 0.0638012, PRECISION: 0.0087140, PRECISION_RECALL_MIN_DEN: 0.0871398, RECALL: 0.0871398, MAP: 0.0465295, MRR: 0.0465295, NDCG: 0.0561125, F1: 0.0158436, HIT_RATE: 0.0871398, ARHR: 0.0465295, RMSE: 0.9666907, NOVELTY: 0.0063902, AVERAGE_POPULARITY: 0.2862663, DIVERSITY_MEAN_INTER_LIST: 0.9614437, DIVERSITY_HERFINDAHL: 0.9961389, COVERAGE_ITEM: 0.4582860, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1546996, SHANNON_ENTROPY: 9.9758914, 
SearchBayesianSkopt: Search complete. Best config is 35: {'topK': 5, 'epochs': 999, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001, 'alpha': 0.01}
