CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0500555, PRECISION: 0.0069683, PRECISION_RECALL_MIN_DEN: 0.0696834, RECALL: 0.0696834, MAP: 0.0363418, MRR: 0.0363418, NDCG: 0.0441921, F1: 0.0126697, HIT_RATE: 0.0696834, ARHR: 0.0363418, RMSE: 0.9742164, NOVELTY: 0.0052576, AVERAGE_POPULARITY: 0.6373885, DIVERSITY_MEAN_INTER_LIST: 0.8464026, DIVERSITY_HERFINDAHL: 0.9846365, COVERAGE_ITEM: 0.2886510, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0580553, SHANNON_ENTROPY: 7.4663964, 
CrossSearchBayesianSkopt: New best config found. Config 70: {'topK': 8, 'shrink': 22, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0660687, PRECISION: 0.0091443, PRECISION_RECALL_MIN_DEN: 0.0914428, RECALL: 0.0914428, MAP: 0.0470141, MRR: 0.0470141, NDCG: 0.0575165, F1: 0.0166260, HIT_RATE: 0.0914428, ARHR: 0.0470141, RMSE: 0.9836727, NOVELTY: 0.0064291, AVERAGE_POPULARITY: 0.2486020, DIVERSITY_MEAN_INTER_LIST: 0.9878855, DIVERSITY_HERFINDAHL: 0.9987842, COVERAGE_ITEM: 0.6458935, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1915727, SHANNON_ENTROPY: 11.0837686, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 11, 'shrink': 9, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0641809, PRECISION: 0.0088352, PRECISION_RECALL_MIN_DEN: 0.0883521, RECALL: 0.0883521, MAP: 0.0458577, MRR: 0.0458577, NDCG: 0.0559127, F1: 0.0160640, HIT_RATE: 0.0883521, ARHR: 0.0458577, RMSE: 0.9817525, NOVELTY: 0.0067504, AVERAGE_POPULARITY: 0.2223814, DIVERSITY_MEAN_INTER_LIST: 0.9901760, DIVERSITY_HERFINDAHL: 0.9990132, COVERAGE_ITEM: 0.7325439, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2635993, SHANNON_ENTROPY: 11.6118169, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 10, 'shrink': 1, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0580103, PRECISION: 0.0080767, PRECISION_RECALL_MIN_DEN: 0.0807674, RECALL: 0.0807674, MAP: 0.0415853, MRR: 0.0415853, NDCG: 0.0508291, F1: 0.0146850, HIT_RATE: 0.0807674, ARHR: 0.0415853, RMSE: 0.9815090, NOVELTY: 0.0072822, AVERAGE_POPULARITY: 0.1752568, DIVERSITY_MEAN_INTER_LIST: 0.9931398, DIVERSITY_HERFINDAHL: 0.9993096, COVERAGE_ITEM: 0.7433901, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3564991, SHANNON_ENTROPY: 12.1855485, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 7, 'shrink': 15, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0656039, PRECISION: 0.0090226, PRECISION_RECALL_MIN_DEN: 0.0902260, RECALL: 0.0902260, MAP: 0.0467319, MRR: 0.0467319, NDCG: 0.0570268, F1: 0.0164047, HIT_RATE: 0.0902260, ARHR: 0.0467319, RMSE: 0.9837457, NOVELTY: 0.0065946, AVERAGE_POPULARITY: 0.2274685, DIVERSITY_MEAN_INTER_LIST: 0.9887878, DIVERSITY_HERFINDAHL: 0.9988744, COVERAGE_ITEM: 0.6904785, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2167744, SHANNON_ENTROPY: 11.3065825, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 20, 'shrink': 7, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0627500, PRECISION: 0.0085865, PRECISION_RECALL_MIN_DEN: 0.0858653, RECALL: 0.0858653, MAP: 0.0450590, MRR: 0.0450590, NDCG: 0.0547213, F1: 0.0156119, HIT_RATE: 0.0858653, ARHR: 0.0450590, RMSE: 0.9789807, NOVELTY: 0.0067799, AVERAGE_POPULARITY: 0.2349985, DIVERSITY_MEAN_INTER_LIST: 0.9893573, DIVERSITY_HERFINDAHL: 0.9989313, COVERAGE_ITEM: 0.7392917, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2726480, SHANNON_ENTROPY: 11.6272697, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 10, 'shrink': 21, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0657312, PRECISION: 0.0091407, PRECISION_RECALL_MIN_DEN: 0.0914073, RECALL: 0.0914073, MAP: 0.0467939, MRR: 0.0467939, NDCG: 0.0573302, F1: 0.0166195, HIT_RATE: 0.0914073, ARHR: 0.0467939, RMSE: 0.9828293, NOVELTY: 0.0064148, AVERAGE_POPULARITY: 0.2544268, DIVERSITY_MEAN_INTER_LIST: 0.9877939, DIVERSITY_HERFINDAHL: 0.9987750, COVERAGE_ITEM: 0.6642228, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1940749, SHANNON_ENTROPY: 11.1095937, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 955, 'shrink': 7, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0594451, PRECISION: 0.0081149, PRECISION_RECALL_MIN_DEN: 0.0811493, RECALL: 0.0811493, MAP: 0.0432219, MRR: 0.0432219, NDCG: 0.0521928, F1: 0.0147544, HIT_RATE: 0.0811493, ARHR: 0.0432219, RMSE: 0.9274872, NOVELTY: 0.0061491, AVERAGE_POPULARITY: 0.3776943, DIVERSITY_MEAN_INTER_LIST: 0.9576350, DIVERSITY_HERFINDAHL: 0.9957592, COVERAGE_ITEM: 0.6967613, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1804564, SHANNON_ENTROPY: 10.2653841, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 982, 'shrink': 9, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0597915, PRECISION: 0.0081487, PRECISION_RECALL_MIN_DEN: 0.0814867, RECALL: 0.0814867, MAP: 0.0433978, MRR: 0.0433978, NDCG: 0.0524128, F1: 0.0148158, HIT_RATE: 0.0814867, ARHR: 0.0433978, RMSE: 0.9274273, NOVELTY: 0.0060843, AVERAGE_POPULARITY: 0.3856471, DIVERSITY_MEAN_INTER_LIST: 0.9559633, DIVERSITY_HERFINDAHL: 0.9955921, COVERAGE_ITEM: 0.6794918, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1698182, SHANNON_ENTROPY: 10.1555336, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 986, 'shrink': 18, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0600609, PRECISION: 0.0082135, PRECISION_RECALL_MIN_DEN: 0.0821351, RECALL: 0.0821351, MAP: 0.0435018, MRR: 0.0435018, NDCG: 0.0526403, F1: 0.0149337, HIT_RATE: 0.0821351, ARHR: 0.0435018, RMSE: 0.9292595, NOVELTY: 0.0059110, AVERAGE_POPULARITY: 0.4094830, DIVERSITY_MEAN_INTER_LIST: 0.9509397, DIVERSITY_HERFINDAHL: 0.9950897, COVERAGE_ITEM: 0.6008435, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1423041, SHANNON_ENTROPY: 9.8204677, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 986, 'shrink': 5, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0590366, PRECISION: 0.0080288, PRECISION_RECALL_MIN_DEN: 0.0802878, RECALL: 0.0802878, MAP: 0.0429501, MRR: 0.0429501, NDCG: 0.0517875, F1: 0.0145978, HIT_RATE: 0.0802878, ARHR: 0.0429501, RMSE: 0.9263672, NOVELTY: 0.0062266, AVERAGE_POPULARITY: 0.3689381, DIVERSITY_MEAN_INTER_LIST: 0.9591449, DIVERSITY_HERFINDAHL: 0.9959102, COVERAGE_ITEM: 0.7123331, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1924824, SHANNON_ENTROPY: 10.3817993, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 972, 'shrink': 6, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0592438, PRECISION: 0.0080794, PRECISION_RECALL_MIN_DEN: 0.0807940, RECALL: 0.0807940, MAP: 0.0430907, MRR: 0.0430907, NDCG: 0.0520098, F1: 0.0146898, HIT_RATE: 0.0807940, ARHR: 0.0430907, RMSE: 0.9268974, NOVELTY: 0.0061849, AVERAGE_POPULARITY: 0.3736417, DIVERSITY_MEAN_INTER_LIST: 0.9583441, DIVERSITY_HERFINDAHL: 0.9958302, COVERAGE_ITEM: 0.7050987, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1859252, SHANNON_ENTROPY: 10.3197273, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 8, 'shrink': 1999, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0547607, PRECISION: 0.0075412, PRECISION_RECALL_MIN_DEN: 0.0754119, RECALL: 0.0754119, MAP: 0.0392223, MRR: 0.0392223, NDCG: 0.0477753, F1: 0.0137112, HIT_RATE: 0.0754119, ARHR: 0.0392223, RMSE: 0.9963980, NOVELTY: 0.0059870, AVERAGE_POPULARITY: 0.3642804, DIVERSITY_MEAN_INTER_LIST: 0.9749647, DIVERSITY_HERFINDAHL: 0.9974921, COVERAGE_ITEM: 0.5379184, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1432119, SHANNON_ENTROPY: 10.1571559, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 995, 'shrink': 3, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0583182, PRECISION: 0.0079497, PRECISION_RECALL_MIN_DEN: 0.0794973, RECALL: 0.0794973, MAP: 0.0423624, MRR: 0.0423624, NDCG: 0.0511497, F1: 0.0144541, HIT_RATE: 0.0794973, ARHR: 0.0423624, RMSE: 0.9256478, NOVELTY: 0.0063337, AVERAGE_POPULARITY: 0.3568534, DIVERSITY_MEAN_INTER_LIST: 0.9613484, DIVERSITY_HERFINDAHL: 0.9961306, COVERAGE_ITEM: 0.7272344, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2084733, SHANNON_ENTROPY: 10.5361270, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 10, 'shrink': 1996, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0547439, PRECISION: 0.0075412, PRECISION_RECALL_MIN_DEN: 0.0754119, RECALL: 0.0754119, MAP: 0.0392959, MRR: 0.0392959, NDCG: 0.0478299, F1: 0.0137112, HIT_RATE: 0.0754119, ARHR: 0.0392959, RMSE: 0.9961392, NOVELTY: 0.0059446, AVERAGE_POPULARITY: 0.3771579, DIVERSITY_MEAN_INTER_LIST: 0.9727993, DIVERSITY_HERFINDAHL: 0.9972756, COVERAGE_ITEM: 0.5477913, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1384924, SHANNON_ENTROPY: 10.0787559, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 1000, 'shrink': 13, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0599691, PRECISION: 0.0081691, PRECISION_RECALL_MIN_DEN: 0.0816910, RECALL: 0.0816910, MAP: 0.0433874, MRR: 0.0433874, NDCG: 0.0524575, F1: 0.0148529, HIT_RATE: 0.0816910, ARHR: 0.0433874, RMSE: 0.9279842, NOVELTY: 0.0059903, AVERAGE_POPULARITY: 0.3980629, DIVERSITY_MEAN_INTER_LIST: 0.9533138, DIVERSITY_HERFINDAHL: 0.9953271, COVERAGE_ITEM: 0.6426818, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1545441, SHANNON_ENTROPY: 9.9809875, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 989, 'shrink': 9, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0597895, PRECISION: 0.0081425, PRECISION_RECALL_MIN_DEN: 0.0814246, RECALL: 0.0814246, MAP: 0.0433874, MRR: 0.0433874, NDCG: 0.0523915, F1: 0.0148045, HIT_RATE: 0.0814246, ARHR: 0.0433874, RMSE: 0.9272952, NOVELTY: 0.0060837, AVERAGE_POPULARITY: 0.3857938, DIVERSITY_MEAN_INTER_LIST: 0.9558856, DIVERSITY_HERFINDAHL: 0.9955843, COVERAGE_ITEM: 0.6792322, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1697014, SHANNON_ENTROPY: 10.1535248, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 6, 'shrink': 1993, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0548416, PRECISION: 0.0075367, PRECISION_RECALL_MIN_DEN: 0.0753675, RECALL: 0.0753675, MAP: 0.0393234, MRR: 0.0393234, NDCG: 0.0478450, F1: 0.0137032, HIT_RATE: 0.0753675, ARHR: 0.0393234, RMSE: 0.9966844, NOVELTY: 0.0060435, AVERAGE_POPULARITY: 0.3475804, DIVERSITY_MEAN_INTER_LIST: 0.9771841, DIVERSITY_HERFINDAHL: 0.9977141, COVERAGE_ITEM: 0.5245958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1496003, SHANNON_ENTROPY: 10.2460942, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 1000, 'shrink': 1982, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0453375, PRECISION: 0.0063857, PRECISION_RECALL_MIN_DEN: 0.0638572, RECALL: 0.0638572, MAP: 0.0329220, MRR: 0.0329220, NDCG: 0.0401899, F1: 0.0116104, HIT_RATE: 0.0638572, ARHR: 0.0329220, RMSE: 0.9850800, NOVELTY: 0.0051417, AVERAGE_POPULARITY: 0.7041394, DIVERSITY_MEAN_INTER_LIST: 0.7690966, DIVERSITY_HERFINDAHL: 0.9769062, COVERAGE_ITEM: 0.2472236, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0450255, SHANNON_ENTROPY: 6.7253707, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 989, 'shrink': 8, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0596405, PRECISION: 0.0081194, PRECISION_RECALL_MIN_DEN: 0.0811937, RECALL: 0.0811937, MAP: 0.0432929, MRR: 0.0432929, NDCG: 0.0522648, F1: 0.0147625, HIT_RATE: 0.0811937, ARHR: 0.0432929, RMSE: 0.9270586, NOVELTY: 0.0061131, AVERAGE_POPULARITY: 0.3822249, DIVERSITY_MEAN_INTER_LIST: 0.9565839, DIVERSITY_HERFINDAHL: 0.9956541, COVERAGE_ITEM: 0.6879373, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1745151, SHANNON_ENTROPY: 10.2033616, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 992, 'shrink': 10, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0598398, PRECISION: 0.0081345, PRECISION_RECALL_MIN_DEN: 0.0813446, RECALL: 0.0813446, MAP: 0.0433858, MRR: 0.0433858, NDCG: 0.0523762, F1: 0.0147899, HIT_RATE: 0.0813446, ARHR: 0.0433858, RMSE: 0.9274713, NOVELTY: 0.0060568, AVERAGE_POPULARITY: 0.3892464, DIVERSITY_MEAN_INTER_LIST: 0.9551767, DIVERSITY_HERFINDAHL: 0.9955134, COVERAGE_ITEM: 0.6711111, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1651838, SHANNON_ENTROPY: 10.1060520, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 15, 'shrink': 1996, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0542860, PRECISION: 0.0075492, PRECISION_RECALL_MIN_DEN: 0.0754918, RECALL: 0.0754918, MAP: 0.0390192, MRR: 0.0390192, NDCG: 0.0476207, F1: 0.0137258, HIT_RATE: 0.0754918, ARHR: 0.0390192, RMSE: 0.9955827, NOVELTY: 0.0058656, AVERAGE_POPULARITY: 0.4031724, DIVERSITY_MEAN_INTER_LIST: 0.9677373, DIVERSITY_HERFINDAHL: 0.9967694, COVERAGE_ITEM: 0.5533496, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1303748, SHANNON_ENTROPY: 9.9039133, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 9, 'shrink': 1999, 'normalize': True, 'similarity': 'dice'} - results: ROC_AUC: 0.0547153, PRECISION: 0.0075572, PRECISION_RECALL_MIN_DEN: 0.0755717, RECALL: 0.0755717, MAP: 0.0392556, MRR: 0.0392556, NDCG: 0.0478323, F1: 0.0137403, HIT_RATE: 0.0755717, ARHR: 0.0392556, RMSE: 0.9962679, NOVELTY: 0.0059649, AVERAGE_POPULARITY: 0.3707728, DIVERSITY_MEAN_INTER_LIST: 0.9738888, DIVERSITY_HERFINDAHL: 0.9973846, COVERAGE_ITEM: 0.5425034, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1408089, SHANNON_ENTROPY: 10.1172418, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'dice'} - results: ROC_AUC: 0.0584425, PRECISION: 0.0081913, PRECISION_RECALL_MIN_DEN: 0.0819131, RECALL: 0.0819131, MAP: 0.0412285, MRR: 0.0412285, NDCG: 0.0508318, F1: 0.0148933, HIT_RATE: 0.0819131, ARHR: 0.0412285, RMSE: 0.9838399, NOVELTY: 0.0071715, AVERAGE_POPULARITY: 0.1705876, DIVERSITY_MEAN_INTER_LIST: 0.9887452, DIVERSITY_HERFINDAHL: 0.9988701, COVERAGE_ITEM: 0.7177291, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3186562, SHANNON_ENTROPY: 11.8662710, 
