CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.30553268100646164, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0566544, PRECISION: 0.0078325, PRECISION_RECALL_MIN_DEN: 0.0783250, RECALL: 0.0783250, MAP: 0.0409629, MRR: 0.0409629, NDCG: 0.0497805, F1: 0.0142409, HIT_RATE: 0.0783250, ARHR: 0.0409629, RMSE: 0.8012527, NOVELTY: 0.0059740, AVERAGE_POPULARITY: 0.4451588, DIVERSITY_MEAN_INTER_LIST: 0.9416550, DIVERSITY_HERFINDAHL: 0.9941613, COVERAGE_ITEM: 0.6700514, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1623749, SHANNON_ENTROPY: 9.8208672, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 284, 'shrink': 700, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6063746708699213, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0592024, PRECISION: 0.0083050, PRECISION_RECALL_MIN_DEN: 0.0830499, RECALL: 0.0830499, MAP: 0.0424057, MRR: 0.0424057, NDCG: 0.0519812, F1: 0.0151000, HIT_RATE: 0.0830499, ARHR: 0.0424057, RMSE: 1.3640231, NOVELTY: 0.0055931, AVERAGE_POPULARITY: 0.5132951, DIVERSITY_MEAN_INTER_LIST: 0.9279443, DIVERSITY_HERFINDAHL: 0.9927903, COVERAGE_ITEM: 0.4704515, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1036187, SHANNON_ENTROPY: 8.9127158, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 784, 'shrink': 829, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6401770875509885, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0575040, PRECISION: 0.0080083, PRECISION_RECALL_MIN_DEN: 0.0800835, RECALL: 0.0800835, MAP: 0.0412103, MRR: 0.0412103, NDCG: 0.0503804, F1: 0.0145606, HIT_RATE: 0.0800835, ARHR: 0.0412103, RMSE: 1.2989411, NOVELTY: 0.0054618, AVERAGE_POPULARITY: 0.5710628, DIVERSITY_MEAN_INTER_LIST: 0.8959753, DIVERSITY_HERFINDAHL: 0.9895936, COVERAGE_ITEM: 0.4401081, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0868044, SHANNON_ENTROPY: 8.3509994, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 50, 'shrink': 1308, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0954635108458848, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0496272, PRECISION: 0.0069284, PRECISION_RECALL_MIN_DEN: 0.0692837, RECALL: 0.0692837, MAP: 0.0359206, MRR: 0.0359206, NDCG: 0.0437743, F1: 0.0125970, HIT_RATE: 0.0692837, ARHR: 0.0359206, RMSE: 0.9852750, NOVELTY: 0.0055849, AVERAGE_POPULARITY: 0.5217842, DIVERSITY_MEAN_INTER_LIST: 0.9216364, DIVERSITY_HERFINDAHL: 0.9921595, COVERAGE_ITEM: 0.5016383, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1038841, SHANNON_ENTROPY: 8.9139142, 
CrossSearchBayesianSkopt: New best config found. Config 67: {'topK': 93, 'shrink': 1811, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6218367314636138, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0628684, PRECISION: 0.0085874, PRECISION_RECALL_MIN_DEN: 0.0858742, RECALL: 0.0858742, MAP: 0.0451206, MRR: 0.0451206, NDCG: 0.0547733, F1: 0.0156135, HIT_RATE: 0.0858742, ARHR: 0.0451206, RMSE: 0.8366337, NOVELTY: 0.0063709, AVERAGE_POPULARITY: 0.2908248, DIVERSITY_MEAN_INTER_LIST: 0.9838667, DIVERSITY_HERFINDAHL: 0.9983823, COVERAGE_ITEM: 0.7040930, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2032899, SHANNON_ENTROPY: 11.0385737, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 731, 'shrink': 1195, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.915771689999598, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0482486, PRECISION: 0.0065784, PRECISION_RECALL_MIN_DEN: 0.0657844, RECALL: 0.0657844, MAP: 0.0341247, MRR: 0.0341247, NDCG: 0.0416441, F1: 0.0119608, HIT_RATE: 0.0657844, ARHR: 0.0341247, RMSE: 0.7483099, NOVELTY: 0.0071490, AVERAGE_POPULARITY: 0.1087825, DIVERSITY_MEAN_INTER_LIST: 0.9941263, DIVERSITY_HERFINDAHL: 0.9994082, COVERAGE_ITEM: 0.6623304, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3574213, SHANNON_ENTROPY: 12.1652238, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 6, 'shrink': 683, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06221372664557358, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629306, PRECISION: 0.0086567, PRECISION_RECALL_MIN_DEN: 0.0865669, RECALL: 0.0865669, MAP: 0.0447253, MRR: 0.0447253, NDCG: 0.0546333, F1: 0.0157394, HIT_RATE: 0.0865669, ARHR: 0.0447253, RMSE: 1.2869011, NOVELTY: 0.0062855, AVERAGE_POPULARITY: 0.2886924, DIVERSITY_MEAN_INTER_LIST: 0.9846119, DIVERSITY_HERFINDAHL: 0.9984568, COVERAGE_ITEM: 0.6245255, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1883782, SHANNON_ENTROPY: 10.8491554, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0614681, PRECISION: 0.0081265, PRECISION_RECALL_MIN_DEN: 0.0812647, RECALL: 0.0812647, MAP: 0.0444441, MRR: 0.0444441, NDCG: 0.0532236, F1: 0.0147754, HIT_RATE: 0.0812647, ARHR: 0.0444441, RMSE: 0.9536442, NOVELTY: 0.0070933, AVERAGE_POPULARITY: 0.1646265, DIVERSITY_MEAN_INTER_LIST: 0.9876129, DIVERSITY_HERFINDAHL: 0.9987569, COVERAGE_ITEM: 0.6997783, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3095651, SHANNON_ENTROPY: 11.7824264, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0614681, PRECISION: 0.0081265, PRECISION_RECALL_MIN_DEN: 0.0812647, RECALL: 0.0812647, MAP: 0.0444441, MRR: 0.0444441, NDCG: 0.0532236, F1: 0.0147754, HIT_RATE: 0.0812647, ARHR: 0.0444441, RMSE: 0.9536442, NOVELTY: 0.0070933, AVERAGE_POPULARITY: 0.1646265, DIVERSITY_MEAN_INTER_LIST: 0.9876129, DIVERSITY_HERFINDAHL: 0.9987569, COVERAGE_ITEM: 0.6997783, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3095651, SHANNON_ENTROPY: 11.7824264, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 5, 'shrink': 1303, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0587267, PRECISION: 0.0076638, PRECISION_RECALL_MIN_DEN: 0.0766375, RECALL: 0.0766375, MAP: 0.0427501, MRR: 0.0427501, NDCG: 0.0508482, F1: 0.0139341, HIT_RATE: 0.0766375, ARHR: 0.0427501, RMSE: 0.9548802, NOVELTY: 0.0073170, AVERAGE_POPULARITY: 0.1381623, DIVERSITY_MEAN_INTER_LIST: 0.9838363, DIVERSITY_HERFINDAHL: 0.9983793, COVERAGE_ITEM: 0.7170479, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335137, SHANNON_ENTROPY: 11.8543749, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 248, 'shrink': 1985, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.946763816750281, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0508529, PRECISION: 0.0070127, PRECISION_RECALL_MIN_DEN: 0.0701274, RECALL: 0.0701274, MAP: 0.0369790, MRR: 0.0369790, NDCG: 0.0448009, F1: 0.0127504, HIT_RATE: 0.0701274, ARHR: 0.0369790, RMSE: 0.9863001, NOVELTY: 0.0054724, AVERAGE_POPULARITY: 0.5372026, DIVERSITY_MEAN_INTER_LIST: 0.9134715, DIVERSITY_HERFINDAHL: 0.9913431, COVERAGE_ITEM: 0.4093431, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0792241, SHANNON_ENTROPY: 8.4453385, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0001164, PRECISION: 0.0000337, PRECISION_RECALL_MIN_DEN: 0.0003375, RECALL: 0.0003375, MAP: 0.0000622, MRR: 0.0000622, NDCG: 0.0001235, F1: 0.0000614, HIT_RATE: 0.0003375, ARHR: 0.0000622, RMSE: 1.8100528, NOVELTY: 0.0096780, AVERAGE_POPULARITY: 0.0023991, DIVERSITY_MEAN_INTER_LIST: 0.9807816, DIVERSITY_HERFINDAHL: 0.9980738, COVERAGE_ITEM: 0.1394323, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.5427270, SHANNON_ENTROPY: 10.5508816, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 125, 'shrink': 66, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9855364834142002, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0605168, PRECISION: 0.0084613, PRECISION_RECALL_MIN_DEN: 0.0846130, RECALL: 0.0846130, MAP: 0.0432125, MRR: 0.0432125, NDCG: 0.0529736, F1: 0.0153842, HIT_RATE: 0.0846130, ARHR: 0.0432125, RMSE: 12.1110165, NOVELTY: 0.0057287, AVERAGE_POPULARITY: 0.4577850, DIVERSITY_MEAN_INTER_LIST: 0.9502271, DIVERSITY_HERFINDAHL: 0.9950185, COVERAGE_ITEM: 0.4991079, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1210967, SHANNON_ENTROPY: 9.4187092, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0347010545209847, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8522492463625089, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0584751, PRECISION: 0.0078325, PRECISION_RECALL_MIN_DEN: 0.0783250, RECALL: 0.0783250, MAP: 0.0420466, MRR: 0.0420466, NDCG: 0.0506755, F1: 0.0142409, HIT_RATE: 0.0783250, ARHR: 0.0420466, RMSE: 0.9464935, NOVELTY: 0.0072428, AVERAGE_POPULARITY: 0.1402630, DIVERSITY_MEAN_INTER_LIST: 0.9938061, DIVERSITY_HERFINDAHL: 0.9993762, COVERAGE_ITEM: 0.6829305, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3384191, SHANNON_ENTROPY: 12.1373226, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: New best config found. Config 80: {'topK': 69, 'shrink': 23, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.014924534601656884, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0641029, PRECISION: 0.0090031, PRECISION_RECALL_MIN_DEN: 0.0900306, RECALL: 0.0900306, MAP: 0.0453967, MRR: 0.0453967, NDCG: 0.0559218, F1: 0.0163692, HIT_RATE: 0.0900306, ARHR: 0.0453967, RMSE: 0.9658960, NOVELTY: 0.0059749, AVERAGE_POPULARITY: 0.3619567, DIVERSITY_MEAN_INTER_LIST: 0.9750850, DIVERSITY_HERFINDAHL: 0.9975042, COVERAGE_ITEM: 0.5095431, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1351245, SHANNON_ENTROPY: 10.1170600, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0614681, PRECISION: 0.0081265, PRECISION_RECALL_MIN_DEN: 0.0812647, RECALL: 0.0812647, MAP: 0.0444441, MRR: 0.0444441, NDCG: 0.0532236, F1: 0.0147754, HIT_RATE: 0.0812647, ARHR: 0.0444441, RMSE: 0.9536442, NOVELTY: 0.0070933, AVERAGE_POPULARITY: 0.1646265, DIVERSITY_MEAN_INTER_LIST: 0.9876129, DIVERSITY_HERFINDAHL: 0.9987569, COVERAGE_ITEM: 0.6997783, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3095651, SHANNON_ENTROPY: 11.7824264, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 113, 'shrink': 1997, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.11129984644387972, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0474049, PRECISION: 0.0066904, PRECISION_RECALL_MIN_DEN: 0.0669035, RECALL: 0.0669035, MAP: 0.0344064, MRR: 0.0344064, NDCG: 0.0420391, F1: 0.0121643, HIT_RATE: 0.0669035, ARHR: 0.0344064, RMSE: 0.9872980, NOVELTY: 0.0053983, AVERAGE_POPULARITY: 0.5969524, DIVERSITY_MEAN_INTER_LIST: 0.8745932, DIVERSITY_HERFINDAHL: 0.9874554, COVERAGE_ITEM: 0.4235956, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0823541, SHANNON_ENTROPY: 8.1241214, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0614681, PRECISION: 0.0081265, PRECISION_RECALL_MIN_DEN: 0.0812647, RECALL: 0.0812647, MAP: 0.0444441, MRR: 0.0444441, NDCG: 0.0532236, F1: 0.0147754, HIT_RATE: 0.0812647, ARHR: 0.0444441, RMSE: 0.9536442, NOVELTY: 0.0070933, AVERAGE_POPULARITY: 0.1646265, DIVERSITY_MEAN_INTER_LIST: 0.9876129, DIVERSITY_HERFINDAHL: 0.9987569, COVERAGE_ITEM: 0.6997783, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3095651, SHANNON_ENTROPY: 11.7824264, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 19, 'shrink': 14, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06460554295841338, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0626996, PRECISION: 0.0087109, PRECISION_RECALL_MIN_DEN: 0.0871087, RECALL: 0.0871087, MAP: 0.0445075, MRR: 0.0445075, NDCG: 0.0545760, F1: 0.0158379, HIT_RATE: 0.0871087, ARHR: 0.0445075, RMSE: 37.3722780, NOVELTY: 0.0060621, AVERAGE_POPULARITY: 0.3441202, DIVERSITY_MEAN_INTER_LIST: 0.9774338, DIVERSITY_HERFINDAHL: 0.9977390, COVERAGE_ITEM: 0.5713760, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1630934, SHANNON_ENTROPY: 10.3856329, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 166, 'shrink': 1993, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9167167737409139, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0509071, PRECISION: 0.0068538, PRECISION_RECALL_MIN_DEN: 0.0685377, RECALL: 0.0685377, MAP: 0.0363672, MRR: 0.0363672, NDCG: 0.0440214, F1: 0.0124614, HIT_RATE: 0.0685377, ARHR: 0.0363672, RMSE: 0.7580203, NOVELTY: 0.0068524, AVERAGE_POPULARITY: 0.1273542, DIVERSITY_MEAN_INTER_LIST: 0.9928160, DIVERSITY_HERFINDAHL: 0.9992772, COVERAGE_ITEM: 0.6797621, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2415503, SHANNON_ENTROPY: 11.6858295, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0508736, PRECISION: 0.0069879, PRECISION_RECALL_MIN_DEN: 0.0698788, RECALL: 0.0698788, MAP: 0.0366292, MRR: 0.0366292, NDCG: 0.0444899, F1: 0.0127052, HIT_RATE: 0.0698788, ARHR: 0.0366292, RMSE: 9.2206315, NOVELTY: 0.0061338, AVERAGE_POPULARITY: 0.3439254, DIVERSITY_MEAN_INTER_LIST: 0.9765713, DIVERSITY_HERFINDAHL: 0.9976528, COVERAGE_ITEM: 0.5848067, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1578653, SHANNON_ENTROPY: 10.3596369, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 88, 'shrink': 1973, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9456900603091973, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0592241, PRECISION: 0.0082251, PRECISION_RECALL_MIN_DEN: 0.0822505, RECALL: 0.0822505, MAP: 0.0427053, MRR: 0.0427053, NDCG: 0.0520305, F1: 0.0149546, HIT_RATE: 0.0822505, ARHR: 0.0427053, RMSE: 1.1188956, NOVELTY: 0.0056524, AVERAGE_POPULARITY: 0.4695430, DIVERSITY_MEAN_INTER_LIST: 0.9484452, DIVERSITY_HERFINDAHL: 0.9948403, COVERAGE_ITEM: 0.4565558, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1036437, SHANNON_ENTROPY: 9.2456264, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 883, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0418728, PRECISION: 0.0057614, PRECISION_RECALL_MIN_DEN: 0.0576136, RECALL: 0.0576136, MAP: 0.0301397, MRR: 0.0301397, NDCG: 0.0366336, F1: 0.0104752, HIT_RATE: 0.0576136, ARHR: 0.0301397, RMSE: 0.8349201, NOVELTY: 0.0070008, AVERAGE_POPULARITY: 0.1479365, DIVERSITY_MEAN_INTER_LIST: 0.9963412, DIVERSITY_HERFINDAHL: 0.9996297, COVERAGE_ITEM: 0.7301108, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3955480, SHANNON_ENTROPY: 12.5999161, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 48, 'shrink': 1059, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.050731744690862404, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0618806, PRECISION: 0.0086247, PRECISION_RECALL_MIN_DEN: 0.0862472, RECALL: 0.0862472, MAP: 0.0439935, MRR: 0.0439935, NDCG: 0.0539691, F1: 0.0156813, HIT_RATE: 0.0862472, ARHR: 0.0439935, RMSE: 1.0480104, NOVELTY: 0.0058969, AVERAGE_POPULARITY: 0.3961016, DIVERSITY_MEAN_INTER_LIST: 0.9674555, DIVERSITY_HERFINDAHL: 0.9967413, COVERAGE_ITEM: 0.5327278, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1427133, SHANNON_ENTROPY: 9.9495331, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 164, 'shrink': 1967, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.02244021842605393, 'feature_weighting': 'none'} - results: ROC_AUC: 0.0471770, PRECISION: 0.0066717, PRECISION_RECALL_MIN_DEN: 0.0667170, RECALL: 0.0667170, MAP: 0.0341076, MRR: 0.0341076, NDCG: 0.0417635, F1: 0.0121304, HIT_RATE: 0.0667170, ARHR: 0.0341076, RMSE: 0.9883014, NOVELTY: 0.0053305, AVERAGE_POPULARITY: 0.6243523, DIVERSITY_MEAN_INTER_LIST: 0.8576446, DIVERSITY_HERFINDAHL: 0.9857607, COVERAGE_ITEM: 0.3841363, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0711043, SHANNON_ENTROPY: 7.7929167, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 7, 'shrink': 1220, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.986528431263735, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629246, PRECISION: 0.0086851, PRECISION_RECALL_MIN_DEN: 0.0868511, RECALL: 0.0868511, MAP: 0.0447112, MRR: 0.0447112, NDCG: 0.0546828, F1: 0.0157911, HIT_RATE: 0.0868511, ARHR: 0.0447112, RMSE: 1.0630381, NOVELTY: 0.0062553, AVERAGE_POPULARITY: 0.2953845, DIVERSITY_MEAN_INTER_LIST: 0.9839541, DIVERSITY_HERFINDAHL: 0.9983910, COVERAGE_ITEM: 0.6220925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1852619, SHANNON_ENTROPY: 10.8027757, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 27, 'shrink': 15, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.999790866407935, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0615628, PRECISION: 0.0085537, PRECISION_RECALL_MIN_DEN: 0.0855367, RECALL: 0.0855367, MAP: 0.0441974, MRR: 0.0441974, NDCG: 0.0539506, F1: 0.0155521, HIT_RATE: 0.0855367, ARHR: 0.0441974, RMSE: 79.0644990, NOVELTY: 0.0058847, AVERAGE_POPULARITY: 0.3827035, DIVERSITY_MEAN_INTER_LIST: 0.9719892, DIVERSITY_HERFINDAHL: 0.9971946, COVERAGE_ITEM: 0.5295053, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1298532, SHANNON_ENTROPY: 10.0079008, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 41, 'shrink': 1984, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6755738102201908, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0621085, PRECISION: 0.0086292, PRECISION_RECALL_MIN_DEN: 0.0862916, RECALL: 0.0862916, MAP: 0.0441545, MRR: 0.0441545, NDCG: 0.0541082, F1: 0.0156894, HIT_RATE: 0.0862916, ARHR: 0.0441545, RMSE: 0.9266006, NOVELTY: 0.0059254, AVERAGE_POPULARITY: 0.3865093, DIVERSITY_MEAN_INTER_LIST: 0.9695537, DIVERSITY_HERFINDAHL: 0.9969511, COVERAGE_ITEM: 0.5381346, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1464053, SHANNON_ENTROPY: 10.0287551, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 780, 'shrink': 1999, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.02834236378814104, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0530485, PRECISION: 0.0074675, PRECISION_RECALL_MIN_DEN: 0.0746747, RECALL: 0.0746747, MAP: 0.0383819, MRR: 0.0383819, NDCG: 0.0469136, F1: 0.0135772, HIT_RATE: 0.0746747, ARHR: 0.0383819, RMSE: 0.8059832, NOVELTY: 0.0054211, AVERAGE_POPULARITY: 0.5747943, DIVERSITY_MEAN_INTER_LIST: 0.8958104, DIVERSITY_HERFINDAHL: 0.9895771, COVERAGE_ITEM: 0.3946580, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0799207, SHANNON_ENTROPY: 8.2566832, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 5, 'shrink': 1587, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602395, PRECISION: 0.0078813, PRECISION_RECALL_MIN_DEN: 0.0788134, RECALL: 0.0788134, MAP: 0.0436560, MRR: 0.0436560, NDCG: 0.0520566, F1: 0.0143297, HIT_RATE: 0.0788134, ARHR: 0.0436560, RMSE: 0.9538076, NOVELTY: 0.0072091, AVERAGE_POPULARITY: 0.1507460, DIVERSITY_MEAN_INTER_LIST: 0.9859751, DIVERSITY_HERFINDAHL: 0.9985931, COVERAGE_ITEM: 0.7091106, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3227152, SHANNON_ENTROPY: 11.8301681, 
