CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0504127, PRECISION: 0.0069994, PRECISION_RECALL_MIN_DEN: 0.0699942, RECALL: 0.0699942, MAP: 0.0365685, MRR: 0.0365685, NDCG: 0.0444442, F1: 0.0127262, HIT_RATE: 0.0699942, ARHR: 0.0365685, RMSE: 0.9737187, NOVELTY: 0.0052588, AVERAGE_POPULARITY: 0.6366581, DIVERSITY_MEAN_INTER_LIST: 0.8467429, DIVERSITY_HERFINDAHL: 0.9846705, COVERAGE_ITEM: 0.2884672, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0581329, SHANNON_ENTROPY: 7.4715007, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 36, 'shrink': 6, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0622645, PRECISION: 0.0084640, PRECISION_RECALL_MIN_DEN: 0.0846396, RECALL: 0.0846396, MAP: 0.0447901, MRR: 0.0447901, NDCG: 0.0542375, F1: 0.0153890, HIT_RATE: 0.0846396, ARHR: 0.0447901, RMSE: 0.9727595, NOVELTY: 0.0067635, AVERAGE_POPULARITY: 0.2492589, DIVERSITY_MEAN_INTER_LIST: 0.9878127, DIVERSITY_HERFINDAHL: 0.9987769, COVERAGE_ITEM: 0.7393458, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2661330, SHANNON_ENTROPY: 11.5385663, 
CrossSearchBayesianSkopt: New best config found. Config 71: {'topK': 11, 'shrink': 9, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0645973, PRECISION: 0.0088725, PRECISION_RECALL_MIN_DEN: 0.0887251, RECALL: 0.0887251, MAP: 0.0463376, MRR: 0.0463376, NDCG: 0.0563664, F1: 0.0161318, HIT_RATE: 0.0887251, ARHR: 0.0463376, RMSE: 0.9793974, NOVELTY: 0.0067622, AVERAGE_POPULARITY: 0.2204151, DIVERSITY_MEAN_INTER_LIST: 0.9902206, DIVERSITY_HERFINDAHL: 0.9990177, COVERAGE_ITEM: 0.7328575, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2651516, SHANNON_ENTROPY: 11.6226576, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 10, 'shrink': 1, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0580014, PRECISION: 0.0080385, PRECISION_RECALL_MIN_DEN: 0.0803855, RECALL: 0.0803855, MAP: 0.0417295, MRR: 0.0417295, NDCG: 0.0508525, F1: 0.0146155, HIT_RATE: 0.0803855, ARHR: 0.0417295, RMSE: 0.9789547, NOVELTY: 0.0073103, AVERAGE_POPULARITY: 0.1720053, DIVERSITY_MEAN_INTER_LIST: 0.9932949, DIVERSITY_HERFINDAHL: 0.9993251, COVERAGE_ITEM: 0.7440606, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3613762, SHANNON_ENTROPY: 12.2164770, 
CrossSearchBayesianSkopt: New best config found. Config 73: {'topK': 7, 'shrink': 15, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0658861, PRECISION: 0.0090510, PRECISION_RECALL_MIN_DEN: 0.0905102, RECALL: 0.0905102, MAP: 0.0471287, MRR: 0.0471287, NDCG: 0.0573939, F1: 0.0164564, HIT_RATE: 0.0905102, ARHR: 0.0471287, RMSE: 0.9815488, NOVELTY: 0.0065978, AVERAGE_POPULARITY: 0.2267344, DIVERSITY_MEAN_INTER_LIST: 0.9887683, DIVERSITY_HERFINDAHL: 0.9988724, COVERAGE_ITEM: 0.6903920, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2168520, SHANNON_ENTROPY: 11.3065141, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 5, 'shrink': 7, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0641769, PRECISION: 0.0087713, PRECISION_RECALL_MIN_DEN: 0.0877126, RECALL: 0.0877126, MAP: 0.0461088, MRR: 0.0461088, NDCG: 0.0559611, F1: 0.0159477, HIT_RATE: 0.0877126, ARHR: 0.0461088, RMSE: 0.9820381, NOVELTY: 0.0068629, AVERAGE_POPULARITY: 0.1945653, DIVERSITY_MEAN_INTER_LIST: 0.9878949, DIVERSITY_HERFINDAHL: 0.9987851, COVERAGE_ITEM: 0.7070019, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2586220, SHANNON_ENTROPY: 11.5297613, 
CrossSearchBayesianSkopt: New best config found. Config 75: {'topK': 10, 'shrink': 21, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0661456, PRECISION: 0.0091523, PRECISION_RECALL_MIN_DEN: 0.0915227, RECALL: 0.0915227, MAP: 0.0472014, MRR: 0.0472014, NDCG: 0.0576761, F1: 0.0166405, HIT_RATE: 0.0915227, ARHR: 0.0472014, RMSE: 0.9806789, NOVELTY: 0.0064178, AVERAGE_POPULARITY: 0.2535938, DIVERSITY_MEAN_INTER_LIST: 0.9877716, DIVERSITY_HERFINDAHL: 0.9987728, COVERAGE_ITEM: 0.6640714, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1940121, SHANNON_ENTROPY: 11.1087007, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 955, 'shrink': 7, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0606658, PRECISION: 0.0082366, PRECISION_RECALL_MIN_DEN: 0.0823660, RECALL: 0.0823660, MAP: 0.0439592, MRR: 0.0439592, NDCG: 0.0530570, F1: 0.0149756, HIT_RATE: 0.0823660, ARHR: 0.0439592, RMSE: 0.9243167, NOVELTY: 0.0061803, AVERAGE_POPULARITY: 0.3713133, DIVERSITY_MEAN_INTER_LIST: 0.9591001, DIVERSITY_HERFINDAHL: 0.9959057, COVERAGE_ITEM: 0.7004488, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1837759, SHANNON_ENTROPY: 10.3242149, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 982, 'shrink': 9, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0609697, PRECISION: 0.0082828, PRECISION_RECALL_MIN_DEN: 0.0828278, RECALL: 0.0828278, MAP: 0.0441604, MRR: 0.0441604, NDCG: 0.0533201, F1: 0.0150596, HIT_RATE: 0.0828278, ARHR: 0.0441604, RMSE: 0.9243084, NOVELTY: 0.0061097, AVERAGE_POPULARITY: 0.3799679, DIVERSITY_MEAN_INTER_LIST: 0.9573156, DIVERSITY_HERFINDAHL: 0.9957273, COVERAGE_ITEM: 0.6829954, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1724819, SHANNON_ENTROPY: 10.2066944, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 975, 'shrink': 5, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0601783, PRECISION: 0.0081806, PRECISION_RECALL_MIN_DEN: 0.0818065, RECALL: 0.0818065, MAP: 0.0436681, MRR: 0.0436681, NDCG: 0.0526991, F1: 0.0148739, HIT_RATE: 0.0818065, ARHR: 0.0436681, RMSE: 0.9233486, NOVELTY: 0.0062678, AVERAGE_POPULARITY: 0.3613037, DIVERSITY_MEAN_INTER_LIST: 0.9608873, DIVERSITY_HERFINDAHL: 0.9960845, COVERAGE_ITEM: 0.7165072, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1972020, SHANNON_ENTROPY: 10.4552951, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 943, 'shrink': 1, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0575751, PRECISION: 0.0078636, PRECISION_RECALL_MIN_DEN: 0.0786358, RECALL: 0.0786358, MAP: 0.0415522, MRR: 0.0415522, NDCG: 0.0503308, F1: 0.0142974, HIT_RATE: 0.0786358, ARHR: 0.0415522, RMSE: 0.9227382, NOVELTY: 0.0065726, AVERAGE_POPULARITY: 0.3265716, DIVERSITY_MEAN_INTER_LIST: 0.9673314, DIVERSITY_HERFINDAHL: 0.9967288, COVERAGE_ITEM: 0.7415301, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2394643, SHANNON_ENTROPY: 10.8723347, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 994, 'shrink': 12, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0611434, PRECISION: 0.0083023, PRECISION_RECALL_MIN_DEN: 0.0830232, RECALL: 0.0830232, MAP: 0.0442528, MRR: 0.0442528, NDCG: 0.0534401, F1: 0.0150951, HIT_RATE: 0.0830232, ARHR: 0.0442528, RMSE: 0.9248301, NOVELTY: 0.0060308, AVERAGE_POPULARITY: 0.3900886, DIVERSITY_MEAN_INTER_LIST: 0.9552357, DIVERSITY_HERFINDAHL: 0.9955193, COVERAGE_ITEM: 0.6555826, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1596190, SHANNON_ENTROPY: 10.0651812, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 15, 'shrink': 1, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0573284, PRECISION: 0.0078689, PRECISION_RECALL_MIN_DEN: 0.0786891, RECALL: 0.0786891, MAP: 0.0413255, MRR: 0.0413255, NDCG: 0.0501605, F1: 0.0143071, HIT_RATE: 0.0786891, ARHR: 0.0413255, RMSE: 0.9772321, NOVELTY: 0.0073561, AVERAGE_POPULARITY: 0.1761691, DIVERSITY_MEAN_INTER_LIST: 0.9934255, DIVERSITY_HERFINDAHL: 0.9993381, COVERAGE_ITEM: 0.7465045, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3620222, SHANNON_ENTROPY: 12.2524956, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 1000, 'shrink': 8, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0608424, PRECISION: 0.0082615, PRECISION_RECALL_MIN_DEN: 0.0826147, RECALL: 0.0826147, MAP: 0.0440358, MRR: 0.0440358, NDCG: 0.0531768, F1: 0.0150209, HIT_RATE: 0.0826147, ARHR: 0.0440358, RMSE: 0.9236957, NOVELTY: 0.0061402, AVERAGE_POPULARITY: 0.3763627, DIVERSITY_MEAN_INTER_LIST: 0.9579163, DIVERSITY_HERFINDAHL: 0.9957874, COVERAGE_ITEM: 0.6914193, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1772277, SHANNON_ENTROPY: 10.2555418, 
CrossSearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 991, 'shrink': 11, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0610901, PRECISION: 0.0082952, PRECISION_RECALL_MIN_DEN: 0.0829522, RECALL: 0.0829522, MAP: 0.0442218, MRR: 0.0442218, NDCG: 0.0533996, F1: 0.0150822, HIT_RATE: 0.0829522, ARHR: 0.0442218, RMSE: 0.9246465, NOVELTY: 0.0060547, AVERAGE_POPULARITY: 0.3869517, DIVERSITY_MEAN_INTER_LIST: 0.9558826, DIVERSITY_HERFINDAHL: 0.9955840, COVERAGE_ITEM: 0.6655204, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1633554, SHANNON_ENTROPY: 10.1095073, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 10, 'shrink': 1996, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0547765, PRECISION: 0.0075430, PRECISION_RECALL_MIN_DEN: 0.0754296, RECALL: 0.0754296, MAP: 0.0393254, MRR: 0.0393254, NDCG: 0.0478572, F1: 0.0137145, HIT_RATE: 0.0754296, ARHR: 0.0393254, RMSE: 0.9960281, NOVELTY: 0.0059435, AVERAGE_POPULARITY: 0.3777123, DIVERSITY_MEAN_INTER_LIST: 0.9726510, DIVERSITY_HERFINDAHL: 0.9972608, COVERAGE_ITEM: 0.5477156, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1383898, SHANNON_ENTROPY: 10.0740997, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 10, 'shrink': 1999, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0547705, PRECISION: 0.0075439, PRECISION_RECALL_MIN_DEN: 0.0754385, RECALL: 0.0754385, MAP: 0.0393128, MRR: 0.0393128, NDCG: 0.0478497, F1: 0.0137161, HIT_RATE: 0.0754385, ARHR: 0.0393128, RMSE: 0.9960325, NOVELTY: 0.0059435, AVERAGE_POPULARITY: 0.3777344, DIVERSITY_MEAN_INTER_LIST: 0.9726463, DIVERSITY_HERFINDAHL: 0.9972603, COVERAGE_ITEM: 0.5477264, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1383870, SHANNON_ENTROPY: 10.0739616, 
CrossSearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 989, 'shrink': 3, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0593405, PRECISION: 0.0080670, PRECISION_RECALL_MIN_DEN: 0.0806697, RECALL: 0.0806697, MAP: 0.0429891, MRR: 0.0429891, NDCG: 0.0519134, F1: 0.0146672, HIT_RATE: 0.0806697, ARHR: 0.0429891, RMSE: 0.9224568, NOVELTY: 0.0063887, AVERAGE_POPULARITY: 0.3476736, DIVERSITY_MEAN_INTER_LIST: 0.9633205, DIVERSITY_HERFINDAHL: 0.9963278, COVERAGE_ITEM: 0.7302947, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2147852, SHANNON_ENTROPY: 10.6252679, 
CrossSearchBayesianSkopt: Config 94 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 986, 'shrink': 8, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0608267, PRECISION: 0.0082553, PRECISION_RECALL_MIN_DEN: 0.0825525, RECALL: 0.0825525, MAP: 0.0440262, MRR: 0.0440262, NDCG: 0.0531550, F1: 0.0150095, HIT_RATE: 0.0825525, ARHR: 0.0440262, RMSE: 0.9239723, NOVELTY: 0.0061414, AVERAGE_POPULARITY: 0.3761391, DIVERSITY_MEAN_INTER_LIST: 0.9580366, DIVERSITY_HERFINDAHL: 0.9957994, COVERAGE_ITEM: 0.6919708, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1774300, SHANNON_ENTROPY: 10.2588230, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 11, 'shrink': 1996, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0546146, PRECISION: 0.0075066, PRECISION_RECALL_MIN_DEN: 0.0750655, RECALL: 0.0750655, MAP: 0.0392030, MRR: 0.0392030, NDCG: 0.0476814, F1: 0.0136483, HIT_RATE: 0.0750655, ARHR: 0.0392030, RMSE: 0.9959064, NOVELTY: 0.0059251, AVERAGE_POPULARITY: 0.3835876, DIVERSITY_MEAN_INTER_LIST: 0.9716349, DIVERSITY_HERFINDAHL: 0.9971592, COVERAGE_ITEM: 0.5498135, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1364472, SHANNON_ENTROPY: 10.0373575, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 988, 'shrink': 1992, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0456000, PRECISION: 0.0064026, PRECISION_RECALL_MIN_DEN: 0.0640259, RECALL: 0.0640259, MAP: 0.0330539, MRR: 0.0330539, NDCG: 0.0403356, F1: 0.0116411, HIT_RATE: 0.0640259, ARHR: 0.0330539, RMSE: 0.9850017, NOVELTY: 0.0051430, AVERAGE_POPULARITY: 0.7034127, DIVERSITY_MEAN_INTER_LIST: 0.7700542, DIVERSITY_HERFINDAHL: 0.9770020, COVERAGE_ITEM: 0.2480562, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0451381, SHANNON_ENTROPY: 6.7339650, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 992, 'shrink': 10, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0610566, PRECISION: 0.0082899, PRECISION_RECALL_MIN_DEN: 0.0828989, RECALL: 0.0828989, MAP: 0.0441836, MRR: 0.0441836, NDCG: 0.0533576, F1: 0.0150725, HIT_RATE: 0.0828989, ARHR: 0.0441836, RMSE: 0.9243769, NOVELTY: 0.0060801, AVERAGE_POPULARITY: 0.3837431, DIVERSITY_MEAN_INTER_LIST: 0.9565141, DIVERSITY_HERFINDAHL: 0.9956472, COVERAGE_ITEM: 0.6740957, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1675618, SHANNON_ENTROPY: 10.1544934, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 1000, 'shrink': 0, 'normalize': False, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0562725, PRECISION: 0.0077126, PRECISION_RECALL_MIN_DEN: 0.0771260, RECALL: 0.0771260, MAP: 0.0404326, MRR: 0.0404326, NDCG: 0.0491176, F1: 0.0140229, HIT_RATE: 0.0771260, ARHR: 0.0404326, RMSE: 0.9211689, NOVELTY: 0.0066861, AVERAGE_POPULARITY: 0.3136874, DIVERSITY_MEAN_INTER_LIST: 0.9694520, DIVERSITY_HERFINDAHL: 0.9969409, COVERAGE_ITEM: 0.7451527, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2528760, SHANNON_ENTROPY: 11.0099981, 
CrossSearchBayesianSkopt: Config 102 is suboptimal. Config: {'topK': 15, 'shrink': 1996, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0543314, PRECISION: 0.0075465, PRECISION_RECALL_MIN_DEN: 0.0754652, RECALL: 0.0754652, MAP: 0.0390331, MRR: 0.0390331, NDCG: 0.0476278, F1: 0.0137209, HIT_RATE: 0.0754652, ARHR: 0.0390331, RMSE: 0.9954672, NOVELTY: 0.0058645, AVERAGE_POPULARITY: 0.4037817, DIVERSITY_MEAN_INTER_LIST: 0.9675389, DIVERSITY_HERFINDAHL: 0.9967496, COVERAGE_ITEM: 0.5532739, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1302701, SHANNON_ENTROPY: 9.8985970, 
CrossSearchBayesianSkopt: Config 103 is suboptimal. Config: {'topK': 975, 'shrink': 13, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0612007, PRECISION: 0.0083121, PRECISION_RECALL_MIN_DEN: 0.0831209, RECALL: 0.0831209, MAP: 0.0442823, MRR: 0.0442823, NDCG: 0.0534850, F1: 0.0151129, HIT_RATE: 0.0831209, ARHR: 0.0442823, RMSE: 0.9254271, NOVELTY: 0.0060107, AVERAGE_POPULARITY: 0.3926272, DIVERSITY_MEAN_INTER_LIST: 0.9548169, DIVERSITY_HERFINDAHL: 0.9954774, COVERAGE_ITEM: 0.6468559, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1564194, SHANNON_ENTROPY: 10.0288476, 
CrossSearchBayesianSkopt: Config 104 is suboptimal. Config: {'topK': 5, 'shrink': 0, 'normalize': True, 'similarity': 'jaccard'} - results: ROC_AUC: 0.0583784, PRECISION: 0.0081869, PRECISION_RECALL_MIN_DEN: 0.0818686, RECALL: 0.0818686, MAP: 0.0412699, MRR: 0.0412699, NDCG: 0.0508485, F1: 0.0148852, HIT_RATE: 0.0818686, ARHR: 0.0412699, RMSE: 0.9813249, NOVELTY: 0.0071830, AVERAGE_POPULARITY: 0.1692867, DIVERSITY_MEAN_INTER_LIST: 0.9887920, DIVERSITY_HERFINDAHL: 0.9988748, COVERAGE_ITEM: 0.7185077, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3210039, SHANNON_ENTROPY: 11.8798610, 
