CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 624, 'shrink': 787, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0464822, PRECISION: 0.0065465, PRECISION_RECALL_MIN_DEN: 0.0654647, RECALL: 0.0654647, MAP: 0.0337144, MRR: 0.0337144, NDCG: 0.0411735, F1: 0.0119027, HIT_RATE: 0.0654647, ARHR: 0.0337144, RMSE: 0.9662823, NOVELTY: 0.0051831, AVERAGE_POPULARITY: 0.6847640, DIVERSITY_MEAN_INTER_LIST: 0.7983775, DIVERSITY_HERFINDAHL: 0.9798342, COVERAGE_ITEM: 0.2822925, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0498951, SHANNON_ENTROPY: 6.9912707, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 169, 'shrink': 172, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0564018, PRECISION: 0.0078334, PRECISION_RECALL_MIN_DEN: 0.0783339, RECALL: 0.0783339, MAP: 0.0405682, MRR: 0.0405682, NDCG: 0.0494773, F1: 0.0142425, HIT_RATE: 0.0783339, ARHR: 0.0405682, RMSE: 0.9433857, NOVELTY: 0.0055147, AVERAGE_POPULARITY: 0.5110037, DIVERSITY_MEAN_INTER_LIST: 0.9355022, DIVERSITY_HERFINDAHL: 0.9935461, COVERAGE_ITEM: 0.3743390, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0856294, SHANNON_ENTROPY: 8.7499608, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 402, 'shrink': 963, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0438316, PRECISION: 0.0062054, PRECISION_RECALL_MIN_DEN: 0.0620543, RECALL: 0.0620543, MAP: 0.0316666, MRR: 0.0316666, NDCG: 0.0388017, F1: 0.0112826, HIT_RATE: 0.0620543, ARHR: 0.0316666, RMSE: 0.9641032, NOVELTY: 0.0051733, AVERAGE_POPULARITY: 0.6966361, DIVERSITY_MEAN_INTER_LIST: 0.7768336, DIVERSITY_HERFINDAHL: 0.9776799, COVERAGE_ITEM: 0.2909543, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0543548, SHANNON_ENTROPY: 6.9193683, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: New best config found. Config 72: {'topK': 14, 'shrink': 1990, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628792, PRECISION: 0.0087233, PRECISION_RECALL_MIN_DEN: 0.0872330, RECALL: 0.0872330, MAP: 0.0446715, MRR: 0.0446715, NDCG: 0.0547316, F1: 0.0158605, HIT_RATE: 0.0872330, ARHR: 0.0446715, RMSE: 0.9637157, NOVELTY: 0.0061190, AVERAGE_POPULARITY: 0.3283345, DIVERSITY_MEAN_INTER_LIST: 0.9798096, DIVERSITY_HERFINDAHL: 0.9979766, COVERAGE_ITEM: 0.5870451, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1699552, SHANNON_ENTROPY: 10.5212168, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 960, 'shrink': 1984, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0612165, PRECISION: 0.0084391, PRECISION_RECALL_MIN_DEN: 0.0843910, RECALL: 0.0843910, MAP: 0.0438629, MRR: 0.0438629, NDCG: 0.0534444, F1: 0.0153438, HIT_RATE: 0.0843910, ARHR: 0.0438629, RMSE: 0.8081476, NOVELTY: 0.0060962, AVERAGE_POPULARITY: 0.3872572, DIVERSITY_MEAN_INTER_LIST: 0.9644572, DIVERSITY_HERFINDAHL: 0.9964414, COVERAGE_ITEM: 0.6133550, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1978912, SHANNON_ENTROPY: 10.3529179, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 20, 'shrink': 1995, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0627105, PRECISION: 0.0087242, PRECISION_RECALL_MIN_DEN: 0.0872419, RECALL: 0.0872419, MAP: 0.0445517, MRR: 0.0445517, NDCG: 0.0546368, F1: 0.0158622, HIT_RATE: 0.0872419, ARHR: 0.0445517, RMSE: 0.9527970, NOVELTY: 0.0060526, AVERAGE_POPULARITY: 0.3468300, DIVERSITY_MEAN_INTER_LIST: 0.9770036, DIVERSITY_HERFINDAHL: 0.9976960, COVERAGE_ITEM: 0.5685537, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1619707, SHANNON_ENTROPY: 10.3624097, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 5, 'shrink': 1507, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0587849, PRECISION: 0.0078076, PRECISION_RECALL_MIN_DEN: 0.0780763, RECALL: 0.0780763, MAP: 0.0424756, MRR: 0.0424756, NDCG: 0.0509548, F1: 0.0141957, HIT_RATE: 0.0780763, ARHR: 0.0424756, RMSE: 0.9492001, NOVELTY: 0.0073195, AVERAGE_POPULARITY: 0.1378625, DIVERSITY_MEAN_INTER_LIST: 0.9931589, DIVERSITY_HERFINDAHL: 0.9993115, COVERAGE_ITEM: 0.7018546, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3526463, SHANNON_ENTROPY: 12.1871990, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 5, 'shrink': 1539, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0589004, PRECISION: 0.0078254, PRECISION_RECALL_MIN_DEN: 0.0782539, RECALL: 0.0782539, MAP: 0.0425491, MRR: 0.0425491, NDCG: 0.0510530, F1: 0.0142280, HIT_RATE: 0.0782539, ARHR: 0.0425491, RMSE: 0.9492210, NOVELTY: 0.0073078, AVERAGE_POPULARITY: 0.1390336, DIVERSITY_MEAN_INTER_LIST: 0.9931505, DIVERSITY_HERFINDAHL: 0.9993106, COVERAGE_ITEM: 0.7011408, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3512967, SHANNON_ENTROPY: 12.1788759, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 48, 'shrink': 1991, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0605918, PRECISION: 0.0084276, PRECISION_RECALL_MIN_DEN: 0.0842755, RECALL: 0.0842755, MAP: 0.0435088, MRR: 0.0435088, NDCG: 0.0531242, F1: 0.0153228, HIT_RATE: 0.0842755, ARHR: 0.0435088, RMSE: 1.0572222, NOVELTY: 0.0057745, AVERAGE_POPULARITY: 0.4223563, DIVERSITY_MEAN_INTER_LIST: 0.9627961, DIVERSITY_HERFINDAHL: 0.9962753, COVERAGE_ITEM: 0.4929224, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1174970, SHANNON_ENTROPY: 9.6660712, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 972, 'shrink': 1988, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0612066, PRECISION: 0.0084284, PRECISION_RECALL_MIN_DEN: 0.0842844, RECALL: 0.0842844, MAP: 0.0438454, MRR: 0.0438454, NDCG: 0.0534081, F1: 0.0153244, HIT_RATE: 0.0842844, ARHR: 0.0438454, RMSE: 0.8077341, NOVELTY: 0.0060927, AVERAGE_POPULARITY: 0.3882459, DIVERSITY_MEAN_INTER_LIST: 0.9642103, DIVERSITY_HERFINDAHL: 0.9964168, COVERAGE_ITEM: 0.6129224, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1972446, SHANNON_ENTROPY: 10.3434076, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 978, 'shrink': 19, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573432, PRECISION: 0.0079959, PRECISION_RECALL_MIN_DEN: 0.0799591, RECALL: 0.0799591, MAP: 0.0411173, MRR: 0.0411173, NDCG: 0.0502765, F1: 0.0145380, HIT_RATE: 0.0799591, ARHR: 0.0411173, RMSE: 64.5086105, NOVELTY: 0.0054399, AVERAGE_POPULARITY: 0.5808339, DIVERSITY_MEAN_INTER_LIST: 0.8898546, DIVERSITY_HERFINDAHL: 0.9889815, COVERAGE_ITEM: 0.4344093, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0839711, SHANNON_ENTROPY: 8.2506968, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 958, 'shrink': 1987, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573649, PRECISION: 0.0079933, PRECISION_RECALL_MIN_DEN: 0.0799325, RECALL: 0.0799325, MAP: 0.0411395, MRR: 0.0411395, NDCG: 0.0502879, F1: 0.0145332, HIT_RATE: 0.0799325, ARHR: 0.0411395, RMSE: 0.8178662, NOVELTY: 0.0054419, AVERAGE_POPULARITY: 0.5799460, DIVERSITY_MEAN_INTER_LIST: 0.8904370, DIVERSITY_HERFINDAHL: 0.9890397, COVERAGE_ITEM: 0.4349932, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0842173, SHANNON_ENTROPY: 8.2600091, 
CrossSearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 53, 'shrink': 7, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0618115, PRECISION: 0.0085892, PRECISION_RECALL_MIN_DEN: 0.0858919, RECALL: 0.0858919, MAP: 0.0439865, MRR: 0.0439865, NDCG: 0.0538843, F1: 0.0156167, HIT_RATE: 0.0858919, ARHR: 0.0439865, RMSE: 93.5479728, NOVELTY: 0.0058797, AVERAGE_POPULARITY: 0.4019846, DIVERSITY_MEAN_INTER_LIST: 0.9660779, DIVERSITY_HERFINDAHL: 0.9966035, COVERAGE_ITEM: 0.5290835, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1405082, SHANNON_ENTROPY: 9.8998763, 
CrossSearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 11, 'shrink': 1990, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628842, PRECISION: 0.0087215, PRECISION_RECALL_MIN_DEN: 0.0872152, RECALL: 0.0872152, MAP: 0.0446419, MRR: 0.0446419, NDCG: 0.0547054, F1: 0.0158573, HIT_RATE: 0.0872152, ARHR: 0.0446419, RMSE: 0.9705695, NOVELTY: 0.0061639, AVERAGE_POPULARITY: 0.3168528, DIVERSITY_MEAN_INTER_LIST: 0.9814092, DIVERSITY_HERFINDAHL: 0.9981366, COVERAGE_ITEM: 0.6018059, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1747823, SHANNON_ENTROPY: 10.6232378, 
CrossSearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 970, 'shrink': 1998, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.0577784, PRECISION: 0.0079524, PRECISION_RECALL_MIN_DEN: 0.0795240, RECALL: 0.0795240, MAP: 0.0418146, MRR: 0.0418146, NDCG: 0.0507206, F1: 0.0144589, HIT_RATE: 0.0795240, ARHR: 0.0418146, RMSE: 0.7677298, NOVELTY: 0.0057033, AVERAGE_POPULARITY: 0.4922207, DIVERSITY_MEAN_INTER_LIST: 0.9244694, DIVERSITY_HERFINDAHL: 0.9924428, COVERAGE_ITEM: 0.5528305, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1170210, SHANNON_ENTROPY: 9.1522355, 
CrossSearchBayesianSkopt: New best config found. Config 87: {'topK': 5, 'shrink': 13, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 31.6152611, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 974, 'shrink': 1995, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0612214, PRECISION: 0.0084329, PRECISION_RECALL_MIN_DEN: 0.0843288, RECALL: 0.0843288, MAP: 0.0438589, MRR: 0.0438589, NDCG: 0.0534285, F1: 0.0153325, HIT_RATE: 0.0843288, ARHR: 0.0438589, RMSE: 0.8078194, NOVELTY: 0.0060906, AVERAGE_POPULARITY: 0.3887653, DIVERSITY_MEAN_INTER_LIST: 0.9640965, DIVERSITY_HERFINDAHL: 0.9964054, COVERAGE_ITEM: 0.6126737, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1968049, SHANNON_ENTROPY: 10.3381314, 
CrossSearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0602405, PRECISION: 0.0080607, PRECISION_RECALL_MIN_DEN: 0.0806075, RECALL: 0.0806075, MAP: 0.0434583, MRR: 0.0434583, NDCG: 0.0522936, F1: 0.0146559, HIT_RATE: 0.0806075, ARHR: 0.0434583, RMSE: 0.9498992, NOVELTY: 0.0071642, AVERAGE_POPULARITY: 0.1540380, DIVERSITY_MEAN_INTER_LIST: 0.9928782, DIVERSITY_HERFINDAHL: 0.9992834, COVERAGE_ITEM: 0.6924358, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.3335519, SHANNON_ENTROPY: 12.0659072, 
CrossSearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 12, 'shrink': 1991, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0629335, PRECISION: 0.0087384, PRECISION_RECALL_MIN_DEN: 0.0873840, RECALL: 0.0873840, MAP: 0.0446851, MRR: 0.0446851, NDCG: 0.0547752, F1: 0.0158880, HIT_RATE: 0.0873840, ARHR: 0.0446851, RMSE: 0.9682459, NOVELTY: 0.0061476, AVERAGE_POPULARITY: 0.3208097, DIVERSITY_MEAN_INTER_LIST: 0.9808557, DIVERSITY_HERFINDAHL: 0.9980812, COVERAGE_ITEM: 0.5965829, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1730499, SHANNON_ENTROPY: 10.5872112, 
CrossSearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 944, 'shrink': 4, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0573738, PRECISION: 0.0079906, PRECISION_RECALL_MIN_DEN: 0.0799059, RECALL: 0.0799059, MAP: 0.0411296, MRR: 0.0411296, NDCG: 0.0502760, F1: 0.0145283, HIT_RATE: 0.0799059, ARHR: 0.0411296, RMSE: 307.3267822, NOVELTY: 0.0054432, AVERAGE_POPULARITY: 0.5793365, DIVERSITY_MEAN_INTER_LIST: 0.8908222, DIVERSITY_HERFINDAHL: 0.9890783, COVERAGE_ITEM: 0.4353609, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0843895, SHANNON_ENTROPY: 8.2661968, 
CrossSearchBayesianSkopt: New best config found. Config 92: {'topK': 11, 'shrink': 13, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0654697, PRECISION: 0.0090395, PRECISION_RECALL_MIN_DEN: 0.0903948, RECALL: 0.0903948, MAP: 0.0464786, MRR: 0.0464786, NDCG: 0.0568702, F1: 0.0164354, HIT_RATE: 0.0903948, ARHR: 0.0464786, RMSE: 0.9656441, NOVELTY: 0.0065064, AVERAGE_POPULARITY: 0.2427629, DIVERSITY_MEAN_INTER_LIST: 0.9882667, DIVERSITY_HERFINDAHL: 0.9988223, COVERAGE_ITEM: 0.6462720, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2004727, SHANNON_ENTROPY: 11.1476026, 
CrossSearchBayesianSkopt: Config 93 is suboptimal. Config: {'topK': 6, 'shrink': 43, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0644730, PRECISION: 0.0088867, PRECISION_RECALL_MIN_DEN: 0.0888672, RECALL: 0.0888672, MAP: 0.0456809, MRR: 0.0456809, NDCG: 0.0559044, F1: 0.0161577, HIT_RATE: 0.0888672, ARHR: 0.0456809, RMSE: 0.9726654, NOVELTY: 0.0062553, AVERAGE_POPULARITY: 0.2596894, DIVERSITY_MEAN_INTER_LIST: 0.9874820, DIVERSITY_HERFINDAHL: 0.9987438, COVERAGE_ITEM: 0.5206596, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1756109, SHANNON_ENTROPY: 10.8122000, 
CrossSearchBayesianSkopt: New best config found. Config 94: {'topK': 9, 'shrink': 15, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0655585, PRECISION: 0.0090324, PRECISION_RECALL_MIN_DEN: 0.0903237, RECALL: 0.0903237, MAP: 0.0466246, MRR: 0.0466246, NDCG: 0.0569656, F1: 0.0164225, HIT_RATE: 0.0903237, ARHR: 0.0466246, RMSE: 0.9671323, NOVELTY: 0.0064681, AVERAGE_POPULARITY: 0.2415799, DIVERSITY_MEAN_INTER_LIST: 0.9883545, DIVERSITY_HERFINDAHL: 0.9988311, COVERAGE_ITEM: 0.6153879, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1961374, SHANNON_ENTROPY: 11.0929071, 
CrossSearchBayesianSkopt: Config 95 is suboptimal. Config: {'topK': 5, 'shrink': 2000, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0628131, PRECISION: 0.0086274, PRECISION_RECALL_MIN_DEN: 0.0862738, RECALL: 0.0862738, MAP: 0.0447414, MRR: 0.0447414, NDCG: 0.0545768, F1: 0.0156861, HIT_RATE: 0.0862738, ARHR: 0.0447414, RMSE: 0.9880531, NOVELTY: 0.0063231, AVERAGE_POPULARITY: 0.2803169, DIVERSITY_MEAN_INTER_LIST: 0.9853560, DIVERSITY_HERFINDAHL: 0.9985312, COVERAGE_ITEM: 0.6243958, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1920601, SHANNON_ENTROPY: 10.8989486, 
CrossSearchBayesianSkopt: Config 96 is suboptimal. Config: {'topK': 36, 'shrink': 1974, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0501453, PRECISION: 0.0069870, PRECISION_RECALL_MIN_DEN: 0.0698699, RECALL: 0.0698699, MAP: 0.0362703, MRR: 0.0362703, NDCG: 0.0441836, F1: 0.0127036, HIT_RATE: 0.0698699, ARHR: 0.0362703, RMSE: 0.9913512, NOVELTY: 0.0056641, AVERAGE_POPULARITY: 0.4914750, DIVERSITY_MEAN_INTER_LIST: 0.9361986, DIVERSITY_HERFINDAHL: 0.9936157, COVERAGE_ITEM: 0.5274723, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1125664, SHANNON_ENTROPY: 9.2048441, 
CrossSearchBayesianSkopt: Config 97 is suboptimal. Config: {'topK': 27, 'shrink': 30, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0503752, PRECISION: 0.0070110, PRECISION_RECALL_MIN_DEN: 0.0701097, RECALL: 0.0701097, MAP: 0.0363931, MRR: 0.0363931, NDCG: 0.0443377, F1: 0.0127472, HIT_RATE: 0.0701097, ARHR: 0.0363931, RMSE: 1.0160863, NOVELTY: 0.0057325, AVERAGE_POPULARITY: 0.4668397, DIVERSITY_MEAN_INTER_LIST: 0.9461745, DIVERSITY_HERFINDAHL: 0.9946132, COVERAGE_ITEM: 0.5486348, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1195689, SHANNON_ENTROPY: 9.4336936, 
CrossSearchBayesianSkopt: Config 98 is suboptimal. Config: {'topK': 971, 'shrink': 1994, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0434537, PRECISION: 0.0061308, PRECISION_RECALL_MIN_DEN: 0.0613082, RECALL: 0.0613082, MAP: 0.0314271, MRR: 0.0314271, NDCG: 0.0384476, F1: 0.0111470, HIT_RATE: 0.0613082, ARHR: 0.0314271, RMSE: 0.9829552, NOVELTY: 0.0051113, AVERAGE_POPULARITY: 0.7258448, DIVERSITY_MEAN_INTER_LIST: 0.7373563, DIVERSITY_HERFINDAHL: 0.9737324, COVERAGE_ITEM: 0.2464450, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.0420016, SHANNON_ENTROPY: 6.4904736, 
CrossSearchBayesianSkopt: Config 99 is suboptimal. Config: {'topK': 41, 'shrink': 3, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0563475, PRECISION: 0.0075652, PRECISION_RECALL_MIN_DEN: 0.0756517, RECALL: 0.0756517, MAP: 0.0409275, MRR: 0.0409275, NDCG: 0.0491716, F1: 0.0137548, HIT_RATE: 0.0756517, ARHR: 0.0409275, RMSE: 0.9565616, NOVELTY: 0.0076101, AVERAGE_POPULARITY: 0.1999916, DIVERSITY_MEAN_INTER_LIST: 0.9901501, DIVERSITY_HERFINDAHL: 0.9990106, COVERAGE_ITEM: 0.6478075, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.2904139, SHANNON_ENTROPY: 11.7493410, 
CrossSearchBayesianSkopt: Config 100 is suboptimal. Config: {'topK': 26, 'shrink': 1997, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.0526183, PRECISION: 0.0072978, PRECISION_RECALL_MIN_DEN: 0.0729784, RECALL: 0.0729784, MAP: 0.0379197, MRR: 0.0379197, NDCG: 0.0461875, F1: 0.0132688, HIT_RATE: 0.0729784, ARHR: 0.0379197, RMSE: 0.9936817, NOVELTY: 0.0057551, AVERAGE_POPULARITY: 0.4498135, DIVERSITY_MEAN_INTER_LIST: 0.9541762, DIVERSITY_HERFINDAHL: 0.9954134, COVERAGE_ITEM: 0.5354528, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1211035, SHANNON_ENTROPY: 9.5487218, 
CrossSearchBayesianSkopt: Config 101 is suboptimal. Config: {'topK': 993, 'shrink': 1999, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.0611967, PRECISION: 0.0084453, PRECISION_RECALL_MIN_DEN: 0.0844531, RECALL: 0.0844531, MAP: 0.0438686, MRR: 0.0438686, NDCG: 0.0534613, F1: 0.0153551, HIT_RATE: 0.0844531, ARHR: 0.0438686, RMSE: 0.8071843, NOVELTY: 0.0060857, AVERAGE_POPULARITY: 0.3902334, DIVERSITY_MEAN_INTER_LIST: 0.9637183, DIVERSITY_HERFINDAHL: 0.9963675, COVERAGE_ITEM: 0.6122736, COVERAGE_USER: 1.0000000, DIVERSITY_GINI: 0.1959056, SHANNON_ENTROPY: 10.3241698, 
