CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 144, 'shrink': 1909, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7066832631994028, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063400±0.0013, PRECISION: 0.008792±0.0002, PRECISION_RECALL_MIN_DEN: 0.087922±0.0020, RECALL: 0.087922±0.0020, MAP: 0.045624±0.0012, MRR: 0.045624±0.0012, NDCG: 0.055601±0.0010, F1: 0.015986±0.0004, HIT_RATE: 0.087922±0.0020, ARHR: 0.045624±0.0012, RMSE: 0.789976±0.0058, NOVELTY: 0.006034±0.0000, AVERAGE_POPULARITY: 0.264208±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.986001±0.0001, DIVERSITY_HERFINDAHL: 0.998580±0.0000, COVERAGE_ITEM: 0.401049±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261335±0.0006, SHANNON_ENTROPY: 10.853521±0.0039, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007226±0.0002, PRECISION_RECALL_MIN_DEN: 0.072262±0.0020, RECALL: 0.072262±0.0020, MAP: 0.037243±0.0009, MRR: 0.037243±0.0009, NDCG: 0.045501±0.0010, F1: 0.013138±0.0004, HIT_RATE: 0.072262±0.0020, ARHR: 0.037243±0.0009, RMSE: 0.996014±0.0001, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301145±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980355±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320843±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334034±0.0061, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007226±0.0002, PRECISION_RECALL_MIN_DEN: 0.072262±0.0020, RECALL: 0.072262±0.0020, MAP: 0.037243±0.0009, MRR: 0.037243±0.0009, NDCG: 0.045501±0.0010, F1: 0.013138±0.0004, HIT_RATE: 0.072262±0.0020, ARHR: 0.037243±0.0009, RMSE: 0.996014±0.0001, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301145±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980355±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320843±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334034±0.0061, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007226±0.0002, PRECISION_RECALL_MIN_DEN: 0.072262±0.0020, RECALL: 0.072262±0.0020, MAP: 0.037243±0.0009, MRR: 0.037243±0.0009, NDCG: 0.045501±0.0010, F1: 0.013138±0.0004, HIT_RATE: 0.072262±0.0020, ARHR: 0.037243±0.0009, RMSE: 0.996014±0.0001, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301145±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980355±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320843±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334034±0.0061, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.051923±0.0012, PRECISION: 0.007226±0.0002, PRECISION_RECALL_MIN_DEN: 0.072262±0.0020, RECALL: 0.072262±0.0020, MAP: 0.037243±0.0009, MRR: 0.037243±0.0009, NDCG: 0.045501±0.0010, F1: 0.013138±0.0004, HIT_RATE: 0.072262±0.0020, ARHR: 0.037243±0.0009, RMSE: 0.996014±0.0001, NOVELTY: 0.006032±0.0000, AVERAGE_POPULARITY: 0.301145±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.980355±0.0001, DIVERSITY_HERFINDAHL: 0.998015±0.0000, COVERAGE_ITEM: 0.320843±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231098±0.0003, SHANNON_ENTROPY: 10.334034±0.0061, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 30, 'shrink': 1969, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9715615382405078, 'feature_weighting': 'none'} - results: ROC_AUC: 0.060447±0.0013, PRECISION: 0.008251±0.0003, PRECISION_RECALL_MIN_DEN: 0.082507±0.0025, RECALL: 0.082507±0.0025, MAP: 0.043740±0.0011, MRR: 0.043740±0.0011, NDCG: 0.052908±0.0012, F1: 0.015001±0.0005, HIT_RATE: 0.082507±0.0025, ARHR: 0.043740±0.0011, RMSE: 0.991697±0.0002, NOVELTY: 0.006604±0.0000, AVERAGE_POPULARITY: 0.218599±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.989678±0.0000, DIVERSITY_HERFINDAHL: 0.998947±0.0000, COVERAGE_ITEM: 0.625012±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.384433±0.0012, SHANNON_ENTROPY: 11.898251±0.0050, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 196, 'shrink': 1917, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.184509304444937, 'feature_weighting': 'none'} - results: ROC_AUC: 0.047670±0.0016, PRECISION: 0.006797±0.0003, PRECISION_RECALL_MIN_DEN: 0.067972±0.0027, RECALL: 0.067972±0.0027, MAP: 0.034143±0.0009, MRR: 0.034143±0.0009, NDCG: 0.042078±0.0011, F1: 0.012358±0.0005, HIT_RATE: 0.067972±0.0027, ARHR: 0.034143±0.0009, RMSE: 0.987345±0.0003, NOVELTY: 0.005321±0.0000, AVERAGE_POPULARITY: 0.617321±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.862630±0.0006, DIVERSITY_HERFINDAHL: 0.986245±0.0001, COVERAGE_ITEM: 0.213431±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118672±0.0009, SHANNON_ENTROPY: 7.809385±0.0146, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059392±0.0018, PRECISION: 0.007918±0.0003, PRECISION_RECALL_MIN_DEN: 0.079175±0.0027, RECALL: 0.079175±0.0027, MAP: 0.043192±0.0014, MRR: 0.043192±0.0014, NDCG: 0.051744±0.0016, F1: 0.014396±0.0005, HIT_RATE: 0.079175±0.0027, ARHR: 0.043192±0.0014, RMSE: 0.995275±0.0002, NOVELTY: 0.006629±0.0000, AVERAGE_POPULARITY: 0.146859±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.991821±0.0001, DIVERSITY_HERFINDAHL: 0.999161±0.0000, COVERAGE_ITEM: 0.625564±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.402845±0.0010, SHANNON_ENTROPY: 12.124619±0.0047, 
CrossSearchBayesianSkopt: New best config found. Config 58: {'topK': 27, 'shrink': 60, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.888213750383095, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068499±0.0028, PRECISION: 0.009629±0.0004, PRECISION_RECALL_MIN_DEN: 0.096293±0.0039, RECALL: 0.096293±0.0039, MAP: 0.048698±0.0016, MRR: 0.048698±0.0016, NDCG: 0.059907±0.0020, F1: 0.017508±0.0007, HIT_RATE: 0.096293±0.0039, ARHR: 0.048698±0.0016, RMSE: 10.155577±0.2614, NOVELTY: 0.006186±0.0000, AVERAGE_POPULARITY: 0.296692±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.982165±0.0001, DIVERSITY_HERFINDAHL: 0.998196±0.0000, COVERAGE_ITEM: 0.464677±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.274578±0.0008, SHANNON_ENTROPY: 10.903028±0.0082, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 29, 'shrink': 1974, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.011548867717415813, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.052876±0.0017, PRECISION: 0.007476±0.0003, PRECISION_RECALL_MIN_DEN: 0.074761±0.0025, RECALL: 0.074761±0.0025, MAP: 0.037263±0.0015, MRR: 0.037263±0.0015, NDCG: 0.046100±0.0017, F1: 0.013593±0.0005, HIT_RATE: 0.074761±0.0025, ARHR: 0.037263±0.0015, RMSE: 0.989356±0.0002, NOVELTY: 0.006651±0.0000, AVERAGE_POPULARITY: 0.077957±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.997179±0.0001, DIVERSITY_HERFINDAHL: 0.999697±0.0000, COVERAGE_ITEM: 0.687061±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.476205±0.0006, SHANNON_ENTROPY: 12.777108±0.0068, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 6, 'shrink': 945, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.004553398924896924, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.068291±0.0033, PRECISION: 0.009550±0.0004, PRECISION_RECALL_MIN_DEN: 0.095502±0.0041, RECALL: 0.095502±0.0041, MAP: 0.048582±0.0018, MRR: 0.048582±0.0018, NDCG: 0.059648±0.0022, F1: 0.017364±0.0008, HIT_RATE: 0.095502±0.0041, ARHR: 0.048582±0.0018, RMSE: 1.125091±0.0083, NOVELTY: 0.006373±0.0000, AVERAGE_POPULARITY: 0.221925±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.989948±0.0001, DIVERSITY_HERFINDAHL: 0.998974±0.0000, COVERAGE_ITEM: 0.522563±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313931±0.0009, SHANNON_ENTROPY: 11.463370±0.0121, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 152, 'shrink': 12, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8132464664941894, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062381±0.0012, PRECISION: 0.008884±0.0002, PRECISION_RECALL_MIN_DEN: 0.088838±0.0023, RECALL: 0.088838±0.0023, MAP: 0.044888±0.0013, MRR: 0.044888±0.0013, NDCG: 0.055201±0.0010, F1: 0.016152±0.0004, HIT_RATE: 0.088838±0.0023, ARHR: 0.044888±0.0013, RMSE: 85.352832±1.8376, NOVELTY: 0.005745±0.0000, AVERAGE_POPULARITY: 0.466613±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.941282±0.0003, DIVERSITY_HERFINDAHL: 0.994109±0.0000, COVERAGE_ITEM: 0.333842±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192052±0.0006, SHANNON_ENTROPY: 9.413534±0.0086, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 66, 'shrink': 13, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.14306612785592646, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.029298±0.0009, PRECISION: 0.004027±0.0002, PRECISION_RECALL_MIN_DEN: 0.040275±0.0024, RECALL: 0.040275±0.0024, MAP: 0.020684±0.0005, MRR: 0.020684±0.0005, NDCG: 0.025328±0.0008, F1: 0.007323±0.0004, HIT_RATE: 0.040275±0.0024, ARHR: 0.020684±0.0005, RMSE: 11.397677±0.3328, NOVELTY: 0.006421±0.0000, AVERAGE_POPULARITY: 0.027998±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.999134±0.0000, DIVERSITY_HERFINDAHL: 0.999893±0.0000, COVERAGE_ITEM: 0.808705±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.618964±0.0010, SHANNON_ENTROPY: 13.513443±0.0041, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 5, 'shrink': 1007, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8600487806796415, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.067638±0.0028, PRECISION: 0.009425±0.0003, PRECISION_RECALL_MIN_DEN: 0.094252±0.0029, RECALL: 0.094252±0.0029, MAP: 0.048101±0.0017, MRR: 0.048101±0.0017, NDCG: 0.058994±0.0019, F1: 0.017137±0.0005, HIT_RATE: 0.094252±0.0029, ARHR: 0.048101±0.0017, RMSE: 1.107098±0.0086, NOVELTY: 0.006388±0.0000, AVERAGE_POPULARITY: 0.215995±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.990250±0.0001, DIVERSITY_HERFINDAHL: 0.999004±0.0000, COVERAGE_ITEM: 0.524315±0.0034, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.316817±0.0014, SHANNON_ENTROPY: 11.493356±0.0185, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 180, 'shrink': 1881, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.996081501914655, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.062196±0.0011, PRECISION: 0.008805±0.0002, PRECISION_RECALL_MIN_DEN: 0.088047±0.0024, RECALL: 0.088047±0.0024, MAP: 0.044491±0.0010, MRR: 0.044491±0.0010, NDCG: 0.054731±0.0007, F1: 0.016008±0.0004, HIT_RATE: 0.088047±0.0024, ARHR: 0.044491±0.0010, RMSE: 0.868854±0.0117, NOVELTY: 0.005693±0.0000, AVERAGE_POPULARITY: 0.487306±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.933226±0.0002, DIVERSITY_HERFINDAHL: 0.993303±0.0000, COVERAGE_ITEM: 0.320097±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.182507±0.0003, SHANNON_ENTROPY: 9.215219±0.0029, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 9, 'shrink': 100, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9918358913643732, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.051289±0.0018, PRECISION: 0.007376±0.0003, PRECISION_RECALL_MIN_DEN: 0.073761±0.0028, RECALL: 0.073761±0.0028, MAP: 0.035607±0.0011, MRR: 0.035607±0.0011, NDCG: 0.044588±0.0015, F1: 0.013411±0.0005, HIT_RATE: 0.073761±0.0028, ARHR: 0.035607±0.0011, RMSE: 0.990351±0.0011, NOVELTY: 0.006911±0.0000, AVERAGE_POPULARITY: 0.066668±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.992178±0.0002, DIVERSITY_HERFINDAHL: 0.999197±0.0000, COVERAGE_ITEM: 0.640314±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.450566±0.0011, SHANNON_ENTROPY: 12.450771±0.0076, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 11, 'shrink': 103, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.15026706997097186, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.049739±0.0019, PRECISION: 0.006222±0.0003, PRECISION_RECALL_MIN_DEN: 0.062224±0.0028, RECALL: 0.062224±0.0028, MAP: 0.037219±0.0013, MRR: 0.037219±0.0013, NDCG: 0.043243±0.0016, F1: 0.011313±0.0005, HIT_RATE: 0.062224±0.0028, ARHR: 0.037219±0.0013, RMSE: 1.033176±0.0031, NOVELTY: 0.007367±0.0001, AVERAGE_POPULARITY: 0.077396±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.839534±0.0022, DIVERSITY_HERFINDAHL: 0.983936±0.0002, COVERAGE_ITEM: 0.460838±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257686±0.0011, SHANNON_ENTROPY: 9.364383±0.0244, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 191, 'shrink': 1933, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.865485182889449, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.048563±0.0022, PRECISION: 0.006830±0.0001, PRECISION_RECALL_MIN_DEN: 0.068305±0.0015, RECALL: 0.068305±0.0015, MAP: 0.034485±0.0019, MRR: 0.034485±0.0019, NDCG: 0.042456±0.0018, F1: 0.012419±0.0003, HIT_RATE: 0.068305±0.0015, ARHR: 0.034485±0.0019, RMSE: 0.978709±0.0004, NOVELTY: 0.006526±0.0000, AVERAGE_POPULARITY: 0.059776±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998041±0.0000, DIVERSITY_HERFINDAHL: 0.999783±0.0000, COVERAGE_ITEM: 0.717945±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.505601±0.0007, SHANNON_ENTROPY: 12.990049±0.0014, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 197, 'shrink': 34, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0655682317054256, 'feature_weighting': 'none'} - results: ROC_AUC: 0.059633±0.0011, PRECISION: 0.008322±0.0002, PRECISION_RECALL_MIN_DEN: 0.083215±0.0021, RECALL: 0.083215±0.0021, MAP: 0.042235±0.0009, MRR: 0.042235±0.0009, NDCG: 0.051907±0.0009, F1: 0.015130±0.0004, HIT_RATE: 0.083215±0.0021, ARHR: 0.042235±0.0009, RMSE: 0.926982±0.0072, NOVELTY: 0.006092±0.0000, AVERAGE_POPULARITY: 0.360595±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.963605±0.0004, DIVERSITY_HERFINDAHL: 0.996340±0.0000, COVERAGE_ITEM: 0.476745±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.266135±0.0007, SHANNON_ENTROPY: 10.425173±0.0128, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053751±0.0018, PRECISION: 0.007393±0.0002, PRECISION_RECALL_MIN_DEN: 0.073928±0.0024, RECALL: 0.073928±0.0024, MAP: 0.038817±0.0012, MRR: 0.038817±0.0012, NDCG: 0.047112±0.0014, F1: 0.013441±0.0004, HIT_RATE: 0.073928±0.0024, ARHR: 0.038817±0.0012, RMSE: 318.533794±11.4533, NOVELTY: 0.006071±0.0000, AVERAGE_POPULARITY: 0.302801±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.981779±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.329667±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.235555±0.0016, SHANNON_ENTROPY: 10.411959±0.0165, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 28, 'shrink': 1997, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.7759707417022803, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.045814±0.0016, PRECISION: 0.006393±0.0002, PRECISION_RECALL_MIN_DEN: 0.063932±0.0016, RECALL: 0.063932±0.0016, MAP: 0.032783±0.0014, MRR: 0.032783±0.0014, NDCG: 0.040130±0.0014, F1: 0.011624±0.0003, HIT_RATE: 0.063932±0.0016, ARHR: 0.032783±0.0014, RMSE: 0.989013±0.0002, NOVELTY: 0.005978±0.0000, AVERAGE_POPULARITY: 0.053995±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997809±0.0000, DIVERSITY_HERFINDAHL: 0.999760±0.0000, COVERAGE_ITEM: 0.697810±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.516401±0.0005, SHANNON_ENTROPY: 12.973556±0.0062, 
