CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 23, 'shrink': 1165, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065079±0.0018, PRECISION: 0.009113±0.0004, PRECISION_RECALL_MIN_DEN: 0.091129±0.0039, RECALL: 0.091129±0.0039, MAP: 0.046484±0.0013, MRR: 0.046484±0.0013, NDCG: 0.057001±0.0015, F1: 0.016569±0.0007, HIT_RATE: 0.091129±0.0039, ARHR: 0.046484±0.0013, RMSE: 0.991390±0.0002, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.195789±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.992036±0.0000, DIVERSITY_HERFINDAHL: 0.999183±0.0000, COVERAGE_ITEM: 0.522044±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.347942±0.0006, SHANNON_ENTROPY: 11.719604±0.0050, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 195, 'shrink': 1997, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.060873±0.0009, PRECISION: 0.008542±0.0001, PRECISION_RECALL_MIN_DEN: 0.085423±0.0014, RECALL: 0.085423±0.0014, MAP: 0.043795±0.0011, MRR: 0.043795±0.0011, NDCG: 0.053599±0.0009, F1: 0.015531±0.0003, HIT_RATE: 0.085423±0.0014, ARHR: 0.043795±0.0011, RMSE: 0.988543±0.0002, NOVELTY: 0.005992±0.0000, AVERAGE_POPULARITY: 0.412288±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.957641±0.0002, DIVERSITY_HERFINDAHL: 0.995744±0.0000, COVERAGE_ITEM: 0.391673±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225669±0.0012, SHANNON_ENTROPY: 9.955021±0.0141, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3, 'shrink': 1249, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.056842±0.0021, PRECISION: 0.007947±0.0003, PRECISION_RECALL_MIN_DEN: 0.079467±0.0029, RECALL: 0.079467±0.0029, MAP: 0.040863±0.0016, MRR: 0.040863±0.0016, NDCG: 0.049958±0.0018, F1: 0.014449±0.0005, HIT_RATE: 0.079467±0.0029, ARHR: 0.040863±0.0016, RMSE: 0.996139±0.0001, NOVELTY: 0.006138±0.0000, AVERAGE_POPULARITY: 0.290118±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.980138±0.0001, DIVERSITY_HERFINDAHL: 0.997993±0.0000, COVERAGE_ITEM: 0.258632±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231371±0.0010, SHANNON_ENTROPY: 10.190422±0.0085, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 4, 'shrink': 1253, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065172±0.0028, PRECISION: 0.008888±0.0004, PRECISION_RECALL_MIN_DEN: 0.088880±0.0044, RECALL: 0.088880±0.0044, MAP: 0.046487±0.0018, MRR: 0.046487±0.0018, NDCG: 0.056535±0.0020, F1: 0.016160±0.0008, HIT_RATE: 0.088880±0.0044, ARHR: 0.046487±0.0018, RMSE: 0.994419±0.0002, NOVELTY: 0.006763±0.0000, AVERAGE_POPULARITY: 0.163826±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990885±0.0001, DIVERSITY_HERFINDAHL: 0.999068±0.0000, COVERAGE_ITEM: 0.504926±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.346041±0.0010, SHANNON_ENTROPY: 11.682513±0.0083, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 6, 'shrink': 1997, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065774±0.0026, PRECISION: 0.008988±0.0005, PRECISION_RECALL_MIN_DEN: 0.089879±0.0047, RECALL: 0.089879±0.0047, MAP: 0.046928±0.0013, MRR: 0.046928±0.0013, NDCG: 0.057102±0.0019, F1: 0.016342±0.0008, HIT_RATE: 0.089879±0.0047, ARHR: 0.046928±0.0013, RMSE: 0.995825±0.0001, NOVELTY: 0.006701±0.0000, AVERAGE_POPULARITY: 0.183089±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.990995±0.0001, DIVERSITY_HERFINDAHL: 0.999079±0.0000, COVERAGE_ITEM: 0.506959±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.335295±0.0012, SHANNON_ENTROPY: 11.606583±0.0099, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 16, 'shrink': 1, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.053283±0.0023, PRECISION: 0.007405±0.0004, PRECISION_RECALL_MIN_DEN: 0.074052±0.0036, RECALL: 0.074052±0.0036, MAP: 0.037555±0.0016, MRR: 0.037555±0.0016, NDCG: 0.046185±0.0020, F1: 0.013464±0.0007, HIT_RATE: 0.074052±0.0036, ARHR: 0.037555±0.0016, RMSE: 0.977987±0.0007, NOVELTY: 0.007005±0.0000, AVERAGE_POPULARITY: 0.143645±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.995366±0.0000, DIVERSITY_HERFINDAHL: 0.999516±0.0000, COVERAGE_ITEM: 0.666980±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.447256±0.0017, SHANNON_ENTROPY: 12.491702±0.0098, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 6, 'shrink': 774, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064519±0.0031, PRECISION: 0.008930±0.0004, PRECISION_RECALL_MIN_DEN: 0.089296±0.0044, RECALL: 0.089296±0.0044, MAP: 0.045893±0.0019, MRR: 0.045893±0.0019, NDCG: 0.056151±0.0021, F1: 0.016236±0.0008, HIT_RATE: 0.089296±0.0044, ARHR: 0.045893±0.0019, RMSE: 0.991214±0.0003, NOVELTY: 0.006858±0.0000, AVERAGE_POPULARITY: 0.149215±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.993666±0.0001, DIVERSITY_HERFINDAHL: 0.999346±0.0000, COVERAGE_ITEM: 0.547099±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.374782±0.0010, SHANNON_ENTROPY: 11.976020±0.0081, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 198, 'shrink': 999, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.061919±0.0009, PRECISION: 0.008596±0.0002, PRECISION_RECALL_MIN_DEN: 0.085964±0.0020, RECALL: 0.085964±0.0020, MAP: 0.044558±0.0010, MRR: 0.044558±0.0010, NDCG: 0.054328±0.0008, F1: 0.015630±0.0004, HIT_RATE: 0.085964±0.0020, ARHR: 0.044558±0.0010, RMSE: 0.980642±0.0004, NOVELTY: 0.006195±0.0000, AVERAGE_POPULARITY: 0.349983±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.972711±0.0001, DIVERSITY_HERFINDAHL: 0.997251±0.0000, COVERAGE_ITEM: 0.435296±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.260287±0.0006, SHANNON_ENTROPY: 10.528486±0.0088, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 3, 'shrink': 1472, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064774±0.0031, PRECISION: 0.008751±0.0004, PRECISION_RECALL_MIN_DEN: 0.087505±0.0042, RECALL: 0.087505±0.0042, MAP: 0.046578±0.0022, MRR: 0.046578±0.0022, NDCG: 0.056292±0.0024, F1: 0.015910±0.0008, HIT_RATE: 0.087505±0.0042, ARHR: 0.046578±0.0022, RMSE: 0.995435±0.0002, NOVELTY: 0.006735±0.0000, AVERAGE_POPULARITY: 0.164767±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.988677±0.0001, DIVERSITY_HERFINDAHL: 0.998847±0.0000, COVERAGE_ITEM: 0.476010±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.337026±0.0012, SHANNON_ENTROPY: 11.538099±0.0083, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 6, 'shrink': 458, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.061294±0.0019, PRECISION: 0.008680±0.0003, PRECISION_RECALL_MIN_DEN: 0.086797±0.0031, RECALL: 0.086797±0.0031, MAP: 0.044279±0.0009, MRR: 0.044279±0.0009, NDCG: 0.054259±0.0014, F1: 0.015781±0.0006, HIT_RATE: 0.086797±0.0031, ARHR: 0.044279±0.0009, RMSE: 0.991898±0.0002, NOVELTY: 0.006011±0.0000, AVERAGE_POPULARITY: 0.314275±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.981771±0.0001, DIVERSITY_HERFINDAHL: 0.998157±0.0000, COVERAGE_ITEM: 0.262222±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226756±0.0016, SHANNON_ENTROPY: 10.206881±0.0061, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 5, 'shrink': 1992, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065348±0.0027, PRECISION: 0.008867±0.0004, PRECISION_RECALL_MIN_DEN: 0.088671±0.0043, RECALL: 0.088671±0.0043, MAP: 0.046701±0.0014, MRR: 0.046701±0.0014, NDCG: 0.056658±0.0020, F1: 0.016122±0.0008, HIT_RATE: 0.088671±0.0043, ARHR: 0.046701±0.0014, RMSE: 0.995980±0.0001, NOVELTY: 0.006703±0.0000, AVERAGE_POPULARITY: 0.180221±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.990448±0.0001, DIVERSITY_HERFINDAHL: 0.999024±0.0000, COVERAGE_ITEM: 0.499205±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.332208±0.0011, SHANNON_ENTROPY: 11.570847±0.0079, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3, 'shrink': 907, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064339±0.0028, PRECISION: 0.008692±0.0004, PRECISION_RECALL_MIN_DEN: 0.086922±0.0038, RECALL: 0.086922±0.0038, MAP: 0.046014±0.0021, MRR: 0.046014±0.0021, NDCG: 0.055724±0.0022, F1: 0.015804±0.0007, HIT_RATE: 0.086922±0.0038, ARHR: 0.046014±0.0021, RMSE: 0.993378±0.0002, NOVELTY: 0.006797±0.0000, AVERAGE_POPULARITY: 0.150970±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.990426±0.0001, DIVERSITY_HERFINDAHL: 0.999022±0.0000, COVERAGE_ITEM: 0.498600±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.357003±0.0011, SHANNON_ENTROPY: 11.732504±0.0083, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 8, 'shrink': 13, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.033491±0.0002, PRECISION: 0.005119±0.0001, PRECISION_RECALL_MIN_DEN: 0.051187±0.0012, RECALL: 0.051187±0.0012, MAP: 0.023279±0.0003, MRR: 0.023279±0.0003, NDCG: 0.029771±0.0002, F1: 0.009307±0.0002, HIT_RATE: 0.051187±0.0012, ARHR: 0.023279±0.0003, RMSE: 0.962049±0.0022, NOVELTY: 0.007451±0.0000, AVERAGE_POPULARITY: 0.062461±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.997270±0.0001, DIVERSITY_HERFINDAHL: 0.999706±0.0000, COVERAGE_ITEM: 0.720389±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.568590±0.0012, SHANNON_ENTROPY: 13.122688±0.0073, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 198, 'shrink': 806, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.062020±0.0008, PRECISION: 0.008580±0.0002, PRECISION_RECALL_MIN_DEN: 0.085798±0.0024, RECALL: 0.085798±0.0024, MAP: 0.044691±0.0011, MRR: 0.044691±0.0011, NDCG: 0.054392±0.0010, F1: 0.015600±0.0004, HIT_RATE: 0.085798±0.0024, ARHR: 0.044691±0.0011, RMSE: 0.977607±0.0004, NOVELTY: 0.006280±0.0000, AVERAGE_POPULARITY: 0.325878±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.977189±0.0001, DIVERSITY_HERFINDAHL: 0.997699±0.0000, COVERAGE_ITEM: 0.452922±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.275460±0.0005, SHANNON_ENTROPY: 10.749277±0.0071, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 3, 'shrink': 704, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.063774±0.0028, PRECISION: 0.008613±0.0004, PRECISION_RECALL_MIN_DEN: 0.086131±0.0040, RECALL: 0.086131±0.0040, MAP: 0.045446±0.0023, MRR: 0.045446±0.0023, NDCG: 0.055109±0.0023, F1: 0.015660±0.0007, HIT_RATE: 0.086131±0.0040, ARHR: 0.045446±0.0023, RMSE: 0.992044±0.0002, NOVELTY: 0.006832±0.0000, AVERAGE_POPULARITY: 0.142813±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.991196±0.0001, DIVERSITY_HERFINDAHL: 0.999099±0.0000, COVERAGE_ITEM: 0.510819±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.369032±0.0009, SHANNON_ENTROPY: 11.836807±0.0095, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 6, 'shrink': 1590, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065602±0.0028, PRECISION: 0.008963±0.0004, PRECISION_RECALL_MIN_DEN: 0.089629±0.0043, RECALL: 0.089629±0.0043, MAP: 0.046655±0.0014, MRR: 0.046655±0.0014, NDCG: 0.056837±0.0018, F1: 0.016296±0.0008, HIT_RATE: 0.089629±0.0043, ARHR: 0.046655±0.0014, RMSE: 0.994965±0.0002, NOVELTY: 0.006734±0.0000, AVERAGE_POPULARITY: 0.175743±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.991628±0.0001, DIVERSITY_HERFINDAHL: 0.999142±0.0000, COVERAGE_ITEM: 0.515123±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.343244±0.0012, SHANNON_ENTROPY: 11.684922±0.0079, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 6, 'shrink': 483, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.061174±0.0021, PRECISION: 0.008651±0.0004, PRECISION_RECALL_MIN_DEN: 0.086506±0.0035, RECALL: 0.086506±0.0035, MAP: 0.044261±0.0011, MRR: 0.044261±0.0011, NDCG: 0.054177±0.0016, F1: 0.015728±0.0006, HIT_RATE: 0.086506±0.0035, ARHR: 0.044261±0.0011, RMSE: 0.992088±0.0002, NOVELTY: 0.006008±0.0000, AVERAGE_POPULARITY: 0.315753±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.981590±0.0001, DIVERSITY_HERFINDAHL: 0.998139±0.0000, COVERAGE_ITEM: 0.261800±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226196±0.0015, SHANNON_ENTROPY: 10.197100±0.0049, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 194, 'shrink': 7, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.055407±0.0015, PRECISION: 0.007584±0.0003, PRECISION_RECALL_MIN_DEN: 0.075843±0.0028, RECALL: 0.075843±0.0028, MAP: 0.039768±0.0012, MRR: 0.039768±0.0012, NDCG: 0.048307±0.0013, F1: 0.013790±0.0005, HIT_RATE: 0.075843±0.0028, ARHR: 0.039768±0.0012, RMSE: 0.811068±0.0028, NOVELTY: 0.006672±0.0000, AVERAGE_POPULARITY: 0.249822±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.985551±0.0001, DIVERSITY_HERFINDAHL: 0.998535±0.0000, COVERAGE_ITEM: 0.580925±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.359102±0.0018, SHANNON_ENTROPY: 11.578236±0.0114, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 4, 'shrink': 1586, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065241±0.0028, PRECISION: 0.008884±0.0004, PRECISION_RECALL_MIN_DEN: 0.088838±0.0043, RECALL: 0.088838±0.0043, MAP: 0.046635±0.0017, MRR: 0.046635±0.0017, NDCG: 0.056640±0.0020, F1: 0.016152±0.0008, HIT_RATE: 0.088838±0.0043, ARHR: 0.046635±0.0017, RMSE: 0.995377±0.0001, NOVELTY: 0.006735±0.0000, AVERAGE_POPULARITY: 0.170800±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990150±0.0001, DIVERSITY_HERFINDAHL: 0.998994±0.0000, COVERAGE_ITEM: 0.495950±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.337505±0.0011, SHANNON_ENTROPY: 11.598104±0.0089, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 4, 'shrink': 1996, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065246±0.0031, PRECISION: 0.008830±0.0005, PRECISION_RECALL_MIN_DEN: 0.088297±0.0047, RECALL: 0.088297±0.0047, MAP: 0.046657±0.0016, MRR: 0.046657±0.0016, NDCG: 0.056543±0.0022, F1: 0.016054±0.0009, HIT_RATE: 0.088297±0.0047, ARHR: 0.046657±0.0016, RMSE: 0.996182±0.0001, NOVELTY: 0.006707±0.0000, AVERAGE_POPULARITY: 0.176937±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.989428±0.0002, DIVERSITY_HERFINDAHL: 0.998922±0.0000, COVERAGE_ITEM: 0.486932±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.329889±0.0016, SHANNON_ENTROPY: 11.519504±0.0126, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.055245±0.0019, PRECISION: 0.007680±0.0003, PRECISION_RECALL_MIN_DEN: 0.076801±0.0029, RECALL: 0.076801±0.0029, MAP: 0.039747±0.0011, MRR: 0.039747±0.0011, NDCG: 0.048486±0.0015, F1: 0.013964±0.0005, HIT_RATE: 0.076801±0.0029, ARHR: 0.039747±0.0011, RMSE: 0.997223±0.0001, NOVELTY: 0.006137±0.0000, AVERAGE_POPULARITY: 0.295183±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.978484±0.0001, DIVERSITY_HERFINDAHL: 0.997828±0.0000, COVERAGE_ITEM: 0.257388±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.226284±0.0015, SHANNON_ENTROPY: 10.117790±0.0123, 
