CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 2327, 'shrink': 143, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0684621876754077, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.028435±0.0020, PRECISION: 0.004449±0.0003, PRECISION_RECALL_MIN_DEN: 0.044490±0.0027, RECALL: 0.044490±0.0027, MAP: 0.019846±0.0010, MRR: 0.019846±0.0010, NDCG: 0.025563±0.0013, F1: 0.008089±0.0005, HIT_RATE: 0.044490±0.0027, ARHR: 0.019846±0.0010, RMSE: 57.902565±0.7074, NOVELTY: 0.004968±0.0000, AVERAGE_POPULARITY: 0.790128±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.637450±0.0007, DIVERSITY_HERFINDAHL: 0.963731±0.0001, COVERAGE_ITEM: 0.018113±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107402±0.0010, SHANNON_ENTROPY: 5.448045±0.0033, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 954, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039255±0.0024, PRECISION: 0.006039±0.0002, PRECISION_RECALL_MIN_DEN: 0.060388±0.0025, RECALL: 0.060388±0.0025, MAP: 0.026300±0.0015, MRR: 0.026300±0.0015, NDCG: 0.034254±0.0017, F1: 0.010980±0.0004, HIT_RATE: 0.060388±0.0025, ARHR: 0.026300±0.0015, RMSE: 924.240416±8.9843, NOVELTY: 0.005209±0.0000, AVERAGE_POPULARITY: 0.650088±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.855311±0.0015, DIVERSITY_HERFINDAHL: 0.985512±0.0001, COVERAGE_ITEM: 0.049051±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146878±0.0013, SHANNON_ENTROPY: 7.177064±0.0112, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 834, 'shrink': 1844, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9231713717590733, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.032631±0.0024, PRECISION: 0.005009±0.0003, PRECISION_RECALL_MIN_DEN: 0.050090±0.0030, RECALL: 0.050090±0.0030, MAP: 0.021968±0.0015, MRR: 0.021968±0.0015, NDCG: 0.028528±0.0018, F1: 0.009107±0.0005, HIT_RATE: 0.050090±0.0030, ARHR: 0.021968±0.0015, RMSE: 2.401446±0.0465, NOVELTY: 0.005061±0.0000, AVERAGE_POPULARITY: 0.729746±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.767554±0.0006, DIVERSITY_HERFINDAHL: 0.976738±0.0001, COVERAGE_ITEM: 0.034766±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111531±0.0009, SHANNON_ENTROPY: 6.318014±0.0024, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1030, 'shrink': 0, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.027567±0.0010, PRECISION: 0.004472±0.0002, PRECISION_RECALL_MIN_DEN: 0.044715±0.0018, RECALL: 0.044715±0.0018, MAP: 0.018087±0.0005, MRR: 0.018087±0.0005, NDCG: 0.024263±0.0008, F1: 0.008130±0.0003, HIT_RATE: 0.044715±0.0018, ARHR: 0.018087±0.0005, RMSE: 3.520600±0.0477, NOVELTY: 0.005193±0.0000, AVERAGE_POPULARITY: 0.627426±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.867097±0.0035, DIVERSITY_HERFINDAHL: 0.986690±0.0004, COVERAGE_ITEM: 0.032560±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.172177±0.0019, SHANNON_ENTROPY: 7.023957±0.0322, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 808, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039230±0.0026, PRECISION: 0.006016±0.0003, PRECISION_RECALL_MIN_DEN: 0.060163±0.0032, RECALL: 0.060163±0.0032, MAP: 0.026283±0.0016, MRR: 0.026283±0.0016, NDCG: 0.034192±0.0019, F1: 0.010939±0.0006, HIT_RATE: 0.060163±0.0032, ARHR: 0.026283±0.0016, RMSE: 0.717933±0.0032, NOVELTY: 0.005252±0.0000, AVERAGE_POPULARITY: 0.629714±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.870629±0.0015, DIVERSITY_HERFINDAHL: 0.987043±0.0002, COVERAGE_ITEM: 0.059411±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145880±0.0004, SHANNON_ENTROPY: 7.402568±0.0144, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2527, 'shrink': 1770, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9127530593614837, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036134±0.0024, PRECISION: 0.005506±0.0003, PRECISION_RECALL_MIN_DEN: 0.055059±0.0026, RECALL: 0.055059±0.0026, MAP: 0.024451±0.0014, MRR: 0.024451±0.0014, NDCG: 0.031595±0.0017, F1: 0.010011±0.0005, HIT_RATE: 0.055059±0.0026, ARHR: 0.024451±0.0014, RMSE: 0.808257±0.0070, NOVELTY: 0.005041±0.0000, AVERAGE_POPULARITY: 0.744302±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.753023±0.0017, DIVERSITY_HERFINDAHL: 0.975285±0.0002, COVERAGE_ITEM: 0.024839±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126639±0.0009, SHANNON_ENTROPY: 6.127446±0.0088, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 822, 'shrink': 2000, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039090±0.0025, PRECISION: 0.006048±0.0003, PRECISION_RECALL_MIN_DEN: 0.060479±0.0029, RECALL: 0.060479±0.0029, MAP: 0.026099±0.0016, MRR: 0.026099±0.0016, NDCG: 0.034115±0.0018, F1: 0.010996±0.0005, HIT_RATE: 0.060479±0.0029, ARHR: 0.026099±0.0016, RMSE: 0.716083±0.0032, NOVELTY: 0.005248±0.0000, AVERAGE_POPULARITY: 0.631768±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.869034±0.0016, DIVERSITY_HERFINDAHL: 0.986884±0.0002, COVERAGE_ITEM: 0.058394±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145642±0.0004, SHANNON_ENTROPY: 7.379178±0.0144, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 2995, 'shrink': 221, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8985912164539167, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035055±0.0023, PRECISION: 0.005438±0.0003, PRECISION_RECALL_MIN_DEN: 0.054381±0.0028, RECALL: 0.054381±0.0028, MAP: 0.023806±0.0014, MRR: 0.023806±0.0014, NDCG: 0.030924±0.0017, F1: 0.009887±0.0005, HIT_RATE: 0.054381±0.0028, ARHR: 0.023806±0.0014, RMSE: 7.708763±0.0648, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755243±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.737042±0.0018, DIVERSITY_HERFINDAHL: 0.973688±0.0002, COVERAGE_ITEM: 0.022882±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124593±0.0011, SHANNON_ENTROPY: 6.000653±0.0081, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 2997, 'shrink': 1654, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.948169597874188, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.027607±0.0018, PRECISION: 0.004196±0.0002, PRECISION_RECALL_MIN_DEN: 0.041960±0.0025, RECALL: 0.041960±0.0025, MAP: 0.019165±0.0011, MRR: 0.019165±0.0011, NDCG: 0.024477±0.0013, F1: 0.007629±0.0005, HIT_RATE: 0.041960±0.0025, ARHR: 0.019165±0.0011, RMSE: 4.745188±0.0641, NOVELTY: 0.004955±0.0000, AVERAGE_POPULARITY: 0.799520±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.604534±0.0012, DIVERSITY_HERFINDAHL: 0.960440±0.0001, COVERAGE_ITEM: 0.015323±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110877±0.0016, SHANNON_ENTROPY: 5.275497±0.0022, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2256, 'shrink': 1877, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0023211701067960004, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036907±0.0022, PRECISION: 0.005569±0.0002, PRECISION_RECALL_MIN_DEN: 0.055691±0.0019, RECALL: 0.055691±0.0019, MAP: 0.024620±0.0012, MRR: 0.024620±0.0012, NDCG: 0.031894±0.0014, F1: 0.010126±0.0003, HIT_RATE: 0.055691±0.0019, ARHR: 0.024620±0.0012, RMSE: 0.759240±0.0065, NOVELTY: 0.005054±0.0000, AVERAGE_POPULARITY: 0.735930±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.764802±0.0017, DIVERSITY_HERFINDAHL: 0.976463±0.0002, COVERAGE_ITEM: 0.026450±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128309±0.0014, SHANNON_ENTROPY: 6.224817±0.0073, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 2483, 'shrink': 20, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.007440601254196546, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036385±0.0023, PRECISION: 0.005524±0.0003, PRECISION_RECALL_MIN_DEN: 0.055239±0.0026, RECALL: 0.055239±0.0026, MAP: 0.024604±0.0013, MRR: 0.024604±0.0013, NDCG: 0.031760±0.0016, F1: 0.010044±0.0005, HIT_RATE: 0.055239±0.0026, ARHR: 0.024604±0.0013, RMSE: 85.827345±0.6985, NOVELTY: 0.005043±0.0000, AVERAGE_POPULARITY: 0.742972±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.755011±0.0016, DIVERSITY_HERFINDAHL: 0.975484±0.0002, COVERAGE_ITEM: 0.025066±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127060±0.0012, SHANNON_ENTROPY: 6.143303±0.0068, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 830, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038934±0.0027, PRECISION: 0.006079±0.0003, PRECISION_RECALL_MIN_DEN: 0.060795±0.0029, RECALL: 0.060795±0.0029, MAP: 0.026157±0.0017, MRR: 0.026157±0.0017, NDCG: 0.034219±0.0019, F1: 0.011054±0.0005, HIT_RATE: 0.060795±0.0029, ARHR: 0.026157±0.0017, RMSE: 826.827511±7.8868, NOVELTY: 0.005245±0.0000, AVERAGE_POPULARITY: 0.632927±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.868159±0.0017, DIVERSITY_HERFINDAHL: 0.986796±0.0002, COVERAGE_ITEM: 0.057691±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145976±0.0007, SHANNON_ENTROPY: 7.366952±0.0150, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 680, 'shrink': 1971, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.979333495847594, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.033469±0.0023, PRECISION: 0.005190±0.0004, PRECISION_RECALL_MIN_DEN: 0.051897±0.0044, RECALL: 0.051897±0.0044, MAP: 0.022483±0.0012, MRR: 0.022483±0.0012, NDCG: 0.029338±0.0018, F1: 0.009436±0.0008, HIT_RATE: 0.051897±0.0044, ARHR: 0.022483±0.0012, RMSE: 2.012343±0.0414, NOVELTY: 0.005089±0.0000, AVERAGE_POPULARITY: 0.712836±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.792203±0.0007, DIVERSITY_HERFINDAHL: 0.979202±0.0001, COVERAGE_ITEM: 0.040692±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112651±0.0009, SHANNON_ENTROPY: 6.529600±0.0036, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1600, 'shrink': 1916, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.054301725015374794, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038578±0.0025, PRECISION: 0.005867±0.0002, PRECISION_RECALL_MIN_DEN: 0.058672±0.0022, RECALL: 0.058672±0.0022, MAP: 0.026143±0.0017, MRR: 0.026143±0.0017, NDCG: 0.033738±0.0018, F1: 0.010668±0.0004, HIT_RATE: 0.058672±0.0022, ARHR: 0.026143±0.0017, RMSE: 0.689453±0.0049, NOVELTY: 0.005113±0.0000, AVERAGE_POPULARITY: 0.701338±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.808235±0.0014, DIVERSITY_HERFINDAHL: 0.980805±0.0001, COVERAGE_ITEM: 0.033696±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.136317±0.0016, SHANNON_ENTROPY: 6.612861±0.0104, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 889, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038799±0.0026, PRECISION: 0.006052±0.0003, PRECISION_RECALL_MIN_DEN: 0.060524±0.0030, RECALL: 0.060524±0.0030, MAP: 0.026181±0.0017, MRR: 0.026181±0.0017, NDCG: 0.034171±0.0019, F1: 0.011004±0.0005, HIT_RATE: 0.060524±0.0030, ARHR: 0.026181±0.0017, RMSE: 873.920054±8.4886, NOVELTY: 0.005227±0.0000, AVERAGE_POPULARITY: 0.641684±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.861641±0.0017, DIVERSITY_HERFINDAHL: 0.986145±0.0002, COVERAGE_ITEM: 0.052868±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146827±0.0006, SHANNON_ENTROPY: 7.269037±0.0143, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 2663, 'shrink': 1848, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.04290252367531023, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.029429±0.0019, PRECISION: 0.004584±0.0002, PRECISION_RECALL_MIN_DEN: 0.045845±0.0019, RECALL: 0.045845±0.0019, MAP: 0.020539±0.0009, MRR: 0.020539±0.0009, NDCG: 0.026409±0.0011, F1: 0.008335±0.0003, HIT_RATE: 0.045845±0.0019, ARHR: 0.020539±0.0009, RMSE: 1.738963±0.0181, NOVELTY: 0.004978±0.0000, AVERAGE_POPULARITY: 0.782858±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.659294±0.0007, DIVERSITY_HERFINDAHL: 0.965914±0.0001, COVERAGE_ITEM: 0.019119±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.109587±0.0006, SHANNON_ENTROPY: 5.558156±0.0042, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 1440, 'shrink': 1910, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9933719380067185, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038106±0.0021, PRECISION: 0.005885±0.0003, PRECISION_RECALL_MIN_DEN: 0.058853±0.0026, RECALL: 0.058853±0.0026, MAP: 0.025742±0.0014, MRR: 0.025742±0.0014, NDCG: 0.033456±0.0016, F1: 0.010701±0.0005, HIT_RATE: 0.058853±0.0026, ARHR: 0.025742±0.0014, RMSE: 0.691182±0.0048, NOVELTY: 0.005107±0.0000, AVERAGE_POPULARITY: 0.703337±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.806081±0.0016, DIVERSITY_HERFINDAHL: 0.980590±0.0002, COVERAGE_ITEM: 0.031414±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140807±0.0017, SHANNON_ENTROPY: 6.576577±0.0084, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 1822, 'shrink': 94, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9556304769200237, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038086±0.0024, PRECISION: 0.005840±0.0002, PRECISION_RECALL_MIN_DEN: 0.058401±0.0021, RECALL: 0.058401±0.0021, MAP: 0.025778±0.0015, MRR: 0.025778±0.0015, NDCG: 0.033384±0.0016, F1: 0.010618±0.0004, HIT_RATE: 0.058401±0.0021, ARHR: 0.025778±0.0015, RMSE: 14.743689±0.1259, NOVELTY: 0.005084±0.0000, AVERAGE_POPULARITY: 0.718045±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.788735±0.0015, DIVERSITY_HERFINDAHL: 0.978856±0.0001, COVERAGE_ITEM: 0.029543±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134087±0.0019, SHANNON_ENTROPY: 6.426371±0.0085, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2611, 'shrink': 109, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9348794336841018, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.032726±0.0015, PRECISION: 0.005131±0.0002, PRECISION_RECALL_MIN_DEN: 0.051310±0.0022, RECALL: 0.051310±0.0022, MAP: 0.022237±0.0010, MRR: 0.022237±0.0010, NDCG: 0.028995±0.0012, F1: 0.009329±0.0004, HIT_RATE: 0.051310±0.0022, ARHR: 0.022237±0.0010, RMSE: 3.183236±0.0179, NOVELTY: 0.005037±0.0000, AVERAGE_POPULARITY: 0.739818±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.745690±0.0016, DIVERSITY_HERFINDAHL: 0.974552±0.0002, COVERAGE_ITEM: 0.020460±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137352±0.0009, SHANNON_ENTROPY: 6.019269±0.0058, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 2998, 'shrink': 32, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9929984258582185, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035050±0.0023, PRECISION: 0.005438±0.0003, PRECISION_RECALL_MIN_DEN: 0.054381±0.0028, RECALL: 0.054381±0.0028, MAP: 0.023801±0.0014, MRR: 0.023801±0.0014, NDCG: 0.030920±0.0017, F1: 0.009887±0.0005, HIT_RATE: 0.054381±0.0028, ARHR: 0.023801±0.0014, RMSE: 57.935775±0.4498, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755320±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.736850±0.0019, DIVERSITY_HERFINDAHL: 0.973668±0.0002, COVERAGE_ITEM: 0.022871±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124598±0.0012, SHANNON_ENTROPY: 5.999875±0.0085, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 566, 'shrink': 1968, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.045892897159023345, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037659±0.0022, PRECISION: 0.005781±0.0003, PRECISION_RECALL_MIN_DEN: 0.057814±0.0032, RECALL: 0.057814±0.0032, MAP: 0.025401±0.0008, MRR: 0.025401±0.0008, NDCG: 0.032958±0.0014, F1: 0.010512±0.0006, HIT_RATE: 0.057814±0.0032, ARHR: 0.025401±0.0008, RMSE: 0.800845±0.0015, NOVELTY: 0.005400±0.0000, AVERAGE_POPULARITY: 0.566001±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.909239±0.0007, DIVERSITY_HERFINDAHL: 0.990903±0.0001, COVERAGE_ITEM: 0.100330±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.153831±0.0011, SHANNON_ENTROPY: 8.107955±0.0066, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 642, 'shrink': 24, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.01705289449097114, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037955±0.0022, PRECISION: 0.005836±0.0003, PRECISION_RECALL_MIN_DEN: 0.058356±0.0034, RECALL: 0.058356±0.0034, MAP: 0.025809±0.0011, MRR: 0.025809±0.0011, NDCG: 0.033394±0.0016, F1: 0.010610±0.0006, HIT_RATE: 0.058356±0.0034, ARHR: 0.025809±0.0011, RMSE: 27.211516±0.2349, NOVELTY: 0.005319±0.0000, AVERAGE_POPULARITY: 0.600804±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.889468±0.0012, DIVERSITY_HERFINDAHL: 0.988927±0.0001, COVERAGE_ITEM: 0.079535±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145122±0.0014, SHANNON_ENTROPY: 7.734126±0.0103, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 1913, 'shrink': 23, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.06994211392793594, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037850±0.0026, PRECISION: 0.005795±0.0002, PRECISION_RECALL_MIN_DEN: 0.057949±0.0023, RECALL: 0.057949±0.0023, MAP: 0.025609±0.0017, MRR: 0.025609±0.0017, NDCG: 0.033150±0.0018, F1: 0.010536±0.0004, HIT_RATE: 0.057949±0.0023, ARHR: 0.025609±0.0017, RMSE: 64.681239±0.5225, NOVELTY: 0.005076±0.0000, AVERAGE_POPULARITY: 0.722509±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.782977±0.0014, DIVERSITY_HERFINDAHL: 0.978280±0.0001, COVERAGE_ITEM: 0.028592±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133225±0.0020, SHANNON_ENTROPY: 6.375812±0.0064, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 1462, 'shrink': 1879, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.00020974304796728133, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039029±0.0025, PRECISION: 0.006003±0.0003, PRECISION_RECALL_MIN_DEN: 0.060027±0.0025, RECALL: 0.060027±0.0025, MAP: 0.026343±0.0017, MRR: 0.026343±0.0017, NDCG: 0.034199±0.0019, F1: 0.010914±0.0005, HIT_RATE: 0.060027±0.0025, ARHR: 0.026343±0.0017, RMSE: 0.691095±0.0049, NOVELTY: 0.005131±0.0000, AVERAGE_POPULARITY: 0.690962±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.819288±0.0016, DIVERSITY_HERFINDAHL: 0.981910±0.0002, COVERAGE_ITEM: 0.035999±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139228±0.0015, SHANNON_ENTROPY: 6.725870±0.0122, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 676, 'shrink': 1927, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.08580372818078487, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.033509±0.0022, PRECISION: 0.005181±0.0004, PRECISION_RECALL_MIN_DEN: 0.051807±0.0040, RECALL: 0.051807±0.0040, MAP: 0.022562±0.0012, MRR: 0.022562±0.0012, NDCG: 0.029380±0.0017, F1: 0.009419±0.0007, HIT_RATE: 0.051807±0.0040, ARHR: 0.022562±0.0012, RMSE: 2.054011±0.0424, NOVELTY: 0.005090±0.0000, AVERAGE_POPULARITY: 0.712273±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.792926±0.0008, DIVERSITY_HERFINDAHL: 0.979275±0.0001, COVERAGE_ITEM: 0.040800±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.112960±0.0010, SHANNON_ENTROPY: 6.536656±0.0031, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1502, 'shrink': 0, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038528±0.0024, PRECISION: 0.005872±0.0002, PRECISION_RECALL_MIN_DEN: 0.058717±0.0024, RECALL: 0.058717±0.0024, MAP: 0.026062±0.0016, MRR: 0.026062±0.0016, NDCG: 0.033683±0.0017, F1: 0.010676±0.0004, HIT_RATE: 0.058717±0.0024, ARHR: 0.026062±0.0016, RMSE: 1291.555586±11.7739, NOVELTY: 0.005116±0.0000, AVERAGE_POPULARITY: 0.699611±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.810072±0.0017, DIVERSITY_HERFINDAHL: 0.980989±0.0002, COVERAGE_ITEM: 0.033425±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139294±0.0004, SHANNON_ENTROPY: 6.632201±0.0107, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2099, 'shrink': 1945, 'normalize': True, 'similarity': 'asymmetric', 'asymmetric_alpha': 0.003709114765671152, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037484±0.0023, PRECISION: 0.005696±0.0002, PRECISION_RECALL_MIN_DEN: 0.056956±0.0020, RECALL: 0.056956±0.0020, MAP: 0.025278±0.0014, MRR: 0.025278±0.0014, NDCG: 0.032677±0.0015, F1: 0.010356±0.0004, HIT_RATE: 0.056956±0.0020, ARHR: 0.025278±0.0014, RMSE: 0.695476±0.0052, NOVELTY: 0.005069±0.0000, AVERAGE_POPULARITY: 0.727280±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.776317±0.0015, DIVERSITY_HERFINDAHL: 0.977614±0.0001, COVERAGE_ITEM: 0.028548±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128792±0.0017, SHANNON_ENTROPY: 6.324278±0.0071, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2521, 'shrink': 1877, 'normalize': False, 'similarity': 'asymmetric', 'asymmetric_alpha': 1.983884593903711, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036149±0.0024, PRECISION: 0.005510±0.0003, PRECISION_RECALL_MIN_DEN: 0.055104±0.0026, RECALL: 0.055104±0.0026, MAP: 0.024469±0.0014, MRR: 0.024469±0.0014, NDCG: 0.031619±0.0017, F1: 0.010019±0.0005, HIT_RATE: 0.055104±0.0026, ARHR: 0.024469±0.0014, RMSE: 0.780388±0.0066, NOVELTY: 0.005041±0.0000, AVERAGE_POPULARITY: 0.744098±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.753339±0.0017, DIVERSITY_HERFINDAHL: 0.975317±0.0002, COVERAGE_ITEM: 0.024915±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126491±0.0008, SHANNON_ENTROPY: 6.129842±0.0081, 
