CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 1370, 'shrink': 972, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.4659765866607084, 'tversky_beta': 0.18627103480235133} - results: ROC_AUC: 0.029554±0.0017, PRECISION: 0.004539±0.0002, PRECISION_RECALL_MIN_DEN: 0.045393±0.0017, RECALL: 0.045393±0.0017, MAP: 0.020480±0.0014, MRR: 0.020480±0.0014, NDCG: 0.026273±0.0014, F1: 0.008253±0.0003, HIT_RATE: 0.045393±0.0017, ARHR: 0.020480±0.0014, RMSE: 0.949145±0.0009, NOVELTY: 0.004998±0.0000, AVERAGE_POPULARITY: 0.765793±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.715075±0.0008, DIVERSITY_HERFINDAHL: 0.971491±0.0001, COVERAGE_ITEM: 0.021606±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118756±0.0011, SHANNON_ENTROPY: 5.861116±0.0057, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 2924, 'shrink': 101, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.014582415599949664, 'tversky_beta': 0.083361946089775} - results: ROC_AUC: 0.026347±0.0008, PRECISION: 0.003979±0.0001, PRECISION_RECALL_MIN_DEN: 0.039792±0.0011, RECALL: 0.039792±0.0011, MAP: 0.018251±0.0009, MRR: 0.018251±0.0009, NDCG: 0.023275±0.0009, F1: 0.007235±0.0002, HIT_RATE: 0.039792±0.0011, ARHR: 0.018251±0.0009, RMSE: 0.837100±0.0099, NOVELTY: 0.004938±0.0000, AVERAGE_POPULARITY: 0.811039±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.612688±0.0015, DIVERSITY_HERFINDAHL: 0.961255±0.0001, COVERAGE_ITEM: 0.011938±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132329±0.0018, SHANNON_ENTROPY: 5.223532±0.0026, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 695, 'shrink': 1955, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8026496182770857, 'tversky_beta': 0.11562940409214109} - results: ROC_AUC: 0.031075±0.0016, PRECISION: 0.004752±0.0002, PRECISION_RECALL_MIN_DEN: 0.047516±0.0025, RECALL: 0.047516±0.0025, MAP: 0.021555±0.0011, MRR: 0.021555±0.0011, NDCG: 0.027594±0.0014, F1: 0.008639±0.0004, HIT_RATE: 0.047516±0.0025, ARHR: 0.021555±0.0011, RMSE: 0.981152±0.0005, NOVELTY: 0.005061±0.0000, AVERAGE_POPULARITY: 0.721449±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.791828±0.0008, DIVERSITY_HERFINDAHL: 0.979165±0.0001, COVERAGE_ITEM: 0.033122±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118385±0.0021, SHANNON_ENTROPY: 6.420970±0.0050, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 567, 'shrink': 55, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.1381546769009945, 'tversky_beta': 0.007692903465776448} - results: ROC_AUC: 0.032074±0.0024, PRECISION: 0.004878±0.0003, PRECISION_RECALL_MIN_DEN: 0.048780±0.0032, RECALL: 0.048780±0.0032, MAP: 0.021999±0.0017, MRR: 0.021999±0.0017, NDCG: 0.028243±0.0020, F1: 0.008869±0.0006, HIT_RATE: 0.048780±0.0032, ARHR: 0.021999±0.0017, RMSE: 0.881021±0.0110, NOVELTY: 0.005085±0.0000, AVERAGE_POPULARITY: 0.706181±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.811156±0.0009, DIVERSITY_HERFINDAHL: 0.981097±0.0001, COVERAGE_ITEM: 0.037480±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120458±0.0014, SHANNON_ENTROPY: 6.605999±0.0077, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 740, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.030528±0.0016, PRECISION: 0.004693±0.0003, PRECISION_RECALL_MIN_DEN: 0.046929±0.0025, RECALL: 0.046929±0.0025, MAP: 0.021064±0.0011, MRR: 0.021064±0.0011, NDCG: 0.027077±0.0014, F1: 0.008532±0.0005, HIT_RATE: 0.046929±0.0025, ARHR: 0.021064±0.0011, RMSE: 0.980702±0.0005, NOVELTY: 0.005054±0.0000, AVERAGE_POPULARITY: 0.725924±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.785484±0.0009, DIVERSITY_HERFINDAHL: 0.978531±0.0001, COVERAGE_ITEM: 0.032366±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116149±0.0022, SHANNON_ENTROPY: 6.363292±0.0041, 
CrossSearchBayesianSkopt: New best config found. Config 58: {'topK': 787, 'shrink': 144, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9867453925956813, 'tversky_beta': 1.833522262883196} - results: ROC_AUC: 0.031818±0.0020, PRECISION: 0.004919±0.0002, PRECISION_RECALL_MIN_DEN: 0.049187±0.0020, RECALL: 0.049187±0.0020, MAP: 0.022131±0.0013, MRR: 0.022131±0.0013, NDCG: 0.028416±0.0014, F1: 0.008943±0.0004, HIT_RATE: 0.049187±0.0020, ARHR: 0.022131±0.0013, RMSE: 0.889817±0.0011, NOVELTY: 0.005054±0.0000, AVERAGE_POPULARITY: 0.726781±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.786341±0.0007, DIVERSITY_HERFINDAHL: 0.978616±0.0001, COVERAGE_ITEM: 0.030343±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122061±0.0024, SHANNON_ENTROPY: 6.360136±0.0038, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 627, 'shrink': 1997, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.8987709706367841, 'tversky_beta': 0.13408459776191364} - results: ROC_AUC: 0.031346±0.0020, PRECISION: 0.004783±0.0003, PRECISION_RECALL_MIN_DEN: 0.047832±0.0028, RECALL: 0.047832±0.0028, MAP: 0.021697±0.0013, MRR: 0.021697±0.0013, NDCG: 0.027782±0.0016, F1: 0.008697±0.0005, HIT_RATE: 0.047832±0.0028, ARHR: 0.021697±0.0013, RMSE: 0.982650±0.0004, NOVELTY: 0.005073±0.0000, AVERAGE_POPULARITY: 0.714012±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.801597±0.0009, DIVERSITY_HERFINDAHL: 0.980142±0.0001, COVERAGE_ITEM: 0.035404±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118631±0.0007, SHANNON_ENTROPY: 6.510494±0.0072, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 768, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.030347±0.0016, PRECISION: 0.004693±0.0003, PRECISION_RECALL_MIN_DEN: 0.046929±0.0026, RECALL: 0.046929±0.0026, MAP: 0.021046±0.0012, MRR: 0.021046±0.0012, NDCG: 0.027056±0.0015, F1: 0.008532±0.0005, HIT_RATE: 0.046929±0.0026, ARHR: 0.021046±0.0012, RMSE: 0.980281±0.0005, NOVELTY: 0.005050±0.0000, AVERAGE_POPULARITY: 0.728925±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.780870±0.0006, DIVERSITY_HERFINDAHL: 0.978069±0.0001, COVERAGE_ITEM: 0.031338±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116491±0.0012, SHANNON_ENTROPY: 6.325636±0.0072, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 776, 'shrink': 1967, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.11212231452485469, 'tversky_beta': 0.1376575137823917} - results: ROC_AUC: 0.030618±0.0017, PRECISION: 0.004675±0.0003, PRECISION_RECALL_MIN_DEN: 0.046748±0.0026, RECALL: 0.046748±0.0026, MAP: 0.021165±0.0010, MRR: 0.021165±0.0010, NDCG: 0.027117±0.0014, F1: 0.008500±0.0005, HIT_RATE: 0.046748±0.0026, ARHR: 0.021165±0.0010, RMSE: 0.978840±0.0005, NOVELTY: 0.005049±0.0000, AVERAGE_POPULARITY: 0.729672±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.780183±0.0009, DIVERSITY_HERFINDAHL: 0.978001±0.0001, COVERAGE_ITEM: 0.030776±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117746±0.0015, SHANNON_ENTROPY: 6.318472±0.0061, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 111, 'shrink': 114, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.96437748906724, 'tversky_beta': 1.9980132356994518} - results: ROC_AUC: 0.028029±0.0023, PRECISION: 0.004304±0.0003, PRECISION_RECALL_MIN_DEN: 0.043044±0.0027, RECALL: 0.043044±0.0027, MAP: 0.019252±0.0020, MRR: 0.019252±0.0020, NDCG: 0.024796±0.0020, F1: 0.007826±0.0005, HIT_RATE: 0.043044±0.0027, ARHR: 0.019252±0.0020, RMSE: 0.967805±0.0007, NOVELTY: 0.005337±0.0000, AVERAGE_POPULARITY: 0.560534±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.926308±0.0003, DIVERSITY_HERFINDAHL: 0.992610±0.0000, COVERAGE_ITEM: 0.096156±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150122±0.0016, SHANNON_ENTROPY: 8.165836±0.0086, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.002499±0.0006, PRECISION: 0.000447±0.0001, PRECISION_RECALL_MIN_DEN: 0.004472±0.0005, RECALL: 0.004472±0.0005, MAP: 0.001621±0.0004, MRR: 0.001621±0.0004, NDCG: 0.002274±0.0004, F1: 0.000813±0.0001, HIT_RATE: 0.004472±0.0005, ARHR: 0.001621±0.0004, RMSE: 0.999925±0.0000, NOVELTY: 0.007190±0.0002, AVERAGE_POPULARITY: 0.077500±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.844205±0.0011, DIVERSITY_HERFINDAHL: 0.984401±0.0001, COVERAGE_ITEM: 0.407872±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.274355±0.0006, SHANNON_ENTROPY: 9.336924±0.0137, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 2846, 'shrink': 18, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.015862073301351035, 'tversky_beta': 1.9752687077399254} - results: ROC_AUC: 0.028812±0.0016, PRECISION: 0.004431±0.0001, PRECISION_RECALL_MIN_DEN: 0.044309±0.0014, RECALL: 0.044309±0.0014, MAP: 0.020176±0.0014, MRR: 0.020176±0.0014, NDCG: 0.025778±0.0014, F1: 0.008056±0.0002, HIT_RATE: 0.044309±0.0014, ARHR: 0.020176±0.0014, RMSE: 0.778776±0.0047, NOVELTY: 0.004972±0.0000, AVERAGE_POPULARITY: 0.783893±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.697234±0.0011, DIVERSITY_HERFINDAHL: 0.969708±0.0001, COVERAGE_ITEM: 0.014393±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146378±0.0014, SHANNON_ENTROPY: 5.648169±0.0041, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 2778, 'shrink': 4, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.9566070673477858, 'tversky_beta': 0.03690144891720771} - results: ROC_AUC: 0.029745±0.0018, PRECISION: 0.004458±0.0002, PRECISION_RECALL_MIN_DEN: 0.044580±0.0017, RECALL: 0.044580±0.0017, MAP: 0.020437±0.0013, MRR: 0.020437±0.0013, NDCG: 0.026082±0.0013, F1: 0.008105±0.0003, HIT_RATE: 0.044580±0.0017, ARHR: 0.020437±0.0013, RMSE: 1.059914±0.0140, NOVELTY: 0.004970±0.0000, AVERAGE_POPULARITY: 0.787667±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.687429±0.0018, DIVERSITY_HERFINDAHL: 0.968727±0.0002, COVERAGE_ITEM: 0.014642±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.140518±0.0011, SHANNON_ENTROPY: 5.606868±0.0075, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.028485±0.0015, PRECISION: 0.004264±0.0002, PRECISION_RECALL_MIN_DEN: 0.042638±0.0016, RECALL: 0.042638±0.0016, MAP: 0.019743±0.0012, MRR: 0.019743±0.0012, NDCG: 0.025090±0.0012, F1: 0.007752±0.0003, HIT_RATE: 0.042638±0.0016, ARHR: 0.019743±0.0012, RMSE: 0.755795±0.0045, NOVELTY: 0.004948±0.0000, AVERAGE_POPULARITY: 0.804774±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.649846±0.0016, DIVERSITY_HERFINDAHL: 0.964970±0.0002, COVERAGE_ITEM: 0.012847±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138111±0.0018, SHANNON_ENTROPY: 5.399025±0.0039, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 2986, 'shrink': 1977, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 1.7386356337866966, 'tversky_beta': 0.01119506187850572} - results: ROC_AUC: 0.026428±0.0009, PRECISION: 0.003993±0.0001, PRECISION_RECALL_MIN_DEN: 0.039928±0.0012, RECALL: 0.039928±0.0012, MAP: 0.018331±0.0009, MRR: 0.018331±0.0009, NDCG: 0.023365±0.0009, F1: 0.007260±0.0002, HIT_RATE: 0.039928±0.0012, ARHR: 0.018331±0.0009, RMSE: 0.962280±0.0006, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.811850±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.611903±0.0011, DIVERSITY_HERFINDAHL: 0.961176±0.0001, COVERAGE_ITEM: 0.011841±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132969±0.0023, SHANNON_ENTROPY: 5.219299±0.0036, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 482, 'shrink': 26, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.07459155336236535, 'tversky_beta': 0.0014950986531578896} - results: ROC_AUC: 0.032018±0.0023, PRECISION: 0.004896±0.0002, PRECISION_RECALL_MIN_DEN: 0.048961±0.0024, RECALL: 0.048961±0.0024, MAP: 0.021898±0.0017, MRR: 0.021898±0.0017, NDCG: 0.028205±0.0018, F1: 0.008902±0.0004, HIT_RATE: 0.048961±0.0024, ARHR: 0.021898±0.0017, RMSE: 1.067439±0.0221, NOVELTY: 0.005104±0.0000, AVERAGE_POPULARITY: 0.694250±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.824590±0.0004, DIVERSITY_HERFINDAHL: 0.982440±0.0000, COVERAGE_ITEM: 0.041384±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.122110±0.0015, SHANNON_ENTROPY: 6.749745±0.0044, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.024104±0.0013, PRECISION: 0.003627±0.0002, PRECISION_RECALL_MIN_DEN: 0.036269±0.0020, RECALL: 0.036269±0.0020, MAP: 0.017048±0.0014, MRR: 0.017048±0.0014, NDCG: 0.021520±0.0015, F1: 0.006594±0.0004, HIT_RATE: 0.036269±0.0020, ARHR: 0.017048±0.0014, RMSE: 43.547725±0.4806, NOVELTY: 0.004911±0.0000, AVERAGE_POPULARITY: 0.833944±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.565715±0.0014, DIVERSITY_HERFINDAHL: 0.956559±0.0001, COVERAGE_ITEM: 0.008975±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146659±0.0028, SHANNON_ENTROPY: 4.976757±0.0046, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3000, 'shrink': 1983, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.926479299769193, 'tversky_beta': 1.9886580780175145} - results: ROC_AUC: 0.026428±0.0010, PRECISION: 0.003993±0.0001, PRECISION_RECALL_MIN_DEN: 0.039928±0.0010, RECALL: 0.039928±0.0010, MAP: 0.018362±0.0009, MRR: 0.018362±0.0009, NDCG: 0.023389±0.0008, F1: 0.007260±0.0002, HIT_RATE: 0.039928±0.0010, ARHR: 0.018362±0.0009, RMSE: 0.964263±0.0005, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.812034±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.611381±0.0013, DIVERSITY_HERFINDAHL: 0.961124±0.0001, COVERAGE_ITEM: 0.011819±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132918±0.0015, SHANNON_ENTROPY: 5.216421±0.0034, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.030157±0.0013, PRECISION: 0.004616±0.0002, PRECISION_RECALL_MIN_DEN: 0.046161±0.0018, RECALL: 0.046161±0.0018, MAP: 0.020761±0.0010, MRR: 0.020761±0.0010, NDCG: 0.026675±0.0011, F1: 0.008393±0.0003, HIT_RATE: 0.046161±0.0018, ARHR: 0.020761±0.0010, RMSE: 0.798857±0.0051, NOVELTY: 0.004985±0.0000, AVERAGE_POPULARITY: 0.774251±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.716985±0.0012, DIVERSITY_HERFINDAHL: 0.971682±0.0001, COVERAGE_ITEM: 0.014566±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.157859±0.0025, SHANNON_ENTROPY: 5.777413±0.0056, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 140, 'shrink': 10, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.11235805405334512, 'tversky_beta': 1.9941477061301784} - results: ROC_AUC: 0.009746±0.0014, PRECISION: 0.001554±0.0002, PRECISION_RECALL_MIN_DEN: 0.015537±0.0018, RECALL: 0.015537±0.0018, MAP: 0.006350±0.0011, MRR: 0.006350±0.0011, NDCG: 0.008491±0.0012, F1: 0.002825±0.0003, HIT_RATE: 0.015537±0.0018, ARHR: 0.006350±0.0011, RMSE: 0.984199±0.0005, NOVELTY: 0.006627±0.0000, AVERAGE_POPULARITY: 0.204798±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.993903±0.0000, DIVERSITY_HERFINDAHL: 0.999368±0.0000, COVERAGE_ITEM: 0.393404±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.384952±0.0014, SHANNON_ENTROPY: 11.708891±0.0036, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 2835, 'shrink': 1983, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.812062955143778, 'tversky_beta': 0.007341963940952214} - results: ROC_AUC: 0.026874±0.0011, PRECISION: 0.004033±0.0001, PRECISION_RECALL_MIN_DEN: 0.040334±0.0011, RECALL: 0.040334±0.0011, MAP: 0.018665±0.0011, MRR: 0.018665±0.0011, NDCG: 0.023720±0.0010, F1: 0.007333±0.0002, HIT_RATE: 0.040334±0.0011, ARHR: 0.018665±0.0011, RMSE: 0.963274±0.0006, NOVELTY: 0.004941±0.0000, AVERAGE_POPULARITY: 0.809098±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.619206±0.0011, DIVERSITY_HERFINDAHL: 0.961907±0.0001, COVERAGE_ITEM: 0.012295±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132012±0.0016, SHANNON_ENTROPY: 5.261356±0.0037, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 2916, 'shrink': 1853, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.07438393470413264, 'tversky_beta': 0.04682151198886487} - results: ROC_AUC: 0.026282±0.0009, PRECISION: 0.003970±0.0001, PRECISION_RECALL_MIN_DEN: 0.039702±0.0011, RECALL: 0.039702±0.0011, MAP: 0.018209±0.0010, MRR: 0.018209±0.0010, NDCG: 0.023221±0.0009, F1: 0.007219±0.0002, HIT_RATE: 0.039702±0.0011, ARHR: 0.018209±0.0010, RMSE: 0.957669±0.0007, NOVELTY: 0.004939±0.0000, AVERAGE_POPULARITY: 0.810675±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.613375±0.0016, DIVERSITY_HERFINDAHL: 0.961324±0.0002, COVERAGE_ITEM: 0.012025±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131658±0.0023, SHANNON_ENTROPY: 5.225955±0.0038, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2949, 'shrink': 1990, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.7271174654074328, 'tversky_beta': 0.058074220494610765} - results: ROC_AUC: 0.026498±0.0009, PRECISION: 0.003984±0.0001, PRECISION_RECALL_MIN_DEN: 0.039837±0.0012, RECALL: 0.039837±0.0012, MAP: 0.018310±0.0009, MRR: 0.018310±0.0009, NDCG: 0.023333±0.0009, F1: 0.007243±0.0002, HIT_RATE: 0.039837±0.0012, ARHR: 0.018310±0.0009, RMSE: 0.962737±0.0006, NOVELTY: 0.004938±0.0000, AVERAGE_POPULARITY: 0.811130±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.613786±0.0013, DIVERSITY_HERFINDAHL: 0.961365±0.0001, COVERAGE_ITEM: 0.011928±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132988±0.0014, SHANNON_ENTROPY: 5.229835±0.0037, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.028566±0.0014, PRECISION: 0.004309±0.0002, PRECISION_RECALL_MIN_DEN: 0.043089±0.0016, RECALL: 0.043089±0.0016, MAP: 0.019560±0.0010, MRR: 0.019560±0.0010, NDCG: 0.025060±0.0009, F1: 0.007834±0.0003, HIT_RATE: 0.043089±0.0016, ARHR: 0.019560±0.0010, RMSE: 1.318459±0.0197, NOVELTY: 0.004961±0.0000, AVERAGE_POPULARITY: 0.794294±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.667543±0.0025, DIVERSITY_HERFINDAHL: 0.966739±0.0002, COVERAGE_ITEM: 0.013669±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138890±0.0018, SHANNON_ENTROPY: 5.493424±0.0087, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2842, 'shrink': 5, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 0.02087484207612889, 'tversky_beta': 0.014389235137000304} - results: ROC_AUC: 0.027160±0.0009, PRECISION: 0.004074±0.0001, PRECISION_RECALL_MIN_DEN: 0.040741±0.0010, RECALL: 0.040741±0.0010, MAP: 0.018795±0.0010, MRR: 0.018795±0.0010, NDCG: 0.023917±0.0009, F1: 0.007407±0.0002, HIT_RATE: 0.040741±0.0010, ARHR: 0.018795±0.0010, RMSE: 7.322671±0.1041, NOVELTY: 0.004940±0.0000, AVERAGE_POPULARITY: 0.810653±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.623676±0.0012, DIVERSITY_HERFINDAHL: 0.962354±0.0001, COVERAGE_ITEM: 0.012176±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134958±0.0022, SHANNON_ENTROPY: 5.282175±0.0036, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 3000, 'shrink': 0, 'normalize': False, 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.028566±0.0014, PRECISION: 0.004309±0.0002, PRECISION_RECALL_MIN_DEN: 0.043089±0.0016, RECALL: 0.043089±0.0016, MAP: 0.019560±0.0010, MRR: 0.019560±0.0010, NDCG: 0.025060±0.0009, F1: 0.007834±0.0003, HIT_RATE: 0.043089±0.0016, ARHR: 0.019560±0.0010, RMSE: 1.318459±0.0197, NOVELTY: 0.004961±0.0000, AVERAGE_POPULARITY: 0.794294±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.667543±0.0025, DIVERSITY_HERFINDAHL: 0.966739±0.0002, COVERAGE_ITEM: 0.013669±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.138890±0.0018, SHANNON_ENTROPY: 5.493424±0.0087, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2994, 'shrink': 1832, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 0.04495248718475554, 'tversky_beta': 0.08031174031639667} - results: ROC_AUC: 0.026232±0.0008, PRECISION: 0.003952±0.0001, PRECISION_RECALL_MIN_DEN: 0.039521±0.0009, RECALL: 0.039521±0.0009, MAP: 0.018097±0.0009, MRR: 0.018097±0.0009, NDCG: 0.023097±0.0009, F1: 0.007186±0.0002, HIT_RATE: 0.039521±0.0009, ARHR: 0.018097±0.0009, RMSE: 0.956699±0.0007, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.812106±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.609228±0.0015, DIVERSITY_HERFINDAHL: 0.960909±0.0002, COVERAGE_ITEM: 0.011744±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132563±0.0010, SHANNON_ENTROPY: 5.203314±0.0031, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 301, 'shrink': 4, 'normalize': True, 'similarity': 'tversky', 'tversky_alpha': 1.9766842954352812, 'tversky_beta': 1.9122326471155173} - results: ROC_AUC: 0.030934±0.0026, PRECISION: 0.004878±0.0003, PRECISION_RECALL_MIN_DEN: 0.048780±0.0033, RECALL: 0.048780±0.0033, MAP: 0.021332±0.0021, MRR: 0.021332±0.0021, NDCG: 0.027698±0.0023, F1: 0.008869±0.0006, HIT_RATE: 0.048780±0.0033, ARHR: 0.021332±0.0021, RMSE: 0.918916±0.0012, NOVELTY: 0.005242±0.0000, AVERAGE_POPULARITY: 0.609589±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.894081±0.0005, DIVERSITY_HERFINDAHL: 0.989388±0.0001, COVERAGE_ITEM: 0.067856±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139475±0.0005, SHANNON_ENTROPY: 7.601256±0.0076, 
