CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 715, 'shrink': 1106, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038252±0.0026, PRECISION: 0.005881±0.0003, PRECISION_RECALL_MIN_DEN: 0.058808±0.0031, RECALL: 0.058808±0.0031, MAP: 0.025737±0.0015, MRR: 0.025737±0.0015, NDCG: 0.033456±0.0019, F1: 0.010692±0.0006, HIT_RATE: 0.058808±0.0031, ARHR: 0.025737±0.0015, RMSE: 0.735656±0.0055, NOVELTY: 0.005287±0.0000, AVERAGE_POPULARITY: 0.614577±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.880729±0.0012, DIVERSITY_HERFINDAHL: 0.988053±0.0001, COVERAGE_ITEM: 0.069651±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144801±0.0012, SHANNON_ENTROPY: 7.576827±0.0156, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 1908, 'shrink': 1, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037574±0.0025, PRECISION: 0.005718±0.0003, PRECISION_RECALL_MIN_DEN: 0.057182±0.0028, RECALL: 0.057182±0.0028, MAP: 0.025292±0.0015, MRR: 0.025292±0.0015, NDCG: 0.032740±0.0018, F1: 0.010397±0.0005, HIT_RATE: 0.057182±0.0028, ARHR: 0.025292±0.0015, RMSE: 2.752748±0.0262, NOVELTY: 0.005093±0.0000, AVERAGE_POPULARITY: 0.709957±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.798614±0.0015, DIVERSITY_HERFINDAHL: 0.979843±0.0002, COVERAGE_ITEM: 0.031057±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132329±0.0019, SHANNON_ENTROPY: 6.484062±0.0093, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1115, 'shrink': 1901, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039270±0.0030, PRECISION: 0.006012±0.0003, PRECISION_RECALL_MIN_DEN: 0.060117±0.0028, RECALL: 0.060117±0.0028, MAP: 0.026404±0.0020, MRR: 0.026404±0.0020, NDCG: 0.034274±0.0022, F1: 0.010930±0.0005, HIT_RATE: 0.060117±0.0028, ARHR: 0.026404±0.0020, RMSE: 0.694394±0.0052, NOVELTY: 0.005174±0.0000, AVERAGE_POPULARITY: 0.667871±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.840728±0.0019, DIVERSITY_HERFINDAHL: 0.984054±0.0002, COVERAGE_ITEM: 0.042379±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145061±0.0011, SHANNON_ENTROPY: 6.981762±0.0155, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2393, 'shrink': 4, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.035150±0.0024, PRECISION: 0.005402±0.0003, PRECISION_RECALL_MIN_DEN: 0.054020±0.0028, RECALL: 0.054020±0.0028, MAP: 0.024015±0.0014, MRR: 0.024015±0.0014, NDCG: 0.031003±0.0017, F1: 0.009822±0.0005, HIT_RATE: 0.054020±0.0028, ARHR: 0.024015±0.0014, RMSE: 4.180918±0.0425, NOVELTY: 0.005031±0.0000, AVERAGE_POPULARITY: 0.749513±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.750931±0.0014, DIVERSITY_HERFINDAHL: 0.975076±0.0001, COVERAGE_ITEM: 0.024882±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123446±0.0013, SHANNON_ENTROPY: 6.094790±0.0031, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 968, 'shrink': 13, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039210±0.0025, PRECISION: 0.005994±0.0003, PRECISION_RECALL_MIN_DEN: 0.059937±0.0027, RECALL: 0.059937±0.0027, MAP: 0.026317±0.0015, MRR: 0.026317±0.0015, NDCG: 0.034170±0.0018, F1: 0.010898±0.0005, HIT_RATE: 0.059937±0.0027, ARHR: 0.026317±0.0015, RMSE: 71.224939±0.7071, NOVELTY: 0.005206±0.0000, AVERAGE_POPULARITY: 0.651792±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.853870±0.0015, DIVERSITY_HERFINDAHL: 0.985368±0.0002, COVERAGE_ITEM: 0.048391±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146684±0.0012, SHANNON_ENTROPY: 7.158217±0.0138, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 1246, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039105±0.0028, PRECISION: 0.006048±0.0003, PRECISION_RECALL_MIN_DEN: 0.060479±0.0026, RECALL: 0.060479±0.0026, MAP: 0.026519±0.0019, MRR: 0.026519±0.0019, NDCG: 0.034426±0.0020, F1: 0.010996±0.0005, HIT_RATE: 0.060479±0.0026, ARHR: 0.026519±0.0019, RMSE: 1132.939583±10.2335, NOVELTY: 0.005151±0.0000, AVERAGE_POPULARITY: 0.679957±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.829881±0.0016, DIVERSITY_HERFINDAHL: 0.982969±0.0002, COVERAGE_ITEM: 0.038345±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.143921±0.0007, SHANNON_ENTROPY: 6.847783±0.0146, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 8, 'shrink': 18, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.001536±0.0003, PRECISION: 0.000289±0.0000, PRECISION_RECALL_MIN_DEN: 0.002891±0.0005, RECALL: 0.002891±0.0005, MAP: 0.000872±0.0002, MRR: 0.000872±0.0002, NDCG: 0.001338±0.0002, F1: 0.000526±0.0001, HIT_RATE: 0.002891±0.0005, ARHR: 0.000872±0.0002, RMSE: 0.993288±0.0013, NOVELTY: 0.007457±0.0003, AVERAGE_POPULARITY: 0.014705±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.558549±0.0034, DIVERSITY_HERFINDAHL: 0.955842±0.0003, COVERAGE_ITEM: 0.245255±0.0050, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114892±0.0025, SHANNON_ENTROPY: 5.961506±0.0409, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 1131, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039255±0.0028, PRECISION: 0.006061±0.0003, PRECISION_RECALL_MIN_DEN: 0.060614±0.0029, RECALL: 0.060614±0.0029, MAP: 0.026405±0.0019, MRR: 0.026405±0.0019, NDCG: 0.034379±0.0021, F1: 0.011021±0.0005, HIT_RATE: 0.060614±0.0029, ARHR: 0.026405±0.0019, RMSE: 0.706468±0.0038, NOVELTY: 0.005176±0.0000, AVERAGE_POPULARITY: 0.665660±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.843595±0.0019, DIVERSITY_HERFINDAHL: 0.984340±0.0002, COVERAGE_ITEM: 0.042347±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146298±0.0008, SHANNON_ENTROPY: 7.000277±0.0152, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 2998, 'shrink': 1724, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035050±0.0023, PRECISION: 0.005438±0.0003, PRECISION_RECALL_MIN_DEN: 0.054381±0.0028, RECALL: 0.054381±0.0028, MAP: 0.023801±0.0014, MRR: 0.023801±0.0014, NDCG: 0.030920±0.0017, F1: 0.009887±0.0005, HIT_RATE: 0.054381±0.0028, ARHR: 0.023801±0.0014, RMSE: 0.862651±0.0072, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755320±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.736850±0.0019, DIVERSITY_HERFINDAHL: 0.973668±0.0002, COVERAGE_ITEM: 0.022871±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124598±0.0012, SHANNON_ENTROPY: 5.999875±0.0085, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 705, 'shrink': 1987, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038302±0.0026, PRECISION: 0.005890±0.0003, PRECISION_RECALL_MIN_DEN: 0.058898±0.0030, RECALL: 0.058898±0.0030, MAP: 0.025870±0.0015, MRR: 0.025870±0.0015, NDCG: 0.033575±0.0018, F1: 0.010709±0.0005, HIT_RATE: 0.058898±0.0030, ARHR: 0.025870±0.0015, RMSE: 0.733516±0.0026, NOVELTY: 0.005291±0.0000, AVERAGE_POPULARITY: 0.613057±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.881714±0.0012, DIVERSITY_HERFINDAHL: 0.988151±0.0001, COVERAGE_ITEM: 0.070776±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.144708±0.0011, SHANNON_ENTROPY: 7.594026±0.0114, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 2498, 'shrink': 26, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036304±0.0024, PRECISION: 0.005519±0.0002, PRECISION_RECALL_MIN_DEN: 0.055194±0.0025, RECALL: 0.055194±0.0025, MAP: 0.024566±0.0014, MRR: 0.024566±0.0014, NDCG: 0.031717±0.0016, F1: 0.010035±0.0004, HIT_RATE: 0.055194±0.0025, ARHR: 0.024566±0.0014, RMSE: 66.007279±0.5308, NOVELTY: 0.005042±0.0000, AVERAGE_POPULARITY: 0.743387±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.754386±0.0018, DIVERSITY_HERFINDAHL: 0.975422±0.0002, COVERAGE_ITEM: 0.025088±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126539±0.0012, SHANNON_ENTROPY: 6.138529±0.0078, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1493, 'shrink': 1965, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038628±0.0024, PRECISION: 0.005899±0.0003, PRECISION_RECALL_MIN_DEN: 0.058988±0.0025, RECALL: 0.058988±0.0025, MAP: 0.026106±0.0014, MRR: 0.026106±0.0014, NDCG: 0.033778±0.0016, F1: 0.010725±0.0005, HIT_RATE: 0.058988±0.0025, ARHR: 0.026106±0.0014, RMSE: 0.689947±0.0049, NOVELTY: 0.005121±0.0000, AVERAGE_POPULARITY: 0.696187±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.814378±0.0014, DIVERSITY_HERFINDAHL: 0.981419±0.0001, COVERAGE_ITEM: 0.033977±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.139925±0.0006, SHANNON_ENTROPY: 6.664647±0.0118, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 2497, 'shrink': 1999, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036329±0.0023, PRECISION: 0.005542±0.0002, PRECISION_RECALL_MIN_DEN: 0.055420±0.0024, RECALL: 0.055420±0.0024, MAP: 0.024487±0.0012, MRR: 0.024487±0.0012, NDCG: 0.031712±0.0015, F1: 0.010076±0.0004, HIT_RATE: 0.055420±0.0024, ARHR: 0.024487±0.0012, RMSE: 0.704389±0.0052, NOVELTY: 0.005043±0.0000, AVERAGE_POPULARITY: 0.742140±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.756302±0.0016, DIVERSITY_HERFINDAHL: 0.975613±0.0002, COVERAGE_ITEM: 0.025099±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127242±0.0010, SHANNON_ENTROPY: 6.148497±0.0083, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 1115, 'shrink': 0, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039446±0.0025, PRECISION: 0.006034±0.0004, PRECISION_RECALL_MIN_DEN: 0.060343±0.0041, RECALL: 0.060343±0.0041, MAP: 0.026205±0.0017, MRR: 0.026205±0.0017, NDCG: 0.034185±0.0022, F1: 0.010972±0.0007, HIT_RATE: 0.060343±0.0041, ARHR: 0.026205±0.0017, RMSE: 1.793184±0.0189, NOVELTY: 0.005214±0.0000, AVERAGE_POPULARITY: 0.642130±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.865013±0.0014, DIVERSITY_HERFINDAHL: 0.986482±0.0001, COVERAGE_ITEM: 0.049127±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146283±0.0014, SHANNON_ENTROPY: 7.220116±0.0148, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 2997, 'shrink': 1938, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.026267±0.0009, PRECISION: 0.003948±0.0001, PRECISION_RECALL_MIN_DEN: 0.039476±0.0009, RECALL: 0.039476±0.0009, MAP: 0.018123±0.0009, MRR: 0.018123±0.0009, NDCG: 0.023108±0.0009, F1: 0.007177±0.0002, HIT_RATE: 0.039476±0.0009, ARHR: 0.018123±0.0009, RMSE: 0.959987±0.0007, NOVELTY: 0.004937±0.0000, AVERAGE_POPULARITY: 0.812075±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.609817±0.0014, DIVERSITY_HERFINDAHL: 0.960968±0.0001, COVERAGE_ITEM: 0.011722±0.0001, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.133019±0.0012, SHANNON_ENTROPY: 5.205741±0.0026, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 797, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039185±0.0026, PRECISION: 0.006012±0.0003, PRECISION_RECALL_MIN_DEN: 0.060117±0.0033, RECALL: 0.060117±0.0033, MAP: 0.026244±0.0015, MRR: 0.026244±0.0015, NDCG: 0.034151±0.0019, F1: 0.010930±0.0006, HIT_RATE: 0.060117±0.0033, ARHR: 0.026244±0.0015, RMSE: 800.241464±7.7499, NOVELTY: 0.005256±0.0000, AVERAGE_POPULARITY: 0.628148±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.871690±0.0015, DIVERSITY_HERFINDAHL: 0.987149±0.0002, COVERAGE_ITEM: 0.060384±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145808±0.0002, SHANNON_ENTROPY: 7.420570±0.0163, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2999, 'shrink': 1955, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035045±0.0023, PRECISION: 0.005438±0.0003, PRECISION_RECALL_MIN_DEN: 0.054381±0.0028, RECALL: 0.054381±0.0028, MAP: 0.023800±0.0014, MRR: 0.023800±0.0014, NDCG: 0.030919±0.0017, F1: 0.009887±0.0005, HIT_RATE: 0.054381±0.0028, ARHR: 0.023800±0.0014, RMSE: 0.794611±0.0065, NOVELTY: 0.005023±0.0000, AVERAGE_POPULARITY: 0.755353±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.736771±0.0018, DIVERSITY_HERFINDAHL: 0.973661±0.0002, COVERAGE_ITEM: 0.022871±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124551±0.0012, SHANNON_ENTROPY: 5.999359±0.0084, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 2054, 'shrink': 6, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.037539±0.0024, PRECISION: 0.005691±0.0002, PRECISION_RECALL_MIN_DEN: 0.056911±0.0023, RECALL: 0.056911±0.0023, MAP: 0.025280±0.0013, MRR: 0.025280±0.0013, NDCG: 0.032672±0.0015, F1: 0.010347±0.0004, HIT_RATE: 0.056911±0.0023, ARHR: 0.025280±0.0013, RMSE: 260.995190±2.0576, NOVELTY: 0.005067±0.0000, AVERAGE_POPULARITY: 0.728322±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.775084±0.0015, DIVERSITY_HERFINDAHL: 0.977491±0.0001, COVERAGE_ITEM: 0.027564±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.131367±0.0011, SHANNON_ENTROPY: 6.310171±0.0059, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 1751, 'shrink': 1981, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038096±0.0024, PRECISION: 0.005836±0.0002, PRECISION_RECALL_MIN_DEN: 0.058356±0.0023, RECALL: 0.058356±0.0023, MAP: 0.025679±0.0015, MRR: 0.025679±0.0015, NDCG: 0.033301±0.0016, F1: 0.010610±0.0004, HIT_RATE: 0.058356±0.0023, ARHR: 0.025679±0.0015, RMSE: 0.688285±0.0048, NOVELTY: 0.005093±0.0000, AVERAGE_POPULARITY: 0.712416±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.796181±0.0015, DIVERSITY_HERFINDAHL: 0.979600±0.0001, COVERAGE_ITEM: 0.030581±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135424±0.0020, SHANNON_ENTROPY: 6.486307±0.0099, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 1121, 'shrink': 0, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039501±0.0024, PRECISION: 0.006061±0.0004, PRECISION_RECALL_MIN_DEN: 0.060614±0.0039, RECALL: 0.060614±0.0039, MAP: 0.026216±0.0016, MRR: 0.026216±0.0016, NDCG: 0.034254±0.0021, F1: 0.011021±0.0007, HIT_RATE: 0.060614±0.0039, ARHR: 0.026216±0.0016, RMSE: 1.801870±0.0191, NOVELTY: 0.005212±0.0000, AVERAGE_POPULARITY: 0.642960±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.864387±0.0013, DIVERSITY_HERFINDAHL: 0.986419±0.0001, COVERAGE_ITEM: 0.048694±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146453±0.0018, SHANNON_ENTROPY: 7.210679±0.0145, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2542, 'shrink': 4, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035572±0.0021, PRECISION: 0.005519±0.0003, PRECISION_RECALL_MIN_DEN: 0.055194±0.0029, RECALL: 0.055194±0.0029, MAP: 0.024025±0.0012, MRR: 0.024025±0.0012, NDCG: 0.031283±0.0016, F1: 0.010035±0.0005, HIT_RATE: 0.055194±0.0029, ARHR: 0.024025±0.0012, RMSE: 3.260491±0.0323, NOVELTY: 0.005051±0.0000, AVERAGE_POPULARITY: 0.735472±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.764329±0.0018, DIVERSITY_HERFINDAHL: 0.976416±0.0002, COVERAGE_ITEM: 0.025715±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127977±0.0021, SHANNON_ENTROPY: 6.193069±0.0087, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 798, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039220±0.0026, PRECISION: 0.006007±0.0003, PRECISION_RECALL_MIN_DEN: 0.060072±0.0031, RECALL: 0.060072±0.0031, MAP: 0.026260±0.0015, MRR: 0.026260±0.0015, NDCG: 0.034155±0.0018, F1: 0.010922±0.0006, HIT_RATE: 0.060072±0.0031, ARHR: 0.026260±0.0015, RMSE: 801.109017±7.6672, NOVELTY: 0.005255±0.0000, AVERAGE_POPULARITY: 0.628351±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.871567±0.0015, DIVERSITY_HERFINDAHL: 0.987137±0.0001, COVERAGE_ITEM: 0.060287±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145782±0.0004, SHANNON_ENTROPY: 7.418414±0.0158, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 724, 'shrink': 1991, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038347±0.0026, PRECISION: 0.005872±0.0003, PRECISION_RECALL_MIN_DEN: 0.058717±0.0032, RECALL: 0.058717±0.0032, MAP: 0.025737±0.0015, MRR: 0.025737±0.0015, NDCG: 0.033440±0.0018, F1: 0.010676±0.0006, HIT_RATE: 0.058717±0.0032, ARHR: 0.025737±0.0015, RMSE: 0.730399±0.0025, NOVELTY: 0.005283±0.0000, AVERAGE_POPULARITY: 0.616203±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.879769±0.0010, DIVERSITY_HERFINDAHL: 0.987957±0.0001, COVERAGE_ITEM: 0.068440±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.145048±0.0013, SHANNON_ENTROPY: 7.558923±0.0104, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 1130, 'shrink': 0, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039647±0.0024, PRECISION: 0.006079±0.0003, PRECISION_RECALL_MIN_DEN: 0.060795±0.0035, RECALL: 0.060795±0.0035, MAP: 0.026240±0.0015, MRR: 0.026240±0.0015, NDCG: 0.034318±0.0019, F1: 0.011054±0.0006, HIT_RATE: 0.060795±0.0035, ARHR: 0.026240±0.0015, RMSE: 1.814640±0.0191, NOVELTY: 0.005210±0.0000, AVERAGE_POPULARITY: 0.644106±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.863497±0.0015, DIVERSITY_HERFINDAHL: 0.986330±0.0002, COVERAGE_ITEM: 0.048164±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146539±0.0017, SHANNON_ENTROPY: 7.198020±0.0166, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 2994, 'shrink': 9, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'none'} - results: ROC_AUC: 0.024872±0.0007, PRECISION: 0.003699±0.0001, PRECISION_RECALL_MIN_DEN: 0.036992±0.0008, RECALL: 0.036992±0.0008, MAP: 0.017502±0.0011, MRR: 0.017502±0.0011, NDCG: 0.022048±0.0009, F1: 0.006726±0.0001, HIT_RATE: 0.036992±0.0008, ARHR: 0.017502±0.0011, RMSE: 9.083565±0.1462, NOVELTY: 0.004922±0.0000, AVERAGE_POPULARITY: 0.824607±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.568326±0.0014, DIVERSITY_HERFINDAHL: 0.956820±0.0001, COVERAGE_ITEM: 0.009959±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.135733±0.0023, SHANNON_ENTROPY: 5.005022±0.0040, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2241, 'shrink': 1990, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.036927±0.0024, PRECISION: 0.005587±0.0002, PRECISION_RECALL_MIN_DEN: 0.055872±0.0021, RECALL: 0.055872±0.0021, MAP: 0.024759±0.0012, MRR: 0.024759±0.0012, NDCG: 0.032036±0.0014, F1: 0.010158±0.0004, HIT_RATE: 0.055872±0.0021, ARHR: 0.024759±0.0012, RMSE: 0.737850±0.0062, NOVELTY: 0.005055±0.0000, AVERAGE_POPULARITY: 0.735453±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.765439±0.0017, DIVERSITY_HERFINDAHL: 0.976527±0.0002, COVERAGE_ITEM: 0.026472±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128776±0.0016, SHANNON_ENTROPY: 6.230358±0.0076, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 806, 'shrink': 0, 'normalize': False, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039305±0.0026, PRECISION: 0.006025±0.0003, PRECISION_RECALL_MIN_DEN: 0.060253±0.0030, RECALL: 0.060253±0.0030, MAP: 0.026289±0.0015, MRR: 0.026289±0.0015, NDCG: 0.034220±0.0018, F1: 0.010955±0.0005, HIT_RATE: 0.060253±0.0030, ARHR: 0.026289±0.0015, RMSE: 807.373356±7.5533, NOVELTY: 0.005252±0.0000, AVERAGE_POPULARITY: 0.629465±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.870858±0.0015, DIVERSITY_HERFINDAHL: 0.987066±0.0002, COVERAGE_ITEM: 0.059443±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146092±0.0006, SHANNON_ENTROPY: 7.405282±0.0156, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 1099, 'shrink': 2000, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.039406±0.0028, PRECISION: 0.005980±0.0003, PRECISION_RECALL_MIN_DEN: 0.059801±0.0029, RECALL: 0.059801±0.0029, MAP: 0.026634±0.0019, MRR: 0.026634±0.0019, NDCG: 0.034379±0.0021, F1: 0.010873±0.0005, HIT_RATE: 0.059801±0.0029, ARHR: 0.026634±0.0019, RMSE: 0.709055±0.0038, NOVELTY: 0.005183±0.0000, AVERAGE_POPULARITY: 0.662328±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.846204±0.0017, DIVERSITY_HERFINDAHL: 0.984601±0.0002, COVERAGE_ITEM: 0.043471±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146865±0.0006, SHANNON_ENTROPY: 7.037328±0.0149, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 1757, 'shrink': 35, 'normalize': True, 'similarity': 'cosine', 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.038061±0.0026, PRECISION: 0.005790±0.0003, PRECISION_RECALL_MIN_DEN: 0.057904±0.0026, RECALL: 0.057904±0.0026, MAP: 0.025645±0.0015, MRR: 0.025645±0.0015, NDCG: 0.033178±0.0017, F1: 0.010528±0.0005, HIT_RATE: 0.057904±0.0026, ARHR: 0.025645±0.0015, RMSE: 2.380942±0.0231, NOVELTY: 0.005106±0.0000, AVERAGE_POPULARITY: 0.702673±0.0032, DIVERSITY_MEAN_INTER_LIST: 0.807839±0.0018, DIVERSITY_HERFINDAHL: 0.980766±0.0002, COVERAGE_ITEM: 0.032571±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134682±0.0019, SHANNON_ENTROPY: 6.569745±0.0102, 
