CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3435839028372647, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.060457±0.0007, PRECISION: 0.008422±0.0001, PRECISION_RECALL_MIN_DEN: 0.084225±0.0013, RECALL: 0.084225±0.0013, MAP: 0.043775±0.0006, MRR: 0.043775±0.0006, NDCG: 0.053302±0.0007, F1: 0.015314±0.0002, HIT_RATE: 0.084225±0.0013, ARHR: 0.043775±0.0006, RMSE: 2.422316±0.0170, NOVELTY: 0.005793±0.0000, AVERAGE_POPULARITY: 0.396057±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.968611±0.0003, DIVERSITY_HERFINDAHL: 0.996857±0.0000, COVERAGE_ITEM: 0.645255±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.134733±0.0005, SHANNON_ENTROPY: 10.075064±0.0091, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 59, 'shrink': 1924, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.11997650874703839, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066342±0.0010, PRECISION: 0.008978±0.0001, PRECISION_RECALL_MIN_DEN: 0.089785±0.0006, RECALL: 0.089785±0.0006, MAP: 0.048230±0.0010, MRR: 0.048230±0.0010, NDCG: 0.058072±0.0009, F1: 0.016324±0.0001, HIT_RATE: 0.089785±0.0006, ARHR: 0.048230±0.0010, RMSE: 0.990098±0.0001, NOVELTY: 0.006485±0.0000, AVERAGE_POPULARITY: 0.247999±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.986804±0.0000, DIVERSITY_HERFINDAHL: 0.998676±0.0000, COVERAGE_ITEM: 0.873068±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.302584±0.0006, SHANNON_ENTROPY: 11.894901±0.0020, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 3, 'shrink': 531, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 1.376320±0.0096, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 200, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.052563±0.0007, PRECISION: 0.007342±0.0001, PRECISION_RECALL_MIN_DEN: 0.073424±0.0012, RECALL: 0.073424±0.0012, MAP: 0.038377±0.0006, MRR: 0.038377±0.0006, NDCG: 0.046617±0.0007, F1: 0.013350±0.0002, HIT_RATE: 0.073424±0.0012, ARHR: 0.038377±0.0006, RMSE: 0.903213±0.0007, NOVELTY: 0.005316±0.0000, AVERAGE_POPULARITY: 0.633339±0.0053, DIVERSITY_MEAN_INTER_LIST: 0.846105±0.0002, DIVERSITY_HERFINDAHL: 0.984607±0.0000, COVERAGE_ITEM: 0.513890±0.0059, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.075555±0.0004, SHANNON_ENTROPY: 7.816991±0.0067, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 3, 'shrink': 1659, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 1.009168±0.0027, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 132, 'shrink': 1990, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.01747929384720748, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.056824±0.0008, PRECISION: 0.007927±0.0001, PRECISION_RECALL_MIN_DEN: 0.079268±0.0010, RECALL: 0.079268±0.0010, MAP: 0.040418±0.0005, MRR: 0.040418±0.0005, NDCG: 0.049587±0.0005, F1: 0.014412±0.0002, HIT_RATE: 0.079268±0.0010, ARHR: 0.040418±0.0005, RMSE: 0.912432±0.0006, NOVELTY: 0.006423±0.0000, AVERAGE_POPULARITY: 0.076131±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.997675±0.0000, DIVERSITY_HERFINDAHL: 0.999763±0.0000, COVERAGE_ITEM: 0.954982±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.442812±0.0006, SHANNON_ENTROPY: 13.153067±0.0012, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 3, 'shrink': 960, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.072015±0.0007, PRECISION: 0.009550±0.0001, PRECISION_RECALL_MIN_DEN: 0.095504±0.0010, RECALL: 0.095504±0.0010, MAP: 0.052495±0.0005, MRR: 0.052495±0.0005, NDCG: 0.062729±0.0006, F1: 0.017364±0.0002, HIT_RATE: 0.095504±0.0010, ARHR: 0.052495±0.0005, RMSE: 1.151208±0.0042, NOVELTY: 0.006434±0.0000, AVERAGE_POPULARITY: 0.203679±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990002±0.0001, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.844001±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246348±0.0007, SHANNON_ENTROPY: 11.719801±0.0100, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3, 'shrink': 690, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.40024182182200774, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 1.238569±0.0075, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3, 'shrink': 682, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3077435123512703, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 1.243819±0.0075, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 167, 'shrink': 1997, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9945064411155058, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066310±0.0009, PRECISION: 0.008937±0.0001, PRECISION_RECALL_MIN_DEN: 0.089368±0.0011, RECALL: 0.089368±0.0011, MAP: 0.048316±0.0010, MRR: 0.048316±0.0010, NDCG: 0.058045±0.0010, F1: 0.016249±0.0002, HIT_RATE: 0.089368±0.0011, ARHR: 0.048316±0.0010, RMSE: 0.986636±0.0001, NOVELTY: 0.006438±0.0000, AVERAGE_POPULARITY: 0.248066±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.986076±0.0001, DIVERSITY_HERFINDAHL: 0.998603±0.0000, COVERAGE_ITEM: 0.885061±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.288176±0.0004, SHANNON_ENTROPY: 11.797014±0.0028, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 184, 'shrink': 34, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.038122804548677454, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.069840±0.0008, PRECISION: 0.009712±0.0001, PRECISION_RECALL_MIN_DEN: 0.097118±0.0009, RECALL: 0.097118±0.0009, MAP: 0.049822±0.0007, MRR: 0.049822±0.0007, NDCG: 0.060986±0.0007, F1: 0.017658±0.0002, HIT_RATE: 0.097118±0.0009, ARHR: 0.049822±0.0007, RMSE: 33.834457±0.1484, NOVELTY: 0.005674±0.0000, AVERAGE_POPULARITY: 0.494177±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.931518±0.0002, DIVERSITY_HERFINDAHL: 0.993148±0.0000, COVERAGE_ITEM: 0.645331±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120137±0.0002, SHANNON_ENTROPY: 9.336279±0.0032, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 23, 'shrink': 936, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9658006900212295, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066952±0.0007, PRECISION: 0.008877±0.0001, PRECISION_RECALL_MIN_DEN: 0.088774±0.0006, RECALL: 0.088774±0.0006, MAP: 0.048980±0.0007, MRR: 0.048980±0.0007, NDCG: 0.058444±0.0007, F1: 0.016141±0.0001, HIT_RATE: 0.088774±0.0006, ARHR: 0.048980±0.0007, RMSE: 0.982283±0.0001, NOVELTY: 0.006620±0.0000, AVERAGE_POPULARITY: 0.208389±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.991013±0.0000, DIVERSITY_HERFINDAHL: 0.999097±0.0000, COVERAGE_ITEM: 0.911738±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339191±0.0005, SHANNON_ENTROPY: 12.242576±0.0018, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3, 'shrink': 1845, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 0.996925±0.0023, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 39, 'shrink': 1998, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.045745179917595205, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.058342±0.0010, PRECISION: 0.008102±0.0001, PRECISION_RECALL_MIN_DEN: 0.081023±0.0011, RECALL: 0.081023±0.0011, MAP: 0.041652±0.0007, MRR: 0.041652±0.0007, NDCG: 0.050945±0.0007, F1: 0.014732±0.0002, HIT_RATE: 0.081023±0.0011, ARHR: 0.041652±0.0007, RMSE: 0.928121±0.0008, NOVELTY: 0.006721±0.0000, AVERAGE_POPULARITY: 0.157659±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.996033±0.0000, DIVERSITY_HERFINDAHL: 0.999599±0.0000, COVERAGE_ITEM: 0.904936±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.351747±0.0006, SHANNON_ENTROPY: 12.638399±0.0032, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 51, 'shrink': 47, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9427467010738173, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056592±0.0010, PRECISION: 0.007875±0.0001, PRECISION_RECALL_MIN_DEN: 0.078753±0.0006, RECALL: 0.078753±0.0006, MAP: 0.041305±0.0008, MRR: 0.041305±0.0008, NDCG: 0.050116±0.0007, F1: 0.014319±0.0001, HIT_RATE: 0.078753±0.0006, ARHR: 0.041305±0.0008, RMSE: 0.947487±0.0020, NOVELTY: 0.005551±0.0000, AVERAGE_POPULARITY: 0.513565±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.926844±0.0003, DIVERSITY_HERFINDAHL: 0.992680±0.0000, COVERAGE_ITEM: 0.580059±0.0054, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.106022±0.0005, SHANNON_ENTROPY: 9.072893±0.0059, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 5, 'shrink': 27, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.013126511431829527, 'feature_weighting': 'none'} - results: ROC_AUC: 0.044056±0.0005, PRECISION: 0.006259±0.0000, PRECISION_RECALL_MIN_DEN: 0.062588±0.0002, RECALL: 0.062588±0.0002, MAP: 0.031005±0.0003, MRR: 0.031005±0.0003, NDCG: 0.038439±0.0003, F1: 0.011380±0.0000, HIT_RATE: 0.062588±0.0002, ARHR: 0.031005±0.0003, RMSE: 0.963548±0.0011, NOVELTY: 0.007476±0.0000, AVERAGE_POPULARITY: 0.072160±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.870467±0.0008, DIVERSITY_HERFINDAHL: 0.987043±0.0001, COVERAGE_ITEM: 0.802368±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276457±0.0004, SHANNON_ENTROPY: 10.313044±0.0093, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3, 'shrink': 821, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.3359087548411695, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.059237±0.0007, PRECISION: 0.008135±0.0001, PRECISION_RECALL_MIN_DEN: 0.081351±0.0009, RECALL: 0.081351±0.0009, MAP: 0.042762±0.0005, MRR: 0.042762±0.0005, NDCG: 0.051879±0.0006, F1: 0.014791±0.0002, HIT_RATE: 0.081351±0.0009, ARHR: 0.042762±0.0005, RMSE: 1.168837±0.0063, NOVELTY: 0.006073±0.0000, AVERAGE_POPULARITY: 0.306578±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981273±0.0001, DIVERSITY_HERFINDAHL: 0.998123±0.0000, COVERAGE_ITEM: 0.609505±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156514±0.0008, SHANNON_ENTROPY: 10.547861±0.0088, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 151, 'shrink': 1361, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.0022803924328385077, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.031722±0.0006, PRECISION: 0.004286±0.0001, PRECISION_RECALL_MIN_DEN: 0.042857±0.0007, RECALL: 0.042857±0.0007, MAP: 0.023096±0.0003, MRR: 0.023096±0.0003, NDCG: 0.027777±0.0004, F1: 0.007792±0.0001, HIT_RATE: 0.042857±0.0007, ARHR: 0.023096±0.0003, RMSE: 0.927458±0.0013, NOVELTY: 0.006421±0.0000, AVERAGE_POPULARITY: 0.029447±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.999161±0.0000, DIVERSITY_HERFINDAHL: 0.999912±0.0000, COVERAGE_ITEM: 0.979941±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.614199±0.0010, SHANNON_ENTROPY: 13.782727±0.0016, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 501, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4400655999494634, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057748±0.0008, PRECISION: 0.007923±0.0001, PRECISION_RECALL_MIN_DEN: 0.079232±0.0006, RECALL: 0.079232±0.0006, MAP: 0.041628±0.0007, MRR: 0.041628±0.0007, NDCG: 0.050518±0.0007, F1: 0.014406±0.0001, HIT_RATE: 0.079232±0.0006, ARHR: 0.041628±0.0007, RMSE: 0.982310±0.0002, NOVELTY: 0.006033±0.0000, AVERAGE_POPULARITY: 0.303956±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980006±0.0001, DIVERSITY_HERFINDAHL: 0.997996±0.0000, COVERAGE_ITEM: 0.603233±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152644±0.0005, SHANNON_ENTROPY: 10.482759±0.0032, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 3, 'shrink': 516, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5127947268126847, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057747±0.0008, PRECISION: 0.007925±0.0001, PRECISION_RECALL_MIN_DEN: 0.079250±0.0006, RECALL: 0.079250±0.0006, MAP: 0.041630±0.0007, MRR: 0.041630±0.0007, NDCG: 0.050524±0.0006, F1: 0.014409±0.0001, HIT_RATE: 0.079250±0.0006, ARHR: 0.041630±0.0007, RMSE: 0.982793±0.0002, NOVELTY: 0.006033±0.0000, AVERAGE_POPULARITY: 0.303959±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980007±0.0001, DIVERSITY_HERFINDAHL: 0.997996±0.0000, COVERAGE_ITEM: 0.603244±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152648±0.0005, SHANNON_ENTROPY: 10.482803±0.0033, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3, 'shrink': 481, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4810945077031294, 'feature_weighting': 'none'} - results: ROC_AUC: 0.057746±0.0008, PRECISION: 0.007925±0.0001, PRECISION_RECALL_MIN_DEN: 0.079250±0.0006, RECALL: 0.079250±0.0006, MAP: 0.041630±0.0007, MRR: 0.041630±0.0007, NDCG: 0.050524±0.0007, F1: 0.014409±0.0001, HIT_RATE: 0.079250±0.0006, ARHR: 0.041630±0.0007, RMSE: 0.981650±0.0002, NOVELTY: 0.006033±0.0000, AVERAGE_POPULARITY: 0.303970±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.980005±0.0001, DIVERSITY_HERFINDAHL: 0.997996±0.0000, COVERAGE_ITEM: 0.603233±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152644±0.0005, SHANNON_ENTROPY: 10.482723±0.0032, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 162, 'shrink': 1947, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9836510177531284, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.070458±0.0007, PRECISION: 0.009824±0.0001, PRECISION_RECALL_MIN_DEN: 0.098235±0.0008, RECALL: 0.098235±0.0008, MAP: 0.050339±0.0006, MRR: 0.050339±0.0006, NDCG: 0.061637±0.0006, F1: 0.017861±0.0002, HIT_RATE: 0.098235±0.0008, ARHR: 0.050339±0.0006, RMSE: 0.883951±0.0017, NOVELTY: 0.005712±0.0000, AVERAGE_POPULARITY: 0.479154±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.937402±0.0003, DIVERSITY_HERFINDAHL: 0.993736±0.0000, COVERAGE_ITEM: 0.660016±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.125358±0.0004, SHANNON_ENTROPY: 9.485548±0.0044, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 3, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.072015±0.0007, PRECISION: 0.009550±0.0001, PRECISION_RECALL_MIN_DEN: 0.095504±0.0010, RECALL: 0.095504±0.0010, MAP: 0.052495±0.0005, MRR: 0.052495±0.0005, NDCG: 0.062729±0.0006, F1: 0.017364±0.0002, HIT_RATE: 0.095504±0.0010, ARHR: 0.052495±0.0005, RMSE: 407.439950±4.1325, NOVELTY: 0.006434±0.0000, AVERAGE_POPULARITY: 0.203679±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.990002±0.0001, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.844001±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.246348±0.0007, SHANNON_ENTROPY: 11.719801±0.0100, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 13, 'shrink': 39, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.979177361535226, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035024±0.0005, PRECISION: 0.005164±0.0000, PRECISION_RECALL_MIN_DEN: 0.051645±0.0005, RECALL: 0.051645±0.0005, MAP: 0.025007±0.0003, MRR: 0.025007±0.0003, NDCG: 0.031224±0.0003, F1: 0.009390±0.0001, HIT_RATE: 0.051645±0.0005, ARHR: 0.025007±0.0003, RMSE: 3.431346±0.0552, NOVELTY: 0.006885±0.0000, AVERAGE_POPULARITY: 0.042465±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.995313±0.0001, DIVERSITY_HERFINDAHL: 0.999527±0.0000, COVERAGE_ITEM: 0.960811±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.552424±0.0008, SHANNON_ENTROPY: 13.393556±0.0033, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.8051162150508525, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065367±0.0006, PRECISION: 0.008563±0.0001, PRECISION_RECALL_MIN_DEN: 0.085634±0.0008, RECALL: 0.085634±0.0008, MAP: 0.048100±0.0005, MRR: 0.048100±0.0005, NDCG: 0.057045±0.0006, F1: 0.015570±0.0002, HIT_RATE: 0.085634±0.0008, ARHR: 0.048100±0.0005, RMSE: 0.994739±0.0001, NOVELTY: 0.006610±0.0000, AVERAGE_POPULARITY: 0.153329±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.991297±0.0001, DIVERSITY_HERFINDAHL: 0.999125±0.0000, COVERAGE_ITEM: 0.894955±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339296±0.0009, SHANNON_ENTROPY: 12.306216±0.0072, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 32, 'shrink': 1878, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9424197723734016, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.075349±0.0006, PRECISION: 0.010385±0.0001, PRECISION_RECALL_MIN_DEN: 0.103849±0.0006, RECALL: 0.103849±0.0006, MAP: 0.053958±0.0006, MRR: 0.053958±0.0006, NDCG: 0.065751±0.0006, F1: 0.018882±0.0001, HIT_RATE: 0.103849±0.0006, ARHR: 0.053958±0.0006, RMSE: 0.929892±0.0015, NOVELTY: 0.006134±0.0000, AVERAGE_POPULARITY: 0.317171±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.979628±0.0002, DIVERSITY_HERFINDAHL: 0.997958±0.0000, COVERAGE_ITEM: 0.817161±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192880±0.0005, SHANNON_ENTROPY: 10.982074±0.0062, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7942980770096919, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065367±0.0006, PRECISION: 0.008563±0.0001, PRECISION_RECALL_MIN_DEN: 0.085634±0.0008, RECALL: 0.085634±0.0008, MAP: 0.048100±0.0005, MRR: 0.048100±0.0005, NDCG: 0.057045±0.0006, F1: 0.015570±0.0002, HIT_RATE: 0.085634±0.0008, ARHR: 0.048100±0.0005, RMSE: 0.994739±0.0001, NOVELTY: 0.006610±0.0000, AVERAGE_POPULARITY: 0.153329±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.991297±0.0001, DIVERSITY_HERFINDAHL: 0.999125±0.0000, COVERAGE_ITEM: 0.894955±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.339296±0.0009, SHANNON_ENTROPY: 12.306216±0.0072, 
