CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 11, 'shrink': 1812, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.3435839028372647, 'tversky_beta': 1.6558212544824547} - results: ROC_AUC: 0.063668±0.0011, PRECISION: 0.008820±0.0001, PRECISION_RECALL_MIN_DEN: 0.088197±0.0011, RECALL: 0.088197±0.0011, MAP: 0.045838±0.0009, MRR: 0.045838±0.0009, NDCG: 0.055832±0.0010, F1: 0.016036±0.0002, HIT_RATE: 0.088197±0.0011, ARHR: 0.045838±0.0009, RMSE: 0.969318±0.0002, NOVELTY: 0.005864±0.0000, AVERAGE_POPULARITY: 0.374658±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.974035±0.0002, DIVERSITY_HERFINDAHL: 0.997399±0.0000, COVERAGE_ITEM: 0.518562±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.128727±0.0006, SHANNON_ENTROPY: 10.019374±0.0064, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 4, 'shrink': 11, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.1539189552113622, 'tversky_beta': 1.3730189579420606} - results: ROC_AUC: 0.068181±0.0008, PRECISION: 0.009286±0.0001, PRECISION_RECALL_MIN_DEN: 0.092862±0.0007, RECALL: 0.092862±0.0007, MAP: 0.049175±0.0007, MRR: 0.049175±0.0007, NDCG: 0.059521±0.0007, F1: 0.016884±0.0001, HIT_RATE: 0.092862±0.0007, ARHR: 0.049175±0.0007, RMSE: 0.983546±0.0002, NOVELTY: 0.006935±0.0000, AVERAGE_POPULARITY: 0.164965±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.982303±0.0002, DIVERSITY_HERFINDAHL: 0.998226±0.0000, COVERAGE_ITEM: 0.808608±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.278559±0.0006, SHANNON_ENTROPY: 11.693243±0.0069, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 199, 'shrink': 1975, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8406197838686778, 'tversky_beta': 1.9912525739830564} - results: ROC_AUC: 0.069288±0.0007, PRECISION: 0.009450±0.0001, PRECISION_RECALL_MIN_DEN: 0.094502±0.0008, RECALL: 0.094502±0.0008, MAP: 0.050279±0.0006, MRR: 0.050279±0.0006, NDCG: 0.060737±0.0006, F1: 0.017182±0.0001, HIT_RATE: 0.094502±0.0008, ARHR: 0.050279±0.0006, RMSE: 0.989351±0.0001, NOVELTY: 0.006141±0.0000, AVERAGE_POPULARITY: 0.363998±0.0030, DIVERSITY_MEAN_INTER_LIST: 0.970657±0.0001, DIVERSITY_HERFINDAHL: 0.997061±0.0000, COVERAGE_ITEM: 0.721373±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.190369±0.0007, SHANNON_ENTROPY: 10.607634±0.0052, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 5, 'shrink': 1317, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.04064727451065276, 'tversky_beta': 1.9477031564434923} - results: ROC_AUC: 0.073560±0.0008, PRECISION: 0.009861±0.0001, PRECISION_RECALL_MIN_DEN: 0.098608±0.0008, RECALL: 0.098608±0.0008, MAP: 0.053357±0.0007, MRR: 0.053357±0.0007, NDCG: 0.064099±0.0007, F1: 0.017929±0.0002, HIT_RATE: 0.098608±0.0008, ARHR: 0.053357±0.0007, RMSE: 0.993374±0.0001, NOVELTY: 0.006687±0.0000, AVERAGE_POPULARITY: 0.184713±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.991717±0.0001, DIVERSITY_HERFINDAHL: 0.999167±0.0000, COVERAGE_ITEM: 0.777486±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.266290±0.0010, SHANNON_ENTROPY: 11.864646±0.0046, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 3, 'shrink': 1528, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.064301±0.0007, PRECISION: 0.008791±0.0001, PRECISION_RECALL_MIN_DEN: 0.087913±0.0006, RECALL: 0.087913±0.0006, MAP: 0.046314±0.0006, MRR: 0.046314±0.0006, NDCG: 0.056156±0.0005, F1: 0.015984±0.0001, HIT_RATE: 0.087913±0.0006, ARHR: 0.046314±0.0006, RMSE: 0.996788±0.0000, NOVELTY: 0.006154±0.0000, AVERAGE_POPULARITY: 0.286689±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.981198±0.0001, DIVERSITY_HERFINDAHL: 0.998115±0.0000, COVERAGE_ITEM: 0.459065±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152931±0.0009, SHANNON_ENTROPY: 10.362761±0.0078, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'shrink': 1960, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.009772041226320029, 'tversky_beta': 0.12324716272494166} - results: ROC_AUC: 0.071932±0.0009, PRECISION: 0.009687±0.0001, PRECISION_RECALL_MIN_DEN: 0.096870±0.0013, RECALL: 0.096870±0.0013, MAP: 0.052289±0.0006, MRR: 0.052289±0.0006, NDCG: 0.062863±0.0008, F1: 0.017613±0.0002, HIT_RATE: 0.096870±0.0013, ARHR: 0.052289±0.0006, RMSE: 0.994675±0.0001, NOVELTY: 0.006561±0.0000, AVERAGE_POPULARITY: 0.217904±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.987115±0.0001, DIVERSITY_HERFINDAHL: 0.998707±0.0000, COVERAGE_ITEM: 0.740622±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230136±0.0006, SHANNON_ENTROPY: 11.409736±0.0084, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 48, 'shrink': 1998, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.9939227914348692, 'tversky_beta': 0.1982778237836425} - results: ROC_AUC: 0.073068±0.0006, PRECISION: 0.009910±0.0000, PRECISION_RECALL_MIN_DEN: 0.099096±0.0004, RECALL: 0.099096±0.0004, MAP: 0.053015±0.0007, MRR: 0.053015±0.0007, NDCG: 0.063928±0.0006, F1: 0.018017±0.0001, HIT_RATE: 0.099096±0.0004, ARHR: 0.053015±0.0007, RMSE: 0.992467±0.0001, NOVELTY: 0.006463±0.0000, AVERAGE_POPULARITY: 0.254629±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.987647±0.0000, DIVERSITY_HERFINDAHL: 0.998760±0.0000, COVERAGE_ITEM: 0.767310±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.233604±0.0002, SHANNON_ENTROPY: 11.458794±0.0027, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 200, 'shrink': 1331, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.3549198017287221, 'tversky_beta': 1.996577761969767} - results: ROC_AUC: 0.066907±0.0007, PRECISION: 0.009233±0.0000, PRECISION_RECALL_MIN_DEN: 0.092330±0.0005, RECALL: 0.092330±0.0005, MAP: 0.048270±0.0006, MRR: 0.048270±0.0006, NDCG: 0.058669±0.0005, F1: 0.016787±0.0001, HIT_RATE: 0.092330±0.0005, ARHR: 0.048270±0.0006, RMSE: 0.983740±0.0001, NOVELTY: 0.005976±0.0000, AVERAGE_POPULARITY: 0.421632±0.0033, DIVERSITY_MEAN_INTER_LIST: 0.956276±0.0001, DIVERSITY_HERFINDAHL: 0.995623±0.0000, COVERAGE_ITEM: 0.698632±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.166208±0.0007, SHANNON_ENTROPY: 10.106762±0.0049, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 6, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.5949445187416078, 'tversky_beta': 0.3356235863333928} - results: ROC_AUC: 0.035142±0.0006, PRECISION: 0.005557±0.0001, PRECISION_RECALL_MIN_DEN: 0.055573±0.0005, RECALL: 0.055573±0.0005, MAP: 0.023641±0.0006, MRR: 0.023641±0.0006, NDCG: 0.031058±0.0006, F1: 0.010104±0.0001, HIT_RATE: 0.055573±0.0005, ARHR: 0.023641±0.0006, RMSE: 0.968661±0.0011, NOVELTY: 0.007231±0.0000, AVERAGE_POPULARITY: 0.054406±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.996705±0.0000, DIVERSITY_HERFINDAHL: 0.999666±0.0000, COVERAGE_ITEM: 0.894382±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.509752±0.0007, SHANNON_ENTROPY: 13.274628±0.0029, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 145, 'shrink': 9, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 1.8606790318471422, 'tversky_beta': 0.11613495925767706} - results: ROC_AUC: 0.050490±0.0009, PRECISION: 0.006840±0.0001, PRECISION_RECALL_MIN_DEN: 0.068405±0.0005, RECALL: 0.068405±0.0005, MAP: 0.036395±0.0008, MRR: 0.036395±0.0008, NDCG: 0.043988±0.0007, F1: 0.012437±0.0001, HIT_RATE: 0.068405±0.0005, ARHR: 0.036395±0.0008, RMSE: 0.933436±0.0004, NOVELTY: 0.005675±0.0000, AVERAGE_POPULARITY: 0.096079±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.995470±0.0000, DIVERSITY_HERFINDAHL: 0.999543±0.0000, COVERAGE_ITEM: 0.831068±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.342035±0.0013, SHANNON_ENTROPY: 12.507252±0.0052, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 10, 'shrink': 694, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7545048212842311, 'tversky_beta': 1.9206804730279663} - results: ROC_AUC: 0.069203±0.0006, PRECISION: 0.009291±0.0001, PRECISION_RECALL_MIN_DEN: 0.092915±0.0007, RECALL: 0.092915±0.0007, MAP: 0.050384±0.0006, MRR: 0.050384±0.0006, NDCG: 0.060473±0.0004, F1: 0.016894±0.0001, HIT_RATE: 0.092915±0.0007, ARHR: 0.050384±0.0006, RMSE: 0.990039±0.0001, NOVELTY: 0.006991±0.0000, AVERAGE_POPULARITY: 0.131831±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.995792±0.0000, DIVERSITY_HERFINDAHL: 0.999575±0.0000, COVERAGE_ITEM: 0.823314±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.348021±0.0009, SHANNON_ENTROPY: 12.511347±0.0024, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 3, 'shrink': 1689, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063848±0.0006, PRECISION: 0.008717±0.0000, PRECISION_RECALL_MIN_DEN: 0.087169±0.0005, RECALL: 0.087169±0.0005, MAP: 0.046026±0.0006, MRR: 0.046026±0.0006, NDCG: 0.055761±0.0005, F1: 0.015849±0.0001, HIT_RATE: 0.087169±0.0005, ARHR: 0.046026±0.0006, RMSE: 0.996980±0.0000, NOVELTY: 0.006152±0.0000, AVERAGE_POPULARITY: 0.288285±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.980853±0.0001, DIVERSITY_HERFINDAHL: 0.998081±0.0000, COVERAGE_ITEM: 0.458264±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.152072±0.0006, SHANNON_ENTROPY: 10.344040±0.0070, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 8, 'shrink': 1612, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.533752289450314, 'tversky_beta': 1.9937439403669945} - results: ROC_AUC: 0.072867±0.0007, PRECISION: 0.009792±0.0001, PRECISION_RECALL_MIN_DEN: 0.097916±0.0007, RECALL: 0.097916±0.0007, MAP: 0.052761±0.0005, MRR: 0.052761±0.0005, NDCG: 0.063480±0.0005, F1: 0.017803±0.0001, HIT_RATE: 0.097916±0.0007, ARHR: 0.052761±0.0005, RMSE: 0.994560±0.0001, NOVELTY: 0.006777±0.0000, AVERAGE_POPULARITY: 0.169740±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.993325±0.0000, DIVERSITY_HERFINDAHL: 0.999328±0.0000, COVERAGE_ITEM: 0.794993±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.291945±0.0008, SHANNON_ENTROPY: 12.068378±0.0050, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 3, 'shrink': 1694, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.902184214715439, 'tversky_beta': 0.3511050248833481} - results: ROC_AUC: 0.069794±0.0007, PRECISION: 0.009166±0.0001, PRECISION_RECALL_MIN_DEN: 0.091656±0.0007, RECALL: 0.091656±0.0007, MAP: 0.051145±0.0005, MRR: 0.051145±0.0005, NDCG: 0.060798±0.0005, F1: 0.016665±0.0001, HIT_RATE: 0.091656±0.0007, ARHR: 0.051145±0.0005, RMSE: 0.995499±0.0000, NOVELTY: 0.006725±0.0000, AVERAGE_POPULARITY: 0.168964±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.985870±0.0001, DIVERSITY_HERFINDAHL: 0.998583±0.0000, COVERAGE_ITEM: 0.724131±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.244360±0.0004, SHANNON_ENTROPY: 11.554116±0.0048, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 12, 'shrink': 818, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.40365870531419545, 'tversky_beta': 1.985531321584402} - results: ROC_AUC: 0.072620±0.0006, PRECISION: 0.009814±0.0001, PRECISION_RECALL_MIN_DEN: 0.098138±0.0008, RECALL: 0.098138±0.0008, MAP: 0.052656±0.0006, MRR: 0.052656±0.0006, NDCG: 0.063434±0.0004, F1: 0.017843±0.0001, HIT_RATE: 0.098138±0.0008, ARHR: 0.052656±0.0006, RMSE: 0.989298±0.0001, NOVELTY: 0.006784±0.0000, AVERAGE_POPULARITY: 0.176050±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.993902±0.0000, DIVERSITY_HERFINDAHL: 0.999386±0.0000, COVERAGE_ITEM: 0.799232±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.299814±0.0013, SHANNON_ENTROPY: 12.143226±0.0051, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 6, 'shrink': 1995, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.885537158681289, 'tversky_beta': 1.7310295782079892} - results: ROC_AUC: 0.072729±0.0009, PRECISION: 0.009739±0.0001, PRECISION_RECALL_MIN_DEN: 0.097393±0.0009, RECALL: 0.097393±0.0009, MAP: 0.052675±0.0006, MRR: 0.052675±0.0006, NDCG: 0.063298±0.0007, F1: 0.017708±0.0002, HIT_RATE: 0.097393±0.0009, ARHR: 0.052675±0.0006, RMSE: 0.995662±0.0000, NOVELTY: 0.006750±0.0000, AVERAGE_POPULARITY: 0.171579±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.992081±0.0000, DIVERSITY_HERFINDAHL: 0.999204±0.0000, COVERAGE_ITEM: 0.785045±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.278129±0.0008, SHANNON_ENTROPY: 11.942905±0.0049, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.071021±0.0007, PRECISION: 0.009407±0.0001, PRECISION_RECALL_MIN_DEN: 0.094068±0.0005, RECALL: 0.094068±0.0005, MAP: 0.051931±0.0006, MRR: 0.051931±0.0006, NDCG: 0.061954±0.0006, F1: 0.017103±0.0001, HIT_RATE: 0.094068±0.0005, ARHR: 0.051931±0.0006, RMSE: 0.996363±0.0000, NOVELTY: 0.006749±0.0000, AVERAGE_POPULARITY: 0.162086±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.989119±0.0001, DIVERSITY_HERFINDAHL: 0.998907±0.0000, COVERAGE_ITEM: 0.750224±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.262590±0.0009, SHANNON_ENTROPY: 11.794843±0.0081, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 5, 'shrink': 879, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8009807838955598, 'tversky_beta': 1.9806148851984076} - results: ROC_AUC: 0.070498±0.0005, PRECISION: 0.009440±0.0001, PRECISION_RECALL_MIN_DEN: 0.094405±0.0006, RECALL: 0.094405±0.0006, MAP: 0.051232±0.0005, MRR: 0.051232±0.0005, NDCG: 0.061481±0.0004, F1: 0.017164±0.0001, HIT_RATE: 0.094405±0.0006, ARHR: 0.051232±0.0005, RMSE: 0.992454±0.0001, NOVELTY: 0.006889±0.0000, AVERAGE_POPULARITY: 0.139829±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.993989±0.0000, DIVERSITY_HERFINDAHL: 0.999395±0.0000, COVERAGE_ITEM: 0.808035±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.316296±0.0007, SHANNON_ENTROPY: 12.283396±0.0039, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 3, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.063188±0.0006, PRECISION: 0.008610±0.0001, PRECISION_RECALL_MIN_DEN: 0.086096±0.0007, RECALL: 0.086096±0.0007, MAP: 0.045573±0.0006, MRR: 0.045573±0.0006, NDCG: 0.055164±0.0005, F1: 0.015654±0.0001, HIT_RATE: 0.086096±0.0007, ARHR: 0.045573±0.0006, RMSE: 0.997288±0.0000, NOVELTY: 0.006149±0.0000, AVERAGE_POPULARITY: 0.290824±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.980225±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.457518±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.150545±0.0008, SHANNON_ENTROPY: 10.312921±0.0084, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 13, 'shrink': 1501, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.3082132227595085, 'tversky_beta': 1.9782685684924444} - results: ROC_AUC: 0.073639±0.0009, PRECISION: 0.009941±0.0001, PRECISION_RECALL_MIN_DEN: 0.099415±0.0007, RECALL: 0.099415±0.0007, MAP: 0.053208±0.0008, MRR: 0.053208±0.0008, NDCG: 0.064168±0.0007, F1: 0.018075±0.0001, HIT_RATE: 0.099415±0.0007, ARHR: 0.053208±0.0008, RMSE: 0.993092±0.0001, NOVELTY: 0.006650±0.0000, AVERAGE_POPULARITY: 0.206147±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.991891±0.0000, DIVERSITY_HERFINDAHL: 0.999185±0.0000, COVERAGE_ITEM: 0.785293±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269940±0.0007, SHANNON_ENTROPY: 11.859643±0.0028, 
