CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 605, 'shrink': 840, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.049696±0.0012, PRECISION: 0.006939±0.0002, PRECISION_RECALL_MIN_DEN: 0.069390±0.0016, RECALL: 0.069390±0.0016, MAP: 0.035885±0.0010, MRR: 0.035885±0.0010, NDCG: 0.043776±0.0011, F1: 0.012616±0.0003, HIT_RATE: 0.069390±0.0016, ARHR: 0.035885±0.0010, RMSE: 0.975580±0.0002, NOVELTY: 0.005300±0.0000, AVERAGE_POPULARITY: 0.626583±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.850619±0.0015, DIVERSITY_HERFINDAHL: 0.985058±0.0001, COVERAGE_ITEM: 0.389630±0.0066, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.064997±0.0005, SHANNON_ENTROPY: 7.646796±0.0115, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 709, 'shrink': 639, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050687±0.0011, PRECISION: 0.007047±0.0001, PRECISION_RECALL_MIN_DEN: 0.070466±0.0013, RECALL: 0.070466±0.0013, MAP: 0.036644±0.0010, MRR: 0.036644±0.0010, NDCG: 0.044617±0.0010, F1: 0.012812±0.0002, HIT_RATE: 0.070466±0.0013, ARHR: 0.036644±0.0010, RMSE: 0.970737±0.0002, NOVELTY: 0.005320±0.0000, AVERAGE_POPULARITY: 0.615316±0.0069, DIVERSITY_MEAN_INTER_LIST: 0.857913±0.0012, DIVERSITY_HERFINDAHL: 0.985787±0.0001, COVERAGE_ITEM: 0.393631±0.0072, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.067093±0.0004, SHANNON_ENTROPY: 7.748682±0.0102, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 780, 'shrink': 1182, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.047697±0.0012, PRECISION: 0.006685±0.0002, PRECISION_RECALL_MIN_DEN: 0.066846±0.0016, RECALL: 0.066846±0.0016, MAP: 0.034508±0.0011, MRR: 0.034508±0.0011, NDCG: 0.042116±0.0012, F1: 0.012154±0.0003, HIT_RATE: 0.066846±0.0016, ARHR: 0.034508±0.0011, RMSE: 0.873873±0.0011, NOVELTY: 0.005241±0.0000, AVERAGE_POPULARITY: 0.659207±0.0073, DIVERSITY_MEAN_INTER_LIST: 0.817772±0.0013, DIVERSITY_HERFINDAHL: 0.981773±0.0001, COVERAGE_ITEM: 0.368921±0.0064, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.058201±0.0004, SHANNON_ENTROPY: 7.287737±0.0105, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 958, 'shrink': 671, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.049788±0.0012, PRECISION: 0.006914±0.0001, PRECISION_RECALL_MIN_DEN: 0.069141±0.0015, RECALL: 0.069141±0.0015, MAP: 0.035962±0.0009, MRR: 0.035962±0.0009, NDCG: 0.043786±0.0010, F1: 0.012571±0.0003, HIT_RATE: 0.069141±0.0015, ARHR: 0.035962±0.0009, RMSE: 0.970141±0.0002, NOVELTY: 0.005290±0.0000, AVERAGE_POPULARITY: 0.631876±0.0073, DIVERSITY_MEAN_INTER_LIST: 0.840161±0.0015, DIVERSITY_HERFINDAHL: 0.984012±0.0002, COVERAGE_ITEM: 0.382201±0.0073, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.063384±0.0004, SHANNON_ENTROPY: 7.557918±0.0091, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 644, 'shrink': 1151, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.053977±0.0008, PRECISION: 0.007597±0.0001, PRECISION_RECALL_MIN_DEN: 0.075967±0.0009, RECALL: 0.075967±0.0009, MAP: 0.038809±0.0007, MRR: 0.038809±0.0007, NDCG: 0.047549±0.0007, F1: 0.013812±0.0002, HIT_RATE: 0.075967±0.0009, ARHR: 0.038809±0.0007, RMSE: 0.974164±0.0001, NOVELTY: 0.005687±0.0000, AVERAGE_POPULARITY: 0.511460±0.0057, DIVERSITY_MEAN_INTER_LIST: 0.919697±0.0004, DIVERSITY_HERFINDAHL: 0.991965±0.0000, COVERAGE_ITEM: 0.625174±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123784±0.0006, SHANNON_ENTROPY: 9.105230±0.0092, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 17, 'shrink': 1281, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.055873±0.0011, PRECISION: 0.007782±0.0001, PRECISION_RECALL_MIN_DEN: 0.077820±0.0010, RECALL: 0.077820±0.0010, MAP: 0.039759±0.0009, MRR: 0.039759±0.0009, NDCG: 0.048745±0.0009, F1: 0.014149±0.0002, HIT_RATE: 0.077820±0.0010, ARHR: 0.039759±0.0009, RMSE: 0.958265±0.0006, NOVELTY: 0.005789±0.0000, AVERAGE_POPULARITY: 0.396742±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.969525±0.0002, DIVERSITY_HERFINDAHL: 0.996948±0.0000, COVERAGE_ITEM: 0.506764±0.0048, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126250±0.0006, SHANNON_ENTROPY: 9.866747±0.0088, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 82, 'shrink': 1146, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.053605±0.0007, PRECISION: 0.007532±0.0001, PRECISION_RECALL_MIN_DEN: 0.075324±0.0006, RECALL: 0.075324±0.0006, MAP: 0.038396±0.0007, MRR: 0.038396±0.0007, NDCG: 0.047094±0.0007, F1: 0.013695±0.0001, HIT_RATE: 0.075324±0.0006, ARHR: 0.038396±0.0007, RMSE: 0.924618±0.0007, NOVELTY: 0.005543±0.0000, AVERAGE_POPULARITY: 0.503579±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.936143±0.0004, DIVERSITY_HERFINDAHL: 0.993610±0.0000, COVERAGE_ITEM: 0.451787±0.0048, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.096356±0.0006, SHANNON_ENTROPY: 8.953645±0.0065, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 358, 'shrink': 1346, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.048897±0.0014, PRECISION: 0.006830±0.0002, PRECISION_RECALL_MIN_DEN: 0.068296±0.0018, RECALL: 0.068296±0.0018, MAP: 0.035313±0.0012, MRR: 0.035313±0.0012, NDCG: 0.043081±0.0013, F1: 0.012417±0.0003, HIT_RATE: 0.068296±0.0018, ARHR: 0.035313±0.0012, RMSE: 0.896722±0.0009, NOVELTY: 0.005314±0.0000, AVERAGE_POPULARITY: 0.621565±0.0070, DIVERSITY_MEAN_INTER_LIST: 0.859163±0.0011, DIVERSITY_HERFINDAHL: 0.985912±0.0001, COVERAGE_ITEM: 0.406402±0.0064, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068274±0.0005, SHANNON_ENTROPY: 7.750786±0.0103, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 164, 'shrink': 1672, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050400±0.0010, PRECISION: 0.007057±0.0001, PRECISION_RECALL_MIN_DEN: 0.070571±0.0011, RECALL: 0.070571±0.0011, MAP: 0.036342±0.0008, MRR: 0.036342±0.0008, NDCG: 0.044402±0.0008, F1: 0.012831±0.0002, HIT_RATE: 0.070571±0.0011, ARHR: 0.036342±0.0008, RMSE: 0.988653±0.0001, NOVELTY: 0.005408±0.0000, AVERAGE_POPULARITY: 0.574488±0.0065, DIVERSITY_MEAN_INTER_LIST: 0.896366±0.0009, DIVERSITY_HERFINDAHL: 0.989632±0.0001, COVERAGE_ITEM: 0.434972±0.0057, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081395±0.0005, SHANNON_ENTROPY: 8.285982±0.0089, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 938, 'shrink': 1405, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.046548±0.0012, PRECISION: 0.006522±0.0001, PRECISION_RECALL_MIN_DEN: 0.065223±0.0015, RECALL: 0.065223±0.0015, MAP: 0.033655±0.0010, MRR: 0.033655±0.0010, NDCG: 0.041084±0.0011, F1: 0.011859±0.0003, HIT_RATE: 0.065223±0.0015, ARHR: 0.033655±0.0010, RMSE: 0.882809±0.0010, NOVELTY: 0.005211±0.0000, AVERAGE_POPULARITY: 0.676155±0.0075, DIVERSITY_MEAN_INTER_LIST: 0.797252±0.0016, DIVERSITY_HERFINDAHL: 0.979721±0.0002, COVERAGE_ITEM: 0.356367±0.0064, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.054599±0.0004, SHANNON_ENTROPY: 7.088746±0.0101, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 866, 'shrink': 589, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050728±0.0013, PRECISION: 0.007032±0.0001, PRECISION_RECALL_MIN_DEN: 0.070322±0.0012, RECALL: 0.070322±0.0012, MAP: 0.036617±0.0011, MRR: 0.036617±0.0011, NDCG: 0.044569±0.0011, F1: 0.012786±0.0002, HIT_RATE: 0.070322±0.0012, ARHR: 0.036617±0.0011, RMSE: 0.968455±0.0002, NOVELTY: 0.005316±0.0000, AVERAGE_POPULARITY: 0.617811±0.0071, DIVERSITY_MEAN_INTER_LIST: 0.853520±0.0014, DIVERSITY_HERFINDAHL: 0.985348±0.0001, COVERAGE_ITEM: 0.391717±0.0065, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.066429±0.0004, SHANNON_ENTROPY: 7.710181±0.0094, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 336, 'shrink': 723, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.051510±0.0012, PRECISION: 0.007198±0.0001, PRECISION_RECALL_MIN_DEN: 0.071983±0.0013, RECALL: 0.071983±0.0013, MAP: 0.037171±0.0010, MRR: 0.037171±0.0010, NDCG: 0.045372±0.0011, F1: 0.013088±0.0002, HIT_RATE: 0.071983±0.0013, ARHR: 0.037171±0.0010, RMSE: 0.862744±0.0012, NOVELTY: 0.005385±0.0000, AVERAGE_POPULARITY: 0.581789±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.889770±0.0010, DIVERSITY_HERFINDAHL: 0.988973±0.0001, COVERAGE_ITEM: 0.416718±0.0058, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.075429±0.0004, SHANNON_ENTROPY: 8.137571±0.0096, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 884, 'shrink': 877, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.048666±0.0012, PRECISION: 0.006791±0.0001, PRECISION_RECALL_MIN_DEN: 0.067912±0.0013, RECALL: 0.067912±0.0013, MAP: 0.035129±0.0010, MRR: 0.035129±0.0010, NDCG: 0.042852±0.0011, F1: 0.012348±0.0002, HIT_RATE: 0.067912±0.0013, ARHR: 0.035129±0.0010, RMSE: 0.974682±0.0002, NOVELTY: 0.005262±0.0000, AVERAGE_POPULARITY: 0.646865±0.0073, DIVERSITY_MEAN_INTER_LIST: 0.828269±0.0014, DIVERSITY_HERFINDAHL: 0.982823±0.0001, COVERAGE_ITEM: 0.373387±0.0071, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.060289±0.0004, SHANNON_ENTROPY: 7.407529±0.0100, 
CrossSearchBayesianSkopt: New best config found. Config 68: {'topK': 4, 'shrink': 1252, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064150±0.0008, PRECISION: 0.008671±0.0001, PRECISION_RECALL_MIN_DEN: 0.086711±0.0010, RECALL: 0.086711±0.0010, MAP: 0.046060±0.0009, MRR: 0.046060±0.0009, NDCG: 0.055709±0.0009, F1: 0.015766±0.0002, HIT_RATE: 0.086711±0.0010, ARHR: 0.046060±0.0009, RMSE: 0.994715±0.0001, NOVELTY: 0.006735±0.0000, AVERAGE_POPULARITY: 0.166916±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.990004±0.0001, DIVERSITY_HERFINDAHL: 0.998996±0.0000, COVERAGE_ITEM: 0.764315±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.271514±0.0009, SHANNON_ENTROPY: 11.837040±0.0077, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 592, 'shrink': 1266, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.054305±0.0007, PRECISION: 0.007653±0.0001, PRECISION_RECALL_MIN_DEN: 0.076534±0.0009, RECALL: 0.076534±0.0009, MAP: 0.039015±0.0006, MRR: 0.039015±0.0006, NDCG: 0.047840±0.0006, F1: 0.013915±0.0002, HIT_RATE: 0.076534±0.0009, ARHR: 0.039015±0.0006, RMSE: 0.976554±0.0001, NOVELTY: 0.005689±0.0000, AVERAGE_POPULARITY: 0.510777±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.919869±0.0004, DIVERSITY_HERFINDAHL: 0.991982±0.0000, COVERAGE_ITEM: 0.626223±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.124336±0.0008, SHANNON_ENTROPY: 9.117407±0.0094, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 226, 'shrink': 94, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.043478±0.0011, PRECISION: 0.005927±0.0002, PRECISION_RECALL_MIN_DEN: 0.059270±0.0016, RECALL: 0.059270±0.0016, MAP: 0.031166±0.0009, MRR: 0.031166±0.0009, NDCG: 0.037826±0.0011, F1: 0.010776±0.0003, HIT_RATE: 0.059270±0.0016, ARHR: 0.031166±0.0009, RMSE: 0.936633±0.0004, NOVELTY: 0.007368±0.0000, AVERAGE_POPULARITY: 0.105192±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.997541±0.0000, DIVERSITY_HERFINDAHL: 0.999749±0.0000, COVERAGE_ITEM: 0.868364±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.445151±0.0009, SHANNON_ENTROPY: 13.058085±0.0059, 
CrossSearchBayesianSkopt: New best config found. Config 71: {'topK': 29, 'shrink': 1665, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065128±0.0007, PRECISION: 0.008907±0.0001, PRECISION_RECALL_MIN_DEN: 0.089073±0.0011, RECALL: 0.089073±0.0011, MAP: 0.046549±0.0008, MRR: 0.046549±0.0008, NDCG: 0.056620±0.0008, F1: 0.016195±0.0002, HIT_RATE: 0.089073±0.0011, ARHR: 0.046549±0.0008, RMSE: 0.993410±0.0001, NOVELTY: 0.006557±0.0000, AVERAGE_POPULARITY: 0.231084±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.989715±0.0001, DIVERSITY_HERFINDAHL: 0.998967±0.0000, COVERAGE_ITEM: 0.777421±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.257721±0.0010, SHANNON_ENTROPY: 11.683873±0.0099, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 453, 'shrink': 726, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.056903±0.0009, PRECISION: 0.007889±0.0001, PRECISION_RECALL_MIN_DEN: 0.078886±0.0008, RECALL: 0.078886±0.0008, MAP: 0.041032±0.0006, MRR: 0.041032±0.0006, NDCG: 0.049963±0.0006, F1: 0.014343±0.0001, HIT_RATE: 0.078886±0.0008, ARHR: 0.041032±0.0006, RMSE: 0.968441±0.0001, NOVELTY: 0.005973±0.0000, AVERAGE_POPULARITY: 0.416419±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.955707±0.0003, DIVERSITY_HERFINDAHL: 0.995566±0.0000, COVERAGE_ITEM: 0.688846±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.169185±0.0009, SHANNON_ENTROPY: 10.095682±0.0092, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 165, 'shrink': 1757, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050222±0.0010, PRECISION: 0.007018±0.0001, PRECISION_RECALL_MIN_DEN: 0.070178±0.0011, RECALL: 0.070178±0.0011, MAP: 0.036202±0.0008, MRR: 0.036202±0.0008, NDCG: 0.044205±0.0008, F1: 0.012760±0.0002, HIT_RATE: 0.070178±0.0011, ARHR: 0.036202±0.0008, RMSE: 0.989026±0.0001, NOVELTY: 0.005404±0.0000, AVERAGE_POPULARITY: 0.576833±0.0066, DIVERSITY_MEAN_INTER_LIST: 0.894630±0.0009, DIVERSITY_HERFINDAHL: 0.989459±0.0001, COVERAGE_ITEM: 0.435036±0.0059, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.081053±0.0005, SHANNON_ENTROPY: 8.264538±0.0086, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 954, 'shrink': 1770, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045779±0.0012, PRECISION: 0.006416±0.0002, PRECISION_RECALL_MIN_DEN: 0.064157±0.0018, RECALL: 0.064157±0.0018, MAP: 0.033045±0.0010, MRR: 0.033045±0.0010, NDCG: 0.040367±0.0012, F1: 0.011665±0.0003, HIT_RATE: 0.064157±0.0018, ARHR: 0.033045±0.0010, RMSE: 0.984073±0.0001, NOVELTY: 0.005192±0.0000, AVERAGE_POPULARITY: 0.687002±0.0076, DIVERSITY_MEAN_INTER_LIST: 0.784182±0.0020, DIVERSITY_HERFINDAHL: 0.978414±0.0002, COVERAGE_ITEM: 0.350819±0.0069, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.052640±0.0004, SHANNON_ENTROPY: 6.968593±0.0103, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 547, 'shrink': 327, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.054131±0.0011, PRECISION: 0.007520±0.0001, PRECISION_RECALL_MIN_DEN: 0.075199±0.0013, RECALL: 0.075199±0.0013, MAP: 0.039134±0.0010, MRR: 0.039134±0.0010, NDCG: 0.047640±0.0010, F1: 0.013673±0.0002, HIT_RATE: 0.075199±0.0013, ARHR: 0.039134±0.0010, RMSE: 0.809913±0.0014, NOVELTY: 0.005456±0.0000, AVERAGE_POPULARITY: 0.548892±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.904243±0.0010, DIVERSITY_HERFINDAHL: 0.990420±0.0001, COVERAGE_ITEM: 0.437697±0.0066, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.083236±0.0004, SHANNON_ENTROPY: 8.429589±0.0123, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 452, 'shrink': 1231, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.048726±0.0011, PRECISION: 0.006790±0.0002, PRECISION_RECALL_MIN_DEN: 0.067902±0.0015, RECALL: 0.067902±0.0015, MAP: 0.035183±0.0010, MRR: 0.035183±0.0010, NDCG: 0.042892±0.0011, F1: 0.012346±0.0003, HIT_RATE: 0.067902±0.0015, ARHR: 0.035183±0.0010, RMSE: 0.981836±0.0001, NOVELTY: 0.005292±0.0000, AVERAGE_POPULARITY: 0.632195±0.0071, DIVERSITY_MEAN_INTER_LIST: 0.848385±0.0013, DIVERSITY_HERFINDAHL: 0.984834±0.0001, COVERAGE_ITEM: 0.395523±0.0067, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.065189±0.0006, SHANNON_ENTROPY: 7.619143±0.0107, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 61, 'shrink': 1054, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.064276±0.0009, PRECISION: 0.008835±0.0001, PRECISION_RECALL_MIN_DEN: 0.088353±0.0006, RECALL: 0.088353±0.0006, MAP: 0.046038±0.0009, MRR: 0.046038±0.0009, NDCG: 0.056049±0.0008, F1: 0.016064±0.0001, HIT_RATE: 0.088353±0.0006, ARHR: 0.046038±0.0009, RMSE: 0.988302±0.0001, NOVELTY: 0.006500±0.0000, AVERAGE_POPULARITY: 0.251059±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.987905±0.0001, DIVERSITY_HERFINDAHL: 0.998786±0.0000, COVERAGE_ITEM: 0.766391±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250164±0.0011, SHANNON_ENTROPY: 11.555888±0.0096, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 363, 'shrink': 827, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.050908±0.0014, PRECISION: 0.007120±0.0002, PRECISION_RECALL_MIN_DEN: 0.071195±0.0017, RECALL: 0.071195±0.0017, MAP: 0.036716±0.0011, MRR: 0.036716±0.0011, NDCG: 0.044836±0.0012, F1: 0.012945±0.0003, HIT_RATE: 0.071195±0.0017, ARHR: 0.036716±0.0011, RMSE: 0.977950±0.0002, NOVELTY: 0.005359±0.0000, AVERAGE_POPULARITY: 0.595323±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.879878±0.0009, DIVERSITY_HERFINDAHL: 0.987984±0.0001, COVERAGE_ITEM: 0.412057±0.0062, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.072559±0.0005, SHANNON_ENTROPY: 8.002066±0.0099, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 592, 'shrink': 658, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.050877±0.0012, PRECISION: 0.007087±0.0001, PRECISION_RECALL_MIN_DEN: 0.070869±0.0014, RECALL: 0.070869±0.0014, MAP: 0.036762±0.0009, MRR: 0.036762±0.0009, NDCG: 0.044801±0.0010, F1: 0.012885±0.0003, HIT_RATE: 0.070869±0.0014, ARHR: 0.036762±0.0009, RMSE: 0.842027±0.0013, NOVELTY: 0.005333±0.0000, AVERAGE_POPULARITY: 0.608652±0.0068, DIVERSITY_MEAN_INTER_LIST: 0.865264±0.0013, DIVERSITY_HERFINDAHL: 0.986522±0.0001, COVERAGE_ITEM: 0.398389±0.0070, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.068715±0.0005, SHANNON_ENTROPY: 7.829511±0.0123, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 1, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.045765±0.0010, PRECISION: 0.006027±0.0001, PRECISION_RECALL_MIN_DEN: 0.060269±0.0014, RECALL: 0.060269±0.0014, MAP: 0.033522±0.0006, MRR: 0.033522±0.0006, NDCG: 0.039889±0.0008, F1: 0.010958±0.0003, HIT_RATE: 0.060269±0.0014, ARHR: 0.033522±0.0006, RMSE: 0.998394±0.0000, NOVELTY: 0.006503±0.0001, AVERAGE_POPULARITY: 0.205301±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.963488±0.0003, DIVERSITY_HERFINDAHL: 0.996344±0.0000, COVERAGE_ITEM: 0.374599±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179592±0.0009, SHANNON_ENTROPY: 10.214567±0.0054, 
CrossSearchBayesianSkopt: New best config found. Config 82: {'topK': 15, 'shrink': 1984, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065171±0.0011, PRECISION: 0.008854±0.0001, PRECISION_RECALL_MIN_DEN: 0.088536±0.0014, RECALL: 0.088536±0.0014, MAP: 0.046831±0.0009, MRR: 0.046831±0.0009, NDCG: 0.056718±0.0010, F1: 0.016097±0.0003, HIT_RATE: 0.088536±0.0014, ARHR: 0.046831±0.0009, RMSE: 0.995170±0.0000, NOVELTY: 0.006635±0.0000, AVERAGE_POPULARITY: 0.207701±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.991335±0.0000, DIVERSITY_HERFINDAHL: 0.999129±0.0000, COVERAGE_ITEM: 0.780946±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.272923±0.0007, SHANNON_ENTROPY: 11.826568±0.0047, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 33, 'shrink': 1, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.026077±0.0007, PRECISION: 0.003671±0.0001, PRECISION_RECALL_MIN_DEN: 0.036707±0.0010, RECALL: 0.036707±0.0010, MAP: 0.018556±0.0007, MRR: 0.018556±0.0007, NDCG: 0.022834±0.0007, F1: 0.006674±0.0002, HIT_RATE: 0.036707±0.0010, ARHR: 0.018556±0.0007, RMSE: 0.956948±0.0003, NOVELTY: 0.007435±0.0000, AVERAGE_POPULARITY: 0.053029±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.998962±0.0000, DIVERSITY_HERFINDAHL: 0.999891±0.0000, COVERAGE_ITEM: 0.933193±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.545386±0.0007, SHANNON_ENTROPY: 13.570373±0.0024, 
