CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9833509727730589, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056689±0.0008, PRECISION: 0.007882±0.0001, PRECISION_RECALL_MIN_DEN: 0.078815±0.0013, RECALL: 0.078815±0.0013, MAP: 0.041128±0.0007, MRR: 0.041128±0.0007, NDCG: 0.050006±0.0008, F1: 0.014330±0.0002, HIT_RATE: 0.078815±0.0013, ARHR: 0.041128±0.0007, RMSE: 0.897020±0.0004, NOVELTY: 0.005660±0.0000, AVERAGE_POPULARITY: 0.551550±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.882843±0.0003, DIVERSITY_HERFINDAHL: 0.988280±0.0000, COVERAGE_ITEM: 0.749024±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142037±0.0003, SHANNON_ENTROPY: 8.926622±0.0049, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 2, 'shrink': 1551, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5788049079654376, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056348±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.994974±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268789±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979629±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155998±0.0006, SHANNON_ENTROPY: 10.540075±0.0083, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 2, 'shrink': 1335, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.3403618602271392, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056346±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.994161±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268782±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156005±0.0006, SHANNON_ENTROPY: 10.540147±0.0083, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2, 'shrink': 1337, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.327726064874555, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056347±0.0007, PRECISION: 0.007634±0.0001, PRECISION_RECALL_MIN_DEN: 0.076341±0.0008, RECALL: 0.076341±0.0008, MAP: 0.040958±0.0006, MRR: 0.040958±0.0006, NDCG: 0.049337±0.0006, F1: 0.013880±0.0002, HIT_RATE: 0.076341±0.0008, ARHR: 0.040958±0.0006, RMSE: 0.994169±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979629±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583271±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155995±0.0006, SHANNON_ENTROPY: 10.540092±0.0083, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.995361±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 2, 'shrink': 1439, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.562600869617613, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056346±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.994583±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268777±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583260±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156001±0.0006, SHANNON_ENTROPY: 10.540180±0.0083, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 2, 'shrink': 1439, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5627054106466631, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993552±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 2, 'shrink': 1826, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056348±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995731±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268783±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583239±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155999±0.0006, SHANNON_ENTROPY: 10.540104±0.0083, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 2, 'shrink': 1827, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056345±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995733±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268779±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583239±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156007±0.0006, SHANNON_ENTROPY: 10.540173±0.0083, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 2, 'shrink': 1423, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5890718784381153, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993480±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2, 'shrink': 1819, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056351±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040958±0.0006, MRR: 0.040958±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040958±0.0006, RMSE: 0.995714±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268783±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583217±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540079±0.0083, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 2, 'shrink': 1418, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.5965634267731765, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993457±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 2, 'shrink': 1816, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056348±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040957±0.0006, MRR: 0.040957±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040957±0.0006, RMSE: 0.995707±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268783±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156006±0.0006, SHANNON_ENTROPY: 10.540162±0.0083, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 2, 'shrink': 1817, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040958±0.0006, MRR: 0.040958±0.0006, NDCG: 0.049335±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040958±0.0006, RMSE: 0.995710±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268773±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979631±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583250±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156010±0.0006, SHANNON_ENTROPY: 10.540233±0.0083, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2, 'shrink': 1418, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6026828503608745, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063360±0.0010, PRECISION: 0.008210±0.0001, PRECISION_RECALL_MIN_DEN: 0.082096±0.0015, RECALL: 0.082096±0.0015, MAP: 0.047217±0.0009, MRR: 0.047217±0.0009, NDCG: 0.055538±0.0010, F1: 0.014927±0.0003, HIT_RATE: 0.082096±0.0015, ARHR: 0.047217±0.0009, RMSE: 0.993457±0.0001, NOVELTY: 0.006602±0.0000, AVERAGE_POPULARITY: 0.145355±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.987760±0.0001, DIVERSITY_HERFINDAHL: 0.998772±0.0000, COVERAGE_ITEM: 0.877664±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.322936±0.0009, SHANNON_ENTROPY: 12.162650±0.0064, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 2.0, 'feature_weighting': 'none'} - results: ROC_AUC: 0.056349±0.0007, PRECISION: 0.007633±0.0001, PRECISION_RECALL_MIN_DEN: 0.076332±0.0008, RECALL: 0.076332±0.0008, MAP: 0.040959±0.0006, MRR: 0.040959±0.0006, NDCG: 0.049336±0.0006, F1: 0.013879±0.0002, HIT_RATE: 0.076332±0.0008, ARHR: 0.040959±0.0006, RMSE: 0.996102±0.0001, NOVELTY: 0.006151±0.0000, AVERAGE_POPULARITY: 0.268784±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.979630±0.0001, DIVERSITY_HERFINDAHL: 0.997959±0.0000, COVERAGE_ITEM: 0.583228±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.156000±0.0006, SHANNON_ENTROPY: 10.540085±0.0084, 
