CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.065232±0.0008, PRECISION: 0.008912±0.0001, PRECISION_RECALL_MIN_DEN: 0.089119±0.0008, RECALL: 0.089119±0.0008, MAP: 0.047555±0.0007, MRR: 0.047555±0.0007, NDCG: 0.057375±0.0006, F1: 0.016204±0.0001, HIT_RATE: 0.089119±0.0008, ARHR: 0.047555±0.0007, RMSE: 0.952255±0.0002, NOVELTY: 0.006189±0.0000, AVERAGE_POPULARITY: 0.355816±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.971073±0.0001, DIVERSITY_HERFINDAHL: 0.997103±0.0000, COVERAGE_ITEM: 0.727548±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201496±0.0005, SHANNON_ENTROPY: 10.700598±0.0030, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 3, 'shrink': 1452, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070871±0.0007, PRECISION: 0.009386±0.0001, PRECISION_RECALL_MIN_DEN: 0.093864±0.0007, RECALL: 0.093864±0.0007, MAP: 0.051780±0.0006, MRR: 0.051780±0.0006, NDCG: 0.061792±0.0006, F1: 0.017066±0.0001, HIT_RATE: 0.093864±0.0007, ARHR: 0.051780±0.0006, RMSE: 0.994888±0.0000, NOVELTY: 0.006721±0.0000, AVERAGE_POPULARITY: 0.169358±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.987946±0.0001, DIVERSITY_HERFINDAHL: 0.998790±0.0000, COVERAGE_ITEM: 0.737832±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252360±0.0010, SHANNON_ENTROPY: 11.678641±0.0108, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 11, 'shrink': 1990, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073091±0.0009, PRECISION: 0.009834±0.0001, PRECISION_RECALL_MIN_DEN: 0.098342±0.0011, RECALL: 0.098342±0.0011, MAP: 0.053010±0.0008, MRR: 0.053010±0.0008, NDCG: 0.063764±0.0008, F1: 0.017880±0.0002, HIT_RATE: 0.098342±0.0011, ARHR: 0.053010±0.0008, RMSE: 0.994783±0.0000, NOVELTY: 0.006656±0.0000, AVERAGE_POPULARITY: 0.200277±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991643±0.0001, DIVERSITY_HERFINDAHL: 0.999160±0.0000, COVERAGE_ITEM: 0.784104±0.0031, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267341±0.0011, SHANNON_ENTROPY: 11.825333±0.0056, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.068495±0.0009, PRECISION: 0.008892±0.0001, PRECISION_RECALL_MIN_DEN: 0.088924±0.0010, RECALL: 0.088924±0.0010, MAP: 0.050762±0.0007, MRR: 0.050762±0.0007, NDCG: 0.059868±0.0007, F1: 0.016168±0.0002, HIT_RATE: 0.088924±0.0010, ARHR: 0.050762±0.0007, RMSE: 0.996534±0.0000, NOVELTY: 0.006722±0.0000, AVERAGE_POPULARITY: 0.166192±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.982556±0.0001, DIVERSITY_HERFINDAHL: 0.998251±0.0000, COVERAGE_ITEM: 0.694566±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237183±0.0008, SHANNON_ENTROPY: 11.454045±0.0065, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 999, 'shrink': 306, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.061321±0.0010, PRECISION: 0.008359±0.0001, PRECISION_RECALL_MIN_DEN: 0.083586±0.0010, RECALL: 0.083586±0.0010, MAP: 0.044839±0.0009, MRR: 0.044839±0.0009, NDCG: 0.053999±0.0009, F1: 0.015197±0.0002, HIT_RATE: 0.083586±0.0010, ARHR: 0.044839±0.0009, RMSE: 0.955480±0.0002, NOVELTY: 0.005438±0.0000, AVERAGE_POPULARITY: 0.563730±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.891533±0.0006, DIVERSITY_HERFINDAHL: 0.989149±0.0001, COVERAGE_ITEM: 0.454588±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.078981±0.0005, SHANNON_ENTROPY: 8.297288±0.0080, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 5, 'shrink': 1194, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072372±0.0008, PRECISION: 0.009700±0.0001, PRECISION_RECALL_MIN_DEN: 0.097003±0.0008, RECALL: 0.097003±0.0008, MAP: 0.052532±0.0007, MRR: 0.052532±0.0007, NDCG: 0.063092±0.0007, F1: 0.017637±0.0001, HIT_RATE: 0.097003±0.0008, ARHR: 0.052532±0.0007, RMSE: 0.993241±0.0001, NOVELTY: 0.006748±0.0000, AVERAGE_POPULARITY: 0.169666±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.991485±0.0001, DIVERSITY_HERFINDAHL: 0.999144±0.0000, COVERAGE_ITEM: 0.780579±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.273254±0.0013, SHANNON_ENTROPY: 11.905994±0.0079, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 8, 'shrink': 472, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.067590±0.0010, PRECISION: 0.009346±0.0001, PRECISION_RECALL_MIN_DEN: 0.093465±0.0011, RECALL: 0.093465±0.0011, MAP: 0.048444±0.0009, MRR: 0.048444±0.0009, NDCG: 0.059080±0.0009, F1: 0.016994±0.0002, HIT_RATE: 0.093465±0.0011, ARHR: 0.048444±0.0009, RMSE: 0.990506±0.0001, NOVELTY: 0.005965±0.0000, AVERAGE_POPULARITY: 0.331654±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.980623±0.0001, DIVERSITY_HERFINDAHL: 0.998058±0.0000, COVERAGE_ITEM: 0.497713±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.137779±0.0006, SHANNON_ENTROPY: 10.262957±0.0044, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 3, 'shrink': 918, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070396±0.0006, PRECISION: 0.009362±0.0001, PRECISION_RECALL_MIN_DEN: 0.093624±0.0007, RECALL: 0.093624±0.0007, MAP: 0.051291±0.0005, MRR: 0.051291±0.0005, NDCG: 0.061356±0.0005, F1: 0.017023±0.0001, HIT_RATE: 0.093624±0.0007, ARHR: 0.051291±0.0005, RMSE: 0.992738±0.0001, NOVELTY: 0.006775±0.0000, AVERAGE_POPULARITY: 0.156289±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.989648±0.0001, DIVERSITY_HERFINDAHL: 0.998960±0.0000, COVERAGE_ITEM: 0.754485±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.270573±0.0008, SHANNON_ENTROPY: 11.865984±0.0075, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 7, 'shrink': 1605, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073073±0.0011, PRECISION: 0.009800±0.0001, PRECISION_RECALL_MIN_DEN: 0.098005±0.0011, RECALL: 0.098005±0.0011, MAP: 0.052874±0.0008, MRR: 0.052874±0.0008, NDCG: 0.063592±0.0009, F1: 0.017819±0.0002, HIT_RATE: 0.098005±0.0011, ARHR: 0.052874±0.0008, RMSE: 0.994288±0.0001, NOVELTY: 0.006706±0.0000, AVERAGE_POPULARITY: 0.183802±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.991703±0.0000, DIVERSITY_HERFINDAHL: 0.999166±0.0000, COVERAGE_ITEM: 0.781833±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.270608±0.0007, SHANNON_ENTROPY: 11.863845±0.0049, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 15, 'shrink': 9, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.064991±0.0011, PRECISION: 0.008809±0.0001, PRECISION_RECALL_MIN_DEN: 0.088091±0.0013, RECALL: 0.088091±0.0013, MAP: 0.047143±0.0010, MRR: 0.047143±0.0010, NDCG: 0.056845±0.0010, F1: 0.016017±0.0002, HIT_RATE: 0.088091±0.0013, ARHR: 0.047143±0.0010, RMSE: 0.910104±0.0013, NOVELTY: 0.006905±0.0000, AVERAGE_POPULARITY: 0.173999±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.993526±0.0000, DIVERSITY_HERFINDAHL: 0.999348±0.0000, COVERAGE_ITEM: 0.867391±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.331900±0.0009, SHANNON_ENTROPY: 12.315115±0.0051, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 3, 'shrink': 1549, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070865±0.0007, PRECISION: 0.009370±0.0001, PRECISION_RECALL_MIN_DEN: 0.093704±0.0006, RECALL: 0.093704±0.0006, MAP: 0.051778±0.0006, MRR: 0.051778±0.0006, NDCG: 0.061755±0.0006, F1: 0.017037±0.0001, HIT_RATE: 0.093704±0.0006, ARHR: 0.051778±0.0006, RMSE: 0.995148±0.0000, NOVELTY: 0.006715±0.0000, AVERAGE_POPULARITY: 0.170937±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.987704±0.0001, DIVERSITY_HERFINDAHL: 0.998766±0.0000, COVERAGE_ITEM: 0.735734±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.250522±0.0011, SHANNON_ENTROPY: 11.656183±0.0105, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 985, 'shrink': 1991, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.057331±0.0007, PRECISION: 0.007957±0.0001, PRECISION_RECALL_MIN_DEN: 0.079569±0.0012, RECALL: 0.079569±0.0012, MAP: 0.041843±0.0005, MRR: 0.041843±0.0005, NDCG: 0.050725±0.0006, F1: 0.014467±0.0002, HIT_RATE: 0.079569±0.0012, ARHR: 0.041843±0.0005, RMSE: 0.979519±0.0001, NOVELTY: 0.005462±0.0000, AVERAGE_POPULARITY: 0.598937±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.870243±0.0005, DIVERSITY_HERFINDAHL: 0.987020±0.0000, COVERAGE_ITEM: 0.558432±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.088688±0.0004, SHANNON_ENTROPY: 8.175542±0.0036, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 983, 'shrink': 5, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.061355±0.0009, PRECISION: 0.008339±0.0001, PRECISION_RECALL_MIN_DEN: 0.083391±0.0010, RECALL: 0.083391±0.0010, MAP: 0.044731±0.0009, MRR: 0.044731±0.0009, NDCG: 0.053878±0.0009, F1: 0.015162±0.0002, HIT_RATE: 0.083391±0.0010, ARHR: 0.044731±0.0009, RMSE: 0.926110±0.0003, NOVELTY: 0.006354±0.0000, AVERAGE_POPULARITY: 0.299500±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.972888±0.0002, DIVERSITY_HERFINDAHL: 0.997285±0.0000, COVERAGE_ITEM: 0.878551±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.262559±0.0007, SHANNON_ENTROPY: 11.303535±0.0061, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 4, 'shrink': 858, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.071435±0.0006, PRECISION: 0.009559±0.0001, PRECISION_RECALL_MIN_DEN: 0.095593±0.0009, RECALL: 0.095593±0.0009, MAP: 0.051821±0.0005, MRR: 0.051821±0.0005, NDCG: 0.062219±0.0005, F1: 0.017381±0.0002, HIT_RATE: 0.095593±0.0009, ARHR: 0.051821±0.0005, RMSE: 0.991749±0.0001, NOVELTY: 0.006793±0.0000, AVERAGE_POPULARITY: 0.156863±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.991569±0.0001, DIVERSITY_HERFINDAHL: 0.999153±0.0000, COVERAGE_ITEM: 0.784017±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280798±0.0012, SHANNON_ENTROPY: 11.989184±0.0068, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 47, 'shrink': 1993, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072935±0.0008, PRECISION: 0.009925±0.0000, PRECISION_RECALL_MIN_DEN: 0.099246±0.0004, RECALL: 0.099246±0.0004, MAP: 0.052869±0.0008, MRR: 0.052869±0.0008, NDCG: 0.063846±0.0006, F1: 0.018045±0.0001, HIT_RATE: 0.099246±0.0004, ARHR: 0.052869±0.0008, RMSE: 0.992585±0.0001, NOVELTY: 0.006402±0.0000, AVERAGE_POPULARITY: 0.276570±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.985279±0.0001, DIVERSITY_HERFINDAHL: 0.998524±0.0000, COVERAGE_ITEM: 0.761060±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.225371±0.0003, SHANNON_ENTROPY: 11.315290±0.0043, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 3, 'shrink': 1317, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.070834±0.0007, PRECISION: 0.009385±0.0001, PRECISION_RECALL_MIN_DEN: 0.093846±0.0007, RECALL: 0.093846±0.0007, MAP: 0.051747±0.0006, MRR: 0.051747±0.0006, NDCG: 0.061761±0.0006, F1: 0.017063±0.0001, HIT_RATE: 0.093846±0.0007, ARHR: 0.051747±0.0006, RMSE: 0.994480±0.0001, NOVELTY: 0.006731±0.0000, AVERAGE_POPULARITY: 0.166781±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.988279±0.0001, DIVERSITY_HERFINDAHL: 0.998823±0.0000, COVERAGE_ITEM: 0.741638±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.255431±0.0011, SHANNON_ENTROPY: 11.714129±0.0116, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2, 'shrink': 775, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.067795±0.0005, PRECISION: 0.008841±0.0001, PRECISION_RECALL_MIN_DEN: 0.088410±0.0010, RECALL: 0.088410±0.0010, MAP: 0.049700±0.0005, MRR: 0.049700±0.0005, NDCG: 0.058942±0.0006, F1: 0.016075±0.0002, HIT_RATE: 0.088410±0.0010, ARHR: 0.049700±0.0005, RMSE: 0.992764±0.0001, NOVELTY: 0.006805±0.0000, AVERAGE_POPULARITY: 0.144918±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.986161±0.0001, DIVERSITY_HERFINDAHL: 0.998612±0.0000, COVERAGE_ITEM: 0.737042±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.269019±0.0010, SHANNON_ENTROPY: 11.801930±0.0082, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 14, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'dice'} - results: ROC_AUC: 0.058853±0.0009, PRECISION: 0.008192±0.0001, PRECISION_RECALL_MIN_DEN: 0.081919±0.0012, RECALL: 0.081919±0.0012, MAP: 0.042280±0.0009, MRR: 0.042280±0.0009, NDCG: 0.051628±0.0009, F1: 0.014894±0.0002, HIT_RATE: 0.081919±0.0012, ARHR: 0.042280±0.0009, RMSE: 0.915583±0.0014, NOVELTY: 0.006917±0.0000, AVERAGE_POPULARITY: 0.153860±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.994682±0.0000, DIVERSITY_HERFINDAHL: 0.999464±0.0000, COVERAGE_ITEM: 0.904991±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.382511±0.0008, SHANNON_ENTROPY: 12.612795±0.0057, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 11, 'shrink': 514, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.066923±0.0009, PRECISION: 0.009246±0.0001, PRECISION_RECALL_MIN_DEN: 0.092463±0.0009, RECALL: 0.092463±0.0009, MAP: 0.047935±0.0008, MRR: 0.047935±0.0008, NDCG: 0.058457±0.0008, F1: 0.016811±0.0002, HIT_RATE: 0.092463±0.0009, ARHR: 0.047935±0.0008, RMSE: 0.990098±0.0001, NOVELTY: 0.005910±0.0000, AVERAGE_POPULARITY: 0.348808±0.0026, DIVERSITY_MEAN_INTER_LIST: 0.978676±0.0001, DIVERSITY_HERFINDAHL: 0.997863±0.0000, COVERAGE_ITEM: 0.503120±0.0035, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132874±0.0007, SHANNON_ENTROPY: 10.172314±0.0055, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'dice'} - results: ROC_AUC: 0.059536±0.0006, PRECISION: 0.007999±0.0001, PRECISION_RECALL_MIN_DEN: 0.079995±0.0009, RECALL: 0.079995±0.0009, MAP: 0.043223±0.0004, MRR: 0.043223±0.0004, NDCG: 0.051947±0.0004, F1: 0.014544±0.0002, HIT_RATE: 0.079995±0.0009, ARHR: 0.043223±0.0004, RMSE: 0.997289±0.0000, NOVELTY: 0.006276±0.0000, AVERAGE_POPULARITY: 0.264309±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975932±0.0001, DIVERSITY_HERFINDAHL: 0.997589±0.0000, COVERAGE_ITEM: 0.430938±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.155917±0.0007, SHANNON_ENTROPY: 10.263828±0.0045, 
CrossSearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 41, 'shrink': 1988, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.073050±0.0008, PRECISION: 0.009922±0.0000, PRECISION_RECALL_MIN_DEN: 0.099220±0.0003, RECALL: 0.099220±0.0003, MAP: 0.052973±0.0008, MRR: 0.052973±0.0008, NDCG: 0.063924±0.0007, F1: 0.018040±0.0001, HIT_RATE: 0.099220±0.0003, ARHR: 0.052973±0.0008, RMSE: 0.992855±0.0000, NOVELTY: 0.006435±0.0000, AVERAGE_POPULARITY: 0.266499±0.0022, DIVERSITY_MEAN_INTER_LIST: 0.986436±0.0000, DIVERSITY_HERFINDAHL: 0.998639±0.0000, COVERAGE_ITEM: 0.764953±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230548±0.0002, SHANNON_ENTROPY: 11.393034±0.0027, 
CrossSearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 5, 'shrink': 1629, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'dice'} - results: ROC_AUC: 0.072572±0.0010, PRECISION: 0.009709±0.0001, PRECISION_RECALL_MIN_DEN: 0.097091±0.0011, RECALL: 0.097091±0.0011, MAP: 0.052704±0.0007, MRR: 0.052704±0.0007, NDCG: 0.063249±0.0008, F1: 0.017653±0.0002, HIT_RATE: 0.097091±0.0011, ARHR: 0.052704±0.0007, RMSE: 0.994716±0.0001, NOVELTY: 0.006706±0.0000, AVERAGE_POPULARITY: 0.179741±0.0011, DIVERSITY_MEAN_INTER_LIST: 0.990532±0.0001, DIVERSITY_HERFINDAHL: 0.999049±0.0000, COVERAGE_ITEM: 0.771408±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.261874±0.0012, SHANNON_ENTROPY: 11.787266±0.0088, 
