CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 529, 'shrink': 435, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 0.9833509727730589, 'tversky_beta': 0.17664309285754423} - results: ROC_AUC: 0.067653±0.0008, PRECISION: 0.009216±0.0001, PRECISION_RECALL_MIN_DEN: 0.092161±0.0006, RECALL: 0.092161±0.0006, MAP: 0.049341±0.0006, MRR: 0.049341±0.0006, NDCG: 0.059465±0.0006, F1: 0.016757±0.0001, HIT_RATE: 0.092161±0.0006, ARHR: 0.049341±0.0006, RMSE: 0.940372±0.0002, NOVELTY: 0.006099±0.0000, AVERAGE_POPULARITY: 0.361623±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.970965±0.0002, DIVERSITY_HERFINDAHL: 0.997092±0.0000, COVERAGE_ITEM: 0.702741±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.178715±0.0006, SHANNON_ENTROPY: 10.507890±0.0043, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.7168640744303945} - results: ROC_AUC: 0.068477±0.0008, PRECISION: 0.008879±0.0001, PRECISION_RECALL_MIN_DEN: 0.088791±0.0009, RECALL: 0.088791±0.0009, MAP: 0.050607±0.0007, MRR: 0.050607±0.0007, NDCG: 0.059727±0.0007, F1: 0.016144±0.0002, HIT_RATE: 0.088791±0.0009, ARHR: 0.050607±0.0007, RMSE: 0.996749±0.0000, NOVELTY: 0.006761±0.0000, AVERAGE_POPULARITY: 0.155413±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.984737±0.0001, DIVERSITY_HERFINDAHL: 0.998469±0.0000, COVERAGE_ITEM: 0.718821±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252808±0.0009, SHANNON_ENTROPY: 11.638890±0.0076, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.6189512716489778} - results: ROC_AUC: 0.063095±0.0008, PRECISION: 0.008573±0.0001, PRECISION_RECALL_MIN_DEN: 0.085732±0.0013, RECALL: 0.085732±0.0013, MAP: 0.044910±0.0006, MRR: 0.044910±0.0006, NDCG: 0.054600±0.0006, F1: 0.015588±0.0002, HIT_RATE: 0.085732±0.0013, ARHR: 0.044910±0.0006, RMSE: 0.989051±0.0002, NOVELTY: 0.007036±0.0000, AVERAGE_POPULARITY: 0.146604±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.957438±0.0002, DIVERSITY_HERFINDAHL: 0.995740±0.0000, COVERAGE_ITEM: 0.744644±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.231658±0.0008, SHANNON_ENTROPY: 11.062394±0.0034, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 2, 'shrink': 0, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.5508992212280011} - results: ROC_AUC: 0.046553±0.0005, PRECISION: 0.007100±0.0001, PRECISION_RECALL_MIN_DEN: 0.071003±0.0009, RECALL: 0.071003±0.0009, MAP: 0.030839±0.0003, MRR: 0.030839±0.0003, NDCG: 0.040240±0.0002, F1: 0.012910±0.0002, HIT_RATE: 0.071003±0.0009, ARHR: 0.030839±0.0003, RMSE: 0.976402±0.0004, NOVELTY: 0.007289±0.0000, AVERAGE_POPULARITY: 0.086003±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.978566±0.0001, DIVERSITY_HERFINDAHL: 0.997852±0.0000, COVERAGE_ITEM: 0.799448±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.344149±0.0007, SHANNON_ENTROPY: 12.151480±0.0045, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 2, 'shrink': 1291, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.068085±0.0006, PRECISION: 0.008870±0.0001, PRECISION_RECALL_MIN_DEN: 0.088703±0.0010, RECALL: 0.088703±0.0010, MAP: 0.050055±0.0006, MRR: 0.050055±0.0006, NDCG: 0.059280±0.0006, F1: 0.016128±0.0002, HIT_RATE: 0.088703±0.0010, ARHR: 0.050055±0.0006, RMSE: 0.995524±0.0001, NOVELTY: 0.006814±0.0000, AVERAGE_POPULARITY: 0.143037±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.986145±0.0001, DIVERSITY_HERFINDAHL: 0.998610±0.0000, COVERAGE_ITEM: 0.740892±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.272092±0.0009, SHANNON_ENTROPY: 11.825008±0.0071, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.066527±0.0010, PRECISION: 0.008547±0.0001, PRECISION_RECALL_MIN_DEN: 0.085475±0.0011, RECALL: 0.085475±0.0011, MAP: 0.049501±0.0007, MRR: 0.049501±0.0007, NDCG: 0.058105±0.0008, F1: 0.015541±0.0002, HIT_RATE: 0.085475±0.0011, ARHR: 0.049501±0.0007, RMSE: 0.996504±0.0001, NOVELTY: 0.006653±0.0000, AVERAGE_POPULARITY: 0.160360±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.984409±0.0001, DIVERSITY_HERFINDAHL: 0.998436±0.0000, COVERAGE_ITEM: 0.772144±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.251042±0.0004, SHANNON_ENTROPY: 11.624280±0.0048, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 1000, 'shrink': 579, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.068451±0.0006, PRECISION: 0.009258±0.0001, PRECISION_RECALL_MIN_DEN: 0.092578±0.0005, RECALL: 0.092578±0.0005, MAP: 0.049904±0.0006, MRR: 0.049904±0.0006, NDCG: 0.060010±0.0006, F1: 0.016832±0.0001, HIT_RATE: 0.092578±0.0005, ARHR: 0.049904±0.0006, RMSE: 0.948824±0.0002, NOVELTY: 0.006192±0.0000, AVERAGE_POPULARITY: 0.324130±0.0029, DIVERSITY_MEAN_INTER_LIST: 0.976122±0.0001, DIVERSITY_HERFINDAHL: 0.997608±0.0000, COVERAGE_ITEM: 0.712809±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.189718±0.0007, SHANNON_ENTROPY: 10.734088±0.0046, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 2, 'shrink': 1628, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.7986824281183794} - results: ROC_AUC: 0.067949±0.0008, PRECISION: 0.008806±0.0001, PRECISION_RECALL_MIN_DEN: 0.088064±0.0010, RECALL: 0.088064±0.0010, MAP: 0.050340±0.0007, MRR: 0.050340±0.0007, NDCG: 0.059346±0.0008, F1: 0.016012±0.0002, HIT_RATE: 0.088064±0.0010, ARHR: 0.050340±0.0007, RMSE: 0.996007±0.0000, NOVELTY: 0.006757±0.0000, AVERAGE_POPULARITY: 0.156604±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.982689±0.0001, DIVERSITY_HERFINDAHL: 0.998265±0.0000, COVERAGE_ITEM: 0.701054±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.243657±0.0007, SHANNON_ENTROPY: 11.514116±0.0060, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 1000, 'shrink': 414, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.5277670952512922} - results: ROC_AUC: 0.067019±0.0009, PRECISION: 0.009063±0.0001, PRECISION_RECALL_MIN_DEN: 0.090627±0.0007, RECALL: 0.090627±0.0007, MAP: 0.048899±0.0009, MRR: 0.048899±0.0009, NDCG: 0.058780±0.0008, F1: 0.016478±0.0001, HIT_RATE: 0.090627±0.0007, ARHR: 0.048899±0.0009, RMSE: 0.946130±0.0002, NOVELTY: 0.006397±0.0000, AVERAGE_POPULARITY: 0.276867±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.983336±0.0001, DIVERSITY_HERFINDAHL: 0.998329±0.0000, COVERAGE_ITEM: 0.747672±0.0026, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.228639±0.0008, SHANNON_ENTROPY: 11.242320±0.0034, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 2, 'shrink': 1158, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.3223716569457462} - results: ROC_AUC: 0.067857±0.0006, PRECISION: 0.008830±0.0001, PRECISION_RECALL_MIN_DEN: 0.088304±0.0010, RECALL: 0.088304±0.0010, MAP: 0.049985±0.0006, MRR: 0.049985±0.0006, NDCG: 0.059132±0.0006, F1: 0.016055±0.0002, HIT_RATE: 0.088304±0.0010, ARHR: 0.049985±0.0006, RMSE: 0.994971±0.0001, NOVELTY: 0.006804±0.0000, AVERAGE_POPULARITY: 0.144769±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.985864±0.0001, DIVERSITY_HERFINDAHL: 0.998582±0.0000, COVERAGE_ITEM: 0.734534±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.267031±0.0008, SHANNON_ENTROPY: 11.777120±0.0075, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 2, 'shrink': 1638, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.057405±0.0008, PRECISION: 0.007626±0.0001, PRECISION_RECALL_MIN_DEN: 0.076261±0.0007, RECALL: 0.076261±0.0007, MAP: 0.041877±0.0006, MRR: 0.041877±0.0006, NDCG: 0.050053±0.0006, F1: 0.013866±0.0001, HIT_RATE: 0.076261±0.0007, ARHR: 0.041877±0.0006, RMSE: 0.976858±0.0004, NOVELTY: 0.006242±0.0000, AVERAGE_POPULARITY: 0.253049±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.978180±0.0001, DIVERSITY_HERFINDAHL: 0.997814±0.0000, COVERAGE_ITEM: 0.526034±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151791±0.0006, SHANNON_ENTROPY: 10.437108±0.0070, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 2, 'shrink': 549, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.5986976790573053} - results: ROC_AUC: 0.065812±0.0006, PRECISION: 0.008621±0.0001, PRECISION_RECALL_MIN_DEN: 0.086211±0.0011, RECALL: 0.086211±0.0011, MAP: 0.048293±0.0005, MRR: 0.048293±0.0005, NDCG: 0.057334±0.0006, F1: 0.015675±0.0002, HIT_RATE: 0.086211±0.0011, ARHR: 0.048293±0.0005, RMSE: 0.991119±0.0001, NOVELTY: 0.006866±0.0000, AVERAGE_POPULARITY: 0.129935±0.0007, DIVERSITY_MEAN_INTER_LIST: 0.985893±0.0001, DIVERSITY_HERFINDAHL: 0.998585±0.0000, COVERAGE_ITEM: 0.746299±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.280879±0.0006, SHANNON_ENTROPY: 11.880068±0.0062, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 2, 'shrink': 1644, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.068366±0.0007, PRECISION: 0.008880±0.0001, PRECISION_RECALL_MIN_DEN: 0.088800±0.0010, RECALL: 0.088800±0.0010, MAP: 0.050357±0.0007, MRR: 0.050357±0.0007, NDCG: 0.059539±0.0007, F1: 0.016145±0.0002, HIT_RATE: 0.088800±0.0010, ARHR: 0.050357±0.0007, RMSE: 0.996262±0.0000, NOVELTY: 0.006786±0.0000, AVERAGE_POPULARITY: 0.149285±0.0006, DIVERSITY_MEAN_INTER_LIST: 0.985868±0.0001, DIVERSITY_HERFINDAHL: 0.998582±0.0000, COVERAGE_ITEM: 0.732155±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.263779±0.0010, SHANNON_ENTROPY: 11.752670±0.0083, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.7058795121103307} - results: ROC_AUC: 0.059142±0.0006, PRECISION: 0.007929±0.0001, PRECISION_RECALL_MIN_DEN: 0.079294±0.0009, RECALL: 0.079294±0.0009, MAP: 0.043066±0.0004, MRR: 0.043066±0.0004, NDCG: 0.051664±0.0004, F1: 0.014417±0.0002, HIT_RATE: 0.079294±0.0009, ARHR: 0.043066±0.0004, RMSE: 0.997320±0.0000, NOVELTY: 0.006298±0.0000, AVERAGE_POPULARITY: 0.259006±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.975136±0.0001, DIVERSITY_HERFINDAHL: 0.997509±0.0000, COVERAGE_ITEM: 0.428721±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154895±0.0005, SHANNON_ENTROPY: 10.243344±0.0041, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.054680±0.0009, PRECISION: 0.007520±0.0001, PRECISION_RECALL_MIN_DEN: 0.075197±0.0009, RECALL: 0.075197±0.0009, MAP: 0.040209±0.0008, MRR: 0.040209±0.0008, NDCG: 0.048455±0.0008, F1: 0.013672±0.0002, HIT_RATE: 0.075197±0.0009, ARHR: 0.040209±0.0008, RMSE: 0.983622±0.0001, NOVELTY: 0.005276±0.0000, AVERAGE_POPULARITY: 0.642196±0.0054, DIVERSITY_MEAN_INTER_LIST: 0.837194±0.0007, DIVERSITY_HERFINDAHL: 0.983716±0.0001, COVERAGE_ITEM: 0.394409±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.059236±0.0004, SHANNON_ENTROPY: 7.482236±0.0083, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 1000, 'shrink': 264, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.7351615606098597} - results: ROC_AUC: 0.066136±0.0008, PRECISION: 0.009043±0.0001, PRECISION_RECALL_MIN_DEN: 0.090432±0.0007, RECALL: 0.090432±0.0007, MAP: 0.047883±0.0006, MRR: 0.047883±0.0006, NDCG: 0.057949±0.0006, F1: 0.016442±0.0001, HIT_RATE: 0.090432±0.0007, ARHR: 0.047883±0.0006, RMSE: 0.787787±0.0014, NOVELTY: 0.005739±0.0000, AVERAGE_POPULARITY: 0.420454±0.0042, DIVERSITY_MEAN_INTER_LIST: 0.952744±0.0004, DIVERSITY_HERFINDAHL: 0.995270±0.0000, COVERAGE_ITEM: 0.520238±0.0032, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110384±0.0005, SHANNON_ENTROPY: 9.491004±0.0098, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 2, 'shrink': 1483, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 1.3378150772893151} - results: ROC_AUC: 0.061572±0.0007, PRECISION: 0.008297±0.0001, PRECISION_RECALL_MIN_DEN: 0.082965±0.0010, RECALL: 0.082965±0.0010, MAP: 0.044629±0.0007, MRR: 0.044629±0.0007, NDCG: 0.053724±0.0007, F1: 0.015085±0.0002, HIT_RATE: 0.082965±0.0010, ARHR: 0.044629±0.0007, RMSE: 0.996925±0.0000, NOVELTY: 0.006284±0.0000, AVERAGE_POPULARITY: 0.256159±0.0013, DIVERSITY_MEAN_INTER_LIST: 0.978438±0.0001, DIVERSITY_HERFINDAHL: 0.997839±0.0000, COVERAGE_ITEM: 0.439157±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.162212±0.0010, SHANNON_ENTROPY: 10.383489±0.0078, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 14, 'shrink': 304, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.8989731358382678, 'tversky_beta': 1.9877795279607007} - results: ROC_AUC: 0.071472±0.0011, PRECISION: 0.009897±0.0001, PRECISION_RECALL_MIN_DEN: 0.098971±0.0010, RECALL: 0.098971±0.0010, MAP: 0.051237±0.0009, MRR: 0.051237±0.0009, NDCG: 0.062514±0.0009, F1: 0.017995±0.0002, HIT_RATE: 0.098971±0.0010, ARHR: 0.051237±0.0009, RMSE: 0.944414±0.0007, NOVELTY: 0.006013±0.0000, AVERAGE_POPULARITY: 0.319635±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.982272±0.0001, DIVERSITY_HERFINDAHL: 0.998223±0.0000, COVERAGE_ITEM: 0.553490±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.142977±0.0005, SHANNON_ENTROPY: 10.434522±0.0050, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 965, 'shrink': 1998, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.5302135029981216, 'tversky_beta': 0.02259378715401295} - results: ROC_AUC: 0.060133±0.0007, PRECISION: 0.008316±0.0001, PRECISION_RECALL_MIN_DEN: 0.083160±0.0013, RECALL: 0.083160±0.0013, MAP: 0.044027±0.0006, MRR: 0.044027±0.0006, NDCG: 0.053243±0.0007, F1: 0.015120±0.0002, HIT_RATE: 0.083160±0.0013, ARHR: 0.044027±0.0006, RMSE: 0.978969±0.0001, NOVELTY: 0.005520±0.0000, AVERAGE_POPULARITY: 0.568442±0.0045, DIVERSITY_MEAN_INTER_LIST: 0.891602±0.0004, DIVERSITY_HERFINDAHL: 0.989156±0.0000, COVERAGE_ITEM: 0.570424±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.094571±0.0005, SHANNON_ENTROPY: 8.463082±0.0018, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 1000, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.061237±0.0007, PRECISION: 0.008438±0.0001, PRECISION_RECALL_MIN_DEN: 0.084375±0.0011, RECALL: 0.084375±0.0011, MAP: 0.044910±0.0005, MRR: 0.044910±0.0005, NDCG: 0.054209±0.0006, F1: 0.015341±0.0002, HIT_RATE: 0.084375±0.0011, ARHR: 0.044910±0.0005, RMSE: 0.982376±0.0001, NOVELTY: 0.005615±0.0000, AVERAGE_POPULARITY: 0.539061±0.0043, DIVERSITY_MEAN_INTER_LIST: 0.906078±0.0004, DIVERSITY_HERFINDAHL: 0.990604±0.0000, COVERAGE_ITEM: 0.609700±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108917±0.0004, SHANNON_ENTROPY: 8.806557±0.0031, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 18, 'shrink': 857, 'normalize': True, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.7634181422278974, 'tversky_beta': 1.9243454623514635} - results: ROC_AUC: 0.070241±0.0009, PRECISION: 0.009432±0.0001, PRECISION_RECALL_MIN_DEN: 0.094325±0.0007, RECALL: 0.094325±0.0007, MAP: 0.050983±0.0009, MRR: 0.050983±0.0009, NDCG: 0.061269±0.0008, F1: 0.017150±0.0001, HIT_RATE: 0.094325±0.0007, ARHR: 0.050983±0.0009, RMSE: 0.990365±0.0001, NOVELTY: 0.006928±0.0000, AVERAGE_POPULARITY: 0.148888±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.995153±0.0000, DIVERSITY_HERFINDAHL: 0.999511±0.0000, COVERAGE_ITEM: 0.819551±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.325501±0.0006, SHANNON_ENTROPY: 12.375467±0.0021, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 797, 'shrink': 802, 'normalize': False, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 1.7987082595628812, 'tversky_beta': 0.01087195237241129} - results: ROC_AUC: 0.059733±0.0010, PRECISION: 0.008234±0.0001, PRECISION_RECALL_MIN_DEN: 0.082336±0.0008, RECALL: 0.082336±0.0008, MAP: 0.043681±0.0008, MRR: 0.043681±0.0008, NDCG: 0.052795±0.0008, F1: 0.014970±0.0001, HIT_RATE: 0.082336±0.0008, ARHR: 0.043681±0.0008, RMSE: 0.827906±0.0012, NOVELTY: 0.005457±0.0000, AVERAGE_POPULARITY: 0.538635±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.911009±0.0006, DIVERSITY_HERFINDAHL: 0.991097±0.0001, COVERAGE_ITEM: 0.429716±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.077018±0.0005, SHANNON_ENTROPY: 8.427190±0.0086, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 25, 'shrink': 191, 'normalize': True, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 0.46188630447712475, 'tversky_beta': 1.9953215525918289} - results: ROC_AUC: 0.071546±0.0013, PRECISION: 0.009949±0.0001, PRECISION_RECALL_MIN_DEN: 0.099495±0.0010, RECALL: 0.099495±0.0010, MAP: 0.051442±0.0010, MRR: 0.051442±0.0010, NDCG: 0.062778±0.0010, F1: 0.018090±0.0002, HIT_RATE: 0.099495±0.0010, ARHR: 0.051442±0.0010, RMSE: 0.984927±0.0001, NOVELTY: 0.005834±0.0000, AVERAGE_POPULARITY: 0.389708±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.972225±0.0002, DIVERSITY_HERFINDAHL: 0.997218±0.0000, COVERAGE_ITEM: 0.521838±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.121149±0.0004, SHANNON_ENTROPY: 9.920331±0.0031, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 84, 'shrink': 1552, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 1.8951495075449374, 'tversky_beta': 0.033690218728684725} - results: ROC_AUC: 0.072811±0.0008, PRECISION: 0.009941±0.0001, PRECISION_RECALL_MIN_DEN: 0.099406±0.0009, RECALL: 0.099406±0.0009, MAP: 0.052718±0.0008, MRR: 0.052718±0.0008, NDCG: 0.063762±0.0008, F1: 0.018074±0.0002, HIT_RATE: 0.099406±0.0009, ARHR: 0.052718±0.0008, RMSE: 0.988672±0.0001, NOVELTY: 0.006369±0.0000, AVERAGE_POPULARITY: 0.279614±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.984945±0.0001, DIVERSITY_HERFINDAHL: 0.998490±0.0000, COVERAGE_ITEM: 0.748808±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.218838±0.0006, SHANNON_ENTROPY: 11.243118±0.0015, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 2, 'shrink': 2000, 'normalize': False, 'interactions_feature_weighting': 'none', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.057156±0.0008, PRECISION: 0.007607±0.0001, PRECISION_RECALL_MIN_DEN: 0.076066±0.0006, RECALL: 0.076066±0.0006, MAP: 0.041773±0.0006, MRR: 0.041773±0.0006, NDCG: 0.049921±0.0006, F1: 0.013830±0.0001, HIT_RATE: 0.076066±0.0006, ARHR: 0.041773±0.0006, RMSE: 0.997108±0.0001, NOVELTY: 0.006235±0.0000, AVERAGE_POPULARITY: 0.255971±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.977992±0.0001, DIVERSITY_HERFINDAHL: 0.997795±0.0000, COVERAGE_ITEM: 0.525418±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.151274±0.0006, SHANNON_ENTROPY: 10.424501±0.0069, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 2, 'shrink': 236, 'normalize': True, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 2.0} - results: ROC_AUC: 0.069358±0.0007, PRECISION: 0.009243±0.0001, PRECISION_RECALL_MIN_DEN: 0.092427±0.0009, RECALL: 0.092427±0.0009, MAP: 0.050344±0.0004, MRR: 0.050344±0.0004, NDCG: 0.060355±0.0005, F1: 0.016805±0.0002, HIT_RATE: 0.092427±0.0009, ARHR: 0.050344±0.0004, RMSE: 0.961580±0.0007, NOVELTY: 0.006533±0.0000, AVERAGE_POPULARITY: 0.209961±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.971640±0.0003, DIVERSITY_HERFINDAHL: 0.997160±0.0000, COVERAGE_ITEM: 0.539746±0.0025, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167944±0.0005, SHANNON_ENTROPY: 10.564829±0.0027, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 2, 'shrink': 1759, 'normalize': False, 'interactions_feature_weighting': 'BM25', 'similarity': 'tversky', 'tversky_alpha': 2.0, 'tversky_beta': 0.0} - results: ROC_AUC: 0.066428±0.0010, PRECISION: 0.008538±0.0001, PRECISION_RECALL_MIN_DEN: 0.085377±0.0011, RECALL: 0.085377±0.0011, MAP: 0.049428±0.0007, MRR: 0.049428±0.0007, NDCG: 0.058026±0.0008, F1: 0.015523±0.0002, HIT_RATE: 0.085377±0.0011, ARHR: 0.049428±0.0007, RMSE: 0.996108±0.0001, NOVELTY: 0.006661±0.0000, AVERAGE_POPULARITY: 0.157932±0.0012, DIVERSITY_MEAN_INTER_LIST: 0.984507±0.0001, DIVERSITY_HERFINDAHL: 0.998446±0.0000, COVERAGE_ITEM: 0.774079±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.253164±0.0004, SHANNON_ENTROPY: 11.644152±0.0045, 
