CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 474, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.4840121401836927e-12, 'lambda_j': 8.645393989967818e-08, 'learning_rate': 7.142193913508191e-05} - results: ROC_AUC: 0.027345±0.0013, PRECISION: 0.004332±0.0002, PRECISION_RECALL_MIN_DEN: 0.043317±0.0016, RECALL: 0.043317±0.0016, MAP: 0.019170±0.0009, MRR: 0.019170±0.0009, NDCG: 0.024754±0.0008, F1: 0.007876±0.0003, HIT_RATE: 0.043317±0.0016, ARHR: 0.019170±0.0009, RMSE: 0.824105±0.0034, NOVELTY: 0.004984±0.0000, AVERAGE_POPULARITY: 0.780187±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.697745±0.0027, DIVERSITY_HERFINDAHL: 0.969757±0.0003, COVERAGE_ITEM: 0.018794±0.0002, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119579±0.0015, SHANNON_ENTROPY: 5.702696±0.0082, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 1e-08} - results: ROC_AUC: 0.045081±0.0016, PRECISION: 0.007101±0.0003, PRECISION_RECALL_MIN_DEN: 0.071012±0.0028, RECALL: 0.071012±0.0028, MAP: 0.028939±0.0010, MRR: 0.028939±0.0010, NDCG: 0.038763±0.0010, F1: 0.012911±0.0005, HIT_RATE: 0.071012±0.0028, ARHR: 0.028939±0.0010, RMSE: 1.000000±0.0000, NOVELTY: 0.005746±0.0000, AVERAGE_POPULARITY: 0.387445±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.959736±0.0004, DIVERSITY_HERFINDAHL: 0.995949±0.0000, COVERAGE_ITEM: 0.089419±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205132±0.0030, SHANNON_ENTROPY: 8.739093±0.0100, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 20, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.015438771631361843, 'lambda_j': 0.020936096601270552, 'learning_rate': 4.096440540527148e-05} - results: ROC_AUC: 0.042410±0.0007, PRECISION: 0.006726±0.0002, PRECISION_RECALL_MIN_DEN: 0.067258±0.0019, RECALL: 0.067258±0.0019, MAP: 0.027804±0.0009, MRR: 0.027804±0.0009, NDCG: 0.036999±0.0006, F1: 0.012229±0.0004, HIT_RATE: 0.067258±0.0019, ARHR: 0.027804±0.0009, RMSE: 0.999635±0.0000, NOVELTY: 0.005496±0.0000, AVERAGE_POPULARITY: 0.485589±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.941105±0.0010, DIVERSITY_HERFINDAHL: 0.994087±0.0001, COVERAGE_ITEM: 0.071576±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.187448±0.0018, SHANNON_ENTROPY: 8.258110±0.0212, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 26, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.8060218962092713e-12, 'lambda_j': 1.0699749014778043e-12, 'learning_rate': 2.421908310397041e-05} - results: ROC_AUC: 0.041424±0.0012, PRECISION: 0.006518±0.0001, PRECISION_RECALL_MIN_DEN: 0.065179±0.0012, RECALL: 0.065179±0.0012, MAP: 0.026893±0.0012, MRR: 0.026893±0.0012, NDCG: 0.035833±0.0010, F1: 0.011851±0.0002, HIT_RATE: 0.065179±0.0012, ARHR: 0.026893±0.0012, RMSE: 0.999768±0.0000, NOVELTY: 0.005450±0.0000, AVERAGE_POPULARITY: 0.507724±0.0048, DIVERSITY_MEAN_INTER_LIST: 0.933955±0.0013, DIVERSITY_HERFINDAHL: 0.993372±0.0001, COVERAGE_ITEM: 0.066688±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.183342±0.0024, SHANNON_ENTROPY: 8.114185±0.0207, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 998, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.7832324557480276e-10, 'lambda_j': 0.005305840609211639, 'learning_rate': 1.0885586621893134e-07} - results: ROC_AUC: 0.031516±0.0007, PRECISION: 0.004814±0.0001, PRECISION_RECALL_MIN_DEN: 0.048136±0.0013, RECALL: 0.048136±0.0013, MAP: 0.021476±0.0009, MRR: 0.021476±0.0009, NDCG: 0.027695±0.0005, F1: 0.008752±0.0002, HIT_RATE: 0.048136±0.0013, ARHR: 0.021476±0.0009, RMSE: 0.999992±0.0000, NOVELTY: 0.005039±0.0000, AVERAGE_POPULARITY: 0.745615±0.0060, DIVERSITY_MEAN_INTER_LIST: 0.750654±0.0017, DIVERSITY_HERFINDAHL: 0.975046±0.0002, COVERAGE_ITEM: 0.026039±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118997±0.0020, SHANNON_ENTROPY: 6.101539±0.0080, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 997, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.382658563542435e-12, 'lambda_j': 2.046966988287692e-11, 'learning_rate': 5.996993932271714e-05} - results: ROC_AUC: 0.031392±0.0004, PRECISION: 0.004849±0.0001, PRECISION_RECALL_MIN_DEN: 0.048491±0.0010, RECALL: 0.048491±0.0010, MAP: 0.021402±0.0009, MRR: 0.021402±0.0009, NDCG: 0.027711±0.0005, F1: 0.008817±0.0002, HIT_RATE: 0.048491±0.0010, ARHR: 0.021402±0.0009, RMSE: 0.995437±0.0000, NOVELTY: 0.005038±0.0000, AVERAGE_POPULARITY: 0.745859±0.0056, DIVERSITY_MEAN_INTER_LIST: 0.750797±0.0015, DIVERSITY_HERFINDAHL: 0.975061±0.0001, COVERAGE_ITEM: 0.026202±0.0005, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.118093±0.0017, SHANNON_ENTROPY: 6.099601±0.0081, 
CrossSearchBayesianSkopt: New best config found. Config 55: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.045217±0.0015, PRECISION: 0.007157±0.0002, PRECISION_RECALL_MIN_DEN: 0.071570±0.0025, RECALL: 0.071570±0.0025, MAP: 0.029053±0.0010, MRR: 0.029053±0.0010, NDCG: 0.038971±0.0009, F1: 0.013013±0.0004, HIT_RATE: 0.071570±0.0025, ARHR: 0.029053±0.0010, RMSE: 0.998722±0.0000, NOVELTY: 0.005761±0.0000, AVERAGE_POPULARITY: 0.382193±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.960651±0.0004, DIVERSITY_HERFINDAHL: 0.996041±0.0000, COVERAGE_ITEM: 0.091690±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204865±0.0028, SHANNON_ENTROPY: 8.771874±0.0123, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 9, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1.4535331396064252e-10, 'lambda_j': 0.06191402950018692, 'learning_rate': 6.33049468337954e-05} - results: ROC_AUC: 0.043639±0.0014, PRECISION: 0.006863±0.0002, PRECISION_RECALL_MIN_DEN: 0.068628±0.0021, RECALL: 0.068628±0.0021, MAP: 0.028186±0.0012, MRR: 0.028186±0.0012, NDCG: 0.037627±0.0010, F1: 0.012478±0.0004, HIT_RATE: 0.068628±0.0021, ARHR: 0.028186±0.0012, RMSE: 0.999012±0.0000, NOVELTY: 0.005682±0.0000, AVERAGE_POPULARITY: 0.410941±0.0035, DIVERSITY_MEAN_INTER_LIST: 0.956735±0.0004, DIVERSITY_HERFINDAHL: 0.995649±0.0000, COVERAGE_ITEM: 0.086110±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198871±0.0020, SHANNON_ENTROPY: 8.636972±0.0096, 
CrossSearchBayesianSkopt: New best config found. Config 57: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.045403±0.0011, PRECISION: 0.007137±0.0002, PRECISION_RECALL_MIN_DEN: 0.071367±0.0021, RECALL: 0.071367±0.0021, MAP: 0.029320±0.0007, MRR: 0.029320±0.0007, NDCG: 0.039134±0.0005, F1: 0.012976±0.0004, HIT_RATE: 0.071367±0.0021, ARHR: 0.029320±0.0007, RMSE: 0.998722±0.0000, NOVELTY: 0.005764±0.0000, AVERAGE_POPULARITY: 0.381298±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.960767±0.0003, DIVERSITY_HERFINDAHL: 0.996052±0.0000, COVERAGE_ITEM: 0.091398±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.206129±0.0027, SHANNON_ENTROPY: 8.777116±0.0108, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.941941409689276e-07, 'lambda_j': 0.05769852138499755, 'learning_rate': 7.667839846600336e-05} - results: ROC_AUC: 0.039688±0.0012, PRECISION: 0.006376±0.0001, PRECISION_RECALL_MIN_DEN: 0.063759±0.0006, RECALL: 0.063759±0.0006, MAP: 0.025791±0.0013, MRR: 0.025791±0.0013, NDCG: 0.034623±0.0011, F1: 0.011592±0.0001, HIT_RATE: 0.063759±0.0006, ARHR: 0.025791±0.0013, RMSE: 0.958006±0.0013, NOVELTY: 0.005432±0.0000, AVERAGE_POPULARITY: 0.507638±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.933679±0.0007, DIVERSITY_HERFINDAHL: 0.993344±0.0001, COVERAGE_ITEM: 0.051538±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.197664±0.0027, SHANNON_ENTROPY: 7.931184±0.0130, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044788±0.0011, PRECISION: 0.007127±0.0002, PRECISION_RECALL_MIN_DEN: 0.071266±0.0024, RECALL: 0.071266±0.0024, MAP: 0.028971±0.0008, MRR: 0.028971±0.0008, NDCG: 0.038826±0.0006, F1: 0.012957±0.0004, HIT_RATE: 0.071266±0.0024, ARHR: 0.028971±0.0008, RMSE: 0.998723±0.0000, NOVELTY: 0.005761±0.0000, AVERAGE_POPULARITY: 0.382329±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.960646±0.0004, DIVERSITY_HERFINDAHL: 0.996040±0.0000, COVERAGE_ITEM: 0.091171±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205980±0.0027, SHANNON_ENTROPY: 8.772489±0.0091, 
CrossSearchBayesianSkopt: New best config found. Config 60: {'topK': 6, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.9776363255823986e-11, 'lambda_j': 0.03355092243463822, 'learning_rate': 1.9252254869623042e-08} - results: ROC_AUC: 0.045284±0.0009, PRECISION: 0.007177±0.0002, PRECISION_RECALL_MIN_DEN: 0.071773±0.0016, RECALL: 0.071773±0.0016, MAP: 0.029341±0.0011, MRR: 0.029341±0.0011, NDCG: 0.039237±0.0006, F1: 0.013050±0.0003, HIT_RATE: 0.071773±0.0016, ARHR: 0.029341±0.0011, RMSE: 1.000000±0.0000, NOVELTY: 0.005655±0.0000, AVERAGE_POPULARITY: 0.419159±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.955174±0.0007, DIVERSITY_HERFINDAHL: 0.995493±0.0001, COVERAGE_ITEM: 0.086067±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.201711±0.0031, SHANNON_ENTROPY: 8.639029±0.0189, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 8, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 1.2756428837854415e-12, 'lambda_j': 3.4471077555340836e-12, 'learning_rate': 1.0397616408630123e-08} - results: ROC_AUC: 0.044816±0.0009, PRECISION: 0.007111±0.0002, PRECISION_RECALL_MIN_DEN: 0.071113±0.0019, RECALL: 0.071113±0.0019, MAP: 0.029209±0.0010, MRR: 0.029209±0.0010, NDCG: 0.038977±0.0006, F1: 0.012930±0.0003, HIT_RATE: 0.071113±0.0019, ARHR: 0.029209±0.0010, RMSE: 1.000000±0.0000, NOVELTY: 0.005623±0.0000, AVERAGE_POPULARITY: 0.431474±0.0020, DIVERSITY_MEAN_INTER_LIST: 0.953057±0.0006, DIVERSITY_HERFINDAHL: 0.995282±0.0001, COVERAGE_ITEM: 0.083168±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198909±0.0025, SHANNON_ENTROPY: 8.569816±0.0149, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044997±0.0013, PRECISION: 0.007061±0.0002, PRECISION_RECALL_MIN_DEN: 0.070606±0.0023, RECALL: 0.070606±0.0023, MAP: 0.028992±0.0008, MRR: 0.028992±0.0008, NDCG: 0.038711±0.0005, F1: 0.012837±0.0004, HIT_RATE: 0.070606±0.0023, ARHR: 0.028992±0.0008, RMSE: 0.998722±0.0000, NOVELTY: 0.005759±0.0000, AVERAGE_POPULARITY: 0.382840±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.960556±0.0004, DIVERSITY_HERFINDAHL: 0.996031±0.0000, COVERAGE_ITEM: 0.091506±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205374±0.0021, SHANNON_ENTROPY: 8.771863±0.0091, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 998, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 0.03678567850459153, 'lambda_j': 2.050613470261178e-08, 'learning_rate': 3.53746076985142e-08} - results: ROC_AUC: 0.027790±0.0009, PRECISION: 0.004459±0.0001, PRECISION_RECALL_MIN_DEN: 0.044585±0.0013, RECALL: 0.044585±0.0013, MAP: 0.018957±0.0009, MRR: 0.018957±0.0009, NDCG: 0.024892±0.0009, F1: 0.008106±0.0002, HIT_RATE: 0.044585±0.0013, ARHR: 0.018957±0.0009, RMSE: 0.999999±0.0000, NOVELTY: 0.004973±0.0000, AVERAGE_POPULARITY: 0.790039±0.0063, DIVERSITY_MEAN_INTER_LIST: 0.689242±0.0013, DIVERSITY_HERFINDAHL: 0.968907±0.0001, COVERAGE_ITEM: 0.018373±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116382±0.0017, SHANNON_ENTROPY: 5.627884±0.0114, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 14, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adagrad', 'lambda_i': 5.809558029570839e-12, 'lambda_j': 0.01625433652239096, 'learning_rate': 3.0475510138054006e-08} - results: ROC_AUC: 0.043892±0.0013, PRECISION: 0.006837±0.0002, PRECISION_RECALL_MIN_DEN: 0.068374±0.0016, RECALL: 0.068374±0.0016, MAP: 0.028416±0.0011, MRR: 0.028416±0.0011, NDCG: 0.037756±0.0009, F1: 0.012432±0.0003, HIT_RATE: 0.068374±0.0016, ARHR: 0.028416±0.0011, RMSE: 1.000000±0.0000, NOVELTY: 0.005548±0.0000, AVERAGE_POPULARITY: 0.462460±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.946692±0.0007, DIVERSITY_HERFINDAHL: 0.994645±0.0001, COVERAGE_ITEM: 0.076356±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.192325±0.0025, SHANNON_ENTROPY: 8.393514±0.0183, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044985±0.0011, PRECISION: 0.007081±0.0002, PRECISION_RECALL_MIN_DEN: 0.070809±0.0022, RECALL: 0.070809±0.0022, MAP: 0.029072±0.0009, MRR: 0.029072±0.0009, NDCG: 0.038813±0.0006, F1: 0.012874±0.0004, HIT_RATE: 0.070809±0.0022, ARHR: 0.029072±0.0009, RMSE: 0.998639±0.0000, NOVELTY: 0.005747±0.0000, AVERAGE_POPULARITY: 0.387275±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.959704±0.0004, DIVERSITY_HERFINDAHL: 0.995946±0.0000, COVERAGE_ITEM: 0.089246±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205485±0.0033, SHANNON_ENTROPY: 8.738680±0.0133, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044850±0.0012, PRECISION: 0.007071±0.0002, PRECISION_RECALL_MIN_DEN: 0.070708±0.0022, RECALL: 0.070708±0.0022, MAP: 0.028904±0.0009, MRR: 0.028904±0.0009, NDCG: 0.038661±0.0007, F1: 0.012856±0.0004, HIT_RATE: 0.070708±0.0022, ARHR: 0.028904±0.0009, RMSE: 0.998720±0.0000, NOVELTY: 0.005760±0.0000, AVERAGE_POPULARITY: 0.382461±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.960616±0.0005, DIVERSITY_HERFINDAHL: 0.996037±0.0000, COVERAGE_ITEM: 0.091430±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205525±0.0027, SHANNON_ENTROPY: 8.772888±0.0157, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044732±0.0014, PRECISION: 0.007116±0.0002, PRECISION_RECALL_MIN_DEN: 0.071164±0.0023, RECALL: 0.071164±0.0023, MAP: 0.028892±0.0009, MRR: 0.028892±0.0009, NDCG: 0.038745±0.0006, F1: 0.012939±0.0004, HIT_RATE: 0.071164±0.0023, ARHR: 0.028892±0.0009, RMSE: 0.998641±0.0000, NOVELTY: 0.005748±0.0000, AVERAGE_POPULARITY: 0.386534±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.959836±0.0006, DIVERSITY_HERFINDAHL: 0.995959±0.0001, COVERAGE_ITEM: 0.089278±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205701±0.0033, SHANNON_ENTROPY: 8.741563±0.0159, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 1e-08} - results: ROC_AUC: 0.045076±0.0013, PRECISION: 0.007076±0.0003, PRECISION_RECALL_MIN_DEN: 0.070758±0.0030, RECALL: 0.070758±0.0030, MAP: 0.028984±0.0009, MRR: 0.028984±0.0009, NDCG: 0.038743±0.0008, F1: 0.012865±0.0005, HIT_RATE: 0.070758±0.0030, ARHR: 0.028984±0.0009, RMSE: 1.000000±0.0000, NOVELTY: 0.005745±0.0000, AVERAGE_POPULARITY: 0.387389±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.959649±0.0003, DIVERSITY_HERFINDAHL: 0.995941±0.0000, COVERAGE_ITEM: 0.089289±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204779±0.0024, SHANNON_ENTROPY: 8.734390±0.0070, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 6, 'epochs': 1000, 'symmetric': False, 'sgd_mode': 'adam', 'lambda_i': 4.047371216849952e-11, 'lambda_j': 1.3214322042674523e-12, 'learning_rate': 8.764930709503603e-05} - results: ROC_AUC: 0.039310±0.0010, PRECISION: 0.006290±0.0001, PRECISION_RECALL_MIN_DEN: 0.062896±0.0014, RECALL: 0.062896±0.0014, MAP: 0.025357±0.0012, MRR: 0.025357±0.0012, NDCG: 0.034100±0.0010, F1: 0.011436±0.0003, HIT_RATE: 0.062896±0.0014, ARHR: 0.025357±0.0012, RMSE: 0.963317±0.0008, NOVELTY: 0.005393±0.0000, AVERAGE_POPULARITY: 0.525118±0.0037, DIVERSITY_MEAN_INTER_LIST: 0.928031±0.0005, DIVERSITY_HERFINDAHL: 0.992780±0.0000, COVERAGE_ITEM: 0.046845±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.199774±0.0023, SHANNON_ENTROPY: 7.811344±0.0054, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 1e-12, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044997±0.0013, PRECISION: 0.007091±0.0003, PRECISION_RECALL_MIN_DEN: 0.070910±0.0029, RECALL: 0.070910±0.0029, MAP: 0.028906±0.0010, MRR: 0.028906±0.0010, NDCG: 0.038712±0.0010, F1: 0.012893±0.0005, HIT_RATE: 0.070910±0.0029, ARHR: 0.028906±0.0010, RMSE: 0.998640±0.0000, NOVELTY: 0.005747±0.0000, AVERAGE_POPULARITY: 0.387171±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.959674±0.0004, DIVERSITY_HERFINDAHL: 0.995943±0.0000, COVERAGE_ITEM: 0.089267±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205196±0.0032, SHANNON_ENTROPY: 8.737200±0.0121, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 1e-12, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044912±0.0012, PRECISION: 0.007066±0.0003, PRECISION_RECALL_MIN_DEN: 0.070657±0.0027, RECALL: 0.070657±0.0027, MAP: 0.028879±0.0009, MRR: 0.028879±0.0009, NDCG: 0.038636±0.0007, F1: 0.012847±0.0005, HIT_RATE: 0.070657±0.0027, ARHR: 0.028879±0.0009, RMSE: 0.998638±0.0000, NOVELTY: 0.005748±0.0000, AVERAGE_POPULARITY: 0.386558±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.959789±0.0005, DIVERSITY_HERFINDAHL: 0.995955±0.0000, COVERAGE_ITEM: 0.090057±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.204261±0.0028, SHANNON_ENTROPY: 8.742199±0.0134, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 12, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.3047000484997528e-12, 'lambda_j': 0.054016843265390635, 'learning_rate': 6.263325523898523e-05} - results: ROC_AUC: 0.036616±0.0013, PRECISION: 0.005879±0.0001, PRECISION_RECALL_MIN_DEN: 0.058788±0.0006, RECALL: 0.058788±0.0006, MAP: 0.024038±0.0012, MRR: 0.024038±0.0012, NDCG: 0.032110±0.0009, F1: 0.010689±0.0001, HIT_RATE: 0.058788±0.0006, ARHR: 0.024038±0.0012, RMSE: 0.948097±0.0024, NOVELTY: 0.005320±0.0000, AVERAGE_POPULARITY: 0.564993±0.0058, DIVERSITY_MEAN_INTER_LIST: 0.913644±0.0008, DIVERSITY_HERFINDAHL: 0.991341±0.0001, COVERAGE_ITEM: 0.041157±0.0008, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.193297±0.0029, SHANNON_ENTROPY: 7.567318±0.0114, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 10, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 2.308040245830382e-12, 'lambda_j': 1.0611978775607995e-12, 'learning_rate': 1.261916836666842e-08} - results: ROC_AUC: 0.043616±0.0013, PRECISION: 0.006873±0.0002, PRECISION_RECALL_MIN_DEN: 0.068729±0.0022, RECALL: 0.068729±0.0022, MAP: 0.028145±0.0010, MRR: 0.028145±0.0010, NDCG: 0.037618±0.0010, F1: 0.012496±0.0004, HIT_RATE: 0.068729±0.0022, ARHR: 0.028145±0.0010, RMSE: 1.000000±0.0000, NOVELTY: 0.005666±0.0000, AVERAGE_POPULARITY: 0.417385±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.955682±0.0005, DIVERSITY_HERFINDAHL: 0.995544±0.0000, COVERAGE_ITEM: 0.085688±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.196284±0.0025, SHANNON_ENTROPY: 8.607637±0.0111, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 5, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adagrad', 'lambda_i': 0.1, 'lambda_j': 0.1, 'learning_rate': 0.0001} - results: ROC_AUC: 0.044997±0.0009, PRECISION: 0.007096±0.0002, PRECISION_RECALL_MIN_DEN: 0.070961±0.0022, RECALL: 0.070961±0.0022, MAP: 0.029077±0.0009, MRR: 0.029077±0.0009, NDCG: 0.038848±0.0006, F1: 0.012902±0.0004, HIT_RATE: 0.070961±0.0022, ARHR: 0.029077±0.0009, RMSE: 0.998722±0.0000, NOVELTY: 0.005760±0.0000, AVERAGE_POPULARITY: 0.382303±0.0036, DIVERSITY_MEAN_INTER_LIST: 0.960588±0.0004, DIVERSITY_HERFINDAHL: 0.996034±0.0000, COVERAGE_ITEM: 0.091192±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.205684±0.0029, SHANNON_ENTROPY: 8.770432±0.0094, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 998, 'epochs': 1000, 'symmetric': True, 'sgd_mode': 'adam', 'lambda_i': 1.0602515972671315e-12, 'lambda_j': 0.028970905923587396, 'learning_rate': 5.3614736248191765e-05} - results: ROC_AUC: 0.026455±0.0016, PRECISION: 0.004200±0.0002, PRECISION_RECALL_MIN_DEN: 0.041998±0.0019, RECALL: 0.041998±0.0019, MAP: 0.018532±0.0010, MRR: 0.018532±0.0010, NDCG: 0.023956±0.0011, F1: 0.007636±0.0003, HIT_RATE: 0.041998±0.0019, ARHR: 0.018532±0.0010, RMSE: 0.803199±0.0031, NOVELTY: 0.004959±0.0000, AVERAGE_POPULARITY: 0.800162±0.0061, DIVERSITY_MEAN_INTER_LIST: 0.656924±0.0023, DIVERSITY_HERFINDAHL: 0.965676±0.0002, COVERAGE_ITEM: 0.014663±0.0004, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127573±0.0030, SHANNON_ENTROPY: 5.463503±0.0112, 
