CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6803447963711181, 'feature_weighting': 'none'} - results: ROC_AUC: 0.073387±0.0005, PRECISION: 0.009985±0.0001, PRECISION_RECALL_MIN_DEN: 0.099852±0.0006, RECALL: 0.099852±0.0006, MAP: 0.053483±0.0005, MRR: 0.053483±0.0005, NDCG: 0.064448±0.0005, F1: 0.018155±0.0001, HIT_RATE: 0.099852±0.0006, ARHR: 0.053483±0.0005, RMSE: 0.962369±0.0002, NOVELTY: 0.005703±0.0000, AVERAGE_POPULARITY: 0.472488±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.943153±0.0005, DIVERSITY_HERFINDAHL: 0.994310±0.0000, COVERAGE_ITEM: 0.448748±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.132365±0.0009, SHANNON_ENTROPY: 9.430166±0.0106, 
CrossSearchBayesianSkopt: Config 50 is suboptimal. Config: {'topK': 163, 'shrink': 1263, 'normalize': True, 'alpha_weight': 1.34, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.066962036213277, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.065640±0.0007, PRECISION: 0.008778±0.0001, PRECISION_RECALL_MIN_DEN: 0.087778±0.0008, RECALL: 0.087778±0.0008, MAP: 0.047981±0.0008, MRR: 0.047981±0.0008, NDCG: 0.057423±0.0008, F1: 0.015960±0.0001, HIT_RATE: 0.087778±0.0008, ARHR: 0.047981±0.0008, RMSE: 0.897073±0.0018, NOVELTY: 0.006575±0.0000, AVERAGE_POPULARITY: 0.093040±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997623±0.0000, DIVERSITY_HERFINDAHL: 0.999757±0.0000, COVERAGE_ITEM: 0.933149±0.0009, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.482780±0.0007, SHANNON_ENTROPY: 13.211869±0.0033, 
CrossSearchBayesianSkopt: Config 51 is suboptimal. Config: {'topK': 185, 'shrink': 606, 'normalize': False, 'alpha_weight': 1.32, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.7533132632021369, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.076883±0.0006, PRECISION: 0.010525±0.0001, PRECISION_RECALL_MIN_DEN: 0.105251±0.0010, RECALL: 0.105251±0.0010, MAP: 0.055501±0.0007, MRR: 0.055501±0.0007, NDCG: 0.067264±0.0008, F1: 0.019137±0.0002, HIT_RATE: 0.105251±0.0010, ARHR: 0.055501±0.0007, RMSE: 1.944222±0.0089, NOVELTY: 0.005687±0.0000, AVERAGE_POPULARITY: 0.480656±0.0039, DIVERSITY_MEAN_INTER_LIST: 0.941204±0.0004, DIVERSITY_HERFINDAHL: 0.994115±0.0000, COVERAGE_ITEM: 0.474431±0.0027, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.127490±0.0004, SHANNON_ENTROPY: 9.377825±0.0070, 
CrossSearchBayesianSkopt: Config 52 is suboptimal. Config: {'topK': 28, 'shrink': 1684, 'normalize': False, 'alpha_weight': 0.74, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2980600409512251, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.033303±0.0004, PRECISION: 0.004712±0.0001, PRECISION_RECALL_MIN_DEN: 0.047124±0.0005, RECALL: 0.047124±0.0005, MAP: 0.023943±0.0004, MRR: 0.023943±0.0004, NDCG: 0.029389±0.0004, F1: 0.008568±0.0001, HIT_RATE: 0.047124±0.0005, ARHR: 0.023943±0.0004, RMSE: 0.960822±0.0011, NOVELTY: 0.006220±0.0000, AVERAGE_POPULARITY: 0.035486±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.996547±0.0001, DIVERSITY_HERFINDAHL: 0.999649±0.0000, COVERAGE_ITEM: 0.944807±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.559742±0.0007, SHANNON_ENTROPY: 13.448708±0.0041, 
CrossSearchBayesianSkopt: Config 53 is suboptimal. Config: {'topK': 130, 'shrink': 1754, 'normalize': False, 'alpha_weight': 0.8, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4380089854426275, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.051831±0.0007, PRECISION: 0.006999±0.0001, PRECISION_RECALL_MIN_DEN: 0.069985±0.0005, RECALL: 0.069985±0.0005, MAP: 0.037454±0.0007, MRR: 0.037454±0.0007, NDCG: 0.045171±0.0006, F1: 0.012725±0.0001, HIT_RATE: 0.069985±0.0005, ARHR: 0.037454±0.0007, RMSE: 0.914142±0.0017, NOVELTY: 0.005931±0.0000, AVERAGE_POPULARITY: 0.047946±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.998668±0.0000, DIVERSITY_HERFINDAHL: 0.999861±0.0000, COVERAGE_ITEM: 0.930889±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.502973±0.0008, SHANNON_ENTROPY: 13.427126±0.0026, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 98, 'shrink': 1352, 'normalize': False, 'alpha_weight': 0.92, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.0871972897589677, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035639±0.0006, PRECISION: 0.004778±0.0001, PRECISION_RECALL_MIN_DEN: 0.047784±0.0009, RECALL: 0.047784±0.0009, MAP: 0.025908±0.0005, MRR: 0.025908±0.0005, NDCG: 0.031098±0.0006, F1: 0.008688±0.0002, HIT_RATE: 0.047784±0.0009, ARHR: 0.025908±0.0005, RMSE: 0.945876±0.0016, NOVELTY: 0.006055±0.0000, AVERAGE_POPULARITY: 0.033530±0.0001, DIVERSITY_MEAN_INTER_LIST: 0.999143±0.0000, DIVERSITY_HERFINDAHL: 0.999909±0.0000, COVERAGE_ITEM: 0.962649±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.598398±0.0008, SHANNON_ENTROPY: 13.732089±0.0020, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 167, 'shrink': 585, 'normalize': True, 'alpha_weight': 1.44, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.801244146964424, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.039710±0.0005, PRECISION: 0.005255±0.0001, PRECISION_RECALL_MIN_DEN: 0.052546±0.0008, RECALL: 0.052546±0.0008, MAP: 0.029147±0.0004, MRR: 0.029147±0.0004, NDCG: 0.034713±0.0005, F1: 0.009554±0.0001, HIT_RATE: 0.052546±0.0008, ARHR: 0.029147±0.0004, RMSE: 0.899594±0.0016, NOVELTY: 0.007816±0.0000, AVERAGE_POPULARITY: 0.024560±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.999094±0.0000, DIVERSITY_HERFINDAHL: 0.999904±0.0000, COVERAGE_ITEM: 0.927699±0.0007, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.597274±0.0012, SHANNON_ENTROPY: 13.669740±0.0017, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 103, 'shrink': 114, 'normalize': True, 'alpha_weight': 0.66, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4735236111597818, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.003144±0.0004, PRECISION: 0.000542±0.0001, PRECISION_RECALL_MIN_DEN: 0.005422±0.0005, RECALL: 0.005422±0.0005, MAP: 0.002043±0.0003, MRR: 0.002043±0.0003, NDCG: 0.002821±0.0003, F1: 0.000986±0.0001, HIT_RATE: 0.005422±0.0005, ARHR: 0.002043±0.0003, RMSE: 0.917647±0.0027, NOVELTY: 0.002681±0.0000, AVERAGE_POPULARITY: 0.001244±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.997416±0.0000, DIVERSITY_HERFINDAHL: 0.999736±0.0000, COVERAGE_ITEM: 0.584417±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.386648±0.0012, SHANNON_ENTROPY: 12.439676±0.0033, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 99, 'shrink': 1644, 'normalize': True, 'alpha_weight': 1.86, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1471600551406507, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.053182±0.0004, PRECISION: 0.006814±0.0001, PRECISION_RECALL_MIN_DEN: 0.068140±0.0011, RECALL: 0.068140±0.0011, MAP: 0.039425±0.0002, MRR: 0.039425±0.0002, NDCG: 0.046306±0.0002, F1: 0.012389±0.0002, HIT_RATE: 0.068140±0.0011, ARHR: 0.039425±0.0002, RMSE: 0.925343±0.0002, NOVELTY: 0.007284±0.0000, AVERAGE_POPULARITY: 0.079441±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.995712±0.0000, DIVERSITY_HERFINDAHL: 0.999566±0.0000, COVERAGE_ITEM: 0.717437±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.318714±0.0014, SHANNON_ENTROPY: 12.282583±0.0042, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 55, 'shrink': 466, 'normalize': False, 'alpha_weight': 1.82, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.20309418184975897, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.063325±0.0013, PRECISION: 0.008656±0.0002, PRECISION_RECALL_MIN_DEN: 0.086559±0.0018, RECALL: 0.086559±0.0018, MAP: 0.046707±0.0012, MRR: 0.046707±0.0012, NDCG: 0.056110±0.0012, F1: 0.015738±0.0003, HIT_RATE: 0.086559±0.0018, ARHR: 0.046707±0.0012, RMSE: 18.505597±0.1603, NOVELTY: 0.005674±0.0000, AVERAGE_POPULARITY: 0.481384±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.941764±0.0003, DIVERSITY_HERFINDAHL: 0.994171±0.0000, COVERAGE_ITEM: 0.487137±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.126693±0.0008, SHANNON_ENTROPY: 9.374132±0.0061, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 155, 'shrink': 1597, 'normalize': True, 'alpha_weight': 1.94, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.6256479967387243, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.035484±0.0006, PRECISION: 0.004788±0.0001, PRECISION_RECALL_MIN_DEN: 0.047876±0.0005, RECALL: 0.047876±0.0005, MAP: 0.025758±0.0005, MRR: 0.025758±0.0005, NDCG: 0.031002±0.0005, F1: 0.008705±0.0001, HIT_RATE: 0.047876±0.0005, ARHR: 0.025758±0.0005, RMSE: 0.887003±0.0047, NOVELTY: 0.007196±0.0000, AVERAGE_POPULARITY: 0.066930±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.994274±0.0000, DIVERSITY_HERFINDAHL: 0.999422±0.0000, COVERAGE_ITEM: 0.664828±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.274827±0.0011, SHANNON_ENTROPY: 11.924132±0.0036, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 64, 'shrink': 1670, 'normalize': True, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5065303408420913, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035060±0.0005, PRECISION: 0.004799±0.0001, PRECISION_RECALL_MIN_DEN: 0.047990±0.0005, RECALL: 0.047990±0.0005, MAP: 0.025447±0.0005, MRR: 0.025447±0.0005, NDCG: 0.030771±0.0004, F1: 0.008725±0.0001, HIT_RATE: 0.047990±0.0005, ARHR: 0.025447±0.0005, RMSE: 0.959827±0.0008, NOVELTY: 0.005677±0.0000, AVERAGE_POPULARITY: 0.038386±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.999055±0.0000, DIVERSITY_HERFINDAHL: 0.999900±0.0000, COVERAGE_ITEM: 0.950927±0.0003, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.570860±0.0004, SHANNON_ENTROPY: 13.654956±0.0011, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 129, 'shrink': 1930, 'normalize': False, 'alpha_weight': 0.04, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.03126253474246666, 'feature_weighting': 'none'} - results: ROC_AUC: 0.014287±0.0007, PRECISION: 0.001887±0.0001, PRECISION_RECALL_MIN_DEN: 0.018875±0.0009, RECALL: 0.018875±0.0009, MAP: 0.010785±0.0005, MRR: 0.010785±0.0005, NDCG: 0.012700±0.0006, F1: 0.003432±0.0002, HIT_RATE: 0.018875±0.0009, ARHR: 0.010785±0.0005, RMSE: 0.993152±0.0001, NOVELTY: 0.007145±0.0000, AVERAGE_POPULARITY: 0.039339±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.999147±0.0000, DIVERSITY_HERFINDAHL: 0.999909±0.0000, COVERAGE_ITEM: 0.943974±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.607085±0.0013, SHANNON_ENTROPY: 13.718848±0.0019, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 23, 'shrink': 1458, 'normalize': True, 'alpha_weight': 0.76, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.2787258623374061, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.035866±0.0007, PRECISION: 0.005341±0.0001, PRECISION_RECALL_MIN_DEN: 0.053412±0.0007, RECALL: 0.053412±0.0007, MAP: 0.025255±0.0005, MRR: 0.025255±0.0005, NDCG: 0.031824±0.0005, F1: 0.009711±0.0001, HIT_RATE: 0.053412±0.0007, ARHR: 0.025255±0.0005, RMSE: 0.966507±0.0006, NOVELTY: 0.006308±0.0000, AVERAGE_POPULARITY: 0.049230±0.0003, DIVERSITY_MEAN_INTER_LIST: 0.994043±0.0001, DIVERSITY_HERFINDAHL: 0.999399±0.0000, COVERAGE_ITEM: 0.934155±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.529998±0.0009, SHANNON_ENTROPY: 13.253847±0.0049, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 147, 'shrink': 490, 'normalize': False, 'alpha_weight': 1.32, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.001502234486536969, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.067155±0.0007, PRECISION: 0.009061±0.0001, PRECISION_RECALL_MIN_DEN: 0.090614±0.0006, RECALL: 0.090614±0.0006, MAP: 0.048236±0.0008, MRR: 0.048236±0.0008, NDCG: 0.058300±0.0007, F1: 0.016475±0.0001, HIT_RATE: 0.090614±0.0006, ARHR: 0.048236±0.0008, RMSE: 1.120976±0.0068, NOVELTY: 0.007117±0.0000, AVERAGE_POPULARITY: 0.082834±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997650±0.0000, DIVERSITY_HERFINDAHL: 0.999759±0.0000, COVERAGE_ITEM: 0.910992±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.417498±0.0006, SHANNON_ENTROPY: 13.039083±0.0012, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 11, 'shrink': 1721, 'normalize': True, 'alpha_weight': 1.48, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9108023372758685, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.041504±0.0004, PRECISION: 0.005472±0.0001, PRECISION_RECALL_MIN_DEN: 0.054721±0.0006, RECALL: 0.054721±0.0006, MAP: 0.030430±0.0004, MRR: 0.030430±0.0004, NDCG: 0.036215±0.0003, F1: 0.009949±0.0001, HIT_RATE: 0.054721±0.0006, ARHR: 0.030430±0.0004, RMSE: 0.949966±0.0007, NOVELTY: 0.007464±0.0000, AVERAGE_POPULARITY: 0.045525±0.0005, DIVERSITY_MEAN_INTER_LIST: 0.997513±0.0000, DIVERSITY_HERFINDAHL: 0.999746±0.0000, COVERAGE_ITEM: 0.834950±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.427026±0.0007, SHANNON_ENTROPY: 12.961351±0.0044, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 94, 'shrink': 668, 'normalize': True, 'alpha_weight': 1.86, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4917092367199059, 'feature_weighting': 'none'} - results: ROC_AUC: 0.063489±0.0008, PRECISION: 0.008430±0.0001, PRECISION_RECALL_MIN_DEN: 0.084303±0.0008, RECALL: 0.084303±0.0008, MAP: 0.046461±0.0005, MRR: 0.046461±0.0005, NDCG: 0.055463±0.0004, F1: 0.015328±0.0001, HIT_RATE: 0.084303±0.0008, ARHR: 0.046461±0.0005, RMSE: 0.819634±0.0023, NOVELTY: 0.006239±0.0000, AVERAGE_POPULARITY: 0.224837±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.987281±0.0001, DIVERSITY_HERFINDAHL: 0.998722±0.0000, COVERAGE_ITEM: 0.542849±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.167375±0.0004, SHANNON_ENTROPY: 10.765783±0.0030, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 158, 'shrink': 89, 'normalize': True, 'alpha_weight': 1.1, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.38144532066950665, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.064688±0.0008, PRECISION: 0.008822±0.0001, PRECISION_RECALL_MIN_DEN: 0.088222±0.0010, RECALL: 0.088222±0.0010, MAP: 0.046809±0.0010, MRR: 0.046809±0.0010, NDCG: 0.056607±0.0009, F1: 0.016040±0.0002, HIT_RATE: 0.088222±0.0010, ARHR: 0.046809±0.0010, RMSE: 0.953254±0.0003, NOVELTY: 0.005296±0.0000, AVERAGE_POPULARITY: 0.130019±0.0009, DIVERSITY_MEAN_INTER_LIST: 0.996042±0.0000, DIVERSITY_HERFINDAHL: 0.999599±0.0000, COVERAGE_ITEM: 0.885050±0.0015, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.401881±0.0010, SHANNON_ENTROPY: 12.804466±0.0046, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 111, 'shrink': 1371, 'normalize': False, 'alpha_weight': 1.64, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.9150135397581867, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.069760±0.0006, PRECISION: 0.009240±0.0001, PRECISION_RECALL_MIN_DEN: 0.092402±0.0006, RECALL: 0.092402±0.0006, MAP: 0.050479±0.0008, MRR: 0.050479±0.0008, NDCG: 0.060467±0.0007, F1: 0.016800±0.0001, HIT_RATE: 0.092402±0.0006, ARHR: 0.050479±0.0008, RMSE: 0.927378±0.0040, NOVELTY: 0.007300±0.0000, AVERAGE_POPULARITY: 0.094317±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997130±0.0000, DIVERSITY_HERFINDAHL: 0.999707±0.0000, COVERAGE_ITEM: 0.774836±0.0012, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.409027±0.0004, SHANNON_ENTROPY: 12.769736±0.0030, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 12, 'shrink': 1913, 'normalize': True, 'alpha_weight': 1.08, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.1323497536214735, 'feature_weighting': 'none'} - results: ROC_AUC: 0.066022±0.0011, PRECISION: 0.008903±0.0001, PRECISION_RECALL_MIN_DEN: 0.089031±0.0014, RECALL: 0.089031±0.0014, MAP: 0.048385±0.0011, MRR: 0.048385±0.0011, NDCG: 0.058008±0.0011, F1: 0.016187±0.0003, HIT_RATE: 0.089031±0.0014, ARHR: 0.048385±0.0011, RMSE: 0.961769±0.0006, NOVELTY: 0.005885±0.0000, AVERAGE_POPULARITY: 0.325957±0.0021, DIVERSITY_MEAN_INTER_LIST: 0.980607±0.0001, DIVERSITY_HERFINDAHL: 0.998055±0.0000, COVERAGE_ITEM: 0.650825±0.0041, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.179282±0.0005, SHANNON_ENTROPY: 10.730211±0.0066, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 18, 'shrink': 1544, 'normalize': True, 'alpha_weight': 0.7, 'interactions_feature_weighting': 'BM25', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.8833869215259889, 'feature_weighting': 'none'} - results: ROC_AUC: 0.039145±0.0008, PRECISION: 0.005022±0.0001, PRECISION_RECALL_MIN_DEN: 0.050222±0.0006, RECALL: 0.050222±0.0006, MAP: 0.029366±0.0006, MRR: 0.029366±0.0006, NDCG: 0.034350±0.0006, F1: 0.009131±0.0001, HIT_RATE: 0.050222±0.0006, ARHR: 0.029366±0.0006, RMSE: 0.994536±0.0001, NOVELTY: 0.006665±0.0000, AVERAGE_POPULARITY: 0.059104±0.0004, DIVERSITY_MEAN_INTER_LIST: 0.998852±0.0000, DIVERSITY_HERFINDAHL: 0.999880±0.0000, COVERAGE_ITEM: 0.923915±0.0006, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.563082±0.0007, SHANNON_ENTROPY: 13.563581±0.0020, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 166, 'shrink': 90, 'normalize': True, 'alpha_weight': 1.02, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.6284453083478249, 'feature_weighting': 'none'} - results: ROC_AUC: 0.072881±0.0010, PRECISION: 0.009792±0.0001, PRECISION_RECALL_MIN_DEN: 0.097915±0.0009, RECALL: 0.097915±0.0009, MAP: 0.052983±0.0010, MRR: 0.052983±0.0010, NDCG: 0.063650±0.0009, F1: 0.017803±0.0002, HIT_RATE: 0.097915±0.0009, ARHR: 0.052983±0.0010, RMSE: 0.949703±0.0004, NOVELTY: 0.005807±0.0000, AVERAGE_POPULARITY: 0.322022±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.979569±0.0001, DIVERSITY_HERFINDAHL: 0.997951±0.0000, COVERAGE_ITEM: 0.743358±0.0020, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.198533±0.0011, SHANNON_ENTROPY: 10.877163±0.0069, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 93, 'shrink': 7, 'normalize': True, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.9614145028035526, 'feature_weighting': 'TF-IDF'} - results: ROC_AUC: 0.000225±0.0001, PRECISION: 0.000039±0.0000, PRECISION_RECALL_MIN_DEN: 0.000387±0.0001, RECALL: 0.000387±0.0001, MAP: 0.000145±0.0000, MRR: 0.000145±0.0000, NDCG: 0.000201±0.0001, F1: 0.000070±0.0000, HIT_RATE: 0.000387±0.0001, ARHR: 0.000145±0.0000, RMSE: 3.424762±0.0399, NOVELTY: 0.003171±0.0000, AVERAGE_POPULARITY: 0.001557±0.0000, DIVERSITY_MEAN_INTER_LIST: 0.993792±0.0000, DIVERSITY_HERFINDAHL: 0.999374±0.0000, COVERAGE_ITEM: 0.422557±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.293728±0.0009, SHANNON_ENTROPY: 11.510988±0.0063, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 124, 'shrink': 716, 'normalize': True, 'alpha_weight': 0.1, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 0.5818160642948135, 'feature_weighting': 'BM25'} - results: ROC_AUC: 0.020808±0.0007, PRECISION: 0.003199±0.0001, PRECISION_RECALL_MIN_DEN: 0.031985±0.0011, RECALL: 0.031985±0.0011, MAP: 0.013291±0.0005, MRR: 0.013291±0.0005, NDCG: 0.017678±0.0006, F1: 0.005816±0.0002, HIT_RATE: 0.031985±0.0011, ARHR: 0.013291±0.0005, RMSE: 0.897704±0.0029, NOVELTY: 0.004933±0.0000, AVERAGE_POPULARITY: 0.026920±0.0002, DIVERSITY_MEAN_INTER_LIST: 0.998048±0.0000, DIVERSITY_HERFINDAHL: 0.999799±0.0000, COVERAGE_ITEM: 0.882411±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.431312±0.0005, SHANNON_ENTROPY: 13.114237±0.0036, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 155, 'shrink': 1835, 'normalize': True, 'alpha_weight': 1.06, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.4603209240053012, 'feature_weighting': 'none'} - results: ROC_AUC: 0.065339±0.0010, PRECISION: 0.008814±0.0002, PRECISION_RECALL_MIN_DEN: 0.088142±0.0015, RECALL: 0.088142±0.0015, MAP: 0.048007±0.0011, MRR: 0.048007±0.0011, NDCG: 0.057507±0.0011, F1: 0.016026±0.0003, HIT_RATE: 0.088142±0.0015, ARHR: 0.048007±0.0011, RMSE: 0.924460±0.0007, NOVELTY: 0.005587±0.0000, AVERAGE_POPULARITY: 0.479278±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.943499±0.0004, DIVERSITY_HERFINDAHL: 0.994345±0.0000, COVERAGE_ITEM: 0.530998±0.0071, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.114244±0.0007, SHANNON_ENTROPY: 9.275660±0.0102, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 126, 'shrink': 12, 'normalize': False, 'alpha_weight': 1.62, 'interactions_feature_weighting': 'none', 'similarity': 'asymmetric', 'asymmetric_alpha': 1.262478707337559, 'feature_weighting': 'none'} - results: ROC_AUC: 0.058999±0.0011, PRECISION: 0.008066±0.0001, PRECISION_RECALL_MIN_DEN: 0.080658±0.0010, RECALL: 0.080658±0.0010, MAP: 0.043466±0.0011, MRR: 0.043466±0.0011, NDCG: 0.052239±0.0011, F1: 0.014665±0.0002, HIT_RATE: 0.080658±0.0010, ARHR: 0.043466±0.0011, RMSE: 4.279833±0.0377, NOVELTY: 0.005480±0.0000, AVERAGE_POPULARITY: 0.562846±0.0051, DIVERSITY_MEAN_INTER_LIST: 0.900504±0.0008, DIVERSITY_HERFINDAHL: 0.990045±0.0001, COVERAGE_ITEM: 0.405255±0.0029, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.103597±0.0007, SHANNON_ENTROPY: 8.559421±0.0118, 
