CrossSearchBayesianSkopt: New best config found. Config 0: {'topK': 139, 'shrink': 1420, 'normalize': False, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077744±0.0009, PRECISION: 0.010427±0.0001, PRECISION_RECALL_MIN_DEN: 0.104272±0.0011, RECALL: 0.104272±0.0011, MAP: 0.057149±0.0007, MRR: 0.057149±0.0007, NDCG: 0.068318±0.0007, F1: 0.018958±0.0002, HIT_RATE: 0.104272±0.0011, ARHR: 0.057149±0.0007, RMSE: 0.988589±0.0001, NOVELTY: 0.006314±0.0000, AVERAGE_POPULARITY: 0.315875±0.0024, DIVERSITY_MEAN_INTER_LIST: 0.980234±0.0001, DIVERSITY_HERFINDAHL: 0.998018±0.0000, COVERAGE_ITEM: 0.720692±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.230786±0.0004, SHANNON_ENTROPY: 11.118596±0.0039, 
CrossSearchBayesianSkopt: Config 54 is suboptimal. Config: {'topK': 121, 'shrink': 1860, 'normalize': False, 'alpha_weight': 0.82, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065105±0.0012, PRECISION: 0.008865±0.0001, PRECISION_RECALL_MIN_DEN: 0.088655±0.0013, RECALL: 0.088655±0.0013, MAP: 0.047746±0.0010, MRR: 0.047746±0.0010, NDCG: 0.057411±0.0010, F1: 0.016119±0.0002, HIT_RATE: 0.088655±0.0013, ARHR: 0.047746±0.0010, RMSE: 0.945120±0.0005, NOVELTY: 0.005563±0.0000, AVERAGE_POPULARITY: 0.513135±0.0049, DIVERSITY_MEAN_INTER_LIST: 0.931258±0.0006, DIVERSITY_HERFINDAHL: 0.993120±0.0001, COVERAGE_ITEM: 0.462147±0.0040, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.107066±0.0005, SHANNON_ENTROPY: 8.992375±0.0112, 
CrossSearchBayesianSkopt: Config 55 is suboptimal. Config: {'topK': 168, 'shrink': 1662, 'normalize': False, 'alpha_weight': 0.56, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.064566±0.0012, PRECISION: 0.008807±0.0001, PRECISION_RECALL_MIN_DEN: 0.088074±0.0011, RECALL: 0.088074±0.0011, MAP: 0.047452±0.0012, MRR: 0.047452±0.0012, NDCG: 0.057045±0.0011, F1: 0.016013±0.0002, HIT_RATE: 0.088074±0.0011, ARHR: 0.047452±0.0012, RMSE: 0.991149±0.0001, NOVELTY: 0.005515±0.0000, AVERAGE_POPULARITY: 0.535679±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.920964±0.0005, DIVERSITY_HERFINDAHL: 0.992091±0.0000, COVERAGE_ITEM: 0.454296±0.0043, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.099942±0.0005, SHANNON_ENTROPY: 8.762154±0.0091, 
CrossSearchBayesianSkopt: Config 56 is suboptimal. Config: {'topK': 68, 'shrink': 812, 'normalize': False, 'alpha_weight': 0.44, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.068997±0.0013, PRECISION: 0.009381±0.0001, PRECISION_RECALL_MIN_DEN: 0.093815±0.0006, RECALL: 0.093815±0.0006, MAP: 0.050563±0.0011, MRR: 0.050563±0.0011, NDCG: 0.060790±0.0010, F1: 0.017057±0.0001, HIT_RATE: 0.093815±0.0006, ARHR: 0.050563±0.0011, RMSE: 0.988986±0.0001, NOVELTY: 0.005711±0.0000, AVERAGE_POPULARITY: 0.438686±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.959821±0.0003, DIVERSITY_HERFINDAHL: 0.995977±0.0000, COVERAGE_ITEM: 0.474247±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.123022±0.0004, SHANNON_ENTROPY: 9.609303±0.0074, 
CrossSearchBayesianSkopt: Config 57 is suboptimal. Config: {'topK': 87, 'shrink': 1408, 'normalize': True, 'alpha_weight': 1.32, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079289±0.0011, PRECISION: 0.010596±0.0001, PRECISION_RECALL_MIN_DEN: 0.105957±0.0011, RECALL: 0.105957±0.0011, MAP: 0.058314±0.0008, MRR: 0.058314±0.0008, NDCG: 0.069617±0.0009, F1: 0.019265±0.0002, HIT_RATE: 0.105957±0.0011, ARHR: 0.058314±0.0008, RMSE: 0.989897±0.0001, NOVELTY: 0.006446±0.0000, AVERAGE_POPULARITY: 0.276391±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.985764±0.0001, DIVERSITY_HERFINDAHL: 0.998571±0.0000, COVERAGE_ITEM: 0.737789±0.0019, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.252522±0.0006, SHANNON_ENTROPY: 11.452880±0.0029, 
CrossSearchBayesianSkopt: Config 58 is suboptimal. Config: {'topK': 17, 'shrink': 1439, 'normalize': False, 'alpha_weight': 1.56, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079759±0.0009, PRECISION: 0.010447±0.0001, PRECISION_RECALL_MIN_DEN: 0.104465±0.0014, RECALL: 0.104465±0.0014, MAP: 0.058637±0.0009, MRR: 0.058637±0.0009, NDCG: 0.069560±0.0009, F1: 0.018994±0.0002, HIT_RATE: 0.104465±0.0014, ARHR: 0.058637±0.0009, RMSE: 0.992969±0.0001, NOVELTY: 0.006757±0.0000, AVERAGE_POPULARITY: 0.189040±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.993394±0.0000, DIVERSITY_HERFINDAHL: 0.999334±0.0000, COVERAGE_ITEM: 0.779800±0.0021, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.313833±0.0009, SHANNON_ENTROPY: 12.140038±0.0029, 
CrossSearchBayesianSkopt: Config 59 is suboptimal. Config: {'topK': 114, 'shrink': 609, 'normalize': True, 'alpha_weight': 0.58, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.077174±0.0009, PRECISION: 0.010290±0.0001, PRECISION_RECALL_MIN_DEN: 0.102905±0.0007, RECALL: 0.102905±0.0007, MAP: 0.056790±0.0008, MRR: 0.056790±0.0008, NDCG: 0.067732±0.0008, F1: 0.018710±0.0001, HIT_RATE: 0.102905±0.0007, ARHR: 0.056790±0.0008, RMSE: 0.980457±0.0001, NOVELTY: 0.006655±0.0000, AVERAGE_POPULARITY: 0.226513±0.0014, DIVERSITY_MEAN_INTER_LIST: 0.990999±0.0000, DIVERSITY_HERFINDAHL: 0.999094±0.0000, COVERAGE_ITEM: 0.766499±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.293989±0.0010, SHANNON_ENTROPY: 11.914449±0.0062, 
CrossSearchBayesianSkopt: Config 60 is suboptimal. Config: {'topK': 121, 'shrink': 549, 'normalize': False, 'alpha_weight': 1.38, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076515±0.0009, PRECISION: 0.010210±0.0001, PRECISION_RECALL_MIN_DEN: 0.102096±0.0006, RECALL: 0.102096±0.0006, MAP: 0.056621±0.0009, MRR: 0.056621±0.0009, NDCG: 0.067403±0.0008, F1: 0.018563±0.0001, HIT_RATE: 0.102096±0.0006, ARHR: 0.056621±0.0009, RMSE: 0.978825±0.0001, NOVELTY: 0.006685±0.0000, AVERAGE_POPULARITY: 0.220653±0.0015, DIVERSITY_MEAN_INTER_LIST: 0.991501±0.0000, DIVERSITY_HERFINDAHL: 0.999144±0.0000, COVERAGE_ITEM: 0.770241±0.0010, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.300344±0.0010, SHANNON_ENTROPY: 11.972842±0.0045, 
CrossSearchBayesianSkopt: Config 61 is suboptimal. Config: {'topK': 80, 'shrink': 1814, 'normalize': True, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079283±0.0009, PRECISION: 0.010620±0.0001, PRECISION_RECALL_MIN_DEN: 0.106197±0.0009, RECALL: 0.106197±0.0009, MAP: 0.058271±0.0007, MRR: 0.058271±0.0007, NDCG: 0.069635±0.0007, F1: 0.019308±0.0002, HIT_RATE: 0.106197±0.0009, ARHR: 0.058271±0.0007, RMSE: 0.991902±0.0001, NOVELTY: 0.006408±0.0000, AVERAGE_POPULARITY: 0.286370±0.0028, DIVERSITY_MEAN_INTER_LIST: 0.984415±0.0001, DIVERSITY_HERFINDAHL: 0.998436±0.0000, COVERAGE_ITEM: 0.732511±0.0024, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.245642±0.0004, SHANNON_ENTROPY: 11.363025±0.0039, 
CrossSearchBayesianSkopt: Config 62 is suboptimal. Config: {'topK': 34, 'shrink': 1046, 'normalize': False, 'alpha_weight': 0.68, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079297±0.0009, PRECISION: 0.010465±0.0001, PRECISION_RECALL_MIN_DEN: 0.104647±0.0006, RECALL: 0.104647±0.0006, MAP: 0.058301±0.0008, MRR: 0.058301±0.0008, NDCG: 0.069329±0.0007, F1: 0.019027±0.0001, HIT_RATE: 0.104647±0.0006, ARHR: 0.058301±0.0008, RMSE: 0.989796±0.0001, NOVELTY: 0.006735±0.0000, AVERAGE_POPULARITY: 0.200265±0.0016, DIVERSITY_MEAN_INTER_LIST: 0.992902±0.0000, DIVERSITY_HERFINDAHL: 0.999285±0.0000, COVERAGE_ITEM: 0.776869±0.0022, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.305180±0.0007, SHANNON_ENTROPY: 12.085349±0.0024, 
CrossSearchBayesianSkopt: Config 63 is suboptimal. Config: {'topK': 15, 'shrink': 1366, 'normalize': True, 'alpha_weight': 1.74, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069021±0.0015, PRECISION: 0.009376±0.0001, PRECISION_RECALL_MIN_DEN: 0.093758±0.0011, RECALL: 0.093758±0.0011, MAP: 0.050464±0.0013, MRR: 0.050464±0.0013, NDCG: 0.060701±0.0013, F1: 0.017047±0.0002, HIT_RATE: 0.093758±0.0011, ARHR: 0.050464±0.0013, RMSE: 0.961523±0.0006, NOVELTY: 0.005929±0.0000, AVERAGE_POPULARITY: 0.357359±0.0031, DIVERSITY_MEAN_INTER_LIST: 0.976799±0.0002, DIVERSITY_HERFINDAHL: 0.997674±0.0000, COVERAGE_ITEM: 0.525818±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.154091±0.0006, SHANNON_ENTROPY: 10.302009±0.0103, 
CrossSearchBayesianSkopt: Config 64 is suboptimal. Config: {'topK': 1, 'shrink': 1696, 'normalize': False, 'alpha_weight': 0.26, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.055342±0.0009, PRECISION: 0.006905±0.0001, PRECISION_RECALL_MIN_DEN: 0.069051±0.0010, RECALL: 0.069051±0.0010, MAP: 0.041921±0.0007, MRR: 0.041921±0.0007, NDCG: 0.048443±0.0008, F1: 0.012555±0.0002, HIT_RATE: 0.069051±0.0010, ARHR: 0.041921±0.0007, RMSE: 0.984159±0.0003, NOVELTY: 0.006763±0.0000, AVERAGE_POPULARITY: 0.160775±0.0010, DIVERSITY_MEAN_INTER_LIST: 0.949213±0.0004, DIVERSITY_HERFINDAHL: 0.994916±0.0000, COVERAGE_ITEM: 0.395145±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.200854±0.0009, SHANNON_ENTROPY: 10.261562±0.0086, 
CrossSearchBayesianSkopt: Config 65 is suboptimal. Config: {'topK': 176, 'shrink': 389, 'normalize': True, 'alpha_weight': 1.66, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.070719±0.0011, PRECISION: 0.009579±0.0001, PRECISION_RECALL_MIN_DEN: 0.095785±0.0008, RECALL: 0.095785±0.0008, MAP: 0.051741±0.0010, MRR: 0.051741±0.0010, NDCG: 0.062165±0.0009, F1: 0.017416±0.0001, HIT_RATE: 0.095785±0.0008, ARHR: 0.051741±0.0010, RMSE: 0.980295±0.0001, NOVELTY: 0.005674±0.0000, AVERAGE_POPULARITY: 0.456692±0.0041, DIVERSITY_MEAN_INTER_LIST: 0.953369±0.0003, DIVERSITY_HERFINDAHL: 0.995331±0.0000, COVERAGE_ITEM: 0.468008±0.0028, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.116007±0.0005, SHANNON_ENTROPY: 9.414998±0.0067, 
CrossSearchBayesianSkopt: Config 66 is suboptimal. Config: {'topK': 143, 'shrink': 384, 'normalize': True, 'alpha_weight': 1.36, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.071324±0.0010, PRECISION: 0.009605±0.0001, PRECISION_RECALL_MIN_DEN: 0.096047±0.0010, RECALL: 0.096047±0.0010, MAP: 0.052088±0.0010, MRR: 0.052088±0.0010, NDCG: 0.062509±0.0009, F1: 0.017463±0.0002, HIT_RATE: 0.096047±0.0010, ARHR: 0.052088±0.0010, RMSE: 0.889533±0.0010, NOVELTY: 0.005701±0.0000, AVERAGE_POPULARITY: 0.443961±0.0038, DIVERSITY_MEAN_INTER_LIST: 0.957640±0.0002, DIVERSITY_HERFINDAHL: 0.995759±0.0000, COVERAGE_ITEM: 0.470581±0.0030, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.119372±0.0004, SHANNON_ENTROPY: 9.526964±0.0064, 
CrossSearchBayesianSkopt: Config 67 is suboptimal. Config: {'topK': 35, 'shrink': 1357, 'normalize': False, 'alpha_weight': 1.36, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079786±0.0010, PRECISION: 0.010510±0.0001, PRECISION_RECALL_MIN_DEN: 0.105103±0.0007, RECALL: 0.105103±0.0007, MAP: 0.058628±0.0008, MRR: 0.058628±0.0008, NDCG: 0.069691±0.0007, F1: 0.019110±0.0001, HIT_RATE: 0.105103±0.0007, ARHR: 0.058628±0.0008, RMSE: 0.991582±0.0001, NOVELTY: 0.006666±0.0000, AVERAGE_POPULARITY: 0.216365±0.0017, DIVERSITY_MEAN_INTER_LIST: 0.991693±0.0000, DIVERSITY_HERFINDAHL: 0.999164±0.0000, COVERAGE_ITEM: 0.769462±0.0018, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.292145±0.0005, SHANNON_ENTROPY: 11.949800±0.0039, 
CrossSearchBayesianSkopt: Config 68 is suboptimal. Config: {'topK': 185, 'shrink': 606, 'normalize': False, 'alpha_weight': 1.32, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.076031±0.0009, PRECISION: 0.010144±0.0001, PRECISION_RECALL_MIN_DEN: 0.101435±0.0006, RECALL: 0.101435±0.0006, MAP: 0.055843±0.0009, MRR: 0.055843±0.0009, NDCG: 0.066664±0.0008, F1: 0.018443±0.0001, HIT_RATE: 0.101435±0.0006, ARHR: 0.055843±0.0009, RMSE: 0.977580±0.0001, NOVELTY: 0.006540±0.0000, AVERAGE_POPULARITY: 0.259887±0.0019, DIVERSITY_MEAN_INTER_LIST: 0.987709±0.0001, DIVERSITY_HERFINDAHL: 0.998765±0.0000, COVERAGE_ITEM: 0.747889±0.0017, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.274347±0.0006, SHANNON_ENTROPY: 11.641342±0.0045, 
CrossSearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 76, 'shrink': 1967, 'normalize': True, 'alpha_weight': 1.68, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065950±0.0011, PRECISION: 0.008960±0.0001, PRECISION_RECALL_MIN_DEN: 0.089600±0.0009, RECALL: 0.089600±0.0009, MAP: 0.048357±0.0010, MRR: 0.048357±0.0010, NDCG: 0.058109±0.0010, F1: 0.016291±0.0002, HIT_RATE: 0.089600±0.0009, ARHR: 0.048357±0.0010, RMSE: 0.952810±0.0005, NOVELTY: 0.005641±0.0000, AVERAGE_POPULARITY: 0.477187±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.945896±0.0005, DIVERSITY_HERFINDAHL: 0.994584±0.0000, COVERAGE_ITEM: 0.476075±0.0042, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.117736±0.0004, SHANNON_ENTROPY: 9.333437±0.0102, 
CrossSearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 115, 'shrink': 100, 'normalize': True, 'alpha_weight': 0.88, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.059075±0.0008, PRECISION: 0.007786±0.0001, PRECISION_RECALL_MIN_DEN: 0.077856±0.0011, RECALL: 0.077856±0.0011, MAP: 0.043928±0.0008, MRR: 0.043928±0.0008, NDCG: 0.051989±0.0008, F1: 0.014156±0.0002, HIT_RATE: 0.077856±0.0011, ARHR: 0.043928±0.0008, RMSE: 0.953624±0.0003, NOVELTY: 0.007336±0.0000, AVERAGE_POPULARITY: 0.100621±0.0008, DIVERSITY_MEAN_INTER_LIST: 0.997889±0.0000, DIVERSITY_HERFINDAHL: 0.999783±0.0000, COVERAGE_ITEM: 0.868116±0.0023, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.449702±0.0012, SHANNON_ENTROPY: 13.108759±0.0018, 
CrossSearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 109, 'shrink': 812, 'normalize': False, 'alpha_weight': 0.02, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.068458±0.0011, PRECISION: 0.009286±0.0001, PRECISION_RECALL_MIN_DEN: 0.092858±0.0010, RECALL: 0.092858±0.0010, MAP: 0.050238±0.0010, MRR: 0.050238±0.0010, NDCG: 0.060317±0.0010, F1: 0.016883±0.0002, HIT_RATE: 0.092858±0.0010, ARHR: 0.050238±0.0010, RMSE: 0.918696±0.0009, NOVELTY: 0.005642±0.0000, AVERAGE_POPULARITY: 0.470204±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.949614±0.0003, DIVERSITY_HERFINDAHL: 0.994956±0.0000, COVERAGE_ITEM: 0.463347±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.113905±0.0005, SHANNON_ENTROPY: 9.328853±0.0071, 
CrossSearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 98, 'shrink': 1352, 'normalize': False, 'alpha_weight': 0.92, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.078892±0.0010, PRECISION: 0.010547±0.0001, PRECISION_RECALL_MIN_DEN: 0.105468±0.0010, RECALL: 0.105468±0.0010, MAP: 0.057873±0.0007, MRR: 0.057873±0.0007, NDCG: 0.069167±0.0008, F1: 0.019176±0.0002, HIT_RATE: 0.105468±0.0010, ARHR: 0.057873±0.0007, RMSE: 0.989237±0.0001, NOVELTY: 0.006424±0.0000, AVERAGE_POPULARITY: 0.282829±0.0023, DIVERSITY_MEAN_INTER_LIST: 0.984945±0.0001, DIVERSITY_HERFINDAHL: 0.998489±0.0000, COVERAGE_ITEM: 0.735064±0.0016, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.249126±0.0004, SHANNON_ENTROPY: 11.399944±0.0026, 
CrossSearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 109, 'shrink': 794, 'normalize': False, 'alpha_weight': 0.58, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.078042±0.0010, PRECISION: 0.010425±0.0001, PRECISION_RECALL_MIN_DEN: 0.104249±0.0009, RECALL: 0.104249±0.0009, MAP: 0.057363±0.0009, MRR: 0.057363±0.0009, NDCG: 0.068485±0.0009, F1: 0.018954±0.0002, HIT_RATE: 0.104249±0.0009, ARHR: 0.057363±0.0009, RMSE: 0.983775±0.0001, NOVELTY: 0.006566±0.0000, AVERAGE_POPULARITY: 0.247167±0.0018, DIVERSITY_MEAN_INTER_LIST: 0.989072±0.0000, DIVERSITY_HERFINDAHL: 0.998902±0.0000, COVERAGE_ITEM: 0.754809±0.0011, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.276093±0.0007, SHANNON_ENTROPY: 11.724801±0.0030, 
CrossSearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 124, 'shrink': 1372, 'normalize': True, 'alpha_weight': 1.56, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.078188±0.0009, PRECISION: 0.010470±0.0001, PRECISION_RECALL_MIN_DEN: 0.104704±0.0010, RECALL: 0.104704±0.0010, MAP: 0.057327±0.0006, MRR: 0.057327±0.0006, NDCG: 0.068564±0.0007, F1: 0.019037±0.0002, HIT_RATE: 0.104704±0.0010, ARHR: 0.057327±0.0006, RMSE: 0.988669±0.0001, NOVELTY: 0.006356±0.0000, AVERAGE_POPULARITY: 0.303150±0.0027, DIVERSITY_MEAN_INTER_LIST: 0.982177±0.0001, DIVERSITY_HERFINDAHL: 0.998212±0.0000, COVERAGE_ITEM: 0.726640±0.0013, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.237695±0.0005, SHANNON_ENTROPY: 11.228953±0.0036, 
CrossSearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 85, 'shrink': 678, 'normalize': False, 'alpha_weight': 1.3, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069481±0.0012, PRECISION: 0.009435±0.0001, PRECISION_RECALL_MIN_DEN: 0.094350±0.0011, RECALL: 0.094350±0.0011, MAP: 0.050889±0.0012, MRR: 0.050889±0.0012, NDCG: 0.061169±0.0011, F1: 0.017155±0.0002, HIT_RATE: 0.094350±0.0011, ARHR: 0.050889±0.0012, RMSE: 0.918596±0.0009, NOVELTY: 0.005695±0.0000, AVERAGE_POPULARITY: 0.444779±0.0040, DIVERSITY_MEAN_INTER_LIST: 0.958126±0.0003, DIVERSITY_HERFINDAHL: 0.995807±0.0000, COVERAGE_ITEM: 0.468602±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.120169±0.0004, SHANNON_ENTROPY: 9.542231±0.0070, 
CrossSearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 99, 'shrink': 1644, 'normalize': True, 'alpha_weight': 1.86, 'interactions_feature_weighting': 'none', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065964±0.0010, PRECISION: 0.008958±0.0001, PRECISION_RECALL_MIN_DEN: 0.089577±0.0007, RECALL: 0.089577±0.0007, MAP: 0.048410±0.0010, MRR: 0.048410±0.0010, NDCG: 0.058143±0.0009, F1: 0.016287±0.0001, HIT_RATE: 0.089577±0.0007, ARHR: 0.048410±0.0010, RMSE: 0.992142±0.0001, NOVELTY: 0.005605±0.0000, AVERAGE_POPULARITY: 0.492680±0.0046, DIVERSITY_MEAN_INTER_LIST: 0.940267±0.0004, DIVERSITY_HERFINDAHL: 0.994021±0.0000, COVERAGE_ITEM: 0.467618±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.111998±0.0005, SHANNON_ENTROPY: 9.176224±0.0090, 
CrossSearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 115, 'shrink': 1532, 'normalize': True, 'alpha_weight': 0.46, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.065891±0.0012, PRECISION: 0.008941±0.0001, PRECISION_RECALL_MIN_DEN: 0.089407±0.0010, RECALL: 0.089407±0.0010, MAP: 0.048320±0.0010, MRR: 0.048320±0.0010, NDCG: 0.058034±0.0010, F1: 0.016256±0.0002, HIT_RATE: 0.089407±0.0010, ARHR: 0.048320±0.0010, RMSE: 0.939187±0.0006, NOVELTY: 0.005584±0.0000, AVERAGE_POPULARITY: 0.502073±0.0047, DIVERSITY_MEAN_INTER_LIST: 0.936535±0.0005, DIVERSITY_HERFINDAHL: 0.993648±0.0001, COVERAGE_ITEM: 0.463077±0.0039, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.108841±0.0005, SHANNON_ENTROPY: 9.083196±0.0114, 
CrossSearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 199, 'shrink': 477, 'normalize': True, 'alpha_weight': 1.6, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.069460±0.0014, PRECISION: 0.009438±0.0001, PRECISION_RECALL_MIN_DEN: 0.094384±0.0010, RECALL: 0.094384±0.0010, MAP: 0.050902±0.0011, MRR: 0.050902±0.0011, NDCG: 0.061184±0.0011, F1: 0.017161±0.0002, HIT_RATE: 0.094384±0.0010, ARHR: 0.050902±0.0011, RMSE: 0.886020±0.0010, NOVELTY: 0.005626±0.0000, AVERAGE_POPULARITY: 0.477950±0.0044, DIVERSITY_MEAN_INTER_LIST: 0.946108±0.0003, DIVERSITY_HERFINDAHL: 0.994605±0.0000, COVERAGE_ITEM: 0.460524±0.0037, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.110171±0.0005, SHANNON_ENTROPY: 9.227448±0.0092, 
CrossSearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 23, 'shrink': 1946, 'normalize': False, 'alpha_weight': 1.72, 'interactions_feature_weighting': 'TF-IDF', 'similarity': 'jaccard'} - results: ROC_AUC: 0.067139±0.0015, PRECISION: 0.009116±0.0001, PRECISION_RECALL_MIN_DEN: 0.091161±0.0012, RECALL: 0.091161±0.0012, MAP: 0.049462±0.0014, MRR: 0.049462±0.0014, NDCG: 0.059312±0.0013, F1: 0.016575±0.0002, HIT_RATE: 0.091161±0.0012, ARHR: 0.049462±0.0014, RMSE: 0.965230±0.0004, NOVELTY: 0.005847±0.0000, AVERAGE_POPULARITY: 0.389273±0.0034, DIVERSITY_MEAN_INTER_LIST: 0.970665±0.0002, DIVERSITY_HERFINDAHL: 0.997061±0.0000, COVERAGE_ITEM: 0.525385±0.0033, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.146612±0.0006, SHANNON_ENTROPY: 10.097183±0.0072, 
CrossSearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 64, 'shrink': 1670, 'normalize': True, 'alpha_weight': 0.98, 'interactions_feature_weighting': 'BM25', 'similarity': 'jaccard'} - results: ROC_AUC: 0.079605±0.0010, PRECISION: 0.010580±0.0001, PRECISION_RECALL_MIN_DEN: 0.105798±0.0009, RECALL: 0.105798±0.0009, MAP: 0.058525±0.0009, MRR: 0.058525±0.0009, NDCG: 0.069752±0.0009, F1: 0.019236±0.0002, HIT_RATE: 0.105798±0.0009, ARHR: 0.058525±0.0009, RMSE: 0.991818±0.0001, NOVELTY: 0.006484±0.0000, AVERAGE_POPULARITY: 0.265160±0.0025, DIVERSITY_MEAN_INTER_LIST: 0.987020±0.0001, DIVERSITY_HERFINDAHL: 0.998696±0.0000, COVERAGE_ITEM: 0.743833±0.0014, COVERAGE_USER: 1.000000±0.0000, DIVERSITY_GINI: 0.259068±0.0004, SHANNON_ENTROPY: 11.545662±0.0012, 
